CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0553,B,94,117,3,2,1,8,5,3,0,0,6,0,0,,,,,,,,,2,1,53,,,,,,,,,,,,,0,295,18,313,642,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0553B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0553,C01,112,111,1,3,1,15,5,3,6,0,1,1,0,,,,,,,,,1,1,55,,,,,,,,,,,,,0,316,8,324,642,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0553C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0554,B,74,78,0,1,3,3,1,5,0,0,1,0,0,,,,,,,,,1,1,54,,,,,,,,,,,,,1,222,4,227,410,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0554B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0554,C01,47,98,3,1,1,1,0,4,3,1,1,0,0,,,,,,,,,2,2,48,,,,,,,,,,,,,0,212,1,213,409,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0554C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0555,B,73,90,1,0,5,5,1,6,2,0,0,0,0,,,,,,,,,2,0,67,,,,,,,,,,,,,0,252,3,255,439,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0555B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0555,C01,59,85,0,0,0,4,2,1,0,1,0,1,0,,,,,,,,,4,1,72,,,,,,,,,,,,,0,230,1,231,439,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0555C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0556,B,62,70,0,1,1,3,2,5,3,0,0,0,0,,,,,,,,,1,0,49,,,,,,,,,,,,,0,197,3,200,411,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0556B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0556,C01,63,76,2,0,0,3,5,3,1,0,4,0,0,,,,,,,,,1,0,48,,,,,,,,,,,,,0,206,0,206,410,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0556C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0557,B,73,109,0,5,0,2,2,3,1,1,0,0,0,,,,,,,,,2,2,59,,,,,,,,,,,,,0,259,5,264,533,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0557B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0557,C01,85,86,2,2,2,4,1,5,2,0,3,0,0,,,,,,,,,2,2,47,,,,,,,,,,,,,2,243,2,247,532,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0557C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0558,B,66,94,2,4,2,3,0,2,1,0,0,0,0,,,,,,,,,2,0,68,,,,,,,,,,,,,0,244,5,249,500,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0558B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0558,C01,79,81,2,0,2,7,0,3,3,0,0,0,0,,,,,,,,,1,0,60,,,,,,,,,,,,,0,238,2,240,499,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0558C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0559,B,68,70,1,2,0,1,0,4,1,0,1,0,0,,,,,,,,,0,0,34,,,,,,,,,,,,,0,182,5,186,382,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0559B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0559,C01,59,94,0,1,0,4,0,3,1,0,1,0,0,,,,,,,,,0,1,41,,,,,,,,,,,,,0,205,3,208,381,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0559C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0560,B,64,115,0,5,3,10,2,7,1,1,2,0,0,,,,,,,,,1,0,62,,,,,,,,,,,,,0,273,10,283,522,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0560B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0561,B,65,75,2,4,1,3,2,3,4,0,1,0,0,,,,,,,,,0,0,32,,,,,,,,,,,,,0,192,1,193,377,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0561B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0561,C01,66,73,0,0,1,2,4,5,3,0,0,0,0,,,,,,,,,0,0,38,,,,,,,,,,,,,0,192,8,200,377,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0561C1.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,B,112,103,3,0,2,9,0,5,5,0,0,0,0,,,,,,,,,1,0,53,,,,,,,,,,,,,0,293,6,299,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562B.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C01,118,101,3,2,3,14,2,5,2,1,0,0,0,,,,,,,,,0,3,63,,,,,,,,,,,,,0,317,8,325,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C1.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C10,103,104,4,2,1,8,2,2,7,2,2,0,0,,,,,,,,,0,2,52,,,,,,,,,,,,,0,291,8,299,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C10.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C11,95,96,4,2,1,15,2,7,4,0,1,0,0,,,,,,,,,1,2,76,,,,,,,,,,,,,0,306,8,314,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C11.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C12,116,76,1,3,1,22,2,4,3,0,0,0,0,,,,,,,,,3,0,66,,,,,,,,,,,,,0,297,21,318,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C12.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C13,79,104,3,1,2,15,2,3,4,0,3,0,0,,,,,,,,,0,2,68,,,,,,,,,,,,,0,286,12,298,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C13.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C02,104,108,4,4,1,17,1,6,4,0,1,0,0,,,,,,,,,1,0,45,,,,,,,,,,,,,0,296,1,297,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C2.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C03,101,100,1,2,2,11,1,6,4,0,0,0,0,,,,,,,,,0,2,58,,,,,,,,,,,,,0,288,5,293,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C3.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C04,107,101,2,4,0,8,0,5,14,0,0,0,0,,,,,,,,,3,3,68,,,,,,,,,,,,,0,315,6,321,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C4.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C05,97,116,0,0,1,12,0,7,5,0,0,0,0,,,,,,,,,0,0,61,,,,,,,,,,,,,0,299,9,308,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C5.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C06,95,91,2,1,0,9,2,6,3,0,0,0,0,,,,,,,,,3,5,61,,,,,,,,,,,,,0,278,13,291,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C6.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C07,111,113,6,4,0,11,1,4,7,0,3,0,0,,,,,,,,,0,0,66,,,,,,,,,,,,,1,326,7,334,710,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C7.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C08,120,105,3,0,0,11,3,4,3,0,0,0,0,,,,,,,,,4,1,46,,,,,,,,,,,,,0,300,3,303,709,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C8.pdf
2,28,TAMAULIPAS,09,VALLE HERMOSO,22,MATAMOROS,0562,C09,87,95,2,3,3,17,1,3,2,0,3,0,0,,,,,,,,,3,3,55,,,,,,,,,,,,,0,277,1,278,709,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0562C9.pdf
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0563,B,78,101,1,2,0,9,1,9,1,0,0,0,0,,,,,,,,,1,0,104,,,,,,,,,,,,,0,307,3,310,583,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0563B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0564,B,65,58,0,1,1,4,0,7,1,0,2,0,0,,,,,,,,,1,0,41,,,,,,,,,,,,,0,181,3,184,383,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0564B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0564,C01,60,62,0,0,2,2,4,5,3,0,0,0,0,,,,,,,,,2,0,48,,,,,,,,,,,,,0,188,5,193,383,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0564C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0565,B,84,81,1,0,1,6,6,3,2,2,0,0,0,,,,,,,,,2,1,35,,,,,,,,,,,,,2,224,2,228,489,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0565B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0565,C01,79,88,2,0,0,5,0,4,1,0,0,0,0,,,,,,,,,0,0,49,,,,,,,,,,,,,0,228,3,231,489,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0565C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0566,B,41,119,0,2,1,5,1,2,1,0,0,0,0,,,,,,,,,1,1,37,,,,,,,,,,,,,0,211,4,215,385,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0566B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0566,C01,51,117,1,1,0,8,0,4,0,0,1,0,0,,,,,,,,,0,0,36,,,,,,,,,,,,,0,219,4,223,384,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0566C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0567,B,76,64,1,0,1,5,2,6,2,0,0,0,0,,,,,,,,,1,0,59,,,,,,,,,,,,,0,217,3,220,401,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0567B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0567,C01,70,53,0,3,1,3,0,2,2,0,0,0,0,,,,,,,,,1,1,55,,,,,,,,,,,,,0,191,10,201,400,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0567C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0568,B,57,99,2,3,1,2,1,3,2,0,1,0,0,,,,,,,,,2,1,62,,,,,,,,,,,,,0,236,4,240,428,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0568B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0568,C01,62,83,1,1,1,4,1,4,4,0,1,0,0,,,,,,,,,4,0,48,,,,,,,,,,,,,0,214,3,217,428,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0568C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0569,B,41,72,1,0,0,5,0,2,5,1,3,0,0,,,,,,,,,1,1,45,,,,,,,,,,,,,0,177,0,180,383,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0569B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0569,C01,54,72,0,1,0,1,1,2,2,0,0,0,0,,,,,,,,,2,1,47,,,,,,,,,,,,,1,183,3,187,383,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0569C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0570,B,82,108,1,3,0,4,1,4,2,3,0,0,0,,,,,,,,,2,0,61,,,,,,,,,,,,,0,271,26,297,645,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0570B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0571,B,144,134,2,4,5,8,0,3,7,0,0,0,0,,,,,,,,,2,2,38,,,,,,,,,,,,,0,349,5,354,617,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0571B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0572,B,91,89,5,2,1,10,1,5,3,0,0,0,0,,,,,,,,,0,0,53,,,,,,,,,,,,,0,260,6,265,556,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0572B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0572,C01,68,110,2,1,4,7,5,6,2,2,0,2,0,,,,,,,,,1,1,48,,,,,,,,,,,,,0,259,6,259,556,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0572C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0573,B,86,108,6,4,2,5,0,5,2,0,2,0,0,,,,,,,,,1,1,62,,,,,,,,,,,,,0,284,4,288,592,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0573B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0574,B,47,61,1,1,0,4,1,3,2,0,0,0,0,,,,,,,,,1,1,26,,,,,,,,,,,,,0,148,7,155,295,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0574B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0575,B,123,165,1,2,1,10,2,5,4,0,2,0,0,,,,,,,,,3,1,62,,,,,,,,,,,,,0,381,5,386,697,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0575B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0576,B,72,96,1,4,0,3,0,3,2,0,1,1,0,,,,,,,,,0,0,55,,,,,,,,,,,,,0,238,3,241,505,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0576B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0577,B,98,112,0,4,0,6,1,9,2,0,1,0,0,,,,,,,,,1,1,97,,,,,,,,,,,,,0,332,7,339,737,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0577B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0578,B,69,70,0,0,0,3,3,1,1,1,2,0,0,,,,,,,,,0,1,59,,,,,,,,,,,,,0,210,2,212,425,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0578B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0578,C01,72,51,0,4,0,1,2,5,0,0,2,0,0,,,,,,,,,2,2,70,,,,,,,,,,,,,0,211,4,215,424,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0578C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0579,B,81,70,0,0,0,4,2,6,0,0,0,0,0,,,,,,,,,0,0,50,,,,,,,,,,,,,0,213,3,216,380,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0579B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0579,C01,66,66,0,0,0,7,2,2,3,0,2,0,0,,,,,,,,,1,1,67,,,,,,,,,,,,,0,217,2,219,379,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0579C1.pdf
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0580,B,108,127,0,7,0,9,3,8,1,0,1,0,0,,,,,,,,,4,1,106,,,,,,,,,,,,,0,375,5,380,678,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0580B.pdf
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0580,C01,111,123,4,1,0,6,1,7,2,1,3,0,0,,,,,,,,,4,1,106,,,,,,,,,,,,,1,370,4,375,677,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0580C1.pdf
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0581,B,102,92,5,1,2,7,2,8,3,0,1,0,0,,,,,,,,,2,1,72,,,,,,,,,,,,,0,298,3,301,549,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0581B.pdf
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0581,C01,89,101,1,0,0,8,6,1,1,0,0,0,0,,,,,,,,,1,0,84,,,,,,,,,,,,,1,292,5,298,549,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0581C1.pdf
2,28,TAMAULIPAS,10,MATAMOROS,22,MATAMOROS,0581,C02,99,70,1,2,2,6,0,7,3,1,1,0,0,,,,,,,,,4,0,90,,,,,,,,,,,,,0,286,5,291,549,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0581C2.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0582,B,91,85,2,0,0,4,3,4,2,1,1,0,0,,,,,,,,,5,0,109,,,,,,,,,,,,,0,307,8,315,590,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0582B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0583,B,80,88,0,2,0,10,0,8,3,0,0,0,0,,,,,,,,,2,0,87,,,,,,,,,,,,,0,280,4,284,623,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0583B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0584,B,103,109,0,1,0,5,4,2,4,0,0,0,0,,,,,,,,,0,1,82,,,,,,,,,,,,,0,311,7,318,643,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0584B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0585,B,130,136,2,2,0,2,0,4,1,0,1,0,0,,,,,,,,,3,3,73,,,,,,,,,,,,,0,357,8,365,693,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0585B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0586,B,96,114,2,2,2,8,1,3,2,0,4,0,0,,,,,,,,,1,2,59,,,,,,,,,,,,,0,296,1,297,566,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0586B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0587,B,114,108,0,3,1,3,2,4,2,1,1,1,0,,,,,,,,,4,2,42,,,,,,,,,,,,,0,288,5,292,624,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0587B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0588,B,88,61,3,2,1,4,1,4,1,0,4,1,0,,,,,,,,,0,0,59,,,,,,,,,,,,,0,229,4,233,492,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0588B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0588,C01,69,93,0,0,1,4,1,4,1,1,2,0,0,,,,,,,,,0,3,59,,,,,,,,,,,,,0,238,2,240,492,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0588C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0589,B,80,119,1,1,0,13,3,5,1,0,0,0,0,,,,,,,,,2,2,84,,,,,,,,,,,,,0,311,7,318,611,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0589B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0589,C01,117,116,2,0,1,10,0,4,1,0,1,3,0,,,,,,,,,1,2,78,,,,,,,,,,,,,0,336,7,343,610,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0589C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0590,B,135,122,2,1,1,12,2,3,3,0,1,0,0,,,,,,,,,4,0,80,,,,,,,,,,,,,0,366,14,380,725,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0590B.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0590,C01,110,122,5,2,3,14,5,11,4,0,1,0,0,,,,,,,,,1,1,76,,,,,,,,,,,,,0,355,14,369,725,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0590C1.pdf
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,0590,C02,124,135,5,4,0,14,5,5,2,0,2,0,0,,,,,,,,,5,1,90,,,,,,,,,,,,,1,392,13,406,725,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Ayuntamientos/MATAMOROS/A_0590C2.pdf
