CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,19,2,91,73,58,75,13,1,7,26,3,11,0,0,358,9,367,1106
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,20,3,428,183,15,104,10,3,10,23,2,1,0,0,779,40,819,1890
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,21,3,199,390,15,78,21,4,14,20,1,6,0,0,748,15,763,1718
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,22,3,250,271,28,315,10,2,6,10,2,14,0,0,908,29,937,2109
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,23,1,128,33,5,72,1,1,3,4,3,5,0,0,255,3,258,468
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,24,3,334,388,18,147,5,6,36,59,8,15,0,0,1016,30,1046,1760
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,25,2,226,133,4,119,4,2,19,15,8,4,0,0,534,7,541,949
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,26,3,208,129,14,586,7,2,14,6,2,14,0,0,982,22,1004,1524
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,27,2,311,127,6,167,57,8,16,21,2,16,0,0,731,16,747,1433
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,28,1,109,12,1,96,2,0,3,0,0,6,0,0,229,0,229,362
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,29,2,128,163,6,151,14,2,6,3,3,29,0,0,505,21,526,988
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,30,2,126,98,7,93,3,0,13,5,5,1,0,0,351,16,367,751
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,31,3,448,82,3,243,15,2,16,4,11,6,0,1,831,18,849,1582
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,32,2,310,181,3,218,6,5,11,8,4,4,0,0,750,14,764,1207
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,33,1,258,73,15,85,5,1,9,4,2,13,0,0,465,8,473,738
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,34,3,268,169,14,164,4,4,11,4,7,20,0,2,667,35,702,1682
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,35,2,156,166,3,111,8,7,10,2,2,13,0,0,478,2,480,965
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,36,2,127,173,16,86,8,4,12,4,10,20,0,0,460,7,467,855
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,37,2,183,100,8,220,1,4,16,10,6,1,0,0,549,19,568,1134
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,38,3,695,199,101,122,24,30,14,12,9,56,0,0,1262,38,1300,2228
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,39,3,471,125,24,172,15,1,18,12,13,29,0,0,880,15,895,1546
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,40,2,375,236,17,131,1,4,9,10,14,4,0,0,801,22,823,1396
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,41,2,381,144,2,119,0,3,6,2,4,9,0,0,670,17,687,1302
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,42,2,196,101,6,98,1,2,4,3,2,3,0,0,416,12,428,1262
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,43,1,86,74,4,52,6,4,4,1,5,12,0,0,248,7,255,406
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,44,2,146,100,6,66,5,5,12,11,9,10,0,0,370,8,378,808
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,45,1,78,28,4,57,1,2,0,1,1,2,0,0,174,2,176,407
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,46,2,170,50,13,86,6,1,14,9,8,18,0,0,375,9,384,849
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,47,2,316,49,20,113,11,3,8,26,9,20,0,0,575,16,591,1380
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,48,2,171,55,15,117,5,4,9,4,8,23,0,0,411,13,424,1025
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,49,1,75,38,79,39,1,2,5,4,2,7,0,0,252,17,269,597
2,11,GUANAJUATO,13,SALAMANCA,1,ABASOLO,50,3,318,174,49,80,7,1,7,34,33,3,0,0,706,16,722,1663
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,51,5,331,108,398,148,40,49,122,44,23,26,0,0,1289,77,1366,3023
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,52,1,128,39,94,28,16,5,17,14,3,9,0,5,358,29,387,750
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,53,2,144,58,104,70,9,26,36,15,4,7,0,2,475,35,510,856
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,54,2,156,50,96,55,7,16,27,17,6,3,0,0,433,26,459,823
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,55,1,74,37,77,56,5,9,28,10,4,4,0,1,305,18,323,626
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,56,2,166,61,153,103,11,8,38,17,7,5,0,0,569,28,597,1343
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,57,2,115,25,90,74,5,4,37,15,3,11,0,0,379,19,398,1008
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,58,2,144,50,179,77,7,9,42,11,2,13,0,1,535,13,548,1392
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,59,2,154,33,126,95,11,14,34,10,6,5,0,0,488,24,512,1016
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,60,2,132,49,89,78,6,9,30,17,4,7,0,2,423,32,455,846
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,61,2,147,78,114,69,15,24,39,17,5,13,0,3,524,27,551,931
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,62,2,165,66,96,64,5,10,43,8,1,14,0,2,474,31,505,900
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,63,1,96,55,77,45,5,14,16,5,4,5,0,0,322,19,341,643
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,64,2,82,52,104,64,13,7,23,12,4,8,0,0,369,19,388,831
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,65,2,99,45,148,98,4,12,35,8,2,4,0,0,455,24,479,1078
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,66,1,99,51,103,41,5,10,36,18,6,7,0,1,377,34,411,745
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,67,4,318,130,238,172,12,16,62,25,13,23,0,0,1009,54,1063,2421
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,68,2,136,62,98,72,2,6,27,27,5,6,0,1,442,23,465,800
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,69,1,89,25,70,56,2,9,20,17,7,5,0,0,300,20,320,614
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,70,2,133,34,103,92,9,5,29,23,2,5,0,0,435,24,459,1049
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,71,2,152,43,137,90,4,5,38,15,1,5,0,1,491,25,516,1214
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,72,2,126,37,125,73,6,12,33,26,4,8,0,0,450,31,481,1058
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,73,2,135,79,97,41,10,27,31,22,16,7,0,0,465,36,501,877
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,74,3,242,109,188,103,6,26,72,25,12,20,0,1,804,50,854,1745
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,75,1,89,25,84,45,4,12,21,18,8,6,0,0,312,21,333,728
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,76,2,105,55,103,51,6,11,43,8,6,3,0,0,391,25,416,843
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,77,2,117,56,147,90,6,6,97,23,8,14,0,0,564,32,596,1272
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,78,2,162,43,166,57,7,11,75,17,6,14,0,0,558,36,594,1403
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,79,2,197,29,195,70,14,10,43,13,5,4,0,1,581,29,610,1469
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,80,2,124,44,153,55,10,12,33,14,7,9,0,0,461,21,482,1202
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,81,5,430,162,394,219,13,36,141,63,15,27,0,2,1502,84,1586,2991
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,82,2,109,35,137,71,9,13,36,13,6,4,0,0,433,13,446,1093
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,83,2,146,33,183,67,21,5,35,12,5,3,0,0,510,13,523,1464
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,84,2,159,44,215,63,22,8,23,9,3,12,0,0,558,16,574,1410
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,85,2,144,38,218,68,18,6,22,8,4,14,0,0,540,16,556,1368
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,86,5,398,116,555,115,48,15,55,23,9,11,0,0,1345,78,1423,3734
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,87,1,41,26,25,0,0,0,11,0,1,0,0,1,105,7,112,305
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,88,1,7,8,72,2,2,1,3,1,0,0,0,0,96,3,99,216
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,89,2,94,25,147,19,2,0,5,3,1,2,0,0,298,9,307,758
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,90,1,33,19,62,9,0,1,5,1,0,1,0,0,131,9,140,396
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,91,2,92,40,154,18,4,2,13,3,0,5,0,0,331,12,343,944
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,92,2,58,17,81,14,3,0,2,0,3,2,0,0,180,5,185,541
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,93,2,118,16,123,7,2,1,24,5,2,3,0,0,301,8,309,901
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,94,2,161,32,81,22,2,1,17,0,1,3,0,0,320,10,330,821
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,95,2,129,19,86,25,3,4,8,4,0,2,0,0,280,11,291,807
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,96,2,146,22,87,12,3,4,21,4,2,0,0,0,301,4,305,909
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,97,2,132,26,121,34,2,2,34,0,2,3,0,0,356,6,362,954
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,98,1,26,19,78,10,11,2,2,1,0,0,0,0,149,6,155,485
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,99,2,94,29,77,33,5,1,6,15,1,1,0,0,262,10,272,1057
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,100,2,67,27,114,30,5,3,12,4,2,4,0,0,268,21,289,1034
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,101,2,156,32,109,19,7,3,8,6,0,3,0,0,343,25,368,1076
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,102,2,157,24,113,40,12,4,9,11,3,4,0,2,379,26,405,1094
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,103,2,76,22,180,40,5,3,12,4,2,2,0,0,346,11,357,942
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,104,2,104,22,238,40,2,1,15,10,5,3,0,0,440,31,471,933
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,105,1,103,13,51,21,1,2,8,2,3,1,0,0,205,4,209,468
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,106,2,98,9,107,154,7,3,4,2,2,2,0,0,388,14,402,873
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,107,1,104,20,106,31,11,1,11,3,0,2,0,0,289,10,299,726
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,108,2,82,13,89,20,5,4,21,3,2,1,0,0,240,13,253,881
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,109,2,119,20,137,46,12,6,35,15,1,6,0,1,398,25,423,1359
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,110,1,50,13,62,14,2,2,6,6,2,3,0,0,160,12,172,587
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,111,2,196,17,126,33,12,2,7,7,0,3,0,0,403,14,417,800
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,112,1,59,89,86,15,17,1,6,0,0,1,0,0,274,20,294,721
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,113,1,109,27,109,35,2,4,14,1,2,1,0,0,304,12,316,730
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,114,3,171,59,203,49,24,1,34,8,4,2,0,0,555,26,581,1572
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,115,3,159,23,320,55,14,3,27,9,3,7,0,0,620,32,652,1517
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,116,2,91,23,243,33,3,2,21,10,5,3,0,0,434,23,457,1010
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,117,2,40,11,167,25,2,0,9,18,4,1,0,0,277,5,282,772
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,118,2,103,32,215,30,3,1,23,7,0,1,0,0,415,20,435,1082
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,119,2,122,22,136,20,3,1,16,3,1,1,0,0,325,18,343,772
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,120,1,52,17,176,19,8,1,4,1,5,0,0,0,283,13,296,697
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,121,2,114,26,361,48,11,3,11,6,2,5,0,0,587,26,613,1365
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,122,1,118,20,109,27,3,3,30,2,2,2,0,0,316,19,335,731
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,123,2,146,60,277,61,4,3,10,6,8,7,0,0,582,28,610,1436
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,124,1,24,35,59,42,0,3,4,0,1,1,0,0,169,5,174,446
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,125,1,34,23,66,19,3,1,5,4,0,1,0,0,156,11,167,526
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,126,2,79,58,148,36,6,3,8,3,2,2,0,0,345,28,373,923
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,127,1,49,11,76,11,0,1,17,2,0,0,0,0,167,11,178,418
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,128,2,126,25,229,65,6,8,37,16,7,11,0,0,530,41,571,1201
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,129,2,77,16,132,26,2,5,3,0,0,1,0,0,262,12,274,612
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,130,2,52,17,189,25,14,1,6,1,1,2,0,0,308,10,318,594
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,131,3,127,90,194,58,5,7,19,7,3,4,0,0,514,16,530,1268
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,132,2,97,92,86,36,5,4,7,8,4,3,0,0,342,4,346,952
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,133,1,52,76,44,28,3,0,7,3,2,4,0,0,219,16,235,632
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,134,1,109,6,46,4,1,0,3,0,0,0,0,0,169,6,175,550
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,135,1,78,15,70,15,5,4,8,5,2,4,0,0,206,12,218,704
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,136,3,420,45,258,38,8,7,10,10,1,4,0,0,801,25,826,1804
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,137,3,278,86,221,29,4,8,11,8,3,0,0,0,648,5,653,1583
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,138,3,238,56,257,47,4,28,12,8,5,1,0,0,656,25,681,1827
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,139,1,100,26,109,15,4,21,3,3,1,1,0,0,283,9,292,676
2,11,GUANAJUATO,22,ACAMBARO,2,ACAMBARO,140,2,63,37,151,18,5,3,17,2,1,2,0,0,299,7,306,1169
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,141,6,936,386,20,65,39,51,62,26,239,81,0,3,1908,97,2005,4399
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,142,2,240,105,2,19,3,20,18,24,77,20,0,0,528,19,547,1215
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,143,2,382,204,4,30,7,30,24,28,124,37,0,3,873,46,919,1468
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,144,2,253,125,4,17,8,14,38,18,64,22,0,2,565,24,589,1020
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,145,7,934,488,19,77,20,57,70,24,270,53,0,0,2012,130,2142,5000
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,146,3,437,176,12,33,11,21,22,11,112,52,0,0,887,51,938,1916
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,147,2,227,121,9,16,4,13,30,11,73,32,0,0,536,33,569,1058
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,148,2,213,116,3,24,4,15,23,18,39,32,0,3,490,18,508,828
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,149,2,234,135,7,25,14,19,33,16,67,43,0,1,594,29,623,1186
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,150,2,201,113,3,20,2,16,20,18,37,15,0,2,447,22,469,774
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,151,1,116,111,4,24,1,13,24,16,39,18,0,0,366,22,388,679
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,152,1,180,84,2,10,5,6,10,16,33,24,0,3,373,26,399,738
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,153,2,231,107,3,22,7,23,26,11,93,42,0,0,565,23,588,1089
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,154,2,292,106,3,16,6,13,17,17,91,39,0,0,600,36,636,1227
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,155,4,477,203,10,30,15,21,40,33,154,58,0,1,1042,25,1067,2256
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,156,5,569,333,31,65,15,26,40,23,172,63,0,0,1337,74,1411,3238
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,157,8,906,523,22,77,35,84,114,58,289,138,0,7,2253,125,2378,4299
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,158,3,353,164,12,51,8,14,29,14,97,57,0,0,799,35,834,1697
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,159,2,224,130,19,18,6,22,25,11,88,36,0,0,579,22,601,1228
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,160,2,177,122,3,10,5,13,23,19,52,49,0,0,473,34,507,883
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,161,1,114,50,7,4,1,5,14,6,32,19,0,1,253,13,266,486
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,162,1,110,40,0,7,6,8,8,6,13,11,0,0,209,16,225,406
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,163,1,147,105,4,13,3,11,14,9,43,12,0,1,362,24,386,705
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,164,5,635,346,16,84,34,34,62,28,198,83,0,1,1521,87,1608,3628
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,165,2,217,190,8,31,14,15,18,14,68,28,0,0,603,39,642,1326
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,166,1,70,26,1,1,4,10,9,6,6,15,0,0,148,14,162,272
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,167,1,105,65,5,6,3,8,7,9,3,10,0,0,221,15,236,424
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,168,2,274,154,9,19,7,16,25,17,63,38,0,1,623,36,659,1130
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,169,2,317,122,9,20,13,25,31,11,81,44,0,0,673,35,708,1370
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,170,1,150,86,7,12,7,16,16,5,52,29,0,0,380,23,403,736
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,171,2,190,184,14,26,7,18,26,17,56,37,0,1,576,45,621,1331
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,172,5,634,427,15,50,27,59,69,62,195,85,0,1,1624,84,1708,2861
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,173,5,624,299,20,36,41,49,88,37,177,79,0,0,1450,102,1552,3228
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,174,2,217,144,10,45,6,15,27,11,67,30,0,1,573,22,595,1230
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,175,5,484,326,9,31,18,21,41,17,87,52,0,0,1086,64,1150,2325
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,176,2,245,111,3,12,9,12,15,27,26,13,0,5,478,39,517,1025
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,177,3,455,173,10,29,14,8,16,4,47,4,0,0,760,26,786,1539
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,178,1,136,44,2,4,2,2,2,1,22,0,0,0,215,14,229,483
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,179,2,266,109,4,11,5,4,3,2,5,0,0,0,409,24,433,956
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,180,2,140,318,9,20,14,2,7,4,9,15,0,0,538,36,574,1355
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,181,1,141,92,7,11,3,6,8,2,15,4,0,0,289,9,298,594
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,182,1,112,97,0,5,2,3,6,3,6,3,0,0,237,16,253,733
