ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,MC,NA,PVEM,ES,MORENA,PT,CQ,QI,MORENA_PT_ES,MORENA_PT,MORENA_ES,PT_ES,PRI_PVEM,C_COMUN_PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRI_PVEM,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,372,B,1,0,B,153,64,5,6,5,10,19,136,11,0,10,5,2,0,0,3,0,2,0,0,,,,,23,,,,,,,,,,,,,,,,,,,,,,454,1,11,466,645,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,372,C,1,0,C01,148,86,5,5,8,3,15,109,8,0,7,1,0,1,0,1,0,0,0,0,,,,,33,,,,,,,,,,,,,,,,,,,,,,430,0,10,440,644,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,372,C,2,0,C02,132,66,2,4,8,7,10,147,8,0,12,3,3,3,0,0,1,1,0,0,,,,,28,,,,,,,,,,,,,,,,,,,,,,435,0,12,447,644,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,373,B,1,0,B,86,90,5,2,6,7,8,110,10,2,4,5,0,0,0,4,1,0,0,0,,,,,14,,,,,,,,,,,,,,,,,,,,,,354,0,10,364,634,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,373,C,1,0,C01,83,87,2,4,1,12,9,111,13,3,10,1,1,1,0,2,0,1,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,365,0,1,366,633,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,373,C,2,0,C02,79,81,8,9,3,15,14,96,15,1,9,3,0,3,1,3,1,1,0,0,,,,,36,,,,,,,,,,,,,,,,,,,,,,378,0,10,388,633,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,374,B,1,0,B,197,80,4,2,3,6,13,74,2,2,6,1,1,1,0,5,2,1,0,0,,,,,21,,,,,,,,,,,,,,,,,,,,,,421,0,7,428,540,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,374,C,1,0,C01,177,74,4,1,0,4,8,67,9,2,8,5,1,0,0,4,3,0,0,0,,,,,27,,,,,,,,,,,,,,,,,,,,,,394,1,9,404,539,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,375,B,1,0,B,204,100,3,5,4,12,13,90,5,1,7,2,1,1,0,2,2,0,1,0,,,,,27,,,,,,,,,,,,,,,,,,,,,,480,0,9,489,694,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,375,C,1,0,C01,190,118,3,8,2,8,8,102,7,3,9,4,0,0,0,3,2,1,0,0,,,,,26,,,,,,,,,,,,,,,,,,,,,,494,1,10,505,694,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,376,B,1,0,B,127,68,4,3,8,10,15,108,10,4,9,3,3,2,0,1,2,0,1,0,,,,,9,,,,,,,,,,,,,,,,,,,,,,387,0,8,395,644,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,376,C,1,0,C01,115,78,7,7,4,9,15,112,8,3,7,3,2,0,0,1,3,0,0,0,,,,,10,,,,,,,,,,,,,,,,,,,,,,384,0,10,394,643,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,377,B,1,0,B,104,72,4,4,4,7,23,88,9,1,5,6,0,1,0,0,1,2,0,0,,,,,13,,,,,,,,,,,,,,,,,,,,,,344,0,11,355,574,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,377,C,1,0,C01,89,87,3,6,0,9,16,111,12,0,3,7,0,1,0,1,2,0,0,0,,,,,16,,,,,,,,,,,,,,,,,,,,,,363,0,12,375,573,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,385,B,1,0,B,128,81,4,5,8,6,8,148,10,5,12,3,1,3,0,3,4,0,1,0,,,,,29,,,,,,,,,,,,,,,,,,,,,,459,0,8,467,691,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,387,B,1,0,B,133,58,2,2,5,6,12,152,13,2,6,6,1,3,0,2,1,1,0,0,,,,,23,,,,,,,,,,,,,,,,,,,,,,428,0,9,437,622,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,387,C,1,0,C01,107,56,6,4,2,12,13,127,6,3,7,7,1,1,0,1,2,1,0,0,,,,,33,,,,,,,,,,,,,,,,,,,,,,389,0,17,406,622,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,388,B,1,0,B,120,72,7,2,5,11,13,110,8,2,6,7,2,3,0,4,0,0,0,0,,,,,23,,,,,,,,,,,,,,,,,,,,,,395,1,8,404,621,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,388,C,1,0,C01,115,91,5,3,6,5,10,116,12,1,8,1,2,1,1,3,1,0,1,0,,,,,31,,,,,,,,,,,,,,,,,,,,,,413,0,15,428,620,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,389,B,1,0,B,219,78,1,3,3,4,8,65,1,2,12,1,1,0,0,1,2,1,0,0,,,,,28,,,,,,,,,,,,,,,,,,,,,,430,0,12,442,617,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,389,C,1,0,C01,198,85,1,2,1,15,9,79,5,4,8,3,0,1,0,3,5,1,1,0,,,,,33,,,,,,,,,,,,,,,,,,,,,,454,0,12,466,616,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,390,B,1,0,B,142,102,3,1,5,10,9,113,7,3,9,8,0,2,0,4,2,1,1,0,,,,,29,,,,,,,,,,,,,,,,,,,,,,451,0,6,457,643,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,399,B,1,0,B,114,66,3,0,6,6,11,100,3,4,6,3,0,0,0,2,0,1,0,0,,,,,36,,,,,,,,,,,,,,,,,,,,,,361,0,10,371,520,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,399,C,1,0,C01,104,71,2,3,3,6,6,77,8,6,4,1,0,2,0,1,1,0,0,0,,,,,29,,,,,,,,,,,,,,,,,,,,,,324,1,6,331,520,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,400,B,1,0,B,136,105,2,5,2,5,13,109,12,4,8,1,6,1,0,2,4,1,0,0,,,,,28,,,,,,,,,,,,,,,,,,,,,,444,0,11,455,679,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,401,B,1,0,B,127,68,3,1,1,3,7,59,3,1,3,1,2,0,0,0,5,0,1,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,307,0,9,316,446,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,401,C,1,0,C01,129,86,3,3,4,2,11,64,2,0,2,1,1,1,0,1,1,1,0,0,,,,,14,,,,,,,,,,,,,,,,,,,,,,326,1,6,333,445,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,402,B,1,0,B,168,79,3,1,3,3,12,55,3,1,9,1,0,0,0,0,2,1,0,0,,,,,27,,,,,,,,,,,,,,,,,,,,,,368,3,9,380,481,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,402,C,1,0,C01,150,75,3,4,3,1,6,58,3,2,5,3,0,0,0,3,1,2,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,343,0,9,352,481,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,403,B,1,0,B,173,86,5,2,5,7,7,60,2,0,5,6,0,1,0,1,2,1,1,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,386,0,5,391,541,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,403,C,1,0,C01,206,85,3,5,2,3,10,67,4,0,7,1,0,1,0,2,2,0,1,0,,,,,23,,,,,,,,,,,,,,,,,,,,,,422,0,11,433,541,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,407,B,1,0,B,155,74,2,1,5,3,10,107,8,1,5,4,1,3,0,1,1,1,1,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,407,0,12,419,620,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,407,C,1,0,C01,151,105,0,2,4,7,11,103,3,0,6,5,1,1,0,0,1,1,0,0,,,,,16,,,,,,,,,,,,,,,,,,,,,,417,0,11,428,619,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,410,B,1,0,B,136,89,4,2,4,6,5,70,3,2,5,3,0,0,0,1,1,1,0,0,,,,,26,,,,,,,,,,,,,,,,,,,,,,358,0,13,371,537,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,410,C,1,0,C01,160,71,1,2,4,2,7,61,1,3,3,5,1,0,0,0,4,0,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,,,344,1,5,350,537,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,550,B,1,0,B,245,79,1,5,2,6,16,90,5,0,9,1,1,0,0,2,7,1,0,0,,,,,33,,,,,,,,,,,,,,,,,,,,,,503,0,16,519,744,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,550,C,1,0,C01,264,68,4,8,3,12,12,93,6,4,8,3,0,0,0,1,4,2,0,0,,,,,27,,,,,,,,,,,,,,,,,,,,,,519,0,8,527,744,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,550,C,2,0,C02,226,72,2,8,1,7,10,92,6,4,10,4,1,1,1,1,7,1,0,0,,,,,27,,,,,,,,,,,,,,,,,,,,,,481,0,1,482,744,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,550,C,3,0,C03,274,66,5,4,3,5,6,100,5,0,11,3,0,0,0,1,6,5,1,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,520,0,18,538,744,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,550,C,4,0,C04,250,88,3,4,0,8,14,94,9,5,7,2,1,0,0,2,2,2,0,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,516,1,3,520,744,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,550,C,5,0,C05,236,78,4,8,3,11,11,93,9,1,13,3,1,0,2,1,2,1,1,0,,,,,27,,,,,,,,,,,,,,,,,,,,,,505,0,6,511,744,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,550,C,6,0,C06,255,68,3,12,1,7,13,102,11,3,9,4,2,0,0,2,2,1,3,0,,,,,34,,,,,,,,,,,,,,,,,,,,,,532,0,10,542,743,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,697,B,1,0,B,82,47,4,8,0,8,7,114,12,7,9,3,2,0,1,3,3,0,1,0,,,,,13,,,,,,,,,,,,,,,,,,,,,,324,0,8,332,573,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,697,C,1,0,C01,85,46,8,11,3,7,7,115,6,5,6,4,1,0,0,1,2,0,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,325,0,11,336,573,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,704,B,1,0,B,103,65,3,0,6,6,9,103,5,3,8,4,0,1,0,1,0,0,0,0,,,,,21,,,,,,,,,,,,,,,,,,,,,,338,0,11,349,558,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,704,C,1,0,C01,91,59,4,1,5,17,8,125,3,7,5,6,1,1,0,0,0,0,0,1,,,,,20,,,,,,,,,,,,,,,,,,,,,,354,0,10,364,557,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,705,B,1,0,B,110,53,4,5,6,8,9,111,11,3,9,3,1,0,0,1,1,1,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,354,1,7,362,574,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,705,C,1,0,C01,96,61,2,1,4,9,14,109,5,3,8,3,2,1,0,1,1,1,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,,,340,0,7,347,573,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,706,B,1,0,B,74,76,2,3,3,8,10,106,7,5,5,3,2,3,0,0,2,2,0,0,,,,,17,,,,,,,,,,,,,,,,,,,,,,328,0,7,335,541,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,706,C,1,0,C01,76,57,7,4,2,12,13,102,14,5,5,5,4,0,0,1,2,0,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,,,328,0,0,328,540,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,707,B,1,0,B,56,44,4,9,3,5,8,103,13,1,10,2,1,2,0,2,0,0,1,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,269,1,13,283,539,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,707,C,1,0,C01,69,45,5,6,4,6,9,93,8,9,8,6,1,1,0,2,0,1,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,,,292,1,20,313,538,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,708,B,1,0,B,56,63,7,6,5,3,10,70,8,8,5,7,3,1,1,0,1,1,2,0,,,,,9,,,,,,,,,,,,,,,,,,,,,,266,1,7,274,476,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,708,C,1,0,C01,58,47,4,3,3,5,7,80,6,5,5,1,0,0,0,3,0,1,1,0,,,,,12,,,,,,,,,,,,,,,,,,,,,,241,0,5,246,475,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,709,B,1,0,B,50,55,4,4,0,3,9,105,4,0,8,2,2,1,0,2,0,0,0,0,,,,,7,,,,,,,,,,,,,,,,,,,,,,256,0,6,262,487,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,709,C,1,0,C01,76,46,6,5,1,2,5,80,12,6,6,1,0,0,0,3,0,2,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,262,0,7,269,486,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,710,B,1,0,B,58,62,4,5,1,12,5,10,4,9,6,1,0,0,0,1,0,1,0,0,,,,,16,,,,,,,,,,,,,,,,,,,,,,195,0,11,206,589,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,710,C,1,0,C01,76,60,1,4,5,7,16,97,6,3,5,5,1,0,0,2,1,1,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,301,0,11,312,588,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,711,B,1,0,B,91,55,2,4,5,10,12,134,8,2,11,9,1,0,0,2,1,1,0,0,,,,,12,,,,,,,,,,,,,,,,,,,,,,360,0,8,368,571,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,711,C,1,0,C01,107,41,6,3,3,3,12,124,7,2,9,5,0,1,1,4,3,2,1,0,,,,,18,,,,,,,,,,,,,,,,,,,,,,352,0,9,361,571,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,712,B,1,0,B,78,67,7,3,1,2,11,117,9,3,13,3,0,1,0,1,3,0,0,0,,,,,26,,,,,,,,,,,,,,,,,,,,,,345,0,11,356,592,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,712,C,1,0,C01,104,50,6,3,2,11,24,138,4,6,11,3,0,1,0,0,0,0,1,0,,,,,19,,,,,,,,,,,,,,,,,,,,,,383,0,10,393,592,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,713,B,1,0,B,128,54,1,2,0,6,7,89,7,1,6,6,0,1,0,2,2,0,0,0,,,,,20,,,,,,,,,,,,,,,,,,,,,,332,0,4,336,505,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,713,C,1,0,C01,132,36,2,5,4,7,7,92,7,3,10,2,0,0,0,0,1,1,0,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,334,0,10,344,505,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,714,B,1,0,B,112,42,3,8,3,5,9,149,13,4,13,1,0,0,0,1,0,0,0,1,,,,,18,,,,,,,,,,,,,,,,,,,,,,382,1,12,395,565,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,714,C,1,0,C01,107,45,4,4,5,6,11,126,2,5,11,1,1,1,0,1,1,2,0,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,358,0,8,366,564,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,715,B,1,0,B,140,45,1,5,10,8,8,144,10,1,7,4,1,0,0,1,0,0,0,0,,,,,20,,,,,,,,,,,,,,,,,,,,,,405,0,6,411,602,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,715,C,1,0,C01,117,51,4,2,6,7,17,135,3,1,9,2,2,0,0,0,1,0,0,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,379,0,7,386,602,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,715,C,2,0,C02,99,53,2,2,3,10,11,135,9,3,6,6,1,1,0,1,1,1,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,,,363,0,10,373,602,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,716,B,1,0,B,136,53,3,1,2,6,12,125,13,7,13,4,1,0,0,0,0,1,0,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,402,0,2,404,620,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,716,C,1,0,C01,127,57,4,3,4,6,13,143,7,3,7,6,1,0,1,4,3,2,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,415,0,7,422,619,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,717,B,1,0,B,107,76,5,6,5,6,10,109,7,4,10,0,1,2,0,0,2,1,0,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,373,0,8,381,579,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,717,C,1,0,C01,93,67,4,4,4,9,16,119,10,7,5,2,3,0,1,1,0,0,1,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,371,0,13,384,578,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,718,B,1,0,B,65,46,5,5,7,4,13,81,5,7,5,3,0,2,0,0,0,0,0,0,,,,,14,,,,,,,,,,,,,,,,,,,,,,262,0,10,272,502,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,718,C,1,0,C01,63,45,4,4,3,7,11,110,11,1,4,3,0,1,0,1,1,1,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,281,0,12,293,502,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,718,C,2,0,C02,57,38,5,4,6,10,11,90,4,1,8,3,0,0,0,0,1,3,0,0,,,,,12,,,,,,,,,,,,,,,,,,,,,,253,0,13,266,502,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,719,B,1,0,B,117,49,9,3,3,10,18,165,6,7,9,2,0,3,0,2,1,0,0,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,426,0,4,430,641,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,719,C,1,0,C01,111,59,4,3,1,10,14,156,7,5,15,9,1,3,0,0,3,0,0,0,,,,,21,,,,,,,,,,,,,,,,,,,,,,422,0,3,425,640,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,720,B,1,0,B,60,25,0,4,3,3,9,109,5,3,6,4,2,0,0,0,2,0,0,0,,,,,9,,,,,,,,,,,,,,,,,,,,,,244,0,8,252,379,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,720,C,1,0,C01,51,24,2,1,5,3,11,107,6,2,5,8,0,0,0,0,0,0,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,236,0,6,242,378,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,721,B,1,0,B,103,72,3,5,4,7,13,192,9,2,4,5,0,3,0,0,1,0,0,0,,,,,20,,,,,,,,,,,,,,,,,,,,,,443,0,8,451,723,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,722,B,1,0,B,104,27,2,3,1,3,10,113,7,3,12,2,0,1,0,0,0,0,0,0,,,,,16,,,,,,,,,,,,,,,,,,,,,,304,0,4,308,512,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,722,C,1,0,C01,80,41,3,2,1,6,8,120,5,3,10,4,0,1,0,0,1,0,0,0,,,,,20,,,,,,,,,,,,,,,,,,,,,,305,0,12,317,512,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,722,C,2,0,C02,94,47,3,2,1,7,9,117,6,3,8,2,1,0,0,2,2,2,0,0,,,,,17,,,,,,,,,,,,,,,,,,,,,,323,0,10,333,511,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,723,B,1,0,B,112,53,3,4,4,10,18,133,8,0,15,2,3,0,0,0,2,0,1,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,379,1,12,392,605,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,723,C,1,0,C01,86,49,6,4,3,11,18,137,17,3,4,7,1,0,0,0,3,1,1,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,375,0,7,382,605,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,723,C,2,0,C02,122,53,3,3,4,5,14,125,8,2,12,5,1,0,0,0,0,0,1,0,,,,,19,,,,,,,,,,,,,,,,,,,,,,377,1,8,386,605,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,724,B,1,0,B,66,52,5,3,3,6,10,120,9,2,4,1,2,2,0,1,0,0,1,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,298,0,3,301,497,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,724,C,1,0,C01,60,45,7,2,2,8,12,107,7,2,17,3,1,1,0,1,2,0,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,,,296,0,5,301,497,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,725,B,1,0,B,140,55,3,4,4,2,17,177,10,4,15,4,0,1,0,0,1,0,1,0,,,,,29,,,,,,,,,,,,,,,,,,,,,,467,1,14,482,743,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,725,C,1,0,C01,107,59,6,3,3,12,17,164,10,2,14,4,4,0,0,2,5,1,1,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,436,0,11,447,743,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,725,C,2,0,C02,137,75,3,3,5,5,13,173,14,3,14,5,0,0,0,3,1,0,0,0,,,,,22,,,,,,,,,,,,,,,,,,,,,,476,0,4,480,743,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,726,B,1,0,B,34,46,8,4,3,9,15,101,8,1,4,5,2,2,0,1,0,0,0,0,,,,,8,,,,,,,,,,,,,,,,,,,,,,251,0,7,258,512,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,726,C,1,0,C01,44,61,6,1,5,11,13,96,14,2,2,6,1,1,0,2,1,1,0,0,,,,,6,,,,,,,,,,,,,,,,,,,,,,273,0,6,279,511,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,727,B,1,0,B,134,56,4,1,4,9,19,135,12,4,9,5,0,2,0,1,0,0,0,0,,,,,33,,,,,,,,,,,,,,,,,,,,,,428,0,4,432,687,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,727,C,1,0,C01,128,52,5,5,6,5,7,139,12,2,10,3,1,0,1,1,1,0,1,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,403,0,4,407,687,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,727,C,2,0,C02,122,64,2,3,4,10,16,130,9,2,10,2,0,1,0,3,2,0,0,0,,,,,23,,,,,,,,,,,,,,,,,,,,,,403,0,10,413,686,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,727,C,3,0,C03,128,52,0,4,4,9,17,139,8,1,12,4,1,0,0,2,1,0,0,0,,,,,28,,,,,,,,,,,,,,,,,,,,,,410,0,5,415,686,Acta casilla,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,728,B,1,0,B,79,43,2,8,9,10,11,111,6,2,5,3,2,1,1,1,2,0,1,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,322,1,5,328,520,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,728,C,1,0,C01,92,51,2,2,9,4,14,101,8,2,6,3,0,1,0,2,5,1,0,0,,,,,20,,,,,,,,,,,,,,,,,,,,,,323,0,7,330,519,Grupo de recuento,,,
22,QUERÉTARO,4,QUERÉTARO,14,QUERÉTARO,729,B,1,0,B,80,53,2,2,11,0,16,110,3,5,14,3,0,0,0,0,3,0,0,0,,,,,29,,,,,,,,,,,,,,,,,,,,,,331,0,8,339,507,Grupo de recuento,,,
