CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,548,2,25,25,5,30,35,13,4,440,83,0,0,0,0,0,1,0,0,13,71,,,,,745,1,34,780,1306
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,549,2,18,25,7,25,25,6,6,239,50,1,0,0,0,0,5,0,1,8,44,,,,,460,3,16,479,788
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,550,1,26,13,2,10,17,8,4,237,52,1,1,0,0,0,0,0,0,2,36,,,,,409,0,6,415,698
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,551,2,22,18,4,35,33,8,0,306,65,2,0,0,1,0,3,0,0,12,51,,,,,560,1,14,575,986
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,552,1,15,21,4,17,17,2,3,237,32,1,0,1,1,0,1,0,1,8,35,,,,,396,1,23,420,688
,23,QUINTANA ROO,3,CANCUN,1,BENITO JUAREZ,553,2,12,16,5,21,18,11,5,290,59,0,0,0,0,0,1,0,0,6,46,,,,,490,0,27,517,858
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1,11,191,124,62,190,194,82,45,2386,377,8,2,1,2,7,10,0,7,87,291,,,,,4066,26,163,4255,7603
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,4,3,71,64,25,35,63,14,5,610,75,4,0,0,0,2,5,0,0,12,188,,,,,1173,5,43,1221,2178
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,5,6,165,82,24,47,97,37,19,1232,134,9,3,1,0,4,5,0,0,18,315,,,,,2192,3,73,2268,4080
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,6,2,33,16,6,16,19,9,6,292,27,1,0,0,1,0,1,0,1,7,47,,,,,482,2,19,503,957
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,7,3,50,45,12,44,46,8,11,461,54,2,0,0,1,2,2,1,4,45,76,,,,,864,0,33,897,1588
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,8,2,26,22,7,51,25,10,10,264,50,0,0,1,0,0,5,0,0,8,43,,,,,522,0,22,544,920
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,9,2,27,14,14,29,19,5,1,246,26,2,0,1,0,1,1,0,0,0,21,,,,,407,2,28,437,797
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,10,1,10,17,3,35,16,4,2,246,23,2,0,0,0,2,1,0,0,2,45,,,,,408,0,9,417,744
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,29,2,38,23,11,36,25,19,2,251,36,1,0,0,0,0,0,0,0,4,46,,,,,492,0,13,505,913
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,30,1,24,14,3,14,19,7,1,199,26,1,0,0,0,1,0,0,0,7,30,,,,,346,0,10,356,681
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,31,2,28,18,3,12,14,8,1,234,30,3,1,1,0,1,6,0,0,4,52,,,,,416,0,14,430,776
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,32,2,23,19,3,44,24,5,3,295,30,0,0,0,0,1,0,0,0,7,50,,,,,504,1,18,523,1087
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,33,1,13,21,2,22,22,2,2,184,26,0,0,0,0,2,2,0,0,2,29,,,,,329,1,16,346,671
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,34,2,20,20,11,28,26,4,9,271,45,0,0,0,0,0,4,0,0,8,27,,,,,473,0,37,510,881
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,35,2,19,8,11,38,14,3,1,271,46,0,2,0,0,1,3,0,1,5,49,,,,,472,0,22,494,964
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,36,2,30,25,6,38,31,11,5,282,56,0,0,0,0,1,2,0,0,9,54,,,,,550,0,33,583,1122
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,37,2,16,11,7,21,14,9,4,193,26,1,1,0,0,0,0,0,0,1,45,,,,,349,3,39,391,807
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,38,2,21,18,6,22,23,6,9,232,30,1,2,0,0,1,1,0,0,7,49,,,,,428,5,14,447,928
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,39,1,10,15,2,19,18,8,2,170,15,0,2,1,0,0,2,0,0,2,18,,,,,284,0,24,308,647
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,40,2,22,22,13,30,37,13,10,238,21,1,0,0,1,0,4,1,0,21,13,,,,,447,15,29,491,1146
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,41,1,16,12,6,6,17,7,4,177,32,1,0,0,0,0,1,0,0,8,22,,,,,309,0,8,317,639
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,42,1,16,14,2,21,21,6,3,222,31,0,1,0,0,1,3,0,1,5,43,,,,,390,0,18,408,712
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,451,2,9,26,9,17,33,10,5,411,47,1,0,0,0,1,0,0,0,9,18,,,,,596,18,29,643,1450
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,452,2,15,21,2,21,31,6,1,343,71,0,0,0,0,0,3,0,0,15,45,,,,,574,0,27,601,1086
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,453,2,22,10,6,25,23,8,3,316,52,1,1,1,0,0,2,0,0,6,36,,,,,512,0,27,539,966
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,454,2,24,14,11,30,32,7,8,321,44,0,0,0,0,2,2,0,0,9,64,,,,,568,2,25,595,1049
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,455,2,21,8,5,21,32,6,5,250,39,1,1,0,0,1,2,0,0,11,35,,,,,438,2,18,458,804
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,456,1,11,13,3,7,17,2,2,186,26,2,0,0,0,2,2,0,0,0,34,,,,,307,4,15,326,576
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,457,2,24,13,6,21,31,3,5,287,42,1,0,0,0,0,1,1,0,8,17,,,,,460,22,17,499,803
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,458,2,22,16,11,34,31,4,3,311,44,1,0,0,1,1,2,0,0,10,45,,,,,536,0,30,566,988
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,459,1,18,11,3,11,20,4,0,240,30,0,0,0,0,1,2,0,0,6,31,,,,,377,3,13,393,737
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,460,2,24,10,5,30,41,5,8,340,59,0,0,0,0,0,1,0,0,4,40,,,,,567,1,34,602,1115
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,461,1,12,8,2,8,20,1,1,162,14,0,0,0,0,0,1,0,0,1,19,,,,,249,0,4,253,460
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,462,1,6,1,11,12,16,2,1,149,29,0,0,0,0,1,2,0,0,3,30,,,,,263,0,13,276,516
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,463,1,13,6,3,20,20,5,3,264,33,1,0,0,0,0,2,0,0,3,43,,,,,416,0,21,437,732
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,464,1,13,8,4,13,18,6,2,154,21,0,0,2,0,0,0,0,0,5,14,,,,,260,0,13,273,498
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,465,1,22,7,6,6,18,5,1,199,17,0,0,0,0,2,2,0,0,5,43,,,,,333,0,13,346,637
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,466,1,10,20,6,12,30,6,4,189,15,0,0,0,0,0,2,0,0,1,31,,,,,326,0,20,346,658
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,467,1,6,5,5,12,8,2,2,151,12,0,0,0,0,1,1,0,1,3,28,,,,,237,0,8,245,458
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,468,1,11,7,3,11,12,3,4,163,14,0,0,0,0,0,3,0,0,1,27,,,,,259,0,11,270,508
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,469,1,15,7,4,25,13,7,2,178,23,0,0,0,0,1,0,1,1,5,19,,,,,301,5,13,319,571
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,470,1,20,14,8,16,19,21,2,189,30,2,0,0,0,0,0,0,0,6,33,,,,,360,0,11,371,599
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,471,1,17,9,3,19,20,17,2,245,50,0,1,1,0,0,1,0,0,2,47,,,,,434,0,7,441,712
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,472,2,33,25,15,22,31,10,4,418,52,2,1,0,0,0,2,0,0,4,47,,,,,666,24,41,731,1331
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,473,2,34,17,14,31,33,5,3,331,63,0,0,0,1,1,2,0,11,31,22,,,,,599,0,22,621,1069
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,474,2,22,34,12,18,43,10,6,431,67,2,1,0,0,5,2,0,0,10,53,,,,,716,0,29,745,1320
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,475,2,21,32,10,50,38,8,5,414,60,1,1,0,0,5,4,6,44,8,81,,,,,788,1,31,820,1283
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,476,2,23,15,8,26,35,13,5,374,59,1,0,0,0,2,0,0,0,7,54,,,,,622,0,24,646,1034
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,477,2,23,16,9,40,29,19,2,396,81,0,0,0,2,3,1,0,0,5,76,,,,,702,0,31,733,1286
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,478,2,22,14,14,35,30,8,7,326,46,1,0,2,2,0,2,0,0,5,52,,,,,566,2,24,592,1063
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,479,2,19,14,10,28,31,10,8,374,53,2,0,0,0,1,0,0,0,4,55,,,,,609,2,19,630,1059
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,480,2,22,16,9,33,37,8,6,350,51,1,0,0,0,0,0,0,0,7,29,,,,,569,0,20,589,1051
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,481,2,34,31,12,34,36,11,2,424,53,2,0,0,0,1,3,0,0,12,91,,,,,746,1,25,772,1340
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,482,1,10,7,7,15,8,7,1,230,36,0,0,0,0,2,0,0,0,9,45,,,,,377,3,11,391,708
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,483,2,24,23,7,30,29,9,3,295,47,0,0,0,0,1,1,0,0,8,48,,,,,525,4,10,539,890
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,484,2,31,8,5,60,20,7,4,331,43,1,1,1,0,0,1,0,2,6,67,,,,,588,0,61,649,1086
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,485,2,34,32,7,40,20,11,2,319,62,0,1,0,0,0,2,0,0,14,73,,,,,617,0,18,635,1060
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,486,2,29,16,8,17,22,9,3,261,41,0,1,0,0,4,5,0,1,5,33,,,,,455,1,24,480,867
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,487,2,18,16,10,21,29,10,2,176,56,2,0,0,0,1,2,0,0,5,53,,,,,401,0,15,416,836
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,488,1,11,21,16,19,10,10,6,241,33,0,0,0,0,0,5,0,0,5,43,,,,,420,0,15,435,743
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,489,1,34,11,11,22,16,8,6,199,34,1,1,0,0,0,3,0,0,2,36,,,,,384,0,15,399,717
,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,490,2,30,20,28,19,26,15,6,296,43,0,0,0,1,0,0,0,0,1,27,,,,,512,0,17,529,804
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,21,2,47,28,7,29,25,13,0,311,35,1,0,0,0,3,1,0,0,4,88,,,,,592,1,17,610,1052
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,22,2,48,17,3,26,31,6,7,337,40,2,0,0,0,1,2,0,0,4,59,,,,,583,0,13,596,1050
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,23,2,31,10,2,12,15,29,1,276,28,0,0,0,0,0,0,0,0,2,60,,,,,466,0,10,476,803
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,24,2,34,31,4,16,19,8,0,409,42,2,1,1,0,5,0,0,0,14,120,,,,,706,4,26,736,1144
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,25,1,28,16,2,18,12,2,2,217,44,0,0,0,0,0,1,0,0,6,52,,,,,400,0,28,428,694
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,26,1,16,22,1,21,15,5,6,239,33,0,1,0,0,1,2,0,0,4,49,,,,,415,1,23,439,721
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,27,2,35,31,6,36,34,17,2,294,43,1,1,0,1,4,1,4,4,5,53,,,,,572,0,25,597,1042
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,28,2,28,21,5,53,33,10,6,330,63,2,1,0,0,11,1,0,0,9,72,,,,,645,0,37,682,1165
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,43,2,42,27,4,30,30,16,4,285,50,2,0,0,0,0,3,0,0,5,50,,,,,548,0,18,566,860
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,44,2,31,23,12,35,22,9,6,379,45,5,2,0,0,5,3,0,0,13,69,,,,,659,0,30,689,1237
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,45,2,56,55,14,28,34,12,4,379,47,0,0,0,7,0,1,1,0,2,135,,,,,775,1,33,809,1303
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,57,3,82,45,8,41,42,9,12,517,57,3,1,1,0,0,5,0,0,6,171,,,,,1000,5,29,1034,1652
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,58,1,46,17,3,10,16,4,6,237,14,0,0,0,1,0,1,0,0,3,70,,,,,428,2,10,440,714
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,59,2,75,28,15,14,29,7,5,394,42,1,2,0,0,0,2,0,0,3,95,,,,,712,1,19,732,1175
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,60,3,47,37,16,37,38,16,4,546,77,2,2,0,0,1,4,0,0,14,122,,,,,963,1,32,996,1611
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,61,2,44,25,6,29,24,7,5,321,36,1,1,0,0,1,1,0,0,4,78,,,,,583,2,24,609,959
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,62,2,35,21,14,32,28,13,11,339,44,1,0,0,0,2,1,0,0,5,23,,,,,569,0,21,590,1020
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,63,2,44,45,1,8,8,2,3,240,45,1,1,0,0,0,1,0,0,2,51,,,,,452,7,2,461,828
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,64,2,27,24,8,24,17,0,6,275,40,2,1,1,0,5,3,0,0,8,54,,,,,495,1,19,515,921
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,65,2,37,21,10,23,22,13,9,319,57,1,1,2,0,0,1,0,0,6,45,,,,,567,1,31,599,1102
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,66,1,17,3,5,14,17,6,3,172,33,1,1,0,0,1,1,0,0,2,29,,,,,305,0,16,321,686
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,67,2,18,21,10,16,15,4,5,192,31,0,0,0,0,0,1,0,0,0,22,,,,,335,5,21,361,759
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,68,2,24,21,11,25,17,4,8,174,37,5,0,0,0,2,4,0,0,6,20,,,,,358,0,27,385,866
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,69,1,15,13,5,15,9,4,2,140,30,1,0,0,0,0,4,1,0,3,20,,,,,262,0,19,281,592
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,76,3,128,41,11,57,48,10,6,614,51,3,1,2,0,4,8,0,0,6,199,,,,,1189,0,33,1222,1859
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,77,2,65,17,2,11,19,5,6,329,31,3,0,0,0,1,0,0,0,6,101,,,,,596,1,6,603,1034
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,78,2,55,35,7,29,20,5,7,358,52,4,0,0,0,4,2,0,0,5,89,,,,,672,0,22,694,1134
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,79,2,38,34,6,25,21,7,5,308,50,0,1,0,0,0,0,0,0,11,87,,,,,593,2,26,621,1129
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,80,2,29,13,11,25,19,3,7,247,33,2,1,0,0,1,1,0,0,3,53,,,,,448,0,12,460,863
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,81,2,21,21,8,36,23,6,5,259,28,3,0,1,0,5,3,0,0,9,40,,,,,468,0,24,492,912
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,82,2,17,22,9,29,12,2,3,221,46,1,1,0,0,5,5,0,1,12,33,,,,,419,0,9,428,760
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,83,2,28,23,7,23,30,6,3,224,41,0,1,0,0,2,3,0,0,4,55,,,,,450,1,26,477,1059
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,84,2,20,23,3,36,22,6,2,219,29,0,1,0,0,1,1,0,0,3,49,,,,,415,0,26,441,1196
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,98,2,40,9,7,28,16,9,3,188,16,2,19,0,0,0,1,0,0,8,30,,,,,376,30,27,433,807
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,99,1,24,17,6,30,13,6,3,178,25,1,0,0,0,0,1,0,0,3,32,,,,,339,1,12,352,644
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,100,2,37,14,5,15,21,6,5,255,31,3,0,0,0,0,0,0,0,8,78,,,,,478,4,14,496,910
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,105,2,100,38,14,16,38,12,2,366,29,0,1,1,0,1,0,0,0,5,140,,,,,763,2,19,784,1156
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,106,2,61,22,5,18,14,6,6,282,23,3,0,1,1,0,4,0,0,9,95,,,,,550,1,20,571,861
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,107,2,41,20,11,60,25,9,3,417,43,3,1,0,0,4,4,0,1,8,64,,,,,714,0,37,751,1227
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,108,2,33,20,7,35,39,22,5,291,10,3,1,1,0,4,3,0,0,7,68,,,,,549,0,28,577,1019
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,109,2,31,27,10,48,27,8,4,345,40,2,0,0,0,1,7,0,0,8,106,,,,,664,2,24,690,1172
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,110,2,51,26,5,25,22,9,6,260,28,0,0,0,0,1,3,0,0,4,61,,,,,501,0,17,518,948
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,111,1,24,15,5,32,8,2,3,150,20,2,1,1,0,0,1,0,0,8,45,,,,,317,1,9,327,553
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,112,1,13,14,5,14,8,5,1,133,19,1,0,0,0,1,1,0,0,1,42,,,,,258,0,6,264,573
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,113,2,28,20,3,23,24,7,5,140,16,5,1,0,0,2,1,0,0,4,51,,,,,330,0,20,350,964
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,118,1,13,13,4,28,15,4,3,130,14,0,0,0,0,1,1,0,0,2,33,,,,,261,0,6,267,535
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,120,2,48,33,2,18,17,10,3,221,3,3,1,0,0,0,0,0,0,7,75,,,,,441,0,10,451,833
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,121,1,32,26,6,15,19,5,5,165,11,0,1,1,0,2,0,0,0,0,73,,,,,361,0,9,370,683
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,122,1,60,7,4,23,15,6,7,228,11,1,1,0,0,1,2,0,0,2,75,,,,,443,2,13,458,728
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,123,2,93,23,6,10,22,4,2,162,7,2,1,1,0,0,0,0,0,5,103,,,,,441,1,11,453,756
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,124,2,82,19,1,26,16,9,6,261,25,0,1,0,0,2,1,0,0,3,91,,,,,543,1,16,560,935
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,125,2,81,30,8,23,29,8,7,257,16,1,1,0,0,1,2,0,0,6,113,,,,,583,0,13,596,886
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,126,8,661,146,45,125,134,39,29,1419,116,22,3,0,0,2,17,0,1,23,634,,,,,3416,5,81,3502,5764
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,128,3,214,50,22,33,43,17,8,409,42,1,2,0,0,3,0,0,1,7,213,,,,,1065,0,25,1090,1681
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,129,1,62,12,1,12,15,8,0,117,5,2,0,1,0,0,0,0,0,0,47,,,,,282,0,9,291,462
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,130,1,96,13,2,8,12,8,2,123,16,4,1,0,0,0,0,0,0,5,51,,,,,341,1,17,359,614
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,131,2,53,26,12,24,24,4,5,216,15,2,0,3,0,3,4,0,0,2,101,,,,,494,1,11,506,785
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,132,1,54,15,2,13,25,2,5,190,22,5,1,1,0,1,1,0,0,5,71,,,,,413,1,17,431,736
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,133,2,101,23,7,14,26,6,9,249,13,2,0,0,0,0,0,0,0,3,100,,,,,553,3,17,573,946
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,134,2,71,22,2,28,21,7,2,238,7,1,2,0,4,0,1,0,0,7,61,,,,,474,0,12,486,894
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,135,2,57,24,5,16,11,7,3,191,15,1,1,0,0,2,2,0,0,0,74,,,,,409,0,11,420,855
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,138,1,60,13,4,9,11,7,1,160,8,1,1,0,0,2,0,0,0,2,76,,,,,355,2,9,366,636
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,139,2,66,19,10,19,16,11,2,185,17,3,1,0,0,1,0,0,1,4,83,,,,,438,1,16,455,777
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,140,1,59,14,5,10,13,3,2,142,19,3,1,0,0,0,1,0,0,2,83,,,,,357,1,12,370,628
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,141,1,54,15,5,13,16,11,3,162,9,0,0,0,0,0,0,0,0,4,64,,,,,356,2,7,365,683
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,142,1,81,23,3,13,12,4,8,174,0,0,0,0,0,0,2,0,0,2,59,,,,,381,0,12,393,696
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,143,1,61,7,4,11,15,6,2,159,13,0,2,0,1,0,0,0,0,6,85,,,,,372,1,8,381,718
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,559,2,22,21,10,29,38,9,6,345,38,0,0,0,0,3,3,0,0,11,67,,,,,602,0,25,627,1117
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,560,1,17,19,6,29,14,3,4,229,33,0,0,0,0,0,0,0,0,4,45,,,,,403,0,9,412,698
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,561,2,21,8,7,16,14,8,3,289,28,0,1,0,0,1,1,0,0,6,61,,,,,464,0,19,483,794
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,562,2,16,14,4,23,30,3,7,259,31,0,0,1,0,3,3,0,0,8,56,,,,,458,2,15,475,826
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,563,2,17,11,6,35,25,4,3,309,39,0,0,0,0,0,2,0,0,8,45,,,,,504,0,12,516,908
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,564,2,14,14,5,27,19,8,6,306,48,0,0,0,0,3,1,0,2,13,44,,,,,510,0,5,515,954
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,565,2,12,18,7,23,22,10,7,290,39,3,0,0,0,1,0,0,0,10,37,,,,,479,0,20,499,828
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,566,2,19,16,11,37,18,6,5,261,38,3,0,0,1,0,0,0,0,8,32,,,,,455,1,10,466,773
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,567,1,30,9,5,14,14,5,4,257,55,0,0,0,0,1,2,0,0,5,39,,,,,440,2,11,453,741
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,568,2,26,21,4,8,27,8,5,296,64,0,1,2,0,1,0,0,0,2,34,,,,,499,0,21,520,963
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,569,2,20,20,9,27,28,5,6,292,44,1,0,1,2,1,1,0,0,4,43,,,,,504,0,27,531,869
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,570,2,23,21,4,12,21,1,2,307,31,0,0,1,1,1,1,0,0,11,42,,,,,479,1,27,507,916
,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,571,2,44,27,7,27,25,11,3,360,52,2,0,0,0,0,6,1,0,14,83,,,,,662,2,25,689,1317
,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,15,4,82,62,13,39,76,19,14,972,173,1,2,0,0,0,2,0,1,23,182,,,,,1661,4,79,1744,2978
,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,16,12,246,115,57,149,189,57,36,2761,303,7,3,1,0,2,7,0,1,42,548,,,,,4524,8,95,4627,8374
,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,18,3,37,28,11,78,45,16,14,497,72,3,2,1,2,3,3,0,0,12,66,,,,,890,0,45,935,1528
