CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,91,B,1,0,B,20,24,4,20,26,2,1,209,22,1,0,0,0,0,1,0,0,2,50,,,,,382,1,8,391,662,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,91,C,1,0,C01,27,11,5,18,14,4,0,228,13,0,0,0,0,0,1,0,0,0,47,,,,,368,0,11,379,662,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,92,B,1,0,B,48,14,4,17,15,10,4,139,13,0,0,1,0,2,1,0,0,5,42,,,,,315,2,16,333,635,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,92,C,1,0,C01,63,9,6,17,18,5,1,140,10,2,0,0,0,2,1,0,0,3,46,,,,,323,0,0,323,634,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,93,B,1,0,B,67,15,4,16,13,2,6,159,16,2,0,1,0,0,3,0,0,1,42,,,,,347,1,14,362,621,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,93,C,1,0,C01,73,15,2,22,9,5,2,128,10,2,0,0,0,0,0,0,0,3,53,,,,,324,0,19,343,620,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,93,C,2,0,C02,70,9,2,20,14,6,4,158,17,0,0,0,0,0,1,0,0,3,37,,,,,341,0,0,341,620,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,94,B,1,0,B,23,22,9,13,21,3,8,178,21,0,0,2,0,0,3,0,0,8,62,,,,,373,3,21,397,637,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,94,C,1,0,C01,23,18,10,28,16,7,2,215,18,0,0,0,0,1,4,0,0,6,46,,,,,394,3,12,409,636,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,95,B,1,0,B,27,19,5,30,17,5,2,160,7,0,1,0,0,6,4,1,1,6,32,,,,,323,1,13,337,641,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,96,B,1,0,B,17,8,5,10,7,1,3,91,15,0,0,0,0,0,2,0,0,0,22,,,,,181,0,7,188,429,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,96,C,1,0,C01,18,6,5,9,9,3,0,77,10,0,0,0,1,0,0,0,0,0,29,,,,,167,0,0,167,429,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,97,B,1,0,B,9,11,1,19,20,2,1,166,11,0,0,0,0,1,3,0,0,3,14,,,,,261,0,15,276,712,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,114,B,1,0,B,9,13,1,2,6,2,1,85,7,0,0,0,0,0,1,0,0,2,15,,,,,144,1,5,150,406,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,114,C,1,0,C01,12,2,1,4,8,2,2,62,2,0,0,0,0,1,0,0,0,7,11,,,,,114,4,4,122,406,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,115,B,1,0,B,9,17,2,14,7,4,4,82,2,1,2,0,0,0,0,0,0,21,0,,,,,165,9,0,174,522,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,115,C,1,0,C01,10,8,2,11,18,3,0,87,3,0,0,0,0,1,1,0,0,2,18,,,,,164,0,9,173,522,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,116,B,1,0,B,27,17,3,19,11,3,1,123,14,1,0,0,0,0,0,0,0,1,41,,,,,261,0,16,277,504,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,116,C,1,0,C01,29,15,4,12,5,6,1,125,13,0,0,0,0,3,0,0,0,2,42,,,,,257,1,7,265,503,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,117,B,1,0,B,23,19,8,24,16,2,3,149,26,1,0,0,0,0,0,0,1,1,257,,,,,530,6,13,549,591,RECONTADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,117,C,1,0,C01,36,16,8,24,16,4,3,191,14,2,0,0,0,0,0,0,0,1,54,,,,,369,0,10,379,590,RECONTADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,119,B,1,0,B,90,15,1,5,16,4,4,97,11,1,1,0,0,0,1,0,0,7,80,,,,,333,2,6,341,559,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,136,B,1,0,B,63,8,1,9,15,6,3,106,8,2,2,0,0,0,1,0,0,3,52,,,,,279,1,7,287,505,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,137,B,1,0,B,113,21,1,6,6,7,3,139,12,2,1,1,0,0,1,0,0,1,55,,,,,369,1,7,377,619,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,169,B,1,0,B,172,22,3,18,9,5,0,89,1,1,1,0,0,0,2,0,0,1,46,,,,,370,2,9,381,644,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,169,C,1,0,C01,167,22,2,16,11,1,0,90,4,0,0,0,0,0,0,0,0,1,47,,,,,361,3,9,373,644,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,169,C,2,0,C02,185,18,2,12,13,1,2,90,8,1,1,1,0,0,0,0,0,1,47,,,,,382,3,9,394,644,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,170,B,1,0,B,130,22,2,6,10,3,0,88,9,1,1,2,0,1,1,0,0,1,36,,,,,313,0,13,326,653,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,170,C,1,0,C01,134,19,3,7,12,3,1,70,7,1,0,0,0,3,2,0,0,0,42,,,,,304,0,6,310,652,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,170,C,2,0,C02,129,17,3,12,15,1,0,84,3,1,1,0,0,0,0,0,0,1,42,,,,,309,0,6,315,652,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,170,C,3,0,C03,122,15,6,11,11,6,2,71,6,2,1,0,0,0,0,0,0,1,45,,,,,299,0,6,305,652,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,634,B,1,0,B,8,11,6,37,9,0,1,118,6,0,0,0,1,4,5,0,0,0,6,,,,,212,11,9,232,404,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,634,C,1,0,C01,8,10,2,39,12,6,2,112,15,1,0,0,0,0,3,0,0,2,7,,,,,219,0,13,232,403,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,635,B,1,0,B,17,17,9,61,22,9,1,250,15,0,0,0,0,2,7,0,0,10,11,,,,,431,0,13,444,726,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,636,B,1,0,B,15,11,10,25,18,5,2,185,14,0,0,0,0,1,3,0,0,9,11,,,,,309,0,22,331,608,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,637,B,1,0,B,11,17,2,29,7,4,2,103,11,0,0,0,0,2,2,0,0,2,0,,,,,192,182,16,390,369,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,962,B,1,0,B,28,15,5,2,21,7,4,169,9,2,0,0,0,1,1,0,0,8,15,,,,,287,0,12,299,525,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,962,C,1,0,C01,19,24,6,5,23,5,1,166,11,0,0,0,0,0,0,0,0,0,20,,,,,280,0,19,299,525,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUAREZ,962,C,2,0,C02,23,14,6,2,19,4,2,172,14,0,0,1,0,0,0,0,0,3,9,,,,,269,0,12,281,524,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,13,B,1,0,B,15,17,10,17,28,4,5,253,25,1,0,0,0,0,3,0,1,4,42,,,,,425,0,20,445,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,13,C,1,0,C01,10,18,4,11,19,5,4,247,25,2,1,0,0,0,1,0,0,9,36,,,,,392,1,15,408,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,13,C,2,0,C02,11,29,6,20,19,2,0,246,30,2,1,0,0,1,1,0,0,9,36,,,,,413,0,19,432,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,14,B,1,0,B,25,14,4,13,21,6,3,243,26,1,0,0,0,0,0,0,0,0,1,,,,,357,50,15,422,676,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,14,C,1,0,C01,18,16,7,18,14,6,3,217,32,0,0,0,0,0,0,0,0,14,35,,,,,380,1,13,394,675,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,14,C,2,0,C02,15,17,0,12,18,4,2,219,23,1,0,0,0,0,0,0,0,4,43,,,,,358,0,10,368,675,RECONTADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,14,C,3,0,C03,20,18,5,23,14,2,5,222,20,2,0,1,0,0,2,0,0,2,42,,,,,378,1,11,390,675,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,14,C,4,0,C04,17,15,4,7,19,5,5,241,0,0,0,0,0,0,0,0,0,8,43,,,,,364,1,14,379,675,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,14,C,5,0,C05,26,9,2,12,14,2,4,219,25,0,0,1,0,0,1,0,0,5,38,,,,,358,0,11,369,675,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,48,B,1,0,B,19,13,7,16,19,0,4,242,32,0,0,0,0,2,1,0,0,5,40,,,,,400,0,14,414,724,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,48,C,1,0,C01,24,17,10,26,21,7,6,232,40,0,0,0,0,0,1,0,0,5,36,,,,,425,0,12,437,723,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,49,B,1,0,B,10,17,9,18,22,6,3,267,37,0,0,0,0,0,0,0,0,0,47,,,,,436,0,26,462,750,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,49,C,1,0,C01,19,11,7,21,13,8,2,269,23,1,0,0,0,0,2,0,0,1,38,,,,,415,2,20,437,750,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,50,B,1,0,B,11,19,8,23,23,3,5,278,30,0,0,0,0,0,3,0,0,8,35,,,,,446,0,20,466,711,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,50,C,1,0,C01,20,16,8,18,26,1,2,256,26,0,0,0,0,0,2,0,0,4,31,,,,,410,0,16,426,711,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,50,C,2,0,C02,20,15,7,19,16,6,3,249,30,0,0,0,0,0,0,0,0,7,52,,,,,424,8,18,450,711,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,51,B,1,0,B,21,18,8,21,18,4,4,206,30,0,1,0,0,0,4,0,0,5,28,,,,,368,0,18,386,600,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,51,C,1,0,C01,12,17,4,22,19,4,5,193,30,0,0,0,0,0,1,0,0,5,29,,,,,341,2,12,355,599,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,70,B,1,0,B,15,10,7,14,17,6,3,196,28,1,0,1,0,1,2,0,0,4,37,,,,,342,0,9,351,545,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,70,C,1,0,C01,12,7,3,13,19,4,3,214,24,1,0,0,0,0,2,0,0,3,38,,,,,343,0,19,362,544,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,B,1,0,B,7,12,4,9,24,2,2,197,23,0,0,0,0,0,0,0,0,0,17,,,,,297,2,13,312,735,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,1,0,C01,23,11,2,24,2,3,3,203,40,0,0,0,0,0,0,0,0,4,25,,,,,340,1,12,353,735,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,2,0,C02,12,9,3,11,16,6,1,198,25,0,0,0,0,3,0,0,0,3,18,,,,,305,0,9,314,735,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,3,0,C03,11,10,6,14,9,2,2,197,29,1,0,0,0,0,1,0,0,3,16,,,,,301,0,11,312,735,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,4,0,C04,10,11,1,17,21,2,1,197,37,0,0,0,0,0,1,0,0,7,16,,,,,321,0,21,342,735,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,5,0,C05,8,11,2,13,23,6,0,203,20,1,0,0,0,0,2,0,0,7,13,,,,,309,0,18,327,735,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,6,0,C06,18,5,4,14,2,1,0,179,28,2,0,2,0,0,0,0,0,6,24,,,,,285,0,8,293,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,7,0,C07,9,5,9,14,10,2,1,186,26,20,18,11,11,20,19,6,15,10,0,,,,,392,0,11,403,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,8,0,C08,13,4,3,17,8,4,2,197,18,2,1,0,0,0,0,0,0,5,20,,,,,294,2,15,311,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,9,0,C09,9,9,4,15,11,4,4,197,25,0,0,0,0,0,2,0,0,6,18,,,,,304,1,8,313,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,10,0,C10,8,5,1,12,21,1,4,184,24,1,0,0,0,0,0,0,0,4,25,,,,,290,1,14,305,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,11,0,C11,9,2,6,12,16,3,2,210,19,0,0,0,0,0,1,0,0,7,21,,,,,308,0,14,322,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,12,0,C12,9,6,10,14,14,4,1,203,21,0,0,0,0,1,1,0,0,0,20,,,,,304,0,4,308,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,13,0,C13,9,6,8,15,15,3,3,169,24,0,1,0,0,1,0,0,0,5,25,,,,,284,0,6,290,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,14,0,C14,13,6,3,2,11,5,1,186,26,0,0,0,0,0,0,0,0,2,27,,,,,282,2,3,287,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,15,0,C15,8,4,4,11,17,1,0,198,23,2,1,0,0,0,0,0,0,5,21,,,,,295,3,7,305,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,16,0,C16,13,8,5,20,14,0,1,171,18,1,0,0,0,0,0,0,0,0,20,,,,,271,0,10,281,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,17,0,C17,14,6,7,15,9,5,5,185,12,0,0,0,0,0,3,0,0,8,22,,,,,291,1,9,301,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,18,0,C18,9,6,11,9,11,1,3,200,21,0,0,0,0,0,0,0,0,9,1,,,,,281,0,15,296,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,19,0,C19,15,9,0,15,16,4,4,217,25,0,0,0,0,0,1,0,0,4,23,,,,,333,0,2,335,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,C,20,0,C20,9,5,1,12,12,3,2,199,21,0,0,0,0,0,0,0,0,4,25,,,,,293,1,14,308,734,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,0,E01,8,9,0,2,16,2,3,199,27,0,0,0,0,0,0,0,0,2,20,,,,,288,1,20,309,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,1,E01C01,12,8,8,7,10,3,0,179,21,0,1,0,0,0,0,0,0,4,26,,,,,279,1,15,295,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,2,E01C02,6,9,5,1,11,1,0,220,32,0,0,0,0,0,1,0,0,1,23,,,,,310,0,9,319,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,3,E01C03,8,7,0,6,14,5,1,177,33,0,1,0,0,0,0,0,0,4,31,,,,,287,1,11,299,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,4,E01C04,3,3,2,2,9,0,0,204,20,0,1,0,0,0,0,0,0,2,16,,,,,262,0,8,270,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,5,E01C05,9,3,1,9,15,1,1,190,18,1,1,0,0,0,0,0,0,4,20,,,,,273,0,8,281,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,6,E01C06,9,6,4,8,15,3,0,204,28,1,0,0,0,1,0,0,0,2,17,,,,,298,1,12,311,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,7,E01C07,4,8,1,1,17,4,2,197,27,2,0,0,0,0,0,0,0,9,18,,,,,290,0,21,311,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,8,E01C08,12,6,5,1,14,1,3,192,20,0,0,0,0,0,0,0,0,1,27,,,,,282,0,13,295,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,9,E01C09,9,3,5,4,8,0,2,201,17,1,1,0,0,0,0,0,0,7,27,,,,,285,1,10,296,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,10,E01C10,8,1,4,7,15,2,1,194,28,0,0,0,0,0,0,0,0,3,15,,,,,278,2,11,291,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,11,E01C11,11,6,3,4,12,4,1,217,34,1,1,0,0,0,0,0,0,7,24,,,,,325,1,3,329,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,12,E01C12,12,3,3,8,7,5,2,195,26,1,0,0,0,0,0,0,0,5,18,,,,,285,0,8,293,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,13,E01C13,10,4,3,4,15,3,1,173,25,0,0,0,0,0,1,1,0,3,19,,,,,262,0,12,274,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,14,E01C14,13,6,3,2,11,5,1,186,26,0,0,0,0,0,0,0,0,2,27,,,,,282,2,3,287,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,15,E01C15,5,7,1,5,13,3,2,201,20,0,0,0,0,0,0,0,0,1,20,,,,,278,0,4,282,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,16,E01C16,11,2,3,7,16,3,2,197,26,1,0,0,0,0,2,0,0,6,29,,,,,305,1,4,310,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,17,E01C17,8,6,3,4,17,0,0,211,29,0,0,0,0,0,0,0,0,2,26,,,,,306,1,7,314,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,18,E01C18,7,4,0,7,9,2,1,210,25,0,1,0,0,0,1,0,0,4,23,,,,,294,0,7,301,749,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,19,E01C19,9,6,4,5,21,1,3,181,39,0,0,0,0,0,0,0,0,6,29,,,,,304,0,11,315,748,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,1,20,E01C20,9,6,4,5,10,3,2,192,14,0,0,0,0,0,0,0,0,0,30,,,,,275,0,0,275,748,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,2,0,E02,13,11,3,4,13,2,1,202,33,0,0,0,0,0,0,0,0,6,34,,,,,322,0,10,332,706,COTEJADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,2,1,E02C01,23,11,2,7,24,2,3,211,40,0,0,0,0,0,1,0,0,6,25,,,,,355,1,12,368,706,RECONTADO EN PLENO,,,
,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,578,E,2,2,E02C02,16,6,4,6,18,6,1,221,29,0,0,0,0,0,0,1,0,8,30,,,,,346,0,7,353,706,COTEJADO EN PLENO,,,
