uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
3001,1990,PRI,RICARDO COVARRUBIAS VILLASEÑOR,PAN,,0.4232750962
3001,1993,PAN,ALFREDO MARTINEZ CORDOBA,PRI,,0.2599729716
3001,1996,PRI,RICARDO GARZA ESPIRITU,PAN,,0.0046709522
3001,1999,PRD_PT,FRANCISCO JAVIER OBREGON ESPINOZA,PRI,MIGUEL VEGA PEREZ,0.0214351567
3001,2002,PRD_PT,JAVIER GALLO REYNA,PRI,JUAN ADOLFO ORCI MARTINEZ,0.0255275974
3001,2005,PRD_CONVE,MARCOS ALBERTO COVARRUBIAS VILLASEÑOR,PRI_PVEM,ISIDRO CAMARILLO ZAVALA,0.073360161
3001,2008,PRD_PT_CONVE,JOEL VILLEGAS IBARRA,PAN_PVEM,JUAN MANUEL GARCIA DE JESUS,0.1709285413
3001,2011,PAN_PRS,VENUSTIANO PEREZ SANCHEZ,PRD_PT,JUAN ADOLFO ORCI MARTINEZ,0.276170734
3001,2015,PAN_PRS,FRANCISCO PELAYO COVARRUBIAS,PRI_PVEM,ENRIQUE RIOS CRUZ,0.0953376757
3001,2018,MORENA_PES,JOSE WALTER VALENZUELA ACOSTA,PRI,ENRIQUE RIOS CRUZ,0.0922161784
3001,2021,MORENA_PT,ILIANA GUADALUPE TALAMANTES HIGUERA,FXM,ROBERTO PANTOJA CASTRO,0.0427722013
3002,1990,PRI,JESUS MURILLO AGUILAR,PAN,,0.1370251603
3002,1993,PRI,ALBERTO FLORES YEE,PAN,,0.1197437582
3002,1996,PRI,JOSE MANUEL ROJAS AGUILAR,PAN,,0.0162877983
3002,1999,PAN,ENRIQUE GARAYZAR ASIAIN,PRI,MARCO ANTONIO NUÑEZ ROSAS,0.1264137606
3002,2002,PRI,MARCO ANTONIO NUÑEZ ROSAS,PRD_PT,PEDRO GRACIANO OSUNA LOPEZ,0.0175438596
3002,2005,PRD_CONVE,PEDRO GRACIANO OSUNA LOPEZ,PRI_PVEM,JUAN ANTONIO CESEÑA URIAS,0.124205493
3002,2008,PRD_PT_CONVE,JOSE MANUEL MURILLO PERALTA,PRI_PMRPS,JUAN ANTONIO CESEÑA URIAS,0.053651619
3002,2011,PRD_PT,GUILLERMO SANTILLAN MEZA,PRI_PVEM,JOSE FELIPE PRADO BAUTISTA,0.0392165984
3002,2015,PAN_PRS,CECILIA LOPEZ GONZALEZ,PNA,VIRIDIANA WARNER LOPEZ,0.1334859599
3002,2018,PNA,JOSE FELIPE PRADO BAUTISTA,PAN_PRS_PRD_PH,EDITH AGUILAR VILLAVICENCIO,0.0197266036
3002,2021,PAN_PRI_PRD_PH_PRS,EDITH AGUILAR VILLAVICENCIO,MORENA_PT,LUZ DEL ROCIO SANCHEZ MARTINEZ,0.0776373945
3003,1990,PRI,ANTONIO WILSON GONZALEZ,PAN,,0.1711399627
3003,1993,PAN,ADAN RUFFO VELARDE,PRI,,0.1704906103
3003,1996,PRI,LEONEL EFRAIN COTA MONTAÑO,PAN,,0.2034925907
3003,1999,PRD_PT,ALFREDO PORRAS DOMINGUEZ,PRI,HECTOR EDMUNDO SALGADO COTA,0.2121802106
3003,2002,PRD_PT,VICTOR MANUEL GULUARTE CASTRO,PVEM,MANUEL SALVADOR SALGADO AMADOR,0.140998209
3003,2005,PRD_CONVE,VICTOR MANUEL CASTRO COSIO,PRI_PVEM,MANUEL SALVADOR SALGADO AMADOR,0.1517076635
3003,2008,PRD_PT_CONVE,ROSA DELIA CATA MONTAÑO,PNA,VICTOR MANUEL GULUARTE CASTRO,0.0854085362
3003,2011,PRI_PVEM,ESTHELA DE JESUS PONCE BELTRAN,PAN_PRS,HECTOR GUADALUPE IBARRA ESPINOZA,0.0752380413
3003,2015,PAN_PRS,ARMANDO MARTINEZ VEGA,PRI_PVEM_PNA,AXXEL GONZALO SOTELO ESPINOZA DE LOS MONTEROS,0.1308368146
3003,2018,MORENA_PES,RUBEN GREGORIO MUÑOZ ALVAREZ,PAN_PRS_PRD_PH,MARCO ANTONIO ALMENDARIZ PUPPO,0.097418515
3003,2021,MORENA_PT,MILENA PAOLA QUIROGA ROMERO,PAN_PRI_PRD_PH_PRS,RICARDO BARROSO AGRAMONT,0.0694797845
3008,1990,PRI,MANUEL SALVADOR CASTRO CASTRO,PAN,,0.7721992772
3008,1993,PRI,MIGUEL ANGEL OLACHEA PALACIOS,PAN,,0.2929582512
3008,1996,PRI,MIGUEL ANTONIO OLACHEA CARRILLO,PAN,,0.0616781465
3008,1999,PRD_PT,NARCISO AGUNDEZ MONTAÑO,PRI,ULISES OMAR CESEÑA MONTAÑO,0.1026344252
3008,2002,PRD_PT,ULISES OMAR CESEÑA MONTAÑO,PAN,JUAN SEBASTIAN ROMO CARRILLO,0.1684532432
3008,2005,PRD_CONVE,LUIS ARMANDO DIAZ,PRI_PVEM,MIGUEL ANTONIO OLACHEA CARRILLO,0.2757624593
3008,2008,PRD_PT_CONVE,OSCAR RENE NUÑEZ COSIO,PRI_PVEM,ANGEL SALVADOR CESEÑA BURGOIN,0.1206588651
3008,2011,PRD_PT,JOSE ANTONIO AGUNDEZ MONTAÑO,PAN_PRS,ARTURO DE LA ROSA ESCALANTE,0.0461661983
3008,2015,PAN_PRS,ARTURO DE LA ROSA ESCALANTE,PRD_PT_MC,ALBERTO TREVIÑO ANGULO,0.0889060322
3008,2018,MORENA_PES,ARMINDA CASTRO GUZMAN,PT,VICTOR ERNESTO IBARRA MONTOYA,0.0887957911
3008,2021,MORENA_PT,OSCAR LEGGS CASTRO,PAN_PRI_PRD_PH_PRS,MARIA GUADALUPE SALDAÑA CISNEROS,0.1241079417
3009,1993,PAN,ALFREDO GARCIA GREEN,PRI,,0.0020213688
3009,1996,PRI,RAMON DAVIS DREW,PAN,,0.0772303595
3009,1999,PRI,ANTONIO VERDUGO DAVIS,PAN,ALFREDO GARCIA GREEN,0.0477788746
3009,2002,PAN,HOMERO DAVIS CASTRO,PRD_PT,FRANCISCO JAVIER YEE GONZALEZ,0.0429080007
3009,2005,PAN,RODOLFO DAVIS OSUNA,PRD_CONVE,JORGE ENRIQUE CANCINO VILLAVICENCIO,0.0781083953
3009,2008,PRD_PT_CONVE,YUAN YEE CUNNINGHAM,PNA,SERVANDO DAVIS DAVIS,0.3118893732
3009,2011,PRI_PVEM,JORGE ALBERTO AVILES PEREZ,PAN_PRS,RODOLDO DAVIS OSUNA,0.0257187917
3009,2015,PAN_PRS,ARELY ARCE PERALTA,PRI_PVEM_PNA,MARIA MONTSERRAT CALLEROS ZATARAIN,0.2437538087
3009,2018,PAN_PRS_PRD_PH,ARELY ARCE PERALTA,PRI,PAZ DEL ALMA OCHOA AMADOR,0.2152267545
3009,2021,PAN_PRI_PRD_PH_PRS,PAOLA MARGARITA COTA DAVIS,MORENA_PT,EVARISTO ALFONSO SUSARREY AMADOR,0.1710390947
