ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,MORENA_PT_ES,MORENA_PT,MORENA_ES,PT_ES,PAN_PRD,CAND_IND1,CAND_IND2,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
11,GUANAJUATO,5,LEON,20,LEON,1490,20,2858,624,66,539,118,157,129,998,89,16,10,3,1,13,,,5621,12,188,5821,14129
11,GUANAJUATO,5,LEON,20,LEON,1491,6,705,284,20,127,46,35,18,207,23,6,2,5,0,4,,,1482,5,92,1579,4234
11,GUANAJUATO,5,LEON,20,LEON,1492,7,943,267,23,187,47,47,36,263,20,11,41,3,0,7,,,1895,12,81,1988,4906
11,GUANAJUATO,5,LEON,20,LEON,1493,9,940,296,22,268,51,71,44,318,37,9,3,0,2,4,,,2065,1,70,2136,5703
11,GUANAJUATO,5,LEON,20,LEON,1494,12,1452,502,26,318,50,80,66,380,42,12,8,0,0,16,,,2952,1,139,3092,8269
11,GUANAJUATO,5,LEON,20,LEON,1721,2,410,76,5,49,14,20,17,106,13,0,1,0,0,0,,,711,1,36,748,1270
11,GUANAJUATO,5,LEON,20,LEON,1722,2,408,75,8,58,10,17,21,149,13,0,1,1,0,0,,,761,0,15,776,1369
11,GUANAJUATO,5,LEON,20,LEON,1723,2,406,87,8,69,12,15,25,114,12,2,0,2,0,1,,,753,1,37,791,1121
11,GUANAJUATO,5,LEON,20,LEON,1724,2,302,83,10,57,16,14,19,93,10,5,1,1,0,1,,,612,0,29,641,983
11,GUANAJUATO,5,LEON,20,LEON,1731,3,476,97,17,114,15,20,19,133,17,1,1,3,0,1,,,914,0,42,956,1631
11,GUANAJUATO,5,LEON,20,LEON,1732,3,534,138,11,88,18,21,14,110,13,2,0,0,0,3,,,952,1,43,996,1973
11,GUANAJUATO,5,LEON,20,LEON,1733,3,530,104,6,88,25,29,29,110,17,3,1,0,0,3,,,945,2,53,1000,1819
11,GUANAJUATO,5,LEON,20,LEON,1734,2,421,58,6,55,17,22,22,97,15,1,0,1,0,2,,,717,2,40,759,1369
11,GUANAJUATO,5,LEON,20,LEON,1739,2,414,62,8,51,11,18,18,97,9,1,2,1,0,1,,,693,0,22,715,1195
11,GUANAJUATO,5,LEON,20,LEON,1741,5,930,151,14,118,29,37,49,213,22,6,4,2,2,5,,,1582,3,67,1652,3506
11,GUANAJUATO,5,LEON,20,LEON,1742,2,335,59,11,49,10,21,17,84,12,4,1,0,0,0,,,603,0,24,627,1108
11,GUANAJUATO,5,LEON,20,LEON,1747,5,915,167,19,125,31,42,37,212,17,7,1,0,1,1,,,1575,3,71,1649,3217
11,GUANAJUATO,5,LEON,20,LEON,1748,2,449,73,9,60,10,19,21,105,4,3,1,1,0,0,,,755,1,33,789,1283
11,GUANAJUATO,5,LEON,20,LEON,1750,2,321,44,8,54,9,25,9,92,5,2,1,0,0,1,,,571,0,20,591,1143
11,GUANAJUATO,5,LEON,20,LEON,1751,2,397,80,8,62,10,14,11,91,19,2,1,0,0,1,,,696,2,32,730,1435
11,GUANAJUATO,5,LEON,20,LEON,1752,2,393,83,10,51,11,16,51,80,11,1,1,0,0,1,,,709,0,21,730,1317
11,GUANAJUATO,5,LEON,20,LEON,1753,3,580,78,4,58,19,24,18,107,11,5,0,0,0,1,,,905,0,43,948,1609
11,GUANAJUATO,5,LEON,20,LEON,1754,2,418,74,10,51,22,22,14,109,17,0,0,1,0,1,,,739,1,34,774,1388
11,GUANAJUATO,5,LEON,20,LEON,1765,2,391,53,12,68,11,14,8,104,8,2,1,1,0,3,,,676,0,31,707,1349
11,GUANAJUATO,5,LEON,20,LEON,1767,2,424,71,6,50,13,19,12,74,11,2,0,0,0,1,,,683,0,29,712,1225
11,GUANAJUATO,5,LEON,20,LEON,1768,3,432,91,12,67,15,26,21,115,10,1,4,0,0,1,,,795,1,39,835,1729
11,GUANAJUATO,5,LEON,20,LEON,1769,2,368,86,8,72,14,17,14,84,7,0,1,0,0,0,,,671,1,33,705,1350
11,GUANAJUATO,5,LEON,20,LEON,1770,3,506,94,9,75,11,28,19,103,15,3,2,1,0,4,,,870,0,33,903,1542
11,GUANAJUATO,5,LEON,20,LEON,1771,2,352,75,4,37,13,9,11,72,3,2,5,0,0,1,,,584,0,35,619,1058
11,GUANAJUATO,5,LEON,20,LEON,1773,3,598,112,8,89,10,31,23,99,11,0,4,2,0,4,,,991,0,42,1033,1768
11,GUANAJUATO,5,LEON,20,LEON,1774,2,423,89,4,57,11,18,21,94,13,0,1,0,0,2,,,733,0,41,774,1376
11,GUANAJUATO,5,LEON,20,LEON,1775,2,378,61,9,61,8,24,17,90,9,5,3,1,0,1,,,667,0,26,693,1183
11,GUANAJUATO,5,LEON,20,LEON,1782,2,366,71,7,48,13,12,14,71,9,1,1,0,0,0,,,613,1,38,652,1208
11,GUANAJUATO,5,LEON,20,LEON,1783,2,305,45,6,33,15,18,8,91,6,3,4,1,0,1,,,536,0,27,563,948
11,GUANAJUATO,5,LEON,20,LEON,1784,2,259,44,1,56,8,10,10,80,7,4,0,0,0,1,,,480,2,18,500,960
11,GUANAJUATO,5,LEON,20,LEON,1787,5,969,155,17,170,31,34,45,295,17,11,9,3,1,1,,,1758,2,83,1843,3355
11,GUANAJUATO,5,LEON,20,LEON,1794,9,2005,330,35,321,60,80,109,617,56,12,4,3,2,7,,,3641,5,137,3783,6685
11,GUANAJUATO,5,LEON,20,LEON,1795,2,375,70,5,61,14,9,12,81,11,2,2,1,0,1,,,644,0,26,670,1196
11,GUANAJUATO,5,LEON,20,LEON,1796,2,350,56,8,70,14,17,12,86,13,0,2,1,0,2,,,631,0,22,653,1289
11,GUANAJUATO,5,LEON,20,LEON,1797,2,280,56,6,30,12,18,8,102,12,4,4,2,0,2,,,536,2,42,580,1022
11,GUANAJUATO,5,LEON,20,LEON,1803,3,474,116,11,79,24,19,12,109,15,3,1,1,0,1,,,865,0,43,908,1641
11,GUANAJUATO,5,LEON,20,LEON,1807,2,244,59,5,25,7,8,11,51,6,0,0,0,0,0,,,416,2,16,434,905
11,GUANAJUATO,5,LEON,20,LEON,1808,1,141,48,4,37,1,7,3,39,9,0,0,0,1,0,,,290,0,6,296,617
11,GUANAJUATO,5,LEON,20,LEON,1809,8,1624,372,26,273,53,75,65,489,60,7,6,3,0,12,,,3065,0,119,3184,5321
11,GUANAJUATO,5,LEON,20,LEON,1810,2,318,74,8,51,15,13,14,80,11,3,3,0,0,3,,,593,2,27,622,1236
11,GUANAJUATO,5,LEON,20,LEON,1813,3,997,144,7,100,9,20,11,111,7,2,0,0,0,3,,,1411,1,55,1467,1932
11,GUANAJUATO,5,LEON,20,LEON,1814,3,448,83,11,65,19,26,21,144,4,11,1,1,0,2,,,836,1,38,875,1605
11,GUANAJUATO,5,LEON,20,LEON,1818,2,291,81,9,32,20,16,7,137,6,3,1,0,0,2,,,605,0,24,629,1216
11,GUANAJUATO,5,LEON,20,LEON,1823,2,365,75,8,64,5,22,11,76,11,1,0,4,0,3,,,645,0,19,664,1307
11,GUANAJUATO,5,LEON,20,LEON,1824,2,260,82,6,40,10,9,14,77,9,1,0,0,0,2,,,510,1,27,538,1051
11,GUANAJUATO,5,LEON,20,LEON,1827,2,638,98,6,71,6,19,16,127,23,1,1,0,0,3,,,1009,2,25,1036,1474
11,GUANAJUATO,5,LEON,20,LEON,1828,2,366,70,11,43,9,13,4,73,6,3,1,0,0,2,,,601,1,19,621,1276
11,GUANAJUATO,5,LEON,20,LEON,1832,3,452,65,4,50,15,32,13,113,11,1,2,2,0,4,,,764,0,24,788,1579
11,GUANAJUATO,5,LEON,20,LEON,1833,2,308,53,2,49,7,18,7,74,6,1,1,0,0,0,,,526,0,40,566,1119
11,GUANAJUATO,5,LEON,20,LEON,1834,2,297,68,3,41,8,11,5,79,3,4,0,0,0,1,,,520,0,31,551,1092
11,GUANAJUATO,5,LEON,20,LEON,1835,2,308,81,6,43,6,10,5,59,7,0,0,1,0,0,,,526,0,24,550,1137
11,GUANAJUATO,5,LEON,20,LEON,1836,2,238,70,3,45,10,8,9,70,6,0,1,0,0,2,,,462,1,22,485,889
11,GUANAJUATO,5,LEON,20,LEON,1838,2,385,73,13,53,13,13,22,100,8,5,3,0,0,1,,,689,0,26,715,1200
11,GUANAJUATO,5,LEON,20,LEON,1839,2,409,55,11,73,14,17,18,127,10,1,1,0,0,0,,,736,2,13,751,1338
11,GUANAJUATO,5,LEON,20,LEON,1840,2,379,47,8,39,13,21,19,92,13,4,2,1,0,3,,,641,1,36,678,1269
11,GUANAJUATO,5,LEON,20,LEON,1841,2,401,56,15,59,12,13,12,91,9,0,0,0,0,0,,,668,0,17,685,1328
11,GUANAJUATO,5,LEON,20,LEON,1846,4,944,145,11,137,23,39,48,258,33,2,2,1,7,2,,,1652,0,47,1699,2884
11,GUANAJUATO,5,LEON,20,LEON,1847,5,1080,171,33,202,22,55,54,282,28,3,3,0,0,1,,,1934,1,82,2017,3444
11,GUANAJUATO,5,LEON,20,LEON,1850,2,285,50,4,42,14,4,18,89,10,1,1,0,0,0,,,518,0,17,535,1000
11,GUANAJUATO,5,LEON,20,LEON,1854,2,364,96,7,38,15,17,17,116,11,1,1,0,0,4,,,687,0,27,714,1244
11,GUANAJUATO,5,LEON,20,LEON,1855,2,302,73,9,50,8,9,12,74,14,5,0,0,0,2,,,558,1,20,579,1178
11,GUANAJUATO,5,LEON,20,LEON,1857,3,640,75,9,89,12,27,21,115,15,1,4,3,0,0,,,1011,2,52,1065,1908
11,GUANAJUATO,5,LEON,20,LEON,1858,2,493,89,7,65,13,19,20,116,21,1,0,0,0,2,,,846,2,28,876,1438
11,GUANAJUATO,5,LEON,20,LEON,3006,2,327,118,8,59,8,21,19,85,7,4,1,1,0,1,,,659,0,32,691,1352
11,GUANAJUATO,5,LEON,20,LEON,3007,2,510,76,8,74,14,20,17,151,15,3,0,2,0,4,,,894,2,33,929,1408
11,GUANAJUATO,5,LEON,20,LEON,3008,2,216,43,4,38,8,10,14,57,3,0,0,0,0,0,,,393,1,11,405,881
11,GUANAJUATO,5,LEON,20,LEON,3009,2,290,45,7,54,10,8,18,98,7,1,2,3,1,2,,,546,0,18,564,1110
11,GUANAJUATO,5,LEON,20,LEON,3010,2,406,59,8,89,12,26,14,110,7,4,5,1,1,0,,,742,1,26,769,1254
11,GUANAJUATO,5,LEON,20,LEON,3011,2,285,85,6,64,13,8,15,127,14,6,2,0,0,0,,,625,0,35,660,1275
11,GUANAJUATO,5,LEON,20,LEON,3012,2,311,59,8,43,20,10,11,102,7,1,0,1,0,3,,,576,0,22,598,1132
11,GUANAJUATO,5,LEON,20,LEON,3013,2,286,64,5,61,17,15,18,113,12,0,1,0,0,1,,,593,0,20,613,1105
11,GUANAJUATO,5,LEON,20,LEON,3014,2,320,70,9,53,13,16,21,116,14,2,0,0,0,5,,,639,0,30,669,1226
11,GUANAJUATO,5,LEON,20,LEON,3015,8,1677,244,35,304,53,92,82,553,58,12,2,12,0,6,,,3130,2,90,3222,5868
11,GUANAJUATO,5,LEON,20,LEON,3016,2,126,54,6,25,12,12,5,53,5,1,0,0,0,1,,,300,0,15,315,946
11,GUANAJUATO,5,LEON,20,LEON,3017,2,303,59,5,53,16,24,8,82,12,8,0,2,0,1,,,573,3,21,597,1074
11,GUANAJUATO,5,LEON,20,LEON,3018,2,279,48,15,60,7,19,12,67,11,0,1,0,0,3,,,522,0,21,543,913
11,GUANAJUATO,5,LEON,20,LEON,3019,2,317,62,13,74,11,11,12,84,16,2,0,1,0,3,,,606,0,21,627,1212
11,GUANAJUATO,5,LEON,20,LEON,3020,2,411,63,5,58,17,13,20,113,9,5,2,3,0,0,,,719,0,20,739,1323
11,GUANAJUATO,5,LEON,20,LEON,3021,2,217,41,4,44,21,19,14,61,6,1,4,1,0,0,,,433,1,15,449,877
11,GUANAJUATO,5,LEON,20,LEON,3022,2,221,47,3,48,12,20,12,86,8,3,0,1,0,0,,,461,0,17,478,915
11,GUANAJUATO,5,LEON,20,LEON,3023,2,215,60,11,53,9,11,15,62,5,5,0,0,0,2,,,448,1,13,462,1017
11,GUANAJUATO,5,LEON,20,LEON,3024,2,279,102,9,45,13,19,19,119,13,1,0,2,0,1,,,622,2,28,652,1237
11,GUANAJUATO,5,LEON,20,LEON,3025,2,211,65,10,32,8,9,11,62,6,4,0,1,0,2,,,421,0,5,426,921
11,GUANAJUATO,5,LEON,20,LEON,3026,2,306,69,27,58,13,23,31,114,7,2,1,1,1,1,,,654,0,28,682,1235
11,GUANAJUATO,5,LEON,20,LEON,3027,2,315,71,14,63,10,23,14,119,13,6,6,0,0,0,,,654,1,23,678,1177
11,GUANAJUATO,5,LEON,20,LEON,3028,2,230,72,8,44,10,13,15,64,9,5,1,0,0,5,,,476,0,19,495,1007
11,GUANAJUATO,5,LEON,20,LEON,3029,2,310,62,19,59,15,13,14,104,9,1,1,0,0,3,,,610,0,15,625,1225
11,GUANAJUATO,5,LEON,20,LEON,3030,2,216,64,30,62,14,20,11,96,4,4,2,0,0,2,,,525,0,23,548,1164
11,GUANAJUATO,6,LEON,20,LEON,1468,3,367,114,8,94,16,16,17,109,13,,,,,0,,,754,0,54,808,1818
11,GUANAJUATO,6,LEON,20,LEON,1469,2,244,31,3,27,4,4,11,34,3,,,,,1,,,362,0,29,391,813
11,GUANAJUATO,6,LEON,20,LEON,1501,5,630,218,15,126,40,49,18,163,25,,,,,1,,,1285,3,78,1366,3553
11,GUANAJUATO,6,LEON,20,LEON,1502,8,913,243,33,254,48,64,43,308,37,,,,,5,,,1948,2,121,2071,5483
11,GUANAJUATO,6,LEON,20,LEON,1507,2,376,48,4,15,5,13,5,35,3,1,0,0,0,0,,,505,0,16,521,1154
11,GUANAJUATO,6,LEON,20,LEON,1511,2,366,51,11,27,12,15,8,77,4,,,,,0,,,571,0,33,604,1290
11,GUANAJUATO,6,LEON,20,LEON,1522,2,229,59,4,49,5,17,11,96,9,,,,,3,,,482,0,21,503,776
11,GUANAJUATO,6,LEON,20,LEON,1523,1,213,50,6,56,5,12,10,58,5,,,,,0,,,415,1,36,452,710
11,GUANAJUATO,6,LEON,20,LEON,1524,1,261,37,2,34,5,14,13,54,5,,,,,1,,,426,0,18,444,668
11,GUANAJUATO,6,LEON,20,LEON,1534,2,345,67,2,65,8,15,18,71,11,,,,,2,,,604,0,35,639,882
11,GUANAJUATO,6,LEON,20,LEON,1535,2,396,70,6,42,2,20,16,59,4,,,,,2,,,617,1,23,641,845
11,GUANAJUATO,6,LEON,20,LEON,1536,1,251,48,2,68,9,9,17,83,9,,,,,0,,,496,0,16,512,743
11,GUANAJUATO,6,LEON,20,LEON,1537,2,366,55,7,72,16,9,31,94,5,,,,,0,,,655,2,22,679,1117
11,GUANAJUATO,6,LEON,20,LEON,1538,2,390,75,3,72,10,8,14,83,13,,,,,1,,,669,1,26,696,1175
11,GUANAJUATO,6,LEON,20,LEON,1539,2,301,63,7,44,14,19,8,95,10,,,,,5,,,566,1,27,594,1087
11,GUANAJUATO,6,LEON,20,LEON,1540,2,244,47,1,41,5,9,9,78,5,,,,,2,,,441,0,13,454,779
11,GUANAJUATO,6,LEON,20,LEON,1541,1,184,30,5,46,8,6,11,24,3,,,,,1,,,318,2,6,326,542
11,GUANAJUATO,6,LEON,20,LEON,1542,1,141,49,3,32,0,4,4,46,0,,,,,0,,,279,0,0,279,471
11,GUANAJUATO,6,LEON,20,LEON,1543,2,253,76,6,51,9,14,12,69,8,,,,,1,,,499,0,26,525,794
11,GUANAJUATO,6,LEON,20,LEON,1544,1,241,35,2,39,3,7,6,45,8,,,,,0,,,386,0,11,397,536
11,GUANAJUATO,6,LEON,20,LEON,1545,2,315,35,13,48,5,12,8,45,5,,,,,3,,,489,1,16,506,807
11,GUANAJUATO,6,LEON,20,LEON,1546,2,327,50,5,54,10,13,21,97,11,,,,,0,,,588,0,30,618,1023
11,GUANAJUATO,6,LEON,20,LEON,1547,2,480,71,11,74,14,20,20,122,4,,,,,5,,,821,2,33,856,1378
11,GUANAJUATO,6,LEON,20,LEON,1548,2,518,75,7,84,10,13,22,84,12,,,,,3,,,828,0,31,859,1118
11,GUANAJUATO,6,LEON,20,LEON,1549,1,204,55,0,30,6,13,7,69,11,,,,,0,,,395,2,17,414,690
11,GUANAJUATO,6,LEON,20,LEON,1550,1,202,50,6,50,4,10,11,49,5,,,,,0,,,387,0,13,400,694
11,GUANAJUATO,6,LEON,20,LEON,1551,1,153,45,5,20,2,10,9,55,4,,,,,0,,,303,0,15,318,499
11,GUANAJUATO,6,LEON,20,LEON,1552,2,371,98,67,56,8,8,9,108,70,,,,,0,,,795,0,9,804,1247
11,GUANAJUATO,6,LEON,20,LEON,1553,2,329,55,7,55,19,9,18,81,8,,,,,0,,,581,1,36,618,1153
11,GUANAJUATO,6,LEON,20,LEON,1554,2,350,69,2,62,16,15,15,94,6,,,,,1,,,630,0,32,662,1168
11,GUANAJUATO,6,LEON,20,LEON,1555,2,310,75,6,54,12,13,13,74,6,,,,,2,,,565,1,37,603,1070
11,GUANAJUATO,6,LEON,20,LEON,1556,2,293,117,2,49,10,15,13,79,11,,,,,2,,,591,0,30,621,1034
11,GUANAJUATO,6,LEON,20,LEON,1557,2,324,101,10,67,11,10,8,86,9,,,,,1,,,627,0,28,655,1078
11,GUANAJUATO,6,LEON,20,LEON,1568,2,259,51,11,48,11,23,17,72,3,,,,,0,,,495,0,28,523,873
11,GUANAJUATO,6,LEON,20,LEON,1569,2,280,97,2,71,10,12,14,91,7,,,,,0,,,584,0,25,609,977
11,GUANAJUATO,6,LEON,20,LEON,1570,3,514,69,2,66,3,24,21,68,4,,,,,1,,,772,0,28,800,1120
11,GUANAJUATO,6,LEON,20,LEON,1571,1,163,54,5,26,6,8,1,48,7,,,,,2,,,320,0,20,340,634
11,GUANAJUATO,6,LEON,20,LEON,1572,1,208,37,3,35,7,9,4,56,3,,,,,0,,,362,0,12,374,629
11,GUANAJUATO,6,LEON,20,LEON,1573,1,157,34,4,41,4,5,7,43,6,,,,,1,,,302,0,13,315,523
11,GUANAJUATO,6,LEON,20,LEON,1574,2,384,60,8,57,12,11,10,77,10,,,,,0,,,629,0,19,648,1064
11,GUANAJUATO,6,LEON,20,LEON,1575,3,326,72,4,63,11,10,13,54,8,,,,,2,,,563,2,31,596,916
11,GUANAJUATO,6,LEON,20,LEON,1576,1,308,44,5,40,4,8,10,52,5,,,,,0,,,476,0,19,495,693
11,GUANAJUATO,6,LEON,20,LEON,1577,2,303,60,5,36,8,14,6,107,26,,,,,2,,,567,0,24,591,1040
11,GUANAJUATO,6,LEON,20,LEON,1578,1,205,59,2,29,15,12,7,43,4,,,,,2,,,378,0,17,395,663
11,GUANAJUATO,6,LEON,20,LEON,1579,1,160,36,6,23,10,2,3,41,3,,,,,2,,,286,0,10,296,596
11,GUANAJUATO,6,LEON,20,LEON,1580,1,181,37,1,21,10,10,8,38,6,,,,,0,,,312,0,14,326,596
11,GUANAJUATO,6,LEON,20,LEON,1591,3,509,144,6,108,12,23,31,153,19,,,,,2,,,1007,1,69,1077,2245
11,GUANAJUATO,6,LEON,20,LEON,1592,2,358,76,5,51,15,20,15,129,6,,,,,0,,,675,0,35,710,1328
11,GUANAJUATO,6,LEON,20,LEON,1593,3,402,93,5,67,13,18,12,128,14,,,,,1,,,753,2,34,789,1514
11,GUANAJUATO,6,LEON,20,LEON,1594,2,393,87,7,91,8,21,14,114,9,,,,,2,,,746,1,42,789,1263
11,GUANAJUATO,6,LEON,20,LEON,1595,2,287,73,7,54,10,9,10,72,6,,,,,0,,,528,0,29,557,1060
11,GUANAJUATO,6,LEON,20,LEON,1596,2,329,78,3,59,12,19,21,72,10,,,,,4,,,607,0,30,637,1060
11,GUANAJUATO,6,LEON,20,LEON,1597,1,194,42,3,38,8,12,5,45,7,,,,,0,,,354,0,10,364,610
11,GUANAJUATO,6,LEON,20,LEON,1598,2,288,64,6,54,15,10,7,84,7,,,,,0,,,535,0,29,564,970
11,GUANAJUATO,6,LEON,20,LEON,1599,2,223,67,9,37,12,13,6,64,5,,,,,4,,,440,2,14,456,810
11,GUANAJUATO,6,LEON,20,LEON,1600,2,267,73,13,55,20,18,17,84,10,,,,,0,,,557,0,14,571,1143
11,GUANAJUATO,6,LEON,20,LEON,1601,2,297,81,12,48,6,12,14,100,7,,,,,2,,,579,1,27,607,1098
11,GUANAJUATO,6,LEON,20,LEON,1602,1,165,47,1,28,4,5,3,59,4,,,,,0,,,316,0,14,330,645
11,GUANAJUATO,6,LEON,20,LEON,1603,2,391,80,8,58,10,21,12,115,18,,,,,1,,,714,2,43,759,1315
11,GUANAJUATO,6,LEON,20,LEON,1604,5,1000,163,10,180,37,45,56,290,30,,,,,4,,,1815,3,89,1907,3142
11,GUANAJUATO,6,LEON,20,LEON,1605,2,303,90,7,68,17,14,16,137,14,,,,,2,,,668,0,23,691,1356
11,GUANAJUATO,6,LEON,20,LEON,1606,2,297,76,3,40,17,12,6,54,5,,,,,0,,,510,0,24,534,1018
11,GUANAJUATO,6,LEON,20,LEON,1607,1,212,33,4,36,8,6,8,56,9,,,,,0,,,372,0,11,383,657
11,GUANAJUATO,6,LEON,20,LEON,1608,2,289,80,6,77,12,15,14,65,2,,,,,7,,,567,1,15,583,1043
11,GUANAJUATO,6,LEON,20,LEON,1609,2,401,87,6,63,16,17,9,93,6,,,,,0,,,698,0,39,737,1343
11,GUANAJUATO,6,LEON,20,LEON,1610,2,329,83,7,49,6,9,8,69,8,,,,,3,,,571,1,27,599,1163
11,GUANAJUATO,6,LEON,20,LEON,1611,3,362,108,11,83,23,17,25,208,79,,,,,2,,,918,1,40,959,1913
11,GUANAJUATO,6,LEON,20,LEON,1612,3,424,133,10,65,17,14,18,114,17,,,,,1,,,813,0,35,848,1555
11,GUANAJUATO,6,LEON,20,LEON,1613,8,1794,304,27,334,79,63,90,596,65,,,,,3,,,3355,4,145,3504,5951
11,GUANAJUATO,6,LEON,20,LEON,1622,1,197,68,7,55,8,7,8,70,1,,,,,1,,,422,0,12,434,732
11,GUANAJUATO,6,LEON,20,LEON,1623,2,317,81,12,54,19,17,15,83,17,,,,,2,,,617,0,24,641,1262
11,GUANAJUATO,6,LEON,20,LEON,1624,2,289,67,4,34,10,13,16,82,12,,,,,1,,,528,1,14,543,948
11,GUANAJUATO,6,LEON,20,LEON,1625,3,289,104,6,57,14,18,11,128,6,,,,,0,,,633,0,31,664,1572
11,GUANAJUATO,6,LEON,20,LEON,1626,3,698,78,6,124,32,46,29,195,20,,,,,4,,,1232,1,46,1279,2221
11,GUANAJUATO,6,LEON,20,LEON,1627,4,651,141,15,99,33,23,20,223,19,,,,,1,,,1225,0,47,1272,2933
11,GUANAJUATO,6,LEON,20,LEON,1628,2,288,57,11,44,14,9,12,59,6,,,,,0,,,500,0,31,531,1035
11,GUANAJUATO,6,LEON,20,LEON,1629,3,473,122,9,93,10,21,34,193,20,,,,,1,,,976,0,49,1025,2067
11,GUANAJUATO,6,LEON,20,LEON,1636,2,249,51,6,63,7,9,12,66,6,,,,,0,,,469,0,25,494,1024
11,GUANAJUATO,6,LEON,20,LEON,1637,2,269,67,17,33,19,18,13,113,20,,,,,2,,,571,1,30,602,1244
11,GUANAJUATO,6,LEON,20,LEON,1638,2,202,92,7,41,16,9,65,59,8,,,,,0,,,499,0,25,524,1058
11,GUANAJUATO,6,LEON,20,LEON,1639,2,261,173,9,48,14,16,17,90,8,,,,,5,,,641,0,25,666,1341
11,GUANAJUATO,6,LEON,20,LEON,1640,2,211,53,4,24,15,10,5,85,2,,,,,1,,,410,1,28,439,1288
11,GUANAJUATO,6,LEON,20,LEON,1644,9,1226,251,33,405,63,58,55,499,40,,,,,12,,,2642,3,100,2745,6250
11,GUANAJUATO,6,LEON,20,LEON,1645,5,734,151,15,205,39,26,31,233,17,,,,,0,,,1451,0,81,1532,3432
11,GUANAJUATO,6,LEON,20,LEON,1646,5,723,209,17,205,31,31,47,231,21,,,,,3,,,1518,0,82,1600,3653
11,GUANAJUATO,6,LEON,20,LEON,1648,1,208,40,4,16,9,6,5,31,5,,,,,0,,,324,0,18,342,662
11,GUANAJUATO,6,LEON,20,LEON,1649,3,395,298,15,104,26,24,19,133,12,,,,,0,,,1026,1,68,1095,2180
11,GUANAJUATO,6,LEON,20,LEON,1650,3,340,279,7,81,21,15,13,137,10,,,,,1,,,904,0,57,961,1860
11,GUANAJUATO,6,LEON,20,LEON,1651,4,541,155,11,71,22,30,9,134,8,,,,,1,,,982,0,40,1022,2620
11,GUANAJUATO,6,LEON,20,LEON,1652,7,478,398,36,288,135,24,10,135,14,,,,,4,,,1522,1,110,1633,4579
11,GUANAJUATO,6,LEON,20,LEON,1653,5,1001,159,24,137,27,42,31,209,19,,,,,5,,,1654,1,78,1733,3284
11,GUANAJUATO,6,LEON,20,LEON,1655,3,457,164,15,62,38,18,18,104,13,,,,,0,,,889,0,34,923,1970
11,GUANAJUATO,6,LEON,20,LEON,1656,2,279,119,5,34,14,6,6,40,10,,,,,0,,,513,0,22,535,997
11,GUANAJUATO,6,LEON,20,LEON,1657,3,414,186,11,86,10,16,19,104,7,,,,,0,,,853,0,31,884,1607
11,GUANAJUATO,6,LEON,20,LEON,1658,7,982,413,33,178,50,41,35,228,88,,,,,13,,,2061,0,97,2158,5090
11,GUANAJUATO,6,LEON,20,LEON,1659,2,314,102,6,22,18,9,6,30,7,,,,,4,,,518,0,32,550,1418
11,GUANAJUATO,6,LEON,20,LEON,1662,4,521,290,17,70,41,17,13,74,12,,,,,3,,,1058,2,57,1117,2423
11,GUANAJUATO,6,LEON,20,LEON,1663,3,697,167,8,51,11,17,7,48,2,,,,,0,,,1008,3,45,1056,1961
11,GUANAJUATO,6,LEON,20,LEON,1664,4,657,270,23,67,21,20,23,101,6,,,,,1,,,1189,0,63,1252,2666
11,GUANAJUATO,6,LEON,20,LEON,1665,4,760,230,18,70,28,21,15,124,13,,,,,2,,,1281,0,56,1337,2945
11,GUANAJUATO,6,LEON,20,LEON,1666,1,190,72,5,45,6,2,8,21,3,,,,,1,,,353,0,12,365,672
11,GUANAJUATO,6,LEON,20,LEON,1667,4,546,390,15,111,34,10,22,229,9,,,,,4,,,1370,0,63,1433,2679
11,GUANAJUATO,6,LEON,20,LEON,1668,3,389,81,21,38,24,13,9,157,14,,,,,4,,,750,0,41,791,1737
11,GUANAJUATO,6,LEON,20,LEON,1669,3,341,98,33,34,34,13,12,132,18,,,,,2,,,717,0,46,763,1972
11,GUANAJUATO,6,LEON,20,LEON,1670,2,140,148,6,40,20,7,4,67,3,,,,,1,,,436,1,34,471,1309
11,GUANAJUATO,6,LEON,20,LEON,1671,2,255,75,4,39,6,8,6,55,5,,,,,0,,,453,0,42,495,1219
11,GUANAJUATO,6,LEON,20,LEON,1672,3,466,123,4,99,16,20,27,131,20,,,,,4,,,910,0,19,929,1937
11,GUANAJUATO,6,LEON,20,LEON,1673,2,265,65,4,31,6,9,7,55,33,,,,,4,,,479,0,10,489,919
11,GUANAJUATO,6,LEON,20,LEON,1816,2,454,55,4,54,3,9,8,66,4,,,,,1,,,658,2,26,686,911
11,GUANAJUATO,6,LEON,20,LEON,1817,2,379,64,6,59,8,12,6,66,12,,,,,1,,,613,0,26,639,1048
11,GUANAJUATO,6,LEON,20,LEON,1825,2,262,57,1,51,6,6,14,73,10,,,,,0,,,480,1,15,496,837
11,GUANAJUATO,6,LEON,20,LEON,1826,2,451,69,10,79,6,18,10,96,12,,,,,6,,,757,0,27,784,1227
