CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COALICION_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1266,C01,11,93,68,4,6,18,10,25,11,9,9,1,4,0,269,15,284,691,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1266,C02,10,88,72,6,9,10,0,25,13,8,6,4,2,0,253,18,271,691,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1266,C03,6,73,65,1,4,15,7,28,10,7,10,3,4,0,233,26,259,691,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1273,B,7,106,41,4,5,9,3,1,5,1,6,1,3,0,192,15,207,443,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1273,C01,2,107,43,4,4,1,3,3,6,4,5,4,5,0,191,2,193,443,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1274,B,0,149,47,0,0,17,3,0,11,0,1,0,0,0,228,6,234,325,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1275,B,0,54,16,1,1,0,1,0,0,0,0,0,0,0,73,7,80,208,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1276,B,2,143,19,4,6,2,1,3,1,2,0,0,0,0,183,20,203,534,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1276,C01,7,113,27,3,11,0,2,2,2,0,0,1,2,0,170,26,196,534,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1277,B,0,39,14,8,4,1,0,0,16,0,0,2,2,0,86,6,92,197,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1282,B,0,165,35,1,7,4,1,5,5,0,7,2,1,0,233,17,250,440,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1282,C01,3,168,37,3,3,7,2,1,8,0,1,4,1,0,238,23,261,440,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1283,B,1,129,53,6,0,7,1,3,2,0,2,1,3,1,208,10,219,412,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1283,C01,4,145,35,4,4,12,0,1,1,2,0,4,5,0,217,15,232,411,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1284,B,3,110,82,10,3,2,2,2,1,0,0,4,2,0,221,19,240,376,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1292,B,5,141,114,4,10,10,4,4,3,0,0,2,4,0,301,10,311,698,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1293,B,0,120,18,6,4,0,8,2,39,0,0,0,0,0,197,18,215,412,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1294,B,9,144,57,0,0,2,5,0,6,0,2,0,0,0,225,11,236,380,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1294,C01,4,140,39,5,8,2,4,0,17,0,0,0,0,0,219,8,227,379,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1298,B,0,45,86,0,0,0,12,0,4,0,0,0,0,0,147,4,151,209,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1207,B,9,139,64,7,8,6,5,7,,4,10,6,6,0,271,12,283,660,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1207,C01,5,143,62,9,11,9,8,10,,8,9,4,6,0,284,17,301,660,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1207,C02,7,112,82,7,11,4,9,17,,2,7,6,6,0,270,4,274,659,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1208,B,14,103,80,12,12,9,8,18,,5,13,5,4,1,283,20,304,740,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1208,C01,8,113,76,9,9,13,16,14,,11,14,4,10,0,297,0,297,740,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1208,C02,8,106,57,12,12,24,10,20,,5,4,3,5,0,266,25,291,740,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1208,C03,10,118,68,0,0,12,9,24,,8,8,118,68,1,443,21,465,740,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1218,B,6,79,81,12,6,8,6,14,,0,6,9,1,5,228,20,253,575,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1218,C01,9,80,79,11,6,12,5,0,,5,9,2,4,0,222,18,240,574,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1218,C02,6,70,80,9,7,17,8,12,,1,8,3,5,0,226,20,246,574,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1227,B,6,123,79,5,11,14,10,20,,12,6,6,6,1,298,27,326,690,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1227,C01,12,119,77,7,6,15,7,27,,15,8,6,2,0,301,32,333,690,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1227,C02,9,131,85,10,9,10,10,23,,10,9,1,2,0,309,28,337,689,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1228,B,7,121,41,3,7,6,11,11,,0,2,15,3,2,227,21,250,613,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1228,C01,2,110,60,6,6,13,9,17,,7,10,7,1,1,248,22,271,613,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1228,C02,8,117,66,5,10,9,10,13,,0,9,5,4,1,256,12,269,612,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1229,B,3,106,59,4,11,17,12,9,,6,9,4,1,0,241,17,258,546,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1229,C01,6,95,56,5,15,15,15,10,,10,8,2,5,1,242,20,263,546,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1229,C02,7,114,38,4,16,10,12,18,,5,8,3,4,0,239,20,259,546,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1230,B,17,134,59,7,10,13,7,22,,9,12,3,2,0,295,30,325,603,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1230,C01,7,132,75,3,6,13,7,29,,15,11,3,0,2,301,25,328,603,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1239,B,9,60,52,10,4,18,10,28,,14,1,0,2,0,208,25,233,488,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1239,C01,8,84,71,4,8,15,4,25,,7,6,1,3,0,236,29,265,487,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1240,B,16,121,106,4,6,12,15,24,,10,9,3,3,1,329,25,355,693,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1240,C01,17,102,101,7,9,20,7,24,,4,15,6,9,1,321,28,350,692,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1241,B,6,129,72,9,10,7,5,19,,13,7,3,1,0,281,20,301,613,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1241,C01,12,117,74,10,7,19,5,29,,7,4,3,2,1,289,31,321,612,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1242,B,13,92,61,6,9,10,9,35,,6,11,3,2,0,257,24,281,587,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1242,C01,7,97,66,7,17,17,5,28,,7,7,3,8,0,269,26,295,587,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1242,C02,4,96,71,10,11,19,1,40,,7,8,5,2,2,274,18,294,587,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1243,B,3,102,55,6,12,6,1,18,,11,15,2,2,0,233,16,249,566,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1243,C01,5,86,63,8,7,7,2,14,,5,12,1,2,0,212,22,234,565,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1243,C02,9,77,52,5,10,9,0,15,,0,5,10,4,5,196,1,202,565,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1243,C03,1,106,60,5,7,9,0,17,,9,4,4,2,1,224,10,235,565,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1244,B,2,90,76,2,12,6,7,23,,13,14,5,3,1,253,24,278,619,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1244,C01,3,115,54,9,7,14,5,16,,10,6,9,4,0,252,20,272,619,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1244,C02,3,106,73,6,8,15,10,18,,0,9,3,5,0,256,17,273,619,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1245,B,7,121,62,9,6,21,9,13,,8,11,4,4,1,275,24,300,679,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1245,C01,4,0,0,0,0,14,8,11,,0,5,129,88,0,259,21,280,679,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1245,C02,1,118,76,9,8,14,4,33,,5,12,0,0,0,280,18,298,678,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1246,B,4,64,52,3,7,5,10,20,,8,6,5,7,2,191,18,211,463,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1246,C01,10,70,78,0,0,14,0,25,,5,7,0,0,0,209,21,230,462,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1247,B,12,115,80,6,7,17,6,26,,13,10,1,3,0,296,31,327,660,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1247,C01,5,102,75,7,16,14,9,37,,12,19,1,1,1,298,32,331,660,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1248,B,8,141,82,0,0,21,9,19,,9,15,0,0,1,304,33,338,665,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1248,C01,10,114,77,4,7,24,11,20,,10,13,2,4,2,296,27,325,664,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1249,B,9,95,52,11,15,17,13,25,,2,11,1,0,0,251,29,280,565,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1249,C01,15,66,64,4,17,16,16,17,,15,7,0,4,0,241,27,268,564,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1250,B,6,89,88,15,5,20,9,22,,0,14,2,7,1,277,33,311,630,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1250,C01,9,85,77,8,6,16,9,25,,12,18,2,0,0,267,22,289,629,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1251,B,12,86,55,7,7,17,2,20,,7,5,1,2,0,221,23,244,509,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1251,C01,10,80,49,8,8,13,7,18,,9,8,1,0,0,211,23,234,509,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1251,C02,5,101,52,2,6,23,8,22,,12,12,0,1,1,244,29,274,508,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1254,B,9,102,52,7,7,12,6,23,,10,8,1,2,0,239,14,253,507,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1254,C01,5,102,50,8,11,13,4,26,,11,11,2,4,0,247,21,268,507,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1254,C02,13,103,48,5,4,12,8,18,,9,9,1,4,0,234,30,264,506,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1255,B,6,108,70,3,14,15,11,33,,5,9,1,5,0,280,36,316,593,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1255,C01,3,93,69,6,7,11,8,35,,18,12,5,2,0,269,24,293,592,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1256,B,4,84,58,7,18,14,8,32,,5,13,2,2,0,247,13,260,524,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1256,C01,6,89,65,8,9,16,9,21,,16,6,5,4,1,254,17,272,523,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1257,B,19,101,66,4,16,18,8,40,,12,21,2,2,0,309,42,351,727,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1257,C01,6,107,80,10,7,20,10,42,,9,9,4,1,0,305,28,333,727,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1257,C02,8,134,90,7,12,19,13,40,,11,13,6,3,0,356,31,387,727,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1257,C03,12,104,91,5,12,24,14,26,,17,10,0,2,0,317,33,350,727,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1257,C04,5,141,77,7,16,22,7,31,,18,15,1,4,2,344,28,374,727,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1258,B,4,95,96,5,5,15,10,30,,12,13,2,3,18,290,2,310,609,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1258,C01,3,100,85,5,7,11,6,53,,12,13,0,0,0,295,28,323,609,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1258,C02,8,79,68,2,9,18,11,41,,17,15,4,8,0,280,29,309,609,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1261,B,3,107,76,6,11,16,9,30,,11,9,3,4,0,285,28,313,594,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1261,C01,7,106,82,8,7,11,10,36,,7,4,5,7,0,290,24,314,594,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1261,C02,14,130,67,7,9,8,4,27,,11,8,2,3,0,290,26,316,594,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1262,B,9,83,53,2,15,10,11,34,,19,8,1,3,0,248,24,272,524,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1262,C01,6,71,68,3,13,12,6,58,,13,11,4,2,1,267,20,288,524,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1263,B,6,133,68,12,8,12,9,28,,7,12,1,0,0,296,24,320,602,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1263,C01,5,106,74,11,12,10,13,28,,10,9,1,1,0,280,20,300,602,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1263,C02,12,100,79,8,12,3,5,29,,12,6,4,1,1,271,25,297,601,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1263,C03,9,112,79,5,8,14,10,23,,8,7,1,6,0,282,24,306,601,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,B,12,127,75,7,12,18,8,20,,15,0,0,0,0,294,20,314,729,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,C01,13,114,68,7,14,15,11,22,,8,1,2,3,0,278,21,299,729,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,C02,2,110,79,15,10,12,6,23,,18,6,2,3,0,286,19,305,729,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,C03,5,109,83,9,6,7,14,32,,10,8,1,4,0,288,17,305,729,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,C04,10,107,66,4,13,13,11,44,,11,11,5,1,0,296,23,319,729,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,C05,5,99,85,4,10,9,8,16,,5,16,0,0,1,257,20,278,729,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,C06,12,127,73,7,7,16,10,20,,9,11,4,4,0,300,21,321,728,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,C07,5,131,66,5,11,15,10,23,,10,7,0,1,0,284,28,312,728,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,C08,7,115,65,8,13,16,4,26,,15,9,2,2,0,282,14,296,728,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,SMR01,0,33,13,2,1,2,0,0,,1,1,0,0,0,53,0,53,0,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1267,SRP01,9,220,104,6,9,14,6,28,0,5,5,3,8,0,417,33,450,0,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1268,B,10,158,75,4,4,17,9,26,,8,16,2,1,0,330,21,351,623,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1268,C01,9,170,62,7,11,12,5,22,,15,9,4,0,0,326,32,358,623,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1269,B,14,110,71,2,17,11,7,32,,10,9,2,1,0,286,23,309,534,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1269,C01,13,106,46,1,12,22,16,35,,8,8,1,1,0,269,23,292,534,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1269,C02,15,119,64,1,18,17,8,27,,13,12,1,4,0,299,31,330,533,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1270,B,10,136,96,7,10,21,12,30,,0,5,3,5,0,335,43,378,748,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1270,C01,10,133,71,7,11,14,12,41,,7,5,4,7,2,322,25,349,748,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1270,C02,9,140,79,7,15,19,12,45,,15,11,1,2,0,355,30,385,747,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1271,B,18,134,56,11,7,14,4,34,,11,3,5,2,0,299,33,332,741,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1271,C01,12,112,70,7,12,20,6,42,,7,12,8,4,0,312,28,340,741,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1271,C02,16,98,66,8,7,22,6,38,,15,8,1,0,0,285,38,323,741,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1271,C03,12,0,0,0,0,14,8,36,,3,7,151,81,0,312,29,341,741,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1278,B,1,89,57,7,0,4,11,11,,1,4,5,2,0,192,14,206,494,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1278,C01,1,69,61,6,6,10,10,20,,2,0,2,0,0,187,21,208,493,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1279,B,3,120,66,9,10,15,3,30,,0,6,7,1,4,270,19,293,708,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1279,C01,10,119,52,5,12,10,4,33,,9,12,6,6,0,278,25,303,708,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1279,C02,9,117,83,6,10,10,7,43,,7,11,0,0,0,303,29,332,708,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1279,C03,12,122,62,6,9,14,8,35,,0,11,3,8,0,290,27,317,708,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1280,B,3,135,64,7,8,21,5,41,,5,11,5,3,0,308,28,336,721,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1280,C01,5,121,76,3,8,23,11,23,,6,4,3,4,0,287,39,326,720,Acta Casilla,,,
