CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAZ,MDZ,PP,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,32,ZACATECAS,14,TLALTENANGO,1,APOZOL,10,B,1,0,B,25,77,1,4,67,0,9,41,0,2,0,,0,0,0,0,0,0,0,0,,226,0,17,243,324,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0010BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,1,APOZOL,13,B,1,0,B,37,80,6,1,104,0,5,84,2,3,2,,2,0,1,0,0,0,0,0,,327,0,5,332,583,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0013BAS00.jpg
1,32,ZACATECAS,13,JALPA,2,APULCO,14,B,1,0,B,46,188,73,74,0,23,49,63,5,4,49,2,0,0,0,0,0,0,0,0,,576,0,21,597,709,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0014BAS00.jpg
1,32,ZACATECAS,13,JALPA,2,APULCO,15,B,1,0,B,77,130,5,15,6,22,70,57,9,2,46,1,0,1,1,0,2,0,0,0,,444,0,39,483,745,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0015BAS00.jpg
1,32,ZACATECAS,13,JALPA,2,APULCO,16,B,1,0,B,3,19,1,7,2,5,22,14,5,0,12,0,0,0,0,0,0,0,0,0,,90,0,21,111,204,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0016BAS00.jpg
1,32,ZACATECAS,13,JALPA,2,APULCO,17,B,1,0,B,9,106,9,22,7,9,40,62,7,0,81,0,0,0,0,0,2,0,0,0,,354,0,28,382,566,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0017BAS00.jpg
1,32,ZACATECAS,13,JALPA,2,APULCO,17,C,1,0,C01,11,108,12,13,4,6,36,79,11,1,68,1,0,0,0,2,1,0,0,2,,355,0,28,383,566,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0017CON01.jpg
1,32,ZACATECAS,13,JALPA,2,APULCO,18,B,1,0,B,15,133,8,27,6,15,27,50,9,4,97,0,0,0,0,0,1,0,0,0,,392,0,22,414,630,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0018BAS00.jpg
1,32,ZACATECAS,13,JALPA,2,APULCO,19,B,1,0,B,5,90,0,15,3,2,9,25,2,2,33,1,0,0,0,0,0,0,0,0,,187,0,6,193,314,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0019BAS00.jpg
1,32,ZACATECAS,13,JALPA,2,APULCO,20,B,1,0,B,22,124,0,34,10,0,33,0,0,0,42,0,0,0,0,0,0,0,0,0,,265,0,30,295,442,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0020BAS00.jpg
1,32,ZACATECAS,13,JALPA,2,APULCO,21,B,1,0,B,8,44,5,0,5,7,4,13,3,0,7,0,1,0,0,0,0,0,0,0,,97,0,7,104,167,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0021BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,3,ATOLINGA,22,B,1,0,B,193,103,3,10,123,6,3,29,11,3,0,,2,1,0,0,0,0,0,1,,488,0,12,500,792,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0022BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,3,ATOLINGA,23,B,1,0,B,74,39,3,6,61,1,25,4,0,0,0,,0,0,0,0,0,0,0,0,,213,0,12,225,349,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0023BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,3,ATOLINGA,24,B,1,0,B,91,35,2,10,82,4,8,30,2,1,0,,2,1,0,0,1,0,1,2,,272,0,17,289,438,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0024BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,3,ATOLINGA,26,B,1,0,B,80,32,2,5,45,0,1,20,4,1,0,,0,0,0,0,0,0,0,0,,190,0,0,190,309,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0026BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,3,ATOLINGA,27,B,1,0,B,67,19,4,1,29,1,0,2,3,1,0,,0,1,0,0,0,0,0,0,,128,0,3,131,177,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0027BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,3,ATOLINGA,28,B,1,0,B,36,30,2,0,23,0,2,0,0,0,0,,0,1,0,0,0,1,0,0,,95,0,3,98,131,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0028BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,3,ATOLINGA,29,B,1,0,B,26,16,2,0,30,1,1,2,0,0,0,,1,0,0,0,0,0,0,0,,79,0,4,83,110,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0029BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,3,ATOLINGA,30,B,1,0,B,36,6,2,0,15,0,1,4,0,0,0,,0,1,0,0,0,0,0,0,,65,0,11,76,107,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0030BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,4,BENITO JUAREZ,31,B,1,0,B,115,49,3,6,0,1,3,65,0,1,0,,1,0,0,0,1,0,3,0,,248,0,11,259,395,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0031BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,4,BENITO JUAREZ,32,B,1,0,B,191,69,5,10,2,3,3,64,4,3,0,,1,1,1,1,1,1,0,0,,360,0,2,362,500,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0032BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,4,BENITO JUAREZ,33,B,1,0,B,148,57,0,2,3,0,1,44,4,0,0,,0,0,1,0,0,1,0,0,,261,0,4,265,387,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0033BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,4,BENITO JUAREZ,34,B,1,0,B,199,43,3,8,0,2,3,46,5,1,0,,0,1,0,0,0,1,0,0,,312,0,9,321,450,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0034BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,4,BENITO JUAREZ,35,B,1,0,B,211,92,4,5,1,2,5,48,3,1,0,,1,2,0,0,1,1,0,0,,377,0,8,385,585,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0035BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,4,BENITO JUAREZ,36,B,1,0,B,166,43,4,3,0,2,0,28,3,1,0,,0,2,0,0,1,0,0,0,,253,0,6,259,374,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0036BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,4,BENITO JUAREZ,37,B,1,0,B,112,24,0,2,0,0,3,16,1,1,0,,1,0,1,0,1,0,0,0,,162,0,6,168,246,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0037BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,4,BENITO JUAREZ,38,B,1,0,B,95,107,0,4,1,0,2,24,2,0,1,,0,1,0,0,1,0,1,3,,242,0,6,248,350,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0038BAS00.jpg
1,32,ZACATECAS,14,TLALTENANGO,4,BENITO JUAREZ,39,B,1,0,B,96,40,1,5,0,2,2,13,1,0,0,,0,2,0,0,0,0,0,0,,162,0,2,164,191,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0039BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,B,1,0,B,108,44,10,13,39,8,5,110,7,18,1,4,3,3,2,0,2,2,1,0,,380,0,1,381,664,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0040BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,C,1,0,C01,147,60,9,13,35,1,7,90,10,15,1,14,4,1,2,0,0,1,0,1,,411,0,16,427,664,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0040CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,C,2,0,C02,128,38,5,7,34,8,7,94,1,22,2,6,2,4,0,0,0,0,0,0,,358,0,15,373,664,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0040CON02.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,C,3,0,C03,102,59,6,8,31,4,5,122,3,20,1,14,4,3,1,0,2,1,0,0,,386,0,26,412,663,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0040CON03.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,40,C,4,0,C04,113,61,9,11,31,6,5,113,4,13,3,9,6,1,0,1,1,1,0,0,,388,0,13,401,663,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0040CON04.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,B,1,0,B,147,54,16,5,28,5,7,104,5,24,0,2,4,3,0,0,0,0,0,0,,404,0,13,417,634,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0041BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,C,1,0,C01,115,54,9,11,28,3,15,89,5,21,2,12,2,3,1,0,3,0,0,0,,373,0,10,383,634,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0041CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,41,C,2,0,C02,120,50,8,9,47,7,3,95,2,29,1,3,0,2,0,0,1,0,0,1,,378,0,18,396,633,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0041CON02.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,42,B,1,0,B,121,62,8,9,26,2,3,92,4,22,4,5,0,0,0,0,4,0,0,0,,362,0,1,363,583,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0042BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,43,B,1,0,B,112,43,4,10,17,2,24,36,3,8,0,3,6,0,0,0,1,0,0,0,,269,0,13,282,420,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0043BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,43,C,1,0,C01,105,36,2,4,19,3,24,60,1,8,0,3,3,0,1,0,0,1,0,0,,270,0,4,274,420,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0043CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,44,B,1,0,B,106,76,2,10,11,3,23,66,7,8,2,5,0,4,0,0,1,1,0,1,,326,0,11,337,580,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0044BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,44,C,1,0,C01,98,80,4,6,24,4,21,54,6,4,0,4,2,0,0,0,1,1,0,1,,310,0,12,322,580,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0044CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,45,B,1,0,B,89,36,6,4,28,4,2,70,6,8,0,3,1,0,1,0,1,0,0,1,,260,0,7,267,429,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0045BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,45,C,1,0,C01,89,35,5,3,26,3,4,67,7,4,0,4,1,1,1,0,2,1,0,0,,253,0,5,258,428,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0045CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,46,B,1,0,B,85,44,8,5,23,3,4,50,4,9,3,5,2,1,0,0,0,0,0,0,,246,1,13,260,413,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0046BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,46,C,1,0,C01,68,47,8,2,17,2,2,50,3,13,2,3,1,2,0,0,0,0,0,0,,220,0,5,225,413,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0046CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,47,B,1,0,B,67,51,7,8,30,3,6,57,4,10,2,8,7,0,0,0,1,0,0,0,,261,0,21,282,402,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0047BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,47,C,1,0,C01,82,46,1,5,32,1,3,81,2,12,1,8,3,1,0,0,1,0,0,0,,279,0,12,291,402,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0047CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,B,1,0,B,87,39,8,4,43,6,15,95,9,15,0,12,2,5,0,0,2,0,0,0,,342,1,19,362,628,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0048BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C,1,0,C01,115,65,11,15,34,4,13,64,0,12,5,9,0,2,0,0,1,1,0,0,,351,0,16,367,628,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0048CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C,2,0,C02,95,76,12,4,34,5,8,92,8,11,4,11,1,0,0,0,0,0,0,1,,362,0,11,373,628,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0048CON02.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C,3,0,C03,108,60,8,7,37,4,10,82,5,8,0,17,1,0,0,0,0,3,0,0,,350,0,9,359,627,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0048CON03.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C,4,0,C04,108,45,9,11,24,8,13,105,6,17,2,14,1,3,0,0,3,1,0,0,,370,0,21,391,627,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0048CON04.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,48,C,5,0,C05,122,67,3,6,34,4,9,80,6,11,4,9,1,1,1,0,2,0,0,1,,361,0,19,380,627,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0048CON05.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,49,B,1,0,B,104,79,9,5,37,10,7,72,4,10,2,3,3,0,0,0,0,1,0,0,,346,0,14,360,574,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0049BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,B,1,0,B,101,62,6,9,44,4,4,79,10,19,1,2,2,1,0,0,1,0,0,0,,345,0,9,354,531,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0050BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,C,1,0,C01,95,55,4,8,38,2,9,72,3,16,1,4,2,1,0,0,1,0,0,0,,311,0,13,324,531,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0050CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,S,1,0,SMR01,8,8,0,1,3,1,3,16,0,3,0,3,0,0,0,0,0,0,0,1,,47,0,2,49,0,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0050ESP00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,50,S,1,0,SRP01,34,22,3,13,10,2,6,88,2,8,4,1,0,0,0,0,0,0,0,0,,193,0,9,202,0,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0050ESPRP.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,51,B,1,0,B,93,52,8,4,26,4,10,53,6,7,2,2,0,1,0,0,0,0,0,0,,268,0,10,278,417,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0051BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,51,C,1,0,C01,96,41,2,11,24,4,5,58,1,8,2,4,1,2,1,0,3,0,0,0,,263,0,9,272,417,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0051CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,52,B,1,0,B,138,75,3,11,25,8,5,78,5,7,1,7,0,0,0,0,0,1,0,0,,364,0,28,392,605,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0052BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,B,1,0,B,124,56,12,7,30,5,9,102,4,7,0,14,3,2,1,0,5,2,0,1,,384,0,19,403,687,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0053BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,C,1,0,C01,130,63,11,13,43,4,9,88,4,11,2,17,3,4,0,0,1,3,0,0,,406,1,19,426,687,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0053CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,53,C,2,0,C02,131,55,21,8,33,4,7,101,14,11,1,11,1,4,0,2,4,0,0,0,,408,0,12,420,687,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0053CON02.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,B,1,0,B,118,83,10,6,20,6,11,75,5,6,2,15,2,1,0,0,3,1,1,0,,365,0,15,380,667,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0054BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C,1,0,C01,111,83,10,9,19,4,6,89,3,8,3,27,4,0,0,0,3,0,0,0,,379,0,8,387,666,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0054CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C,2,0,C02,122,82,14,9,21,7,9,97,3,14,1,14,2,1,0,0,2,0,0,1,,399,0,17,416,666,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0054CON02.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C,3,0,C03,113,85,7,5,21,5,5,74,5,11,2,15,3,2,1,0,2,0,0,0,,356,0,13,369,666,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0054CON03.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C,4,0,C04,115,84,5,8,27,8,7,111,7,7,0,6,5,2,0,0,2,0,0,0,,394,0,13,407,666,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0054CON04.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,55,B,1,0,B,138,89,11,10,30,9,8,90,3,24,4,7,2,3,0,1,1,0,0,2,,432,0,12,444,700,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0055BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,55,C,1,0,C01,153,84,6,9,32,9,6,82,6,5,1,5,3,1,1,0,4,1,0,0,,408,0,22,430,700,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0055CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,56,B,1,0,B,172,114,48,13,22,14,7,59,3,7,0,12,13,8,1,0,3,0,0,1,,497,0,23,520,735,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0056BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,56,C,1,0,C01,232,94,27,8,14,7,5,47,2,8,0,8,11,10,0,0,3,4,1,1,,482,0,10,492,734,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0056CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,57,B,1,0,B,135,124,37,7,19,8,12,60,10,7,1,7,10,10,1,0,2,0,0,0,,450,0,21,471,748,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0057BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,57,C,1,0,C01,160,105,36,9,33,4,10,49,4,8,5,4,6,10,1,0,0,2,0,1,,447,0,17,464,748,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0057CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,58,B,1,0,B,90,60,17,9,9,3,2,52,1,2,1,2,0,1,0,0,1,0,0,0,,250,0,8,258,411,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0058BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,58,C,1,0,C01,88,49,12,5,6,2,3,41,1,6,0,6,2,6,1,0,4,2,0,0,,234,0,11,245,410,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0058CON01.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,59,B,1,0,B,104,47,15,11,13,5,6,100,3,6,1,3,0,1,0,0,1,1,0,1,,318,0,13,331,527,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0059BAS00.jpg
1,32,ZACATECAS,2,ZACATECAS,5,CALERA,60,B,1,0,B,22,31,8,1,7,0,4,8,1,0,0,2,0,2,0,0,0,0,0,1,,87,0,8,95,126,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0060BAS00.jpg
1,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS ,61,B,1,0,B,13,62,15,6,58,5,44,52,2,20,0,5,0,0,0,0,2,0,0,0,,284,0,18,302,411,Acta casilla,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0061BAS00.jpg
1,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS ,61,C,1,0,C01,4,44,12,2,72,1,33,64,11,16,2,4,0,1,0,0,0,2,0,1,,269,0,29,298,411,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0061CON01.jpg
1,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS ,62,B,1,0,B,20,113,20,6,61,6,62,105,4,28,1,6,0,0,0,0,0,1,0,0,,433,0,28,461,634,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0062BAS00.jpg
1,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS ,63,B,1,0,B,22,105,17,3,106,3,61,80,6,45,8,9,0,2,0,0,1,0,0,2,,470,0,37,507,729,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0063BAS00.jpg
1,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS ,64,B,1,0,B,6,50,14,2,87,3,55,59,5,12,12,7,0,0,0,0,0,0,0,0,,312,0,24,336,462,Grupo de recuento,,,http://www.ieez.org.mx/PE2018/SesionComputo_2018/D0064BAS00.jpg
