uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
13001,1991,NA,CRUZ ORTIZ TRAPALA
13001,1992,NA,CRUZ ORTIZ TRAPALA
13001,1993,NA,CRUZ ORTIZ TRAPALA
13001,1994,NA,CRUZ ORTIZ TRAPALA
13001,1995,PRI,FELIPE GOMEZ OLVERA
13001,1996,PRI,FELIPE GOMEZ OLVERA
13001,1997,PRI,FELIPE GOMEZ OLVERA
13001,1998,PRI,ANGEL ISMAEL AVILES ARANDA
13001,1999,PRI,ANGEL ISMAEL AVILES ARANDA
13001,2000,PRI,ANDREA ERICA OLVERA
13001,2001,PRI,ANDREA ERICA OLVERA
13001,2002,PRI,ANDREA ERICA OLVERA
13001,2003,PAN,LUIS ORTIZ TRAPALA
13001,2004,PAN,LUIS ORTIZ TRAPALA
13001,2005,PAN,LUIS ORTIZ TRAPALA
13001,2006,PAN,LUIS ORTIZ TRAPALA
13001,2007,PAN,FERNANDO MORALES ZEFERINO
13001,2008,PAN,FERNANDO MORALES ZEFERINO
13001,2009,PAN,FERNANDO MORALES ZEFERINO
13001,2010,PAN,ORLANDO RUBEN MUÑOZ MEDINA
13001,2011,PAN,ORLANDO RUBEN MUÑOZ MEDINA
13001,2012,PAN,ORLANDO RUBEN MUÑOZ MEDINA
13001,2013,PRI,GENARO ANTONIO GONZALEZ GUARNEROS
13001,2014,PRI,GENARO ANTONIO GONZALEZ GUARNEROS
13001,2015,PRI,GENARO ANTONIO GONZALEZ GUARNEROS
13001,2016,PRI,GENARO ANTONIO GONZALEZ GUARNEROS
13001,2017,CUHCR,BENITO OLVERA MUÑOZ
13001,2018,CUHCR,BENITO OLVERA MUÑOZ
13001,2019,CUHCR,BENITO OLVERA MUÑOZ
13001,2020,CUHCR,BENITO OLVERA MUÑOZ
13001,2021,PESH,ELIZABETH VARGAS RODRIGUEZ
13001,2022,PESH,ELIZABETH VARGAS RODRIGUEZ
13001,2023,PESH,ELIZABETH VARGAS RODRIGUEZ
13001,2024,PESH,ELIZABETH VARGAS RODRIGUEZ
13002,1991,NA,KID LICONA JIMENEZ
13002,1992,NA,KID LICONA JIMENEZ
13002,1993,NA,KID LICONA JIMENEZ
13002,1994,NA,KID LICONA JIMENEZ
13002,1995,PRI,PORFIRIO CRUZ RAMIREZ
13002,1996,PRI,PORFIRIO CRUZ RAMIREZ
13002,1997,PRI,PORFIRIO CRUZ RAMIREZ
13002,1998,PRI,OSCAR DAMIAN SOSA CASTELAN
13002,1999,PRI,OSCAR DAMIAN SOSA CASTELAN
13002,2000,PRI,OSCAR DAMIAN SOSA CASTELAN
13002,2001,PRI,EDUARDO LICONA SUAREZ
13002,2002,PRI,EDUARDO LICONA SUAREZ
13002,2003,PRI,EDUARDO LICONA SUAREZ
13002,2004,PAN,MARCO ANTONIO ISLAS MANZANO
13002,2005,PAN,MARCO ANTONIO ISLAS MANZANO
13002,2006,PAN,MARCO ANTONIO ISLAS MANZANO
13002,2007,PRI,MIGUEL ANGEL DE LA FUENTE LOPEZ
13002,2008,PRI,MIGUEL ANGEL DE LA FUENTE LOPEZ
13002,2009,PRI,MIGUEL ANGEL DE LA FUENTE LOPEZ
13002,2010,PRI,JULIAN PEREA CASTELAN
13002,2011,PRI,JULIAN PEREA CASTELAN
13002,2012,PRI,JULIAN PEREA CASTELAN
13002,2013,PAN,ERICK ARNULFO SOSA CAMPOS
13002,2014,PAN,ERICK ARNULFO SOSA CAMPOS
13002,2015,PAN,ERICK ARNULFO SOSA CAMPOS
13002,2016,PAN,ERICK ARNULFO SOSA CAMPOS
13002,2017,CUHCR,ROCIO JAQUELINE SOSA JIMENEZ
13002,2018,CUHCR,ROCIO JAQUELINE SOSA JIMENEZ
13002,2019,CUHCR,ROCIO JAQUELINE SOSA JIMENEZ
13002,2020,CUHCR,ROCIO JAQUELINE SOSA JIMENEZ
13003,1991,NA,JESUS LUZ MENESES
13003,1992,NA,JESUS LUZ MENESES
13003,1993,NA,JESUS LUZ MENESES
13003,1994,NA,JESUS LUZ MENESES
13003,1995,PRI,REYES VARGAS PAREDES
13003,1996,PRI,REYES VARGAS PAREDES
13003,1997,PRI,REYES VARGAS PAREDES
13003,1998,PRI,DANIEL ALFREDO MORENO QUIJANO
13003,1999,PRI,DANIEL ALFREDO MORENO QUIJANO
