CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,NVA _ALIANZA,MORENA,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,157,C03,126,100,51,3,6,6,70,1,0,0,0,0,363,9,372,657,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0157C03.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,157,C04,122,94,44,4,10,5,51,1,0,0,0,1,331,10,342,656,ACTA CASILLA,ANULADA,JIN-GOB-PAN-001/2016,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0157C04.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,158,B ,156,137,24,3,3,7,15,1,0,0,1,1,347,7,355,567,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0158B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,158,C01,130,141,30,1,5,8,25,2,0,0,0,0,342,7,349,567,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0158C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,158,C02,159,108,22,5,2,7,30,0,0,0,0,0,333,15,348,566,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0158C02.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,158,C03,178,136,26,0,2,0,29,0,0,0,0,0,371,13,384,566,ACTA CASILLA,,,
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,159,B ,63,71,28,0,6,2,44,1,1,0,0,0,216,4,220,406,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0159B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,159,C01,42,87,21,3,7,0,58,2,0,0,0,3,220,7,230,405,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0159C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,160,B ,53,63,23,1,3,1,43,1,0,0,0,0,188,6,194,402,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0160B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,160,C01,42,58,30,2,13,4,45,0,0,0,0,3,194,13,210,402,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0160C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,161,B ,102,74,43,1,7,7,86,3,0,1,0,1,324,12,337,592,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0161B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,161,C01,102,69,41,3,7,19,86,0,0,0,0,0,327,9,336,591,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0161C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,161,C02,99,71,49,5,6,10,73,1,0,0,0,3,314,5,322,591,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0161C02.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,9,ATITALAQUIA,161,C03,109,106,46,4,12,10,75,0,3,2,0,0,367,7,374,591,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0161C03.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,162,B ,86,290,97,1,4,10,17,0,0,2,0,0,507,10,517,706,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0162B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,162,C01,102,300,85,1,2,14,7,3,4,0,0,0,518,11,529,706,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0162C01.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,162,C02,109,275,115,3,7,12,16,1,0,1,0,0,539,11,550,705,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0162C02.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,163,B ,7,271,46,0,4,9,12,1,0,1,0,0,351,5,356,423,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0163B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,163,C01,2,273,37,4,2,8,4,0,3,0,1,0,334,19,353,423,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0163C01.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,163,E01,4,23,6,0,1,1,31,0,0,0,0,0,66,4,70,127,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0163E01.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,164,B ,17,203,41,1,1,8,9,2,1,2,0,0,285,15,300,357,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0164B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,165,B ,24,224,78,5,2,48,47,1,1,5,0,0,435,27,462,603,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0165B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,165,C01,32,219,106,1,5,45,35,1,0,9,0,0,453,24,477,602,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0165C01.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,166,B ,28,122,99,2,6,34,19,1,0,0,0,1,311,14,326,456,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0166B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,166,C01,24,147,91,6,4,25,10,0,0,0,0,0,307,18,325,456,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0166C01.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,167,B ,10,179,98,1,3,12,22,0,0,0,0,0,325,33,358,496,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0167B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,168,B ,44,194,78,0,1,6,24,2,1,0,0,0,350,30,380,499,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0168B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,169,B ,14,222,45,1,3,5,83,1,0,1,0,0,375,20,395,533,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0169B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,169,C01,8,212,53,2,2,13,92,0,0,0,0,0,382,19,401,533,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0169C01.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,170,B ,27,141,118,0,2,8,10,0,1,1,0,0,308,26,334,416,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0170B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,170,C01,25,124,114,1,4,11,9,0,0,1,1,0,290,23,313,415,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0170C01.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,171,B ,70,159,212,4,6,32,28,0,0,0,0,0,511,21,532,673,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0171B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,171,C01,65,199,205,2,2,17,18,1,1,0,1,0,511,27,538,673,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0171C01.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,172,B ,16,184,105,2,1,6,13,1,0,1,0,0,329,9,338,458,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0172B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,173,B ,3,168,112,1,4,6,13,0,0,1,0,0,308,12,320,429,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0173B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,174,B ,15,225,173,2,3,33,18,0,0,0,0,0,469,12,481,632,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0174B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,175,B ,31,292,150,4,6,8,15,0,0,0,0,0,506,30,536,656,ACTA CASILLA,,,
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,176,B ,16,177,110,7,8,45,19,0,1,0,0,1,383,33,417,493,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0176B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,176,C01,10,176,111,4,1,26,24,0,0,0,0,0,352,30,382,492,ACTA CASILLA,ANULADA,JIN-GOB-PAN-001/2016,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0176C01.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,177,B ,3,214,136,2,3,5,15,0,1,0,0,0,379,22,401,477,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0177B00.jpg
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,10,ATLAPEXCO,177,C01,5,177,148,0,3,9,21,1,1,0,0,0,365,25,390,476,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0177C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,178,B ,203,118,61,5,8,23,19,7,0,0,0,0,444,8,452,732,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0178B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,178,C01,168,121,58,6,8,11,11,0,0,0,0,0,383,17,400,732,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0178C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,178,C02,185,113,51,8,19,14,13,6,0,0,0,0,409,15,424,731,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0178C02.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,179,B ,120,137,53,2,7,16,10,2,1,0,0,0,348,3,351,525,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0179B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,179,C01,147,102,55,1,9,13,9,1,0,0,0,3,337,6,346,524,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0179C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,179,C02,118,125,38,4,4,16,8,1,1,0,0,0,315,7,322,524,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0179C02.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,180,B ,183,143,66,2,21,27,15,1,0,1,0,0,459,8,467,712,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0180B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,180,C01,189,144,70,10,24,25,13,4,0,0,0,0,479,13,492,711,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0180C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,181,B ,170,107,74,5,7,24,10,3,0,2,0,1,402,8,411,597,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0181B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,181,C01,175,116,46,10,4,26,11,4,0,1,0,0,393,2,395,596,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0181C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,182,B ,15,20,116,1,2,3,0,0,0,0,0,0,157,3,160,195,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0182B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,183,B ,56,79,15,7,1,11,2,0,2,0,0,0,173,0,173,350,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0183B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,184,B ,119,122,41,6,4,16,4,3,0,1,0,0,316,10,326,593,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0184B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,185,B ,19,31,18,4,2,9,3,0,1,0,0,0,87,4,91,173,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0185B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,186,B ,37,109,115,2,9,12,5,0,1,1,1,0,292,8,300,496,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0186B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,187,B ,45,105,127,1,6,11,10,4,1,0,0,0,310,11,321,495,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0187B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,187,C01,37,127,106,2,5,27,6,3,0,0,0,0,313,13,326,495,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0187C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,188,B ,22,117,122,10,13,10,3,2,2,1,0,0,302,13,315,535,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0188B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,189,B ,22,66,28,4,8,14,2,3,1,1,1,0,150,5,155,451,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0189B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,190,B ,30,112,44,2,8,23,3,0,0,1,0,0,223,11,234,409,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0190B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,191,B ,20,81,60,3,3,6,1,1,3,0,0,1,178,3,182,300,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0191B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,191,E01,46,117,82,5,5,7,9,2,0,0,0,0,273,8,281,501,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0191E01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,192,B ,98,63,32,15,4,10,8,1,1,0,0,0,232,16,248,501,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0192B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,193,B ,45,102,21,1,4,12,7,2,0,0,0,0,194,5,199,456,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0193B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,193,E01,40,90,27,7,8,13,3,6,1,1,1,0,197,12,209,439,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0193E01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,194,B ,148,104,42,5,10,4,4,6,0,0,0,0,323,12,335,550,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0194B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,194,C01,152,98,28,3,7,8,4,1,0,0,0,0,301,12,313,549,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0194C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,195,B ,68,76,56,2,10,6,4,2,0,1,0,0,225,11,236,414,ACTA CASILLA,ANULADA,JIN-GOB-PAN-001/2016,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0195B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,195,C01,62,84,44,2,20,11,9,3,0,0,1,0,236,13,249,413,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0195C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,196,B ,75,114,155,10,16,21,9,1,0,1,0,0,402,9,411,655,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0196B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,197,B ,35,156,147,9,7,6,13,1,2,0,0,0,376,16,392,638,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0197B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,197,C01,43,170,132,15,3,14,10,1,1,0,0,0,389,11,400,637,ACTA CASILLA,,,
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,198,B ,12,49,35,0,6,9,0,0,0,4,0,0,115,2,117,193,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0198B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,199,B ,18,65,26,4,2,2,0,0,0,1,0,0,118,0,118,194,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0199B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,199,E01,8,81,37,12,3,3,4,0,0,0,0,0,148,7,155,229,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0199E01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,200,B ,127,59,26,12,5,15,3,2,1,1,1,0,252,8,260,462,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0200B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,200,C01,117,74,15,4,6,20,8,1,2,3,1,0,251,2,253,462,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0200C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,201,B ,105,140,52,2,12,18,10,7,2,0,0,0,348,9,357,601,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0201B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,201,C01,113,128,62,3,22,14,9,5,0,0,0,0,356,5,361,601,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0201C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,202,B ,49,161,122,10,7,4,3,4,0,0,0,0,360,29,389,633,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0202B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,203,B ,119,101,39,7,6,15,17,3,0,0,0,0,307,7,314,538,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0203B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,203,C01,112,106,49,4,13,28,10,9,0,0,0,0,331,7,338,538,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0203C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,204,B ,91,140,74,9,13,14,12,0,0,0,2,2,355,15,372,660,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0204B00.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,204,C01,86,139,101,5,9,8,20,2,0,0,0,0,370,11,381,659,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0204C01.jpg
5,13,HIDALGO,8,ACTOPAN,11,ATOTONILCO EL GRANDE,205,B ,11,37,31,2,11,4,4,0,0,0,0,0,100,8,108,175,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0205B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,206,B ,78,109,79,10,22,11,67,2,0,0,0,0,378,14,392,613,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0206B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,206,C01,91,113,93,11,18,12,64,5,0,0,0,0,407,0,407,613,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0206C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,206,C02,70,119,98,20,18,11,61,3,0,0,0,0,400,12,412,612,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0206C02.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,207,B ,117,134,79,17,27,12,91,3,1,0,0,5,481,18,504,713,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0207B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,207,C01,101,153,103,10,28,7,82,3,0,0,1,0,488,27,515,712,ACTA CASILLA,ANULADA,JIN-GOB-PAN-001/2016,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0207C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,208,B ,91,100,76,11,18,9,81,3,0,0,0,0,389,22,411,591,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0208B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,208,C01,87,116,4,21,14,18,81,0,0,0,0,4,341,15,360,591,ACTA CASILLA,ANULADA,JIN-GOB-PAN-001/2016,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0208C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,208,C02,79,106,77,14,15,9,85,2,3,0,0,6,390,13,409,590,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0208C02.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,209,B ,49,94,199,6,41,10,70,0,0,0,0,0,469,12,481,740,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0209B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,209,C01,67,127,156,7,50,7,71,3,0,0,0,0,488,20,508,740,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0209C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,209,C02,51,106,220,9,34,16,84,0,0,0,0,0,520,12,532,740,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0209C02.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,210,B ,53,138,187,13,34,10,30,0,0,0,0,0,465,16,481,732,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0210B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,211,B ,40,143,56,16,14,16,35,2,2,0,0,0,324,29,353,669,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0211B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,211,C01,44,111,72,13,17,20,35,4,0,0,0,0,316,25,341,668,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0211C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,12,ATOTONILCO DE TULA,212,B ,37,105,63,5,16,7,46,0,1,0,0,0,280,18,298,420,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/GOBERNADOR/VG0212B00.jpg
