CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT,PAN_PRD,PAN_PT,PRD_PT,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND19,CAND_IND23,CAND_IND25,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1818,C01,48,54,5,4,7,15,2,,5,5,0,0,1,1,0,0,0,2,8,7,0,164,4,168,460,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1819,B,27,37,9,6,0,16,4,,10,0,0,0,0,0,1,0,0,3,9,7,0,129,5,134,543,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1819,C01,17,47,9,17,3,19,3,,2,2,0,0,0,2,0,0,0,0,1,10,0,132,9,141,542,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1820,B,28,45,5,11,5,24,1,,10,1,0,1,0,1,1,1,0,2,6,7,0,149,5,154,643,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1820,C01,14,73,11,11,3,14,3,,7,2,0,0,0,1,0,0,0,1,4,7,0,151,6,157,643,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1820,C02,17,69,7,9,3,14,5,,9,1,0,0,0,0,0,0,0,2,7,5,0,148,5,153,643,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1820,C03,20,46,12,12,2,22,1,,10,0,1,0,0,1,1,0,0,2,4,12,0,146,6,152,643,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1820,C04,9,56,23,6,7,29,3,,6,0,2,1,0,0,0,0,0,4,10,7,0,163,5,168,642,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1820,C05,18,58,8,9,4,19,1,,6,1,1,0,0,0,0,0,0,5,5,8,1,144,1,145,642,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1821,B,17,48,7,11,16,15,1,,6,0,0,0,0,0,0,0,0,4,3,8,0,136,7,143,524,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1821,C01,20,54,2,7,13,13,1,,3,1,1,0,2,1,0,0,0,2,5,7,1,133,2,135,523,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1822,B,17,58,8,2,7,15,0,,2,1,0,0,0,0,0,1,0,1,11,6,0,129,4,133,461,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1822,C01,21,57,6,2,4,16,2,,3,2,0,0,0,1,0,1,0,2,6,4,0,127,3,130,460,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1823,B,16,49,8,3,5,16,4,,4,1,3,0,0,1,1,1,0,3,3,10,0,128,6,134,484,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1823,C01,20,45,5,7,7,23,2,,5,1,0,0,1,0,0,0,0,1,3,4,0,124,2,126,484,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1824,B,15,34,13,14,3,11,1,,4,0,0,0,0,0,0,0,0,0,3,6,1,105,1,106,416,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1824,C01,28,38,14,7,4,9,4,,8,0,0,0,0,0,1,0,0,4,7,6,0,130,2,132,416,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1825,B,13,35,4,11,4,10,3,,9,5,0,0,0,1,0,1,0,1,2,9,1,109,7,116,440,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1825,C01,22,41,11,4,3,12,3,,4,1,0,0,0,1,1,0,0,1,2,4,2,112,6,118,440,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1826,B,45,92,13,1,12,30,0,,3,0,0,1,0,0,2,0,0,3,6,8,0,216,9,225,710,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1827,B,46,70,4,2,8,33,2,,4,2,0,0,0,0,1,0,0,6,6,11,0,195,4,199,609,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1828,B,31,41,8,4,5,41,5,,4,2,1,0,0,0,2,0,0,5,8,9,3,169,8,177,602,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1829,B,17,49,6,1,0,20,2,,3,1,2,1,0,1,0,0,0,3,10,6,1,123,5,128,465,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1830,B,19,42,7,4,3,28,7,,9,1,1,0,0,1,0,0,0,1,8,10,1,142,5,147,607,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1831,B,55,61,3,3,4,22,3,,3,0,1,1,1,0,0,0,0,0,4,17,0,178,9,187,654,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1831,C01,38,68,5,5,10,23,1,,4,1,0,0,0,0,1,0,0,2,6,14,0,178,7,185,654,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1831,C02,52,39,9,4,1,33,1,,2,1,0,0,1,0,1,0,0,1,3,15,2,165,5,170,654,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1831,C03,41,68,4,1,6,17,1,,7,0,0,0,0,0,0,0,0,2,7,6,0,160,6,166,653,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1832,C01,22,83,9,5,9,31,2,,4,3,0,0,1,2,0,0,0,8,2,8,0,189,7,196,606,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1832,B,39,64,10,9,16,18,1,,3,0,1,0,0,2,0,1,0,4,5,0,1,174,9,183,606,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1833,C01,14,46,3,5,6,18,2,,3,2,1,1,0,0,1,0,0,1,1,3,0,107,10,117,382,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1833,B,10,54,6,7,2,19,0,,3,0,1,0,0,0,0,0,0,4,0,2,0,108,7,115,383,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1834,C01,19,65,8,6,28,14,2,,3,0,1,0,0,1,1,1,0,4,7,6,0,166,7,173,574,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1834,B,24,48,16,12,16,20,1,,5,2,0,0,0,0,1,0,1,1,6,19,0,172,5,177,574,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1835,B,27,61,12,8,12,29,5,,6,0,0,0,0,2,1,1,0,3,6,12,0,185,9,194,581,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1836,B,37,85,10,8,17,17,11,,1,0,1,0,0,1,1,0,0,3,20,14,1,227,10,237,685,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1837,B,31,59,10,8,30,25,5,,3,2,1,1,0,2,1,0,0,2,10,10,0,200,2,202,566,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1838,B,32,49,7,5,2,17,11,,3,0,1,0,0,0,0,0,0,4,5,10,0,146,2,148,599,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1839,B,42,71,12,6,5,25,0,,2,3,1,0,1,2,0,0,0,5,10,14,0,199,4,203,575,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1840,C01,17,34,6,6,4,21,2,,10,0,0,0,0,0,0,0,0,1,3,5,4,113,0,113,377,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1840,B,10,24,3,3,0,13,3,,3,2,2,0,0,0,1,0,0,3,2,8,1,78,3,81,377,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1841,C01,13,51,11,9,8,11,1,,2,1,0,0,0,0,1,0,0,4,7,5,0,124,5,129,406,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1841,B,14,46,11,8,4,14,2,,5,1,0,0,0,1,0,0,1,5,7,9,0,128,7,135,407,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1842,C01,18,49,9,10,6,12,1,,2,1,1,0,0,1,0,1,0,2,5,6,0,124,7,131,395,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1842,B,14,46,10,8,6,11,2,,2,1,0,0,2,0,0,0,0,3,4,5,0,114,4,118,396,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1843,C01,15,38,7,15,5,19,2,,3,2,0,0,0,0,0,0,0,2,0,7,0,115,4,119,430,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1843,B,18,49,5,18,5,14,1,,5,2,0,0,0,0,0,0,0,2,2,0,1,122,0,122,431,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1844,C01,17,46,11,5,2,24,2,,2,2,1,0,0,0,0,0,0,7,6,8,0,133,4,137,497,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1844,B,22,49,8,4,5,17,1,,4,2,1,0,1,0,1,0,1,3,1,6,2,128,4,132,497,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1845,C01,16,60,10,6,1,11,4,,3,0,0,0,0,0,0,0,0,0,7,1,0,119,6,125,389,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1845,B,13,49,7,1,2,13,3,,2,0,0,0,0,1,0,0,0,1,3,8,0,103,5,108,390,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1846,B,38,69,24,5,6,21,2,,12,5,2,0,0,1,0,0,0,2,2,22,1,212,7,219,724,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1847,C01,17,54,8,9,5,11,3,,9,1,0,0,0,0,0,0,0,3,4,6,0,130,7,137,519,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1847,B,23,57,6,15,4,9,5,,10,2,1,0,0,2,0,0,0,4,3,16,1,158,11,169,520,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1847,C02,27,42,7,6,5,22,7,,5,3,0,0,0,0,0,0,0,1,2,2,0,129,4,133,519,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1848,C01,19,37,6,15,8,13,2,,3,1,0,0,0,1,0,0,0,2,5,12,0,124,3,127,433,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1848,B,16,37,8,12,4,18,5,,6,1,0,0,0,0,0,0,0,2,3,12,0,124,4,128,434,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1849,C01,12,35,12,5,5,16,1,,5,0,1,0,1,0,1,0,0,2,1,7,0,104,7,111,498,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1849,B,20,45,9,4,6,21,2,,1,2,0,0,0,0,2,0,0,3,7,4,0,126,4,130,499,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1850,B,35,60,10,10,8,21,3,,10,1,1,0,0,0,1,0,0,2,5,12,0,179,4,183,563,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1851,B,28,72,9,8,5,28,2,,9,0,0,0,1,0,0,0,0,4,7,12,0,185,4,189,594,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1852,B,34,96,19,18,6,28,3,,4,2,0,0,0,0,4,1,0,0,7,12,1,235,7,242,728,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1853,C01,10,39,6,4,1,29,3,,2,1,0,0,1,1,0,0,0,0,3,12,1,113,3,116,407,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1853,B,18,31,4,7,6,19,3,,5,1,2,0,0,0,0,0,0,3,2,6,0,107,2,109,408,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1854,B,27,42,15,10,7,16,5,,4,0,0,0,0,0,1,0,0,1,6,10,0,144,6,150,697,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1855,B,17,55,11,12,13,25,1,,9,0,0,0,0,1,1,0,0,4,5,9,0,163,6,169,730,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1856,C01,25,38,4,5,23,18,2,,3,3,0,0,0,0,0,1,0,4,1,3,0,130,2,132,452,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1856,B,21,39,5,2,21,18,2,,5,2,0,1,0,1,2,0,0,0,4,5,3,131,8,139,453,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1857,C01,22,54,1,7,25,20,2,,4,1,0,0,0,0,0,0,0,2,9,1,0,148,4,152,436,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1857,B,19,35,5,4,14,17,4,,3,1,0,0,0,1,0,1,0,3,2,4,0,113,10,123,437,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1858,C01,28,43,11,6,7,13,1,,4,0,0,0,0,0,0,0,0,3,4,4,0,124,4,128,479,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1858,B,22,62,7,3,9,14,1,,3,0,0,0,0,1,0,0,0,0,3,0,0,125,7,132,479,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1859,C01,34,57,13,13,23,26,1,,7,3,0,0,1,0,1,0,0,2,4,7,0,192,6,198,641,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1859,B,33,67,8,8,19,26,3,,1,1,0,0,0,0,0,0,0,3,3,8,0,180,3,183,642,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1859,C02,19,69,4,6,16,26,1,,2,1,1,0,0,0,0,0,0,3,8,8,0,164,6,170,641,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1859,C03,12,53,13,11,23,24,2,,6,0,0,0,0,1,2,0,0,1,5,6,1,160,3,163,641,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
