CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT,PAN_PRD,PAN_PT,PRD_PT,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND19,CAND_IND23,CAND_IND25,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1859,C04,21,70,3,8,34,21,5,,5,0,2,0,0,0,0,0,0,0,6,3,2,180,4,184,641,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1860,C01,18,53,10,10,6,24,2,,3,3,1,0,0,0,1,0,0,1,9,7,1,149,2,151,535,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1860,B,27,55,9,10,10,16,1,,1,4,1,0,0,1,1,0,0,0,5,7,0,148,5,153,536,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1860,C02,16,43,9,8,11,24,2,,2,2,0,1,0,0,0,0,1,1,3,7,1,131,3,134,535,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1861,B,26,62,5,15,5,19,2,,2,0,0,0,0,2,2,0,0,0,4,4,1,149,11,160,633,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1862,C01,41,57,12,10,3,27,8,,2,7,0,0,0,1,0,0,0,4,5,33,1,211,6,217,733,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1862,B,37,49,7,8,5,35,2,,7,4,1,0,0,1,0,1,0,2,4,27,1,191,6,197,734,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1863,C01,27,48,5,3,5,14,0,,9,2,2,0,0,0,1,0,0,4,14,4,0,138,3,141,414,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1863,B,22,40,11,4,3,13,4,,2,2,0,0,1,1,0,0,0,4,7,6,0,120,1,121,414,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1864,C01,14,49,9,9,6,18,5,,6,2,0,0,0,0,0,0,0,6,5,4,0,133,5,138,413,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1864,B,14,49,7,5,4,15,1,,9,1,1,0,0,0,1,0,0,3,6,3,1,120,4,124,414,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1865,B,18,54,12,16,11,31,4,,11,2,0,0,0,0,0,0,0,0,4,11,0,174,4,178,607,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1866,B,19,56,7,10,18,12,3,,10,2,2,1,0,0,1,1,0,3,3,1,0,149,9,158,577,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1867,B,11,39,9,6,2,24,4,,3,0,0,0,0,0,0,0,0,1,1,4,0,104,6,110,378,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1868,C01,14,76,13,8,10,23,5,,10,3,1,0,0,0,0,0,0,1,5,6,1,176,4,180,650,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1868,B,15,103,15,7,8,26,3,,7,0,0,0,0,0,2,0,0,1,2,0,0,189,4,193,651,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,C01,14,71,8,26,5,34,3,,6,0,0,0,0,0,0,1,0,0,13,2,0,183,4,187,724,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,B,20,80,14,14,4,28,1,,8,1,2,0,0,0,1,1,0,6,4,7,0,191,3,194,724,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01,17,76,15,15,6,20,3,,8,0,0,0,0,1,0,0,0,6,4,7,0,178,12,190,673,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01C01,23,56,12,17,5,29,5,,2,2,1,0,0,0,1,0,0,0,5,3,0,161,9,170,673,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01C02,11,78,9,27,10,26,6,,3,0,0,0,1,0,1,1,0,0,10,6,1,190,9,199,673,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01C03,26,93,13,22,6,21,5,,5,0,0,0,0,0,2,0,0,3,3,1,0,200,8,208,673,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01C04,20,71,10,25,10,24,4,,10,1,0,0,0,0,1,0,0,2,4,4,0,186,8,194,672,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01C05,23,88,5,15,6,22,3,,6,3,1,1,0,0,2,0,0,4,6,9,0,194,12,206,672,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,C02,22,99,15,9,4,20,4,,8,1,0,0,1,0,0,0,0,7,5,8,0,203,5,208,724,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,C03,19,79,11,17,1,18,6,,8,6,1,0,0,0,2,1,0,4,3,9,0,185,15,200,724,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,C04,18,78,10,13,7,31,3,,9,3,0,0,0,1,2,0,0,2,3,3,2,185,11,196,724,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,C05,21,78,10,17,5,21,0,,11,0,3,0,0,0,1,0,2,8,6,6,1,190,15,205,724,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,C06,32,74,14,8,7,23,4,,6,3,0,0,0,1,1,0,0,5,3,2,2,185,10,195,723,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,C01,53,59,15,5,5,27,5,,6,1,1,0,0,2,0,0,0,3,5,14,1,202,8,210,708,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01C05,42,59,7,9,4,39,3,,6,3,1,0,0,0,0,0,0,1,7,17,1,199,4,203,720,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,B,43,61,5,6,4,28,3,,4,0,0,0,0,0,0,0,0,3,1,19,1,178,6,184,708,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01,35,57,11,8,8,24,3,,7,0,3,0,0,0,1,0,0,6,7,14,2,186,7,193,721,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01C01,44,56,11,10,2,24,5,,2,1,0,0,1,1,1,0,0,5,6,18,0,187,5,192,721,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01C02,40,38,7,11,6,21,3,,4,1,0,0,0,0,0,0,0,4,6,9,0,150,3,153,721,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01C03,37,55,7,15,5,26,2,,6,2,0,0,0,1,0,0,0,3,5,12,0,176,4,180,721,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01C04,44,62,7,7,6,24,4,,5,2,0,0,0,1,1,0,0,2,12,6,3,186,3,189,721,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,C02,53,38,14,7,6,25,4,,3,1,0,0,0,2,0,0,0,4,2,13,0,172,7,179,708,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1871,B,26,82,8,13,1,5,39,,2,1,1,1,3,1,2,1,0,0,3,4,0,193,6,199,377,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1872,B,37,122,22,11,10,6,9,,8,2,1,1,1,2,2,1,0,2,2,13,0,252,16,268,512,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1873,B,22,149,9,10,8,12,4,,4,0,2,0,1,1,4,0,0,1,12,1,1,241,2,243,620,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1874,C01,20,71,6,26,21,13,6,,7,2,0,1,0,0,0,0,0,2,7,1,0,183,8,191,600,GRUPO DE RECUENTO,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1874,B,27,76,3,11,13,9,7,,2,0,0,0,0,0,2,0,0,3,7,4,0,164,11,175,600,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1874,C02,21,82,21,19,8,11,7,,4,2,0,0,1,0,1,0,0,2,11,3,0,193,4,197,600,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1875,C01,32,97,11,17,9,26,3,,3,2,0,0,0,1,1,0,0,6,8,0,0,216,7,223,632,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1875,B,16,91,8,16,9,19,2,,3,1,0,0,0,1,2,0,0,1,4,3,0,176,9,185,632,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1876,B,36,104,6,9,10,4,2,,3,1,1,0,1,0,3,1,0,6,5,1,0,193,12,205,347,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1877,C01,27,90,19,10,37,11,3,,4,0,1,0,0,1,1,0,0,4,1,1,0,210,6,216,415,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1877,B,26,82,18,10,34,7,2,,2,2,1,0,0,0,0,0,0,1,3,0,0,188,7,195,416,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1878,B,21,158,14,13,32,6,2,,0,1,1,0,0,1,3,0,0,4,0,0,0,256,17,273,462,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1879,B,8,137,6,13,3,3,4,,2,0,0,0,0,0,0,0,0,0,3,0,0,179,3,182,418,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1880,B,20,121,14,13,54,52,7,,14,1,1,0,0,0,0,1,1,2,18,0,0,319,13,332,616,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1881,B,18,76,8,13,9,4,1,,2,0,0,0,1,0,0,0,0,0,2,1,0,135,3,138,226,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1882,B,16,60,6,1,6,5,3,,0,0,0,0,0,0,0,0,0,1,2,0,0,100,3,103,169,ACTA CASILLA,,LOS REGISTROS DE LA VOTACIÓN CORRESPONDEN A LA ELECCIÓN EXTRAORDINARIA CELEBRADA EL 4 DE DICIEMBRE DE 2017,
