CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRD,PRI_PVEM_PD_NVA_ALIANZA ,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,10,DURANGO,8,EL ORO,3,CONETO DE COMONFORT,65,B,3,,,5,20,107,,,211,2,0,,,,,,,,,,,,,,,0,348,9,357,486,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CONETO DE COMONFORT/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/CONETO DE COMONFORT_AEC_AYU_0065B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,66,B,113,132,,,60,,,,,61,2,,,,,,,,,,,,,,,0,368,5,373,571,Grupo de Recuento,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,66,C01,127,108,,,87,,,,,58,4,,,,,,,,,,,,,,,0,384,11,395,570,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,66,C02,113,122,,,68,,,,,53,9,,,,,,,,,,,,,,,0,365,7,372,570,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,67,B,138,103,,,64,,,,,65,5,,,,,,,,,,,,,,,0,375,13,388,616,Grupo de Recuento,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,67,C01,145,101,,,67,,,,,64,8,,,,,,,,,,,,,,,0,385,9,394,616,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0067C1.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,68,B,112,90,,,55,,,,,72,2,,,,,,,,,,,,,,,0,331,6,337,459,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,68,C01,105,104,,,59,,,,,43,3,,,,,,,,,,,,,,,0,314,4,318,459,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0068C1.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,69,B,90,160,,,113,,,,,77,4,,,,,,,,,,,,,,,0,444,11,455,681,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,69,C01,98,166,,,99,,,,,76,6,,,,,,,,,,,,,,,0,445,4,449,681,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,69,C02,135,144,,,81,,,,,82,7,,,,,,,,,,,,,,,0,449,7,456,680,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,69,SMR01,11,8,,,12,,,,,5,0,,,,,,,,,,,,,,,0,36,0,36,0,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,70,B,129,128,,,37,,,,,62,5,,,,,,,,,,,,,,,0,361,13,374,548,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0070B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,70,C01,110,132,,,39,,,,,68,2,,,,,,,,,,,,,,,0,351,6,357,547,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0070C1.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,72,B,169,35,,,25,,,,,28,3,,,,,,,,,,,,,,,0,260,8,268,461,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0072B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,73,B,109,115,,,27,,,,,80,6,,,,,,,,,,,,,,,0,337,7,344,660,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0073B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,73,C01,116,93,,,44,,,,,61,7,,,,,,,,,,,,,,,0,321,9,330,659,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,74,B,31,28,,,6,,,,,69,0,,,,,,,,,,,,,,,0,134,4,138,248,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,75,B,39,65,,,1,,,,,75,1,,,,,,,,,,,,,,,0,181,2,183,391,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0075B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,75,C01,48,37,,,78,,,,,52,1,,,,,,,,,,,,,,,0,216,3,219,390,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,76,B,44,68,,,67,,,,,41,1,,,,,,,,,,,,,,,0,221,4,225,546,Grupo de Recuento,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,76,C01,59,67,,,74,,,,,55,2,,,,,,,,,,,,,,,0,257,11,268,545,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0076C1.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,77,B,57,40,,,16,,,,,41,1,,,,,,,,,,,,,,,0,155,5,160,215,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0077B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,78,B,111,122,,,22,,,,,3,0,,,,,,,,,,,,,,,0,258,9,267,466,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,79,B,74,80,,,13,,,,,23,1,,,,,,,,,,,,,,,0,191,5,196,325,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,80,B,89,153,,,15,,,,,143,3,,,,,,,,,,,,,,,0,403,11,414,598,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0080B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,80,C01,107,162,,,14,,,,,101,3,,,,,,,,,,,,,,,0,387,5,392,598,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,81,B,115,91,,,26,,,,,5,2,,,,,,,,,,,,,,,0,239,4,243,305,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,82,B,22,12,,,21,,,,,1,3,,,,,,,,,,,,,,,0,59,1,60,107,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,82,E01,16,15,,,14,,,,,6,0,,,,,,,,,,,,,,,0,51,1,52,71,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,83,B,50,54,,,22,,,,,56,0,,,,,,,,,,,,,,,0,182,6,188,298,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0083B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,84,B,63,89,,,44,,,,,51,0,,,,,,,,,,,,,,,0,247,4,251,366,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,85,B,32,58,,,15,,,,,42,1,,,,,,,,,,,,,,,0,148,5,153,267,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,86,B,63,65,,,21,,,,,42,1,,,,,,,,,,,,,,,0,192,2,194,332,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0086B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,87,B,207,56,,,49,,,,,44,1,,,,,,,,,,,,,,,0,357,14,371,619,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,89,B,15,76,,,14,,,,,26,1,,,,,,,,,,,,,,,0,132,4,136,285,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,90,B,51,31,,,18,,,,,25,0,,,,,,,,,,,,,,,0,125,4,129,203,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,91,B,106,86,,,55,,,,,4,1,,,,,,,,,,,,,,,0,252,2,254,434,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,94,B,61,76,,,16,,,,,28,0,,,,,,,,,,,,,,,0,181,6,187,377,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,94,C01,67,68,,,19,,,,,50,0,,,,,,,,,,,,,,,0,204,5,209,376,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0094C1.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,95,B,78,102,,,16,,,,,54,1,,,,,,,,,,,,,,,0,251,5,256,491,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,95,C01,82,93,,,15,,,,,7,0,,,,,,,,,,,,,,,0,197,4,201,491,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,96,B,64,81,,,14,,,,,32,0,,,,,,,,,,,,,,,0,191,12,203,374,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,97,B,74,99,,,16,,,,,64,1,,,,,,,,,,,,,,,0,254,7,261,485,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,97,E01,21,27,,,2,,,,,7,1,,,,,,,,,,,,,,,0,58,0,58,91,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,99,B,51,133,,,47,,,,,98,1,,,,,,,,,,,,,,,0,330,7,337,550,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,99,C01,73,105,,,60,,,,,81,1,,,,,,,,,,,,,,,0,320,10,330,550,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,100,B,57,119,,,69,,,,,65,4,,,,,,,,,,,,,,,0,314,3,317,548,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,100,C01,73,114,,,73,,,,,61,1,,,,,,,,,,,,,,,0,322,13,335,547,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,101,B,47,116,,,62,,,,,65,0,,,,,,,,,,,,,,,0,290,7,297,500,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,102,B,84,83,,,51,,,,,34,0,,,,,,,,,,,,,,,0,252,14,266,460,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0102B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,103,B,64,114,,,34,,,,,141,2,,,,,,,,,,,,,,,0,355,9,364,670,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,104,B,21,43,,,49,,,,,40,0,,,,,,,,,,,,,,,0,153,3,156,222,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,105,B,148,160,,,23,,,,,45,8,,,,,,,,,,,,,,,0,384,12,396,732,Acta casilla,,,
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,106,B,116,127,,,18,,,,,55,5,,,,,,,,,,,,,,,0,321,14,335,586,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/CUENCAMÉ/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/0106B.pdf
1,10,DURANGO,14,CUENCAME ,4,CUENCAME,107,B,46,60,,,7,,,,,27,0,,,,,,,,,,,,,,,0,140,7,147,233,Acta casilla,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,108,B,277,147,,,17,,,,,8,0,,15,16,,,,,,,,,,,,0,480,1,481,749,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0108B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,108,C01,300,143,,,13,,,,,11,2,,11,25,,,,,,,,,,,,0,505,2,507,748,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0108C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,108,C02,302,140,,,15,,,,,11,2,,16,16,,,,,,,,,,,,0,502,6,508,748,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0108C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,108,C03,298,138,,,11,,,,,7,1,,10,16,,,,,,,,,,,,0,481,2,483,748,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0108C3.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,108,C04,296,122,,,15,,,,,6,2,,5,18,,,,,,,,,,,,1,464,3,468,748,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0108C4.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,108,C05,305,114,,,18,,,,,10,1,,10,12,,,,,,,,,,,,0,470,4,474,748,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0108C5.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,108,C06,277,128,,,13,,,,,9,2,,8,18,,,,,,,,,,,,0,455,3,458,748,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0108C6.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,108,C07,302,137,,,7,,,,,4,6,,14,17,,,,,,,,,,,,0,487,7,494,748,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0108C7.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,B,185,124,,,19,,,,,8,3,,10,8,,,,,,,,,,,,0,357,4,361,845,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0118B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C01,184,123,,,20,,,,,6,5,,114,5,,,,,,,,,,,,0,457,4,461,721,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0118C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C02,195,155,,,25,,,,,12,5,,0,0,,,,,,,,,,,,0,392,0,392,721,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0118C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C03,141,131,,,20,,,,,4,3,,5,6,,,,,,,,,,,,0,310,5,315,721,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0118C3.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C04,159,127,,,16,,,,,12,1,,13,19,,,,,,,,,,,,0,347,6,353,721,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0118C4.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C05,177,131,,,22,,,,,12,5,,4,12,,,,,,,,,,,,0,363,7,370,721,Acta casilla,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C06,173,142,,,25,,,,,14,4,,6,6,,,,,,,,,,,,0,370,8,378,721,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0118C6.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C07,170,128,,,18,,,,,4,8,,15,7,,,,,,,,,,,,0,350,3,353,721,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0118C7.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C08,171,131,,,20,,,,,13,7,,2,10,,,,,,,,,,,,0,354,6,360,721,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0118C8.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C09,170,123,,,16,,,,,7,1,,2,9,,,,,,,,,,,,0,328,6,334,721,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0118C9.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C10,202,128,,,21,,,,,7,1,,5,6,,,,,,,,,,,,0,370,6,376,721,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0118C10.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,118,C11,182,133,,,24,,,,,7,3,,6,7,,,,,,,,,,,,0,362,3,365,721,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0118C11.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,119,B,149,106,,,30,,,,,4,3,,1,4,,,,,,,,,,,,0,297,4,301,652,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0119B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,119,C01,131,104,,,31,,,,,8,6,,3,5,,,,,,,,,,,,0,288,12,300,652,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0119C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,120,B,168,151,,,21,,,,,11,3,,6,3,,,,,,,,,,,,0,363,4,367,729,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0120B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,120,C01,161,128,,,34,,,,,5,4,,2,3,,,,,,,,,,,,0,337,5,342,728,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0120C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,121,B,101,73,,,33,,,,,5,2,,5,2,,,,,,,,,,,,0,221,4,225,461,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0121B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,121,C01,116,59,,,24,,,,,7,6,,2,5,,,,,,,,,,,,0,219,5,224,461,Acta casilla,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,122,B,84,59,,,33,,,,,3,4,,3,3,,,,,,,,,,,,0,189,1,190,396,Grupo de Recuento,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,122,C01,87,64,,,35,,,,,6,3,,0,0,,,,,,,,,,,,0,195,0,195,395,Grupo de Recuento,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,123,B,137,84,,,23,,,,,8,2,,1,3,,,,,,,,,,,,0,258,1,259,593,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0123B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,123,C01,138,91,,,30,,,,,5,2,,4,4,,,,,,,,,,,,0,274,5,279,593,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0123C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,123,C02,133,87,,,37,,,,,6,6,,5,2,,,,,,,,,,,,0,276,6,282,592,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0123C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,124,B,135,116,,,64,,,,,3,2,,2,7,,,,,,,,,,,,0,329,8,337,681,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0124B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,124,C01,116,134,,,52,,,,,7,1,,2,4,,,,,,,,,,,,0,316,9,325,681,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0124C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,125,B,128,85,,,32,,,,,11,6,,4,3,,,,,,,,,,,,0,269,3,272,543,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0125B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,125,C01,118,108,,,33,,,,,2,1,,4,4,,,,,,,,,,,,0,270,5,275,543,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0125C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,125,C02,140,104,,,37,,,,,6,3,,4,2,,,,,,,,,,,,0,296,6,302,543,Grupo de Recuento,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,126,B,153,138,,,25,,,,,14,0,,0,6,,,,,,,,,,,,0,336,7,343,649,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0126B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,126,C01,163,109,,,39,,,,,12,4,,5,3,,,,,,,,,,,,0,335,10,345,649,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0126C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,127,B,151,185,,,15,,,,,13,2,,6,7,,,,,,,,,,,,0,379,5,384,705,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0127B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,127,C01,145,147,,,31,,,,,7,2,,6,6,,,,,,,,,,,,0,344,6,350,705,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/CONSTANCIAS DE RECUENTO/DURANGO_0127C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,128,B,148,169,,,26,,,,,4,3,,3,7,,,,,,,,,,,,0,360,5,365,681,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0128B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,128,C01,150,161,,,14,,,,,7,2,,6,6,,,,,,,,,,,,0,346,10,356,681,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0128C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,128,C02,122,169,,,19,,,,,12,5,,3,3,,,,,,,,,,,,0,333,8,341,681,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0128C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,128,C03,144,156,,,22,,,,,10,6,,9,8,,,,,,,,,,,,0,355,0,355,680,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0128C3.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,128,C04,123,155,,,27,,,,,7,1,,1,1,,,,,,,,,,,,0,315,6,321,680,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0128C4.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,128,C05,135,158,,,26,,,,,8,4,,6,3,,,,,,,,,,,,0,340,3,343,680,Acta casilla,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,129,B,162,147,,,14,,,,,11,3,,9,13,,,,,,,,,,,,0,359,6,365,666,Grupo de Recuento,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,129,C01,179,144,,,15,,,,,8,2,,8,9,,,,,,,,,,,,0,365,4,369,666,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0129C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,129,C02,155,136,,,19,,,,,7,1,,9,12,,,,,,,,,,,,1,339,4,344,665,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/DURANGO_AEC_AYU_0129C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,129,C03,215,140,,,21,,,,,9,4,,12,15,,,,,,,,,,,,1,416,2,419,665,Grupo de Recuento,,,
