uniqueid,year,incumbent_party_Horacio
28041,2013,PRI_PVEM_PANAL
28041,2016,PRI_PVEM_PANAL
28041,2018,NA
28042,1995,PRI
28042,1998,PRI
28042,2001,PRI
28042,2004,PRI
28042,2007,PRI
28042,2010,PRI_PANAL
28042,2013,PRI_PVEM_PANAL
28042,2016,PAN
28042,2018,NA
28043,1995,PRI
28043,1998,PRI
28043,2001,PAN
28043,2004,PAN
28043,2007,PRI
28043,2010,PAN
28043,2013,PAN
28043,2016,PAN
28043,2018,NA
