CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,6,COLIMA,3,,1,COLIMA,62,E,1,5,E01C05,90,55,7,6,14,37,8,122,0,2,3,4,1,0,1,,,,,350,0,0,350,657,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,62,E,1,6,E01C06,75,60,6,6,18,26,9,135,2,1,1,4,3,0,0,,,,,346,0,21,367,657,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,62,E,1,7,E01C07,78,55,2,7,10,50,16,92,4,0,1,3,3,0,1,,,,,322,0,18,340,657,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,63,B,1,0,B,48,40,11,18,10,29,14,67,3,2,5,1,1,0,0,100,,,,349,0,13,362,568,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,63,C,1,0,C01,51,51,2,17,12,21,11,86,0,1,5,4,0,0,0,74,,,,335,0,20,355,568,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,64,B,1,0,B,97,67,3,19,10,33,11,74,4,0,2,7,3,0,0,61,,,,391,1,19,411,620,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,64,C,1,0,C01,71,62,3,32,11,31,13,87,1,4,3,1,2,0,0,60,,,,381,0,18,399,619,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,65,B,1,0,B,60,44,3,23,14,20,9,79,2,1,6,1,1,0,0,43,,,,306,0,16,322,596,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,65,C,1,0,C01,63,39,4,26,9,18,11,74,3,0,6,0,0,0,2,46,,,,301,0,21,322,596,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,65,E,1,0,E01,51,53,6,13,8,28,8,77,8,3,2,2,4,0,0,21,,,,284,1,5,290,434,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,65,E,1,1,E01C01,68,46,1,20,4,27,16,64,1,3,0,4,1,0,1,15,,,,271,2,9,282,433,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,66,B,1,0,B,74,100,2,21,7,27,24,86,1,3,1,4,0,0,1,13,,,,364,1,17,382,569,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,66,C,1,0,C01,62,94,7,28,5,19,35,80,3,0,5,2,0,1,1,10,,,,352,1,4,357,568,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,67,B,1,0,B,38,66,7,23,6,42,46,78,2,1,2,3,0,1,0,13,,,,328,0,13,341,492,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,67,C,1,0,C01,60,55,1,21,5,23,43,71,1,3,6,2,0,0,2,21,,,,314,0,12,326,492,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,68,B,1,0,B,92,95,6,13,14,46,43,131,2,0,1,0,4,0,0,,,,,447,0,11,458,720,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,68,C,1,0,C01,106,91,6,6,8,67,40,127,5,0,8,4,1,0,1,,,,,470,0,22,492,720,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,69,B,1,0,B,79,54,6,25,15,52,16,136,10,0,3,3,1,0,0,,,,,400,0,15,415,733,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,69,C,1,0,C01,87,55,4,15,18,60,19,139,10,0,1,5,2,0,1,,,,,416,1,12,429,733,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,69,C,2,0,C02,80,46,5,11,12,55,22,183,6,0,0,3,0,0,1,,,,,424,1,15,440,732,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,69,C,3,0,C03,93,55,5,12,17,54,20,129,1,3,2,4,4,0,0,,,,,399,0,23,422,732,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,69,C,4,0,C04,92,56,2,15,20,65,19,120,2,3,2,4,1,0,1,,,,,402,0,10,412,732,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,70,B,1,0,B,75,75,8,11,6,71,18,88,4,2,2,2,0,0,0,,,,,362,2,19,383,566,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,70,C,1,0,C01,92,99,0,13,1,74,23,81,5,3,4,2,1,0,1,,,,,399,2,15,416,566,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,71,B,1,0,B,42,57,2,11,6,26,14,79,2,2,3,2,1,0,0,,,,,247,0,12,259,462,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,71,C,1,0,C01,39,48,6,9,11,27,12,75,2,2,4,2,1,0,0,,,,,238,0,15,253,461,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,72,B,1,0,B,47,50,5,8,4,21,17,62,0,4,0,2,0,0,0,,,,,220,0,10,230,391,Acta Levantada en Consejo,,,
5,6,COLIMA,1,,1,COLIMA,72,C,1,0,C01,43,33,4,6,9,26,18,71,1,1,0,1,0,1,0,,,,,214,0,8,222,391,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,73,B,1,0,B,88,51,6,10,8,25,11,64,1,3,1,0,1,0,0,53,,,,322,0,9,331,584,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,73,C,1,0,C01,81,40,5,19,15,22,13,78,3,3,1,1,0,0,1,55,,,,337,0,15,352,584,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,73,E,1,0,E01,73,77,5,21,7,32,10,110,1,2,5,4,0,0,0,22,,,,369,1,7,377,606,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,73,E,1,1,E01C01,68,69,3,25,11,37,8,96,3,1,1,5,0,1,1,29,,,,358,0,13,371,606,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,73,E,1,2,E01C02,85,56,7,26,11,26,14,94,6,3,5,4,1,0,1,28,,,,367,0,12,379,606,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,73,E,1,3,E01C03,77,69,8,32,4,36,13,102,7,1,3,0,0,0,0,26,,,,378,2,8,388,606,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,74,B,1,0,B,73,47,6,23,5,26,10,81,2,0,4,0,1,0,0,58,,,,336,0,21,357,608,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,74,C,1,0,C01,69,35,2,22,7,26,15,109,5,1,5,1,1,0,1,58,,,,357,0,14,371,607,Acta Levantada en Consejo,,,
5,6,COLIMA,2,,1,COLIMA,74,C,2,0,C02,68,50,5,22,8,35,7,97,0,2,5,0,2,0,1,37,,,,339,0,21,360,607,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,75,B,1,0,B,99,75,10,13,13,29,21,124,9,3,1,1,1,0,0,,,,,399,0,17,416,729,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,75,C,1,0,C01,100,68,12,9,12,26,28,142,3,1,3,4,3,0,0,,,,,411,2,14,427,729,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,76,B,1,0,B,92,77,4,5,7,24,15,115,4,1,1,0,1,1,0,,,,,347,0,17,364,591,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,76,C,1,0,C01,76,64,9,14,9,20,13,99,7,2,1,3,2,0,0,,,,,319,0,8,327,591,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,76,C,2,0,C02,88,67,10,7,10,22,10,103,1,4,1,2,1,1,0,,,,,327,0,16,343,591,Acta Levantada en Consejo,,,
5,6,COLIMA,6,,1,COLIMA,77,B,1,0,B,127,94,6,9,8,42,31,135,10,0,0,3,1,0,1,,24,,,491,0,20,511,747,Acta de Casilla,,,
5,6,COLIMA,6,,1,COLIMA,77,C,1,0,C01,124,101,6,10,12,44,25,141,8,0,3,1,1,1,0,,18,,,495,0,14,509,746,Acta de Casilla,,,
5,6,COLIMA,6,,1,COLIMA,78,B,1,0,B,27,41,2,1,3,13,12,30,2,0,1,1,0,0,1,,9,,,143,0,7,150,183,Acta de Casilla,,,
5,6,COLIMA,6,,1,COLIMA,79,B,1,0,B,66,90,0,8,10,38,13,110,8,0,0,2,1,0,2,,22,,,370,0,14,384,571,Acta Levantada en Consejo,,,
5,6,COLIMA,6,,1,COLIMA,79,C,1,0,C01,68,104,4,9,7,38,29,106,8,0,1,2,0,0,0,,20,,,396,0,9,405,571,Acta Levantada en Consejo,,,
5,6,COLIMA,6,,1,COLIMA,79,C,2,0,C02,71,103,8,5,8,43,17,112,10,0,2,1,0,0,0,,18,,,398,0,19,417,570,Acta Levantada en Consejo,,,
5,6,COLIMA,6,,1,COLIMA,80,B,1,0,B,81,100,2,9,20,35,12,143,2,0,1,5,4,0,0,,22,,,436,0,16,452,723,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,81,B,1,0,B,75,120,5,6,18,34,21,146,9,1,4,2,2,0,0,,,,,443,2,15,460,733,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,81,C,1,0,C01,62,105,9,11,18,39,11,129,3,2,5,2,2,0,0,,,,,398,0,18,416,733,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,81,C,2,0,C02,92,111,7,8,23,39,22,143,4,1,2,0,1,0,0,,,,,453,0,18,471,733,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,82,B,1,0,B,79,86,9,11,17,44,18,125,6,0,8,1,2,0,1,,,,,407,0,14,421,746,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,82,C,1,0,C01,78,108,9,8,28,39,16,107,3,0,1,8,2,0,0,,,,,407,0,14,421,746,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,82,C,2,0,C02,91,89,6,9,33,46,13,91,2,4,4,5,5,1,0,,,,,399,1,29,429,746,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,82,E,1,0,E01,23,37,4,4,3,6,4,35,2,0,1,1,0,0,0,,,,,120,0,8,128,364,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,83,B,1,0,B,31,24,5,4,3,5,0,55,1,0,1,2,0,0,0,,,,,131,0,8,139,296,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,83,E,1,0,E01,14,47,1,7,4,10,22,27,2,0,1,0,1,0,0,,,,,136,0,3,139,197,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,83,E,2,0,E02,10,31,1,2,3,6,6,28,2,0,0,0,1,0,0,,,,,90,0,5,95,123,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,84,B,1,0,B,45,204,4,5,10,32,27,59,0,1,3,0,2,0,0,,,,,392,0,23,415,582,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,84,C,1,0,C01,36,204,3,7,2,14,24,56,3,0,5,1,1,1,1,,,,,358,0,20,378,582,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,84,E,1,0,E01,30,41,3,5,19,11,15,28,3,0,1,1,1,0,0,,,,,158,0,6,164,226,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,85,B,1,0,B,25,71,1,5,19,8,7,58,2,0,2,0,2,0,0,,,,,200,0,14,214,342,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,85,E,1,0,E01,29,62,2,1,10,9,3,29,0,0,1,3,1,0,1,,,,,151,0,8,159,223,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,85,E,2,0,E02,11,57,0,1,0,8,2,6,0,0,1,0,0,1,0,,,,,87,0,3,90,123,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,85,E,3,0,E03,28,46,5,2,11,8,14,37,1,0,3,2,0,0,0,,,,,157,0,19,176,271,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,85,E,4,0,E04,6,25,0,0,3,2,2,27,1,0,0,0,0,0,1,,,,,67,0,7,74,117,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,86,B,1,0,B,59,102,2,7,16,15,36,67,12,3,2,4,0,0,4,,,,,329,0,20,349,565,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,87,B,1,0,B,44,87,0,2,5,6,8,36,0,1,0,0,1,0,0,,,,,190,0,3,193,281,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,87,E,1,0,E01,23,37,4,4,3,6,4,35,2,0,1,1,0,0,0,,,,,120,0,8,128,191,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,87,E,2,0,E02,60,89,3,9,6,14,28,52,1,1,4,3,2,1,1,,,,,274,0,16,290,463,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,88,B,1,0,B,38,82,4,5,10,8,26,52,3,0,4,1,0,0,1,,,,,234,0,12,246,475,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,88,C,1,0,C01,47,68,2,4,9,5,38,43,1,1,2,2,1,0,0,,,,,223,0,11,234,475,Acta Levantada en Consejo,,,
5,6,COLIMA,3,,1,COLIMA,89,B,1,0,B,19,57,2,8,10,5,17,56,0,0,0,0,0,0,1,,,,,175,0,9,184,387,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,89,C,1,0,C01,33,47,3,5,4,3,28,43,1,2,2,0,0,0,0,,,,,171,0,9,180,387,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,90,B,1,0,B,17,98,4,3,13,5,9,37,4,0,2,4,0,1,0,,,,,197,0,4,201,339,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,90,E,1,0,E01,31,51,1,2,4,3,7,15,0,1,4,0,0,0,0,,,,,119,0,7,126,195,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,91,B,1,0,B,73,72,6,2,5,2,2,60,0,3,2,3,0,0,1,,,,,231,0,1,232,367,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,91,E,1,0,E01,7,71,1,2,2,1,1,33,8,1,4,0,0,0,1,,,,,132,0,5,137,175,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,92,B,1,0,B,164,133,7,8,15,32,24,98,9,2,1,1,2,0,0,,,,,496,0,18,514,747,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,92,C,1,0,C01,178,125,9,2,14,40,26,88,2,4,2,2,0,0,2,,,,,494,1,13,508,746,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,92,C,2,0,C02,183,150,5,6,12,56,15,85,4,3,4,1,1,0,0,,,,,525,0,13,538,746,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,93,B,1,0,B,118,132,4,2,10,27,11,53,3,4,1,3,0,0,0,,,,,368,0,13,381,564,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,93,C,1,0,C01,130,141,6,7,8,22,6,59,4,5,3,7,1,0,0,,,,,399,0,11,410,563,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,93,E,1,0,E01,46,102,1,3,6,25,4,47,1,0,2,0,1,0,0,,,,,238,0,11,249,308,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,94,B,1,0,B,189,152,7,5,11,38,16,76,6,3,0,1,0,0,0,,,,,504,2,23,529,728,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,94,C,1,0,C01,145,177,6,9,7,32,16,88,6,0,3,1,0,0,0,,,,,490,0,13,503,728,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,95,B,1,0,B,133,109,1,2,8,20,13,67,1,2,3,2,2,0,0,,,,,363,1,16,380,591,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,95,C,1,0,C01,121,128,3,3,9,34,19,66,1,2,4,3,0,0,0,,,,,393,0,14,407,591,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,95,C,2,0,C02,147,120,1,4,16,24,6,69,7,2,1,1,0,0,0,,,,,398,1,17,416,590,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,96,B,1,0,B,98,123,3,3,6,33,14,73,1,0,3,1,0,0,1,,,,,359,0,12,371,519,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,96,C,1,0,C01,109,118,2,3,5,33,6,68,3,1,0,4,1,0,1,,,,,354,0,11,365,518,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,96,E,1,0,E01,103,70,1,4,5,9,5,26,2,0,3,0,0,0,0,,,,,228,0,14,242,282,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,97,B,1,0,B,66,48,3,0,2,8,7,31,5,3,1,4,1,0,0,,,,,179,0,11,190,256,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,98,B,1,0,B,13,31,1,0,3,3,4,10,0,1,3,0,0,0,0,,,,,69,3,6,78,104,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,99,B,1,0,B,37,84,2,4,6,10,5,21,0,2,2,3,0,0,2,,,,,178,0,12,190,256,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,99,E,1,0,E01,30,77,1,2,4,28,2,84,3,2,3,8,1,0,1,,,,,246,0,9,255,343,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,100,B,1,0,B,157,148,8,1,20,35,13,76,4,4,3,3,4,1,2,,,,,479,0,24,503,709,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,100,C,1,0,C01,199,100,3,2,33,25,9,84,8,0,2,3,0,2,0,,,,,470,0,13,483,709,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,100,E,1,0,E01,50,44,2,0,3,2,2,26,0,0,1,0,0,0,0,,,,,130,0,3,133,159,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,101,B,1,0,B,179,256,0,3,11,10,7,51,3,4,5,5,2,0,0,,,,,536,0,39,575,737,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,101,C,1,0,C01,172,233,7,3,10,10,9,73,1,5,6,7,0,1,1,,,,,538,0,22,560,736,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,101,E,1,0,E01,19,11,1,7,1,4,1,12,0,0,0,0,0,0,0,,,,,56,0,1,57,77,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,101,E,2,0,E02,20,3,1,3,1,1,0,1,0,0,0,0,0,0,0,,,,,30,0,3,33,62,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,102,B,1,0,B,146,104,7,2,18,18,25,65,5,2,0,3,2,0,0,,,,,397,0,14,411,622,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,103,B,1,0,B,106,185,6,3,18,47,21,90,6,0,3,3,1,0,1,,,,,490,0,15,505,748,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,103,C,1,0,C01,149,130,9,5,15,68,6,108,13,5,0,3,3,0,0,,,,,514,1,13,528,747,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,103,E,1,0,E01,37,56,4,1,28,19,4,41,3,0,5,12,0,1,3,,,,,214,0,9,223,277,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,104,B,1,0,B,95,80,6,5,19,74,20,80,6,2,3,4,2,0,0,,,,,396,4,19,419,612,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,104,C,1,0,C01,114,84,6,3,13,66,30,78,5,4,3,3,1,0,2,,,,,412,2,17,431,611,Acta Levantada en Consejo,,,
5,6,COLIMA,4,,2,COMALA,104,C,2,0,C02,99,89,5,6,16,68,21,92,14,2,1,1,0,1,0,,,,,415,0,14,429,611,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,105,B,1,0,B,95,134,6,2,12,21,18,89,6,4,2,5,1,0,0,,,,,395,0,18,413,641,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,105,C,1,0,C01,100,134,2,5,11,34,22,88,5,3,2,6,1,0,0,,,,,413,0,13,426,641,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,105,C,2,0,C02,89,147,2,4,9,32,35,75,5,2,2,3,3,0,1,,,,,409,0,10,419,641,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,105,E,1,0,E01,70,112,3,3,19,15,15,42,3,2,5,2,1,0,1,,,,,293,0,20,313,485,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,106,B,1,0,B,118,120,1,9,15,38,15,65,3,4,4,2,3,0,2,,,,,399,0,16,415,589,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,106,C,1,0,C01,124,95,1,10,18,41,14,75,2,4,0,3,1,0,0,,,,,388,0,15,403,589,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,106,C,2,0,C02,99,127,3,9,23,19,28,63,4,3,4,4,1,0,0,,,,,387,0,8,395,588,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,107,B,1,0,B,75,124,2,0,18,33,15,52,2,0,1,6,1,0,0,,,,,329,0,11,340,533,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,107,C,1,0,C01,80,105,1,2,20,19,16,71,6,2,3,5,0,0,0,,,,,330,0,10,340,533,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,107,C,2,0,C02,91,122,5,3,21,20,25,44,1,1,5,5,1,0,1,,,,,345,2,13,360,533,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,108,B,1,0,B,108,138,4,8,10,39,25,65,3,5,4,6,2,0,0,,,,,417,1,16,434,660,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,108,C,1,0,C01,127,126,4,4,10,36,40,52,3,2,8,5,1,0,2,,,,,420,0,15,435,659,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,109,B,1,0,B,56,118,0,1,8,39,24,49,4,3,8,0,3,0,2,,,,,315,1,12,328,440,Acta del Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,109,C,1,0,C01,54,120,2,2,5,30,23,48,2,2,3,8,0,0,1,,,,,300,0,16,316,439,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,110,B,1,0,B,48,103,1,5,20,59,21,59,3,4,2,2,0,0,0,,,,,327,0,13,340,516,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,110,C,1,0,C01,68,89,3,2,16,61,23,55,3,1,4,5,1,0,0,,,,,331,0,13,344,515,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,111,B,1,0,B,56,133,4,1,20,31,28,60,4,2,2,6,1,0,0,,,,,348,0,16,364,574,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,111,C,1,0,C01,73,130,2,6,11,27,33,70,1,5,3,3,0,0,0,,,,,364,0,21,385,574,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,111,C,2,0,C02,75,137,3,5,19,23,33,70,6,1,3,5,1,0,1,,,,,382,0,19,401,573,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,111,C,3,0,C03,84,147,1,3,18,20,27,61,2,2,0,5,0,0,0,,,,,370,0,10,380,573,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,112,B,1,0,B,11,46,1,0,5,2,9,12,3,0,0,1,0,0,0,,,,,90,0,4,94,126,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,112,E,1,0,E01,10,50,0,1,6,20,38,14,0,0,2,2,2,0,0,,,,,145,0,6,151,215,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,113,B,1,0,B,35,134,5,5,13,17,13,39,2,0,1,1,1,0,0,,,,,266,0,8,274,385,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,114,B,1,0,B,31,57,2,2,11,20,5,18,2,1,2,3,0,0,0,,,,,154,0,2,156,220,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,115,B,1,0,B,16,86,5,0,11,29,8,29,1,0,2,1,1,0,0,,,,,189,0,13,202,322,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,116,B,1,0,B,69,115,1,1,14,30,62,51,2,2,1,6,0,0,3,,,,,357,0,16,373,664,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,116,C,1,0,C01,89,93,6,1,15,28,51,55,2,3,5,5,3,1,0,,,,,357,0,24,381,664,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,116,E,1,0,E01,8,23,0,1,2,9,2,8,0,0,0,1,0,0,0,,,,,54,0,3,57,71,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,117,B,1,0,B,35,100,2,2,16,14,37,31,3,3,0,3,2,1,0,,,,,249,0,18,267,415,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,117,C,1,0,C01,39,103,5,1,10,19,26,27,2,1,5,0,0,0,1,,,,,239,0,18,257,415,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,118,B,1,0,B,57,126,3,3,10,40,15,48,2,0,5,0,2,0,0,,,,,311,0,14,325,543,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,118,E,1,0,E01,7,21,0,3,8,10,1,25,3,0,1,1,0,0,0,,,,,80,0,3,83,120,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,119,B,1,0,B,25,96,4,3,11,38,13,42,0,1,2,1,0,0,0,,,,,236,0,17,253,427,Acta Levantada en Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,119,E,1,0,E01,9,34,0,0,2,13,1,15,1,0,1,1,0,0,0,,,,,77,0,4,81,113,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,120,B,1,0,B,109,99,6,4,19,5,27,75,6,1,2,4,2,0,0,,62,,,421,0,18,439,683,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,120,C,1,0,C01,117,94,7,10,9,9,30,52,3,4,6,0,1,0,1,,62,,,405,0,18,423,682,Acta Levantada en Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,120,C,2,0,C02,101,122,4,7,10,4,23,56,3,3,1,1,1,0,1,,75,,,412,0,21,433,682,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,121,B,1,0,B,101,83,3,4,6,10,29,65,1,0,2,0,1,0,0,,56,,,361,0,19,380,586,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,121,C,1,0,C01,122,92,3,10,8,5,14,54,0,4,3,2,0,0,0,,74,,,391,1,18,410,586,Acta Levantada en Consejo,,,
