DISTRITO LOCAL,NUM MPO,MUNICIPIO,Coalicion1,Coalicion2,SECCION,TIPO,LISTANOMINAL,PAN,PRI,PRD,PT,PVEM,PCP,PAS,PSN,PC,PRI-PVEM,CC1,CC2,SumaCC1,SumaCC2,NoRegistrados,Nulos,Total
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1069,B,674,57,,8,0,,2,,0,2,26,7,0,35,10,0,1,103
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1069,C1,675,42,,13,3,,2,,0,0,17,3,2,22,18,0,4,86
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1069,C2,675,59,,5,0,,5,,0,0,39,3,0,47,5,0,5,116
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1070,B,610,48,,2,1,,5,,0,1,22,6,0,33,4,0,0,85
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1070,C1,610,34,,0,1,,3,,1,3,35,0,0,38,5,0,1,78
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1070,C2,610,54,,7,1,,9,,0,0,42,2,0,53,8,0,2,117
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1071,B,543,50,,6,1,,12,,0,0,41,0,1,53,8,0,2,113
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1071,C1,543,55,,6,0,,9,,0,0,21,6,0,36,6,0,4,101
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1072,B,616,33,,5,2,,5,,0,1,30,15,1,50,9,0,3,95
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1072,C1,617,46,,8,3,,9,,0,0,51,4,2,64,13,0,0,123
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1072,C2,617,37,,0,0,,12,,0,1,44,7,2,63,3,0,1,104
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1073,B,733,52,,4,3,,1,,0,0,38,3,1,42,8,0,6,108
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1073,C1,733,42,,5,1,,2,,0,2,47,3,1,52,9,0,2,105
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1073,C2,733,47,,7,0,,1,,0,0,35,0,0,36,7,0,0,90
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1073,C3,733,47,,7,0,,1,,0,0,35,0,0,36,7,0,0,90
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1073,C4,733,42,,3,3,,4,,0,1,43,4,0,51,7,0,3,103
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1073,C5,734,55,,1,0,,4,,0,2,44,4,0,52,3,0,2,112
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1073,C6,734,45,,4,2,,0,,0,0,31,2,0,33,6,0,4,88
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1074,B,707,42,,13,1,,7,,0,0,28,1,0,36,14,0,0,92
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1074,C1,707,25,,7,0,,7,,0,0,32,8,0,47,7,0,2,81
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1074,C2,707,40,,3,2,,1,,0,1,37,6,2,44,8,0,3,95
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1074,C3,707,38,,4,0,,2,,0,0,29,3,0,34,4,0,0,76
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1074,C4,707,29,,4,0,,1,,0,2,20,2,0,23,6,0,0,58
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1074,C5,707,44,,2,1,,0,,0,0,32,0,0,32,3,0,3,82
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1074,C6,707,35,,1,2,,7,,0,0,24,2,1,33,4,0,2,74
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1074,C7,707,25,,2,0,,2,,0,0,27,6,2,35,4,0,1,65
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1074,C8,707,38,,3,2,,5,,0,0,27,5,1,37,6,0,1,82
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1074,C9,708,31,,3,1,,1,,1,0,24,5,0,30,5,0,3,69
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1075,B,628,47,,5,0,,5,,0,0,51,0,0,56,5,0,3,111
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1075,C1,629,57,,10,1,,8,,3,0,25,0,0,33,14,0,0,104
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1075,C2,629,52,,7,4,,3,,0,0,35,3,1,41,12,0,1,106
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1075,C3,629,44,,10,0,,7,,0,1,43,0,0,50,11,1,1,107
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1075,C4,629,41,,7,2,,0,,0,1,43,0,0,43,10,0,2,96
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1076,B,335,65,,2,0,,2,,0,0,77,5,0,84,2,0,1,152
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1077,B,394,36,,3,2,,2,,1,0,105,18,0,125,6,0,6,173
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1078,B,166,25,,4,1,,1,,1,0,34,1,0,36,6,0,0,67
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1079,B,251,37,,4,0,,0,,0,0,38,0,0,38,4,0,2,81
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1080,B,92,27,,1,1,,0,,0,0,19,0,0,19,2,0,2,50
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1081,B,141,34,,0,0,,0,,0,0,25,0,0,25,0,0,0,59
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1082,B,209,31,,2,1,,2,,0,0,30,3,0,35,3,0,1,70
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1083,B,149,11,,0,0,,0,,0,0,41,2,0,43,0,0,2,56
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1084,B,292,9,,0,1,,1,,0,0,67,2,0,70,1,0,2,82
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1085,B,179,17,,1,1,,2,,0,0,58,10,0,70,2,0,4,93
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1086,B,703,129,,6,0,,0,,0,0,135,0,0,135,6,0,6,276
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1087,B,193,52,,0,1,,1,,0,0,15,0,0,16,1,0,2,71
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1088,B,375,57,,4,2,,3,,1,2,63,3,3,69,12,0,3,141
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1089,B,320,35,,4,4,,8,,0,0,76,16,0,100,8,0,1,144
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1090,B,366,41,,1,2,,3,,0,1,100,9,1,112,5,1,3,162
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1091,B,244,14,,1,0,,0,,0,0,71,0,0,71,1,0,4,90
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1092,B,571,30,,4,0,,0,,0,0,128,0,0,128,4,0,8,170
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1093,B,373,108,,1,1,,0,,0,0,72,3,0,75,2,0,3,188
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1094,B,70,17,,0,0,,0,,0,0,11,3,0,14,0,0,1,32
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1095,B,160,48,,0,0,,1,,0,0,19,0,0,20,0,0,2,70
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1096,B,691,112,,6,5,,17,,3,1,78,10,0,105,15,1,17,250
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1097,B,391,109,,1,1,,1,,0,0,13,1,1,15,3,0,2,129
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1098,B,178,37,,0,0,,0,,0,0,13,0,0,13,0,0,0,50
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1099,B,133,28,,2,0,,1,,0,0,23,1,0,25,2,0,0,55
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1100,B,687,71,,4,1,,3,,0,1,108,35,2,146,8,0,3,228
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1101,B,673,81,,0,6,,0,,0,0,66,0,0,66,6,0,8,161
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1102,B,119,44,,0,0,,1,,1,0,7,1,0,9,1,0,0,54
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1103,B,187,49,,0,0,,1,,0,0,35,0,0,36,0,0,3,88
6,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1104,B,618,71,,1,0,,13,,0,0,118,13,0,144,1,0,7,223
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1105,B,415,24,,2,2,,4,,0,1,31,8,1,43,6,0,0,73
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1106,B,390,71,,13,0,,0,,0,0,19,0,0,19,13,0,0,103
5,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1106,C1,391,97,,8,1,,1,,0,0,15,1,0,17,9,0,2,125
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1107,B,738,20,,31,16,,4,,0,4,35,4,10,43,61,0,4,128
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1108,B,336,17,,27,19,,10,,0,0,24,1,19,35,65,0,1,118
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1109,B,493,30,,20,7,,4,,0,0,37,1,11,42,38,0,0,110
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1109,C1,494,23,,20,5,,1,,0,1,37,1,5,39,31,0,2,95
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1110,B,543,4,,23,5,,2,,0,0,34,1,4,37,32,0,2,75
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1110,C1,543,4,,16,6,,1,,1,1,42,0,6,43,30,0,1,78
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1110,C2,543,5,,11,10,,2,,1,0,46,1,6,49,28,0,1,83
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1111,B,384,11,,35,10,,2,,0,0,59,5,14,66,59,0,1,137
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1111,C1,385,13,,37,8,,2,,1,3,70,7,14,79,63,0,2,157
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1112,B,559,6,,34,19,,1,,1,3,83,8,18,92,75,0,1,174
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1113,B,557,15,,67,0,,0,,0,0,58,0,0,58,67,0,5,145
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1113,C1,557,20,,41,17,,3,,0,6,42,11,17,56,81,0,1,158
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1113,C2,558,10,,30,20,,1,,0,2,65,7,23,73,75,0,0,158
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1114,B,610,28,,42,21,,3,,0,2,51,12,46,66,111,0,1,206
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1114,C1,610,21,,33,15,,1,,0,3,66,14,41,81,92,0,4,198
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1115,B,525,23,,1,0,,9,,0,0,32,0,0,41,1,0,1,66
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1115,C1,526,29,,1,0,,10,,0,0,22,3,0,35,1,0,2,67
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1116,B,658,59,,9,1,,3,,0,0,38,6,1,47,11,0,4,121
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1116,C1,658,54,,3,1,,1,,0,0,32,5,1,38,5,0,3,100
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1116,C2,659,57,,7,3,,2,,0,2,34,0,1,36,13,0,1,107
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1116,C3,659,46,,6,0,,5,,1,1,29,0,2,34,10,0,4,94
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1117,B,636,55,,1,1,,1,,0,0,126,0,0,127,2,0,4,188
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1117,C1,636,65,,2,0,,0,,0,0,125,14,1,139,3,0,1,208
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1118,B,613,64,,0,1,,2,,0,0,104,0,0,106,1,0,4,175
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1118,C1,613,54,,2,0,,4,,0,0,107,6,0,117,2,0,4,177
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1119,B,421,94,,1,0,,1,,0,0,50,0,0,51,1,0,3,149
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1120,B,702,77,,10,3,,9,,1,0,86,6,2,101,16,0,4,198
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1121,B,441,51,,12,0,,0,,0,2,31,3,1,34,15,0,2,102
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1121,C1,442,39,,10,5,,1,,2,0,31,3,2,35,19,0,3,96
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1122,B,99,29,,0,1,,0,,0,0,21,0,0,21,1,0,5,56
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1123,B,375,39,,7,3,,6,,0,0,28,0,0,34,10,0,3,86
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1123,C1,376,49,,2,3,,7,,0,0,21,0,0,28,5,0,1,83
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1124,B,746,70,,5,1,,2,,0,0,91,10,5,103,11,0,1,185
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1125,B,503,63,,5,0,,0,,0,0,80,0,3,80,8,0,5,156
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1125,C1,503,73,,0,5,,0,,0,0,79,0,0,79,5,0,6,163
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1125,C2,504,61,,4,2,,1,,1,0,77,14,0,92,7,0,7,167
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1126,B,421,56,,3,1,,1,,0,1,67,10,5,78,10,0,1,145
7,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1126,C1,421,76,,12,0,,0,,0,0,74,0,0,74,12,0,2,164
8,28,SAN LUIS POTOSI,PCP-APT,PRD-PT-PSN-Convergencia,1127,B,384,19,,3,1,,13,,0,0,22,0,0,35,4,0,2,60
,,,,,,,,,,,,,,,,,,,,,,,,
9,9,CERRO DE SAN PEDRO,,,165,B,207,61,,42,,,9,,,,47,,,,,,2,161
9,9,CERRO DE SAN PEDRO,,,166,B,97,11,,15,,,11,,,,35,,,,,,,72
9,9,CERRO DE SAN PEDRO,,,167,B,148,37,,46,,,2,,,,24,,,,,,,109
9,9,CERRO DE SAN PEDRO,,,168,B,56,16,,8,,,4,,,,10,,,,,,,38
9,9,CERRO DE SAN PEDRO,,,169,B,118,18,,19,,,12,,,,39,,,,,,2,90
9,9,CERRO DE SAN PEDRO,,,170,B,93,43,,27,,,1,,,,3,,,,,,2,76
9,9,CERRO DE SAN PEDRO,,,171,B,733,180,,114,,,95,,,,210,,,,,,5,604
9,9,CERRO DE SAN PEDRO,,,171,EXT,271,41,,81,,,14,,,,34,,,,,,0,170
9,9,CERRO DE SAN PEDRO,,,172,B,300,44,,56,,,15,,,,57,,,,,,4,176
,,,,,,,,,,,,,,,,,,,,,,,,
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1242,B,589,23,,84,7,,23,,,14,22,6,,51,,0,2,181
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1243,B,498,21,,85,7,,12,,,10,44,7,,63,,0,4,190
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1244,B,587,67,,67,10,,11,,,41,28,0,,39,,0,5,229
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1244,C1,588,49,,75,12,,9,,,52,18,1,,28,,0,10,226
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1245,B,612,49,,102,8,,7,,,48,17,2,,26,,0,5,238
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1245,C1,612,45,,93,9,,3,,,63,28,2,,33,,0,5,248
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1246,B,541,50,,100,13,,7,,,14,18,3,,28,,0,3,208
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1246,C1,541,54,,91,6,,14,,,6,17,1,,32,,0,10,199
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1246,C2,541,60,,101,15,,19,,,10,16,7,,42,,0,4,232
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1247,B,561,41,,73,7,,4,,,11,23,2,,29,,0,5,166
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1247,C1,562,50,,75,7,,1,,,13,24,5,,30,,0,1,176
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1247,C2,562,49,,61,2,,7,,,10,26,0,,33,,0,9,164
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1248,B,634,76,,101,32,,18,,,16,26,10,,54,,0,12,291
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1248,C1,635,102,,100,22,,19,,,5,39,7,,65,,0,5,299
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1248,C2,635,68,,106,33,,33,,,9,24,6,,63,,0,5,284
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1249,B,589,98,,111,16,,17,,,12,25,3,,45,,0,1,283
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1249,C1,589,102,,119,23,,19,,,4,35,1,,55,,0,7,310
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1250,B,526,56,,106,7,,7,,,23,13,5,,25,,0,1,218
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1250,C1,527,41,,113,5,,10,,,21,19,1,,30,,0,3,213
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1250,C2,527,57,,124,5,,15,,,20,31,4,,50,,0,2,258
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1251,B,704,40,,240,13,,13,,,29,26,5,,44,,0,9,375
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1251,C1,705,70,,223,4,,14,,,24,26,6,,46,,0,6,373
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1252,B,647,35,,175,11,,12,,,4,42,4,,58,,0,6,289
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1252,C1,648,39,,153,8,,5,,,14,28,4,,37,,1,3,255
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1253,B,644,57,,68,12,,16,,,9,35,1,,52,,1,5,204
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1253,C1,645,53,,59,10,,11,,,6,34,2,,47,,0,3,178
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1253,C2,645,44,,91,8,,13,,,0,33,2,,48,,0,7,198
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1253,C3,645,51,,73,8,,12,,,1,43,6,,61,,0,4,198
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1253,C4,645,45,,71,11,,15,,,5,39,2,,56,,1,7,196
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1253,C5,645,67,,70,7,,9,,,5,37,7,,53,,0,5,207
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1254,B,673,100,,95,21,,20,,,7,22,4,,46,,1,8,278
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1254,C1,673,68,,113,34,,30,,,12,44,3,,77,,0,3,307
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1255,B,611,71,,71,11,,13,,,16,72,7,,92,,0,2,263
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1255,C1,611,42,,58,20,,11,,,18,53,5,,69,,0,11,218
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1256,B,533,44,,60,7,,5,,,9,49,4,,58,,0,4,182
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1256,C1,533,46,,39,6,,3,,,5,40,3,,46,,0,3,145
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1256,C2,534,35,,29,8,,10,,,10,48,0,,58,,0,3,143
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1257,B,470,38,,38,7,,4,,,10,47,1,,52,,0,1,146
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1257,C1,470,43,,49,5,,2,,,3,49,0,,51,,0,3,154
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1258,B,601,62,,51,9,,5,,,5,49,6,,60,,0,2,189
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1258,C1,602,53,,49,7,,12,,,3,44,6,,62,,0,12,186
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1259,B,729,54,,37,3,,18,,,8,48,1,,67,,0,2,171
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1259,C1,729,50,,38,1,,5,,,13,58,4,,67,,0,5,174
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1260,B,681,62,,48,3,,14,,,5,64,3,,81,,0,4,203
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1260,C1,681,59,,40,11,,24,,,8,50,4,,78,,0,8,204
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1261,B,728,53,,59,8,,11,,,9,49,0,,60,,0,9,198
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1261,C1,729,59,,47,21,,6,,,11,44,8,,58,,0,7,203
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1262,B,635,51,,36,10,,2,,,15,44,2,,48,,0,4,164
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1263,B,557,44,,21,8,,11,,,6,53,5,,69,,0,2,150
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1264,B,414,31,,28,14,,1,,,5,29,4,,34,,0,1,113
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1264,C1,414,30,,37,6,,3,,,3,34,2,,39,,0,3,118
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1265,B,595,31,,46,29,,3,,,9,40,2,,45,,0,8,168
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1266,B,741,78,,45,20,,8,,,8,51,4,,63,,0,4,218
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1267,B,513,33,,24,13,,10,,,13,46,0,,56,,0,8,147
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1267,C1,514,38,,26,24,,10,,,11,54,0,,64,,0,4,167
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1268,B,506,36,,16,17,,2,,,7,35,1,,38,,0,6,120
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1268,C1,506,58,,24,23,,3,,,7,21,4,,28,,0,4,144
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1269,B,614,42,,35,12,,11,,,2,53,8,,72,,0,3,166
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1270,B,346,25,,15,10,,2,,,2,25,0,,27,,0,2,81
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1271,B,712,42,,27,6,,9,,,15,62,4,,75,,0,6,171
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1271,C1,713,48,,24,12,,9,,,18,59,6,,74,,0,5,181
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1272,B,665,38,,52,13,,34,,,9,28,2,,64,,0,8,184
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1272,C1,666,39,,63,7,,21,,,11,37,3,,61,,0,1,182
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1272,C2,666,43,,29,13,,28,,,16,36,1,,65,,0,8,174
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1273,B,641,41,,52,6,,31,,,4,40,0,,71,,0,5,179
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1273,C1,641,30,,54,2,,31,,,3,21,3,,55,,0,1,145
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1273,C2,641,35,,53,6,,20,,,1,19,5,,44,,0,2,141
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1274,B,663,36,,49,7,,11,,,3,32,11,,54,,0,10,159
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1274,C1,664,27,,43,8,,21,,,2,24,5,,50,,0,5,135
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1274,C2,664,40,,38,8,,13,,,0,29,3,,45,,0,7,138
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1274,C3,664,38,,42,6,,20,,,1,27,4,,51,,0,7,145
9,35,SOLEDAD DE GRACIANO SANCHEZ,PCP-APT,,1274,C4,664,28,,46,7,,15,,,3,32,7,,54,,0,4,142
