id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,seccion,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,Nulos,NoRegistrados,PAN,PRI,PRD-PT-Convergencia,PVEM,PCP,PNA,PASC,PAN-PNA,PAN-PCP-PNA,PRI-PASC,PRI-PCP-PASC,PVEM-PCP,PVEM-PCP-PNA,PCP-PNA,Total
24,2/7/2006,12,Ayuntamientos,24,0,1658,1,C,Contigua,0,51,VILLA DE REYES,413,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,0,128,117,2,0,4,2,0,15,0,0,0,0,0,0,279
24,2/7/2006,12,Ayuntamientos,24,0,1660,1,B,Basica,0,51,VILLA DE REYES,583,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,0,179,125,8,0,11,3,0,26,0,0,0,0,0,0,366
24,2/7/2006,12,Ayuntamientos,24,0,1663,1,B,Basica,0,51,VILLA DE REYES,284,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,67,77,0,0,2,3,0,28,0,0,0,0,0,0,182
24,2/7/2006,12,Ayuntamientos,24,0,1665,1,B,Basica,0,51,VILLA DE REYES,692,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,0,218,133,19,0,10,51,0,0,0,0,0,0,0,0,442
24,2/7/2006,12,Ayuntamientos,24,0,1668,1,B,Basica,0,51,VILLA DE REYES,603,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,17,0,73,270,3,0,0,4,0,18,0,0,0,0,0,0,385
24,2/7/2006,12,Ayuntamientos,24,0,1669,1,B,Basica,0,51,VILLA DE REYES,391,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,0,59,142,0,0,0,0,0,21,0,0,0,0,0,0,235
24,2/7/2006,12,Ayuntamientos,24,0,1,1,C,Contigua,0,1,AHUALULCO,544,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,0,74,80,19,0,151,0,1,0,0,16,0,0,0,0,354
24,2/7/2006,12,Ayuntamientos,24,0,2,1,C,Contigua,0,1,AHUALULCO,682,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,147,111,26,0,111,0,2,0,0,25,0,0,0,0,430
24,2/7/2006,12,Ayuntamientos,24,0,9,1,B,Basica,0,1,AHUALULCO,233,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,0,69,21,1,0,57,0,0,0,0,6,0,0,0,0,160
24,2/7/2006,12,Ayuntamientos,24,0,13,1,B,Basica,0,1,AHUALULCO,740,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,0,136,111,70,0,137,0,1,0,0,17,0,0,0,0,484
24,2/7/2006,12,Ayuntamientos,24,0,384,1,B,Basica,0,15,CHARCAS,377,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,2,0,99,60,43,0,11,0,2,0,0,19,0,0,0,0,236
24,2/7/2006,12,Ayuntamientos,24,0,391,1,C,Contigua,0,15,CHARCAS,398,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,122,58,38,0,10,0,2,0,0,17,0,0,0,0,252
24,2/7/2006,12,Ayuntamientos,24,0,1034,1,C,Contigua,0,28,SAN LUIS POTOSI,676,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,186,58,79,14,17,8,0,4,0,0,0,6,0,0,380
24,2/7/2006,12,Ayuntamientos,24,0,1044,1,C,Contigua,0,28,SAN LUIS POTOSI,653,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,9,0,169,52,63,16,16,7,0,3,0,0,0,1,0,0,336
24,2/7/2006,12,Ayuntamientos,24,0,1079,1,B,Basica,0,28,SAN LUIS POTOSI,317,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,0,105,13,10,0,0,0,0,3,0,0,0,0,0,0,144
24,2/7/2006,12,Ayuntamientos,24,0,1304,6,C,Contigua,0,35,SOLEDAD DE GRACIANO SANCHEZ,747,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,116,62,97,8,69,10,4,5,0,4,0,0,0,0,385
24,2/7/2006,12,Ayuntamientos,24,0,1305,1,B,Basica,0,35,SOLEDAD DE GRACIANO SANCHEZ,747,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,0,171,58,90,15,69,13,7,9,0,3,0,0,0,0,446
24,2/7/2006,12,Ayuntamientos,24,0,1309,1,B,Basica,0,35,SOLEDAD DE GRACIANO SANCHEZ,372,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,0,46,64,25,4,83,0,6,5,0,2,0,0,0,0,235
24,2/7/2006,12,Ayuntamientos,24,0,1312,1,B,Basica,0,35,SOLEDAD DE GRACIANO SANCHEZ,679,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,0,142,38,46,3,19,11,8,44,0,3,0,0,0,0,328
24,2/7/2006,12,Ayuntamientos,24,0,220,1,C,Contigua,0,11,CIUDAD FERNANDEZ,534,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,129,118,3,0,0,15,0,0,0,0,0,0,0,0,275
24,2/7/2006,12,Ayuntamientos,24,0,228,1,B,Basica,0,11,CIUDAD FERNANDEZ,590,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,128,30,6,1,0,196,0,0,0,0,0,0,0,0,369
24,2/7/2006,12,Ayuntamientos,24,0,230,1,C,Contigua,0,11,CIUDAD FERNANDEZ,630,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,18,0,97,43,3,3,0,165,0,0,0,0,0,0,0,0,329
24,2/7/2006,12,Ayuntamientos,24,0,234,1,B,Basica,0,11,CIUDAD FERNANDEZ,618,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,16,0,65,64,6,2,0,157,0,0,0,0,0,0,0,0,310
24,2/7/2006,12,Ayuntamientos,24,0,234,1,C,Contigua,0,11,CIUDAD FERNANDEZ,618,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,17,0,89,46,6,2,0,145,0,0,0,0,0,0,0,0,305
24,2/7/2006,12,Ayuntamientos,24,0,240,1,B,Basica,0,11,CIUDAD FERNANDEZ,171,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,0,12,64,8,1,0,7,0,0,0,0,0,0,0,0,92
24,2/7/2006,12,Ayuntamientos,24,0,241,1,B,Basica,0,11,CIUDAD FERNANDEZ,388,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,42,141,4,3,0,12,0,0,0,0,0,0,0,0,212
24,2/7/2006,12,Ayuntamientos,24,0,241,1,C,Contigua,0,11,CIUDAD FERNANDEZ,389,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,62,122,4,1,0,17,0,0,0,0,0,0,0,0,213
24,2/7/2006,12,Ayuntamientos,24,0,244,1,B,Basica,0,11,CIUDAD FERNANDEZ,277,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,52,77,2,1,0,20,0,0,0,0,0,0,0,0,157
24,2/7/2006,12,Ayuntamientos,24,0,245,1,B,Basica,0,11,CIUDAD FERNANDEZ,654,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,20,0,90,159,14,5,0,95,0,0,0,0,0,0,0,0,383
24,2/7/2006,12,Ayuntamientos,24,0,246,1,B,Basica,0,11,CIUDAD FERNANDEZ,617,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,0,62,164,9,2,0,71,0,0,0,0,0,0,0,0,321
24,2/7/2006,12,Ayuntamientos,24,0,248,1,B,Basica,0,11,CIUDAD FERNANDEZ,607,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,9,0,94,189,6,0,0,26,0,0,0,0,0,0,0,0,324
24,2/7/2006,12,Ayuntamientos,24,0,479,1,B,Basica,0,19,LAGUNILLAS,242,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,0,57,58,21,0,0,0,0,0,0,0,0,0,0,0,142
24,2/7/2006,12,Ayuntamientos,24,0,481,1,B,Basica,0,19,LAGUNILLAS,668,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,197,82,31,0,0,0,0,0,0,0,0,0,0,0,320
24,2/7/2006,12,Ayuntamientos,24,0,485,1,C,Contigua,0,19,LAGUNILLAS,467,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,2,105,113,49,0,0,0,0,0,0,0,0,0,0,0,275
24,2/7/2006,12,Ayuntamientos,24,0,648,1,B,Basica,0,24,RIOVERDE,545,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,194,49,11,0,8,12,1,35,0,7,0,0,0,0,324
24,2/7/2006,12,Ayuntamientos,24,0,657,1,B,Basica,0,24,RIOVERDE,719,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,191,91,9,0,1,11,6,37,0,17,0,0,0,0,371
24,2/7/2006,12,Ayuntamientos,24,0,660,1,B,Basica,0,24,RIOVERDE,611,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,184,74,17,0,3,19,5,42,0,11,0,0,0,0,362
24,2/7/2006,12,Ayuntamientos,24,0,661,2,C,Contigua,0,24,RIOVERDE,518,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,9,0,135,70,11,0,1,14,4,17,0,9,0,0,0,0,270
24,2/7/2006,12,Ayuntamientos,24,0,689,1,B,Basica,0,24,RIOVERDE,535,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,0,115,85,14,0,4,10,5,12,0,7,0,0,0,0,263
24,2/7/2006,12,Ayuntamientos,24,0,695,1,B,Basica,0,24,RIOVERDE,517,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,115,118,9,0,2,2,8,15,0,12,0,0,0,0,289
24,2/7/2006,12,Ayuntamientos,24,0,696,1,B,Basica,0,24,RIOVERDE,743,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,16,0,157,135,37,0,3,6,4,28,0,7,0,0,0,0,393
24,2/7/2006,12,Ayuntamientos,24,0,697,1,B,Basica,0,24,RIOVERDE,553,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,19,0,98,127,13,0,1,4,3,9,0,5,0,0,0,0,279
24,2/7/2006,12,Ayuntamientos,24,0,910,1,B,Basica,0,28,SAN LUIS POTOSI,679,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,365,49,75,7,0,8,0,0,0,0,0,0,0,0,512
24,2/7/2006,12,Ayuntamientos,24,0,914,1,B,Basica,0,28,SAN LUIS POTOSI,671,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,341,60,70,14,8,9,0,0,0,0,0,0,0,0,507
24,2/7/2006,12,Ayuntamientos,24,0,915,1,C,Contigua,0,28,SAN LUIS POTOSI,643,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,0,292,65,67,5,2,0,0,0,0,0,0,0,0,0,435
24,2/7/2006,12,Ayuntamientos,24,0,930,1,B,Basica,0,28,SAN LUIS POTOSI,678,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,1,363,56,78,16,3,11,0,0,0,0,0,0,0,0,533
24,2/7/2006,12,Ayuntamientos,24,0,983,1,B,Basica,0,28,SAN LUIS POTOSI,741,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,0,379,72,78,10,2,6,0,0,0,0,0,0,0,0,551
24,2/7/2006,12,Ayuntamientos,24,0,984,1,C,Contigua,0,28,SAN LUIS POTOSI,697,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,0,354,77,77,3,4,9,0,8,0,0,0,1,0,0,536
24,2/7/2006,12,Ayuntamientos,24,0,998,1,C,Contigua,0,28,SAN LUIS POTOSI,555,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,0,217,52,77,10,6,9,0,7,0,0,0,0,0,0,384
24,2/7/2006,12,Ayuntamientos,24,0,999,1,B,Basica,0,28,SAN LUIS POTOSI,618,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,3,253,89,76,8,8,9,0,0,0,0,0,0,0,0,452
24,2/7/2006,12,Ayuntamientos,24,0,1019,1,C,Contigua,0,28,SAN LUIS POTOSI,714,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,237,80,111,18,17,14,0,5,0,0,0,1,0,0,490
24,2/7/2006,12,Ayuntamientos,24,0,1020,1,B,Basica,0,28,SAN LUIS POTOSI,666,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,239,66,69,16,15,10,0,1,0,0,0,0,0,0,426
24,2/7/2006,12,Ayuntamientos,24,0,1020,1,C,Contigua,0,28,SAN LUIS POTOSI,667,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,18,1,204,77,82,25,12,10,0,0,0,0,0,0,0,0,429
24,2/7/2006,12,Ayuntamientos,24,0,1021,1,C,Contigua,0,28,SAN LUIS POTOSI,686,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,0,259,91,95,13,22,11,0,6,0,0,0,1,0,0,502
24,2/7/2006,12,Ayuntamientos,24,0,1023,1,B,Basica,0,28,SAN LUIS POTOSI,653,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,244,51,44,7,13,10,0,6,0,0,0,2,0,0,382
24,2/7/2006,12,Ayuntamientos,24,0,1039,1,B,Basica,0,28,SAN LUIS POTOSI,662,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,0,333,58,72,17,7,9,0,0,0,0,0,0,0,0,500
24,2/7/2006,12,Ayuntamientos,24,0,1050,1,B,Basica,0,28,SAN LUIS POTOSI,624,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,1,199,36,45,14,17,0,0,10,0,0,0,5,0,0,341
24,2/7/2006,12,Ayuntamientos,24,0,1050,2,C,Contigua,0,28,SAN LUIS POTOSI,625,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,0,198,38,52,6,13,6,0,5,0,0,0,0,0,0,331
24,2/7/2006,12,Ayuntamientos,24,0,1059,1,C,Contigua,0,28,SAN LUIS POTOSI,661,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,186,38,79,18,26,15,0,0,0,0,0,0,0,0,370
24,2/7/2006,12,Ayuntamientos,24,0,1075,2,C,Contigua,0,28,SAN LUIS POTOSI,681,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,9,2,190,48,74,19,12,12,0,5,0,0,0,2,0,0,373
24,2/7/2006,12,Ayuntamientos,24,0,1116,1,B,Basica,0,28,SAN LUIS POTOSI,682,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,15,3,205,58,49,14,9,7,0,1,0,0,0,0,0,0,361
24,2/7/2006,12,Ayuntamientos,24,0,1116,2,C,Contigua,0,28,SAN LUIS POTOSI,682,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,0,204,50,51,11,9,0,0,0,0,0,0,0,0,0,337
24,2/7/2006,12,Ayuntamientos,24,0,1117,1,C,Contigua,0,28,SAN LUIS POTOSI,521,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,0,132,80,31,6,5,3,0,3,0,0,0,0,0,0,266
24,2/7/2006,12,Ayuntamientos,24,0,1123,1,C,Contigua,0,28,SAN LUIS POTOSI,437,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,134,25,13,2,2,4,0,2,0,0,0,0,0,0,189
24,2/7/2006,12,Ayuntamientos,24,0,922,1,C,Contigua,0,28,SAN LUIS POTOSI,558,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,0,167,55,86,24,11,12,0,5,0,0,0,1,0,0,365
24,2/7/2006,12,Ayuntamientos,24,0,922,2,C,Contigua,0,28,SAN LUIS POTOSI,558,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,198,69,62,15,12,13,0,4,0,0,0,0,0,0,378
24,2/7/2006,12,Ayuntamientos,24,0,939,1,C,Contigua,0,28,SAN LUIS POTOSI,525,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,159,39,75,17,11,16,0,9,0,0,0,2,0,0,338
24,2/7/2006,12,Ayuntamientos,24,0,942,2,C,Contigua,0,28,SAN LUIS POTOSI,525,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,114,8,58,21,17,18,0,5,0,0,0,0,0,0,249
24,2/7/2006,12,Ayuntamientos,24,0,944,3,C,Contigua,0,28,SAN LUIS POTOSI,635,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,160,38,75,25,11,12,0,4,0,0,0,3,0,0,336
24,2/7/2006,12,Ayuntamientos,24,0,947,2,C,Contigua,0,28,SAN LUIS POTOSI,750,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,0,303,35,73,22,9,17,0,5,0,0,0,2,0,0,472
24,2/7/2006,12,Ayuntamientos,24,0,955,1,B,Basica,0,28,SAN LUIS POTOSI,712,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,0,198,32,72,13,20,17,0,0,0,0,0,0,0,0,364
24,2/7/2006,12,Ayuntamientos,24,0,957,1,C,Contigua,0,28,SAN LUIS POTOSI,678,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,188,55,74,11,17,13,0,5,0,0,0,2,0,0,375
24,2/7/2006,12,Ayuntamientos,24,0,959,1,B,Basica,0,28,SAN LUIS POTOSI,522,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,186,41,61,18,10,11,0,3,0,0,0,0,0,0,335
24,2/7/2006,12,Ayuntamientos,24,0,962,1,B,Basica,0,28,SAN LUIS POTOSI,620,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,181,32,57,17,15,19,0,4,0,0,0,2,0,0,334
24,2/7/2006,12,Ayuntamientos,24,0,963,1,B,Basica,0,28,SAN LUIS POTOSI,694,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,1,192,43,62,26,18,10,0,0,0,0,0,0,0,0,363
24,2/7/2006,12,Ayuntamientos,24,0,964,1,B,Basica,0,28,SAN LUIS POTOSI,643,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,0,164,39,64,14,26,10,0,2,0,0,0,1,0,0,332
24,2/7/2006,12,Ayuntamientos,24,0,965,1,C,Contigua,0,28,SAN LUIS POTOSI,671,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,205,40,53,13,14,10,0,0,0,0,0,0,0,0,345
24,2/7/2006,12,Ayuntamientos,24,0,965,2,C,Contigua,0,28,SAN LUIS POTOSI,671,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,174,36,59,16,13,11,0,2,0,0,0,0,0,0,321
24,2/7/2006,12,Ayuntamientos,24,0,965,6,C,Contigua,0,28,SAN LUIS POTOSI,672,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,0,176,50,70,37,0,0,0,0,0,0,0,0,0,0,336
24,2/7/2006,12,Ayuntamientos,24,0,970,1,B,Basica,0,28,SAN LUIS POTOSI,533,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,196,26,64,14,17,11,0,0,0,0,0,0,0,0,333
24,2/7/2006,12,Ayuntamientos,24,0,972,2,C,Contigua,0,28,SAN LUIS POTOSI,722,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,226,63,83,24,11,13,0,8,0,0,0,2,0,0,440
24,2/7/2006,12,Ayuntamientos,24,0,840,1,B,Basica,0,28,SAN LUIS POTOSI,640,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,0,190,42,67,17,20,9,0,0,0,0,0,0,0,0,359
24,2/7/2006,12,Ayuntamientos,24,0,841,1,B,Basica,0,28,SAN LUIS POTOSI,492,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,129,25,47,10,22,9,0,2,0,0,0,1,0,0,250
24,2/7/2006,12,Ayuntamientos,24,0,854,1,B,Basica,0,28,SAN LUIS POTOSI,521,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,136,33,54,17,21,9,0,0,0,0,0,0,0,0,277
24,2/7/2006,12,Ayuntamientos,24,0,855,1,C,Contigua,0,28,SAN LUIS POTOSI,376,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,0,120,29,49,8,8,0,0,0,0,0,0,0,0,0,219
24,2/7/2006,12,Ayuntamientos,24,0,878,1,B,Basica,0,28,SAN LUIS POTOSI,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,2,172,39,57,14,12,10,0,1,0,0,0,1,0,0,316
24,2/7/2006,12,Ayuntamientos,24,0,879,1,C,Contigua,0,28,SAN LUIS POTOSI,387,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,123,42,55,11,9,4,0,2,0,0,0,0,0,0,254
24,2/7/2006,12,Ayuntamientos,24,0,881,1,B,Basica,0,28,SAN LUIS POTOSI,609,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,0,160,50,57,20,10,5,0,0,0,0,0,0,0,0,308
24,2/7/2006,12,Ayuntamientos,24,0,895,1,B,Basica,0,28,SAN LUIS POTOSI,546,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,2,104,56,55,7,6,7,0,5,0,0,0,1,0,0,247
24,2/7/2006,12,Ayuntamientos,24,0,900,1,B,Basica,0,28,SAN LUIS POTOSI,594,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,163,54,57,17,22,3,0,0,0,0,0,2,0,0,328
24,2/7/2006,12,Ayuntamientos,24,0,921,2,C,Contigua,0,28,SAN LUIS POTOSI,563,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,6,1,191,56,58,19,12,12,0,0,0,0,0,0,0,0,355
24,2/7/2006,12,Ayuntamientos,24,0,991,1,B,Basica,0,28,SAN LUIS POTOSI,559,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,0,184,58,76,23,13,8,0,6,0,0,0,0,0,0,372
24,2/7/2006,12,Ayuntamientos,24,0,992,1,B,Basica,0,28,SAN LUIS POTOSI,644,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,0,201,78,74,11,14,10,0,6,0,0,0,1,0,0,407
24,2/7/2006,12,Ayuntamientos,24,0,994,1,B,Basica,0,28,SAN LUIS POTOSI,594,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,180,38,51,13,15,19,0,3,0,0,0,2,0,0,331
24,2/7/2006,12,Ayuntamientos,24,0,1011,1,B,Basica,0,28,SAN LUIS POTOSI,703,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,3,203,82,88,18,9,14,0,3,0,0,0,3,0,0,434
24,2/7/2006,12,Ayuntamientos,24,0,1029,1,B,Basica,0,28,SAN LUIS POTOSI,661,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,1,183,47,54,16,16,9,0,8,0,0,0,0,0,0,345
24,2/7/2006,12,Ayuntamientos,24,0,1031,2,C,Contigua,0,28,SAN LUIS POTOSI,571,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,168,32,82,14,13,10,0,0,0,0,0,2,0,0,331
24,2/7/2006,12,Ayuntamientos,24,0,1033,1,C,Contigua,0,28,SAN LUIS POTOSI,550,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,4,148,27,68,14,11,6,0,0,0,0,0,0,0,0,289
24,2/7/2006,12,Ayuntamientos,24,0,1066,1,B,Basica,0,28,SAN LUIS POTOSI,490,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,124,31,38,15,14,15,0,0,0,0,0,0,0,0,244
24,2/7/2006,12,Ayuntamientos,24,0,1071,1,B,Basica,0,28,SAN LUIS POTOSI,601,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,9,0,162,51,66,17,19,10,0,0,0,0,0,2,0,0,336
24,2/7/2006,12,Ayuntamientos,24,0,1072,1,C,Contigua,0,28,SAN LUIS POTOSI,668,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,1,188,47,48,7,9,14,0,2,0,0,0,2,0,0,330
24,2/7/2006,12,Ayuntamientos,24,0,1072,2,C,Contigua,0,28,SAN LUIS POTOSI,668,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,1,159,54,55,16,14,7,0,4,0,0,0,1,0,0,325
24,2/7/2006,12,Ayuntamientos,24,0,1073,1,B,Basica,0,28,SAN LUIS POTOSI,681,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,175,59,81,25,17,14,0,1,0,0,0,5,0,0,385
24,2/7/2006,12,Ayuntamientos,24,0,1073,1,C,Contigua,0,28,SAN LUIS POTOSI,681,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,0,186,63,58,25,11,11,0,4,0,0,0,5,0,0,374
24,2/7/2006,12,Ayuntamientos,24,0,1073,4,C,Contigua,0,28,SAN LUIS POTOSI,682,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,15,0,170,53,65,16,7,15,0,6,0,0,0,1,0,0,348
24,2/7/2006,12,Ayuntamientos,24,0,1073,8,C,Contigua,0,28,SAN LUIS POTOSI,682,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,0,160,53,74,23,12,11,0,2,0,0,0,0,0,0,342
24,2/7/2006,12,Ayuntamientos,24,0,1073,9,C,Contigua,0,28,SAN LUIS POTOSI,682,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,18,0,189,66,61,21,11,14,0,2,0,0,0,1,0,0,383
24,2/7/2006,12,Ayuntamientos,24,0,1074,2,C,Contigua,0,28,SAN LUIS POTOSI,704,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,15,2,171,62,73,16,9,6,0,0,0,0,0,0,0,0,354
24,2/7/2006,12,Ayuntamientos,24,0,1074,5,C,Contigua,0,28,SAN LUIS POTOSI,705,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,9,3,146,37,64,19,8,10,0,2,0,0,0,0,0,0,298
24,2/7/2006,12,Ayuntamientos,24,0,1111,1,C,Contigua,0,28,SAN LUIS POTOSI,495,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,0,146,75,27,3,5,4,0,0,0,0,0,0,0,0,270
24,2/7/2006,12,Ayuntamientos,24,0,1124,1,C,Contigua,0,28,SAN LUIS POTOSI,443,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,8,0,131,73,26,6,3,5,0,3,0,0,0,0,0,0,255
