CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_PRI_ES,CAND_IND_1,CAND_IND_2,CAND_IND_3,CAND_IND_4,CAND_IND_5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,79,B,70,119,11,6,2,15,23,0,13,67,1,4,5,0,0,,11,,,,0,347,16,363,560,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,79,C01,66,104,15,8,4,19,8,3,7,63,5,5,2,0,1,,15,,,,0,325,22,347,560,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,79,C02,78,115,10,7,3,15,19,5,5,48,4,2,1,0,0,,15,,,,0,327,23,350,560,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,80,B,92,111,13,4,5,19,7,4,0,36,3,14,4,0,0,,18,,,,0,330,31,361,559,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,80,C01,95,102,13,2,5,13,9,3,3,39,5,6,3,0,0,,24,,,,0,322,17,339,558,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,81,B,8,36,0,3,1,0,0,1,0,3,1,1,1,0,0,,29,,,,0,84,7,91,133,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,82,B,42,78,13,13,4,11,1,4,6,26,1,18,1,0,0,,49,,,,0,267,16,283,480,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,82,C01,35,85,14,9,5,9,1,1,6,19,0,10,1,0,0,,44,,,,0,239,9,248,479,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,83,B,71,85,8,5,4,8,1,6,2,46,2,0,1,0,0,,86,,,,0,325,20,345,605,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,84,B,36,108,27,2,4,34,4,5,11,22,6,46,2,0,0,,46,,,,0,353,20,373,565,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,84,C01,41,108,20,6,6,28,1,4,10,23,7,27,2,0,0,,42,,,,0,325,17,342,564,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,85,B,82,110,16,5,1,4,0,2,0,33,0,2,6,0,0,,18,,,,1,279,13,293,412,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,86,B,8,159,42,1,3,81,0,3,8,42,1,5,1,0,0,,14,,,,0,368,17,385,526,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,12,EL BARRIO DE LA SOLEDAD,86,C01,7,165,29,0,4,70,0,3,11,43,2,3,2,0,3,,7,,,,0,349,12,361,525,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,97,B,9,56,32,6,55,145,1,5,0,32,0,2,1,0,0,,1,,,,0,345,16,361,468,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,97,C01,3,55,15,6,46,124,0,4,0,36,2,0,7,0,0,,5,,,,0,303,28,331,467,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,98,B,10,91,25,26,71,191,0,4,0,37,0,0,1,0,0,,9,,,,0,465,9,474,698,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,98,C01,89,156,11,11,1,12,1,5,2,30,2,4,2,0,0,,14,,,,1,340,13,354,698,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,99,B,12,68,32,34,45,79,0,3,4,45,5,1,5,0,0,,1,,,,0,334,16,350,482,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,99,C01,19,94,49,18,41,74,1,1,0,27,2,0,6,0,0,,4,,,,1,336,12,349,482,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,100,B,5,17,20,16,92,96,1,0,2,48,1,0,1,0,0,,7,,,,0,306,13,319,586,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,100,C01,11,167,24,19,63,101,0,1,1,36,1,1,1,0,0,,2,,,,0,428,14,442,585,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,101,B,8,145,22,15,43,93,1,1,0,34,0,0,4,0,0,,1,,,,0,367,19,386,537,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,101,C01,7,120,30,23,66,100,1,2,1,37,0,0,1,0,0,,4,,,,0,392,14,406,537,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,102,B,20,98,27,22,56,119,1,3,3,53,1,0,5,0,0,,4,,,,0,412,19,431,645,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,102,C01,5,90,48,21,45,145,1,2,0,62,1,1,4,0,0,,4,,,,0,429,31,460,645,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,103,B,6,104,24,12,47,144,0,3,2,28,0,0,0,0,0,,1,,,,0,371,17,388,556,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,15,CHAHUITES,103,C01,11,84,21,11,44,143,1,2,0,46,0,0,2,0,0,,4,,,,0,369,9,378,555,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,397,B,61,89,15,3,7,12,2,3,1,59,3,2,4,0,0,,54,,,,0,315,23,338,586,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,397,C01,53,89,3,5,1,14,0,10,1,51,1,5,3,0,0,,43,,,,0,279,18,297,585,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,397,C02,83,81,22,2,8,3,1,10,1,49,0,1,6,0,0,,54,,,,0,321,15,336,585,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,398,B,67,53,3,5,8,3,3,1,2,38,0,1,3,0,0,,44,,,,0,231,6,237,464,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,398,C01,52,51,3,1,9,4,1,3,2,55,2,3,2,0,0,,44,,,,0,232,8,240,464,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,399,B,83,72,9,6,6,9,0,5,2,64,1,0,0,0,0,,56,,,,0,313,18,331,662,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,399,C01,65,79,11,5,12,6,3,4,4,59,2,2,3,0,0,,80,,,,0,335,13,348,662,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,400,B,60,64,11,7,7,4,1,16,8,38,9,3,0,0,0,,73,,,,0,301,16,317,705,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,400,C01,50,82,19,17,14,94,1,33,2,0,7,3,5,0,0,,77,,,,0,404,19,423,704,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,400,C02,58,62,13,13,4,2,3,15,1,50,5,4,4,0,0,,86,,,,1,320,23,344,704,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,401,B,51,66,6,5,2,12,1,4,2,63,1,2,4,0,0,,49,,,,0,268,6,274,513,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,401,C01,58,68,9,3,7,5,0,3,2,51,3,3,2,0,0,,52,,,,0,266,6,272,512,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,402,B,78,44,6,5,3,17,1,5,3,33,5,1,3,0,0,,36,,,,0,240,9,249,477,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,402,C01,84,52,8,8,6,5,0,6,4,38,1,4,4,0,0,,33,,,,0,253,12,265,477,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,402,SMR01,22,14,4,1,0,4,2,7,1,21,0,0,1,0,0,,16,,,,1,93,4,98,,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,402,SRP01,44,49,19,6,9,5,2,7,1,65,4,4,0,0,0,,0,,,,1,215,7,223,,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,403,B,62,62,7,3,10,60,0,4,0,47,4,5,5,0,0,,59,,,,0,328,21,349,631,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,403,C01,99,75,3,1,5,43,4,6,1,74,1,2,1,0,0,,46,,,,0,361,11,372,630,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,404,B,63,86,15,5,5,25,1,4,0,40,2,2,4,0,0,,59,,,,0,311,16,327,533,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,404,C01,70,61,15,0,10,17,0,2,0,50,1,3,3,0,0,,48,,,,0,280,12,292,532,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,405,B,89,46,4,2,6,7,3,0,5,46,8,0,2,0,0,,24,,,,2,242,5,249,479,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,405,C01,66,49,7,4,4,9,3,5,2,55,1,1,3,0,0,,28,,,,0,237,9,246,479,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,406,B,78,71,20,6,4,9,1,7,6,52,3,0,4,0,0,,78,,,,0,339,21,360,648,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,406,C01,66,66,16,5,7,5,0,7,4,71,4,0,1,0,0,,70,,,,0,322,7,329,648,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,407,B,66,108,9,4,4,14,1,7,3,55,0,2,3,0,0,,38,,,,0,314,15,329,671,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,407,C01,58,105,10,8,6,6,0,11,0,48,4,6,1,0,0,,54,,,,0,317,29,346,671,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,407,C02,73,101,7,4,3,9,1,3,1,41,2,1,0,0,0,,34,,,,0,280,10,290,671,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,408,B,36,118,16,1,8,7,4,12,1,42,3,1,1,0,0,,39,,,,0,289,21,310,589,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,408,C01,24,123,15,4,8,8,5,2,2,27,1,4,4,0,0,,62,,,,0,289,18,307,589,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,408,C02,45,112,10,9,7,8,1,10,2,14,6,3,5,0,2,,64,,,,0,298,22,320,588,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,409,B,23,44,16,2,1,0,1,165,2,27,4,1,2,0,0,,56,,,,0,344,39,383,651,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,409,C01,29,42,15,2,4,0,1,196,6,22,5,0,0,0,0,,53,,,,0,375,24,399,651,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,409,E01,14,82,8,1,3,0,4,42,2,14,1,0,0,0,0,,17,,,,0,188,15,203,361,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,410,B,41,79,23,3,3,1,3,49,2,54,6,1,4,0,0,,51,,,,0,320,20,340,617,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,410,C01,32,44,27,3,6,1,1,51,6,56,8,0,5,0,0,,62,,,,0,302,26,328,616,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,411,B,27,17,9,0,3,1,0,41,6,33,3,0,0,0,0,,53,,,,0,193,10,203,439,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,411,C01,21,16,15,3,3,1,2,51,2,34,2,1,0,0,0,,50,,,,0,201,16,217,439,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,412,B,60,92,10,2,3,2,1,8,8,39,2,2,1,0,0,,16,,,,0,246,13,259,561,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,412,C01,71,104,11,6,2,4,1,6,5,29,2,3,2,0,0,,32,,,,0,278,12,290,561,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,413,B,29,97,4,6,1,2,21,47,3,28,7,1,0,0,0,,32,,,,0,278,13,291,477,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,414,B,45,33,24,6,3,1,5,17,2,44,1,1,1,0,0,,8,,,,0,191,18,209,414,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,414,C01,46,40,26,8,1,1,1,17,4,40,2,0,4,0,0,,7,,,,0,197,18,215,413,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,414,E01,12,44,4,3,1,0,0,2,0,14,0,0,0,0,0,,0,,,,0,80,0,80,132,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,415,B,79,67,7,17,2,1,3,35,5,51,2,1,0,0,0,,27,,,,0,297,18,315,583,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,415,C01,54,78,13,15,2,2,3,24,6,52,2,0,4,0,0,,26,,,,0,281,21,302,583,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,415,C02,75,90,7,11,4,2,1,17,2,72,1,3,2,0,0,,20,,,,0,307,12,319,582,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,416,B,24,10,7,1,1,0,2,287,2,21,0,0,0,0,0,,28,,,,1,383,6,390,605,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,417,B,38,38,24,2,2,2,6,27,4,81,2,1,0,0,0,,22,,,,0,249,27,276,732,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,418,B,19,44,12,5,1,0,0,5,5,9,0,0,0,0,0,,72,,,,0,172,13,185,293,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,419,B,21,73,21,5,6,0,1,5,1,32,2,1,0,0,0,,30,,,,1,198,8,207,343,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,419,E01,39,33,5,2,3,1,0,11,1,7,1,0,3,0,0,,4,,,,0,110,5,115,216,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,420,B,85,56,8,4,8,7,0,8,6,84,4,4,4,0,0,,20,,,,0,298,20,318,725,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,420,C01,85,51,24,12,6,3,1,12,0,67,3,2,0,0,0,,15,,,,0,281,9,290,725,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,420,C02,110,63,20,2,6,8,1,11,3,71,0,4,0,0,0,,20,,,,0,319,11,330,725,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,57,MATIAS ROMERO AVENDAÑO,421,B,5,31,7,0,0,9,0,3,1,21,1,3,0,0,0,,6,,,,0,87,5,92,135,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,72,REFORMA DE PINEDA,661,B,8,202,37,9,15,2,2,1,2,63,1,9,2,0,0,,17,,,,0,370,17,387,498,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,72,REFORMA DE PINEDA,661,C01,5,178,22,11,18,0,1,1,2,68,2,3,0,0,0,,9,,,,0,320,22,342,497,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,72,REFORMA DE PINEDA,662,B,10,171,29,19,9,3,0,4,3,90,1,3,2,0,0,,18,,,,0,362,21,383,530,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,72,REFORMA DE PINEDA,662,C01,9,176,41,19,11,8,1,6,3,83,2,8,0,0,0,,22,,,,0,389,20,409,529,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1139,B,7,134,11,6,19,0,0,8,0,22,0,0,0,0,0,,56,,,,0,263,25,288,475,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1139,C01,3,140,123,3,13,1,0,3,0,17,0,0,1,0,0,,47,,,,0,351,20,371,474,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1140,B,8,140,122,4,14,1,2,2,1,10,1,3,0,0,0,,46,,,,0,354,38,392,494,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1140,C01,6,129,134,3,10,0,0,4,1,7,0,0,0,0,0,,63,,,,0,357,24,381,493,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1141,B,6,144,217,0,11,0,0,0,1,23,1,0,0,0,0,,38,,,,0,441,35,476,595,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1141,C01,9,160,191,3,13,2,0,1,2,22,0,0,1,0,0,,54,,,,0,458,19,477,595,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1142,B,4,115,164,1,9,0,2,2,0,16,5,0,1,0,0,,31,,,,0,350,12,362,420,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1142,E01,5,144,170,3,4,0,0,7,0,3,0,0,0,0,0,,56,,,,0,392,4,396,538,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1142,E01C01,0,138,208,2,4,0,2,3,0,2,0,0,0,0,0,,53,,,,0,412,6,418,538,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1143,B,2,77,85,9,16,0,7,9,1,7,2,0,0,0,0,,5,,,,0,220,7,227,323,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1143,E01,2,48,89,3,11,0,0,7,0,11,1,0,0,0,0,,0,,,,0,172,10,182,220,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1144,B,,,,,,,,,,,,,,,,,,,,,,,,,736,Paquete no entregado,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1144,E01,16,48,119,33,7,1,0,2,1,7,1,0,0,0,0,,1,,,,0,236,10,246,378,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1145,B,0,58,97,0,7,0,0,83,3,18,1,5,0,0,0,,112,,,,0,384,31,415,579,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1145,E01,7,53,115,7,9,0,0,5,1,4,1,0,0,0,0,,1,,,,0,203,3,206,328,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1146,B,9,58,209,24,29,0,1,32,0,6,0,1,0,0,0,,0,,,,9,369,29,407,563,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1147,B,16,40,122,1,8,0,0,12,1,4,0,1,0,0,0,,61,,,,0,266,35,301,391,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1147,E01,8,57,58,6,6,2,0,18,0,1,0,1,3,0,0,,58,,,,7,218,6,231,355,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1148,B,3,18,321,1,3,1,2,6,0,8,0,5,0,0,0,,93,,,,0,461,31,492,719,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1149,B,1,49,89,15,16,2,0,3,9,26,1,0,1,0,0,,36,,,,0,248,35,283,407,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1149,C01,2,35,113,19,24,0,1,1,4,22,2,0,0,0,0,,21,,,,0,244,37,281,406,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1150,B,5,28,184,3,10,0,1,2,2,16,1,0,0,0,0,,23,,,,0,275,21,296,427,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1150,C01,5,48,129,5,21,0,2,1,2,27,1,1,1,0,0,,0,,,,0,243,22,265,427,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1151,B,1,159,165,6,7,0,0,9,1,7,1,2,0,0,0,,23,,,,0,381,37,418,530,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1151,C01,1,134,139,4,18,0,1,4,0,3,0,0,0,0,0,,22,,,,0,326,33,359,529,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1152,B,1,128,231,7,8,0,0,0,0,0,0,1,0,0,0,,86,,,,0,462,6,468,561,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1153,B,0,135,203,15,25,1,0,5,0,11,0,0,2,0,0,,30,,,,0,427,44,471,651,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1154,B,6,101,173,1,14,0,0,3,1,3,0,0,0,0,0,,40,,,,0,342,28,370,528,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1154,C01,1,97,141,4,34,0,0,7,0,3,0,0,0,0,0,,41,,,,0,328,49,377,527,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1155,B,2,102,147,4,11,2,2,0,1,9,0,0,0,0,0,,73,,,,0,353,22,375,482,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1155,C01,12,92,182,2,8,3,0,0,0,3,0,1,0,0,0,,68,,,,0,371,24,395,481,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1156,B,30,76,156,0,26,2,0,0,4,5,0,2,0,0,0,,171,,,,0,472,25,497,688,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1156,E01,0,66,119,0,10,0,2,0,1,2,0,0,0,0,0,,31,,,,0,231,15,246,352,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1157,B,7,137,175,9,5,0,0,4,1,10,5,1,1,0,0,,56,,,,0,411,18,429,638,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1157,C01,9,129,191,3,6,0,0,1,4,11,5,3,0,0,0,,53,,,,0,415,22,437,637,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1158,B,9,77,119,0,22,1,4,11,2,8,0,0,5,0,0,,95,,,,0,353,0,353,611,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1158,C01,8,71,172,4,16,1,8,11,0,11,2,0,3,0,0,,58,,,,0,365,34,399,611,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1159,B,2,66,131,8,8,0,0,1,2,2,0,1,3,0,0,,106,,,,0,330,30,360,489,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1159,C01,6,66,121,0,2,1,0,1,0,5,0,0,1,0,0,,121,,,,0,324,35,359,488,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1160,B,11,84,338,0,4,0,0,0,0,0,0,1,0,0,0,,32,,,,0,470,0,470,605,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1160,C01,16,68,379,1,6,0,0,0,0,0,0,0,0,0,0,,28,,,,0,498,0,498,605,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1161,B,12,80,258,2,4,0,0,0,0,8,0,0,0,0,0,,54,,,,0,418,1,419,518,,,,
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,199,SAN JUAN GUICHICOVI,1161,C01,12,68,241,1,1,0,0,0,0,5,0,0,0,0,0,,82,,,,0,410,5,415,517,,,,
