ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PPG,IHG,CG,PSM,PSG,CAND_IND1,CAND_IND2,CAND_IND4,CAND_IND5,CAND_IND7,CAND_IND8,CAND_IND9,PAN_PRD_MC,PAN_MC,PRI_PVEM,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PRD_MC,PAN_PRD
12,GUERRERO,1,ACAPULCO DE JUAREZ,381,1001,,,,,27739,,3992,,,1532,1339,4641,12780,1073,,,,,,,,42345,,77712,148788,321941,252,15552,337745,582951,0,0
12,GUERRERO,2,AHUACUOTZINGO,26,39,3017,,3081,,73,1641,561,,,9,108,2,0,10,,,,,,,,,,3069,1065,12636,0,509,13145,18263,0,0
12,GUERRERO,3,AJUCHITLAN DEL PROGRESO,43,58,,9618,,19,163,,32,,,0,3,0,0,0,,,,,,,,2065,,,4204,16104,0,786,16890,26305,0,0
12,GUERRERO,4,ALCOZAUCA DE GUERRERO,18,29,,2112,,17,1751,,17,951,0,9,1496,0,0,0,,,,,,,,1883,,,,8236,0,581,8817,13773,0,0
12,GUERRERO,5,ALPOYECA,5,10,,,,,354,,,,,414,0,229,237,458,,,,,,,,41,,1055,761,3549,0,243,3792,5365,0,0
12,GUERRERO,6,APAXTLA,16,20,5,,641,,104,1288,137,935,0,835,0,0,592,0,,,,,,,,,,606,,5143,0,222,5365,7915,0,0
12,GUERRERO,7,ARCELIA,45,60,,8294,,29,86,,57,,,8,0,67,0,0,,,,,,,,1592,,,4000,14133,6,794,14933,23345,0,0
12,GUERRERO,8,ATENANGO DEL RIO,10,13,,,,,1895,,14,,,2,22,1135,0,0,,,,,,,,55,,1291,177,4591,0,190,4781,6387,0,0
12,GUERRERO,9,ATLAMAJALCINGO DEL MONTE,9,12,,23,,737,202,,,,,12,0,0,0,9,,,,,,,,512,,,1357,2852,0,163,3015,4143,0,0
12,GUERRERO,10,ATLIXTAC,22,39,2983,,5294,,1175,29,1166,443,0,59,18,11,0,0,,,,,,,,,,581,,11759,3,1101,12863,17267,0,0
12,GUERRERO,11,ATOYAC DE ALVAREZ,67,96,,,,,284,,2260,,,1100,140,93,23,139,3358,,,,,,,7950,,4151,4940,24438,2,1759,26199,43820,0,0
12,GUERRERO,13,AZOYU,17,23,37,,865,,37,451,20,,,20,0,0,0,6,,,,,,,,,,2673,3864,7973,0,283,8256,11070,0,0
12,GUERRERO,14,BENITO JUAREZ,15,25,,107,,3908,20,,25,,,2,0,128,11,0,,,28,,,,,3667,,,798,8694,1,462,9157,12547,0,0
12,GUERRERO,15,BUENAVISTA DE CUELLAR,11,20,,73,,1547,55,186,635,2307,157,7,77,7,0,0,,,,,,,,,,,,6820,0,246,7066,9994,0,1769
12,GUERRERO,16,COAHUAYUTLA DE JOSE MARIA IZAZAGA,29,33,,,,,11,,0,3353,291,3,0,0,0,0,,,,,,,,132,,3227,,7017,107,1,7125,9323,0,0
12,GUERRERO,17,COCULA,24,28,22,,1251,,460,574,2094,,,12,2,1,0,5,,,,,,,,,,1901,579,6901,0,443,7344,11598,0,0
12,GUERRERO,18,COPALA,14,21,,,,,35,471,82,,,26,167,130,0,13,,,,,,,,,,1900,577,6833,0,494,7327,10586,0,3432
12,GUERRERO,19,COPALILLO,10,21,1344,36,672,927,311,357,933,,,6,619,23,1341,51,,,,,,,,,,,333,6953,596,544,8093,10644,0,0
12,GUERRERO,20,COPANATOYAC,15,28,,3571,,16,1106,,21,,,5,0,0,103,0,,,,,,,,3321,,,338,8481,0,664,9145,12951,0,0
12,GUERRERO,21,COYUCA DE BENITEZ,59,102,1130,9845,2343,725,512,4674,206,8573,2317,430,536,227,88,13,,,,,,,,,,,,31619,1,1567,33187,52420,0,0
12,GUERRERO,22,COYUCA DE CATALAN,56,73,200,,10036,,260,0,73,,,26,0,0,4,0,,,,,,,,,,2653,3596,16848,0,931,17779,31923,0,0
12,GUERRERO,23,CUAJINICUILAPA,28,41,,,,,78,,68,,,33,76,0,0,17,,,,,,,,1303,,2505,7546,11626,1,387,12014,18508,0,0
12,GUERRERO,24,CUALAC,7,13,,56,,1241,1859,,,150,,5,,3,,,,,,,,,,478,,,,3792,0,177,3969,5310,0,0
12,GUERRERO,25,CUAUTEPEC,13,22,,,,,42,,21,,,7,6,2,,,,,,,,,,3074,,3838,850,7840,0,429,8269,11312,0,0
12,GUERRERO,26,CUETZALA DEL PROGRESO,16,16,,1173,287,8,44,1016,60,1473,11,8,,,,7,,,,,,,,,,,,4087,2,193,4282,6204,0,0
12,GUERRERO,27,CUTZAMALA DE PINZON,42,50,,6180,,,62,,,,,7,,,,,,,,,,,,2308,,,982,9539,1,739,10279,17916,0,0
12,GUERRERO,28,CHILAPA DE ALVAREZ,85,167,1154,,14494,,2218,823,452,,,217,71,0,0,0,,,,,,,,,,15848,10969,46246,45,3967,50258,86923,0,0
12,GUERRERO,29,CHILPANCINGO DE LOS BRAVO,103,321,,,,,4637,,812,37227,1303,2546,191,496,239,403,,,,,,,,42541,,23536,,113931,33,4853,118817,192372,0,0
12,GUERRERO,30,EDUARDO NERI,29,65,,3450,,102,4063,,3496,4825,156,0,68,219,42,0,,,,,,,,5411,,,,21832,0,1270,23102,35472,0,0
12,GUERRERO,31,FLORENCIO VILLARREAL,18,29,,80,,2429,87,,785,,,24,42,2,30,0,,,,,,,,4099,,,2456,10034,2,438,10474,15612,0,0
12,GUERRERO,32,GENERAL CANUTO A. NERI,15,16,,,17,,7,1613,0,,,5,1,0,1407,0,,,,,,,,,,96,116,3262,0,135,3397,4677,0,0
12,GUERRERO,33,GENERAL HELIODORO CASTILLO,46,56,,8519,,117,481,,0,,,15,0,0,0,0,,,,,,,,1327,,,1383,11842,0,673,12515,22696,0,0
12,GUERRERO,34,HUAMUXTITLAN,12,23,,,,,1366,,28,1254,32,20,0,19,0,34,,,,,,1790,,2468,,1094,,8105,0,437,8542,11681,0,0
12,GUERRERO,35,HUITZUCO DE LOS FIGUEROA,36,61,,,,,607,,,1697,525,0,29,43,350,0,,,,,,,,6112,,6827,,16190,4,840,17034,29541,0,0
12,GUERRERO,36,IGUALA DE LA INDEPENDENCIA,85,192,,,,,3942,,,,,201,707,344,210,145,,2931,,,,,,16956,,17848,18523,61807,13,2234,64054,109264,0,0
12,GUERRERO,37,IGUALAPA,12,17,1129,31,1483,1558,124,0,35,,,963,0,0,6,0,,,,,,,,,,,706,6035,5,326,6366,8003,0,0
12,GUERRERO,38,IXCATEOPAN DE CUAUHTEMOC,12,14,7,1877,1900,3,147,1,0,,,0,1,0,0,0,,,,,,,,,,,86,4022,0,128,4150,5354,0,0
12,GUERRERO,39,ZIHUATANEJO DE AZUETA,63,167,,,,,1024,,157,,,0,135,2075,41,53,,,,,,,,13320,,23621,11421,51847,31,3404,55282,95280,0,0
12,GUERRERO,40,JUAN R. ESCUDERO,24,36,1509,,2122,,73,1506,424,,,180,28,13,5,0,,,,,206,,,,,1791,4038,11895,0,615,12510,18104,0,0
12,GUERRERO,41,LEONARDO BRAVO,21,34,,4703,3012,81,534,,165,,,19,,,,,,,,,,,,,,,1406,9920,0,792,10712,17866,0,0
12,GUERRERO,42,MALINALTEPEC,16,36,214,1027,1610,34,2444,1460,,2965,929,0,211,227,0,252,,,,,,,,,,,,11373,2,734,12109,18231,0,0
12,GUERRERO,43,MARTIR DE CUILAPAN,16,26,118,1662,2115,50,1333,1869,38,,,58,31,16,0,106,,,,,,,,,,,856,8252,2,728,8982,13344,0,0
12,GUERRERO,44,METLATONOC,16,33,90,1136,1232,38,1544,730,,2670,269,,,683,,,,,,,,,,,,,,8392,1,317,8710,12561,0,0
12,GUERRERO,45,MOCHITLAN,17,22,,195,,3302,44,,26,,,15,0,0,0,33,,,,,,,,1047,,,940,5602,1,567,6170,8959,0,0
12,GUERRERO,46,OLINALA,25,39,,7317,,49,2993,,17,,,5,3,37,0,34,,,,,,,,754,,,1594,12803,5,523,13331,18413,0,0
12,GUERRERO,47,OMETEPEC,38,86,,,,,7275,,223,,,1559,39,17,299,47,,,,1881,,,,2389,,11392,3543,28664,2,2247,30913,44087,0,0
