CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PLC,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,14,C,1,0,C01,90,92,19,6,47,4,3,81,4,4,7,2,2,2,0,,,,6,,,,369,1,9,379,522,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,B,1,0,B,182,71,16,6,19,5,6,67,1,5,7,5,1,0,0,,,,3,,,,394,0,22,416,566,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/15 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,C,1,0,C01,176,67,24,3,27,5,3,54,5,0,12,1,1,0,1,,,,2,,,,381,0,14,395,565,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/15 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,B,1,0,B,141,72,16,7,23,10,9,68,5,2,12,7,4,1,0,,,,2,,,,379,0,12,391,586,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/16 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,C,1,0,C01,169,65,25,5,7,4,4,2,8,1,18,2,2,0,1,,,,3,,,,316,0,17,333,585,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/16 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,B,1,0,B,162,59,7,3,9,4,1,64,0,1,4,0,2,0,3,,,,1,,,,320,0,35,355,535,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/19 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,C,1,0,C01,161,62,17,7,6,8,3,63,1,0,8,0,1,0,0,,,,3,,,,340,0,13,353,535,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/19 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,B,1,0,B,180,80,19,3,9,8,3,51,1,3,4,6,1,0,0,,,,3,,,,371,0,16,387,557,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/20 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,C,1,0,C01,136,75,26,4,15,7,2,46,5,4,15,4,1,0,0,,,,1,,,,341,1,20,362,557,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/20 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,B,1,0,B,116,97,19,6,18,0,10,74,6,5,3,4,1,2,0,,,,4,,,,365,0,13,378,519,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,C,1,0,C01,133,92,15,3,10,6,7,63,3,3,5,2,2,0,0,,,,1,,,,345,1,16,362,519,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,C,2,0,C02,112,80,32,4,14,7,11,77,3,1,5,0,1,1,0,,,,3,,,,351,0,11,362,518,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/21 C2.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,B,1,0,B,114,74,20,3,17,2,10,79,6,5,8,2,2,2,1,,,,6,,,,351,0,13,364,467,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/22 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,C,1,0,C01,103,83,15,6,18,4,11,84,4,1,4,2,2,0,0,,,,9,,,,346,1,10,357,466,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,B,1,0,B,86,77,18,4,19,4,5,70,4,2,5,4,1,1,0,,,,13,,,,313,0,15,328,433,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,C,1,0,C01,89,85,18,3,9,7,6,61,5,2,2,3,2,1,0,,,,14,,,,307,0,25,332,432,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,32,B,1,0,B,96,58,14,3,11,5,5,68,7,4,1,5,2,0,0,,,,8,,,,287,0,22,309,409,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/32 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,32,C,1,0,C01,101,63,7,3,13,8,6,59,6,5,6,2,1,0,0,,,,7,,,,287,1,18,306,409,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/32 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,33,B,1,0,B,91,75,26,12,12,5,7,64,6,3,5,2,0,0,0,,,,7,,,,315,0,10,325,469,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,33,C,1,0,C01,90,70,28,6,18,5,6,82,8,4,1,3,0,2,0,,,,5,,,,328,0,12,340,469,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,34,B,1,0,B,150,86,30,4,22,12,5,86,5,4,12,0,1,0,0,,,,3,,,,420,0,19,439,641,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,34,C,1,0,C01,141,85,23,11,14,12,4,87,10,4,11,7,2,0,0,,,,2,,,,413,0,15,428,640,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/34 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,35,B,1,0,B,111,70,21,14,13,6,2,54,1,6,8,14,3,0,0,,,,2,,,,325,0,15,340,484,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/35 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,35,C,1,0,C01,188,59,2,3,9,6,1,41,0,0,7,6,1,1,0,,,,0,,,,324,0,17,341,483,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/35 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,36,B,1,0,B,144,78,12,3,11,13,4,69,5,4,17,4,8,0,0,,,,12,,,,384,0,18,402,598,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/36 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,36,C,1,0,C01,159,69,14,2,11,10,7,57,1,1,11,4,2,2,0,,,,4,,,,354,1,30,385,598,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/36 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,37,B,1,0,B,117,52,13,6,3,10,3,49,4,0,6,0,0,7,0,,,,1,,,,271,0,13,284,448,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/37 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,37,C,1,0,C01,119,57,11,5,5,4,1,58,5,1,8,2,0,0,0,,,,0,,,,276,2,4,282,448,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/37 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,40,B,1,0,B,86,66,13,1,12,4,0,68,6,1,5,2,1,0,0,,,,0,,,,265,2,13,280,383,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/40 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,40,C,1,0,C01,97,52,12,4,11,4,5,85,3,2,1,3,3,0,0,,,,2,,,,284,0,10,294,383,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,41,B,1,0,B,92,41,24,2,2,8,5,74,5,1,2,3,0,0,0,,,,1,,,,260,0,15,275,384,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/41 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,41,C,1,0,C01,82,44,17,5,7,5,0,62,2,6,9,4,0,0,0,,,,2,,,,245,0,12,257,384,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/41 C1.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,B,1,0,B,266,66,12,3,6,9,9,87,6,5,5,4,0,1,0,,,,,,,,479,0,9,488,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/9 B.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,1,0,C01,268,77,14,4,8,4,9,87,3,9,1,0,1,0,0,,,,,,,,485,1,14,500,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/9 C1.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,2,0,C02,223,84,10,1,8,4,7,101,13,6,4,1,1,0,0,,,,,,,,463,0,11,474,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/9 C2.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,3,0,C03,261,70,9,4,8,7,0,94,7,0,2,1,1,0,0,,,,,,,,464,0,0,464,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/9 C3.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,4,0,C04,223,84,11,2,6,9,5,94,9,5,8,5,0,0,0,,,,,,,,461,1,21,483,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/9 C4.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,5,0,C05,228,60,8,5,2,10,12,94,5,3,1,3,1,0,0,,,,,,,,432,0,13,445,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/9 C5.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,6,0,C06,234,61,10,6,12,8,7,85,6,8,3,2,1,0,0,,,,,,,,443,1,16,460,644,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/9 C6.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,B,1,0,B,255,68,6,6,12,3,6,122,5,4,4,3,2,0,0,,,,,,,,496,0,17,513,735,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/17 B.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,1,0,C01,217,61,15,5,18,8,5,95,5,9,4,1,3,1,0,,,,,,,,447,1,14,462,735,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/17 C1.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,2,0,C02,201,67,15,6,18,3,3,134,10,0,5,2,0,0,0,,,,,,,,464,1,16,481,734,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/17 C2.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,3,0,C03,230,67,12,1,12,7,4,124,8,8,2,2,3,1,0,,,,,,,,481,0,17,498,734,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/17 C3.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,4,0,C04,232,63,11,6,10,9,7,106,7,9,5,3,1,0,0,,,,,,,,469,0,15,484,734,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/17 C4.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,5,0,C05,216,71,9,6,9,11,7,111,6,10,3,2,0,0,0,,,,,,,,461,0,18,479,734,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/17 C5.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,6,0,C06,220,64,13,0,14,6,5,97,7,8,7,2,1,1,0,,,,,,,,445,2,14,461,734,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/17 C6.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,18,B,1,0,B,243,80,8,4,10,8,6,64,4,6,4,4,0,1,0,,,,,,,,442,0,15,457,635,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/18 B.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,38,B,1,0,B,130,47,5,6,3,1,0,61,5,3,5,0,1,0,0,,,,,,,,267,0,15,282,384,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/38 B.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,38,C,1,0,C01,109,53,4,1,10,4,3,65,3,4,4,0,0,0,0,,,,,,,,260,0,15,275,384,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/38 C1.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,39,B,1,0,B,198,85,7,5,23,9,6,96,6,6,2,5,1,0,0,,,,,,,,449,1,13,463,684,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/39 B.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,39,C,1,0,C01,168,94,5,3,15,14,6,95,8,3,3,6,1,0,0,,,,,,,,421,0,26,447,684,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/39 C1.JPG
