CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PLC,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,B,1,0,B,154,67,3,7,24,6,7,83,15,1,2,2,2,0,0,,,,1,,,,374,1,20,395,670,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C,1,0,C01,147,49,14,6,15,5,3,93,2,4,8,3,4,1,0,,,,0,,,,354,0,24,378,670,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C,2,0,C02,177,68,12,8,13,11,3,92,4,6,5,5,3,0,0,,,,3,,,,410,1,22,433,669,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 C2.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C,3,0,C03,142,75,17,3,5,8,7,73,8,4,3,0,1,0,0,,,,0,,,,346,0,21,367,669,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 C3.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C,4,0,C04,213,76,8,3,6,8,3,54,4,0,7,0,3,0,0,,,,0,,,,385,0,12,397,669,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 C4.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,0,E01,166,73,13,3,11,11,2,95,7,5,16,1,0,0,0,,,,0,,,,403,3,2,408,713,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 E1C0.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,1,E01C01,208,79,10,6,19,10,9,91,2,2,4,0,3,0,0,,,,2,,,,445,0,9,454,713,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 E1C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,2,E01C02,153,86,12,10,9,4,6,94,1,2,6,2,3,0,0,,,,3,,,,391,0,18,409,713,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 E1C2.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,3,E01C03,199,70,18,9,16,9,2,78,5,2,0,2,0,0,1,,,,0,,,,411,0,20,431,713,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 E1C3.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,4,E01C04,142,57,10,4,5,9,2,89,3,4,5,1,2,0,0,,,,3,,,,336,0,18,354,712,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 E1C4.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,0,E02,179,73,9,3,18,3,6,56,4,0,6,1,4,0,0,,,,1,,,,363,0,16,379,648,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 E2C0.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,1,E02C01,159,79,10,4,17,6,3,58,5,4,12,5,4,0,0,,,,0,,,,366,0,15,381,647,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 E2C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,2,E02C02,160,67,10,5,15,4,54,2,3,0,4,3,1,0,0,,,,6,,,,334,0,21,355,647,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 E2C2.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,3,E02C03,167,82,16,3,9,5,4,77,6,4,10,2,6,1,0,,,,0,,,,392,0,20,412,647,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 E2C3.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,4,E02C04,165,79,19,3,22,7,2,50,4,2,3,1,0,0,0,,,,2,,,,359,0,17,376,647,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/4 E2C4.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,10,B,1,0,B,123,59,18,4,24,4,4,86,5,6,4,5,0,0,0,,,,8,,,,350,0,21,371,505,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/10 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,10,C,1,0,C01,94,68,6,4,27,12,5,80,10,1,11,3,4,0,0,,,,7,,,,332,0,18,350,504,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,13,B,1,0,B,148,71,32,0,29,9,13,85,1,4,13,2,1,0,0,,,,9,,,,417,0,22,439,593,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/13 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,13,C,1,0,C01,138,71,26,1,27,7,6,83,6,4,14,4,4,1,0,,,,1,,,,393,1,36,430,592,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/13 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,14,B,1,0,B,89,88,14,4,27,5,4,80,3,2,8,1,3,0,0,,,,5,,,,333,0,23,356,523,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/DIPUTADOS/CONSEJOS/01.PDF
