municipality,uniqueid,section,year,month,PRI,PAN,PRD,PT,PVEM,Partido_Democrata,PSN,PC,PAS,PCDT,PJS,total,valid,listanominal,STATE,turnout,PRI_PVEM,PT_PCDT_PJS,PCDT_PJS,PT_PCDT,PT_PJS,PAN_PAC,PANAL,PS,PRI_PVEM_PS,PAN_PANAL,PRI_PST,PRD_PT_PC,PRD_PC,PRD_PT,PT_PC,PST,PAC,PP,PLT,PPT,type,MC,no registrados,PAC_PS,PT_PAC,CASILLA,MORENA,PES,PRI_PANAL,PRI_PVEM_PANAL_PS,CI_1,CI_2,CI_3,PRI_PANAL_PS,PRI_PS,CI_4,PRI_PT,PRI_PVEM_PANAL,PVEM_PS,PEST,PISS,RSP,FXM,CI_5,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,CI_24,CI_25,CI_26,CI_27,CI_28,CI_29,CI_30,CI_31,CI_32,CI_33,CI_34,CI_35,no_reg,nulos,PAN_PRI,MORENA_RSP_PANAL,MORENA_PANAL,MORENA_RSP,RSP_PANAL
XALTOCAN,29040,550,2001,November,22,52,241,8,0,0,0,3,0,22,0,355,348,656,TLAXCALA,0.541158536585366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XALTOCAN,29040,553,2001,November,13,48,44,8,0,0,0,8,0,7,0,136,128,180,TLAXCALA,0.755555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XALTOCAN,29040,554,2001,November,2,35,35,6,0,0,0,15,0,0,0,100,93,129,TLAXCALA,0.775193798449612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XALTOCAN,29040,555,2001,November,66,115,71,28,0,0,0,25,0,2,0,327,307,476,TLAXCALA,0.686974789915966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XALTOCAN,29040,556,2001,November,50,119,29,60,0,0,0,43,0,7,0,334,308,511,TLAXCALA,0.653620352250489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XALTOCAN,29040,557,2001,November,26,117,36,35,0,0,0,14,0,0,0,244,228,456,TLAXCALA,0.535087719298246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XICOHTZINCO,29042,570,2001,November,318,315,281,26,102,0,0,44,0,0,0,1111,1086,1908,TLAXCALA,0.582285115303983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XICOHTZINCO,29042,571,2001,November,263,209,209,22,100,0,0,34,0,0,0,868,837,1358,TLAXCALA,0.639175257731959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XICOHTZINCO,29042,572,2001,November,195,185,229,9,24,0,0,36,0,0,0,686,678,1072,TLAXCALA,0.639925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XICOHTZINCO,29042,573,2001,November,253,217,271,13,50,0,0,55,0,0,0,883,859,1529,TLAXCALA,0.577501635055592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XICOHTZINCO,29042,574,2001,November,230,172,335,34,30,0,0,36,0,0,0,852,837,1366,TLAXCALA,0.623718887262079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,575,2001,November,99,164,340,12,0,0,0,0,0,110,0,741,725,1366,TLAXCALA,0.542459736456808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,576,2001,November,172,152,151,8,0,0,0,0,0,113,0,606,596,1094,TLAXCALA,0.553930530164534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,577,2001,November,25,86,86,4,0,0,0,0,0,70,0,284,271,444,TLAXCALA,0.63963963963964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,578,2001,November,40,132,91,11,0,0,0,0,0,113,0,408,387,659,TLAXCALA,0.619119878603945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,579,2001,November,65,181,187,9,0,0,0,0,0,41,0,504,483,784,TLAXCALA,0.642857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,580,2001,November,123,78,92,12,0,0,0,0,0,21,0,337,326,566,TLAXCALA,0.595406360424028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,581,2001,November,179,185,154,42,0,0,0,0,0,83,0,706,643,1441,TLAXCALA,0.489937543372658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,582,2001,November,63,400,323,26,0,0,0,0,0,94,0,946,906,1500,TLAXCALA,0.630666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,583,2001,November,62,126,218,30,0,0,0,0,0,100,0,569,536,1065,TLAXCALA,0.534272300469484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,584,2001,November,24,86,85,16,0,0,0,0,0,94,0,337,305,524,TLAXCALA,0.643129770992367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAUHQUEMEHCAN,29043,585,2001,November,83,298,257,33,0,0,0,0,0,232,0,948,903,1568,TLAXCALA,0.604591836734694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,588,2001,November,86,154,72,53,5,0,0,21,95,2,0,501,488,877,TLAXCALA,0.571265678449259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,589,2001,November,61,206,127,53,8,0,0,92,141,9,0,714,697,1229,TLAXCALA,0.580960130187144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,590,2001,November,166,232,170,50,15,0,0,154,291,2,0,1118,1080,1958,TLAXCALA,0.570990806945863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,591,2001,November,201,314,159,42,10,0,0,195,272,20,0,1238,1213,2066,TLAXCALA,0.599225556631171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,592,2001,November,164,224,215,66,8,0,0,71,277,3,0,1058,1028,1853,TLAXCALA,0.570966001079331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,593,2001,November,133,251,204,34,12,0,0,75,328,2,0,1071,1039,1953,TLAXCALA,0.548387096774194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,594,2001,November,52,118,80,36,2,0,0,37,343,2,0,689,670,1163,TLAXCALA,0.592433361994841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,595,2001,November,130,173,146,41,7,0,0,94,369,1,0,981,961,1611,TLAXCALA,0.608938547486034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,596,2001,November,56,199,152,31,5,0,0,69,165,2,0,679,679,1057,TLAXCALA,0.642384105960265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,597,2001,November,82,177,220,37,9,0,0,65,173,2,0,778,765,1273,TLAXCALA,0.611154752553024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,598,2001,November,128,124,204,31,8,0,0,71,154,3,0,742,723,1368,TLAXCALA,0.542397660818713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,599,2001,November,160,230,146,26,5,0,0,100,154,2,0,851,823,1478,TLAXCALA,0.575778078484438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,600,2001,November,107,219,151,144,27,0,0,143,297,1,0,1110,1089,1755,TLAXCALA,0.632478632478633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZACATELCO,29044,601,2001,November,292,160,306,28,19,0,0,115,245,3,0,1214,1168,1755,TLAXCALA,0.691737891737892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,29037,520,2001,November,93,267,109,26,0,0,0,0,0,144,0,719,639,1247,TLAXCALA,0.576583801122695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,29037,521,2001,November,89,129,155,16,0,0,0,0,0,70,0,502,459,875,TLAXCALA,0.573714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,29037,522,2001,November,59,244,158,20,0,0,0,0,0,96,0,653,577,1134,TLAXCALA,0.575837742504409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,29037,523,2001,November,76,236,225,15,0,0,0,0,0,135,0,763,687,1242,TLAXCALA,0.614331723027375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,29037,524,2001,November,25,152,41,17,0,0,0,0,0,17,0,279,252,358,TLAXCALA,0.779329608938548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,29037,525,2001,November,31,216,40,77,0,0,0,0,0,2,0,426,366,581,TLAXCALA,0.733218588640275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,29037,526,2001,November,2,3,30,14,0,0,0,0,0,8,0,65,57,87,TLAXCALA,0.747126436781609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUAMANALA DE MIGUEL HIDALGO,29022,309,2004,November,72,172,78,187,0,,,95,,0,0,619,604,909,TLAXCALA,0.680968096809681,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUAMANALA DE MIGUEL HIDALGO,29022,310,2004,November,136,140,195,126,0,,,91,,0,0,695,688,937,TLAXCALA,0.741728922091782,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUAMANALA DE MIGUEL HIDALGO,29022,311,2004,November,114,61,141,152,0,,,65,,0,0,548,533,727,TLAXCALA,0.753782668500688,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUAMANALA DE MIGUEL HIDALGO,29022,312,2004,November,68,74,84,61,0,,,14,,0,0,320,301,427,TLAXCALA,0.749414519906323,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAXAC DE GUERRERO,29001,1,2004,November,0,101,190,7,0,,,0,,10,113,527,507,708,TLAXCALA,0.744350282485876,86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAXAC DE GUERRERO,29001,2,2004,November,0,431,458,14,0,,,0,,30,163,1508,1488,2232,TLAXCALA,0.675627240143369,392,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAXAC DE GUERRERO,29001,3,2004,November,0,445,419,13,0,,,0,,15,141,1485,1459,2132,TLAXCALA,0.696529080675422,426,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAXAC DE GUERRERO,29001,4,2004,November,0,84,145,3,0,,,0,,3,11,315,307,410,TLAXCALA,0.768292682926829,61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APETATITLAN DE ANTONIO CARVAJAL,29002,5,2004,November,0,92,467,31,0,,,90,,59,0,1197,1156,1747,TLAXCALA,0.685174585002862,417,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APETATITLAN DE ANTONIO CARVAJAL,29002,6,2004,November,0,35,150,11,0,,,84,,32,0,578,569,797,TLAXCALA,0.725219573400251,257,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APETATITLAN DE ANTONIO CARVAJAL,29002,7,2004,November,0,21,67,6,0,,,22,,17,0,199,196,312,TLAXCALA,0.637820512820513,63,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APETATITLAN DE ANTONIO CARVAJAL,29002,8,2004,November,0,148,376,51,0,,,158,,64,0,1174,1143,1723,TLAXCALA,0.681369704004643,346,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APETATITLAN DE ANTONIO CARVAJAL,29002,9,2004,November,0,66,220,486,0,,,33,,26,0,1064,1039,1554,TLAXCALA,0.684684684684685,208,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APETATITLAN DE ANTONIO CARVAJAL,29002,10,2004,November,0,97,804,46,0,,,14,,11,0,1240,1220,1721,TLAXCALA,0.720511330621732,248,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APETATITLAN DE ANTONIO CARVAJAL,29002,11,2004,November,0,35,148,26,0,,,48,,7,0,427,414,555,TLAXCALA,0.769369369369369,150,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,12,2004,November,0,110,173,185,0,,,10,,20,15,691,663,1300,TLAXCALA,0.531538461538462,150,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,13,2004,November,0,144,213,275,0,,,10,,30,20,973,942,1671,TLAXCALA,0.58228605625374,250,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,14,2004,November,0,261,374,261,0,,,27,,78,32,1435,1375,2397,TLAXCALA,0.598664997914059,342,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,15,2004,November,0,115,223,214,0,,,12,,32,10,804,784,1373,TLAXCALA,0.58557902403496,178,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,16,2004,November,0,138,144,169,0,,,11,,45,12,687,659,1289,TLAXCALA,0.532971295577967,140,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,17,2004,November,0,189,248,204,0,,,13,,40,9,979,952,1587,TLAXCALA,0.616887208569628,249,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,18,2004,November,0,216,200,139,0,,,18,,26,8,841,826,1298,TLAXCALA,0.647919876733436,219,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,19,2004,November,0,201,116,188,0,,,11,,26,8,742,713,1225,TLAXCALA,0.605714285714286,163,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,20,2004,November,0,70,93,114,0,,,1,,15,11,398,390,699,TLAXCALA,0.569384835479256,86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,21,2004,November,0,42,52,40,0,,,2,,9,13,211,202,365,TLAXCALA,0.578082191780822,44,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,22,2004,November,0,161,215,239,0,,,13,,35,14,942,914,1590,TLAXCALA,0.592452830188679,237,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,23,2004,November,0,97,103,127,0,,,9,,9,18,492,481,802,TLAXCALA,0.613466334164589,118,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,24,2004,November,0,91,109,213,0,,,7,,16,9,590,572,1028,TLAXCALA,0.573929961089494,127,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,25,2004,November,0,179,183,198,0,,,30,,13,12,816,792,1372,TLAXCALA,0.594752186588921,177,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,26,2004,November,0,147,127,184,0,,,7,,18,16,720,707,1304,TLAXCALA,0.552147239263804,208,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,27,2004,November,0,170,239,257,0,,,17,,38,22,1038,999,1891,TLAXCALA,0.548915917503966,256,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,28,2004,November,0,128,185,295,0,,,10,,29,17,904,871,1715,TLAXCALA,0.527113702623907,207,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,29,2004,November,0,207,197,256,0,,,15,,24,22,1011,979,1829,TLAXCALA,0.552761071623838,258,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,30,2004,November,0,274,369,391,0,,,27,,46,32,1504,1466,2868,TLAXCALA,0.524407252440725,327,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,31,2004,November,0,195,315,237,0,,,9,,44,29,1125,1083,2239,TLAXCALA,0.502456453774006,254,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,32,2004,November,0,143,199,227,0,,,8,,24,58,905,878,1741,TLAXCALA,0.519816197587593,219,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,33,2004,November,0,162,184,228,0,,,9,,34,28,936,912,1844,TLAXCALA,0.507592190889371,267,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,34,2004,November,0,181,161,222,0,,,15,,23,15,866,840,1432,TLAXCALA,0.604748603351955,223,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,35,2004,November,0,110,121,208,0,,,1,,20,12,623,609,1107,TLAXCALA,0.562782294489612,137,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,36,2004,November,0,153,201,208,0,,,12,,23,25,939,913,1648,TLAXCALA,0.569781553398058,291,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,37,2004,November,0,163,165,214,0,,,8,,17,10,808,784,1304,TLAXCALA,0.619631901840491,207,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,38,2004,November,0,25,48,107,0,,,4,,13,64,445,421,670,TLAXCALA,0.664179104477612,160,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,39,2004,November,0,48,150,93,0,,,2,,2,22,470,451,703,TLAXCALA,0.668563300142248,134,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,40,2004,November,0,201,406,210,0,,,9,,55,40,1211,1162,1884,TLAXCALA,0.642781316348195,241,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,41,2004,November,0,166,439,344,0,,,11,,54,15,1305,1266,1974,TLAXCALA,0.661094224924012,237,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APIZACO,29005,42,2004,November,0,32,38,41,0,,,5,,2,4,172,164,319,TLAXCALA,0.539184952978057,42,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
