municipality,uniqueid,section,year,month,PRI,PAN,PRD,PT,PVEM,Partido_Democrata,PSN,PC,PAS,PCDT,PJS,total,valid,listanominal,STATE,turnout,PRI_PVEM,PT_PCDT_PJS,PCDT_PJS,PT_PCDT,PT_PJS,PAN_PAC,PANAL,PS,PRI_PVEM_PS,PAN_PANAL,PRI_PST,PRD_PT_PC,PRD_PC,PRD_PT,PT_PC,PST,PAC,PP,PLT,PPT,type,MC,no registrados,PAC_PS,PT_PAC,CASILLA,MORENA,PES,PRI_PANAL,PRI_PVEM_PANAL_PS,CI_1,CI_2,CI_3,PRI_PANAL_PS,PRI_PS,CI_4,PRI_PT,PRI_PVEM_PANAL,PVEM_PS,PEST,PISS,RSP,FXM,CI_5,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,CI_24,CI_25,CI_26,CI_27,CI_28,CI_29,CI_30,CI_31,CI_32,CI_33,CI_34,CI_35,no_reg,nulos,PAN_PRI,MORENA_RSP_PANAL,MORENA_PANAL,MORENA_RSP,RSP_PANAL
TLAXCALA,29033,452,2021,June,158,132,7,20,10,,,,,,,1028,1010,1541,TLAXCALA,0.667099286177807,,,,,,,0,6,,,,,,,,,127,,,,,12,,,,,351,13,,,0,0,0,,,0,,,,4,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,,,,,
TLAXCALA,29033,453,2021,June,502,601,21,91,47,,,,,,,4191,4108,7226,TLAXCALA,0.579988928867977,,,,,,,0,38,,,,,,,,,626,,,,,58,,,,,1322,42,,,0,0,0,,,0,,,,26,0,38,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,,,,,
TLAXCALA,29033,454,2021,June,87,62,6,6,2,,,,,,,510,501,848,TLAXCALA,0.601415094339623,,,,,,,0,2,,,,,,,,,65,,,,,9,,,,,186,4,,,0,0,0,,,0,,,,5,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,,,
TLAXCALA,29033,455,2021,June,83,63,3,7,5,,,,,,,474,468,738,TLAXCALA,0.642276422764228,,,,,,,0,1,,,,,,,,,57,,,,,6,,,,,161,0,,,0,0,0,,,0,,,,4,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,
TLAXCALA,29033,456,2021,June,199,217,4,33,13,,,,,,,1340,1306,1961,TLAXCALA,0.683324834268231,,,,,,,0,9,,,,,,,,,191,,,,,23,,,,,431,16,,,0,0,0,,,0,,,,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,,,,,
TLAXCALA,29033,457,2021,June,125,96,5,15,6,,,,,,,832,814,1199,TLAXCALA,0.693911592994162,,,,,,,0,4,,,,,,,,,127,,,,,10,,,,,273,16,,,0,0,0,,,0,,,,8,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,,,,
TLAXCALA,29033,458,2021,June,296,475,9,72,17,,,,,,,3340,3233,5741,TLAXCALA,0.581780177669396,,,,,,,0,23,,,,,,,,,446,,,,,42,,,,,1271,27,,,0,0,0,,,0,,,,59,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,,,,,
TLAXCALA,29033,459,2021,June,238,143,3,48,5,,,,,,,1260,1231,2023,TLAXCALA,0.622837370242215,,,,,,,0,1,,,,,,,,,157,,,,,19,,,,,406,11,,,0,0,0,,,0,,,,7,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,,,,,
TLAXCALA,29033,460,2021,June,148,102,5,17,9,,,,,,,879,862,1407,TLAXCALA,0.624733475479744,,,,,,,0,2,,,,,,,,,149,,,,,8,,,,,276,15,,,0,0,0,,,0,,,,6,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,
TLAXCALA,29033,461,2021,June,198,175,9,19,8,,,,,,,1361,1335,2179,TLAXCALA,0.624598439651216,,,,,,,0,8,,,,,,,,,190,,,,,23,,,,,476,19,,,0,0,0,,,0,,,,4,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,
TLAXCALA,29033,462,2021,June,231,216,12,28,7,,,,,,,1469,1439,2141,TLAXCALA,0.68612797758057,,,,,,,0,5,,,,,,,,,239,,,,,15,,,,,460,3,,,0,0,0,,,0,,,,20,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,,,,
TLAXCALA,29033,463,2021,June,186,181,5,25,7,,,,,,,1229,1195,1852,TLAXCALA,0.663606911447084,,,,,,,0,4,,,,,,,,,130,,,,,10,,,,,476,6,,,0,0,0,,,0,,,,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,,,,,
TLAXCALA,29033,464,2021,June,424,356,5,54,27,,,,,,,2743,2701,4738,TLAXCALA,0.578936260025327,,,,,,,0,8,,,,,,,,,402,,,,,37,,,,,923,17,,,0,0,0,,,0,,,,5,0,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,,,,,
TLAXCALA,29033,465,2021,June,311,415,8,88,59,,,,,,,3044,2977,4840,TLAXCALA,0.628925619834711,,,,,,,0,5,,,,,,,,,406,,,,,32,,,,,1057,29,,,0,0,0,,,0,,,,12,0,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,,,,,
TLAXCALA,29033,466,2021,June,253,332,5,54,45,,,,,,,2755,2685,4469,TLAXCALA,0.616469008726785,,,,,,,0,14,,,,,,,,,247,,,,,19,,,,,1134,29,,,0,0,0,,,0,,,,17,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,,,,,
TLAXCALA,29033,467,2021,June,106,158,4,51,4,,,,,,,946,928,1415,TLAXCALA,0.668551236749117,,,,,,,0,2,,,,,,,,,129,,,,,10,,,,,307,8,,,0,0,0,,,0,,,,3,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,,,,
TLAXCALA,29033,468,2021,June,219,311,14,151,29,,,,,,,1708,1671,2596,TLAXCALA,0.657935285053929,,,,,,,0,11,,,,,,,,,186,,,,,13,,,,,525,17,,,0,0,0,,,0,,,,11,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,,,,
TLAXCALA,29033,469,2021,June,108,229,3,122,16,,,,,,,1218,1186,1629,TLAXCALA,0.747697974217311,,,,,,,0,5,,,,,,,,,239,,,,,3,,,,,261,4,,,0,0,0,,,0,,,,1,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,,,,
TLAXCALA,29033,612,2021,June,13,8,0,1,1,,,,,,,116,109,196,TLAXCALA,0.591836734693878,,,,,,,0,0,,,,,,,,,12,,,,,1,,,,,44,2,,,0,0,0,,,0,,,,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,
TLAXCO,29034,58,2021,June,16,15,61,0,0,,,,,,,128,120,228,TLAXCALA,0.56140350877193,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,16,0,,,0,0,0,,,0,,,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,
TLAXCO,29034,470,2021,June,69,61,46,14,13,,,,,,,335,325,1081,TLAXCALA,0.309898242368178,,,,,,,0,1,,,,,,,,,7,,,,,0,,,,,78,0,,,0,0,0,,,0,,,,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,,,,,
TLAXCO,29034,471,2021,June,48,99,165,0,1,,,,,,,431,410,1451,TLAXCALA,0.297036526533425,,,,,,,0,3,,,,,,,,,40,,,,,0,,,,,17,0,,,0,0,0,,,0,,,,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,,,,
TLAXCO,29034,472,2021,June,85,158,266,4,5,,,,,,,851,814,1353,TLAXCALA,0.628972653362897,,,,,,,0,12,,,,,,,,,79,,,,,0,,,,,117,0,,,0,0,0,,,0,,,,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,,,,
TLAXCO,29034,473,2021,June,89,169,183,4,5,,,,,,,756,732,1144,TLAXCALA,0.660839160839161,,,,,,,0,10,,,,,,,,,50,,,,,0,,,,,116,0,,,0,0,0,,,0,,,,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,,,,,
TLAXCO,29034,474,2021,June,121,276,300,10,8,,,,,,,1135,1108,1892,TLAXCALA,0.599894291754757,,,,,,,0,3,,,,,,,,,105,,,,,0,,,,,149,0,,,0,0,0,,,0,,,,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,,,,,
TLAXCO,29034,475,2021,June,165,179,204,8,8,,,,,,,873,862,1294,TLAXCALA,0.674652241112828,,,,,,,0,3,,,,,,,,,38,,,,,0,,,,,180,0,,,0,0,0,,,0,,,,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,,,,,
TLAXCO,29034,476,2021,June,106,420,983,9,18,,,,,,,1939,1869,3084,TLAXCALA,0.628728923476005,,,,,,,0,7,,,,,,,,,88,,,,,0,,,,,117,0,,,0,0,0,,,0,,,,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,,,,
TLAXCO,29034,477,2021,June,122,149,229,7,3,,,,,,,788,768,1103,TLAXCALA,0.71441523118767,,,,,,,0,3,,,,,,,,,86,,,,,0,,,,,88,0,,,0,0,0,,,0,,,,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,,,
TLAXCO,29034,478,2021,June,45,79,102,2,2,,,,,,,349,340,493,TLAXCALA,0.707910750507099,,,,,,,0,1,,,,,,,,,14,,,,,0,,,,,42,0,,,0,0,0,,,0,,,,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,,,
TLAXCO,29034,479,2021,June,27,27,122,2,0,,,,,,,238,234,338,TLAXCALA,0.70414201183432,,,,,,,0,0,,,,,,,,,12,,,,,0,,,,,37,0,,,0,0,0,,,0,,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,
TLAXCO,29034,480,2021,June,15,29,38,3,1,,,,,,,152,145,250,TLAXCALA,0.608,,,,,,,0,0,,,,,,,,,14,,,,,0,,,,,40,0,,,0,0,0,,,0,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,
TLAXCO,29034,481,2021,June,204,259,391,5,2,,,,,,,1399,1366,2032,TLAXCALA,0.688484251968504,,,,,,,0,8,,,,,,,,,28,,,,,0,,,,,272,0,,,0,0,0,,,0,,,,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,,,,
TLAXCO,29034,482,2021,June,86,331,214,2,5,,,,,,,1040,1014,1939,TLAXCALA,0.536358947911294,,,,,,,0,6,,,,,,,,,154,,,,,0,,,,,131,0,,,0,0,0,,,0,,,,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,
TLAXCO,29034,483,2021,June,49,14,19,0,0,,,,,,,94,90,130,TLAXCALA,0.723076923076923,,,,,,,0,0,,,,,,,,,6,,,,,0,,,,,0,0,,,0,0,0,,,0,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,
TLAXCO,29034,484,2021,June,103,249,290,10,8,,,,,,,1123,1091,1772,TLAXCALA,0.633747178329571,,,,,,,0,32,,,,,,,,,30,,,,,0,,,,,320,0,,,0,0,0,,,0,,,,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,,,,
TLAXCO,29034,485,2021,June,42,112,144,3,4,,,,,,,472,451,716,TLAXCALA,0.659217877094972,,,,,,,0,2,,,,,,,,,3,,,,,0,,,,,116,0,,,0,0,0,,,0,,,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,,,,
TLAXCO,29034,486,2021,June,48,123,77,5,4,,,,,,,437,425,632,TLAXCALA,0.691455696202532,,,,,,,0,6,,,,,,,,,34,,,,,0,,,,,71,0,,,0,0,0,,,0,,,,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,,,
TLAXCO,29034,487,2021,June,3,8,2,0,0,,,,,,,27,26,122,TLAXCALA,0.221311475409836,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,8,0,,,0,0,0,,,0,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
TLAXCO,29034,488,2021,June,131,149,203,4,6,,,,,,,794,759,1365,TLAXCALA,0.581684981684982,,,,,,,0,20,,,,,,,,,39,,,,,0,,,,,122,0,,,0,0,0,,,0,,,,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,,,,
TLAXCO,29034,489,2021,June,10,14,39,1,0,,,,,,,82,80,107,TLAXCALA,0.766355140186916,,,,,,,0,0,,,,,,,,,4,,,,,0,,,,,10,0,,,0,0,0,,,0,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
TLAXCO,29034,490,2021,June,28,48,45,0,0,,,,,,,139,137,190,TLAXCALA,0.731578947368421,,,,,,,0,0,,,,,,,,,9,,,,,0,,,,,7,0,,,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
TLAXCO,29034,491,2021,June,137,626,475,13,7,,,,,,,1747,1648,2649,TLAXCALA,0.659494148735372,,,,,,,0,9,,,,,,,,,136,,,,,0,,,,,167,0,,,0,0,0,,,0,,,,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,,,,,
TLAXCO,29034,492,2021,June,47,77,91,0,0,,,,,,,277,267,344,TLAXCALA,0.805232558139535,,,,,,,0,0,,,,,,,,,6,,,,,0,,,,,21,0,,,0,0,0,,,0,,,,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,
TLAXCO,29034,493,2021,June,62,155,70,3,0,,,,,,,401,384,535,TLAXCALA,0.749532710280374,,,,,,,0,5,,,,,,,,,10,,,,,0,,,,,68,0,,,0,0,0,,,0,,,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,
TLAXCO,29034,494,2021,June,84,76,136,6,4,,,,,,,573,543,889,TLAXCALA,0.644544431946007,,,,,,,0,26,,,,,,,,,78,,,,,0,,,,,107,0,,,0,0,0,,,0,,,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,,,,
TLAXCO,29034,495,2021,June,101,157,112,5,1,,,,,,,661,644,859,TLAXCALA,0.769499417927823,,,,,,,0,16,,,,,,,,,20,,,,,0,,,,,210,0,,,0,0,0,,,0,,,,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,
TLAXCO,29034,496,2021,June,70,100,98,8,8,,,,,,,439,416,664,TLAXCALA,0.661144578313253,,,,,,,0,5,,,,,,,,,12,,,,,0,,,,,85,0,,,0,0,0,,,0,,,,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,,,,,
TLAXCO,29034,497,2021,June,35,136,124,1,1,,,,,,,392,380,465,TLAXCALA,0.843010752688172,,,,,,,0,1,,,,,,,,,38,,,,,0,,,,,27,0,,,0,0,0,,,0,,,,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,,,
TLAXCO,29034,498,2021,June,33,94,74,4,2,,,,,,,286,277,360,TLAXCALA,0.794444444444444,,,,,,,0,2,,,,,,,,,11,,,,,0,,,,,45,0,,,0,0,0,,,0,,,,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,,,
TLAXCO,29034,499,2021,June,71,222,211,7,3,,,,,,,755,734,951,TLAXCALA,0.793901156677182,,,,,,,0,2,,,,,,,,,101,,,,,0,,,,,69,0,,,0,0,0,,,0,,,,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,,,,
TLAXCO,29034,500,2021,June,149,111,108,0,0,,,,,,,385,370,487,TLAXCALA,0.790554414784394,,,,,,,0,0,,,,,,,,,2,,,,,0,,,,,0,0,,,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,,,,,
TLAXCO,29034,501,2021,June,141,154,196,12,8,,,,,,,993,971,1405,TLAXCALA,0.706761565836299,,,,,,,0,145,,,,,,,,,89,,,,,0,,,,,189,0,,,0,0,0,,,0,,,,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,,,
TLAXCO,29034,502,2021,June,25,86,67,19,2,,,,,,,282,266,347,TLAXCALA,0.812680115273775,,,,,,,0,0,,,,,,,,,21,,,,,0,,,,,13,0,,,0,0,0,,,0,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,,,,
TLAXCO,29034,503,2021,June,14,21,40,1,0,,,,,,,120,119,154,TLAXCALA,0.779220779220779,,,,,,,0,2,,,,,,,,,22,,,,,0,,,,,17,0,,,0,0,0,,,0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
TLAXCO,29034,504,2021,June,24,48,46,1,2,,,,,,,176,170,218,TLAXCALA,0.807339449541285,,,,,,,0,4,,,,,,,,,5,,,,,0,,,,,30,0,,,0,0,0,,,0,,,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,
TOCATLAN,29035,505,2021,June,467,17,2,237,261,,,,,,,1855,1819,2505,TLAXCALA,0.740518962075848,,,,,,,0,26,,,,,,,,,24,,,,,2,,,,,66,0,,,0,0,0,,,0,,,,1,0,35,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,,,,
TOCATLAN,29035,506,2021,June,272,4,1,225,50,,,,,,,1144,1119,1508,TLAXCALA,0.758620689655172,,,,,,,0,5,,,,,,,,,38,,,,,0,,,,,20,1,,,0,0,0,,,0,,,,0,0,19,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,,,
TOCATLAN,29035,507,2021,June,173,0,0,44,58,,,,,,,519,506,653,TLAXCALA,0.7947932618683,,,,,,,0,2,,,,,,,,,11,,,,,0,,,,,11,0,,,0,0,0,,,0,,,,0,0,57,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,,,,
TOTOLAC,29036,508,2021,November,103,6,59,39,40,,,,,,,660,633,879,TLAXCALA,0.750853242320819,,,,,,,0,7,,,,,,,,,51,,,,,6,,,,,74,29,,,0,0,0,,,0,,,,51,0,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,,,,,
TOTOLAC,29036,509,2021,November,109,5,20,84,76,,,,,,,887,852,1193,TLAXCALA,0.743503772003353,,,,,,,0,33,,,,,,,,,87,,,,,7,,,,,82,30,,,0,0,0,,,0,,,,63,0,74,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,,,,
TOTOLAC,29036,510,2021,November,73,24,92,65,17,,,,,,,761,737,1157,TLAXCALA,0.657735522904062,,,,,,,0,8,,,,,,,,,31,,,,,14,,,,,118,63,,,0,0,0,,,0,,,,77,0,19,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,,,,,
TOTOLAC,29036,511,2021,November,60,29,41,242,19,,,,,,,1172,1141,1890,TLAXCALA,0.62010582010582,,,,,,,146,38,,,,,,,,,56,,,,,45,,,,,242,63,,,0,0,0,,,0,,,,25,0,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,,,,,
TOTOLAC,29036,512,2021,November,97,18,51,250,22,,,,,,,1168,1131,1822,TLAXCALA,0.641053787047201,,,,,,,0,19,,,,,,,,,62,,,,,11,,,,,133,130,,,0,0,0,,,0,,,,82,0,62,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,,,,
TOTOLAC,29036,513,2021,November,152,49,94,153,59,,,,,,,1595,1531,2303,TLAXCALA,0.692574902301346,,,,,,,0,29,,,,,,,,,70,,,,,122,,,,,291,203,,,0,0,0,,,0,,,,129,0,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,,,,,
TOTOLAC,29036,514,2021,November,104,16,67,49,13,,,,,,,790,761,1121,TLAXCALA,0.704727921498662,,,,,,,0,46,,,,,,,,,39,,,,,9,,,,,186,76,,,0,0,0,,,0,,,,55,0,13,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,,,,,
TOTOLAC,29036,515,2021,November,415,17,74,58,15,,,,,,,1409,1381,2083,TLAXCALA,0.676428228516563,,,,,,,0,10,,,,,,,,,48,,,,,9,,,,,128,217,,,0,0,0,,,0,,,,73,0,153,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,,,,
TOTOLAC,29036,516,2021,November,400,11,53,34,7,,,,,,,1356,1329,1908,TLAXCALA,0.710691823899371,,,,,,,0,31,,,,,,,,,57,,,,,5,,,,,220,96,,,0,0,0,,,0,,,,107,0,151,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,,,,,
TOTOLAC,29036,517,2021,November,256,9,26,27,7,,,,,,,1096,1061,1548,TLAXCALA,0.708010335917313,,,,,,,0,94,,,,,,,,,41,,,,,4,,,,,154,85,,,0,0,0,,,0,,,,90,0,129,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,,,,
TOTOLAC,29036,518,2021,November,217,21,68,64,19,,,,,,,1143,1105,1660,TLAXCALA,0.68855421686747,,,,,,,0,114,,,,,,,,,32,,,,,9,,,,,196,93,,,0,0,0,,,0,,,,59,0,83,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,
TOTOLAC,29036,519,2021,November,124,15,26,44,8,,,,,,,551,536,777,TLAXCALA,0.709137709137709,,,,,,,0,5,,,,,,,,,21,,,,,7,,,,,142,23,,,0,0,0,,,0,,,,19,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,
TOTOLAC,29036,611,2021,November,6,1,0,0,1,,,,,,,36,33,58,TLAXCALA,0.620689655172414,,,,,,,0,0,,,,,,,,,1,,,,,1,,,,,17,2,,,0,0,0,,,0,,,,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
TZOMPANTEPEC,29038,529,2021,June,575,154,42,16,3,,,,,,,1209,1173,1549,TLAXCALA,0.780503550677857,,,,,,,0,20,,,,,,,,,39,,,,,47,,,,,241,4,,,0,0,0,,,0,,,,14,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,,,,
