CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,PRD_NVA_ALIANZA,PRD_PT,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,27,TABASCO,5,CENTLA,3,CENTLA,173,2,67,170,77,180,11,16,2,33,1,5,,6,,,,,0,,,,,,0,568,19,587,571
2,27,TABASCO,5,CENTLA,3,CENTLA,174,1,68,113,43,140,5,12,1,14,2,0,,0,,,,,1,,,,,,1,399,13,413,622
2,27,TABASCO,5,CENTLA,3,CENTLA,175,2,86,130,105,194,12,15,3,22,0,2,,1,,,,,0,,,,,,0,570,20,590,922
2,27,TABASCO,5,CENTLA,3,CENTLA,176,2,77,272,114,234,8,18,4,39,5,5,,5,,,,,2,,,,,,0,783,27,810,1433
2,27,TABASCO,5,CENTLA,3,CENTLA,177,3,99,215,134,380,11,11,11,43,1,9,,2,,,,,2,,,,,,0,918,23,941,1710
2,27,TABASCO,5,CENTLA,3,CENTLA,178,2,57,163,87,134,7,4,0,13,5,0,,1,,,,,1,,,,,,0,472,16,488,794
2,27,TABASCO,5,CENTLA,3,CENTLA,179,3,59,227,126,350,31,40,3,26,1,2,,1,,,,,1,,,,,,0,867,39,906,1506
2,27,TABASCO,5,CENTLA,3,CENTLA,180,2,50,171,146,341,19,10,1,43,2,3,,9,,,,,1,,,,,,0,796,14,810,1246
2,27,TABASCO,5,CENTLA,3,CENTLA,181,3,78,247,145,403,11,12,4,33,1,8,,1,,,,,2,,,,,,2,945,34,981,1664
2,27,TABASCO,5,CENTLA,3,CENTLA,182,1,13,114,88,100,22,6,2,36,0,2,,2,,,,,0,,,,,,0,385,14,399,564
2,27,TABASCO,5,CENTLA,3,CENTLA,183,2,11,168,96,208,2,12,2,12,4,1,,0,,,,,1,,,,,,0,517,20,537,805
2,27,TABASCO,5,CENTLA,3,CENTLA,184,2,12,194,187,225,6,7,1,8,1,1,,1,,,,,0,,,,,,0,643,24,667,956
2,27,TABASCO,5,CENTLA,3,CENTLA,185,1,0,54,80,73,4,0,1,13,0,0,,0,,,,,0,,,,,,0,225,18,243,339
2,27,TABASCO,5,CENTLA,3,CENTLA,186,1,15,149,67,142,6,3,4,16,1,1,,0,,,,,1,,,,,,0,405,24,429,739
2,27,TABASCO,5,CENTLA,3,CENTLA,187,1,3,71,21,56,2,2,1,8,0,0,,0,,,,,0,,,,,,0,164,5,169,249
2,27,TABASCO,5,CENTLA,3,CENTLA,188,2,2,66,48,67,5,9,0,3,0,0,,2,,,,,0,,,,,,0,202,4,206,260
2,27,TABASCO,5,CENTLA,3,CENTLA,189,2,24,203,179,230,14,31,3,29,6,13,,1,,,,,0,,,,,,0,733,38,771,1242
2,27,TABASCO,5,CENTLA,3,CENTLA,190,1,10,169,96,160,1,2,0,23,1,7,,0,,,,,0,,,,,,0,469,15,484,747
2,27,TABASCO,5,CENTLA,3,CENTLA,191,1,5,46,100,121,1,1,0,18,0,1,,0,,,,,0,,,,,,0,293,14,307,453
2,27,TABASCO,5,CENTLA,3,CENTLA,192,3,65,264,278,347,2,14,5,113,6,2,,0,,,,,1,,,,,,0,1097,39,1136,1773
2,27,TABASCO,5,CENTLA,3,CENTLA,193,1,8,146,28,94,3,1,0,4,0,1,,0,,,,,0,,,,,,0,285,20,305,485
2,27,TABASCO,5,CENTLA,3,CENTLA,194,1,22,135,91,80,4,13,4,39,1,2,,15,,,,,0,,,,,,0,406,9,415,571
2,27,TABASCO,5,CENTLA,3,CENTLA,195,1,62,95,105,45,12,13,5,9,0,1,,19,,,,,2,,,,,,0,368,17,385,513
2,27,TABASCO,5,CENTLA,3,CENTLA,196,4,43,329,330,311,66,8,4,80,3,3,,13,,,,,1,,,,,,0,1191,39,1230,2257
2,27,TABASCO,5,CENTLA,3,CENTLA,197,3,19,260,372,178,20,6,6,86,1,2,,7,,,,,1,,,,,,0,958,39,997,1511
2,27,TABASCO,5,CENTLA,3,CENTLA,198,2,13,274,316,133,33,28,6,54,0,0,,2,,,,,1,,,,,,0,860,24,884,1322
2,27,TABASCO,5,CENTLA,3,CENTLA,199,2,52,153,132,86,9,15,0,75,0,1,,0,,,,,0,,,,,,0,523,10,533,754
2,27,TABASCO,5,CENTLA,3,CENTLA,200,3,21,244,345,201,18,20,1,80,4,0,,1,,,,,2,,,,,,0,937,44,981,1559
2,27,TABASCO,5,CENTLA,3,CENTLA,201,3,24,243,354,200,17,7,10,45,8,5,,20,,,,,7,,,,,,0,940,48,988,1582
2,27,TABASCO,5,CENTLA,3,CENTLA,202,3,7,294,340,183,15,10,6,122,4,2,,9,,,,,1,,,,,,0,993,44,1037,1686
2,27,TABASCO,5,CENTLA,3,CENTLA,203,3,12,358,283,255,24,11,13,116,3,1,,14,,,,,0,,,,,,0,1090,30,1120,1890
2,27,TABASCO,5,CENTLA,3,CENTLA,204,4,27,484,456,327,23,9,7,129,1,1,,1,,,,,1,,,,,,0,1466,40,1506,2291
2,27,TABASCO,5,CENTLA,3,CENTLA,205,2,91,272,182,149,6,2,6,56,1,0,,5,,,,,0,,,,,,0,770,24,794,1183
2,27,TABASCO,5,CENTLA,3,CENTLA,206,2,33,300,280,263,52,8,8,89,0,2,,5,,,,,2,,,,,,0,1042,33,1075,1495
2,27,TABASCO,5,CENTLA,3,CENTLA,207,2,46,313,191,216,7,7,9,172,2,2,,2,,,,,0,,,,,,0,967,29,996,1445
2,27,TABASCO,5,CENTLA,3,CENTLA,208,2,31,310,169,158,10,5,3,127,0,4,,6,,,,,1,,,,,,0,824,23,847,1150
2,27,TABASCO,5,CENTLA,3,CENTLA,209,3,23,334,299,256,6,19,3,184,2,9,,31,,,,,0,,,,,,0,1166,51,1217,1920
2,27,TABASCO,5,CENTLA,3,CENTLA,210,3,43,347,260,254,40,25,10,175,4,21,,22,,,,,0,,,,,,0,1201,57,1258,1963
2,27,TABASCO,5,CENTLA,3,CENTLA,211,3,60,304,170,224,25,17,10,113,4,23,,16,,,,,1,,,,,,0,967,35,1002,1662
2,27,TABASCO,5,CENTLA,3,CENTLA,212,2,5,221,211,240,6,8,3,57,1,8,,4,,,,,0,,,,,,2,764,31,797,1173
2,27,TABASCO,5,CENTLA,3,CENTLA,213,2,2,230,211,217,2,10,2,67,1,5,,13,,,,,0,,,,,,0,760,41,801,1275
2,27,TABASCO,5,CENTLA,3,CENTLA,214,3,10,465,196,126,54,17,3,102,2,2,,4,,,,,67,,,,,,0,1048,32,1080,1574
2,27,TABASCO,5,CENTLA,3,CENTLA,215,1,2,36,31,25,1,2,1,7,0,0,,0,,,,,0,,,,,,0,105,6,111,147
2,27,TABASCO,5,CENTLA,3,CENTLA,216,2,22,259,187,238,10,9,4,64,0,5,,1,,,,,0,,,,,,1,799,56,856,1236
2,27,TABASCO,5,CENTLA,3,CENTLA,217,2,18,168,203,185,17,10,12,37,2,2,,1,,,,,3,,,,,,0,658,32,690,912
2,27,TABASCO,5,CENTLA,3,CENTLA,218,1,12,86,52,51,0,1,1,5,1,0,,4,,,,,0,,,,,,2,213,10,225,265
2,27,TABASCO,5,CENTLA,3,CENTLA,219,1,28,53,24,57,0,2,0,12,1,0,,2,,,,,0,,,,,,0,179,1,180,229
2,27,TABASCO,5,CENTLA,3,CENTLA,220,2,166,197,243,138,12,10,3,11,2,2,,8,,,,,0,,,,,,2,792,19,813,1018
2,27,TABASCO,5,CENTLA,3,CENTLA,221,1,48,123,131,54,30,3,5,9,1,4,,14,,,,,1,,,,,,0,423,22,445,611
2,27,TABASCO,5,CENTLA,3,CENTLA,222,2,90,123,279,201,66,18,11,83,4,6,,2,,,,,0,,,,,,0,883,53,936,1381
2,27,TABASCO,5,CENTLA,3,CENTLA,223,3,10,403,273,238,29,43,3,158,4,3,,9,,,,,0,,,,,,0,1173,69,1242,1826
2,27,TABASCO,5,CENTLA,3,CENTLA,224,3,1,320,341,162,15,35,6,121,4,4,,31,,,,,0,,,,,,2,1040,55,1097,1738
2,27,TABASCO,5,CENTLA,3,CENTLA,225,1,1,186,161,168,1,2,1,29,0,1,,1,,,,,4,,,,,,0,555,16,571,738
2,27,TABASCO,5,CENTLA,3,CENTLA,226,1,8,91,47,29,3,4,1,26,0,0,,3,,,,,0,,,,,,0,212,11,223,295
2,27,TABASCO,5,CENTLA,3,CENTLA,227,2,13,239,159,148,26,12,12,87,5,1,,6,,,,,0,,,,,,0,708,36,744,1136
2,27,TABASCO,5,CENTLA,3,CENTLA,228,2,9,189,138,91,23,8,11,73,3,7,,4,,,,,0,,,,,,0,556,37,593,885
2,27,TABASCO,5,CENTLA,3,CENTLA,229,1,6,25,7,5,0,0,0,2,0,0,,0,,,,,0,,,,,,0,45,1,46,157
2,27,TABASCO,5,CENTLA,3,CENTLA,230,2,3,24,74,31,5,4,1,12,0,0,,0,,,,,0,,,,,,0,154,3,157,209
2,27,TABASCO,5,CENTLA,3,CENTLA,231,1,2,100,66,57,1,1,1,11,3,2,,0,,,,,0,,,,,,1,244,18,263,401
1,27,TABASCO,10,CENTRO,4,CENTRO,232,16,,594,1696,56,38,,25,1059,9,,,,,,,59,,73,34,18,1,0,7,3662,73,3742,11993
1,27,TABASCO,10,CENTRO,4,CENTRO,233,2,,62,189,2,5,,2,70,1,,,,,,,7,,9,3,2,0,0,2,352,3,357,886
1,27,TABASCO,9,CENTRO,4,CENTRO,234,6,,302,575,4,18,,30,333,2,,,,,,,16,,25,12,9,3,0,0,1329,42,1371,3862
1,27,TABASCO,10,CENTRO,4,CENTRO,235,2,,69,177,0,1,,1,89,2,,,,,,,5,,6,0,2,0,0,0,352,17,369,892
1,27,TABASCO,10,CENTRO,4,CENTRO,236,2,,68,155,4,0,,0,69,1,,,,,,,8,,8,1,2,0,0,0,316,157,473,788
1,27,TABASCO,9,CENTRO,4,CENTRO,237,4,,176,426,16,5,,16,194,4,,,,,,,4,,14,9,5,5,1,0,875,23,898,2851
1,27,TABASCO,9,CENTRO,4,CENTRO,238,3,,143,287,2,3,,22,120,1,,,,,,,12,,11,18,3,3,0,0,625,14,639,1854
1,27,TABASCO,10,CENTRO,4,CENTRO,239,1,,71,161,4,1,,3,77,3,,,,,,,8,,8,2,1,1,0,1,340,7,348,709
1,27,TABASCO,10,CENTRO,4,CENTRO,240,2,,73,186,3,4,,3,87,1,,,,,,,8,,0,1,2,1,0,0,369,9,378,867
1,27,TABASCO,10,CENTRO,4,CENTRO,241,4,,215,271,31,6,,6,278,5,,,,,,,18,,7,13,1,2,0,0,853,34,887,2331
1,27,TABASCO,9,CENTRO,4,CENTRO,242,4,,204,413,17,10,,3,297,7,,,,,,,16,,9,6,2,0,0,0,984,28,1012,2894
1,27,TABASCO,10,CENTRO,4,CENTRO,243,2,,73,212,12,6,,5,128,1,,,,,,,10,,9,0,2,0,0,0,458,13,471,1268
1,27,TABASCO,9,CENTRO,4,CENTRO,244,2,,42,166,7,0,,1,115,1,,,,,,,11,,9,1,4,1,0,0,358,11,369,1095
1,27,TABASCO,9,CENTRO,4,CENTRO,245,3,,160,318,4,6,,12,192,3,,,,,,,7,,14,6,4,3,0,0,729,17,746,2250
1,27,TABASCO,9,CENTRO,4,CENTRO,246,2,,75,213,0,2,,9,60,2,,,,,,,5,,14,16,0,2,0,2,398,13,413,1195
1,27,TABASCO,9,CENTRO,4,CENTRO,247,2,,72,133,4,4,,16,81,0,,,,,,,6,,4,4,0,1,0,0,325,11,336,1016
1,27,TABASCO,9,CENTRO,4,CENTRO,248,2,,101,227,8,7,,7,137,4,,,,,,,13,,15,6,3,0,0,0,528,11,539,1405
1,27,TABASCO,9,CENTRO,4,CENTRO,249,8,,369,648,19,11,,26,422,4,,,,,,,32,,35,14,9,3,1,1,1593,44,1638,5612
1,27,TABASCO,9,CENTRO,4,CENTRO,250,3,,143,260,9,0,,5,110,2,,,,,,,19,,9,4,0,0,0,1,561,13,575,1558
1,27,TABASCO,9,CENTRO,4,CENTRO,251,4,,186,455,6,14,,19,169,5,,,,,,,21,,137,54,3,0,0,2,1069,26,1097,2814
1,27,TABASCO,9,CENTRO,4,CENTRO,252,2,,90,168,2,6,,7,75,3,,,,,,,11,,0,0,1,0,0,0,363,2,365,971
1,27,TABASCO,9,CENTRO,4,CENTRO,253,4,,192,480,17,6,,0,283,3,,,,,,,24,,11,6,4,0,0,2,1026,21,1049,2889
1,27,TABASCO,9,CENTRO,4,CENTRO,254,4,,188,403,5,13,,28,448,2,,,,,,,7,,16,2,5,3,0,0,1120,24,1144,2971
1,27,TABASCO,9,CENTRO,4,CENTRO,255,2,,120,252,7,6,,1,109,3,,,,,,,14,,5,7,4,2,0,0,530,8,538,1317
1,27,TABASCO,9,CENTRO,4,CENTRO,256,2,,136,283,3,4,,2,122,1,,,,,,,27,,3,1,5,0,0,0,587,13,600,1381
1,27,TABASCO,9,CENTRO,4,CENTRO,257,2,,129,334,14,1,,6,66,1,,,,,,,12,,1,1,1,0,0,1,566,12,579,1363
1,27,TABASCO,9,CENTRO,4,CENTRO,258,1,,55,119,2,5,,7,66,2,,,,,,,6,,5,1,1,0,0,0,269,8,277,661
1,27,TABASCO,9,CENTRO,4,CENTRO,259,2,,85,217,12,0,,5,75,1,,,,,,,18,,0,0,0,1,0,0,414,7,421,1000
1,27,TABASCO,9,CENTRO,4,CENTRO,260,3,,79,143,1,4,,8,148,2,,,,,,,5,,6,5,1,0,0,0,402,28,430,1704
1,27,TABASCO,9,CENTRO,4,CENTRO,261,2,,115,284,7,5,,7,117,0,,,,,,,10,,4,2,0,0,0,1,551,10,562,1293
1,27,TABASCO,9,CENTRO,4,CENTRO,262,2,,117,269,7,5,,4,84,2,,,,,,,9,,4,6,1,0,0,1,508,14,523,1193
1,27,TABASCO,9,CENTRO,4,CENTRO,263,1,,37,77,2,2,,0,51,1,,,,,,,8,,3,1,0,0,0,0,182,2,184,506
1,27,TABASCO,9,CENTRO,4,CENTRO,264,2,,104,211,6,4,,14,115,1,,,,,,,5,,5,5,1,0,1,0,472,9,481,1159
1,27,TABASCO,9,CENTRO,4,CENTRO,265,2,,69,173,4,2,,3,79,3,,,,,,,7,,8,5,3,1,0,2,357,8,367,839
1,27,TABASCO,9,CENTRO,4,CENTRO,266,1,,45,72,3,2,,1,52,2,,,,,,,9,,3,2,1,0,0,0,192,3,195,552
1,27,TABASCO,9,CENTRO,4,CENTRO,267,3,,204,373,12,4,,6,132,1,,,,,,,18,,10,5,5,0,0,1,770,21,792,1922
1,27,TABASCO,8,CENTRO,4,CENTRO,268,2,,65,202,8,2,,11,61,2,,,,,,,13,,8,2,1,2,0,2,377,6,385,877
1,27,TABASCO,9,CENTRO,4,CENTRO,269,2,,63,227,3,5,,6,132,2,,,,,,,14,,6,3,4,0,0,0,465,7,472,1317
1,27,TABASCO,9,CENTRO,4,CENTRO,270,2,,92,168,6,7,,4,127,0,,,,,,,4,,9,3,0,0,0,0,420,14,434,1447
1,27,TABASCO,9,CENTRO,4,CENTRO,271,1,,31,91,2,1,,3,34,0,,,,,,,2,,2,2,0,0,0,0,168,2,170,504
1,27,TABASCO,9,CENTRO,4,CENTRO,272,2,,48,140,7,3,,2,59,1,,,,,,,2,,2,1,5,0,0,0,270,9,279,780
1,27,TABASCO,8,CENTRO,4,CENTRO,273,3,,131,223,30,10,,55,182,3,,,,,,,10,,20,1,5,6,0,3,676,23,702,1689
1,27,TABASCO,8,CENTRO,4,CENTRO,274,2,,104,211,18,8,,8,147,4,,,,,,,14,,10,1,1,1,0,0,527,10,537,1325
1,27,TABASCO,8,CENTRO,4,CENTRO,275,3,,151,341,10,5,,4,104,3,,,,,,,22,,11,1,4,1,0,2,657,14,673,1501
1,27,TABASCO,8,CENTRO,4,CENTRO,276,2,,63,177,5,1,,1,60,1,,,,,,,11,,5,4,1,0,0,2,329,11,342,943
1,27,TABASCO,9,CENTRO,4,CENTRO,277,2,,102,277,14,2,,3,73,2,,,,,,,15,,5,1,4,0,2,0,500,10,510,1141
1,27,TABASCO,9,CENTRO,4,CENTRO,278,2,,75,219,2,5,,3,118,1,,,,,,,13,,4,3,3,1,0,1,447,11,459,874
1,27,TABASCO,9,CENTRO,4,CENTRO,279,1,,78,99,9,4,,1,38,3,,,,,,,6,,3,2,5,0,0,0,248,5,253,589
1,27,TABASCO,9,CENTRO,4,CENTRO,280,2,,95,218,2,3,,3,96,2,,,,,,,8,,7,2,2,1,0,0,439,12,451,1403
1,27,TABASCO,9,CENTRO,4,CENTRO,281,2,,76,186,4,4,,4,99,4,,,,,,,7,,11,0,3,0,0,0,398,11,409,1239
1,27,TABASCO,6,CENTRO,4,CENTRO,282,2,,105,193,2,7,,3,151,1,,,,,,,13,,19,4,6,0,0,0,504,17,521,1303
1,27,TABASCO,9,CENTRO,4,CENTRO,283,2,,104,167,7,10,,2,134,3,,,,,,,9,,9,3,5,0,0,0,453,16,469,1288
1,27,TABASCO,9,CENTRO,4,CENTRO,284,2,,59,100,7,4,,3,65,3,,,,,,,8,,4,2,3,0,0,0,258,6,264,777
1,27,TABASCO,9,CENTRO,4,CENTRO,285,1,,47,75,12,0,,2,51,1,,,,,,,4,,3,3,4,0,0,1,202,9,212,598
1,27,TABASCO,9,CENTRO,4,CENTRO,286,2,,79,162,8,4,,5,68,0,,,,,,,10,,6,4,3,0,0,0,349,7,356,997
1,27,TABASCO,9,CENTRO,4,CENTRO,287,1,,77,101,9,3,,1,53,0,,,,,,,7,,3,7,0,0,0,0,261,5,266,725
1,27,TABASCO,9,CENTRO,4,CENTRO,288,3,,118,212,9,4,,6,149,5,,,,,,,10,,8,9,2,0,0,3,532,13,548,913
1,27,TABASCO,9,CENTRO,4,CENTRO,289,1,,73,167,12,3,,3,65,0,,,,,,,13,,5,1,0,0,1,0,343,5,348,747
1,27,TABASCO,6,CENTRO,4,CENTRO,290,3,,146,189,7,9,,7,229,1,,,,,,,5,,12,6,8,0,0,0,619,20,639,1730
1,27,TABASCO,9,CENTRO,4,CENTRO,291,2,,188,253,8,5,,4,122,2,,,,,,,8,,13,5,2,0,0,0,610,15,625,1499
1,27,TABASCO,9,CENTRO,4,CENTRO,292,2,,59,129,7,16,,3,61,2,,,,,,,6,,3,0,0,0,0,2,286,9,297,907
1,27,TABASCO,9,CENTRO,4,CENTRO,293,1,,62,133,8,3,,0,60,2,,,,,,,12,,6,1,0,0,0,1,287,4,292,740
1,27,TABASCO,9,CENTRO,4,CENTRO,294,2,,93,131,1,2,,4,87,1,,,,,,,11,,6,3,2,0,0,0,341,8,349,851
1,27,TABASCO,9,CENTRO,4,CENTRO,295,1,,58,119,6,6,,2,83,5,,,,,,,5,,7,2,0,0,0,1,293,9,303,737
1,27,TABASCO,9,CENTRO,4,CENTRO,296,2,,83,149,3,3,,1,96,0,,,,,,,9,,10,2,2,0,0,1,358,10,369,948
1,27,TABASCO,9,CENTRO,4,CENTRO,297,2,,62,130,13,2,,5,72,0,,,,,,,3,,6,5,2,0,0,2,300,8,310,826
1,27,TABASCO,9,CENTRO,4,CENTRO,298,1,,49,43,7,2,,2,30,0,,,,,,,1,,0,0,0,0,0,0,134,1,135,332
1,27,TABASCO,9,CENTRO,4,CENTRO,299,2,,63,74,6,2,,2,95,2,,,,,,,16,,64,71,0,0,1,2,396,4,402,1066
1,27,TABASCO,8,CENTRO,4,CENTRO,300,2,,54,259,9,5,,4,104,2,,,,,,,7,,14,3,3,1,0,0,465,8,473,1042
1,27,TABASCO,8,CENTRO,4,CENTRO,301,2,,64,106,8,6,,3,140,4,,,,,,,4,,6,4,2,0,0,0,347,11,358,807
1,27,TABASCO,8,CENTRO,4,CENTRO,302,2,,81,143,6,4,,5,121,5,,,,,,,4,,5,1,2,1,0,0,378,12,390,1338
1,27,TABASCO,8,CENTRO,4,CENTRO,303,2,,112,187,21,2,,6,150,3,,,,,,,8,,6,1,2,1,0,0,499,12,511,1112
1,27,TABASCO,8,CENTRO,4,CENTRO,304,3,,95,245,6,7,,10,203,1,,,,,,,12,,4,4,1,1,0,0,589,19,608,1653
1,27,TABASCO,8,CENTRO,4,CENTRO,305,2,,90,151,19,1,,6,145,1,,,,,,,13,,6,0,2,0,0,0,434,8,442,1083
1,27,TABASCO,8,CENTRO,4,CENTRO,306,2,,104,168,7,5,,6,124,0,,,,,,,9,,4,3,1,0,0,0,431,15,446,995
1,27,TABASCO,6,CENTRO,4,CENTRO,307,2,,97,160,10,3,,4,130,1,,,,,,,4,,6,2,1,0,0,0,418,13,431,1019
1,27,TABASCO,6,CENTRO,4,CENTRO,308,1,,97,128,2,1,,0,53,1,,,,,,,3,,6,3,2,1,0,0,297,7,304,688
1,27,TABASCO,9,CENTRO,4,CENTRO,309,2,,80,134,14,1,,0,59,2,,,,,,,5,,6,5,7,1,0,1,314,10,325,802
1,27,TABASCO,6,CENTRO,4,CENTRO,310,2,,76,127,4,4,,3,123,3,,,,,,,3,,3,1,2,0,0,0,349,4,353,872
1,27,TABASCO,8,CENTRO,4,CENTRO,311,2,,78,124,10,6,,2,89,0,,,,,,,4,,3,4,1,0,0,0,321,10,331,904
1,27,TABASCO,8,CENTRO,4,CENTRO,312,2,,98,168,16,5,,4,122,4,,,,,,,14,,5,1,2,0,0,1,439,13,453,1270
1,27,TABASCO,8,CENTRO,4,CENTRO,313,1,,64,119,6,5,,5,68,1,,,,,,,2,,3,1,3,0,0,0,277,6,283,710
1,27,TABASCO,8,CENTRO,4,CENTRO,314,5,,273,359,15,16,,27,302,3,,,,,,,25,,22,7,5,4,0,6,1058,33,1097,3518
1,27,TABASCO,8,CENTRO,4,CENTRO,315,3,,98,192,11,5,,14,183,2,,,,,,,9,,7,1,3,3,0,1,528,16,545,1502
1,27,TABASCO,8,CENTRO,4,CENTRO,316,2,,74,156,10,6,,2,112,0,,,,,,,9,,6,6,0,0,0,0,381,14,395,1048
1,27,TABASCO,8,CENTRO,4,CENTRO,317,2,,63,165,13,2,,2,101,1,,,,,,,11,,90,38,38,31,8,0,563,7,570,832
1,27,TABASCO,6,CENTRO,4,CENTRO,318,1,,49,60,2,2,,4,57,4,,,,,,,1,,1,3,1,2,0,0,186,5,191,497
1,27,TABASCO,6,CENTRO,4,CENTRO,319,2,,55,121,8,3,,1,144,0,,,,,,,7,,2,1,0,0,0,1,342,9,352,863
1,27,TABASCO,6,CENTRO,4,CENTRO,320,2,,114,242,8,13,,5,155,5,,,,,,,8,,11,6,4,0,0,0,571,13,584,1454
1,27,TABASCO,6,CENTRO,4,CENTRO,321,2,,96,144,2,6,,6,82,0,,,,,,,8,,6,4,2,0,0,0,356,12,368,910
1,27,TABASCO,6,CENTRO,4,CENTRO,322,1,,74,92,4,3,,4,59,2,,,,,,,7,,2,1,1,0,0,0,249,11,260,609
1,27,TABASCO,6,CENTRO,4,CENTRO,323,2,,101,134,9,2,,7,85,1,,,,,,,6,,8,2,3,0,0,0,358,6,364,963
1,27,TABASCO,6,CENTRO,4,CENTRO,324,2,,108,150,14,2,,3,99,3,,,,,,,3,,2,3,1,0,0,1,388,11,400,1084
1,27,TABASCO,6,CENTRO,4,CENTRO,325,2,,55,130,11,2,,3,104,0,,,,,,,6,,4,1,2,0,0,0,318,7,325,808
1,27,TABASCO,8,CENTRO,4,CENTRO,326,2,,75,140,5,2,,6,67,1,,,,,,,11,,3,2,6,0,0,0,318,10,328,966
1,27,TABASCO,8,CENTRO,4,CENTRO,327,2,,43,149,1,5,,1,165,2,,,,,,,7,,6,2,0,0,0,0,381,9,390,1114
1,27,TABASCO,8,CENTRO,4,CENTRO,328,2,,79,168,2,6,,3,119,0,,,,,,,5,,10,4,3,0,0,0,399,10,409,1283
1,27,TABASCO,8,CENTRO,4,CENTRO,329,2,,64,171,4,7,,10,121,3,,,,,,,13,,7,2,6,0,0,0,408,5,413,1027
1,27,TABASCO,6,CENTRO,4,CENTRO,330,2,,89,112,10,6,,6,121,0,,,,,,,4,,14,3,6,0,0,0,371,9,380,1018
1,27,TABASCO,6,CENTRO,4,CENTRO,331,1,,93,111,0,0,,0,116,1,,,,,,,3,,0,0,0,0,0,0,324,13,337,736
1,27,TABASCO,6,CENTRO,4,CENTRO,332,2,,133,162,14,2,,4,101,2,,,,,,,11,,8,5,6,1,0,0,449,9,458,1215
1,27,TABASCO,6,CENTRO,4,CENTRO,333,2,,76,107,4,3,,0,95,3,,,,,,,8,,5,1,0,1,0,1,303,8,312,810
1,27,TABASCO,6,CENTRO,4,CENTRO,334,2,,125,218,6,3,,10,148,1,,,,,,,5,,8,5,4,1,0,0,534,15,549,1417
1,27,TABASCO,6,CENTRO,4,CENTRO,335,2,,86,140,3,2,,6,103,0,,,,,,,13,,3,4,1,1,0,1,362,8,371,850
1,27,TABASCO,6,CENTRO,4,CENTRO,336,1,,78,117,4,1,,3,76,0,,,,,,,6,,2,2,0,0,0,0,289,7,296,669
1,27,TABASCO,6,CENTRO,4,CENTRO,337,2,,69,170,14,3,,5,127,3,,,,,,,8,,5,4,5,1,0,0,414,12,426,1079
1,27,TABASCO,6,CENTRO,4,CENTRO,338,2,,114,165,18,3,,8,88,0,,,,,,,11,,7,3,3,0,3,0,423,14,437,966
1,27,TABASCO,6,CENTRO,4,CENTRO,339,1,,64,105,0,0,,0,56,2,,,,,,,6,,0,0,0,0,0,0,233,10,243,486
1,27,TABASCO,6,CENTRO,4,CENTRO,340,2,,142,175,7,5,,3,107,2,,,,,,,5,,6,5,4,1,0,0,462,14,476,1147
1,27,TABASCO,8,CENTRO,4,CENTRO,341,4,,150,231,10,4,,15,106,4,,,,,,,10,,4,6,1,0,0,0,541,7,548,805
1,27,TABASCO,8,CENTRO,4,CENTRO,342,2,,71,130,11,3,,8,99,2,,,,,,,13,,6,1,2,0,0,0,346,11,357,948
1,27,TABASCO,8,CENTRO,4,CENTRO,343,2,,123,179,2,1,,4,119,11,,,,,,,7,,0,0,0,0,0,5,446,11,462,1121
1,27,TABASCO,8,CENTRO,4,CENTRO,344,2,,82,198,4,9,,3,154,3,,,,,,,6,,15,2,5,0,0,1,481,16,498,1381
1,27,TABASCO,8,CENTRO,4,CENTRO,345,3,,121,192,10,15,,15,241,3,,,,,,,9,,7,7,3,0,0,0,623,20,643,1902
1,27,TABASCO,8,CENTRO,4,CENTRO,346,2,,134,130,2,2,,10,99,1,,,,,,,8,,4,5,3,1,0,0,399,21,420,1196
1,27,TABASCO,8,CENTRO,4,CENTRO,347,2,,75,130,1,6,,5,109,1,,,,,,,8,,3,4,0,1,0,0,343,13,356,966
1,27,TABASCO,8,CENTRO,4,CENTRO,348,2,,93,132,16,3,,3,128,1,,,,,,,10,,2,6,2,1,0,0,397,14,411,981
1,27,TABASCO,8,CENTRO,4,CENTRO,349,2,,82,150,6,2,,8,120,2,,,,,,,14,,1,2,1,0,0,0,388,8,396,905
1,27,TABASCO,6,CENTRO,4,CENTRO,350,2,,137,240,9,3,,8,143,1,,,,,,,10,,4,0,3,1,0,0,559,15,574,1340
1,27,TABASCO,6,CENTRO,4,CENTRO,351,2,,62,127,3,4,,11,71,0,,,,,,,10,,4,1,2,0,0,0,295,12,307,827
1,27,TABASCO,6,CENTRO,4,CENTRO,352,2,,86,193,5,4,,2,52,3,,,,,,,11,,9,2,2,0,0,3,369,15,387,997
1,27,TABASCO,6,CENTRO,4,CENTRO,353,2,,83,136,6,3,,6,74,3,,,,,,,9,,7,2,2,0,0,0,331,11,342,971
