CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,PRD_NVA_ALIANZA,PRD_PT,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,533,B,19,87,42,3,3,3,1,138,0,0,,,7,,,,1,,,,,,1,304,11,316,549,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0533_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,533,C01,20,71,51,6,2,0,3,192,3,0,,,5,,,,0,,,,,,1,353,4,358,548,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0533_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,534,B,17,56,44,3,0,4,5,151,1,1,,,5,,,,0,,,,,,1,287,5,293,462,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0534_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,534,C01,18,64,55,6,0,3,1,155,0,2,,,5,,,,0,,,,,,0,309,5,314,462,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0534_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,535,B,3,81,128,2,1,1,2,114,3,1,,,5,,,,0,,,,,,0,341,6,347,524,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0535_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,535,C01,2,85,86,1,0,0,0,133,3,4,,,8,,,,0,,,,,,0,322,7,329,524,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0535_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,536,B,3,56,93,6,4,1,4,179,1,1,,,6,,,,0,,,,,,0,354,7,361,541,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0536_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,536,C01,5,85,83,4,4,3,0,177,0,1,,,5,,,,0,,,,,,0,367,3,370,541,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0536_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,536,C02,4,116,75,1,1,2,2,150,1,8,,,2,,,,1,,,,,,1,363,6,370,541,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0536_C2.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,537,B,3,59,57,3,1,1,1,119,1,0,,,7,,,,0,,,,,,0,252,3,255,403,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0537_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,537,C01,5,64,40,2,0,4,2,124,1,0,,,10,,,,0,,,,,,1,252,5,258,402,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0537_C1.jpg
2,27,TABASCO,20,PARAISO,5,COMALCALCO,538,B,0,177,156,2,2,5,4,156,1,1,,,3,,,,0,,,,,,0,507,16,523,668,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0538_BA.jpg
2,27,TABASCO,20,PARAISO,5,COMALCALCO,538,C01,2,142,173,3,3,5,12,148,1,0,,,15,,,,1,,,,,,0,505,10,515,667,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0538_C1.jpg
2,27,TABASCO,20,PARAISO,5,COMALCALCO,538,C02,0,147,177,2,1,1,4,132,1,1,,,5,,,,0,,,,,,0,471,13,484,667,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0538_C2.jpg
2,27,TABASCO,20,PARAISO,5,COMALCALCO,539,B,5,121,79,1,3,1,1,83,0,1,,,4,,,,0,,,,,,0,299,7,306,396,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0539_BA.jpg
2,27,TABASCO,20,PARAISO,5,COMALCALCO,539,C01,8,131,52,6,3,0,0,35,1,1,,,2,,,,0,,,,,,0,239,7,246,396,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0539_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,540,B,0,99,156,2,2,3,4,56,2,0,,,1,,,,0,,,,,,0,325,12,337,414,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0540_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,540,C01,2,114,150,1,1,1,1,31,0,1,,,0,,,,0,,,,,,0,302,6,308,414,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0540_C1.jpg
2,27,TABASCO,20,PARAISO,5,COMALCALCO,541,B,0,123,117,3,2,3,1,89,1,0,,,1,,,,1,,,,,,0,341,9,350,468,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0541_BA.jpg
2,27,TABASCO,20,PARAISO,5,COMALCALCO,541,C01,2,95,111,7,1,2,1,111,2,0,,,2,,,,0,,,,,,0,334,7,341,468,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0541_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,542,B,5,165,84,10,4,3,11,196,0,4,,,5,,,,0,,,,,,0,487,8,495,681,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0542_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,542,C01,12,172,100,6,3,1,9,175,1,2,,,6,,,,0,,,,,,0,487,11,498,680,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0542_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,543,B,0,111,149,9,5,1,5,128,1,0,,,3,,,,0,,,,,,0,412,12,424,579,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0543_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,543,C01,0,74,175,16,2,1,5,146,3,0,,,7,,,,0,,,,,,0,429,14,443,579,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0543_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,544,B,0,69,75,5,1,2,6,127,1,0,,,1,,,,0,,,,,,0,287,3,290,394,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0544_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,544,C01,0,77,93,1,1,2,2,101,0,1,,,0,,,,0,,,,,,0,278,3,281,394,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0544_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,545,B,2,84,124,8,2,3,11,103,0,8,,,0,,,,0,,,,,,0,345,8,353,523,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0545_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,545,C01,0,111,102,6,1,1,17,140,2,0,,,2,,,,1,,,,,,0,383,4,387,522,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0545_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,545,E01,0,108,129,1,0,4,12,115,0,1,,,0,,,,0,,,,,,0,370,11,381,517,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0545_EX.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,546,B,3,107,124,4,2,1,0,0,0,0,,,0,,,,0,,,,,,0,241,9,250,532,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0546_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,546,C01,0,128,95,4,2,1,7,161,0,0,,,3,,,,0,,,,,,0,401,4,405,532,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0546_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,547,B,3,111,132,3,3,1,2,70,2,1,,,3,,,,1,,,,,,0,332,6,338,451,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0547_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,547,C01,0,118,146,2,1,2,2,58,1,2,,,1,,,,1,,,,,,0,334,8,342,451,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0547_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,548,B,2,161,190,4,3,3,7,134,1,3,,,1,,,,0,,,,,,0,509,11,520,673,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0548_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,548,C01,0,166,220,3,2,1,2,109,0,0,,,2,,,,1,,,,,,0,506,5,511,672,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0548_C1.jpg
2,27,TABASCO,20,PARAISO,5,COMALCALCO,549,B,1,147,119,8,2,0,3,111,0,0,,,4,,,,0,,,,,,0,395,12,407,574,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0549_BA.jpg
2,27,TABASCO,20,PARAISO,5,COMALCALCO,549,C01,2,116,114,11,1,4,5,153,2,0,,,3,,,,0,,,,,,0,411,7,418,573,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0549_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,550,B,2,79,73,9,0,4,4,198,0,0,,,5,,,,0,,,,,,0,374,9,383,527,Grupo de Recuento,Anulada,Anulada en base a TET-JI-52/2015-II Y SU ACUMULADO TET-JDC-78/2015-II,http://iepct.mx/resultados/2015/municipal/comalcalco/0550_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,550,C01,6,108,100,17,3,5,0,164,4,1,,,3,,,,0,,,,,,0,411,4,415,527,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0550_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,550,C02,4,101,83,7,3,0,3,162,1,0,,,9,,,,0,,,,,,0,373,3,376,526,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0550_C2.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,551,B,0,75,149,5,2,3,2,80,1,0,,,3,,,,2,,,,,,0,322,15,337,503,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0551_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,551,C01,2,82,123,2,1,1,2,123,1,0,,,5,,,,0,,,,,,0,342,10,352,502,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0551_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,551,C02,2,74,120,2,2,1,5,119,0,0,,,6,,,,0,,,,,,0,331,6,337,502,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0551_C2.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,552,B,1,86,44,12,0,8,7,247,2,0,,,0,,,,0,,,,,,0,407,5,412,554,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0552_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,552,C01,0,70,66,6,1,16,9,190,0,0,,,4,,,,0,,,,,,0,362,8,370,553,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0552_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,552,C02,0,95,70,14,1,1,4,191,3,0,,,0,,,,1,,,,,,0,380,5,385,553,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0552_C2.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,553,B,0,82,134,11,3,2,11,175,3,0,,,3,,,,0,,,,,,0,424,6,430,638,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0553_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,553,C01,2,98,162,16,2,4,1,151,1,0,,,6,,,,0,,,,,,0,443,5,448,638,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0553_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,554,B,4,122,112,6,2,3,2,148,1,0,,,0,,,,1,,,,,,0,401,12,413,555,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0554_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,554,C01,1,98,75,7,1,0,1,104,2,1,,,2,,,,1,,,,,,0,293,8,301,554,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0554_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,554,C02,3,153,99,1,0,6,4,118,0,0,,,1,,,,1,,,,,,1,386,7,394,554,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0554_C2.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,555,B,0,110,78,8,3,1,2,147,2,1,,,7,,,,0,,,,,,0,359,13,372,587,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0555_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,555,C01,9,94,86,6,0,2,2,148,1,4,,,2,,,,1,,,,,,0,355,5,360,587,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0555_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,555,C02,1,104,70,17,1,4,1,162,1,3,,,3,,,,0,,,,,,0,367,4,371,586,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0555_C2.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,555,C03,0,87,97,10,0,1,1,152,1,3,,,4,,,,0,,,,,,0,356,1,357,586,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0555_C3.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,555,E01,0,114,159,6,1,2,2,151,2,0,,,2,,,,3,,,,,,0,442,10,452,632,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0555_EX.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,555,E01C01,2,102,130,4,2,3,6,183,2,0,,,3,,,,1,,,,,,0,438,11,449,631,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0555_EXC1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,555,E02,0,85,137,2,0,1,5,171,1,1,,,4,,,,0,,,,,,0,407,8,415,543,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0555_X2.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,556,B,0,107,118,3,2,2,2,147,2,2,,,1,,,,1,,,,,,0,387,6,393,527,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0556_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,556,C01,3,89,104,2,2,0,3,181,1,0,,,5,,,,0,,,,,,0,390,7,397,527,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0556_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,557,B,2,171,126,5,1,1,4,128,0,0,,,5,,,,0,,,,,,0,443,4,447,618,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0557_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,557,C01,1,110,183,4,2,1,4,155,0,3,,,3,,,,1,,,,,,0,467,5,472,617,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0557_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,557,C02,3,153,138,6,0,2,4,137,2,0,,,0,,,,0,,,,,,0,445,8,453,617,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0557_C2.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,558,B,1,111,175,1,0,1,4,120,0,0,,,2,,,,0,,,,,,0,415,12,427,602,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0558_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,558,C01,0,116,172,7,2,0,3,124,2,0,,,1,,,,2,,,,,,0,429,15,444,601,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0558_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,558,E01,1,80,69,3,0,1,3,77,0,0,,,0,,,,0,,,,,,0,234,5,239,307,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0558_EX.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,559,B,0,95,105,8,0,1,1,142,1,1,,,5,,,,1,,,,,,0,360,7,367,533,Acta casilla,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0559_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,559,C01,1,112,87,5,1,1,4,150,5,0,,,0,,,,0,,,,,,0,366,8,374,533,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0559_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,559,C02,2,77,98,10,2,0,4,147,9,3,,,5,,,,0,,,,,,0,357,5,362,533,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0559_C2.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,560,B,1,156,79,3,1,2,1,180,0,2,,,8,,,,1,,,,,,0,434,10,444,659,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0560_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,560,C01,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,,,,,,0,0,0,0,659,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0560_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,560,C02,3,157,70,7,5,1,5,176,0,1,,,9,,,,0,,,,,,0,434,8,442,658,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0560_C2.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,561,B,1,106,151,6,3,4,4,136,0,0,,,5,,,,0,,,,,,1,416,9,426,616,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0561_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,561,C01,0,95,162,6,1,1,1,162,1,0,,,6,,,,0,,,,,,0,435,5,440,616,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0561_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,562,B,3,141,178,4,1,4,7,152,0,0,,,4,,,,2,,,,,,0,496,9,505,699,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0562_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,562,C01,1,137,164,4,0,5,2,146,0,0,,,4,,,,0,,,,,,0,463,8,471,698,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0562_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,563,B,3,140,137,3,0,3,3,176,0,1,,,3,,,,0,,,,,,1,469,11,481,712,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0563_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,563,C01,0,157,111,1,3,4,9,192,0,1,,,2,,,,0,,,,,,0,480,7,487,711,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0563_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,564,B,1,103,93,6,0,2,3,126,0,0,,,2,,,,0,,,,,,1,336,6,343,498,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0564_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,564,C01,0,99,77,3,3,2,0,127,1,0,,,2,,,,0,,,,,,0,314,15,329,498,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0564_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,565,B,1,117,95,3,2,1,3,120,2,1,,,1,,,,0,,,,,,0,346,3,349,527,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0565_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,565,C01,2,84,109,3,1,0,6,123,1,0,,,3,,,,0,,,,,,0,332,12,344,526,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0565_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,565,C02,2,97,193,3,1,3,4,64,1,1,,,2,,,,0,,,,,,0,371,0,371,526,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0565_C2.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,566,B,2,101,102,9,0,1,1,142,0,1,,,0,,,,1,,,,,,0,360,6,366,550,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0566_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,566,C01,1,137,91,5,2,3,2,135,1,1,,,2,,,,0,,,,,,0,380,2,382,549,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0566_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,567,B,0,127,77,2,1,2,8,176,0,0,,,2,,,,1,,,,,,0,396,3,399,564,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0567_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,567,C01,2,99,90,5,4,1,6,179,0,0,,,0,,,,0,,,,,,0,386,2,388,563,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0567_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,567,S01,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,,,,,,0,0,0,0,0,Acta casilla,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0567_ES1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,568,B,0,79,111,1,3,1,3,162,2,0,,,3,,,,0,,,,,,0,365,8,373,553,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0568_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,568,C01,1,88,131,1,3,4,5,144,1,3,,,2,,,,0,,,,,,0,383,23,406,553,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0568_C1.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,568,C02,1,101,106,4,2,0,6,192,0,0,,,1,,,,0,,,,,,0,413,6,419,553,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0568_C2.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,569,B,0,88,131,13,2,5,7,139,3,1,,,1,,,,0,,,,,,0,390,16,406,563,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0569_BA.jpg
2,27,TABASCO,13,COMALCALCO,5,COMALCALCO,569,C01,1,67,146,13,4,1,5,133,2,0,,,2,,,,0,,,,,,0,374,19,393,562,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0569_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,570,B,0,144,193,5,3,1,4,96,0,0,,,6,,,,2,,,,,,0,454,13,467,613,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0570_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,570,C01,0,136,197,4,2,0,8,81,3,0,,,2,,,,3,,,,,,0,436,12,448,612,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0570_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,570,C02,0,142,203,12,2,3,1,90,1,1,,,3,,,,1,,,,,,0,459,15,474,612,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0570_C2.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,570,C03,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,,,,,,0,0,0,0,612,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0570_C3.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,571,B,2,83,153,4,9,0,2,114,0,2,,,3,,,,0,,,,,,0,372,12,384,557,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0571_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,571,C01,2,108,161,3,1,1,2,107,2,0,,,1,,,,2,,,,,,0,390,10,400,557,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0571_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,571,C02,0,124,154,1,6,0,3,92,0,0,,,0,,,,0,,,,,,0,380,6,386,556,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0571_C2.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,572,B,2,92,93,0,2,0,3,118,0,0,,,6,,,,0,,,,,,0,316,8,324,540,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0572_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,572,C01,0,90,103,2,0,0,2,127,1,0,,,5,,,,0,,,,,,0,330,2,332,540,Grupo de Recuento,Anulada,Anulada en base a TET-JI-52/2015-II Y SU ACUMULADO TET-JDC-78/2015-II,http://iepct.mx/resultados/2015/municipal/comalcalco/0572_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,572,C02,5,85,113,4,1,0,0,100,1,2,,,18,,,,1,,,,,,0,330,11,341,539,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0572_C2.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,573,B,2,89,109,9,0,3,3,103,1,0,,,11,,,,0,,,,,,0,330,5,335,548,Grupo de Recuento,Anulada,Anulada en base a TET-JI-52/2015-II Y SU ACUMULADO TET-JDC-78/2015-II,http://iepct.mx/resultados/2015/municipal/comalcalco/0573_BA.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,573,C01,0,106,104,5,2,2,6,124,0,0,,,13,,,,1,,,,,,0,363,6,369,548,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0573_C1.jpg
2,27,TABASCO,12,COMALCALCO,5,COMALCALCO,573,C02,1,112,94,5,1,0,3,127,1,0,,,15,,,,0,,,,,,0,359,8,367,548,Grupo de Recuento,,,http://iepct.mx/resultados/2015/municipal/comalcalco/0573_C2.jpg
