id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,PAN,PRI,PRD,PT,PVEM,PC,PANAL,PAS,Alianza Guerrero,PRI-PVEM,PT-PC,Nulos,Total
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,562,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,40,3,0,70,0,0,0,3,1,1,67,102,4,251
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,710,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,43,7,0,108,0,0,0,5,1,0,93,100,8,322
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,516,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,46,9,0,48,0,0,0,7,1,0,96,67,5,233
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,621,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,47,3,0,84,0,0,0,9,3,1,112,89,5,306
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,613,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,48,8,0,76,0,0,0,1,1,1,108,83,5,283
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,431,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,59,4,0,73,0,0,0,1,0,0,82,77,10,247
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,446,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,64,3,0,41,0,0,0,1,0,0,84,57,9,195
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,389,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,76,13,0,99,0,0,0,1,1,0,116,117,8,355
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,579,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,81,40,0,76,0,0,0,6,0,8,86,124,0,340
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,558,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,129,5,0,97,0,0,0,2,1,0,55,38,6,204
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,694,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,145,2,0,82,0,0,0,1,0,0,80,55,3,223
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,697,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,136,3,0,61,0,0,0,1,1,4,91,69,0,230
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,694,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,138,0,0,68,0,0,0,3,0,2,81,60,7,221
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,635,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,140,4,0,57,0,0,0,2,1,1,97,55,10,227
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,421,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,94,4,0,44,0,0,0,0,0,0,93,55,6,202
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,591,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,95,3,0,39,0,0,0,0,1,0,12,43,1,99
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,81,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,96,0,0,31,0,0,0,0,0,0,20,19,2,72
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,570,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,98,15,0,46,0,0,0,10,11,1,62,68,13,226
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,510,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,104,4,0,57,0,0,0,2,2,0,70,75,2,212
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,520,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,106,8,0,53,0,0,0,2,1,0,89,82,2,237
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,629,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,111,5,0,69,0,0,0,1,0,0,71,49,6,201
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,629,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,111,5,0,66,0,0,0,0,0,2,73,51,10,207
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,736,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,121,8,0,80,0,0,0,5,0,0,82,79,9,263
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,529,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,127,4,0,50,0,0,0,0,1,0,68,57,11,191
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,490,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,190,2,0,46,0,0,0,1,0,1,41,89,5,185
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,698,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,192,4,0,70,0,0,0,2,2,0,97,122,4,301
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,688,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,146,3,0,50,0,0,0,2,1,3,68,68,12,207
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,609,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,147,2,0,69,0,0,0,3,0,0,111,51,6,242
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,636,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,148,1,0,54,0,0,0,4,2,0,98,65,0,224
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,572,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,150,2,0,60,0,0,0,3,1,5,61,78,0,210
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,605,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,151,2,0,64,0,0,0,5,0,0,88,114,4,277
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,513,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,153,6,0,62,0,0,0,2,3,1,67,58,4,203
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,517,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,155,2,0,76,0,0,0,1,0,0,74,62,6,221
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,553,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,157,1,0,58,0,0,0,2,0,1,54,97,7,220
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,554,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,157,3,0,59,0,0,0,2,0,2,52,74,7,199
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,554,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,157,2,0,46,0,0,0,3,0,1,66,83,9,210
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,657,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,160,3,0,64,0,0,0,3,2,1,110,67,15,265
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,514,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,167,5,0,58,0,0,0,2,1,1,56,51,9,183
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,643,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,169,4,0,92,0,0,0,3,2,0,132,119,6,358
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,585,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,171,2,0,77,0,0,0,0,0,0,81,70,0,230
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,596,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,176,2,0,41,0,0,0,1,0,0,67,102,4,217
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,638,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,181,4,0,93,0,0,0,4,5,0,90,75,6,277
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,503,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,182,0,0,50,0,0,0,5,3,1,49,62,4,174
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,504,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,182,2,0,65,0,0,0,3,0,1,36,57,0,164
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,710,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,183,9,0,79,0,0,0,4,1,2,118,79,14,306
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,525,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,184,2,0,65,0,0,0,3,0,0,65,58,8,201
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,653,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,232,3,0,65,0,0,0,0,0,0,95,111,2,276
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,410,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,234,2,0,81,0,0,0,1,0,0,110,68,2,264
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,491,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,236,4,0,86,0,0,0,0,0,0,70,107,9,276
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,648,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,239,4,0,59,0,0,0,2,2,0,93,85,8,253
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,676,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,240,3,0,39,0,0,0,1,0,0,36,99,0,178
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,568,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,248,0,0,92,0,0,0,3,0,0,69,112,3,279
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,513,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,253,1,0,67,0,0,0,1,0,1,115,76,3,264
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,604,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,254,0,0,95,0,0,0,0,1,0,54,73,5,228
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,660,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,244,4,0,80,0,0,0,0,4,1,78,73,5,245
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,540,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,196,5,0,55,0,0,0,2,1,6,40,81,7,197
12,5/10/2008,12,Ayuntamientos,12,0,3,C,Contigua,0,1,ACAPULCO DE JUAREZ,649,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,198,7,0,65,0,0,0,3,0,0,72,68,7,222
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,674,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,206,2,0,85,0,0,0,1,0,0,60,113,11,272
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,507,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,207,8,0,92,0,0,0,1,0,0,43,78,8,230
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,562,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,209,1,0,58,0,0,0,1,0,6,82,56,4,208
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,563,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,209,5,0,81,0,0,0,5,2,2,90,62,6,253
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,541,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,211,2,0,69,0,0,0,1,0,1,71,35,6,185
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,645,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,212,1,0,108,0,0,0,4,1,0,66,80,15,275
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,620,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,215,7,0,81,0,0,0,5,1,0,61,72,3,230
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,634,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,216,6,0,80,0,0,0,2,0,2,63,79,9,241
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,590,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,217,2,0,83,0,0,0,2,1,7,74,65,10,244
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,607,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,223,2,0,58,0,0,0,4,0,0,95,104,9,272
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,1,ACAPULCO DE JUAREZ,629,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,224,5,0,41,0,0,0,0,0,0,103,108,5,262
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,1,ACAPULCO DE JUAREZ,492,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,229,2,0,12,0,0,0,1,0,0,56,45,3,119
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,1,ACAPULCO DE JUAREZ,492,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,229,5,0,23,0,0,0,2,1,1,48,55,4,139
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,27,CUTZAMALA DE PINZON,331,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1083,11,95,59,0,0,0,0,0,0,0,0,3,168
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,27,CUTZAMALA DE PINZON,227,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1096,3,37,40,0,0,0,1,0,0,0,0,2,83
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,27,CUTZAMALA DE PINZON,233,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1097,3,67,17,0,0,0,0,0,0,0,0,1,88
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,28,CHILAPA DE ALVAREZ,671,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1164,54,0,279,19,0,1,1,3,1,149,0,30,537
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,28,CHILAPA DE ALVAREZ,609,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1167,18,0,73,15,0,6,0,0,1,89,0,31,233
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,29,CHILPANCINGO DE LOS BRAVO,637,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1216,12,151,41,6,6,9,12,1,43,0,0,5,286
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,29,CHILPANCINGO DE LOS BRAVO,737,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1223,2,161,64,5,3,7,11,2,21,0,0,6,282
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,29,CHILPANCINGO DE LOS BRAVO,666,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1257,3,150,60,2,7,3,16,4,21,0,0,6,272
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,29,CHILPANCINGO DE LOS BRAVO,654,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1263,9,157,57,5,8,3,3,4,21,0,0,6,273
12,5/10/2008,12,Ayuntamientos,12,0,3,C,Contigua,0,29,CHILPANCINGO DE LOS BRAVO,628,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1266,6,123,39,0,14,6,1,0,16,0,0,8,213
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,29,CHILPANCINGO DE LOS BRAVO,727,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1267,4,118,60,5,22,4,6,5,20,0,0,6,250
12,5/10/2008,12,Ayuntamientos,12,0,1,E,Extraordinaria,0,28,CHILAPA DE ALVAREZ,205,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1172,17,0,67,2,0,0,0,3,1,29,0,16,135
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,29,CHILPANCINGO DE LOS BRAVO,678,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1268,10,169,45,4,5,5,23,3,28,0,0,6,298
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,29,CHILPANCINGO DE LOS BRAVO,464,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1278,7,91,25,1,1,1,5,3,31,0,0,5,170
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,29,CHILPANCINGO DE LOS BRAVO,395,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1283,7,74,16,20,0,6,19,6,3,0,0,9,160
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,29,CHILPANCINGO DE LOS BRAVO,543,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1262,4,132,41,4,5,5,4,3,18,0,0,5,221
12,5/10/2008,12,Ayuntamientos,12,0,1,C,Contigua,0,29,CHILPANCINGO DE LOS BRAVO,708,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1286,7,177,39,18,5,3,0,0,18,0,0,13,280
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,29,CHILPANCINGO DE LOS BRAVO,544,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1287,3,109,33,13,7,5,1,0,28,0,0,21,220
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,29,CHILPANCINGO DE LOS BRAVO,177,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1290,1,39,12,0,10,1,2,0,11,0,0,3,79
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,29,CHILPANCINGO DE LOS BRAVO,446,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1293,14,118,40,2,0,2,2,0,21,0,0,2,201
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,29,CHILPANCINGO DE LOS BRAVO,511,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1302,9,101,23,0,2,4,7,1,29,0,0,7,183
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,29,CHILPANCINGO DE LOS BRAVO,514,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1303,5,130,14,0,2,12,7,1,26,0,0,11,208
12,5/10/2008,12,Ayuntamientos,12,0,1,E,Extraordinaria,0,29,CHILPANCINGO DE LOS BRAVO,303,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1308,27,44,23,4,1,7,12,1,9,0,0,6,134
12,5/10/2008,12,Ayuntamientos,12,0,2,C,Contigua,0,30,EDUARDO NERI,502,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1319,4,86,88,8,1,15,69,0,24,0,0,19,314
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,30,EDUARDO NERI,739,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1334,4,174,207,2,2,1,5,0,20,0,0,14,429
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,30,EDUARDO NERI,163,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1338,1,48,64,1,1,0,2,0,0,0,0,3,120
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,31,FLORENCIO VILLARREAL,549,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1344,4,142,76,0,0,7,65,0,0,0,0,7,301
12,5/10/2008,12,Ayuntamientos,12,0,1,B,Basica,0,31,FLORENCIO VILLARREAL,443,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,1349,21,53,65,0,0,32,96,0,0,0,0,15,282
