CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,14,JALISCO,3,TEPATITLÁN DE MORELOS,1,ACATIC,8,B,54,24,5,21,1,7,2,4,0,2,4,,0,124,3,127,195,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,3,TEPATITLÁN DE MORELOS,1,ACATIC,10,B,156,41,43,61,1,46,11,1,4,18,7,,0,389,9,398,737,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,3,TEPATITLÁN DE MORELOS,1,ACATIC,10,C01,150,33,52,51,5,41,8,2,3,21,8,,0,374,20,394,737,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,3,TEPATITLÁN DE MORELOS,1,ACATIC,10,C02,131,50,73,58,3,44,13,2,6,21,5,,0,406,12,418,736,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,3,TEPATITLÁN DE MORELOS,1,ACATIC,11,B,91,37,19,58,0,33,2,4,5,14,2,,0,265,12,277,580,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,3,TEPATITLÁN DE MORELOS,1,ACATIC,11,C01,112,43,12,44,0,26,2,2,1,8,5,,0,255,11,266,580,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,3,TEPATITLÁN DE MORELOS,1,ACATIC,12,B,163,99,23,39,4,44,3,2,2,15,5,,0,399,9,408,714,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,13,B,102,116,8,48,2,127,12,8,5,1,0,,0,429,14,443,726,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,13,C01,81,136,1,58,5,142,6,13,4,3,0,,0,449,9,458,726,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,13,C02,103,133,2,13,13,111,12,13,5,3,0,,0,408,7,415,725,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,14,B,41,103,6,20,3,169,9,16,2,3,1,,0,373,10,383,577,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,14,C01,42,114,6,12,3,153,6,22,3,3,1,,0,365,8,373,577,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,15,B,81,82,2,32,1,92,10,10,1,4,0,,1,315,9,325,609,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,15,C01,96,80,3,25,2,87,9,13,4,1,0,,0,320,8,328,608,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,15,C02,95,96,7,34,3,82,8,14,2,7,1,,0,349,4,353,608,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,16,B,60,92,2,30,6,132,7,22,4,4,0,,1,359,7,367,639,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,16,C01,79,116,6,16,5,145,7,26,5,3,0,,0,408,5,413,638,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,16,C02,54,90,4,31,5,134,11,23,0,0,0,,0,352,6,358,638,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,17,B,92,93,4,39,8,175,14,17,5,6,0,,0,453,3,456,718,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,17,C01,83,97,2,39,5,156,13,20,6,5,0,,0,426,15,441,717,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,18,B,70,76,2,81,2,168,6,25,5,3,0,,0,438,10,448,653,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,18,C01,87,58,7,54,3,176,12,23,1,4,0,,0,425,9,434,653,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,18,C02,76,70,5,62,0,183,3,23,0,0,0,,0,422,4,426,653,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,18,C03,61,70,3,58,1,184,10,20,3,4,0,,0,414,6,420,652,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,19,B,55,57,2,57,4,206,15,37,5,5,0,,0,443,11,454,699,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,19,C01,62,71,4,50,2,198,12,42,0,5,1,,1,447,9,457,698,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,20,B,50,50,5,41,5,176,6,16,3,3,0,,1,355,9,365,551,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,20,C01,43,66,8,43,1,158,9,35,4,3,0,,0,370,4,374,551,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,21,B,41,42,3,23,5,142,17,17,0,6,0,,0,296,11,307,448,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,21,C01,43,42,4,44,3,141,6,10,2,4,1,,0,300,8,308,447,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,22,B,74,123,7,30,5,133,7,22,5,2,0,,0,408,12,420,729,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,22,C01,58,90,12,57,4,143,5,27,4,3,0,,0,403,4,407,729,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,22,C02,73,99,4,42,0,156,13,13,0,0,0,,0,400,11,411,728,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,17,JOCOTEPEC,2,ACATLÁN DE JUÁREZ,23,B,133,127,2,17,3,88,20,12,2,0,0,,0,404,13,417,670,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,24,B,67,95,25,8,0,120,103,11,2,4,0,,0,435,17,452,659,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,24,C01,77,118,22,9,3,116,101,10,0,2,1,,0,459,6,465,659,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,24,C02,76,111,21,8,3,104,100,8,4,1,0,,0,436,5,441,658,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,25,B,70,115,19,11,0,72,82,9,3,1,0,,0,382,7,389,529,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,25,C01,75,103,24,10,0,64,57,6,3,4,0,,0,346,11,357,528,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,26,B,69,73,10,4,3,89,50,7,2,1,1,,0,309,7,316,457,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,26,C01,74,88,19,3,2,65,46,3,2,4,0,,0,306,11,317,457,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,27,B,95,95,13,9,2,89,67,7,1,1,0,,0,379,0,379,571,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,27,C01,103,123,16,3,2,91,72,8,2,0,0,,0,420,6,426,571,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,27,C02,102,82,20,4,2,86,65,8,2,3,0,,0,374,12,386,570,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,28,B,103,158,25,10,2,93,88,7,1,1,0,,0,488,8,496,656,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,28,C01,75,146,9,13,1,99,85,3,1,2,0,,0,434,10,444,656,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,29,B,122,135,25,12,0,80,71,11,0,0,0,,0,456,8,464,685,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,29,C01,127,132,37,10,0,68,82,4,2,2,0,,0,464,19,483,684,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,29,C02,106,138,27,6,0,86,86,12,2,3,0,,0,466,12,478,684,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,30,B,79,99,18,6,0,57,46,8,0,0,0,,0,313,10,323,453,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,30,C01,79,96,10,4,2,64,44,8,1,4,0,,0,312,3,315,452,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,31,B,74,119,20,7,2,101,84,9,1,2,0,,0,419,7,426,612,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,31,C01,52,123,20,5,3,108,88,8,2,2,0,,0,411,6,417,612,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,31,C02,80,142,9,10,0,107,72,11,0,1,0,,0,432,0,432,612,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,31,C03,60,120,18,14,1,135,80,5,2,1,0,,0,436,3,439,611,Acta Casilla,Anulada,JIN-061/2015,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,32,B,27,96,6,3,1,65,23,0,0,1,0,,0,222,6,228,320,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,33,B,86,155,45,10,0,48,66,4,2,4,0,,0,420,4,424,647,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,33,C01,64,145,45,11,2,69,89,6,2,2,0,,0,435,10,445,646,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,34,B,68,165,6,3,2,145,40,3,0,1,1,,0,434,5,439,657,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,34,C01,106,144,8,8,3,116,50,8,1,0,0,,0,444,7,451,657,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,34,C02,92,144,9,10,5,112,30,13,3,3,1,,0,422,8,430,657,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,35,B,51,201,13,9,1,170,23,6,2,1,0,,0,477,4,481,663,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,3,AHUALULCO DE MERCADO,35,C01,49,203,13,10,6,154,32,2,2,1,2,,0,474,10,484,662,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,19,ZAPOTLÁN EL GRANDE,4,AMACUECA,36,B,72,118,39,2,1,9,8,6,0,0,0,,0,255,13,268,420,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,19,ZAPOTLÁN EL GRANDE,4,AMACUECA,36,C01,58,120,53,2,2,12,5,1,0,0,1,,0,254,6,260,420,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,19,ZAPOTLÁN EL GRANDE,4,AMACUECA,37,B,81,142,60,2,0,18,17,11,1,3,2,,0,337,17,354,540,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,19,ZAPOTLÁN EL GRANDE,4,AMACUECA,37,C01,103,147,52,3,4,10,7,8,3,0,0,,0,337,12,349,539,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,19,ZAPOTLÁN EL GRANDE,4,AMACUECA,37,C02,94,118,69,66,2,13,11,4,0,1,1,,0,379,10,389,539,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,19,ZAPOTLÁN EL GRANDE,4,AMACUECA,38,B,79,88,15,0,0,0,1,1,0,1,1,,0,186,3,189,337,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,19,ZAPOTLÁN EL GRANDE,4,AMACUECA,39,B,74,112,101,7,2,11,14,4,1,1,4,,0,331,5,336,575,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,19,ZAPOTLÁN EL GRANDE,4,AMACUECA,39,C01,54,107,119,4,2,17,18,1,0,0,3,,0,325,7,332,575,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,19,ZAPOTLÁN EL GRANDE,4,AMACUECA,39,C02,71,100,109,4,2,12,19,3,0,2,1,,0,323,8,331,574,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,40,B,36,101,74,23,1,81,6,25,18,0,0,,0,365,9,374,598,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,40,C01,49,83,53,19,5,92,5,33,24,1,1,,0,365,16,381,598,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,40,C02,31,129,61,17,6,75,3,26,17,1,3,,0,369,13,382,597,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,40,C03,35,112,60,20,3,104,1,27,16,3,2,,0,383,8,391,597,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,41,B,43,102,47,22,3,95,5,19,12,0,0,,0,348,11,359,531,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,41,C01,46,92,69,17,1,92,7,26,13,4,0,,0,367,5,372,531,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,41,C02,38,119,58,27,1,77,4,24,24,4,0,,0,376,4,380,530,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,42,B,54,88,123,27,1,126,4,23,31,6,0,,0,483,6,489,712,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,42,C01,39,104,121,19,2,96,5,21,41,3,0,,0,451,12,463,711,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,42,C02,38,95,84,29,4,119,8,30,34,4,0,,0,445,14,459,711,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,43,B,51,74,78,31,1,108,10,19,20,2,0,,0,394,8,402,613,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,43,C01,52,88,57,32,3,94,3,23,21,1,0,,0,374,22,396,613,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,43,C02,49,105,56,28,3,126,11,19,16,1,133,,0,547,9,556,612,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,43,C03,48,73,61,23,3,113,3,40,21,2,0,,0,387,6,393,612,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,44,B,50,115,81,18,0,24,2,18,11,0,0,,0,319,5,324,531,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,45,B,10,73,84,12,0,39,1,1,5,0,0,,0,225,13,238,384,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,46,B,15,105,137,9,1,35,0,9,12,1,0,,0,324,5,329,447,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,47,B,34,97,107,22,1,28,3,15,22,2,0,,0,331,9,340,478,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,1,COLOTLÁN,5,AMATITÁN,47,C01,33,80,116,30,6,23,1,9,41,3,0,,0,342,8,350,478,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,48,B,28,86,18,9,22,58,33,6,18,3,4,,0,285,14,299,612,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,48,C01,22,85,17,8,16,70,24,14,18,11,2,,1,287,9,297,611,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,48,C02,33,76,10,14,22,66,18,11,26,6,7,,0,289,16,305,611,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,48,C03,40,89,8,12,23,64,20,8,16,2,7,,0,289,14,303,611,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,50,B,36,106,10,17,12,71,26,7,9,15,14,,0,323,12,335,639,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,50,C01,48,94,8,6,15,76,17,11,12,13,5,,0,305,16,321,638,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,51,B,37,109,10,10,24,74,13,14,3,11,6,,0,311,8,319,563,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,51,C01,33,109,8,8,19,76,15,16,7,17,13,,0,321,12,333,562,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,52,B,42,111,12,11,12,106,24,13,8,9,7,,0,355,15,370,693,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,52,C01,36,103,21,6,22,90,24,16,10,17,13,,0,358,10,368,693,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,52,C02,41,93,11,7,6,113,20,17,10,22,6,,0,346,13,359,693,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,52,C03,47,115,8,10,17,75,28,19,12,16,8,,0,355,20,375,692,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,53,B,27,106,7,5,7,64,6,9,5,7,10,,0,253,9,262,462,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,53,C01,31,95,6,6,11,50,11,7,2,13,9,,0,241,11,252,462,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,54,B,30,88,10,9,12,55,15,10,10,8,6,,0,253,8,261,504,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,54,C01,29,79,10,2,11,50,23,14,17,8,6,,0,249,11,260,503,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,55,B,31,96,12,10,14,43,19,7,4,4,0,,0,240,10,250,542,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,55,C01,25,101,13,2,5,41,15,14,7,2,0,,1,225,20,246,542,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
1,14,JALISCO,18,AUTLÁN DE NAVARRO,6,AMECA,56,B,41,103,12,6,20,99,30,30,23,10,8,,0,382,11,393,747,Acta Casilla,,,http://prep2015.iepcjalisco.org.mx/
