CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAS,MORENA,ES,C_COMUN_PRI_NVA_ALIANZA,C_COMUN_MC_PAS,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,731,1,12,62,4,2,1,0,2,22,6,0,0,0,,,,,,,,,,,,0,111,5,116,345
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,732,1,15,48,5,3,0,3,2,32,12,5,0,0,,,,,,,,,,,,0,125,7,132,319
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,733,1,61,140,11,1,3,4,7,57,22,10,0,0,,,,,,,,,,,,0,316,9,325,572
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,734,2,155,297,36,8,8,16,14,150,42,26,1,2,,,,,,,,,,,,2,755,14,771,1323
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,735,1,31,113,23,6,2,5,5,98,54,6,1,0,,,,,,,,,,,,1,344,8,353,564
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,736,2,40,207,26,12,3,7,5,182,83,14,0,0,,,,,,,,,,,,0,579,24,603,1112
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,737,1,58,120,11,2,2,3,2,45,17,9,0,0,,,,,,,,,,,,1,269,19,289,488
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,738,1,56,84,8,2,2,2,3,45,14,2,0,0,,,,,,,,,,,,0,218,6,224,388
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,739,1,22,83,4,1,0,4,2,30,16,10,0,0,,,,,,,,,,,,0,172,6,178,306
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,740,1,16,58,5,2,9,6,3,36,19,3,1,0,,,,,,,,,,,,0,158,15,173,378
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,741,1,35,84,4,1,2,0,4,39,19,3,0,0,,,,,,,,,,,,0,191,5,196,453
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,742,1,31,86,7,1,1,4,0,39,11,5,1,1,,,,,,,,,,,,0,187,8,195,403
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,743,1,29,110,9,10,3,3,5,45,19,5,0,1,,,,,,,,,,,,1,239,7,247,479
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,744,1,71,178,20,3,8,5,3,45,13,1,0,0,,,,,,,,,,,,0,347,12,359,685
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,745,1,25,57,4,4,2,1,2,23,5,5,0,0,,,,,,,,,,,,0,128,5,133,276
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,746,1,20,75,5,2,4,1,1,29,13,1,0,1,,,,,,,,,,,,1,152,11,164,292
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,748,1,0,0,0,0,0,0,0,45,0,0,0,0,,,,,,,,,,,,0,45,1,46,525
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,749,1,45,63,9,2,2,1,5,36,17,2,1,0,,,,,,,,,,,,0,183,3,186,347
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,750,1,64,102,11,2,1,5,1,29,10,4,0,0,,,,,,,,,,,,0,229,7,236,413
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,751,1,43,57,8,4,0,1,1,29,11,5,0,0,,,,,,,,,,,,0,159,4,163,270
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,752,1,22,70,2,3,4,0,0,21,8,5,0,0,,,,,,,,,,,,0,135,6,141,275
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,753,1,37,111,5,4,3,0,2,34,19,6,0,0,,,,,,,,,,,,0,221,13,234,462
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,754,1,11,71,3,1,7,2,0,27,6,1,0,0,,,,,,,,,,,,0,129,2,131,317
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,755,1,37,105,2,2,1,4,7,26,27,6,0,0,,,,,,,,,,,,0,217,9,226,443
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,756,1,20,85,3,2,1,3,3,28,7,0,0,0,,,,,,,,,,,,0,152,0,152,269
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,757,1,50,59,5,3,0,6,0,31,3,2,0,0,,,,,,,,,,,,1,159,8,168,286
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,759,1,49,68,7,2,5,0,0,21,4,11,0,0,,,,,,,,,,,,0,167,8,175,302
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,760,1,27,61,2,2,1,3,6,37,14,8,0,0,,,,,,,,,,,,0,161,5,166,361
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,773,1,54,111,5,0,2,5,1,22,9,5,0,0,,,,,,,,,,,,0,214,5,219,365
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,774,2,115,196,12,2,4,0,1,57,6,6,1,0,,,,,,,,,,,,3,400,6,409,724
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,775,1,76,138,7,0,2,4,1,31,6,7,1,0,,,,,,,,,,,,0,273,8,281,437
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,788,1,67,110,8,1,1,0,5,21,12,5,0,0,,,,,,,,,,,,0,230,4,234,398
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,789,1,52,91,5,2,0,2,2,29,6,4,0,0,,,,,,,,,,,,0,193,10,203,319
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,790,1,34,65,7,1,2,3,0,28,5,5,1,0,,,,,,,,,,,,0,151,5,156,240
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,791,1,69,161,14,1,1,2,0,41,3,2,1,0,,,,,,,,,,,,1,295,4,300,473
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,792,1,83,149,15,1,1,7,2,24,12,2,0,1,,,,,,,,,,,,0,297,10,307,518
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,793,1,75,146,10,2,4,1,3,36,6,3,1,0,,,,,,,,,,,,2,287,13,302,510
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,794,1,105,154,20,1,2,9,6,40,17,5,0,2,,,,,,,,,,,,0,361,14,375,669
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,795,1,56,127,6,0,3,5,3,47,13,5,0,1,,,,,,,,,,,,1,266,7,274,481
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,796,1,62,183,12,1,5,4,4,49,19,6,0,1,,,,,,,,,,,,3,346,20,369,649
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,797,2,148,267,26,4,4,6,4,98,28,8,0,0,,,,,,,,,,,,2,593,23,618,1110
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,798,1,59,124,12,1,3,5,2,27,18,1,1,0,,,,,,,,,,,,0,253,9,262,420
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,799,1,52,107,14,0,4,2,5,21,7,4,1,1,,,,,,,,,,,,2,218,12,232,421
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,800,1,36,65,7,1,1,7,1,23,16,10,1,0,,,,,,,,,,,,0,168,3,171,293
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,801,1,82,180,9,2,3,3,3,43,14,6,0,1,,,,,,,,,,,,2,346,6,354,584
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,802,1,64,129,5,3,0,1,4,29,11,4,2,0,,,,,,,,,,,,0,252,5,257,382
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,803,1,28,74,6,2,1,2,1,17,6,3,0,0,,,,,,,,,,,,0,140,9,149,258
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,820,1,26,111,5,3,5,0,4,46,7,3,0,0,,,,,,,,,,,,1,210,6,217,405
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,821,1,22,148,4,0,3,1,4,31,5,1,0,0,,,,,,,,,,,,0,219,3,222,315
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,822,1,34,94,3,3,1,6,5,21,8,1,1,1,,,,,,,,,,,,0,178,6,184,298
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,824,1,34,119,10,1,1,2,5,29,13,7,0,0,,,,,,,,,,,,1,221,6,228,428
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,825,1,24,111,10,1,4,2,5,35,11,3,0,0,,,,,,,,,,,,1,206,11,218,453
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,826,1,44,128,4,3,5,3,1,38,21,7,1,1,,,,,,,,,,,,1,256,8,265,537
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,827,1,43,113,6,0,9,3,4,43,24,7,2,0,,,,,,,,,,,,0,254,14,268,537
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,828,1,26,103,9,2,6,1,2,34,12,5,1,0,,,,,,,,,,,,0,201,6,207,433
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,829,1,30,77,6,3,7,1,2,37,15,5,1,0,,,,,,,,,,,,0,184,12,196,535
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,830,1,57,148,18,3,3,2,2,42,13,4,0,0,,,,,,,,,,,,0,292,13,305,514
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,831,1,31,63,6,2,3,2,2,53,14,3,0,0,,,,,,,,,,,,0,179,10,189,381
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,832,1,33,141,12,2,2,1,7,63,20,5,0,0,,,,,,,,,,,,0,286,10,296,582
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,835,1,38,126,10,4,7,6,5,58,21,9,0,0,,,,,,,,,,,,0,284,12,296,650
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,836,1,17,59,1,2,1,2,3,24,15,5,1,0,,,,,,,,,,,,0,130,27,157,361
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,837,1,15,54,5,2,1,3,2,30,9,4,0,0,,,,,,,,,,,,0,125,3,128,300
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,838,1,14,34,7,1,3,2,2,15,11,3,0,0,,,,,,,,,,,,0,92,8,100,274
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,839,1,14,66,2,2,4,1,1,27,13,2,0,0,,,,,,,,,,,,0,132,3,135,292
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,840,1,31,99,4,2,2,3,6,30,10,4,0,0,,,,,,,,,,,,0,191,12,203,475
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,841,1,17,59,9,2,1,4,2,22,13,2,0,0,,,,,,,,,,,,0,131,6,137,327
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,842,1,19,58,3,4,0,5,5,29,16,5,0,0,,,,,,,,,,,,0,144,7,151,371
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,843,1,10,60,2,1,2,3,1,32,16,3,0,0,,,,,,,,,,,,0,130,6,136,315
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,844,1,13,80,2,0,5,3,2,31,2,8,0,0,,,,,,,,,,,,0,146,12,158,372
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,845,1,36,96,5,2,5,4,3,33,16,9,1,0,,,,,,,,,,,,0,210,18,228,501
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,847,1,17,63,0,0,1,2,2,31,11,5,0,0,,,,,,,,,,,,0,132,8,140,277
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,848,1,19,72,5,2,8,6,5,23,8,5,1,0,,,,,,,,,,,,1,154,2,157,358
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,891,1,41,168,8,1,3,5,8,48,20,10,3,0,,,,,,,,,,,,0,315,12,327,589
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,892,1,40,198,11,3,4,10,15,59,24,11,0,0,,,,,,,,,,,,0,375,12,387,679
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,893,1,48,180,6,1,2,6,5,48,24,12,0,0,,,,,,,,,,,,0,332,14,346,576
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,894,1,20,151,7,4,3,7,7,43,11,10,0,0,,,,,,,,,,,,0,263,12,275,445
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,895,1,36,180,9,6,6,7,2,59,31,15,0,0,,,,,,,,,,,,1,351,13,365,585
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,915,1,91,296,27,11,5,7,15,125,62,15,0,0,,,,,,,,,,,,0,654,26,680,724
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,916,1,26,135,9,4,4,3,6,56,45,11,0,0,,,,,,,,,,,,0,299,10,309,727
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,917,2,91,207,13,3,8,5,9,83,26,13,1,0,,,,,,,,,,,,0,459,17,476,999
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1206,4,33,198,11,7,6,3,1,103,25,12,1,0,,,,,,,,,,,,0,400,18,418,1416
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1207,1,28,128,5,4,1,5,5,42,28,5,1,0,,,,,,,,,,,,0,252,13,265,696
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1208,1,14,82,3,0,1,2,3,31,13,11,0,1,,,,,,,,,,,,0,161,7,168,348
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1209,1,18,67,6,0,3,1,1,24,16,1,1,0,,,,,,,,,,,,1,138,7,146,320
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1210,17,439,1598,132,46,58,52,69,978,348,114,8,1,,,,,,,,,,,,5,3843,164,4012,11475
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1211,1,14,75,6,0,6,1,1,30,13,7,0,0,,,,,,,,,,,,0,153,6,159,437
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1212,1,15,99,3,2,2,4,1,38,27,2,0,0,,,,,,,,,,,,0,193,5,198,481
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1213,1,7,78,5,1,5,2,4,33,9,0,0,0,,,,,,,,,,,,0,144,3,147,324
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1214,2,88,223,16,7,8,8,13,94,67,16,0,1,,,,,,,,,,,,1,541,28,570,1382
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1215,1,15,44,6,1,2,1,1,38,13,3,1,0,,,,,,,,,,,,0,125,9,134,324
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1216,1,50,93,12,5,4,2,3,66,20,2,2,1,,,,,,,,,,,,1,260,11,272,616
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1222,2,12,228,5,2,13,2,15,50,3,4,1,2,,,,,,,,,,,,0,337,17,354,828
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1223,1,14,123,2,0,4,1,5,69,3,4,0,4,,,,,,,,,,,,0,229,16,245,523
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1224,1,17,87,1,1,2,6,4,31,0,0,1,0,,,,,,,,,,,,0,150,12,162,398
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1225,1,4,38,26,2,1,0,1,21,0,0,0,0,,,,,,,,,,,,0,93,6,99,223
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1226,1,3,53,29,4,0,1,1,5,1,0,0,0,,,,,,,,,,,,0,97,11,108,206
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1227,1,4,73,2,5,3,2,5,21,0,0,0,0,,,,,,,,,,,,1,115,4,120,343
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1228,1,2,55,11,2,2,2,0,14,0,0,0,0,,,,,,,,,,,,0,88,10,98,249
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1229,1,1,23,11,1,0,0,0,3,1,0,0,0,,,,,,,,,,,,0,40,1,41,125
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1230,1,7,85,3,2,4,1,2,28,2,0,0,0,,,,,,,,,,,,0,134,9,143,389
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1231,1,12,95,1,0,3,1,8,44,1,0,0,0,,,,,,,,,,,,0,165,1,166,425
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1232,1,0,86,0,1,0,2,0,5,0,0,0,0,,,,,,,,,,,,0,94,3,97,161
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1234,1,7,43,3,2,2,0,3,13,0,0,0,0,,,,,,,,,,,,0,73,5,78,163
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1235,1,20,216,1,2,7,0,1,31,2,0,0,0,,,,,,,,,,,,0,280,22,302,706
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1236,1,7,107,0,0,1,1,1,7,0,1,0,0,,,,,,,,,,,,0,125,1,126,237
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1237,1,25,88,2,2,7,2,4,10,5,1,1,0,,,,,,,,,,,,0,147,6,153,333
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1238,1,2,47,36,0,0,0,0,7,2,0,0,0,,,,,,,,,,,,0,94,2,96,212
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1239,1,41,147,2,3,4,3,4,55,13,7,6,0,,,,,,,,,,,,0,285,16,301,702
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1240,1,8,81,1,3,0,3,3,22,5,1,0,0,,,,,,,,,,,,0,127,5,132,384
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1241,1,16,174,4,1,2,3,1,35,8,1,0,0,,,,,,,,,,,,0,245,11,256,637
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1242,1,7,98,3,1,3,0,0,14,1,1,0,0,,,,,,,,,,,,0,128,8,136,256
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1243,1,14,61,3,0,2,4,2,2,1,0,0,0,,,,,,,,,,,,0,89,7,96,228
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1255,2,39,254,9,2,12,0,7,56,5,5,1,0,,,,,,,,,,,,0,390,22,412,949
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1256,1,12,51,2,1,2,0,1,8,2,0,0,0,,,,,,,,,,,,0,79,2,81,248
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1257,1,20,116,4,2,2,0,1,32,6,0,3,0,,,,,,,,,,,,0,186,14,200,454
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1258,1,4,67,0,1,2,0,1,18,5,0,0,0,,,,,,,,,,,,0,98,8,106,260
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1259,1,6,48,0,0,2,1,0,20,0,2,0,0,,,,,,,,,,,,0,79,8,87,262
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1260,2,27,161,3,2,8,3,2,71,8,4,0,2,,,,,,,,,,,,0,291,20,311,1139
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1261,4,68,326,11,10,12,6,8,119,45,13,2,0,,,,,,,,,,,,2,620,34,656,2335
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1262,2,30,129,3,5,0,0,1,56,6,2,2,0,,,,,,,,,,,,0,234,11,245,873
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1278,1,21,76,0,1,6,1,1,29,2,9,0,0,,,,,,,,,,,,1,146,7,154,510
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1306,1,16,61,3,1,3,0,8,24,13,1,0,0,,,,,,,,,,,,0,130,7,137,428
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1308,1,32,106,2,8,2,6,4,48,4,4,0,0,,,,,,,,,,,,0,216,34,250,342
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1487,1,1,117,0,0,2,0,1,9,1,2,0,0,,,,,,,,,,,,0,133,0,133,204
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1488,1,8,64,0,1,2,0,1,9,1,0,0,0,,,,,,,,,,,,0,86,2,88,324
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1489,1,0,119,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,119,0,119,141
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1490,1,1,114,0,1,1,0,1,2,0,0,0,0,,,,,,,,,,,,0,120,5,125,199
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1492,1,9,127,1,1,4,0,2,9,0,0,0,0,,,,,,,,,,,,0,153,7,160,296
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1493,1,11,84,1,2,3,1,1,59,1,0,0,0,,,,,,,,,,,,0,163,7,170,360
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1495,1,4,103,2,0,0,0,0,12,23,0,0,0,,,,,,,,,,,,0,144,1,145,329
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1496,1,3,109,1,0,1,1,2,6,5,2,4,0,,,,,,,,,,,,0,134,7,141,261
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1498,1,10,180,0,0,1,0,1,2,0,0,0,0,,,,,,,,,,,,0,194,6,200,365
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1499,1,7,53,0,1,7,0,0,5,0,1,0,0,,,,,,,,,,,,0,74,4,78,134
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1500,1,2,102,0,1,2,1,3,15,1,1,0,0,,,,,,,,,,,,0,128,13,141,447
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1501,1,19,101,3,3,1,1,2,21,6,1,0,0,,,,,,,,,,,,0,158,6,164,320
1,25,SINALOA,13,CULIACAN ROSALES,6,CULIACAN,1503,1,18,133,3,0,6,0,6,26,7,0,0,0,,,,,,,,,,,,0,199,12,211,594
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,762,1,25,58,4,1,1,3,3,40,7,3,0,0,,,,,,,,,,,,0,145,12,157,248
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,763,1,31,56,7,1,0,2,2,36,13,6,0,0,,,,,,,,,,,,0,154,5,159,354
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,764,1,28,122,8,3,2,3,5,39,7,2,0,0,,,,,,,,,,,,1,219,10,230,538
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,765,1,49,98,8,0,0,2,4,30,17,6,0,0,,,,,,,,,,,,0,214,9,223,414
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,766,1,45,61,7,0,1,1,0,25,3,7,0,0,,,,,,,,,,,,0,150,5,155,276
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,767,1,87,140,8,1,1,5,4,42,18,2,1,0,,,,,,,,,,,,0,309,10,319,544
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,768,1,47,64,5,0,1,0,1,13,5,2,0,0,,,,,,,,,,,,0,138,3,141,223
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,769,1,54,59,1,0,4,2,0,7,0,0,2,0,,,,,,,,,,,,0,129,1,130,206
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,770,1,73,88,8,1,1,4,1,28,3,0,1,0,,,,,,,,,,,,0,208,6,214,354
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,771,1,24,118,4,0,1,3,4,51,17,3,1,2,,,,,,,,,,,,0,228,4,232,392
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,772,1,19,96,5,6,2,4,7,93,22,5,0,2,,,,,,,,,,,,0,261,4,265,437
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,776,1,88,126,6,1,3,3,0,34,8,7,0,0,,,,,,,,,,,,0,276,19,295,469
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,777,1,48,137,8,1,2,7,6,66,22,11,0,0,,,,,,,,,,,,3,308,11,322,531
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,778,1,31,115,2,1,0,1,6,62,9,7,0,0,,,,,,,,,,,,0,234,2,236,338
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,779,1,59,79,9,0,0,1,2,11,6,0,1,0,,,,,,,,,,,,0,168,5,173,297
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,780,1,81,76,8,2,0,8,1,21,5,3,0,0,,,,,,,,,,,,0,205,7,212,381
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,781,1,41,80,9,5,1,2,3,26,10,7,0,0,,,,,,,,,,,,0,184,6,190,294
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,782,1,36,65,7,3,3,1,1,26,14,1,0,0,,,,,,,,,,,,1,157,3,161,314
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,783,1,17,34,9,1,0,2,2,18,7,5,0,0,,,,,,,,,,,,0,95,9,104,164
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,784,1,24,65,4,2,3,3,0,16,13,5,0,0,,,,,,,,,,,,3,135,9,147,286
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,786,1,55,118,7,2,1,7,7,41,13,5,0,0,,,,,,,,,,,,0,256,12,268,415
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,787,1,31,82,10,1,0,3,0,20,9,3,0,0,,,,,,,,,,,,0,159,8,167,267
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,804,1,45,55,3,0,1,0,2,20,8,1,1,0,,,,,,,,,,,,0,136,7,143,210
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,805,1,62,92,12,1,2,1,3,22,11,3,0,1,,,,,,,,,,,,0,210,10,220,400
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,806,1,41,112,9,1,2,1,5,19,21,6,0,0,,,,,,,,,,,,0,217,20,237,415
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,807,1,20,86,8,2,1,2,1,28,6,0,0,0,,,,,,,,,,,,0,154,1,155,280
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,808,1,20,46,5,0,1,2,1,28,5,0,0,1,,,,,,,,,,,,1,109,8,118,253
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,810,1,44,70,7,1,1,2,4,35,8,1,0,0,,,,,,,,,,,,0,173,5,178,302
1,25,SINALOA,14,CULIACAN ROSALES,6,CULIACAN,811,1,17,29,0,3,0,0,0,15,3,0,1,0,,,,,,,,,,,,0,68,4,72,122
