CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PRI_PT_PVEM_NVA_ALIANZA,PRI_PT_PVEM,PRI_PT_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PT_PVEM_NVA_ALIANZA,PRI_PT,PRI_PVEM,PRI_NVA_ALIANZA,PT_PVEM,PT_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,387,4,704,609,17,104,230,81,63,110,86,1,0,0,1,0,1,5,1,0,0,0,,,,,,,,3,2013,115,2131,2841
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,388,3,479,361,34,15,215,27,33,80,83,0,0,3,0,0,0,3,2,0,0,1,,,,,,,,0,1336,93,1429,1877
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,389,3,264,305,9,19,183,106,23,41,120,0,0,0,0,0,1,4,1,0,0,0,,,,,,,,0,1076,57,1133,1712
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,390,3,234,309,11,29,198,31,14,34,103,1,0,0,0,0,1,2,1,0,0,0,,,,,,,,0,968,50,1018,2180
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,391,4,483,419,88,42,311,60,50,51,87,0,0,0,0,1,1,3,2,0,0,0,,,,,,,,0,1598,48,1646,2285
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,431,2,197,94,15,9,15,34,25,15,67,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,0,474,23,497,797
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,432,3,209,155,24,19,14,105,21,37,75,0,0,0,1,0,1,1,2,0,0,0,,,,,,,,0,664,23,687,2097
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,433,2,61,54,12,7,6,18,24,14,25,0,0,2,1,0,0,0,0,0,0,0,,,,,,,,0,224,10,234,792
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,434,2,150,103,42,3,13,37,43,26,77,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,1,498,12,511,752
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,435,2,194,161,33,10,14,20,31,31,88,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,0,584,18,602,883
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,436,5,479,427,119,21,59,109,72,59,201,3,0,2,3,0,2,3,8,0,0,1,,,,,,,,0,1568,39,1607,3739
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,437,3,311,306,68,20,23,61,78,53,130,3,1,1,1,0,2,2,8,0,0,0,,,,,,,,0,1068,56,1124,1983
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,438,1,106,123,30,3,6,10,,17,87,1,1,1,0,0,2,1,2,0,0,0,,,,,,,,0,390,29,419,705
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,439,3,325,242,51,9,38,59,78,60,164,2,0,0,3,0,4,0,2,0,0,0,,,,,,,,3,1037,38,1078,1755
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,440,8,1030,812,165,35,72,298,219,155,465,2,3,7,6,0,1,3,12,0,0,1,,,,,,,,5,3286,126,3417,5957
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,441,2,81,83,19,5,5,17,27,13,54,0,0,0,0,0,0,1,2,0,0,0,,,,,,,,0,307,5,312,991
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,442,3,276,273,27,24,18,59,74,16,65,2,0,3,5,0,0,1,5,3,0,0,,,,,,,,2,851,43,896,1909
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,443,3,396,235,23,14,38,148,100,25,27,2,0,1,1,0,0,0,4,0,0,1,,,,,,,,0,1015,40,1055,1798
,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,444,2,121,138,3,18,13,165,67,7,2,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,0,536,35,571,851
