CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND6,PRI_PVEM,CC_PRD_PT_PH_ES,CC_PRD_PT_PH,CC_PRD_PT_ES,CC_PT_PH_ES,CC_PRD_PT,CC_PRD_ES,CC_PRD_NVA_ALIANZA,CC_PT_ES,CC_PAN_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1932,1,111,29,14,6,41,0,2,8,4,5,0,1,0,0,0,0,0,0,0,0,0,0,221,12,233,651
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1933,1,33,16,7,1,12,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,79,1,80,309
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1934,2,50,184,49,4,92,10,3,5,4,17,0,1,0,2,0,0,0,0,0,0,0,0,421,13,434,1015
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1935,2,44,236,32,3,163,81,4,9,1,4,0,3,0,0,0,0,0,0,0,0,0,1,580,16,597,951
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1936,2,75,198,61,7,67,29,6,19,6,3,0,2,0,1,0,0,0,0,0,0,0,0,474,25,499,1040
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1937,1,68,119,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,298,13,311,528
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1938,3,108,206,97,13,147,18,7,13,5,11,0,99,0,55,0,0,0,0,0,0,0,0,779,39,818,1223
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2339,2,64,336,139,9,9,5,34,10,2,2,0,2,0,3,0,0,0,0,0,0,0,1,615,20,636,1164
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2340,2,85,344,227,9,7,6,69,17,3,0,0,9,0,2,0,0,0,0,0,0,0,0,778,37,815,1400
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2341,2,255,79,97,109,18,3,168,48,6,3,0,2,0,3,0,0,0,0,0,0,0,0,791,87,878,1374
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2342,2,106,25,19,29,6,1,45,4,0,1,0,1,0,5,0,0,0,0,0,0,0,0,242,22,264,848
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2343,2,218,109,142,39,21,4,88,31,9,2,0,1,0,3,0,0,0,0,0,0,0,0,667,53,720,1175
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2344,2,46,80,35,7,1,0,23,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,206,14,220,624
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2345,2,22,93,40,4,4,0,16,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,188,5,193,431
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2346,1,25,54,32,0,2,0,14,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,132,5,137,417
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2347,1,12,54,161,1,1,1,2,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,241,7,248,490
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2348,2,27,73,339,0,2,2,9,18,1,2,0,31,0,0,0,0,0,0,0,0,0,0,504,1,505,932
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2349,2,28,54,193,6,0,0,13,65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,362,14,376,783
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2350,3,131,545,184,4,4,0,55,6,1,0,0,5,0,4,0,0,0,0,0,0,0,0,939,51,990,1939
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2351,1,31,77,42,1,4,0,41,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,200,11,211,362
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2352,2,43,178,86,3,7,3,62,3,2,0,0,1,0,2,0,0,0,0,0,0,0,0,390,7,397,866
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2353,2,79,113,172,7,4,1,11,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,397,19,416,704
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2354,2,77,152,84,7,10,3,40,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,382,20,402,830
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2355,2,17,105,78,8,7,0,38,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,258,13,271,512
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2356,2,19,54,48,5,5,0,32,1,1,1,0,3,0,2,0,0,0,0,0,0,0,0,171,13,184,484
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2436,3,167,142,43,45,29,65,28,52,23,14,0,2,0,0,0,0,0,0,0,0,0,0,610,33,643,1648
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2437,2,137,84,27,45,21,46,19,24,6,14,0,1,0,0,0,0,0,0,0,0,0,0,424,14,438,886
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2438,4,307,184,98,65,53,60,33,136,16,30,0,3,0,0,0,0,0,0,0,0,0,3,985,58,1046,2345
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2439,3,116,158,35,36,31,47,11,34,15,12,0,2,0,0,0,0,0,0,0,0,0,0,497,31,528,1029
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2440,2,122,124,31,85,36,24,11,34,13,15,0,2,0,0,0,0,0,0,0,0,0,0,497,30,527,1098
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2441,4,150,157,147,69,62,57,23,50,15,27,0,6,0,0,0,1,0,0,0,0,0,0,764,42,806,2418
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2442,4,115,232,98,87,39,41,22,58,15,25,0,3,0,0,0,0,0,0,0,0,0,4,735,38,777,2320
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2443,3,169,153,122,112,39,62,32,78,20,20,0,9,0,0,0,0,0,0,0,0,0,1,816,50,867,2109
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2444,2,53,103,100,24,28,22,12,7,4,3,0,3,0,0,0,0,0,0,0,0,0,0,359,24,383,1147
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2445,5,306,221,201,113,42,103,24,91,23,43,0,4,0,0,0,0,0,0,0,0,0,4,1171,55,1230,3102
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2446,2,190,102,42,49,14,27,7,41,18,32,0,0,0,0,0,3,0,0,0,0,0,1,525,21,547,972
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2447,4,311,278,93,92,51,109,20,79,21,32,0,11,0,0,0,0,0,0,0,0,0,3,1097,60,1160,2613
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2448,4,137,280,108,99,79,68,36,26,17,14,0,24,0,0,0,1,0,0,0,0,0,1,889,47,937,2984
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2449,4,121,266,69,142,54,46,7,25,8,22,0,11,0,0,0,0,0,0,0,0,0,0,771,48,819,2308
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2450,3,132,154,79,54,26,64,34,52,16,9,0,10,0,0,0,0,0,0,0,0,0,4,630,39,673,1871
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2451,5,282,322,138,153,64,111,49,131,26,40,0,9,0,0,0,0,0,0,0,0,0,2,1325,57,1384,3062
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2452,2,275,91,131,24,18,55,11,48,20,10,0,0,0,0,0,1,0,0,0,0,0,3,684,28,715,1218
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2453,3,187,158,62,62,21,42,15,39,14,21,0,7,0,0,0,0,0,0,0,0,0,0,628,37,665,1666
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2454,3,121,188,90,78,46,50,19,36,18,13,0,3,0,0,0,0,0,0,0,0,0,0,662,42,704,2014
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2455,2,81,72,39,30,33,13,2,15,6,8,0,2,0,0,0,0,0,0,0,0,0,1,301,17,319,880
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2456,2,114,87,34,58,26,23,13,26,4,8,0,1,0,0,0,0,0,0,0,0,0,0,394,21,415,1020
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2457,2,125,129,31,59,30,27,5,29,9,12,0,2,0,0,0,1,0,0,0,0,0,0,459,19,478,1129
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2458,2,123,80,28,52,26,22,7,21,7,17,0,3,0,0,0,0,0,0,0,0,0,4,386,21,411,1037
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2459,2,168,110,65,37,21,18,12,38,11,14,0,0,0,0,0,1,0,0,0,0,0,1,495,38,534,1206
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2460,2,197,123,37,64,30,59,20,42,7,22,0,5,0,0,0,1,0,0,0,0,0,1,607,25,633,1228
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2461,1,103,79,24,26,9,12,3,13,10,4,0,1,0,0,0,0,0,0,0,0,0,0,284,17,301,531
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2462,9,488,435,285,265,89,143,69,246,59,91,0,13,0,0,0,3,0,0,0,0,0,1,2186,152,2339,5810
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2463,2,132,119,54,43,19,26,15,26,6,15,0,5,0,0,0,0,0,0,0,0,0,2,460,15,477,1014
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2464,1,115,46,24,35,12,18,9,25,4,7,0,0,0,0,0,0,0,0,0,0,0,0,295,16,311,606
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2465,1,60,34,21,38,12,23,6,25,4,8,0,1,0,0,0,0,0,0,0,0,0,0,232,17,249,630
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2466,2,101,78,43,65,12,30,12,29,11,9,0,1,0,0,0,0,0,0,0,0,0,1,391,25,417,905
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2467,2,83,86,39,53,24,21,13,13,6,0,0,3,0,0,0,0,0,0,0,0,0,0,341,16,357,963
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2468,2,87,136,32,47,30,18,11,24,9,14,0,8,0,0,0,1,0,0,0,0,0,2,417,30,449,1044
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2469,2,75,94,36,84,28,22,13,49,7,12,0,4,0,0,0,1,0,0,0,0,0,0,425,30,455,1151
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2470,3,149,224,148,86,61,39,25,36,22,12,0,13,0,0,0,1,0,0,0,0,0,0,816,35,851,2209
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2471,2,190,97,45,57,25,29,19,55,2,23,0,5,0,0,0,1,0,0,0,0,0,2,548,44,594,1151
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2472,2,136,100,52,237,22,36,21,41,20,27,0,1,0,0,0,1,0,0,0,0,0,1,694,36,731,1424
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2473,1,70,56,23,35,9,10,16,26,7,4,0,3,0,0,0,0,0,0,0,0,0,0,259,9,268,543
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2474,1,189,51,45,24,5,15,4,23,4,9,0,1,0,0,0,0,0,0,0,0,0,1,370,19,390,608
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2475,1,99,55,35,24,11,16,9,23,14,6,0,0,0,0,0,0,0,0,0,0,0,2,292,23,317,606
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2476,10,667,560,321,173,119,189,62,240,57,82,0,18,0,0,0,1,0,0,0,0,0,8,2489,119,2616,6412
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2477,2,51,93,49,64,14,25,8,25,5,13,0,1,0,0,0,0,0,0,0,0,0,1,348,31,380,1281
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2478,2,119,141,85,67,24,48,29,48,12,24,0,4,0,0,0,3,0,0,0,0,0,2,604,35,641,1423
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2479,1,73,52,46,23,14,17,5,7,66,9,0,0,0,0,0,0,0,0,0,0,0,0,312,12,324,515
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2480,2,206,123,94,39,19,46,14,59,17,21,0,1,0,0,0,0,0,0,0,0,0,3,639,43,685,681
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2481,1,107,37,27,17,3,4,6,19,3,3,0,0,0,0,0,0,0,0,0,0,0,1,226,10,237,401
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2482,1,120,50,29,18,9,40,12,13,5,9,0,0,0,0,0,0,0,0,0,0,0,0,305,15,320,538
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2483,1,57,64,22,26,10,5,8,11,4,10,0,0,0,0,0,0,0,0,0,0,0,0,217,10,227,398
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2484,1,47,61,24,24,7,8,8,15,1,5,0,0,0,0,0,1,0,0,0,0,0,2,201,22,225,416
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2485,2,140,96,43,55,17,16,16,40,12,12,0,1,0,0,0,0,0,0,0,0,0,0,448,33,481,955
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2486,2,102,79,44,38,9,18,11,35,6,11,0,3,0,0,0,0,0,0,0,0,0,2,356,17,375,831
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2487,2,123,124,56,34,19,35,14,65,17,11,0,0,0,0,0,0,0,0,0,0,0,2,498,19,519,1089
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2488,2,96,128,28,32,18,13,16,27,3,10,0,2,0,0,0,0,0,0,0,0,0,0,373,17,390,865
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2489,3,144,154,92,67,31,42,12,63,14,22,0,3,0,0,0,0,0,0,0,0,0,0,644,53,697,1613
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2490,2,176,103,52,35,23,33,12,76,11,15,0,0,0,0,0,0,0,0,0,0,0,4,536,24,564,1195
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2491,2,241,101,72,39,14,31,10,59,12,27,0,1,0,0,0,0,0,0,0,0,0,3,607,34,644,1069
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2492,2,200,83,48,31,18,19,10,40,14,12,0,2,0,0,0,0,0,0,0,0,0,2,477,30,509,890
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2493,2,240,117,78,33,9,13,5,52,12,15,0,1,0,0,0,0,0,0,0,0,0,3,575,26,604,956
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2494,2,135,66,41,39,15,17,8,23,17,5,0,3,0,0,0,0,0,0,0,0,0,1,369,14,384,768
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2495,3,437,175,134,112,21,20,23,71,22,42,0,1,0,0,0,0,0,0,0,0,0,8,1058,53,1119,1815
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2496,2,236,123,66,13,12,22,7,44,9,11,0,2,0,0,0,0,0,0,0,0,0,0,545,25,570,858
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2497,2,226,152,93,39,18,33,21,86,13,18,0,4,0,0,0,0,0,0,0,0,0,2,703,45,750,1395
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2498,2,213,133,67,52,39,37,12,60,12,24,0,5,0,0,0,0,0,0,0,0,0,1,654,52,707,1333
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2499,2,189,115,69,50,30,36,10,34,21,12,0,7,0,0,0,1,0,0,0,0,0,1,574,40,615,1171
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2500,2,237,85,95,51,25,61,8,64,15,16,0,4,0,0,0,1,0,0,0,0,0,3,662,54,719,1247
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2501,2,68,122,117,58,25,27,7,46,11,9,0,3,0,0,0,0,0,0,0,0,0,0,493,29,522,1480
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2502,2,191,117,65,47,14,26,18,71,17,22,0,0,0,0,0,0,0,0,0,0,0,0,588,2,590,1262
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2503,2,155,123,53,66,28,43,13,33,12,14,0,8,0,0,0,0,0,0,0,0,0,2,548,18,568,1171
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2504,2,133,98,43,32,22,36,14,32,14,12,0,2,0,0,0,0,0,0,0,0,0,0,438,19,457,888
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2505,2,97,83,24,51,22,31,7,27,20,11,0,1,0,0,0,0,0,0,0,0,0,1,374,18,393,819
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2506,2,195,127,71,37,24,30,21,85,11,18,0,3,0,0,0,0,0,0,0,0,0,0,622,45,667,1223
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2507,2,119,96,68,91,22,28,10,6,6,9,0,2,0,0,0,0,0,0,0,0,0,0,457,1,458,1390
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2508,2,93,56,54,27,9,6,4,56,1,2,0,55,0,0,0,34,0,0,0,0,0,0,397,18,415,1217
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2509,3,45,100,37,81,22,9,14,16,1,0,0,9,0,0,0,0,0,0,0,0,0,1,334,21,356,1065
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2510,5,162,250,175,67,48,26,24,39,30,17,0,15,0,0,0,0,0,0,0,0,0,1,853,27,881,3097
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2511,2,67,86,67,19,15,3,3,9,1,6,0,2,0,0,0,0,0,0,0,0,0,0,278,22,300,779
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2512,1,22,45,20,23,19,1,8,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,145,7,153,495
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2513,2,41,100,72,57,8,4,15,4,3,2,0,4,0,0,0,0,0,0,0,0,0,0,310,22,332,941
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2514,2,68,175,118,50,27,12,29,16,3,5,0,1,0,0,0,0,0,0,0,0,0,0,504,21,525,1294
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2515,2,47,212,124,48,26,6,10,15,3,2,0,5,0,0,0,0,0,0,0,0,0,0,498,15,513,1204
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2516,1,33,73,93,32,11,2,2,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,258,11,269,592
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2517,1,50,43,8,14,7,8,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,142,9,151,553
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2518,1,54,48,11,12,15,5,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,155,14,169,536
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2519,3,82,170,33,55,37,43,12,42,8,27,0,9,0,0,0,1,0,0,0,0,0,0,519,25,544,1636
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2520,3,124,225,86,36,41,38,18,83,8,11,0,13,0,0,0,0,0,0,0,0,0,0,683,21,704,1964
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2521,3,130,103,192,28,24,22,5,39,2,6,0,1,0,0,0,0,0,0,0,0,0,0,552,18,570,1581
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2522,3,139,162,102,39,57,19,15,31,20,7,0,5,0,0,0,0,0,0,0,0,0,1,596,33,630,1564
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2523,2,24,118,97,22,15,3,5,97,1,2,0,2,0,0,0,0,0,0,0,0,0,0,386,12,398,943
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2524,2,100,82,33,50,13,9,7,38,5,4,0,1,0,0,0,0,0,0,0,0,0,0,342,10,352,867
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2525,3,95,128,65,106,26,17,9,24,7,6,0,1,0,0,0,0,0,0,0,0,0,1,484,12,497,1470
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2526,1,107,88,29,19,5,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,257,11,268,731
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2527,1,8,160,0,35,5,0,2,7,2,1,0,7,0,0,0,0,0,0,0,0,0,0,227,13,240,725
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2528,5,298,359,147,103,53,80,40,102,20,39,0,14,0,0,0,0,0,0,0,0,0,2,1255,57,1314,3176
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2529,12,489,659,264,233,141,360,79,155,52,63,0,59,0,0,0,0,0,0,0,0,0,3,2554,121,2678,8352
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2530,2,39,68,124,13,15,9,5,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,283,23,306,902
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2676,1,14,85,52,7,20,1,4,17,1,8,0,1,0,0,0,0,0,0,0,0,0,0,210,7,217,461
5,16,MICHOACAN,7,ZACAPU,16,COENEO,257,1,228,29,129,8,2,4,2,7,0,2,0,1,0,0,1,0,0,0,0,0,0,2,413,39,454,742
5,16,MICHOACAN,7,ZACAPU,16,COENEO,258,2,165,76,178,19,4,3,3,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,463,16,479,789
5,16,MICHOACAN,7,ZACAPU,16,COENEO,259,2,277,160,165,30,15,5,6,17,0,4,0,2,0,0,4,0,0,0,0,0,0,1,685,30,716,1216
5,16,MICHOACAN,7,ZACAPU,16,COENEO,260,2,101,52,92,22,2,5,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,287,21,308,1002
5,16,MICHOACAN,7,ZACAPU,16,COENEO,261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
5,16,MICHOACAN,7,ZACAPU,16,COENEO,262,2,59,137,225,69,9,1,4,28,0,3,0,3,0,0,0,0,0,0,0,0,0,0,538,26,564,1153
5,16,MICHOACAN,7,ZACAPU,16,COENEO,263,1,34,141,109,51,5,2,4,41,0,5,0,0,0,0,0,0,0,0,0,0,0,0,392,54,446,659
5,16,MICHOACAN,7,ZACAPU,16,COENEO,264,1,33,124,94,39,6,6,4,37,0,2,0,2,0,0,3,0,0,0,0,0,0,0,350,39,389,575
5,16,MICHOACAN,7,ZACAPU,16,COENEO,265,2,101,56,81,10,5,0,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,264,17,281,487
5,16,MICHOACAN,7,ZACAPU,16,COENEO,266,1,47,17,36,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,111,189
5,16,MICHOACAN,7,ZACAPU,16,COENEO,267,2,172,81,258,11,8,1,3,10,0,2,0,0,0,0,4,0,0,0,0,0,0,0,550,53,603,983
5,16,MICHOACAN,7,ZACAPU,16,COENEO,268,1,59,62,57,6,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,11,206,358
5,16,MICHOACAN,7,ZACAPU,16,COENEO,269,1,69,78,37,6,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,199,401
5,16,MICHOACAN,7,ZACAPU,16,COENEO,270,1,44,35,133,11,4,4,1,42,0,1,0,0,0,0,2,0,0,0,0,0,0,0,277,0,277,594
5,16,MICHOACAN,7,ZACAPU,16,COENEO,271,1,122,103,93,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,19,353,601
5,16,MICHOACAN,7,ZACAPU,16,COENEO,272,1,58,80,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,2,226,405
5,16,MICHOACAN,7,ZACAPU,16,COENEO,273,2,57,24,135,18,3,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,242,9,251,449
5,16,MICHOACAN,7,ZACAPU,16,COENEO,274,1,83,45,40,4,3,3,0,10,0,1,0,0,0,0,2,0,0,0,0,0,0,1,191,8,200,397
5,16,MICHOACAN,7,ZACAPU,16,COENEO,275,1,112,40,41,7,7,1,3,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,219,13,232,496
5,16,MICHOACAN,7,ZACAPU,16,COENEO,276,1,51,21,34,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,3,117,263
5,16,MICHOACAN,7,ZACAPU,16,COENEO,277,2,84,91,134,9,8,10,13,15,0,2,0,0,0,0,2,0,0,0,0,0,0,0,368,17,385,765
5,16,MICHOACAN,7,ZACAPU,16,COENEO,278,2,92,174,359,106,1,4,2,15,0,2,0,0,0,0,5,0,0,0,0,0,0,0,760,11,771,1209
5,16,MICHOACAN,7,ZACAPU,16,COENEO,279,1,55,62,212,61,3,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,404,15,420,703
5,16,MICHOACAN,7,ZACAPU,16,COENEO,280,2,41,125,237,15,10,6,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,47,503,848
5,16,MICHOACAN,7,ZACAPU,16,COENEO,281,1,134,7,64,36,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,246,503
5,16,MICHOACAN,7,ZACAPU,16,COENEO,282,2,105,13,238,31,1,2,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,400,16,417,800
5,16,MICHOACAN,7,ZACAPU,16,COENEO,283,1,27,38,34,5,0,2,3,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128,16,144,225
5,16,MICHOACAN,7,ZACAPU,16,COENEO,284,2,91,38,156,55,3,0,3,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,356,15,371,710
5,16,MICHOACAN,7,ZACAPU,16,COENEO,285,1,50,50,115,25,0,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,249,21,270,526
5,16,MICHOACAN,7,ZACAPU,24,CHERÁN,378,2,14,253,191,23,9,6,48,33,0,13,0,5,0,0,5,0,0,0,0,0,0,0,600,31,631,1107
5,16,MICHOACAN,7,ZACAPU,24,CHERÁN,379,2,6,216,213,3,14,1,14,22,0,10,0,4,0,0,3,0,0,0,0,0,0,0,506,9,515,887
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,590,1,68,69,129,8,17,5,27,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,341,39,380,578
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,591,1,37,74,142,11,17,7,14,18,0,3,0,0,0,0,4,0,0,0,0,0,0,0,327,37,364,575
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,592,2,111,128,319,23,28,11,18,49,0,7,0,1,0,0,1,0,0,0,0,0,0,1,696,101,798,1257
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,593,2,83,112,207,4,16,4,19,37,0,5,0,2,0,0,1,0,0,0,0,0,0,0,490,74,564,963
