CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,220,C,2,0,C02,130,17,14,12,2,4,5,59,5,7,2,2,,2,2,0,2,3,0,0,0,,,,,,,,,,,,67,19,15,,,,,,,,,,,,,,,,,,,,369,1,8,378,549,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,220,C,1,0,C01,117,7,12,8,4,5,9,71,5,9,4,7,,1,2,0,0,0,0,2,0,,,,,,,,,,,,42,16,12,,,,,,,,,,,,,,,,,,,,333,1,9,343,549,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,220,E,1,0,E01,105,7,22,18,11,14,15,114,3,19,3,3,,8,2,0,4,0,1,1,0,,,,,,,,,,,,63,7,23,,,,,,,,,,,,,,,,,,,,443,0,19,462,743,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,220,E,1,4,E01C04,81,12,21,15,13,11,10,127,16,21,9,3,,8,0,0,3,0,1,2,0,,,,,,,,,,,,41,6,21,,,,,,,,,,,,,,,,,,,,421,0,11,432,742,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,220,E,1,3,E01C03,80,13,24,16,0,14,9,107,12,30,10,1,,2,2,2,3,2,1,0,0,,,,,,,,,,,,47,29,39,,,,,,,,,,,,,,,,,,,,443,0,17,460,742,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,220,E,1,2,E01C02,77,15,26,8,15,3,9,125,18,16,3,2,,7,0,0,5,2,1,1,0,,,,,,,,,,,,50,5,23,,,,,,,,,,,,,,,,,,,,411,0,10,421,742,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,220,E,1,5,E01C05,93,12,23,19,9,10,9,113,14,20,6,1,,2,1,0,5,1,1,1,0,,,,,,,,,,,,50,10,37,,,,,,,,,,,,,,,,,,,,437,0,18,455,742,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,220,E,1,1,E01C01,57,7,30,15,8,13,14,118,11,33,8,2,,7,0,0,2,5,0,0,3,,,,,,,,,,,,51,6,0,,,,,,,,,,,,,,,,,,,,390,0,24,414,742,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,221,B,1,0,B,72,14,13,12,10,9,5,100,7,15,3,2,,8,0,0,4,0,0,1,1,,,,,,,,,,,,33,4,31,,,,,,,,,,,,,,,,,,,,344,0,22,366,562,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,221,C,2,0,C02,49,8,10,8,7,10,8,110,15,17,4,1,,3,1,0,2,2,0,0,0,,,,,,,,,,,,42,5,35,,,,,,,,,,,,,,,,,,,,337,0,3,340,562,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,221,C,1,0,C01,51,13,13,13,7,10,6,107,8,18,0,2,,10,0,0,4,1,0,0,1,,,,,,,,,,,,38,3,35,,,,,,,,,,,,,,,,,,,,340,0,20,360,562,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,222,B,1,0,B,59,13,15,22,12,12,9,100,11,15,3,1,,5,0,0,3,6,0,0,0,,,,,,,,,,,,43,9,42,,,,,,,,,,,,,,,,,,,,380,0,18,398,637,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,222,C,2,0,C02,66,8,9,5,17,4,12,108,16,13,4,1,,3,1,6,0,1,2,0,0,,,,,,,,,,,,47,5,34,,,,,,,,,,,,,,,,,,,,362,0,13,375,636,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,222,C,1,0,C01,53,14,17,19,12,5,12,114,23,13,5,2,,2,0,1,0,0,0,1,0,,,,,,,,,,,,52,3,38,,,,,,,,,,,,,,,,,,,,386,0,16,402,636,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,222,E,1,4,E01C04,66,11,16,18,12,16,7,115,11,13,4,6,,10,1,0,2,1,0,0,1,,,,,,,,,,,,23,7,19,,,,,,,,,,,,,,,,,,,,359,0,22,381,663,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,222,E,1,3,E01C03,75,10,11,21,9,14,8,113,9,5,2,0,,5,0,0,8,3,0,0,0,,,,,,,,,,,,45,6,28,,,,,,,,,,,,,,,,,,,,372,0,18,390,663,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,222,E,1,6,E01C06,61,11,19,21,14,12,9,116,3,12,7,2,,1,0,1,3,4,2,1,0,,,,,,,,,,,,45,7,29,,,,,,,,,,,,,,,,,,,,380,0,10,390,663,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,222,E,1,1,E01C01,33,11,29,14,39,16,9,42,42,113,8,2,,30,0,0,0,0,0,3,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,391,0,0,391,664,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,222,E,1,0,E01,68,13,21,16,11,10,5,117,19,7,4,4,,6,0,0,4,2,0,1,0,,,,,,,,,,,,34,9,20,,,,,,,,,,,,,,,,,,,,371,0,22,393,664,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,222,E,1,5,E01C05,63,18,18,22,19,13,10,103,18,11,3,1,,3,1,1,3,1,2,3,0,,,,,,,,,,,,28,2,26,,,,,,,,,,,,,,,,,,,,369,6,18,393,663,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,222,E,1,2,E01C02,63,13,21,19,8,16,13,99,6,14,3,2,,8,0,0,5,3,0,0,0,,,,,,,,,,,,31,8,23,,,,,,,,,,,,,,,,,,,,355,0,12,367,664,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,223,B,1,0,B,65,17,17,15,10,7,11,85,29,16,0,2,,5,1,1,0,2,1,2,1,,,,,,,,,,,,53,2,24,,,,,,,,,,,,,,,,,,,,366,0,12,378,569,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,223,C,1,0,C01,62,14,20,15,9,8,9,87,35,17,0,2,,7,1,0,0,1,0,0,0,,,,,,,,,,,,51,3,21,,,,,,,,,,,,,,,,,,,,362,0,15,377,569,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,224,B,1,0,B,83,14,23,15,17,12,12,113,12,14,7,2,,3,1,0,2,2,0,2,0,,,,,,,,,,,,49,3,35,,,,,,,,,,,,,,,,,,,,421,0,12,433,709,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,224,C,1,0,C01,82,8,17,16,11,13,21,101,22,20,5,2,,9,0,0,8,3,0,0,0,,,,,,,,,,,,50,3,34,,,,,,,,,,,,,,,,,,,,425,0,22,447,709,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,225,B,1,0,B,68,18,12,17,12,8,6,82,18,21,3,1,,9,0,0,1,0,0,2,0,,,,,,,,,,,,55,3,32,,,,,,,,,,,,,,,,,,,,368,0,22,390,586,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,225,C,1,0,C01,51,14,23,9,10,11,4,88,16,6,4,1,,6,1,1,1,2,0,0,0,,,,,,,,,,,,76,6,38,,,,,,,,,,,,,,,,,,,,368,1,13,382,586,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,226,B,1,0,B,61,8,18,16,11,9,3,92,14,15,0,0,,5,0,0,1,2,0,3,1,,,,,,,,,,,,50,7,35,,,,,,,,,,,,,,,,,,,,351,0,18,369,570,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,226,C,1,0,C01,60,11,25,13,8,8,12,85,9,19,2,1,,2,1,0,8,1,0,0,0,,,,,,,,,,,,50,7,41,,,,,,,,,,,,,,,,,,,,363,0,13,376,569,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,227,B,1,0,B,70,15,15,20,14,9,6,121,15,14,5,5,,5,0,0,5,1,1,1,1,,,,,,,,,,,,58,0,39,,,,,,,,,,,,,,,,,,,,420,1,11,432,673,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,227,C,2,0,C02,79,9,27,15,10,9,6,112,16,12,2,2,,3,0,0,1,0,0,1,1,,,,,,,,,,,,63,7,41,,,,,,,,,,,,,,,,,,,,416,0,16,432,672,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,227,C,1,0,C01,85,11,22,13,10,9,10,89,12,19,0,0,,10,0,0,0,0,0,0,0,,,,,,,,,,,,58,0,0,,,,,,,,,,,,,,,,,,,,348,5,20,373,672,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,228,B,1,0,B,113,13,13,11,2,5,8,48,6,2,3,1,,5,0,0,1,0,0,0,0,,,,,,,,,,,,50,8,12,,,,,,,,,,,,,,,,,,,,301,0,6,307,438,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,228,C,1,0,C01,118,14,14,8,5,3,7,23,7,6,9,0,,0,2,0,0,0,0,0,0,,,,,,,,,,,,50,14,8,,,,,,,,,,,,,,,,,,,,288,0,10,298,437,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,229,B,1,0,B,76,9,29,12,5,5,5,57,7,10,4,0,,3,0,0,3,0,0,0,0,,,,,,,,,,,,50,9,11,,,,,,,,,,,,,,,,,,,,295,1,14,310,443,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,229,C,1,0,C01,76,9,18,17,3,8,7,67,9,10,2,1,,7,0,0,0,1,1,2,0,,,,,,,,,,,,56,5,11,,,,,,,,,,,,,,,,,,,,310,0,14,324,443,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,230,B,1,0,B,121,13,14,12,9,8,5,86,12,10,2,3,,4,0,1,1,1,1,2,0,,,,,,,,,,,,59,15,18,,,,,,,,,,,,,,,,,,,,397,0,19,416,581,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,230,C,1,0,C01,136,13,16,14,9,6,8,96,8,10,4,1,,3,0,0,2,0,0,1,0,,,,,,,,,,,,67,16,17,,,,,,,,,,,,,,,,,,,,427,0,8,435,581,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,230,C,2,0,C02,116,21,9,13,20,6,12,80,5,13,9,5,,2,0,0,1,0,0,0,1,,,,,,,,,,,,74,10,10,,,,,,,,,,,,,,,,,,,,407,0,13,420,580,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,231,B,1,0,B,84,14,17,12,11,8,6,63,9,11,5,3,,3,1,0,4,0,0,1,0,,,,,,,,,,,,52,4,22,,,,,,,,,,,,,,,,,,,,330,0,7,337,452,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,231,C,1,0,C01,89,18,8,14,5,11,6,52,6,5,1,1,,10,0,0,0,2,0,2,0,,,,,,,,,,,,57,4,22,,,,,,,,,,,,,,,,,,,,313,0,7,320,452,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,232,B,1,0,B,88,23,14,7,8,12,8,116,14,9,9,2,,5,2,0,1,4,0,1,0,,,,,,,,,,,,56,9,22,,,,,,,,,,,,,,,,,,,,410,0,11,421,593,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,232,C,2,0,C02,79,16,18,12,13,9,15,103,8,16,2,2,,4,2,0,5,1,0,1,0,,,,,,,,,,,,67,8,20,,,,,,,,,,,,,,,,,,,,401,2,13,416,592,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,232,C,1,0,C01,104,19,14,25,10,7,14,131,14,6,4,3,,5,1,0,1,0,0,0,0,,,,,,,,,,,,56,11,24,,,,,,,,,,,,,,,,,,,,449,0,11,460,593,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,233,B,1,0,B,66,20,20,15,16,7,10,87,10,7,4,0,,2,1,1,0,1,0,1,0,,,,,,,,,,,,58,7,16,,,,,,,,,,,,,,,,,,,,349,1,9,359,481,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,233,C,1,0,C01,99,12,18,10,3,2,9,66,6,17,2,1,,4,3,0,0,0,0,1,2,,,,,,,,,,,,55,18,18,,,,,,,,,,,,,,,,,,,,346,0,10,356,481,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,234,B,1,0,B,109,31,15,6,6,4,9,68,6,4,1,2,,2,0,0,0,0,0,0,0,,,,,,,,,,,,52,14,14,,,,,,,,,,,,,,,,,,,,343,1,9,353,493,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,234,C,1,0,C01,94,17,12,8,7,3,5,99,10,7,5,3,,4,2,0,0,2,0,0,0,,,,,,,,,,,,42,13,14,,,,,,,,,,,,,,,,,,,,347,0,9,356,492,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,235,B,1,0,B,62,2,37,37,49,62,5,49,49,37,1,62,,49,49,49,49,37,37,37,37,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,798,0,6,804,324,Acta casilla,Anulada,TEEM/RIN/325/2018-3,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,236,B,1,0,B,126,11,11,10,7,6,18,63,16,8,1,2,,2,2,0,0,2,0,0,0,,,,,,,,,,,,55,15,19,,,,,,,,,,,,,,,,,,,,374,0,21,395,558,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,237,B,1,0,B,91,18,13,10,8,3,3,70,8,12,5,1,,4,0,0,2,0,0,2,0,,,,,,,,,,,,38,14,13,,,,,,,,,,,,,,,,,,,,315,0,7,322,490,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,237,C,1,0,C01,104,17,11,6,7,4,4,55,7,3,9,2,,3,1,1,1,1,0,0,0,,,,,,,,,,,,50,14,14,,,,,,,,,,,,,,,,,,,,314,0,15,329,489,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,245,B,1,0,B,97,4,9,7,3,7,9,47,9,8,5,2,,1,0,0,0,2,0,2,0,,,,,,,,,,,,49,10,7,,,,,,,,,,,,,,,,,,,,278,1,8,287,435,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,245,C,1,0,C01,88,16,11,10,7,5,9,57,4,8,2,2,,0,0,0,3,0,0,0,1,,,,,,,,,,,,45,4,11,,,,,,,,,,,,,,,,,,,,283,0,9,292,435,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,246,B,1,0,B,88,27,20,22,10,11,6,76,12,12,3,2,,4,0,0,0,2,0,4,0,,,,,,,,,,,,60,4,28,,,,,,,,,,,,,,,,,,,,391,0,13,404,603,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,246,C,1,0,C01,80,18,12,12,5,13,7,97,15,22,5,2,,7,2,0,0,1,2,0,0,,,,,,,,,,,,72,3,22,,,,,,,,,,,,,,,,,,,,397,0,11,408,603,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,247,B,1,0,B,100,23,13,12,8,10,9,94,9,20,3,2,,4,0,0,1,2,0,1,0,,,,,,,,,,,,61,6,6,,,,,,,,,,,,,,,,,,,,384,0,16,400,599,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,247,C,1,0,C01,84,16,31,17,17,8,11,92,14,18,1,4,,0,1,0,3,10,1,0,0,,,,,,,,,,,,50,14,15,,,,,,,,,,,,,,,,,,,,407,0,7,414,598,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,248,B,1,0,B,172,40,14,11,6,13,6,100,6,8,4,4,,3,1,0,4,0,0,3,0,,,,,,,,,,,,85,13,20,,,,,,,,,,,,,,,,,,,,513,0,13,526,739,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,248,C,1,0,C01,153,41,27,16,9,15,12,90,4,2,3,4,,6,0,0,1,3,1,1,0,,,,,,,,,,,,80,18,21,,,,,,,,,,,,,,,,,,,,507,0,10,517,738,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,249,B,1,0,B,103,19,7,9,13,7,12,58,9,7,1,2,,6,0,1,0,0,0,1,0,,,,,,,,,,,,75,7,19,,,,,,,,,,,,,,,,,,,,356,1,13,370,493,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,250,B,1,0,B,156,20,6,9,8,4,18,72,4,9,7,1,,3,1,0,1,1,0,0,0,,,,,,,,,,,,55,13,11,,,,,,,,,,,,,,,,,,,,399,0,8,407,569,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,250,C,1,0,C01,161,15,19,6,4,7,17,61,7,5,1,1,,1,0,0,1,0,0,0,0,,,,,,,,,,,,51,22,15,,,,,,,,,,,,,,,,,,,,394,0,14,408,568,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,251,B,1,0,B,119,16,11,11,2,5,7,32,8,0,5,6,,2,0,0,0,0,1,0,0,,,,,,,,,,,,48,13,4,,,,,,,,,,,,,,,,,,,,290,0,7,297,412,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,251,C,1,0,C01,109,23,11,5,5,6,6,42,3,4,1,0,,0,0,0,2,0,0,0,0,,,,,,,,,,,,37,17,7,,,,,,,,,,,,,,,,,,,,278,1,14,293,411,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,252,B,1,0,B,96,8,10,17,7,9,14,100,11,13,5,3,,2,1,0,2,1,0,0,0,,,,,,,,,,,,56,10,38,,,,,,,,,,,,,,,,,,,,403,1,14,418,632,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,252,C,1,0,C01,109,19,15,13,11,6,16,79,12,8,4,7,,4,1,1,0,0,1,0,0,,,,,,,,,,,,52,13,36,,,,,,,,,,,,,,,,,,,,407,0,14,421,632,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,253,B,1,0,B,50,8,22,8,5,6,6,91,13,9,4,2,,3,1,0,3,0,0,0,0,,,,,,,,,,,,55,2,55,,,,,,,,,,,,,,,,,,,,343,0,13,356,568,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,253,C,1,0,C01,58,11,23,9,12,3,7,79,6,15,3,2,,8,1,0,2,1,1,2,0,,,,,,,,,,,,56,4,50,,,,,,,,,,,,,,,,,,,,353,2,8,363,567,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,254,B,1,0,B,91,8,38,29,17,19,8,97,14,20,3,4,,8,0,0,0,5,0,0,0,,,,,,,,,,,,93,6,32,,,,,,,,,,,,,,,,,,,,492,0,13,505,722,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,254,C,1,0,C01,71,10,23,17,12,10,6,98,12,17,2,2,,7,0,0,0,4,0,0,0,,,,,,,,,,,,83,2,27,,,,,,,,,,,,,,,,,,,,403,0,17,420,722,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,255,B,1,0,B,99,18,13,19,21,16,7,98,19,20,8,2,,4,1,0,0,1,1,2,0,,,,,,,,,,,,59,7,28,,,,,,,,,,,,,,,,,,,,443,0,10,453,750,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,255,C,1,0,C01,116,21,26,10,14,11,13,104,14,7,3,4,,5,1,0,0,3,0,5,0,,,,,,,,,,,,57,6,40,,,,,,,,,,,,,,,,,,,,460,0,17,477,750,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,255,C,2,0,C02,83,21,28,15,14,4,10,106,12,14,6,2,,4,1,0,1,0,0,2,0,,,,,,,,,,,,58,8,35,,,,,,,,,,,,,,,,,,,,424,0,18,442,749,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,262,B,1,0,B,129,13,10,4,8,6,15,63,10,3,6,1,,3,0,0,0,1,0,1,0,,,,,,,,,,,,53,26,9,,,,,,,,,,,,,,,,,,,,361,0,6,367,485,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,262,C,1,0,C01,139,16,9,9,4,4,6,45,1,7,3,0,,1,0,0,1,0,0,0,0,,,,,,,,,,,,50,12,13,,,,,,,,,,,,,,,,,,,,320,0,3,323,484,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,263,B,1,0,B,158,27,6,12,7,8,11,42,3,8,5,2,,2,0,0,0,0,0,0,0,,,,,,,,,,,,39,42,15,,,,,,,,,,,,,,,,,,,,387,1,12,400,541,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,263,C,1,0,C01,155,27,10,6,7,3,8,39,6,7,4,1,,3,0,1,0,2,1,0,0,,,,,,,,,,,,38,21,9,,,,,,,,,,,,,,,,,,,,348,0,5,353,541,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,264,B,1,0,B,89,13,8,10,5,9,8,48,5,3,6,4,,2,0,0,0,0,0,1,0,,,,,,,,,,,,48,8,13,,,,,,,,,,,,,,,,,,,,280,0,9,289,412,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,264,C,1,0,C01,111,21,12,13,3,10,15,34,2,5,2,1,,2,0,0,1,0,0,0,0,,,,,,,,,,,,49,20,8,,,,,,,,,,,,,,,,,,,,309,0,4,313,412,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,265,B,1,0,B,194,28,16,19,8,8,25,37,12,7,5,5,,1,1,0,1,0,0,0,0,,,,,,,,,,,,62,33,12,,,,,,,,,,,,,,,,,,,,474,0,12,486,695,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,266,B,1,0,B,162,28,15,12,8,13,10,77,8,5,7,5,,2,0,0,3,1,0,0,0,,,,,,,,,,,,80,21,10,,,,,,,,,,,,,,,,,,,,467,1,11,479,688,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,267,B,1,0,B,84,27,17,4,5,15,3,86,7,14,4,0,,2,3,0,1,1,0,0,0,,,,,,,,,,,,60,6,14,,,,,,,,,,,,,,,,,,,,353,0,10,363,537,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,267,C,1,0,C01,86,19,22,13,9,5,11,75,10,9,3,2,,5,0,1,1,3,0,0,0,,,,,,,,,,,,68,13,15,,,,,,,,,,,,,,,,,,,,370,2,9,381,537,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,267,C,2,0,C02,87,18,11,11,13,7,10,80,8,10,4,4,,1,0,0,6,0,1,1,0,,,,,,,,,,,,56,8,15,,,,,,,,,,,,,,,,,,,,351,0,13,364,536,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,268,B,1,0,B,96,20,16,15,7,5,14,96,15,18,1,5,,5,0,0,4,0,0,0,0,,,,,,,,,,,,32,7,14,,,,,,,,,,,,,,,,,,,,370,0,0,370,568,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,268,C,1,0,C01,78,23,10,13,8,9,8,101,8,13,2,2,,5,2,1,0,0,0,0,0,,,,,,,,,,,,57,5,25,,,,,,,,,,,,,,,,,,,,370,0,15,385,567,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,269,B,1,0,B,88,15,21,10,5,12,11,78,12,13,3,6,,6,1,0,0,0,0,4,0,,,,,,,,,,,,63,11,26,,,,,,,,,,,,,,,,,,,,385,0,6,391,586,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,269,C,1,0,C01,84,16,21,10,10,9,10,67,20,9,3,0,,4,0,0,2,2,0,0,0,,,,,,,,,,,,74,6,25,,,,,,,,,,,,,,,,,,,,372,0,10,382,586,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,270,B,1,0,B,87,26,23,10,10,5,12,86,5,12,4,3,,2,1,0,1,3,0,0,0,,,,,,,,,,,,7,7,29,,,,,,,,,,,,,,,,,,,,333,0,20,353,624,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,278,B,1,0,B,103,18,10,6,5,7,10,58,8,13,2,1,,0,0,0,0,0,0,2,2,,,,,,,,,,,,38,7,6,,,,,,,,,,,,,,,,,,,,296,0,6,302,397,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,278,C,1,0,C01,76,19,13,7,2,8,7,71,9,1,5,1,,3,0,0,1,1,0,0,0,,,,,,,,,,,,56,10,11,,,,,,,,,,,,,,,,,,,,301,0,9,310,396,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,279,B,1,0,B,125,10,18,14,11,12,8,96,17,0,6,15,,4,1,0,1,0,0,0,1,,,,,,,,,,,,75,20,14,,,,,,,,,,,,,,,,,,,,448,0,20,468,715,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,279,C,1,0,C01,108,21,21,17,7,8,11,26,12,5,11,3,,4,3,0,0,2,0,0,0,,,,,,,,,,,,65,7,14,,,,,,,,,,,,,,,,,,,,345,0,19,364,714,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,280,B,1,0,B,88,11,11,9,5,3,5,38,2,3,4,1,,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,17,6,,,,,,,,,,,,,,,,,,,,242,0,5,247,355,Acta casilla,,,
