CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PCP,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PRD_PT,PAN_PRD_PT_MC,PAN_PRD_PT_PVEM_MC_NVA_ALIANZA,PAN_PT,PAN_PT_MC,PAN_PVEM_NVA_ALIANZA,PAN_PCP,PAN_MC,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PRD_PT,PRD_PCP,PRD_MC,PRD_PVEM_PCP,PRD_PT_PCP,PRD_PCP_MC,PRD_PT_MC,PRD_PT_NVA_ALIANZA,PRD_PT_PCP_MC,PRD_PT_MC_NVA_ALIANZA,PT_MC,PVEM_MC,PVEM_NVA_ALIANZA,PCP_NVA_ALIANZA,PCP_MC_NVA_ALIANZA,MC_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,416,1,135,144,111,20,4,15,,6,14,,0,,,,,,,,,,,16,,14,,,,,,,,,,,,,,,,,4,0,483,4,487,725
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,417,1,139,95,143,6,2,7,,3,7,,0,,,,,,,,,,,11,,10,,,,,,,,,,,,,,,,,0,0,423,10,433,681
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,418,2,375,302,84,21,6,12,,6,23,,3,,,,,,,,,,,12,,6,,,,,,,,,,,,,,,,,8,0,858,24,882,1377
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,419,2,244,262,16,17,1,0,,10,12,,9,,,,,,,,,,,32,,1,,,,,,,,,,,,,,,,,0,0,604,4,608,928
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,420,1,36,43,6,7,1,0,,12,10,,3,,,,,,,,,,,6,,0,,,,,,,,,,,,,,,,,3,0,127,1,128,188
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,421,1,217,144,22,19,6,2,,11,27,,3,,,,,,,,,,,16,,1,,,,,,,,,,,,,,,,,9,0,477,8,485,750
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,422,1,184,166,10,12,4,0,,5,31,,7,,,,,,,,,,,22,,1,,,,,,,,,,,,,,,,,0,8,450,20,470,677
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,423,2,320,200,20,12,6,2,,15,18,,5,,,,,,,,,,,23,,4,,,,,,,,,,,,,,,,,4,0,629,8,637,912
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,424,3,405,194,133,19,22,2,,8,13,,5,,,,,,,,,,,23,,1,,,,,,,,,,,,,,,,,19,0,844,35,879,1551
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,425,3,374,244,125,26,23,4,,13,33,,15,,,,,,,,,,,43,,3,,,,,,,,,,,,,,,,,5,0,908,28,936,1598
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,426,2,291,214,61,13,20,2,,7,26,,36,,,,,,,,,,,40,,2,,,,,,,,,,,,,,,,,1,0,713,34,747,1193
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,427,2,356,225,98,40,17,5,,13,84,,17,,,,,,,,,,,35,,3,,,,,,,,,,,,,,,,,2,0,895,23,918,1445
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,428,1,49,61,64,12,3,3,,1,3,,2,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,1,0,204,6,210,360
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,429,1,170,31,7,7,5,0,,5,3,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,2,0,230,3,233,410
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,430,2,249,152,150,5,22,3,,121,52,,30,,,,,,,,,,,18,,10,,,,,,,,,,,,,,,,,10,0,822,24,846,1423
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,431,2,176,116,78,12,13,2,,50,36,,39,,,,,,,,,,,18,,2,,,,,,,,,,,,,,,,,5,0,547,19,566,1065
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,432,1,57,41,13,1,1,0,,2,6,,0,,,,,,,,,,,4,,0,,,,,,,,,,,,,,,,,2,0,127,0,127,169
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,433,2,277,287,20,9,10,1,,6,62,,4,,,,,,,,,,,39,,0,,,,,,,,,,,,,,,,,0,0,715,23,738,1202
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,434,1,185,114,12,4,6,1,,9,2,,0,,,,,,,,,,,10,,0,,,,,,,,,,,,,,,,,0,0,343,3,346,619
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,435,1,122,112,23,2,0,3,,0,2,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,2,1,267,1,268,361
2,24,SAN LUIS POTOSI,13,TAMUIN,16,EBANO,436,1,107,38,10,2,0,1,,3,0,,0,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,1,0,176,4,180,246
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,437,1,13,142,1,3,133,40,1,5,,,,,,,,1,,,,,12,,,,,,,,,,,,,,,,,,,,,0,351,17,368,533
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,438,1,7,44,0,0,63,10,0,3,,,,,,,,0,,,,,4,,,,,,,,,,,,,,,,,,,,,0,131,7,138,189
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,439,2,16,160,5,2,128,42,1,9,,,,,,,,1,,,,,11,,,,,,,,,,,,,,,,,,,,,0,375,9,384,566
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,440,1,9,135,0,0,144,12,0,3,,,,,,,,2,,,,,19,,,,,,,,,,,,,,,,,,,,,0,324,24,348,491
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,441,2,24,294,1,4,279,134,0,8,,,,,,,,1,,,,,66,,,,,,,,,,,,,,,,,,,,,1,812,44,856,1203
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,442,1,8,51,0,0,77,18,0,4,,,,,,,,0,,,,,4,,,,,,,,,,,,,,,,,,,,,0,162,4,166,242
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,443,2,38,229,3,3,200,52,3,10,,,,,,,,6,,,,,31,,,,,,,,,,,,,,,,,,,,,0,575,29,604,815
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,444,1,1,47,0,0,84,7,0,4,,,,,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,0,146,6,152,185
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,445,1,34,101,1,3,60,83,1,1,,,,,,,,0,,,,,5,,,,,,,,,,,,,,,,,,,,,0,289,17,306,483
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,446,2,110,189,1,2,149,32,0,9,,,,,,,,3,,,,,13,,,,,,,,,,,,,,,,,,,,,0,508,22,530,758
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,447,3,207,349,4,5,444,121,5,7,,,,,,,,12,,,,,23,,,,,,,,,,,,,,,,,,,,,0,1177,51,1228,1777
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,448,1,41,150,2,0,277,38,0,1,,,,,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,0,515,19,534,680
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,449,1,37,139,0,0,220,33,1,8,,,,,,,,1,,,,,19,,,,,,,,,,,,,,,,,,,,,0,458,37,495,675
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,450,1,21,117,1,1,364,35,1,6,,,,,,,,1,,,,,7,,,,,,,,,,,,,,,,,,,,,0,554,19,573,732
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,451,4,299,398,37,3,422,146,4,21,,,,,,,,43,,,,,45,,,,,,,,,,,,,,,,,,,,,0,1418,49,1467,1907
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,452,1,7,156,1,0,82,5,0,5,,,,,,,,0,,,,,11,,,,,,,,,,,,,,,,,,,,,0,267,8,275,407
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,453,1,5,46,0,0,61,6,0,0,,,,,,,,0,,,,,7,,,,,,,,,,,,,,,,,,,,,0,125,3,128,157
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,454,2,16,200,0,0,308,8,1,4,,,,,,,,0,,,,,24,,,,,,,,,,,,,,,,,,,,,0,561,22,583,793
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,455,1,1,37,0,0,38,0,0,0,,,,,,,,0,,,,,7,,,,,,,,,,,,,,,,,,,,,0,83,3,86,125
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,457,1,8,136,0,1,140,24,1,3,,,,,,,,1,,,,,10,,,,,,,,,,,,,,,,,,,,,0,324,10,334,416
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,458,1,258,69,1,3,105,17,0,2,,,,,,,,30,,,,,7,,,,,,,,,,,,,,,,,,,,,0,492,6,498,598
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,459,1,4,28,1,0,24,24,0,1,,,,,,,,0,,,,,4,,,,,,,,,,,,,,,,,,,,,0,86,10,96,141
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,460,1,2,34,0,0,40,3,0,4,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,0,84,6,90,134
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,461,1,2,46,0,2,60,22,0,3,,,,,,,,0,,,,,6,,,,,,,,,,,,,,,,,,,,,0,141,8,149,220
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,462,1,54,168,1,2,154,29,3,5,,,,,,,,4,,,,,17,,,,,,,,,,,,,,,,,,,,,0,437,25,462,655
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,463,1,11,152,1,2,221,74,2,24,,,,,,,,0,,,,,20,,,,,,,,,,,,,,,,,,,,,0,507,27,534,685
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,464,1,88,67,17,0,140,14,2,10,,,,,,,,7,,,,,2,,,,,,,,,,,,,,,,,,,,,0,347,9,356,488
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,465,1,20,225,2,4,81,83,0,6,,,,,,,,1,,,,,22,,,,,,,,,,,,,,,,,,,,,0,444,18,462,718
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,466,2,63,341,2,4,216,15,2,11,,,,,,,,4,,,,,47,,,,,,,,,,,,,,,,,,,,,0,705,33,738,1074
2,24,SAN LUIS POTOSI,2,CERRITOS,17,GUADALCAZAR,467,1,0,56,1,0,32,62,1,1,,,,,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,0,154,11,165,261
2,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,468,1,97,53,,2,150,1,1,1,2,5,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,0,330,20,350,450
2,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,469,1,75,106,,2,76,0,0,3,7,34,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,0,314,34,348,557
2,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,470,2,172,142,,4,145,1,0,1,11,9,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,489,43,532,821
2,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,471,1,31,152,,0,200,0,0,3,7,8,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,403,32,435,580
2,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,472,2,70,322,,8,266,20,3,41,35,18,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,0,798,50,848,1068
2,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,473,2,107,196,,2,234,0,4,6,10,12,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,0,598,33,631,819
2,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,474,3,133,332,,3,424,29,5,27,43,20,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,0,1038,61,1099,1498
2,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,475,3,107,375,,7,422,14,9,81,22,54,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,0,1105,103,1208,1619
2,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,476,2,44,264,,1,278,23,2,39,32,11,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,699,31,730,1116
2,24,SAN LUIS POTOSI,14,TANCANHUITZ,18,HUEHUETLAN,477,5,99,339,,6,384,87,13,100,58,17,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,0,1113,35,1148,3198
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,478,1,43,29,2,93,,,,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,0,170,0,170,260
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,479,1,22,47,15,79,,,,4,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,0,174,6,180,222
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,480,1,13,23,6,46,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,91,6,97,130
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,481,1,160,77,9,91,,,,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,0,345,13,358,616
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,482,2,185,242,3,131,,,,7,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,0,591,31,622,976
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,483,1,45,61,31,67,,,,2,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,0,212,13,225,365
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,485,2,234,229,38,165,,,,9,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,0,687,24,711,958
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,486,1,59,59,14,143,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,0,279,7,286,443
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,487,1,65,42,18,33,,,,4,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,0,169,10,179,288
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,488,1,93,40,0,70,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,210,5,215,322
2,24,SAN LUIS POTOSI,10,RIOVERDE,19,LAGUNILLAS,489,1,49,15,13,52,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,130,1,131,199
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,490,2,134,412,3,9,13,10,,12,89,,16,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,0,737,16,753,1353
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,491,2,69,252,4,3,16,4,,10,59,,13,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,0,457,8,465,812
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,492,1,23,59,1,1,3,3,,1,16,,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,0,114,1,115,175
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,493,2,133,311,4,10,10,18,,19,108,,7,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,1,650,16,666,1238
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,494,2,96,292,2,17,14,19,,22,101,,18,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,0,617,11,628,1172
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,495,2,101,244,3,3,8,10,,23,79,,18,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,1,505,6,511,912
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,496,4,204,593,4,18,35,12,,32,167,,57,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,2,1158,21,1179,2519
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,497,2,88,121,5,19,8,1,,9,56,,27,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,0,496,10,506,1220
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,498,2,94,245,7,16,27,3,,17,64,,28,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,0,525,15,540,1219
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,499,1,83,148,5,6,4,5,,3,48,,11,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,0,326,7,333,648
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,500,3,118,318,4,15,24,12,,17,104,,43,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,0,683,17,700,1722
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,501,3,161,357,6,37,13,11,,27,111,,23,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,1,774,20,794,1706
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,502,4,174,661,9,109,31,16,,20,100,,46,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,0,1197,30,1227,2814
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,503,3,124,408,9,53,35,14,,16,77,,17,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,1,800,21,821,1928
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,504,3,112,312,5,54,14,11,,18,77,,11,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,0,636,17,653,1506
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,505,2,136,302,8,2,18,10,,20,78,,13,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,2,615,8,623,1146
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,506,2,119,249,2,6,10,3,,10,80,,8,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,0,509,6,515,980
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,507,2,144,242,6,1,9,9,,9,92,,14,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,0,552,10,562,1134
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,508,2,109,255,6,16,15,2,,16,85,,14,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,0,543,17,560,1263
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,509,3,171,353,1,6,24,6,,23,92,,44,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,0,773,12,785,1856
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,510,2,125,286,5,13,24,3,,7,43,,26,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,1,573,15,588,1319
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,511,2,135,313,4,5,21,12,,15,126,,6,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,1,677,7,684,1244
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,512,2,123,270,3,11,20,3,,7,69,,4,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,2,527,10,537,1004
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,513,3,200,406,6,14,26,31,,30,113,,26,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,0,921,24,945,1940
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,514,2,110,256,1,17,12,19,,2,93,,19,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,0,706,13,719,1346
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,515,3,190,452,7,24,26,17,,49,175,,28,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,0,1005,13,1018,2072
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,516,2,91,215,3,7,6,7,,9,50,,9,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,0,431,12,443,824
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,517,2,84,332,7,4,19,9,,19,81,,12,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,1,610,14,624,1142
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,518,4,218,671,13,17,39,13,,40,150,,32,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,1,1250,32,1282,2819
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,519,2,69,199,6,2,8,2,,6,39,,11,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,0,380,12,392,770
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,520,3,103,280,10,3,16,1,,18,62,,12,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,1,540,13,553,1697
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,521,3,186,464,0,27,31,12,,37,101,,29,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,0,932,26,958,1904
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,522,2,145,228,5,4,25,7,,5,35,,23,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,0,516,13,529,960
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,523,2,90,214,3,7,18,3,,15,50,,6,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0,421,10,431,920
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,524,2,70,269,9,3,6,8,,14,72,,6,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,1,477,15,492,1112
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,525,3,112,344,4,5,11,8,,24,74,,11,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,1,633,17,650,2177
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,526,3,105,354,4,7,29,8,,7,76,,17,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,1,659,19,678,1794
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,527,4,171,590,6,24,49,8,,21,106,,28,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,0,1052,36,1088,2625
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,528,1,25,73,1,5,4,0,,2,3,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0,117,2,119,331
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,529,1,45,65,1,8,4,11,,4,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,138,6,144,436
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,530,1,38,88,3,2,2,1,,1,16,,0,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,0,162,9,171,272
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,531,2,164,197,4,32,14,6,,12,54,,2,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,0,525,14,539,1188
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,532,2,42,201,2,29,9,3,,11,19,,2,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,0,351,4,355,866
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,533,2,106,169,2,3,9,10,,10,63,,5,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,2,397,8,405,754
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,534,1,34,111,2,3,3,1,,5,10,,8,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,177,2,179,308
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,536,3,128,392,5,15,24,4,,17,31,,19,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3,638,18,656,1642
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,537,1,8,30,5,2,0,0,,2,4,,0,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,0,62,3,65,123
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,538,1,20,49,3,1,6,0,,2,6,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,88,0,88,155
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,539,2,34,159,2,5,17,4,,7,25,,0,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,0,266,5,271,580
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,540,1,40,185,2,6,5,2,,10,20,,0,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,0,283,4,287,503
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,541,2,26,181,2,6,25,2,,7,31,,3,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,0,325,5,330,753
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,542,1,15,75,3,2,13,0,,2,1,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,111,2,113,216
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,543,1,16,71,0,1,2,0,,0,1,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,91,6,97,197
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,544,1,36,136,1,11,8,0,,2,4,,3,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,0,221,15,236,453
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,545,2,42,250,7,14,25,3,,10,11,,1,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,0,394,15,409,944
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,546,1,13,124,2,3,12,0,,1,0,,1,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,0,187,6,193,348
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,547,1,36,98,9,8,9,1,,3,11,,1,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,0,192,5,197,416
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,548,1,19,84,3,1,4,5,,0,4,,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,128,6,134,288
