"state","year","voteShare_incumbent","voteShare_state_incumbent","voteShare_PRI","voteShare_PRD","voteShare_PAN","voteShare_MORENA"
"AGUASCALIENTES",2007,0.324631777736424,0.324183776854207,0.345046833322995,0.0706979853744943,0.324183776854207,0
"AGUASCALIENTES",2010,0.522383989359412,0.331288783843913,0.53180215395362,0.0404284941940855,0.331288783843913,0
"AGUASCALIENTES",2013,0.353047111367238,0.381038137773479,0.354027311832383,0.381038137773479,0.120258505361516,0
"AGUASCALIENTES",2016,0.416860298384784,0.343223793104227,0.343223793104227,0.0585930708071112,0.392082212753274,0.030789136752542
"AGUASCALIENTES",2019,0.440536750122404,0.0909714557590544,0.0909714557590544,0.086733663615567,0.42941392883718,0.221952980423724
"BAJA CALIFORNIA",2010,0.413795510643847,0.409520058797341,0.478782115281777,0.0385475581453548,0.409520058797341,0
"BAJA CALIFORNIA",2013,0.491784558166819,0.455376729906757,0.492097092350245,0.455376729906757,0.455376729906757,0
"BAJA CALIFORNIA",2016,0.271305033998657,0.279228481459932,0.253892427901123,0.0213156468734471,0.279228481459932,0.0998159602653968
"BAJA CALIFORNIA",2019,0.181930990804338,0.200894281800641,0.0498998443660001,0.187186706794381,0.200894281800641,0.462241571461536
"BAJA CALIFORNIA SUR",2002,0.379374817411627,0.215118317265557,0.215118317265557,0.42019427402863,0.195186970493719,0
"BAJA CALIFORNIA SUR",2005,0.467431218575222,0.478033256124889,0.318481692810827,0.478033256124889,0.0691611898888324,0
"BAJA CALIFORNIA SUR",2008,0.442165903022501,0.456497772793026,0.258164832433741,0.456497772793026,0.137341243794727,0
"BAJA CALIFORNIA SUR",2011,0.230100634036419,0.230100634036419,0.317274809765747,0.230100634036419,0.106349228565697,0
"BAJA CALIFORNIA SUR",2015,0.303519260978641,0.427530421326581,0.237204285948747,0.201556821645448,0.427530421326581,0.0540901737356686
"BAJA CALIFORNIA SUR",2018,0.281568505955126,0.281568505955126,0.0923352614587331,0.281568505955126,0.0579599424026813,0.357201953239145
"CAMPECHE",2000,0.430690931927309,0.472204414323656,0.472204414323656,0.126088644084798,0.30448889877409,0
"CAMPECHE",2003,0.447013346651562,0.443691910394309,0.443691910394309,0.0199651614632185,0.39838963127185,0
"CAMPECHE",2006,0.34560829335752,0.377208440960523,0.377208440960523,0.221218276562505,0.305562357095807,0
"CAMPECHE",2009,0.395929986032126,0.455835952309688,0.455835952309688,0.021868452559114,0.46923949915195,0
"CAMPECHE",2012,0.389769338066023,0.513279504655198,0.513279504655198,0.064344926911693,0.326291944976809,0
"CAMPECHE",2015,0.394272597908087,0.394272597908087,0.394272597908087,0.0352970499329069,0.355454247731442,0.113046779676736
"CAMPECHE",2018,0.306818694589646,0.326981948069529,0.326981948069529,0.0327908175261184,0.337685809486941,0.222106905617449
"CDMX",2003,0.463071517359138,0.494621382593086,0.143868189504508,0.494621382593086,0.261041968255586,0
"CDMX",2006,0.537281770783354,0.528717866700786,0.13016366524859,0.528717866700786,0.267518365693205,0
"CDMX",2009,0.368247901479788,0.357475661309689,0.169424403288127,0.357475661309689,0.228651185244507,0
"CDMX",2012,0.556767641625476,0.564161983612328,0.22523884498951,0.564161983612328,0.184511075679272,0
"CDMX",2015,0.209605282039619,0.186852301394284,0.18601564873927,0.186852301394284,0.162642578463819,0.29126003336869
"CDMX",2018,0.421956960697054,0.356895603457176,0.0973575300357439,0.356895603457176,0.0144986775944078,0.465288532358158
"CHIAPAS",1998,0.464406428958307,0.487925316001193,0.487925316001193,0.281863935393959,0.148877488300197,0
"CHIAPAS",2001,0.376034924268232,0.35259960727423,0.35259960727423,0.274039142433905,0.190497835414984,0
"CHIAPAS",2004,0.341657862489104,0.42895705951624,0.42895705951624,0.28470240286323,0.272408424601979,0
"CHIAPAS",2007,0.264967003849551,0.299809466673333,0.332311230356458,0.299809466673333,0.180771965492915,0
"CHIAPAS",2010,0.329240718898757,0.387441417137748,0.334230718766856,0.387441417137748,0.387441417137748,0
"CHIAPAS",2012,0.279247138420407,0.213020814926282,0.358249118166605,0.213020814926282,0.0844210156910232,0
"CHIAPAS",2015,0.213413125401877,0.0477328037375571,0.17278021503976,0.0477328037375571,0.0520356337649864,0.0462201186706929
"CHIAPAS",2018,0.236572828331009,0.24459290195493,0.181866923488652,0.108305812357313,0.0574558784440666,0.274097997735209
"CHIHUAHUA",2001,0.478668604657983,0.434802194669585,0.472581294160569,0.0603757028444598,0.434802194669585,0
"CHIHUAHUA",2004,0.47182970037865,0.517216458197447,0.517216458197447,0.474554016070474,0.475491300230905,0
"CHIHUAHUA",2007,0.452827749822411,0.50178389427724,0.50178389427724,0.036924724122666,0.427532941132061,0
"CHIHUAHUA",2010,0.46441442008882,0.535931517853596,0.535931517853596,0.0371645879704683,0.397532115541335,0
"CHIHUAHUA",2013,0.496761919503996,0.535594829948479,0.535594829948479,0.193350848531882,0.398113420672257,0
"CHIHUAHUA",2016,0.321151612524636,0.316378588165781,0.316378588165781,0.0287336552042315,0.318035427382769,0.0312751672420143
"CHIHUAHUA",2018,0.423018471220737,0.167181480802066,0.167181480802066,0.0231849803152384,0.0689996754483751,0.279047370426292
"COAHUILA",1999,0.481867388771154,0,0.554287646337856,0.323700242110284,0.343455475254638,0
"COAHUILA",2002,0.491450430593338,0.488139771517059,0.488139771517059,0.150138092455198,0.300113025188894,0
"COAHUILA",2005,0.467977452096199,0.492732802209079,0.492732802209079,0.0712761441871747,0.378356064705114,0
"COAHUILA",2006,0.478709677419355,0,0.509677419354839,0.00258064516129032,0.478709677419355,0
"COAHUILA",2009,0.519471052953146,0.608628063520399,0.60923904092486,0.188793080548073,0.221382084017362,0
"COAHUILA",2013,0.45935996239938,0.457984231542362,0.457984231542362,0.0733968549824352,0.416051672612366,0
"COAHUILA",2017,0.286913603414387,0.271725453683722,0.271725453683722,0.0182688444447652,0.0206151525431069,0.0578084363639863
"COAHUILA",2018,0.581739217902217,0.506317292577625,0.506317292577625,0.0339285749505445,0.506317292577625,0.000467436260036567
"COLIMA",1997,0.368462798606503,0.361987806901128,0.361987806901128,0.258076891174519,0.346082863304579,0
"COLIMA",2000,0.338626711838526,0.409156844968268,0.409156844968268,0.148270267690986,0.35640597413752,0
"COLIMA",2003,0.397789408898316,0.415927853142691,0.415927853142691,0.103596661224116,0.407280810177061,0
"COLIMA",2006,0.426986204485778,0.443366853370837,0.443366853370837,0.0862077375194088,0.41161766020925,0
"COLIMA",2009,0.44038284002487,0.493332328503872,0.493332328503872,0.0282570604970138,0.413666936714584,0
"COLIMA",2012,0.409449599565232,0.460824958047068,0.460824958047068,0.085789614767432,0.377726940575554,0
"COLIMA",2015,0.386503447208707,0.350318931279336,0.350318931279336,0.0236267042621598,0.441063906607293,0.0171105341884016
"COLIMA",2018,0.209590989812711,0.275998971043554,0.275998971043554,0.191491274015441,0.191491274015441,0.313066197231115
"DURANGO",1998,0.399305368826746,0.462409249798333,0.462409249798333,0.0758044277135431,0.231937348749664,0
"DURANGO",2001,0.449590087725699,0.472833749561607,0.472833749561607,0.108229550873609,0.325608983940101,0
"DURANGO",2004,0.447398020475639,0.452022580610867,0.452022580610867,0.110430243560167,0.392073397616491,0
"DURANGO",2007,0.455863494498674,0.496475911080922,0.496475911080922,0.049393848898466,0.382928224136349,0
"DURANGO",2010,0.444510010818452,0.462201263208429,0.462201263208429,0.401539587365249,0.401774626146648,0
"DURANGO",2013,0.44184268786571,0.501226008286125,0.501226008286125,0.0605359925317891,0.382140139390499,0
"DURANGO",2016,0.442827897626913,0.444739078701343,0.444739078701343,0.377184074969145,0.377630460649329,0.0370160151948503
"DURANGO",2019,0.217235807584333,0.246372572914128,0.246372572914128,0.0432348507415532,0.120323882254177,0.190162573004396
"GUANAJUATO",2000,0.510384972377185,0.52976236433036,0.304071314933903,0.122990984756309,0.52976236433036,0
"GUANAJUATO",2003,0.406286150269853,0.424686680508118,0.27721141878531,0.123064266688989,0.424686680508118,0
