ID_ESTADO,NOMBRE_ESTADO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,UDC,NVA_ALIANZA,SI,PPC,PJ,PRC,PCP,MORENA,ES,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
5,COAHUILA,1662,3628,381872,416536,20814,18833,14813,39404,12784,4133,17941,15232,4378,6098,148598,5932,103180,9504,539,1220052,21977,1242568,2202126,0.5643
