Dtto,Cve Mpio,Municipio,Seccion,Tipo    Casilla,Contigua,Contigua Ext.,PAN,PRI,PRD,PT,PVEM,CONVERGENCIA,PANAL,PSD,PRI-PANAL,PRD-PT,PT-CONVERGENCIA,Total PRI-PANAL,Total PRD-PT,Total PT-CONVERGENCIA,NULOS,No Registrados,Total
13,41,GUADALAJARA,1491,C,1,,64,115,7,6,26,2,21,0,2,,,138,,,9,0,252
13,41,GUADALAJARA,1492,B,0,,111,130,9,6,21,3,16,3,1,,,147,,,11,0,311
13,41,GUADALAJARA,1492,C,1,,103,126,9,2,24,2,12,2,3,,,141,,,14,0,297
13,41,GUADALAJARA,1493,B,0,,84,139,7,8,25,6,7,3,0,,,146,,,15,2,296
13,41,GUADALAJARA,1493,C,1,,104,147,7,9,23,2,9,6,0,,,156,,,16,1,324
13,41,GUADALAJARA,1494,B,0,,84,129,6,8,20,3,8,1,3,,,140,,,11,0,273
13,41,GUADALAJARA,1494,C,1,,87,157,3,11,23,6,9,4,1,,,167,,,13,0,314
13,41,GUADALAJARA,1495,B,0,,113,178,11,6,26,4,14,2,1,,,193,,,17,0,372
13,41,GUADALAJARA,1495,C,1,,121,158,10,12,26,5,12,3,4,,,174,,,10,1,362
13,41,GUADALAJARA,1496,B,0,,86,106,4,4,13,6,10,1,1,,,117,,,9,0,240
13,41,GUADALAJARA,1496,C,1,,80,102,8,3,12,2,4,5,1,,,107,,,12,0,229
13,41,GUADALAJARA,1497,B,0,,106,201,4,11,28,4,10,1,4,,,215,,,19,1,389
13,41,GUADALAJARA,1497,C,1,,109,190,9,9,31,4,14,3,0,,,204,,,32,0,401
13,41,GUADALAJARA,1498,B,0,,98,126,8,7,27,2,10,4,4,,,140,,,10,2,298
13,41,GUADALAJARA,1498,C,1,,81,155,2,2,14,3,6,5,0,,,161,,,19,0,287
13,41,GUADALAJARA,1498,C,2,,102,139,10,2,17,5,10,2,1,,,150,,,21,1,310
13,41,GUADALAJARA,1499,B,0,,102,128,8,6,17,5,17,6,4,,,149,,,12,0,305
13,41,GUADALAJARA,1499,C,1,,107,145,4,10,8,2,9,1,4,,,158,,,22,0,312
13,41,GUADALAJARA,1499,C,2,,108,141,7,5,11,2,15,5,1,,,157,,,13,2,310
13,41,GUADALAJARA,1500,B,0,,91,160,6,6,21,11,13,5,0,,,173,,,22,0,335
13,41,GUADALAJARA,1500,C,1,,106,177,1,7,21,8,10,5,1,,,188,,,18,0,354
13,41,GUADALAJARA,1501,B,0,,81,172,10,15,21,2,14,3,2,,,188,,,24,0,344
13,41,GUADALAJARA,1501,C,1,,97,209,6,12,20,4,7,5,2,,,218,,,16,0,378
13,41,GUADALAJARA,1502,B,0,,121,186,12,9,23,5,16,8,4,,,206,,,18,1,403
13,41,GUADALAJARA,1502,C,1,,101,213,8,7,25,4,19,4,0,,,232,,,21,0,402
13,41,GUADALAJARA,1503,B,0,,103,156,15,9,29,5,21,4,0,,,177,,,14,1,357
13,41,GUADALAJARA,1503,C,1,,84,162,15,10,31,0,29,2,3,,,194,,,22,0,358
13,41,GUADALAJARA,1503,C,2,,119,162,8,7,23,2,21,4,1,,,184,,,24,1,372
13,41,GUADALAJARA,1504,B,0,,64,133,9,9,18,4,18,7,4,,,155,,,11,0,277
13,41,GUADALAJARA,1504,C,1,,86,129,9,5,21,2,19,0,3,,,151,,,12,0,286
13,41,GUADALAJARA,1504,C,2,,66,143,15,7,41,1,16,2,0,,,159,,,14,0,305
13,41,GUADALAJARA,1505,B,0,,126,197,8,1,25,1,12,12,2,,,211,,,19,0,403
13,41,GUADALAJARA,1505,C,1,,92,181,6,13,26,5,12,7,1,,,194,,,17,0,360
13,41,GUADALAJARA,1506,B,0,,112,186,11,5,26,5,19,3,6,,,211,,,10,0,383
13,41,GUADALAJARA,1506,C,1,,123,191,12,9,35,3,26,5,1,,,218,,,24,0,429
13,41,GUADALAJARA,1507,B,0,,119,182,11,11,31,4,15,9,0,,,197,,,31,0,413
13,41,GUADALAJARA,1507,C,1,,113,179,8,9,35,9,16,6,1,,,196,,,31,0,407
13,41,GUADALAJARA,1508,B,0,,92,152,3,11,18,4,13,4,4,,,169,,,23,0,324
13,41,GUADALAJARA,1508,C,1,,105,162,9,11,21,5,9,3,1,,,172,,,14,0,340
13,41,GUADALAJARA,1509,B,0,,111,193,8,8,24,2,5,5,0,,,198,,,15,4,375
13,41,GUADALAJARA,1509,C,1,,112,210,8,13,35,5,11,3,2,,,223,,,20,0,419
13,41,GUADALAJARA,1510,B,0,,83,181,2,7,16,2,10,2,0,,,191,,,20,0,323
13,41,GUADALAJARA,1510,C,1,,89,162,5,8,22,3,2,5,0,,,164,,,13,1,310
13,41,GUADALAJARA,1511,B,0,,112,139,10,7,28,4,10,3,0,,,149,,,22,0,335
13,41,GUADALAJARA,1511,C,1,,121,193,12,12,32,0,12,4,0,,,205,,,16,0,402
13,41,GUADALAJARA,1512,B,0,,106,152,7,3,12,3,8,5,1,,,161,,,16,1,314
13,41,GUADALAJARA,1512,C,1,,105,163,9,5,20,0,8,4,3,,,174,,,17,0,334
13,41,GUADALAJARA,1513,B,0,,93,133,5,5,13,1,5,3,7,,,145,,,13,0,278
13,41,GUADALAJARA,1513,C,1,,109,116,9,3,22,5,9,1,5,,,130,,,13,0,292
13,41,GUADALAJARA,1514,B,0,,111,157,7,8,20,6,15,1,1,,,173,,,17,0,343
13,41,GUADALAJARA,1514,C,1,,104,153,4,4,26,0,8,2,0,,,161,,,14,0,315
13,41,GUADALAJARA,1514,C,2,,115,138,8,8,15,5,6,3,0,,,144,,,17,0,315
13,41,GUADALAJARA,1515,B,0,,117,153,6,7,30,5,10,5,6,,,169,,,22,0,361
13,41,GUADALAJARA,1515,C,1,,101,172,8,4,37,6,10,8,1,,,183,,,17,1,365
13,41,GUADALAJARA,1516,B,0,,79,151,1,6,26,3,18,2,0,,,169,,,19,1,306
13,41,GUADALAJARA,1516,C,1,,112,132,9,10,25,1,7,3,1,,,140,,,16,0,316
13,41,GUADALAJARA,1517,B,0,,118,149,9,3,18,3,5,2,4,,,158,,,9,0,320
13,41,GUADALAJARA,1517,C,1,,130,151,8,7,23,6,5,5,0,,,156,,,14,0,349
13,41,GUADALAJARA,1517,C,2,,112,136,9,3,16,7,4,7,1,,,141,,,20,0,315
13,41,GUADALAJARA,1518,B,0,,139,148,8,11,32,2,9,6,1,,,158,,,23,0,379
13,41,GUADALAJARA,1518,C,1,,117,186,5,16,25,1,3,4,2,,,191,,,20,1,380
13,41,GUADALAJARA,1519,B,0,,129,176,10,18,21,3,7,4,0,,,183,,,20,0,388
13,41,GUADALAJARA,1519,C,1,,122,180,8,6,22,2,3,4,0,,,183,,,15,2,364
13,41,GUADALAJARA,1520,B,0,,107,160,6,4,34,5,12,2,0,,,172,,,24,0,354
13,41,GUADALAJARA,1520,C,1,,116,167,9,10,29,2,6,2,0,,,173,,,18,1,360
13,41,GUADALAJARA,1521,B,0,,103,185,7,9,22,3,6,2,1,,,192,,,6,1,345
13,41,GUADALAJARA,1521,C,1,,131,157,10,7,23,3,6,2,3,,,166,,,20,0,362
13,41,GUADALAJARA,1522,B,0,,91,137,11,13,15,3,10,4,1,,,148,,,16,1,302
13,41,GUADALAJARA,1522,C,1,,84,145,10,4,12,3,5,3,2,,,152,,,19,1,288
13,41,GUADALAJARA,1523,B,0,,147,150,14,4,22,4,9,8,0,,,159,,,18,0,376
13,41,GUADALAJARA,1523,C,1,,109,158,20,13,23,2,9,6,3,,,170,,,18,3,364
13,41,GUADALAJARA,1524,B,0,,112,95,13,9,13,2,7,5,1,,,103,,,17,0,274
13,41,GUADALAJARA,1524,C,1,,90,113,16,7,15,3,7,6,1,,,121,,,16,0,274
13,41,GUADALAJARA,1525,B,0,,98,137,14,8,18,2,7,3,1,,,145,,,12,3,303
13,41,GUADALAJARA,1525,C,1,,99,139,7,4,23,4,8,3,1,,,148,,,14,0,302
14,41,GUADALAJARA,1526,B,0,,93,134,15,7,22,3,19,0,1,,,154,,,11,0,305
14,41,GUADALAJARA,1526,C,1,,99,143,4,7,22,2,11,3,1,,,155,,,15,2,309
14,41,GUADALAJARA,1526,C,2,,91,139,9,4,15,1,16,1,0,,,155,,,14,0,290
14,41,GUADALAJARA,1527,B,0,,77,83,4,4,16,2,12,1,0,,,95,,,6,0,205
14,41,GUADALAJARA,1527,C,1,,65,89,7,7,14,1,0,1,0,,,89,,,0,0,184
14,41,GUADALAJARA,1528,B,0,,88,85,9,5,24,1,2,2,0,,,87,,,2,0,218
14,41,GUADALAJARA,1528,C,1,,74,100,6,6,32,2,6,2,1,,,107,,,11,1,241
14,41,GUADALAJARA,1529,B,0,,75,114,6,2,21,1,6,5,0,,,120,,,13,0,243
14,41,GUADALAJARA,1529,C,1,,61,116,8,10,10,0,13,5,3,,,132,,,7,0,233
14,41,GUADALAJARA,1530,B,0,,100,96,8,11,19,1,5,2,2,,,103,,,21,0,265
14,41,GUADALAJARA,1530,C,1,,81,120,9,5,15,4,0,4,0,,,120,,,10,1,249
14,41,GUADALAJARA,1531,B,0,,98,114,9,14,19,1,9,5,0,,,123,,,19,1,289
14,41,GUADALAJARA,1531,C,1,,116,104,10,7,26,0,10,1,0,,,114,,,15,0,289
14,41,GUADALAJARA,1532,B,0,,95,89,5,6,15,1,4,1,0,,,93,,,5,1,222
14,41,GUADALAJARA,1532,C,1,,98,83,9,3,5,1,7,1,0,,,90,,,6,0,213
14,41,GUADALAJARA,1533,B,0,,148,152,4,9,24,6,9,0,0,,,161,,,24,0,376
14,41,GUADALAJARA,1534,B,0,,129,141,11,7,24,1,12,0,2,,,155,,,12,0,339
14,41,GUADALAJARA,1534,C,1,,100,139,7,10,19,8,5,1,4,,,148,,,21,0,314
14,41,GUADALAJARA,1534,C,2,,110,131,6,7,28,3,7,2,3,,,141,,,17,0,314
14,41,GUADALAJARA,1535,B,0,,134,155,6,8,29,2,15,3,0,,,170,,,24,0,376
14,41,GUADALAJARA,1535,C,1,,154,153,7,1,25,2,10,6,3,,,166,,,24,1,386
14,41,GUADALAJARA,1536,B,0,,92,135,15,10,18,1,7,5,2,,,144,,,16,0,301
14,41,GUADALAJARA,1536,C,1,,108,105,5,5,22,2,5,7,1,,,111,,,13,0,273
14,41,GUADALAJARA,1537,B,0,,119,125,14,9,21,4,10,11,0,,,135,,,13,0,326
14,41,GUADALAJARA,1537,C,1,,114,118,6,14,13,4,10,7,1,,,129,,,18,1,306
14,41,GUADALAJARA,1538,B,0,,132,182,15,5,15,4,4,2,0,,,186,,,19,1,379
14,41,GUADALAJARA,1538,C,1,,159,157,7,4,21,3,6,8,0,,,163,,,22,0,387
14,41,GUADALAJARA,1539,B,0,,111,153,13,10,19,1,12,1,4,,,169,,,22,0,346
14,41,GUADALAJARA,1539,C,1,,144,130,10,4,9,1,6,6,0,,,136,,,30,0,340
14,41,GUADALAJARA,1539,C,2,,147,118,5,12,23,0,11,4,0,,,129,,,21,0,341
14,41,GUADALAJARA,1540,B,0,,103,96,7,7,16,2,3,3,2,,,101,,,6,0,245
14,41,GUADALAJARA,1540,C,1,,124,91,11,5,15,2,6,2,0,,,97,,,13,1,270
14,41,GUADALAJARA,1541,B,0,,115,127,8,7,13,4,8,7,0,,,135,,,22,3,314
14,41,GUADALAJARA,1541,C,1,,120,136,4,11,22,4,7,7,0,,,143,,,12,0,323
14,41,GUADALAJARA,1542,B,0,,118,174,6,7,21,4,7,1,0,,,181,,,16,0,354
14,41,GUADALAJARA,1542,C,1,,137,134,7,8,20,2,9,1,1,,,144,,,11,0,330
14,41,GUADALAJARA,1543,B,0,,103,118,4,5,15,1,13,5,0,,,131,,,11,0,275
14,41,GUADALAJARA,1543,C,1,,100,123,6,3,10,2,5,0,0,,,128,,,9,1,259
14,41,GUADALAJARA,1544,B,0,,88,126,5,7,21,5,15,1,2,,,143,,,10,10,290
14,41,GUADALAJARA,1544,C,1,,94,137,3,4,21,1,7,3,0,,,144,,,14,0,284
14,41,GUADALAJARA,1545,B,0,,82,107,7,8,12,1,2,4,0,,,109,,,15,0,238
14,41,GUADALAJARA,1545,C,1,,95,121,8,9,23,3,5,1,1,,,127,,,18,1,285
14,41,GUADALAJARA,1545,C,2,,102,97,7,5,12,3,3,3,3,,,103,,,8,0,243
14,41,GUADALAJARA,1546,B,0,,105,121,6,4,20,1,7,10,3,,,131,,,25,0,302
14,41,GUADALAJARA,1546,C,1,,95,140,5,4,15,2,2,10,4,,,146,,,22,1,300
14,41,GUADALAJARA,1547,B,0,,102,127,2,3,4,3,5,7,2,,,134,,,16,0,271
14,41,GUADALAJARA,1547,C,1,,87,134,8,4,18,3,10,6,3,,,147,,,13,1,287
14,41,GUADALAJARA,1548,B,0,,88,102,9,9,14,3,3,2,1,,,106,,,16,1,248
16,99,TLAQUEPAQUE,1548,B,0,,2,2,0,0,0,0,0,0,0,,,2,,,1,0,5
16,99,TLAQUEPAQUE,1548,C,1,,4,3,0,0,1,2,0,0,0,,,3,,,1,0,11
14,41,GUADALAJARA,1548,C,1,,86,113,6,7,19,2,10,5,0,,,123,,,8,2,258
1,42,HOSTOTIPAQUILLO,1549,B,0,,76,80,114,0,0,0,1,0,0,,,81,,,10,0,281
1,42,HOSTOTIPAQUILLO,1549,C,1,,78,65,108,0,0,0,2,0,1,,,68,,,13,1,268
1,42,HOSTOTIPAQUILLO,1550,B,0,,73,67,104,2,1,0,0,0,0,,,67,,,7,0,254
1,42,HOSTOTIPAQUILLO,1551,B,0,,101,36,115,0,0,0,0,0,0,,,36,,,8,2,262
1,42,HOSTOTIPAQUILLO,1552,B,0,,114,76,88,2,0,0,2,0,0,,,78,,,4,0,286
1,42,HOSTOTIPAQUILLO,1552,C,1,,111,58,76,2,0,0,0,0,2,,,60,,,10,0,259
1,42,HOSTOTIPAQUILLO,1553,B,0,,83,44,72,1,2,20,8,0,1,,,53,,,18,0,249
1,42,HOSTOTIPAQUILLO,1553,E,1,,26,20,156,0,0,0,4,0,0,,,24,,,14,2,222
1,42,HOSTOTIPAQUILLO,1553,E,2,,74,96,248,1,2,1,0,0,0,,,96,,,9,0,431
1,42,HOSTOTIPAQUILLO,1554,B,0,,46,26,133,9,0,1,0,0,0,,,26,,,7,0,222
1,42,HOSTOTIPAQUILLO,1555,B,0,,33,16,14,1,2,0,0,0,0,,,16,,,1,3,70
1,42,HOSTOTIPAQUILLO,1556,B,0,,31,37,96,0,0,0,0,1,0,,,37,,,3,0,168
1,42,HOSTOTIPAQUILLO,1557,B,0,,98,12,43,0,0,0,0,0,0,,,12,,,3,0,156
1,42,HOSTOTIPAQUILLO,1558,B,0,,57,31,85,1,1,1,0,0,0,,,31,,,8,3,187
1,42,HOSTOTIPAQUILLO,1558,E,1,,71,24,121,0,0,0,0,0,0,,,24,,,0,0,216
1,42,HOSTOTIPAQUILLO,1559,B,0,,99,29,41,0,0,0,0,0,0,,,29,,,2,0,171
1,42,HOSTOTIPAQUILLO,1560,B,0,,79,25,103,1,1,2,0,1,0,,,25,,,0,0,212
1,42,HOSTOTIPAQUILLO,1560,C,1,,80,12,96,4,1,0,0,2,0,,,12,,,7,7,209
1,43,HUEJÚCAR,1561,B,0,,140,13,111,0,88,0,1,0,0,,,14,,,9,0,362
1,43,HUEJÚCAR,1561,C,1,,119,16,136,0,112,0,1,0,0,,,17,,,4,0,388
1,43,HUEJÚCAR,1562,B,0,,164,13,135,0,129,0,1,1,14,,,28,,,8,0,465
1,43,HUEJÚCAR,1562,C,1,,141,25,121,0,179,1,0,0,0,,,25,,,8,0,475
1,43,HUEJÚCAR,1563,B,0,,67,28,95,1,102,0,0,1,1,,,29,,,11,0,306
1,43,HUEJÚCAR,1563,C,1,,88,23,86,3,106,1,0,0,1,,,24,,,4,0,312
1,43,HUEJÚCAR,1564,B,0,,171,59,38,5,82,0,2,0,0,,,61,,,2,0,359
1,43,HUEJÚCAR,1564,E,1,,87,21,35,1,43,0,0,0,0,,,21,,,3,0,190
1,43,HUEJÚCAR,1565,B,0,,96,68,30,2,57,1,0,0,0,,,68,,,8,0,262
1,43,HUEJÚCAR,1565,C,1,,60,97,55,1,76,1,0,0,0,,,97,,,5,0,295
1,44,HUEJUQUILLA EL ALTO,1566,B,0,,141,109,41,6,1,1,0,0,0,,,109,,,6,0,305
1,44,HUEJUQUILLA EL ALTO,1566,C,1,,155,91,44,3,0,0,0,0,2,,,93,,,5,0,300
1,44,HUEJUQUILLA EL ALTO,1566,C,2,,148,102,44,5,0,1,0,1,0,,,102,,,2,1,304
1,44,HUEJUQUILLA EL ALTO,1567,B,0,,174,99,39,3,3,0,1,0,0,,,100,,,7,0,326
1,44,HUEJUQUILLA EL ALTO,1567,C,1,,170,99,47,10,2,0,0,0,2,,,101,,,11,0,341
1,44,HUEJUQUILLA EL ALTO,1567,C,2,,189,97,45,9,1,0,0,0,0,,,97,,,3,0,344
1,44,HUEJUQUILLA EL ALTO,1568,B,0,,189,135,50,6,0,1,0,0,1,,,136,,,9,0,391
1,44,HUEJUQUILLA EL ALTO,1568,C,1,,215,104,41,10,0,0,1,0,0,,,105,,,9,3,383
1,44,HUEJUQUILLA EL ALTO,1569,B,0,,82,49,15,3,1,0,0,1,1,,,50,,,3,0,155
1,44,HUEJUQUILLA EL ALTO,1569,E,1,,108,100,29,3,1,0,0,0,3,,,103,,,4,0,248
1,44,HUEJUQUILLA EL ALTO,1570,B,0,,107,62,9,2,0,0,0,0,2,,,64,,,4,0,186
1,44,HUEJUQUILLA EL ALTO,1571,B,0,,27,59,11,7,0,0,0,0,1,,,60,,,2,0,107
1,44,HUEJUQUILLA EL ALTO,1572,B,0,,121,112,24,3,0,0,2,1,1,,,115,,,12,1,277
1,44,HUEJUQUILLA EL ALTO,1572,C,1,,109,135,14,4,2,1,0,0,1,,,136,,,8,0,274
1,44,HUEJUQUILLA EL ALTO,1572,E,1,,18,41,22,6,0,0,0,0,0,,,41,,,2,0,89
5,45,LA HUERTA,1573,B,0,,205,174,2,10,31,0,5,0,2,,,181,,,6,0,435
5,45,LA HUERTA,1573,C,1,,187,192,1,11,36,0,1,0,3,,,196,,,12,0,443
5,45,LA HUERTA,1574,B,0,,153,202,0,23,52,2,4,0,4,,,210,,,6,0,446
5,45,LA HUERTA,1574,C,1,,188,173,2,11,33,0,4,0,5,,,182,,,9,2,427
5,45,LA HUERTA,1575,B,0,,164,110,0,6,37,0,0,0,0,,,110,,,6,0,323
5,45,LA HUERTA,1575,C,1,,153,115,0,2,44,0,7,0,2,,,124,,,4,0,327
5,45,LA HUERTA,1576,B,0,,94,129,0,4,40,0,0,0,3,,,132,,,11,0,281
5,45,LA HUERTA,1577,B,0,,174,206,0,6,52,0,7,0,6,,,219,,,15,0,466
5,45,LA HUERTA,1578,B,0,,135,219,0,8,26,0,1,0,0,,,220,,,9,0,398
5,45,LA HUERTA,1578,C,1,,166,173,0,3,48,0,0,0,2,,,175,,,7,1,400
5,45,LA HUERTA,1579,B,0,,68,117,0,13,16,0,0,0,0,,,117,,,8,3,225
5,45,LA HUERTA,1580,B,0,,54,75,0,4,21,1,0,0,1,,,76,,,5,0,161
5,45,LA HUERTA,1580,E,1,,28,53,5,0,9,1,0,0,0,,,53,,,0,0,96
5,45,LA HUERTA,1581,B,0,,152,108,0,1,14,0,0,0,0,,,108,,,10,0,285
5,45,LA HUERTA,1582,B,0,,221,111,2,10,136,0,2,0,0,,,113,,,14,0,496
5,45,LA HUERTA,1582,C,1,,195,110,1,10,132,1,2,0,0,,,112,,,15,0,466
5,45,LA HUERTA,1583,B,0,,66,23,0,1,68,1,2,1,0,,,25,,,0,0,162
5,45,LA HUERTA,1584,B,0,,201,176,0,6,28,0,0,0,0,,,176,,,11,0,422
5,45,LA HUERTA,1585,B,0,,173,144,3,7,32,0,0,0,0,,,144,,,17,0,376
5,45,LA HUERTA,1585,C,1,,162,165,4,8,34,0,0,2,0,,,165,,,17,6,398
5,45,LA HUERTA,1586,B,0,,134,91,3,6,176,1,1,1,0,,,92,,,4,0,417
5,45,LA HUERTA,1587,B,0,,137,153,12,15,20,0,4,1,1,,,158,,,14,0,357
5,45,LA HUERTA,1587,C,1,,114,145,0,14,33,0,1,0,0,,,146,,,9,7,323
5,45,LA HUERTA,1587,C,2,,145,147,6,16,34,0,1,0,1,,,149,,,4,0,354
5,45,LA HUERTA,1588,B,0,,142,137,5,9,69,0,1,0,1,,,139,,,11,0,375
5,45,LA HUERTA,1588,C,1,,134,112,0,5,97,0,1,0,0,,,113,,,10,0,359
5,45,LA HUERTA,1589,B,0,,101,97,2,19,43,1,0,2,0,,,97,,,17,0,282
5,45,LA HUERTA,1589,C,1,,115,116,0,12,33,0,0,0,0,,,116,,,8,1,285
5,45,LA HUERTA,1589,C,2,,116,76,0,15,46,0,0,0,0,,,76,,,6,0,259
5,45,LA HUERTA,1590,B,0,,154,120,8,6,49,0,0,0,0,,,120,,,5,0,342
5,45,LA HUERTA,1590,C,1,,143,154,2,6,22,0,0,0,1,,,155,,,9,0,337
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1591,B,0,,121,195,2,3,150,0,1,0,4,,,200,,,16,1,493
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1591,C,1,,124,181,6,2,140,2,1,0,5,,,187,,,5,0,466
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1591,C,2,,159,193,3,2,95,0,1,0,6,,,200,,,13,2,474
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1592,B,0,,111,150,3,5,166,0,5,1,6,,,161,,,7,0,454
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1592,C,1,,90,187,5,3,138,0,3,0,6,,,196,,,8,0,440
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1592,C,2,,101,149,8,4,150,0,3,0,3,,,155,,,12,0,430
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1593,B,0,,129,172,2,7,111,2,5,0,3,,,180,,,6,0,437
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1593,C,1,,101,179,7,4,123,11,6,2,6,,,191,,,5,0,444
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1594,B,0,,88,160,18,15,64,2,8,0,3,,,171,,,21,9,388
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1594,C,1,,110,158,32,17,42,1,15,0,0,,,173,,,24,12,411
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1594,C,2,,88,141,24,9,44,0,16,0,1,,,158,,,12,12,347
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1595,B,0,,14,55,4,5,19,1,22,0,1,,,78,,,10,10,141
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1595,E,1,,80,174,4,7,117,2,9,0,3,,,186,,,10,0,406
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1595,E,1,1,107,212,1,5,118,0,0,0,0,,,212,,,8,0,451
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1596,B,0,,140,101,12,12,46,0,7,0,6,,,114,,,9,5,338
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1596,C,1,,159,111,12,9,33,0,14,0,3,,,128,,,25,6,372
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1596,C,2,,113,117,11,7,44,0,10,0,0,,,127,,,14,0,316
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1596,C,3,,141,128,10,8,45,2,8,0,0,,,136,,,11,5,358
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1597,B,0,,93,187,5,3,82,0,7,0,2,,,196,,,8,0,387
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1597,C,1,,78,156,2,8,89,0,13,0,6,,,175,,,11,0,363
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1597,C,2,,130,129,3,2,77,0,22,1,4,,,155,,,11,0,379
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1597,C,3,,62,165,1,9,83,0,26,1,8,,,199,,,7,1,363
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1598,B,0,,40,106,2,2,65,1,46,0,16,,,168,,,7,0,285
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1598,C,1,,50,111,4,2,72,0,42,0,7,,,160,,,12,0,300
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1599,B,0,,74,209,10,4,97,0,1,0,3,,,213,,,7,0,405
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1599,C,1,,107,170,7,2,107,1,5,0,3,,,178,,,11,0,413
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1600,B,0,,11,34,2,4,25,0,2,0,2,,,38,,,3,0,83
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1601,B,0,,133,234,4,3,99,0,0,0,0,,,234,,,14,0,487
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1601,C,1,,174,155,1,1,107,0,12,1,0,,,167,,,5,0,456
17,46,IXTLAHUACÁN DE LOS MEMBRILLOS,1601,E,1,,51,102,1,1,77,8,2,0,8,,,112,,,9,0,259
1,47,IXTLAHUACÁN DEL RÍO,1602,B,0,,75,47,7,3,125,72,1,0,0,,,48,,,8,1,339
1,47,IXTLAHUACÁN DEL RÍO,1602,C,1,,81,57,11,1,93,97,1,0,0,,,58,,,12,0,353
1,47,IXTLAHUACÁN DEL RÍO,1602,C,2,,64,73,16,2,113,80,0,1,1,,,74,,,10,0,360
1,47,IXTLAHUACÁN DEL RÍO,1603,B,0,,90,54,5,2,126,60,1,0,1,,,56,,,4,0,343
1,47,IXTLAHUACÁN DEL RÍO,1603,C,1,,53,53,14,0,88,95,0,0,1,,,54,,,10,0,314
1,47,IXTLAHUACÁN DEL RÍO,1604,B,0,,74,52,10,2,108,87,1,0,0,,,53,,,8,0,342
1,47,IXTLAHUACÁN DEL RÍO,1604,C,1,,82,46,13,1,104,74,1,0,1,,,48,,,11,0,333
1,47,IXTLAHUACÁN DEL RÍO,1604,C,2,,64,56,7,1,121,76,0,0,0,,,56,,,10,0,335
1,47,IXTLAHUACÁN DEL RÍO,1605,B,0,,77,56,14,1,88,70,4,0,1,,,61,,,8,0,319
1,47,IXTLAHUACÁN DEL RÍO,1605,C,1,,83,65,34,1,99,67,0,0,1,,,66,,,11,0,361
1,47,IXTLAHUACÁN DEL RÍO,1605,C,2,,91,92,18,0,117,56,2,0,1,,,95,,,8,0,385
1,47,IXTLAHUACÁN DEL RÍO,1606,B,0,,82,60,11,3,51,48,0,1,0,,,60,,,9,0,265
1,47,IXTLAHUACÁN DEL RÍO,1606,C,1,,67,53,4,1,53,89,1,0,1,,,55,,,6,0,275
1,47,IXTLAHUACÁN DEL RÍO,1607,B,0,,63,45,5,2,46,192,1,0,0,,,46,,,11,0,365
1,47,IXTLAHUACÁN DEL RÍO,1607,C,1,,48,53,6,6,40,189,0,0,0,,,53,,,13,0,355
1,47,IXTLAHUACÁN DEL RÍO,1608,B,0,,57,71,51,1,64,54,0,0,0,,,71,,,6,0,304
1,47,IXTLAHUACÁN DEL RÍO,1608,C,1,,66,89,50,1,51,63,1,0,0,,,90,,,13,0,334
1,47,IXTLAHUACÁN DEL RÍO,1609,B,0,,85,97,19,0,99,79,2,0,0,,,99,,,12,0,393
1,47,IXTLAHUACÁN DEL RÍO,1609,C,1,,68,105,23,3,89,82,1,3,1,,,107,,,11,0,386
1,47,IXTLAHUACÁN DEL RÍO,1609,C,2,,43,131,19,4,67,82,0,1,2,,,133,,,11,0,360
1,47,IXTLAHUACÁN DEL RÍO,1610,B,0,,156,49,11,1,31,46,0,0,2,,,51,,,5,0,301
1,47,IXTLAHUACÁN DEL RÍO,1610,C,1,,164,44,15,2,27,36,0,0,0,,,44,,,9,0,297
