CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,PAS,MORENA,ES,PAIS,PAN_PRD_MC_PAS,PAN_PRD_MC,PAN_PRD_PAS,PAN_MC_PAS,PRD_MC_PAS,PAN_PRD,PAN_MC,PAN_PAS,PRD_MC,PRD_PAS,MC_PAS,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,893,1,51,85,4,10,9,10,3,17,193,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,,,,,405,1,7,413,547
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,894,1,14,93,3,4,10,3,7,17,152,2,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,,,,,317,0,9,326,430
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,895,1,40,110,4,13,7,6,2,24,184,3,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,3,1,0,0,,,,,422,0,0,422,571
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,915,1,18,55,4,5,10,7,3,29,209,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,3,0,0,,,,,357,0,10,367,710
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,916,1,20,60,4,5,14,8,4,25,241,4,15,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,3,1,0,0,,,,,409,0,9,418,721
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,917,2,100,125,5,10,17,15,5,39,246,6,27,2,0,0,1,0,0,0,0,0,0,1,3,2,0,0,8,2,2,2,,,,,618,6,21,645,1034
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1206,5,56,333,12,28,49,26,7,90,646,13,32,3,1,0,0,0,1,0,0,0,0,1,12,2,1,0,14,6,16,3,,,,,1352,1,31,1384,3008
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1207,1,9,68,6,6,7,11,3,18,185,6,5,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,3,,,,,333,0,7,340,681
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1208,1,19,33,2,1,9,9,6,8,135,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,236,0,4,240,340
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1209,1,8,25,1,5,7,3,2,12,111,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,,,,,188,1,8,197,321
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1210,18,376,1216,78,121,197,112,79,454,3522,91,214,6,2,2,2,1,1,1,0,1,0,1,24,14,4,0,78,24,2,17,,,,,6640,17,157,6814,12968
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1211,1,15,46,3,2,8,5,2,15,122,3,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,,,,,238,0,9,247,449
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1212,1,14,59,5,3,6,1,1,15,154,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,,,,,284,0,16,300,470
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1213,1,8,43,7,7,8,3,1,12,93,0,4,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,1,,,,,195,0,5,200,333
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1214,2,63,225,10,13,22,14,7,66,389,13,31,0,1,0,0,0,0,0,0,0,0,1,4,1,3,0,9,2,0,2,,,,,876,1,14,891,1470
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1215,1,10,35,0,1,0,2,0,18,103,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,,,,,183,0,4,187,335
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1216,1,47,67,4,6,11,7,4,35,137,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,,,,,334,0,10,344,595
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1221,1,5,31,1,1,5,2,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,75,0,0,75,113
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1222,2,12,228,8,12,27,10,13,12,89,3,4,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,10,2,0,2,,,,,438,0,20,458,851
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1223,1,21,107,9,4,9,8,5,15,86,4,5,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,3,1,0,0,,,,,286,0,12,298,515
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1224,1,7,89,10,5,9,5,3,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,,,,,185,0,7,192,413
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1225,1,6,42,2,1,3,0,0,2,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,,,,,111,0,1,112,234
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1226,1,9,54,6,0,2,0,2,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,,,,,97,0,0,97,198
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1227,1,6,61,2,6,8,3,3,5,43,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,144,0,3,147,338
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1228,1,1,64,6,9,10,1,5,0,37,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,138,0,5,143,274
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1229,1,1,23,3,0,7,2,1,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,55,0,0,55,118
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1230,1,2,71,3,28,7,2,1,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,155,0,6,161,381
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1231,1,17,61,3,4,11,3,2,9,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,,,,,218,0,4,222,333
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1232,1,1,54,1,5,2,0,2,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,,,99,0,5,104,163
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1233,1,13,56,6,8,7,4,6,0,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,168,0,10,178,310
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1234,1,8,19,4,2,5,0,2,1,38,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,85,2,8,95,160
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1235,1,25,151,5,3,21,4,4,9,127,4,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,6,6,0,0,,,,,372,0,7,379,698
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1236,1,8,59,1,6,12,3,4,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,,,,,130,0,2,132,254
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1237,1,10,67,2,2,8,0,3,3,55,3,3,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,,,,,162,0,8,170,315
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1238,1,3,51,3,5,3,1,4,1,18,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,,,,,99,0,4,103,221
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1239,1,99,95,4,13,12,2,8,13,114,3,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,7,0,0,0,,,,,396,0,11,407,701
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1240,1,9,50,2,6,11,3,0,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,,,,,156,0,19,175,398
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1241,1,24,95,4,36,19,8,2,18,123,3,7,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,1,0,2,,,,,352,0,13,365,656
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1242,1,5,77,1,7,5,3,4,2,31,3,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,,,,,147,0,4,151,272
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1243,1,15,39,1,4,3,2,1,1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,101,0,3,104,222
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1255,2,28,175,7,14,12,5,13,15,224,6,3,0,2,0,0,0,0,0,0,0,0,0,10,8,0,1,5,1,2,0,,,,,531,0,32,563,967
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1256,1,6,36,1,1,4,1,3,4,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,126,0,5,131,240
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1257,1,11,74,4,6,14,3,4,17,112,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,5,0,,,,,259,0,8,267,457
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1258,1,11,39,5,5,2,1,4,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,,,,,117,2,2,121,276
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1259,1,1,41,1,4,7,1,3,6,43,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,,,,,116,0,8,124,365
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1260,4,24,157,12,11,23,16,13,60,257,12,54,0,0,0,0,0,1,0,0,0,0,1,3,5,1,1,2,3,4,4,,,,,664,0,28,692,1578
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1261,4,41,296,13,11,39,24,9,47,376,10,26,1,4,1,0,0,0,0,2,0,0,1,14,3,1,0,12,7,1,5,,,,,944,0,32,976,2437
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1262,2,19,119,4,5,12,6,3,25,174,1,5,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,6,1,0,0,,,,,386,0,10,396,879
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1278,1,16,53,4,5,22,7,4,11,107,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1,,,,,248,0,5,253,511
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1306,1,15,59,6,9,7,2,5,14,90,2,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,,,,,219,0,0,219,437
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1307,1,14,78,4,6,10,7,3,17,103,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,,,,,258,0,11,269,440
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1308,1,11,54,3,2,7,2,2,9,82,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,177,0,8,185,357
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1487,1,3,45,2,3,3,4,1,4,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,125,0,0,125,212
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1488,1,7,28,4,2,4,3,3,1,26,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,,,,,87,0,6,93,323
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1489,1,2,41,0,0,4,1,0,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,63,0,2,65,137
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1490,1,0,71,0,0,0,0,0,0,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,109,0,5,114,197
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1491,1,0,32,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,52,0,0,52,173
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1492,1,9,88,3,4,8,1,7,2,36,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,,,,,165,0,3,168,303
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1493,1,25,97,5,2,8,2,0,14,48,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,206,0,0,206,365
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1494,1,17,56,3,3,7,2,1,10,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,146,0,4,150,295
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1495,1,4,98,3,3,3,7,4,5,59,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,189,0,4,193,354
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1496,1,9,61,6,5,9,3,4,3,55,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,,,,,163,1,6,170,268
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1497,1,8,117,4,3,10,5,4,10,79,1,17,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,,,,,264,0,9,273,506
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1498,1,4,77,5,2,9,3,3,2,66,2,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,,,,181,0,6,187,366
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1499,1,5,28,5,3,11,1,0,0,32,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,,,,,93,0,2,95,141
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1500,1,7,101,3,6,7,1,4,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,177,0,0,177,461
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1501,1,13,58,6,5,11,1,0,3,92,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,193,0,0,193,313
1,25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1503,1,14,105,2,10,14,6,6,5,141,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,0,0,0,,,,,322,17,340,679,616
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,762,1,10,35,2,7,2,1,3,10,63,5,6,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,,,,,153,11,4,168,244
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,763,1,13,31,2,9,3,4,5,5,126,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,,,,,205,0,8,213,350
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,764,1,16,52,6,5,10,2,5,19,160,4,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,,,,,289,0,13,302,548
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,765,1,35,47,0,3,11,3,3,14,104,4,5,0,3,0,0,0,0,0,0,0,0,0,2,5,1,0,0,1,0,1,,,,,242,1,5,248,422
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,766,1,34,63,1,1,4,0,6,7,21,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,,,,,151,0,7,158,263
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,767,1,72,106,1,9,3,7,11,14,96,2,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,,,,,336,0,9,345,545
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,768,1,39,55,0,2,2,1,3,2,25,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,134,0,4,138,217
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,769,1,40,71,0,3,0,3,4,6,8,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,139,0,1,140,211
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,770,1,48,88,0,2,4,0,10,8,44,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,,,,,211,0,1,212,365
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,771,1,23,63,2,2,5,7,9,17,103,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,,,,,244,1,8,253,378
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,772,1,22,60,1,2,8,3,12,26,118,11,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,273,0,7,280,418
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,776,1,62,89,3,3,3,5,5,10,105,6,9,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,,,,,306,1,9,316,462
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,777,1,27,81,0,6,3,2,13,25,135,6,12,0,1,0,0,0,2,0,0,0,0,0,5,1,2,0,6,1,0,1,,,,,329,2,8,339,528
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,778,1,21,74,0,6,2,1,14,21,71,1,1,0,0,0,2,0,0,0,0,0,0,0,3,6,1,0,2,0,0,1,,,,,227,1,6,234,325
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,779,1,50,71,1,6,1,2,10,9,19,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,,,,174,0,2,176,294
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,780,1,57,91,1,4,2,2,6,8,28,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,,,,,208,0,3,211,376
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,781,1,31,50,7,6,3,4,3,3,56,2,3,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,,,,,176,4,3,183,316
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,782,1,31,54,1,3,1,3,4,13,62,1,3,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,,,,,183,0,2,185,302
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,783,1,13,25,2,3,0,1,8,4,38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,99,1,1,101,171
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,784,1,16,31,2,5,5,2,6,15,63,1,8,1,1,0,0,0,9,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,168,0,5,173,277
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,785,3,102,180,6,15,32,37,17,105,684,9,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,,,,,1206,4,40,1250,272
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,786,1,55,68,0,2,3,2,11,10,74,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,3,0,0,0,,,,,235,0,9,244,393
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,787,1,25,66,4,6,2,1,0,7,52,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,169,0,1,170,265
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,804,1,28,35,1,7,1,4,2,10,43,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,,,,139,0,4,143,205
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,805,1,48,62,1,5,0,5,4,11,78,2,6,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,,,,,231,0,6,237,390
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,806,1,29,58,0,9,9,2,8,5,101,3,8,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,1,0,,,,,246,0,10,256,393
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,807,1,25,43,3,11,4,0,2,9,54,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,,,,,160,0,7,167,272
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,808,1,17,28,0,3,6,1,5,7,48,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,121,0,4,125,252
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,810,1,43,59,3,8,5,1,4,18,75,2,6,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,,,,,234,0,8,242,383
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,811,1,9,18,0,1,3,0,3,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,77,0,2,79,115
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,812,1,7,22,0,1,4,2,4,4,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,,,,,102,0,1,103,170
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,813,1,19,33,2,3,6,4,11,14,72,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,,,,,172,0,0,172,280
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,814,1,6,26,1,4,3,1,4,4,44,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,0,,,,,108,0,5,113,169
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,815,1,13,20,2,2,2,1,3,7,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,82,0,2,84,147
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,816,1,6,14,0,1,3,3,3,7,36,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,78,0,2,80,107
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,817,1,13,42,2,3,3,3,5,9,51,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,138,0,6,144,222
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,818,1,12,34,2,3,3,1,5,11,63,4,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,,,,,148,0,5,153,257
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,819,1,15,44,1,8,5,2,3,17,78,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,188,0,9,197,304
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,846,1,24,50,2,4,5,3,12,20,89,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,,,217,0,4,221,437
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,849,1,11,35,3,4,0,1,2,12,69,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,,,,,149,0,4,153,246
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,850,1,29,56,4,5,7,3,16,22,124,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,,,,,279,0,8,287,450
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,851,1,10,35,1,3,8,1,1,17,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181,2,5,188,327
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,852,1,11,14,1,0,2,0,2,16,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,,,,,112,0,6,118,198
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,853,1,17,27,0,0,4,2,8,12,55,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,129,1,6,136,217
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,854,1,18,18,0,1,2,1,2,9,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,103,0,2,105,164
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,856,3,73,91,14,17,17,17,7,60,457,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,,,,,790,6,76,872,190
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,857,1,8,22,0,2,2,0,1,7,60,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,1,,,,,111,0,0,111,168
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,858,1,14,25,0,0,4,3,3,8,44,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,106,2,0,108,186
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,859,1,25,38,1,7,5,0,7,13,84,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,,,,,190,0,7,197,356
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,860,1,19,29,4,4,4,2,3,10,97,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,1,,,,,185,0,6,191,316
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,861,1,7,22,2,1,3,1,2,14,38,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,2,0,0,0,,,,,98,0,3,101,172
