uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
26001,1991,PRI,BALTAZAR DEGOLLADO DURON,0,,1
26001,1994,PAN,FRANCISCO FERNANDO TRIGUERAS DOMINGUEZ,PRI,,0.0099337748
26001,1997,PRI,REFUGIO TRUJILLO REAL,PAN,,0.0322580645
26001,2000,PAN,JESUS LUGO DURON,PRI,,0.1052631579
26001,2003,PAN,NOE HERRERA BORQUEZ,PRI,,0.3025477707
26001,2006,PRI_PNA,FRANCISCO MARIO HERRERA LOPEZ,PAN,,0.0013297872
26001,2009,PRI_PVEM,JOSE DAVID FIGUEROA VINDIOLA,PAN,,0.2153024911
26001,2012,PAN_PNA,PEDRO ARMANDO LUGO LOPEZ,PRI_PVEM,,0.1892523364
26001,2015,PRI_PVEM_PNA,JOSE JESUS SOUFFLE ENRIQUEZ,PAN,,0.0483602001
26001,2018,PRI_PVEM_PNA,CELIA NARES LOERA,PAN_PRD,PEDRO ARMANDO LUGO LOPEZ,0.0178571429
26001,2021,MC,RAFAEL TOBILLAS DURON LOPEZ,PT,RAFAEL TOBILLAS DURON LOPEZ,0.0032485111
26002,1991,PRI,BERNARDINO IBARROLA SERRANO,PAN,,0.1685973701
26002,1994,PAN,OSCAR OCHOA PATRON,PRI,,0.1768707483
26002,1997,PRI,VICENTE TERAN URIBE,PT,,0.232864193
26002,2000,PRI,IRMA VILLALOBOS RASCON DE TERAN,PAN,,0.4163995191
26002,2003,PAN,DAVID FIGUEROA ORTEGA,PRI,,0.0539109051
26002,2006,PRI_PNA,JOSE ANTONIO CUADRAS GARCIA,PAN,,0.1071331916
26002,2009,PSD,VICENTE TERAN URIBE,PAN,,0.1499757923
26002,2012,PRI_PVEM,IRMA VILLALOBOS RASCON DE TERAN,PAN_PNA,,0.3187856435
26002,2015,PAN,HECTOR DAVID RUBALCAVA GASTELUM,PRI_PVEM_PNA,,0.2199210362
26002,2018,PT_MORENA_PES,JESUS ALFONSO MONTAÑO DURAZO,PRI_PVEM_PNA,VICENTE TERAN URIBE,0.0863391272
26002,2021,MORENA,JESUS ALFONSO MONTAÑO DURAZO,PES,,0.074507983
26003,1991,PRI,JESUS BALDOMERO CORRAL VALENZUELA,PAN,,0.6597717546
26003,1994,PRI,MARCELINO ALFONSO VALENZUELA SALIDO,PAN,,0.1395226025
26003,1997,PRI,JOSE IRENE ALVAREZ RAMOS,PRD,,0.1250460179
26003,2000,PRI,JOSE JESUS CARBALLO MENDIVIL,PRD,,0.3584044918
26003,2003,PRI,DAVID RAMON CORRAL VALENZUELA,PAN,,0.2488741722
26003,2006,PRI_PNA,RUTH ACUÑA RASCON,PAN,,0.020884665
26003,2009,PAN,JOAQUIN NAVARRO QUIJADA,PRI_PVEM,,0.1511165494
26003,2012,PRI_PVEM,JOSE BENJAMIN ANAYA ROSAS,PAN_PNA,,0.2012436914
26003,2015,PRI_PVEM_PNA,AXEL OMAR SALAS HERNANDEZ,PAN,,0.1253682488
26003,2018,PRI_PVEM_PNA,VICTOR MANUEL BALDERRAMA CARDENAS,PAN_PRD,DAVID RAMON CORRAL VALENZUELA,0.1054630189
26003,2021,PAN_PRI_PRD,VICTOR MANUEL BALDERRAMA CARDENAS,MORENA,ROSARIO RAFAEL ENRIQUEZ CORRAL,0.038035897
26004,1991,PRI,MIGUEL ANGEL LOPEZ QUIROZ,PAN,,0.2834032355
26004,1994,PAN,JULIO CESAR MENDOZA URREA,PRI,,0.0805970149
26004,1997,PRI,DOMINGO PESQUEIRA BARCENAS,PRD,,0.0481154771
26004,2000,PRI,FRANCISCO GARCIA ATEN,PAS,,0.1663796073
26004,2003,PRI,FRANCISCO HERNANDEZ NEGRETE,PAS,,0.089773101
26004,2006,PRD_PT,FRANCISCO GARCIA ATEN,PAN,,0.0443098502
26004,2009,PAN,RAFAEL RIVERA VIDRIO,PRI_PVEM,,0.2506011221
26004,2012,PAN_PNA,MARTHA ELSA VIDRIO FEDERICO,PRD_PT_MC,,0.1271872552
26004,2015,PRI_PVEM_PNA,EVERARDO MARTINEZ DIAZ,PRD,,0.0782967033
26004,2018,PRI_PVEM_PNA,EVERARDO MARTINEZ DIAZ,PT_MORENA_PES,ANA LAURA ALTAMIRANO SALGADO,0.6363395927
26004,2021,MORENA,LUIS ANGEL VALENZUELA MENDIVIL,PAN_PRI_PRD,,0.2111563933
26005,1991,PRI,ARTURO OROZCO LUGO,0,,1
26005,1994,PRI,LUIS GUILLERMO CRUZ GARCIA,0,,1
26005,1997,PRI,SAMUEL OCAÑA GARCIA,0,,1
26005,2000,PRI,JESUS PEREZ LUGO,PRD,,0.1954674221
26005,2003,PRI,JACINTO LOPEZ BORJAS,PRD,,0.0668523677
26005,2006,PRI_PNA,RUBEN GARCIA MONTENEGRO,PAN,,0.0131894484
26005,2009,PAN,RAMON ANGEL FLORES ROBLES,PRI_PVEM,,0.1058315335
26005,2012,PAN_PNA,FAUSTO LORENZO CORDOVA BARRIOS,PRI_PVEM,,0.1878072763
26005,2015,PRI_PVEM_PNA,JOSE GUILLERMO FLORES GARCIA,PAN,,0.0896817743
26005,2018,PRI_PVEM_PNA,SAMUEL OCAÑA GARCIA,PAN_PRD,ARTEMISA LOPEZ CARRILLO,0.4122699387
26005,2021,PT,FRANCISCO FLORES ROBLES,PES,,0.0456730769
26006,1991,PRI,FRANCISCO GABRIEL SERRANO,0,,1
26006,1994,PRI,IGNACIO PESQUEIRA TAYLOR,PAN,,0.5477386935
26006,1997,PRI,JUAN MANUEL MONTIJO ORTIZ,PAN,,0.2335058215
26006,2000,PRI,FLAVIO ROMERO RUIZ,PAN,,0.099219621
26006,2003,PAN,ENRIQUE PESQUEIRA PELLAR,PRI,,0.1240478781
26006,2006,PAN,HECTOR ALVARADO MORALES,PRI_PNA,,0.0810055866
26006,2009,PAN,RAYMUNDO PESQUEIRA BUSTAMANTE,PRI_PVEM,,0.0489155515
26006,2012,PAN_PNA,VIDAL GUADALUPE VAZQUEZ CHACON,PRI_PVEM,,0.1039963669
26006,2015,PRI_PVEM_PNA,MARIO ALBERTO CASTRO ACOSTA,PAN,,0.1339550657
26006,2018,PRI_PVEM_PNA,LUCIA DE GUADALUPE SERRANO ACUÑA,MAS,ORLANDO SIQUEIROS MONTIJO,0.1697080292
26006,2021,MORENA,ALMA ISELA MEDINA MALDONADO,PAN_PRI_PRD,LUCIA DE GUADALUPE SERRANO ACUÑA,0.060268892
26007,1991,PRI,MANUEL GUILLERMO LOPEZ VALENZUELA,0,,1
26007,1994,PRI,LUIS ALBERTO URIAS REYNA,0,,1
26007,1997,PRI,DAGOBERTO ANGONIO GONZALEZ MARTINEZ,PRD,,0.1356382979
26007,2000,PRI,JOSEFINA HILDA CELAYA BEJARANO,PAN,,0.2237762238
26007,2003,PAN,OSCAR RAFAEL CELAYA URIAS,PRI,,0.1245136187
26007,2006,PAN,JESUS LUIS CELAYA GORTARI,PRI_PNA,,0.041958042
26007,2009,PAN,ANTONIO FEDERICO CELAYA URIAS,PRI_PVEM,,0.1262376238
26007,2012,PAN_PNA,CARLA ENETT CELAYA GORTARI,PRI_PVEM,,0.2018927445
26007,2015,MC,ANTONIO FEDERICO CELAYA URIAS,PRI,,0.0064935065
26007,2018,MC,ANTONIO FEDERICO CELAYA URIAS,PRI_PVEM_PNA,AURORA MUÑOZ CELAYA,0.0386206897
26007,2021,PAN_PRI_PRD,YOLANDA CASTAÑEDA QUEZADA,MORENA,,0.974522293
26008,1991,PRI,JOSE SOLIS VALENZUELA,PAN,,0.3558718861
26008,1994,PRI,MANUEL ELEAZAR BUSTAMANTE DOMINGUEZ,PAN,,0.0590163934
26008,1997,PRI,FRANCISCO TERAN VILLAESCUSA,PAN,,0.1195286195
26008,2000,PRI,TRINIDAD VILLAESCUSA SAMANIEGO,PAN,,0.28
26008,2003,PAN,JOAQUIN MORENO RUIZ,PRI,,0.076
26008,2006,PAN,JESUS FRANCISCO TERAN VALENCIA,PRI_PNA,,0.1825503356
26008,2009,PRI_PVEM,JOAQUIN JAIME MORENO,PRD,,0.1006134969
26008,2012,PAN_PNA,JUAN PABLO TERAN VALENCIA,PRD_PT_MC,,0.0347533632
26008,2015,MC,JOAQUIN JAIME MORENO,PRI_PVEM_PNA,,0.0055679287
26008,2018,PT_MORENA_PES,MANUEL MARIA MADRID GALAZ,PRI_PVEM_PNA,ROSA ELENA VILLAESCUSA PALOMINO,0.1436114044
26008,2021,PT,LUIS ALFONSO SIERRA VILLAESCUSA,PAN_PRI_PRD,,0.0232067511
26009,1991,PRI,GUADALUPE AURELIO PARRA DUARTE,PAN,,0.3709401709
26009,1994,PRI,ROGELIO CORONADO QUINTANA,PAN,,0.2478920742
26009,1997,PRI,RICARDO RIVERA GALINDO,PAN,,0.0863422292
26009,2000,PRI,TERESA MONGE ESQUER,PRD,,0.3944223108
