uniqueid,year,incumbent_party_Horacio
26001,1994,PAN
26001,1997,PRI
26001,2000,PAN
26001,2003,PAN
26001,2006,PRI_PANAL
26001,2009,PRI_PVEM_PANAL
26001,2012,PAN_PANAL
26001,2015,PRI_PVEM_PANAL
26001,2018,NA
26002,1994,PAN
26002,1997,PRI
26002,2000,PRI
26002,2003,PAN
26002,2006,PRI_PANAL
26002,2009,PSD
26002,2012,PRI_PVEM
26002,2015,PAN
26002,2018,NA
26003,1994,PRI
26003,1997,PRI
26003,2000,PRI
26003,2003,PRI
26003,2006,PRI_PANAL
26003,2009,PAN
26003,2012,PRI_PVEM
26003,2015,PRI_PVEM_PANAL
26003,2018,NA
26004,1994,PAN
26004,1997,PRI
26004,2000,PRI
26004,2003,PRI
26004,2006,PRD_PT
26004,2009,PAN
26004,2012,PAN_PANAL
26004,2015,PRI_PVEM_PANAL
26004,2018,NA
26005,1994,PRI
26005,1997,PRI
26005,2000,PRI
26005,2003,PRI
26005,2006,PRI_PANAL
26005,2009,PAN
26005,2012,PAN_PANAL
26005,2015,PRI_PVEM_PANAL
26005,2018,NA
26006,1994,PRI
26006,1997,PRI
26006,2000,PRI
26006,2003,PAN
26006,2006,PAN
26006,2009,PAN
26006,2012,PAN_PANAL
26006,2015,PRI_PVEM_PANAL
26006,2018,NA
26007,1994,PRI
26007,1997,PRI
26007,2000,PRI
26007,2003,PAN
26007,2006,PAN
26007,2009,PAN
26007,2012,PAN_PANAL
26007,2015,MC
26007,2018,NA
26008,1994,PRI
26008,1997,PRI
26008,2000,PRI
26008,2003,PAN
26008,2006,PAN
26008,2009,PRI_PVEM_PANAL
26008,2012,PAN_PANAL
26008,2015,MC
26008,2018,NA
26009,1994,PRI
26009,1997,PRI
26009,2000,PRI
26009,2003,PAN
26009,2006,PRI_PANAL
26009,2009,PRI_PVEM_PANAL
26009,2012,NA
26009,2015,PVEM
26009,2018,NA
26010,1994,PRI
26010,1997,PRI
26010,2000,PRI
26010,2003,PRI
26010,2006,PAN
26010,2009,PAN
26010,2012,PAN_PANAL
26010,2015,PAN
26010,2018,NA
26011,1994,PRI
26011,1997,PRI
26011,2000,PRD
26011,2003,PRD
26011,2006,PAN
26011,2009,PRI_PVEM_PANAL
26011,2012,PRI_PVEM
26011,2015,PRI_PVEM_PANAL
26011,2018,NA
26012,1994,PRI
26012,1997,PRD
26012,2000,PRD
26012,2003,PRD
26012,2006,PRD_PT
26012,2009,PAN
26012,2012,PRI_PVEM
26012,2015,PRD
26012,2018,NA
26013,1994,PRI
26013,1997,PRI
26013,2000,PRI
26013,2003,PAN
26013,2006,PAN
26013,2009,PAN
26013,2012,PAN_PANAL
26013,2015,PRI_PVEM_PANAL
26013,2018,NA
26014,1994,PRI
26014,1997,PAN
26014,2000,PAN
26014,2003,PRI
26014,2006,PAN
26014,2009,PAN
26014,2012,PRI_PVEM
26014,2015,PAN
26014,2018,NA
26015,1994,PRI
26015,1997,PRI
26015,2000,PRI
26015,2003,PAN
26015,2006,PAN
26015,2009,PRI_PVEM_PANAL
26015,2012,PRI_PVEM
