ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PRD,PAN_PRD_PT,PAN_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PH,PRI_ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_ES,PRI_NVA_ALIANZA_ES,PRI_PH_ES,PRI_PVEM_NVA_ALIANZA_PH,PRI_PVEM_NVA_ALIANZA_ES,PRI_PVEM_PH_ES,PRI_NVA_ALIANZA_PH_ES,PRI_PVEM_NVA_ALIANZA_PH_ES,PRD_PT,PRD_PT_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
31,YUCATAN,1,ABALA,6,10,1594,,,623,,0,0,0,,,,,,,,,,,,,1829,,,,,,39,,,,0,4085,28,4113,4562,0.9015
31,YUCATAN,2,ACANCEH,7,18,1951,,236,112,0,0,3655,71,,,,,,,,,,,,,2538,,,,,,,,527,,0,9090,160,9303,10999,0.8409
31,YUCATAN,3,AKIL,5,13,866,,2514,,0,1,,0,,,,,,,,,,,,,,,,,,2697,,,,,0,6078,70,6148,7492,0.8206
31,YUCATAN,4,BACA,5,7,512,,,72,,0,1123,32,0,,,,,,,,1983,,,,,,,,,,6,,,,0,3728,34,3762,4307,0.8734
31,YUCATAN,5,BOKOBA,2,4,213,,532,,0,0,,0,,,,,,,,,,,,,,,,,,1003,,,,,0,1748,12,1760,1941,0.9067
31,YUCATAN,6,BUCTZOTZ,6,12,2851,,0,,0,0,,48,,,,,,,,,,,,,,,,,,2700,,,,,0,5599,49,5652,6524,0.8661
31,YUCATAN,7,CACALCHEN,4,9,1876,,435,,0,0,,0,,,,,,,,,,,,,,,,,,2104,,,,,1,4416,49,4465,5307,0.8413
31,YUCATAN,8,CALOTMUL,4,6,1298,,0,,0,0,,0,,,,,,,,,,,,,,,,,,1582,,,,,0,2880,18,2898,3210,0.9028
31,YUCATAN,9,CANSAHCAB,6,9,1164,,149,,0,120,353,0,,,,,,,,,,,,,,,,1231,,,,,,,0,3017,18,3035,3571,0.8499
31,YUCATAN,10,CANTAMAYEC,3,4,821,,0,27,0,0,,0,0,,,,,,,,,,,697,,,,,,,,,,,0,1545,6,1551,1673,0.927
31,YUCATAN,11,CELESTUN,4,9,,,,39,,3,,0,,,,1892,,,,,,,,,,,,,2254,,,,,,0,4188,65,4253,4927,0.8632
31,YUCATAN,12,CENOTILLO,5,7,1050,,0,,0,0,,0,,,,,,,,,,,,,,,,,,1494,,,,,0,2544,15,2559,3045,0.8403
31,YUCATAN,13,CONKAL,6,14,2633,,0,271,0,0,,60,,,,,,,,,,,,,,,,,2616,,,,,,1,5581,82,5663,7330,0.7725
31,YUCATAN,14,CUNCUNUL,2,3,463,,0,,0,0,,58,,,,,,,,,,,,,,,,,,755,,,,,0,1276,8,1284,1357,0.9462
31,YUCATAN,15,CUZAMA,3,6,1006,,675,,0,0,,0,0,0,,,,,,,,1336,,,,,,,,,,,,,0,3017,47,3064,3573,0.8575
31,YUCATAN,16,CHACSINKIN,1,3,786,,0,,0,0,,0,0,,,,,,,,,,,,,,1055,,,,,,,,0,1841,10,1851,1962,0.9434
31,YUCATAN,17,CHANKOM,4,8,1209,,,,,0,,0,,,,,,,,,,,,,,,,,,1877,3,,,,0,3089,11,3100,3344,0.927
31,YUCATAN,18,CHAPAB,3,6,1237,,0,,0,0,5,0,,,,,,,,,,,,,,,,1292,,,,,,,0,2534,20,2555,2894,0.8828
31,YUCATAN,19,CHEMAX,13,34,8775,,62,,0,0,124,88,,,,,,,,,,,,,,,,8492,,,,,,,5,17546,148,17697,19879,0.8902
31,YUCATAN,20,CHICXULUB PUEBLO,2,5,1357,,0,,0,2,,0,21,,,,,,,,,,,,,,1365,,,,,,,,0,2745,28,2773,3111,0.8913
31,YUCATAN,21,CHICHIMILA,6,10,2150,,23,,0,12,,18,,,,,,,,,,,,,,,,,,2796,,,,,0,4999,27,5026,5541,0.907
31,YUCATAN,22,CHIKINDZONOT,3,5,1136,,0,,0,0,,0,,,,,,,,,,,,,,,,,,1419,,,,,0,2555,1,2556,2828,0.9038
31,YUCATAN,23,CHOCHOLA,3,6,1156,,0,,0,0,0,0,0,0,,,,1789,,,,,,,,,,,,,,,,,0,2945,47,2992,3403,0.8792
31,YUCATAN,24,CHUMAYEL,2,4,1065,,0,,0,0,,0,0,,,,,,,,,,,,,,1186,,,,,,,,0,2251,5,2256,2481,0.9093
31,YUCATAN,25,DZAN,2,6,1364,,,,,0,,1,,,,,,,,,,,,,,,,,,985,897,,,,0,3247,30,3279,3674,0.8924
31,YUCATAN,26,DZEMUL,3,6,1379,,0,,0,0,,0,0,,,,,,,,,,,,,,1291,,,,,,,,0,2670,17,2687,2984,0.9004
31,YUCATAN,27,DZIDZANTUN,5,12,2703,,0,,0,0,,154,,,,,,,,,,,,,,,,,,2347,,,,,0,5204,52,5256,6338,0.8294
31,YUCATAN,28,DZILAM BRAVO,2,4,763,,0,,0,0,,0,,,,,,,,,,,,,,,,,,1005,,,,,0,1768,18,1786,2029,0.8802
31,YUCATAN,29,DZILAM GONZALEZ,5,10,1645,,0,,0,5,,45,,0,,,,,,,,,,,,,2314,,,,,,,,0,4009,47,4057,4573,0.8845
31,YUCATAN,30,DZITAS,4,5,1246,,,,,0,,0,,,,,,,,,,,,,,,,,,1203,12,,,,0,2461,7,2468,2725,0.9056
31,YUCATAN,31,DZONCAUICH,3,5,1191,,0,,0,1,,6,,,,,,,,,,,,,,,,,,1360,,,,,0,2558,4,2562,2853,0.898
31,YUCATAN,32,ESPITA,8,17,3498,,0,142,0,352,,22,0,165,,,,,3977,,,,,,,,,,,,,,,,0,8156,90,8246,9851,0.837
31,YUCATAN,33,HALACHO,10,24,4937,,,1910,,0,,161,,,,,,,,,,,,,,,,,5145,,182,,,,0,12335,129,12464,14022,0.8888
31,YUCATAN,34,HOCABA,5,9,1240,,404,78,76,0,74,21,,,,,,,,,,,,,1759,,,,,,,,,,0,3652,51,3703,4394,0.8427
31,YUCATAN,35,HOCTUN,5,9,185,,1925,,0,0,,2,,,,,,,,,,,,,,,,,,1810,,,,,0,3922,29,3951,4529,0.8725
31,YUCATAN,36,HOMUN,6,10,216,,1130,,0,1,,16,0,,,,,,,,,,,,,,3293,,,,,,,,0,4656,156,4812,5501,0.8747
31,YUCATAN,37,HUHI,4,7,1591,,11,,0,0,0,0,0,0,,,,1650,,,,,,,,,,,,,,,,,0,3252,18,3270,3756,0.8706
31,YUCATAN,38,HUNUCMA,15,37,6671,,625,2908,1,1,561,213,17,,,,,,,,5447,,,,,,,,,,,,,,0,16444,225,16676,21928,0.7604
31,YUCATAN,39,IXIL,2,4,1140,,0,,0,0,,69,0,0,,,,,,,,1190,,,,,,,,,,,,,0,2399,24,2423,2821,0.8589
31,YUCATAN,40,IZAMAL,15,33,7403,,0,,0,27,,90,,,,,,,,,,,,,,,,,,8221,,,,,2,15743,242,15993,18869,0.8475
31,YUCATAN,41,KANASIN,20,85,10030,,,,,482,,860,,,,,,,,,,,,,,,,,,16359,1614,,,,19,29364,1215,30578,57202,0.5345
31,YUCATAN,42,KANTUNIL,3,6,1341,,,,,0,,10,,,,,,,,,,,,,,,,,,1306,636,,,,0,3293,45,3338,3872,0.862
31,YUCATAN,43,KAUA,1,3,879,,0,,0,0,,59,,,,,,,,,,,,,,,,,,1042,,,,,0,1980,5,1985,2101,0.9419
31,YUCATAN,44,KINCHIL,4,8,1320,,,151,,0,943,0,,,,,,,,,,,,,1787,,,,,,43,,,,1,4245,60,4305,4800,0.8968
31,YUCATAN,45,KOPOMA,2,4,116,,1,,0,0,,0,0,,,,,,,,,,,,,,1353,,,,,,,,0,1470,43,1524,1922,0.7929
31,YUCATAN,46,MAMA,2,4,145,,921,,0,0,0,0,0,,,,,,,,,,1111,,,,,,,,,,,,0,2177,22,2199,2423,0.7872
31,YUCATAN,47,MANI,3,8,2117,,0,,0,0,,0,,,,,,,,,,,,,,,,,,1502,,,,,0,3619,23,3642,4062,0.8966
31,YUCATAN,48,MAXCANU,12,27,343,,,5623,,1,52,187,,174,,,,,,5554,,,,,,,,,,,105,,,,0,12039,307,12346,15720,0.7861
31,YUCATAN,49,MAYAPAN,2,4,996,,0,,0,0,,0,0,,,,,,,,,,,,,,1147,,,,,,,,0,2143,6,2149,2250,0.9551
