CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PRD,PAN_PRD_PT,PAN_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PH,PRI_ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_ES,PRI_NVA_ALIANZA_ES,PRI_PH_ES,PRI_PVEM_NVA_ALIANZA_PH,PRI_PVEM_NVA_ALIANZA_ES,PRI_PVEM_PH_ES,PRI_NVA_ALIANZA_PH_ES,PRI_PVEM_NVA_ALIANZA_PH_ES,PRD_PT,PRD_PT_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
,31,YUCATAN,6,KANASIN,41,KANASIN,215,B,127,193,27,12,2,10,6,9,0,0,,,,,,,,,,,,,,,,0,0,,,,0,386,9,395,746,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,215,C01,104,178,23,11,0,2,3,16,0,0,,,,,,,,,,,,,,,,0,0,,,,0,337,24,361,745,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,215,C02,106,185,27,18,3,4,6,15,0,0,,,,,,,,,,,,,,,,0,0,,,,0,364,20,384,745,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,216,B,95,195,20,9,3,8,5,15,0,0,,,,,,,,,,,,,,,,0,0,,,,0,350,29,379,641,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,217,B,109,168,19,4,1,8,1,13,0,0,,,,,,,,,,,,,,,,0,0,,,,0,323,15,338,732,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,217,C01,126,185,25,8,2,2,0,6,0,0,,,,,,,,,,,,,,,,0,0,,,,1,354,17,372,732,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,217,C02,128,169,14,7,0,6,5,13,0,0,,,,,,,,,,,,,,,,0,0,,,,0,342,14,356,732,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,217,C03,82,194,16,15,3,2,1,16,0,0,,,,,,,,,,,,,,,,0,0,,,,0,329,13,342,732,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,217,C04,109,162,17,18,4,10,5,9,0,0,,,,,,,,,,,,,,,,0,0,,,,0,334,11,345,731,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,217,C05,101,178,15,0,0,0,0,12,0,0,,,,,,,,,,,,,,,,0,0,,,,1,306,26,333,731,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,217,C06,92,177,14,10,1,8,1,11,0,0,,,,,,,,,,,,,,,,0,0,,,,0,314,20,334,731,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,217,C07,133,164,21,13,2,14,0,9,0,0,,,,,,,,,,,,,,,,0,0,,,,1,356,4,361,731,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,218,B,91,144,26,8,5,10,4,8,0,0,,,,,,,,,,,,,,,,0,0,,,,0,296,21,317,685,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,218,C01,102,161,27,10,5,5,1,15,0,0,,,,,,,,,,,,,,,,0,0,,,,0,326,11,337,685,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,218,C02,117,165,19,2,3,6,2,9,0,0,,,,,,,,,,,,,,,,0,0,,,,0,323,24,347,685,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,218,C03,100,138,25,10,5,10,4,12,0,0,,,,,,,,,,,,,,,,0,0,,,,0,304,18,322,685,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,218,C04,95,183,20,14,4,4,6,13,0,0,,,,,,,,,,,,,,,,0,0,,,,0,339,14,353,685,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,218,C05,106,154,17,9,2,9,4,11,0,0,,,,,,,,,,,,,,,,0,0,,,,0,312,12,324,685,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,218,C06,99,141,27,12,6,2,7,11,0,0,,,,,,,,,,,,,,,,0,0,,,,0,305,19,324,684,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,219,B,92,166,9,9,2,9,3,13,0,0,,,,,,,,,,,,,,,,0,0,,,,0,303,14,317,658,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,219,C01,102,161,7,20,1,6,8,26,0,0,,,,,,,,,,,,,,,,0,0,,,,0,331,17,348,658,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,219,C02,103,173,10,16,3,7,3,6,0,0,,,,,,,,,,,,,,,,0,0,,,,0,321,13,334,658,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,219,C03,102,148,8,18,2,6,3,14,0,0,,,,,,,,,,,,,,,,0,0,,,,0,301,16,317,658,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,219,C04,100,135,4,12,4,3,3,15,0,0,,,,,,,,,,,,,,,,0,0,,,,1,276,26,303,657,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,219,C05,92,138,10,15,6,10,3,17,0,0,,,,,,,,,,,,,,,,0,0,,,,0,291,13,304,657,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,220,B,86,127,12,8,0,9,5,11,0,0,,,,,,,,,,,,,,,,0,0,,,,0,258,26,284,745,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,220,C01,111,114,13,6,3,6,4,12,0,0,,,,,,,,,,,,,,,,0,0,,,,0,269,13,282,744,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,220,C02,83,117,17,6,3,8,2,10,0,0,,,,,,,,,,,,,,,,0,0,,,,1,246,13,260,744,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,220,C03,117,130,14,4,1,4,5,10,0,0,,,,,,,,,,,,,,,,0,0,,,,1,285,7,293,744,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,220,C04,91,141,15,3,1,3,4,5,0,0,,,,,,,,,,,,,,,,0,0,,,,0,263,11,274,744,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,220,C05,76,122,12,7,2,3,4,14,0,0,,,,,,,,,,,,,,,,0,0,,,,1,240,12,253,744,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,220,C06,92,160,12,8,3,8,4,11,0,0,,,,,,,,,,,,,,,,0,0,,,,0,298,10,308,744,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,220,C07,70,123,21,4,2,7,1,17,0,0,,,,,,,,,,,,,,,,0,0,,,,1,245,17,263,744,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,220,C08,99,135,17,8,1,8,4,12,0,0,,,,,,,,,,,,,,,,0,0,,,,0,284,10,294,744,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,221,B,108,203,3,1,0,0,1,10,0,0,,,,,,,,,,,,,,,,0,0,,,,0,326,10,336,429,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,222,B,104,277,19,4,3,3,7,4,0,0,,,,,,,,,,,,,,,,0,0,,,,0,421,15,436,537,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,223,B,143,143,15,8,1,6,3,13,0,0,,,,,,,,,,,,,,,,0,0,,,,0,332,16,348,652,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,223,C01,156,149,8,9,2,4,4,10,0,0,,,,,,,,,,,,,,,,0,0,,,,0,342,12,354,652,Acta casilla,,,
,31,YUCATAN,6,KANASIN,41,KANASIN,223,C02,160,136,10,9,4,4,3,10,0,0,,,,,,,,,,,,,,,,0,0,,,,0,336,23,359,652,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,224,B,164,253,104,6,1,0,3,3,0,0,,,,,,,,,,,,,,,,0,0,,,,0,534,10,544,640,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,224,C01,184,230,113,4,3,0,1,3,0,0,,,,,,,,,,,,,,,,0,0,,,,0,538,6,544,640,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,225,B,206,200,91,3,1,0,1,0,0,0,,,,,,,,,,,,,,,,0,0,,,,0,502,8,510,597,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,225,C01,205,229,72,0,2,0,1,4,0,0,,,,,,,,,,,,,,,,0,0,,,,0,513,7,520,597,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,226,B,262,186,132,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,0,586,10,596,699,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,226,C01,320,183,109,3,5,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,0,620,4,624,699,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,43,KAUA,227,B,312,320,0,0,0,0,0,17,0,0,,,,,,,,,,,,,,,,6,,,,,0,655,4,659,701,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,43,KAUA,227,C01,273,361,0,1,0,0,0,20,0,0,,,,,,,,,,,,,,,,3,,,,,0,658,1,659,700,Acta casilla,,,
,31,YUCATAN,15,IZAMAL,43,KAUA,227,C02,294,343,0,1,0,0,0,22,0,0,,,,,,,,,,,,,,,,1,,,,,0,661,0,661,700,Acta casilla,,,
,31,YUCATAN,8,UMAN,44,KINCHIL,228,B,183,271,14,26,1,0,133,0,0,0,,,,,,,,,,,0,,,,,,0,,,,0,628,8,636,731,Acta casilla,,,
,31,YUCATAN,8,UMAN,44,KINCHIL,229,B,157,217,5,27,1,0,147,0,0,0,,,,,,,,,,,0,,,,,,0,,,,0,554,9,563,627,Acta casilla,,,
,31,YUCATAN,8,UMAN,44,KINCHIL,229,C01,187,209,5,24,1,0,130,0,0,0,,,,,,,,,,,0,,,,,,0,,,,0,556,10,566,626,Acta casilla,,,
,31,YUCATAN,8,UMAN,44,KINCHIL,229,C02,180,234,2,12,0,0,129,0,0,0,,,,,,,,,,,0,,,,,,0,,,,0,557,8,565,626,Acta casilla,,,
,31,YUCATAN,8,UMAN,44,KINCHIL,230,B,174,235,1,21,0,0,164,0,0,0,,,,,,,,,,,0,,,,,,0,,,,0,595,12,607,666,Acta casilla,,,
,31,YUCATAN,8,UMAN,44,KINCHIL,230,C01,221,215,4,27,1,0,114,0,0,0,,,,,,,,,,,0,,,,,,0,,,,1,582,6,589,666,Acta casilla,,,
,31,YUCATAN,8,UMAN,44,KINCHIL,230,C02,192,275,6,10,0,0,104,0,0,0,,,,,,,,,,,0,,,,,,0,,,,0,587,6,593,665,Acta casilla,,,
,31,YUCATAN,8,UMAN,44,KINCHIL,231,B,26,131,2,4,0,0,22,0,0,0,,,,,,,,,,,0,,,,,,0,,,,0,185,1,186,193,Acta casilla,,,
,31,YUCATAN,13,TICUL,45,KOPOMA,232,B,27,358,1,5,0,0,3,0,0,0,,,,,,,,,,,,,2,,,,,,,,0,396,9,405,533,Acta casilla,,,
,31,YUCATAN,13,TICUL,45,KOPOMA,232,C01,33,346,0,5,0,0,2,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,386,14,400,532,Acta casilla,,,
,31,YUCATAN,13,TICUL,45,KOPOMA,232,C02,35,376,0,3,0,0,4,0,0,0,,,,,,,,,,,,,1,,,,,,,,0,419,13,432,532,Acta casilla,,,
,31,YUCATAN,13,TICUL,45,KOPOMA,233,B,21,237,0,6,0,0,1,0,0,0,,,,,,,,,,,,,2,,,,,,,,0,267,9,276,325,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,46,MAMA,234,B,25,213,219,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,0,457,2,459,507,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,46,MAMA,234,C01,13,222,232,3,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,0,470,3,473,506,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,46,MAMA,235,B,65,335,225,2,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,0,627,7,634,705,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,46,MAMA,235,C01,42,333,245,3,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,0,623,10,633,705,Acta casilla,,,
,31,YUCATAN,13,TICUL,47,MANI,236,B,250,198,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,0,451,1,452,502,Acta casilla,,,
,31,YUCATAN,13,TICUL,47,MANI,236,C01,275,160,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,435,2,437,502,Acta casilla,,,
,31,YUCATAN,13,TICUL,47,MANI,236,C02,254,202,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,456,1,457,502,Acta casilla,,,
,31,YUCATAN,13,TICUL,47,MANI,237,B,318,212,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,530,8,538,597,Acta casilla,,,
,31,YUCATAN,13,TICUL,47,MANI,237,C01,279,241,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,0,521,2,523,597,Acta casilla,,,
,31,YUCATAN,13,TICUL,47,MANI,237,C02,280,255,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,535,6,541,597,Acta casilla,,,
,31,YUCATAN,13,TICUL,47,MANI,238,B,228,120,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,0,348,1,349,383,Acta casilla,,,
,31,YUCATAN,13,TICUL,47,MANI,238,C01,233,108,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,,,,,0,343,2,345,382,Acta casilla,,,
,31,YUCATAN,13,TICUL,48,MAXCANU,239,B,25,225,8,253,0,0,2,11,0,0,,,,,,0,,,,,,,,,,,0,,,,0,524,11,535,668,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,239,C01,15,269,4,249,0,0,1,3,0,0,,,,,,0,,,,,,,,,,,0,,,,0,541,17,558,667,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,239,C02,17,227,3,253,2,0,1,4,0,0,,,,,,2,,,,,,,,,,,0,,,,0,509,4,513,667,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,240,B,7,212,3,275,1,0,2,16,0,4,,,,,,0,,,,,,,,,,,0,,,,0,520,10,530,718,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,240,C01,19,253,1,281,2,0,2,4,0,1,,,,,,1,,,,,,,,,,,0,,,,0,564,7,571,717,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,241,B,19,184,2,220,2,0,0,10,0,0,,,,,,0,,,,,,,,,,,0,,,,1,437,11,449,533,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,241,C01,20,167,0,222,0,0,4,10,0,0,,,,,,0,,,,,,,,,,,0,,,,0,424,9,433,533,Grupo de Recuento,Anulada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,242,B,16,228,19,290,9,0,0,9,0,0,,,,,,0,,,,,,,,,,,2,,,,0,573,11,584,742,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,242,C01,20,268,3,262,3,0,2,5,0,1,,,,,,1,,,,,,,,,,,0,,,,0,565,2,567,741,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,243,B,23,178,2,215,2,0,3,20,0,0,,,,,,0,,,,,,,,,,,0,,,,0,443,8,451,555,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,243,C01,15,196,5,182,2,0,0,17,0,2,,,,,,2,,,,,,,,,,,0,,,,0,421,9,430,555,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,243,C02,20,173,3,207,1,0,2,12,0,3,,,,,,0,,,,,,,,,,,0,,,,0,421,10,431,554,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,244,B,8,252,0,322,1,0,2,21,0,2,,,,,,0,,,,,,,,,,,0,,,,0,608,13,621,778,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,244,C01,17,217,10,307,4,0,1,17,0,0,,,,,,0,,,,,,,,,,,0,,,,0,573,14,587,700,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,244,C02,16,223,0,252,3,0,2,15,0,0,,,,,,0,,,,,,,,,,,0,,,,0,511,10,521,700,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,245,B,8,220,0,150,0,0,15,5,0,0,,,,,,0,,,,,,,,,,,0,,,,0,398,21,419,477,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,245,E01,4,136,0,114,0,0,1,0,0,2,,,,,,2,,,,,,,,,,,0,,,,0,259,10,269,415,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,245,E01C01,4,156,0,121,0,0,2,0,0,2,,,,,,0,,,,,,,,,,,2,,,,0,287,17,304,414,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,246,B,13,379,4,210,1,0,1,4,0,7,,,,,,0,,,,,,,,,,,0,,,,0,619,12,631,721,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,246,E01,21,221,0,143,1,0,1,0,0,10,,,,,,0,,,,,,,,,,,0,,,,0,397,10,407,466,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,247,B,8,221,0,169,0,0,1,0,0,56,,,,,,0,,,,,,,,,,,0,,,,0,455,12,467,528,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,247,C01,5,217,0,169,0,0,4,1,0,61,,,,,,0,,,,,,,,,,,0,,,,0,457,9,466,527,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,248,B,7,132,0,144,0,0,2,2,0,10,,,,,,0,,,,,,,,,,,0,,,,0,297,20,317,371,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,249,B,4,154,0,179,2,0,1,2,0,2,,,,,,0,,,,,,,,,,,0,,,,0,344,11,355,413,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,249,C01,5,196,0,167,0,0,2,1,0,3,,,,,,0,,,,,,,,,,,0,,,,0,374,5,379,413,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,250,B,18,199,0,249,1,0,1,7,0,0,,,,,,0,,,,,,,,,,,0,,,,0,475,27,502,574,Grupo de Recuento,Modificada,,
,31,YUCATAN,13,TICUL,48,MAXCANU,250,C01,9,218,1,240,0,1,1,1,0,8,,,,,,0,,,,,,,,,,,0,,,,0,479,16,495,573,Grupo de Recuento,Modificada,,
,31,YUCATAN,14,TIXKOKOB,49,MAYAPAN,252,B,214,179,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,393,3,396,411,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,49,MAYAPAN,252,C01,228,162,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,0,391,0,391,411,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,49,MAYAPAN,253,B,277,410,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,687,1,688,714,Acta casilla,,,
,31,YUCATAN,14,TIXKOKOB,49,MAYAPAN,253,C01,277,394,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,0,672,2,674,714,Acta casilla,,,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,B,215,136,3,5,0,52,4,24,0,0,,,,,,,,3,,,,,,,,,0,,,,0,442,11,453,748,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C01,223,129,9,6,2,35,6,16,0,0,,,,,,,,3,,,,,,,,,0,,,,0,429,14,443,748,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C02,208,161,8,6,3,40,5,16,0,0,,,,,,,,3,,,,,,,,,0,,,,0,450,10,460,748,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C03,194,182,3,10,0,27,5,18,0,0,,,,,,,,4,,,,,,,,,0,,,,0,443,9,452,748,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C04,222,117,2,6,4,30,6,16,0,0,,,,,,,,3,,,,,,,,,0,,,,1,406,11,418,748,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C05,201,121,3,7,2,46,5,19,0,0,,,,,,,,3,,,,,,,,,0,,,,1,407,12,420,747,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C06,214,130,4,6,2,36,2,18,0,0,,,,,,,,1,,,,,,,,,0,,,,1,413,16,430,747,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C07,232,150,5,8,1,41,3,20,0,0,,,,,,,,1,,,,,,,,,0,,,,2,461,5,468,747,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C08,223,138,5,5,0,37,6,20,0,0,,,,,,,,1,,,,,,,,,0,,,,0,435,10,445,747,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C09,236,104,3,6,1,35,8,27,0,0,,,,,,,,5,,,,,,,,,0,,,,0,425,0,425,747,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C10,230,115,7,8,2,53,7,9,0,0,,,,,,,,1,,,,,,,,,0,,,,1,432,17,450,747,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C11,225,114,5,6,2,44,4,16,0,0,,,,,,,,1,,,,,,,,,0,,,,0,417,13,430,747,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C12,201,157,5,4,2,35,7,22,0,0,,,,,,,,5,,,,,,,,,0,,,,0,438,8,446,747,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,254,C13,189,139,3,7,2,47,2,19,0,0,,,,,,,,1,,,,,,,,,0,,,,3,409,12,424,747,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,255,B,114,105,1,5,0,20,4,3,0,0,,,,,,,,8,,,,,,,,,0,,,,0,260,11,271,462,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,255,C01,112,102,5,7,1,15,3,13,0,0,,,,,,,,9,,,,,,,,,0,,,,0,267,12,279,462,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,255,S01,60,65,1,0,0,15,4,4,0,0,,,,,,,,0,,,,,,,,,0,,,,1,149,4,154,0,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,256,B,252,84,0,0,2,26,0,13,0,0,,,,,,,,4,,,,,,,,,0,,,,0,381,11,392,601,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,256,C01,254,98,0,2,1,22,2,8,0,0,,,,,,,,1,,,,,,,,,0,,,,1,388,3,392,600,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,256,C02,232,93,1,2,3,34,1,12,0,0,,,,,,,,7,,,,,,,,,0,,,,0,385,10,395,600,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,256,C03,281,78,3,4,0,28,4,9,0,0,,,,,,,,3,,,,,,,,,0,,,,0,410,13,423,600,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,257,B,139,101,1,3,0,25,5,9,0,0,,,,,,,,4,,,,,,,,,0,,,,0,287,14,301,465,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,257,C01,124,119,0,5,1,31,7,10,0,0,,,,,,,,0,,,,,,,,,0,,,,0,297,5,302,464,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,258,B,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,0,,,,0,0,4,4,510,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,258,C01,128,148,5,2,1,14,3,7,0,0,,,,,,,,4,,,,,,,,,0,,,,0,312,7,319,509,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,259,B,184,133,2,5,3,23,4,13,0,0,,,,,,,,4,,,,,,,,,0,,,,0,371,10,381,560,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,259,C01,178,141,2,0,0,15,4,8,0,0,,,,,,,,0,,,,,,,,,0,,,,0,348,5,353,560,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,260,B,220,120,2,11,2,22,6,13,0,0,,,,,,,,4,,,,,,,,,0,,,,0,400,6,406,666,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,260,C01,236,94,2,13,1,33,4,7,0,0,,,,,,,,5,,,,,,,,,0,,,,0,395,15,410,665,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,4,MERIDA,50,MERIDA,260,C02,215,117,2,8,2,27,3,20,0,0,,,,,,,,3,,,,,,,,,0,,,,0,397,8,405,665,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,261,B,294,104,1,3,1,36,4,11,0,0,,,,,,,,0,,,,,,,,,0,,,,0,454,10,464,728,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,261,C01,313,87,4,5,0,36,0,8,0,0,,,,,,,,1,,,,,,,,,0,,,,0,454,10,464,728,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,261,C02,321,92,0,3,3,38,1,9,0,0,,,,,,,,0,,,,,,,,,0,,,,0,467,12,479,727,Acta casilla,Modificada,SX-JRC-196/2015,
,31,YUCATAN,5,MERIDA,50,MERIDA,261,C03,336,85,1,3,1,39,2,6,0,0,,,,,,,,2,,,,,,,,,0,,,,3,475,13,491,727,Acta casilla,Modificada,SX-JRC-196/2015,
