mun_code,year,precinct,incumbent_party,mun_incumbent_vote,incumbent_vote,incumbent_party_component,mun_party_component,runnerup_party,mun_runnerup_vote,mun_runnerup_party_component,runnerup_vote
30160,2010,127,PAN,20867,42,PAN,PAN,PAN,20867,PAN,42
30160,2010,128,PAN,20867,275,PAN,PAN,PAN,20867,PAN,275
30160,2010,129,PAN,20867,566,PAN,PAN,PAN,20867,PAN,566
30160,2010,130,PAN,20867,404,PAN,PAN,PAN,20867,PAN,404
30160,2010,131,PAN,20867,282,PAN,PAN,PAN,20867,PAN,282
30160,2010,132,PAN,20867,112,PAN,PAN,PAN,20867,PAN,112
30160,2010,133,PAN,20867,287,PAN,PAN,PAN,20867,PAN,287
30160,2010,134,PAN,20867,111,PAN,PAN,PAN,20867,PAN,111
30160,2010,136,PAN,20867,405,PAN,PAN,PAN,20867,PAN,405
30160,2010,137,PAN,20867,241,PAN,PAN,PAN,20867,PAN,241
30160,2010,138,PAN,20867,176,PAN,PAN,PAN,20867,PAN,176
30160,2010,139,PAN,20867,155,PAN,PAN,PAN,20867,PAN,155
30160,2010,140,PAN,20867,273,PAN,PAN,PAN,20867,PAN,273
30160,2010,141,PAN,20867,224,PAN,PAN,PAN,20867,PAN,224
30160,2010,142,PAN,20867,453,PAN,PAN,PAN,20867,PAN,453
30160,2010,143,PAN,20867,294,PAN,PAN,PAN,20867,PAN,294
30160,2010,144,PAN,20867,125,PAN,PAN,PAN,20867,PAN,125
30160,2010,145,PAN,20867,263,PAN,PAN,PAN,20867,PAN,263
30160,2010,146,PAN,20867,244,PAN,PAN,PAN,20867,PAN,244
30160,2010,147,PAN,20867,234,PAN,PAN,PAN,20867,PAN,234
30160,2010,148,PAN,20867,261,PAN,PAN,PAN,20867,PAN,261
30160,2010,149,PAN,20867,169,PAN,PAN,PAN,20867,PAN,169
30160,2010,150,PAN,20867,386,PAN,PAN,PAN,20867,PAN,386
30160,2010,151,PAN,20867,211,PAN,PAN,PAN,20867,PAN,211
30160,2010,152,PAN,20867,689,PAN,PAN,PAN,20867,PAN,689
30160,2010,153,PAN,20867,407,PAN,PAN,PAN,20867,PAN,407
30160,2010,154,PAN,20867,219,PAN,PAN,PAN,20867,PAN,219
30160,2010,155,PAN,20867,305,PAN,PAN,PAN,20867,PAN,305
30160,2010,156,PAN,20867,110,PAN,PAN,PAN,20867,PAN,110
30160,2010,157,PAN,20867,431,PAN,PAN,PAN,20867,PAN,431
30160,2010,158,PAN,20867,273,PAN,PAN,PAN,20867,PAN,273
30160,2010,159,PAN,20867,140,PAN,PAN,PAN,20867,PAN,140
30160,2010,160,PAN,20867,323,PAN,PAN,PAN,20867,PAN,323
30160,2010,161,PAN,20867,311,PAN,PAN,PAN,20867,PAN,311
30160,2010,162,PAN,20867,663,PAN,PAN,PAN,20867,PAN,663
30160,2010,163,PAN,20867,425,PAN,PAN,PAN,20867,PAN,425
30160,2010,164,PAN,20867,249,PAN,PAN,PAN,20867,PAN,249
30160,2010,165,PAN,20867,311,PAN,PAN,PAN,20867,PAN,311
30160,2010,166,PAN,20867,205,PAN,PAN,PAN,20867,PAN,205
30160,2010,167,PAN,20867,316,PAN,PAN,PAN,20867,PAN,316
30160,2010,168,PAN,20867,473,PAN,PAN,PAN,20867,PAN,473
30160,2010,169,PAN,20867,428,PAN,PAN,PAN,20867,PAN,428
30160,2010,170,PAN,20867,323,PAN,PAN,PAN,20867,PAN,323
30160,2010,171,PAN,20867,447,PAN,PAN,PAN,20867,PAN,447
30160,2010,172,PAN,20867,188,PAN,PAN,PAN,20867,PAN,188
30160,2010,173,PAN,20867,363,PAN,PAN,PAN,20867,PAN,363
30160,2010,174,PAN,20867,143,PAN,PAN,PAN,20867,PAN,143
30160,2010,175,PAN,20867,326,PAN,PAN,PAN,20867,PAN,326
30160,2010,176,PAN,20867,245,PAN,PAN,PAN,20867,PAN,245
30160,2010,177,PAN,20867,129,PAN,PAN,PAN,20867,PAN,129
30008,2010,178,PAN,2468,725,PAN_PANAL,PAN_PANAL,PAN,2468,PAN_PANAL,725
30008,2010,179,PAN,2468,483,PAN_PANAL,PAN_PANAL,PAN,2468,PAN_PANAL,483
30008,2010,180,PAN,2468,559,PAN_PANAL,PAN_PANAL,PAN,2468,PAN_PANAL,559
30008,2010,181,PAN,2468,218,PAN_PANAL,PAN_PANAL,PAN,2468,PAN_PANAL,218
30008,2010,182,PAN,2468,482,PAN_PANAL,PAN_PANAL,PAN,2468,PAN_PANAL,482
30177,2010,3979,PAN,2039,476,PAN,PAN,PAN,2039,PAN,476
30177,2010,3980,PAN,2039,185,PAN,PAN,PAN,2039,PAN,185
30177,2010,3981,PAN,2039,311,PAN,PAN,PAN,2039,PAN,311
30177,2010,3982,PAN,2039,450,PAN,PAN,PAN,2039,PAN,450
30177,2010,3983,PAN,2039,102,PAN,PAN,PAN,2039,PAN,102
30177,2010,3984,PAN,2039,535,PAN,PAN,PAN,2039,PAN,535
30187,2010,4083,PAN,1739,369,PAN_PANAL,PAN_PANAL,PAN,1739,PAN_PANAL,369
30187,2010,4084,PAN,1739,795,PAN_PANAL,PAN_PANAL,PAN,1739,PAN_PANAL,795
30187,2010,4085,PAN,1739,574,PAN_PANAL,PAN_PANAL,PAN,1739,PAN_PANAL,574
31060,2004,765,PRI,436,293,PRI,PRI,PRI,436,PRI,293
31086,2004,875,PRI,563,174,PRI,PRI,PRI,563,PRI,174
31086,2004,876,PRI,563,351,PRI,PRI,PRI,563,PRI,351
31086,2004,877,PRI,563,38,PRI,PRI,PRI,563,PRI,38
