CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRS,PRI,PRD_PT_MC,PVEM,NVA_ALIANZA,MORENA,BRE,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,237,B,124,78,22,2,1,28,11,4,2,1,0,2,275,8,283,461,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,237,C01,131,93,18,3,1,32,8,2,1,1,0,1,291,8,299,461,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,238,B,104,81,18,3,7,25,7,11,2,0,0,1,259,8,267,394,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,238,C01,115,60,15,0,0,19,2,2,0,0,0,0,213,3,216,393,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,239,B,162,66,17,3,1,25,5,3,0,0,0,0,282,6,288,507,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,239,C01,151,73,18,2,4,25,7,4,6,1,0,1,292,4,296,506,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,240,B,111,72,15,1,2,29,9,1,6,1,0,0,247,9,256,522,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,241,B,134,71,14,4,6,24,8,8,4,0,0,0,273,6,279,524,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,242,B,156,79,11,3,0,13,18,14,4,0,0,1,299,10,309,626,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,242,S01,295,227,39,2,2,53,6,4,10,0,0,0,638,14,652,0,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,243,B,165,133,17,2,3,36,9,5,3,0,0,2,375,10,385,650,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,244,B,153,152,22,4,7,33,24,13,4,0,0,1,413,12,425,690,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,245,B,153,144,11,1,3,40,9,4,1,0,0,4,370,13,383,584,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,246,B,95,69,20,0,3,15,6,2,0,0,0,0,210,10,220,444,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,246,C01,117,60,16,3,2,16,6,2,3,2,0,1,228,9,237,444,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,247,B,100,65,10,3,3,12,10,3,1,0,0,0,207,2,209,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,247,C01,95,57,12,2,4,12,0,0,4,1,0,0,187,13,200,406,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,248,B,204,124,23,2,6,28,12,9,3,2,0,4,417,10,427,699,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,248,S01,337,224,21,6,6,55,0,12,12,2,0,8,683,16,699,0,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,249,B,134,75,16,1,0,23,13,1,4,1,0,1,269,5,274,420,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,249,C01,128,57,22,3,3,35,13,1,3,0,0,1,266,1,267,420,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,250,B,142,75,16,1,4,21,7,6,3,0,0,2,277,9,286,512,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,250,C01,112,58,12,5,3,23,7,2,0,0,0,1,223,9,232,512,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,251,B,116,79,14,4,2,30,0,3,7,0,0,5,260,15,275,535,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,254,B,134,50,6,5,6,7,2,0,0,0,0,0,210,8,218,314,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,B,156,112,26,2,4,11,2,1,7,1,0,0,322,12,334,538,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,E01,107,79,22,3,3,32,4,2,7,1,0,0,260,15,275,656,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,E01C01,127,80,17,4,2,18,9,3,5,2,0,0,267,12,279,656,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,440,B,194,78,27,1,1,38,19,3,2,0,0,2,365,7,372,638,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,441,B,124,59,11,2,1,21,16,3,0,0,0,2,239,6,245,481,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,442,B,155,87,26,2,4,27,12,3,2,0,0,2,320,11,331,657,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,443,B,89,56,8,1,3,27,9,2,2,0,0,1,198,4,202,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,443,C01,82,50,14,2,2,15,4,2,1,1,0,4,177,3,180,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,444,B,113,60,16,2,1,25,10,5,1,0,0,1,234,9,243,459,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,445,B,113,91,9,4,4,30,2,3,0,0,0,2,258,2,260,513,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,446,B,101,86,14,1,6,28,5,2,0,0,0,1,244,8,252,483,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,446,C01,108,69,15,0,2,22,10,0,0,0,0,2,228,9,237,483,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,447,B,102,66,13,3,2,15,12,2,1,0,0,1,217,6,223,567,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,448,B,91,53,12,1,1,13,7,2,2,0,0,0,182,7,189,453,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,449,B,140,82,13,3,1,20,1,2,1,0,0,6,269,14,283,573,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,450,B,93,82,12,4,6,27,5,2,2,0,0,0,233,5,238,573,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,451,B,67,37,4,2,1,15,5,1,0,0,0,0,132,3,135,378,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,451,C01,64,39,10,1,0,20,7,2,0,0,0,1,144,3,147,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,452,B,60,47,14,2,2,12,10,2,4,0,0,0,153,8,161,380,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,452,C01,73,43,8,2,4,7,9,3,2,0,0,2,153,3,156,379,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,453,B,117,70,26,0,0,19,0,1,1,0,0,4,238,7,245,637,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,454,B,113,91,9,4,4,30,2,3,0,0,0,2,258,2,260,532,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,455,B,104,66,14,2,6,23,7,6,1,0,0,0,229,8,237,578,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,456,B,56,49,10,2,2,10,7,2,1,2,0,2,143,5,148,319,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,457,B,87,93,16,3,2,17,5,3,8,0,0,0,234,5,239,522,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,458,B,144,91,24,6,2,27,14,2,0,0,0,0,310,7,317,742,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,459,B,88,96,20,4,3,35,13,1,1,0,0,3,264,7,271,699,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,460,B,130,99,13,2,8,44,13,3,0,0,0,0,312,9,321,569,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,461,B,114,89,18,1,3,29,7,0,2,0,0,2,265,4,269,493,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,462,B,135,69,21,0,6,24,8,2,4,2,0,0,271,9,280,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,463,B,127,77,18,2,7,25,13,4,1,0,0,0,274,12,286,546,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,464,B,181,60,28,2,4,28,15,4,1,0,0,2,325,5,330,719,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,465,B,82,66,14,0,6,34,7,4,1,0,0,3,217,8,225,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,465,C01,102,59,18,0,2,15,11,2,1,0,0,0,210,3,213,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,466,B,140,66,27,0,2,31,16,4,3,0,0,1,290,8,298,697,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,467,B,134,70,17,3,7,35,11,1,4,1,0,1,284,6,290,711,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,468,B,141,82,20,6,3,30,11,4,1,1,0,2,301,4,305,718,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,469,B,125,86,16,3,1,19,12,3,2,0,0,0,267,5,272,684,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,470,B,96,46,10,2,3,20,4,1,3,0,0,0,185,5,190,498,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,470,C01,79,57,9,1,0,10,7,0,2,0,0,0,165,4,169,497,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,471,B,106,79,18,2,3,20,6,2,4,0,0,1,241,3,244,595,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,472,B,84,58,17,6,1,20,5,2,1,0,0,2,196,9,205,451,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,472,C01,93,49,11,1,4,23,8,1,3,0,0,0,193,8,201,450,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,473,B,102,65,10,3,3,8,11,1,4,0,0,0,207,7,214,460,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,474,B,103,50,11,0,4,13,4,1,0,0,0,1,187,9,196,527,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,475,B,127,103,18,2,0,19,0,0,4,2,1,7,283,5,288,621,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,475,C01,136,82,19,6,4,15,6,2,2,2,0,2,276,4,280,621,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,476,B,120,71,11,4,5,18,0,5,2,0,0,1,237,7,244,555,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,477,B,136,57,16,2,3,22,7,4,3,0,0,0,250,8,258,588,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,478,B,113,58,20,2,0,27,11,2,4,0,0,0,237,7,244,483,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,478,C01,122,53,13,1,2,19,13,2,4,0,0,2,231,7,238,482,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,B,104,93,28,3,1,27,0,3,0,1,0,8,268,7,275,546,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,C01,92,69,22,1,1,23,5,0,2,0,0,3,218,5,223,546,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,480,B,74,65,14,0,4,22,3,2,1,0,0,2,187,10,197,441,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,480,C01,69,62,15,3,1,24,9,2,2,0,0,0,187,4,191,441,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,B,111,89,16,0,0,16,7,0,0,0,0,1,240,5,245,495,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,C01,101,76,7,0,0,12,0,0,0,0,0,5,201,6,207,494,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,B,115,85,14,6,5,33,7,3,2,0,0,0,270,7,277,606,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,C01,134,77,14,1,1,27,9,0,1,0,0,0,264,5,269,606,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,483,B,149,69,29,1,8,24,20,0,3,0,0,1,304,1,305,713,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,B,76,65,15,1,2,16,6,2,1,0,0,0,184,0,184,418,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,C01,77,50,20,0,0,16,0,0,0,0,0,5,168,4,172,418,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,B,101,60,19,2,1,25,12,4,1,0,0,2,227,6,233,479,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,C01,93,58,14,3,6,27,9,1,1,0,0,6,218,0,218,478,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,B,95,83,15,2,1,25,16,1,4,0,0,0,242,4,246,445,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,C01,108,52,26,6,0,29,13,3,1,0,0,1,239,6,245,444,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,B,132,85,12,4,6,33,12,4,1,0,0,0,289,4,293,541,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,C01,115,84,19,4,2,31,13,1,2,0,0,2,273,9,282,540,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,B,131,76,15,1,2,24,8,1,1,0,0,1,260,8,268,534,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,C01,138,89,15,4,2,35,8,2,0,0,1,2,296,6,302,534,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,B,134,67,15,0,3,34,11,0,0,2,0,1,267,10,277,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,C01,139,56,15,0,8,37,11,3,0,0,0,0,269,3,272,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,490,B,118,59,15,1,3,27,9,2,1,0,0,0,235,6,241,474,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,490,C01,105,78,21,0,0,18,5,2,2,0,0,0,231,4,235,473,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,B,138,68,13,0,5,29,8,2,2,1,0,0,266,10,276,524,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,C01,134,62,14,0,1,30,10,2,2,0,0,0,255,13,268,524,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,B,100,77,15,2,3,24,9,1,1,0,0,4,236,5,241,527,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,C01,103,70,18,6,1,20,7,1,2,1,0,2,231,8,239,526,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,493,B,111,69,24,3,1,14,8,1,2,0,0,1,234,5,239,477,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,493,C01,104,67,14,0,2,16,6,3,2,0,0,1,215,3,218,477,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,494,B,120,73,21,1,5,11,14,0,0,0,0,2,247,4,251,592,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,494,C01,125,68,25,4,8,11,13,4,1,0,0,1,260,1,261,592,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,B,100,69,18,1,3,13,13,4,2,0,0,0,223,4,227,560,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,C01,105,59,15,1,4,20,11,3,2,0,0,0,220,4,224,560,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,288,B,171,104,19,5,6,26,4,4,4,0,0,1,344,16,360,687,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,B,139,59,19,2,1,22,7,3,2,0,0,0,254,15,269,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,C01,155,91,15,4,3,23,4,2,1,1,0,2,301,15,316,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,C02,138,80,18,2,2,29,7,2,5,0,0,0,283,12,295,565,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,B,167,123,7,2,3,20,3,3,3,0,0,3,334,14,348,616,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,C01,126,125,12,1,2,17,7,5,5,2,0,1,303,7,310,616,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,C02,136,119,5,5,2,20,13,7,4,0,0,0,311,4,315,615,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,B,139,75,7,4,5,34,7,0,0,0,0,0,271,6,277,512,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,C01,123,51,8,3,7,28,6,0,2,0,0,0,228,8,236,512,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,258,B,102,81,4,1,1,3,0,1,5,0,0,1,199,0,199,351,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,259,B,52,25,3,1,0,6,1,0,1,1,0,0,90,1,91,174,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,260,B,35,38,7,0,1,2,1,0,0,0,0,0,84,2,86,199,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,B,123,76,7,3,4,4,2,7,5,0,0,0,231,3,234,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,C01,136,77,5,1,2,3,3,6,4,0,0,0,237,10,247,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,262,B,81,50,1,2,0,0,1,2,3,0,0,0,140,5,145,207,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,263,B,26,60,2,4,1,5,0,2,15,0,0,0,115,5,120,190,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,B,17,28,1,0,0,2,0,0,0,0,0,0,48,3,51,103,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,E01,18,33,2,2,2,0,0,0,3,0,0,0,60,4,64,85,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,B,50,24,1,2,1,0,0,1,0,0,0,0,79,3,82,120,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,E01,30,36,1,1,0,0,0,1,1,0,0,1,71,2,73,122,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,E02,59,82,1,2,0,0,0,5,3,0,0,0,152,0,152,228,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,B,71,77,2,7,2,1,0,10,8,3,9,0,190,5,195,217,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,E01,52,66,0,2,1,0,1,2,5,0,0,0,129,5,134,212,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,348,B,103,84,12,1,6,30,9,3,0,0,0,0,248,9,257,510,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,349,B,136,119,12,4,5,39,10,4,3,0,0,1,333,7,340,636,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,350,B,94,72,15,0,2,35,8,5,4,1,0,2,238,5,243,433,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,207,B,152,149,19,3,0,38,7,7,6,1,0,1,383,14,397,622,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,B,210,97,30,5,3,31,10,6,4,1,0,1,398,14,412,733,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,B,174,94,16,3,1,26,11,2,2,0,0,2,331,11,342,530,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,C01,162,76,13,8,2,27,5,3,6,0,0,4,306,10,316,530,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,C02,174,94,16,3,1,26,11,2,2,0,0,2,331,11,342,529,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,B,177,156,26,5,4,31,17,10,3,0,0,1,430,13,443,742,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C01,204,148,16,6,4,46,10,4,4,0,0,0,442,9,451,741,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C02,164,142,15,4,1,42,17,8,5,0,0,1,399,14,413,741,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C03,214,126,20,5,6,33,18,4,3,2,0,5,436,6,442,741,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C04,198,143,18,5,6,34,17,4,0,0,0,0,425,8,433,741,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,211,B,196,138,28,1,4,40,10,4,4,0,0,4,429,6,435,615,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,211,C01,141,81,8,3,3,36,0,3,3,0,0,7,285,3,288,615,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,212,B,130,79,9,0,6,37,12,3,5,0,0,1,282,4,286,466,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,212,C01,157,92,16,2,0,32,13,3,1,0,0,1,317,6,323,466,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,213,B,158,126,31,4,2,23,6,7,9,0,0,3,369,13,382,642,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,213,C01,182,116,29,3,0,42,10,2,4,0,0,0,388,13,401,641,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,214,B,120,100,9,3,0,30,7,4,1,0,0,0,274,7,281,444,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,214,C01,122,84,9,1,1,27,11,5,1,0,0,1,262,10,272,443,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,215,B,76,77,15,3,4,22,5,1,5,1,0,5,214,9,223,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,215,C01,92,92,16,0,0,19,19,0,0,0,0,7,245,7,252,375,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,216,B,142,97,19,0,0,24,8,0,0,0,0,2,292,10,302,515,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,B,167,129,19,1,4,47,9,8,0,0,0,0,384,8,392,629,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C01,160,125,12,1,4,32,17,2,3,0,0,0,356,12,368,629,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C02,154,128,21,1,6,29,10,7,5,1,0,0,362,13,375,629,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C03,151,112,20,2,6,43,8,3,1,0,0,3,349,6,355,628,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C04,164,112,19,4,8,40,10,0,0,0,0,1,358,10,368,628,Acta casilla,,,
