CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MORENA,ES,PRI_PT_PVEM_NVA_ALIANZA,PRI_PT_PVEM,PRI_PT_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PT_PVEM_NVA_ALIANZA,PRI_PT,PRI_PVEM,PRI_NVA_ALIANZA,PT_PVEM,PT_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,387,B,232,186,2,4,52,13,17,15,0,0,0,0,0,0,1,1,0,0,0,7,2,530,11,543,711,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,387,C01,230,169,6,4,61,13,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,510,17,527,710,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,387,C02,224,156,4,4,72,,10,21,0,0,0,0,0,0,1,0,0,0,0,10,0,502,11,513,710,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,387,C03,261,,4,,36,9,13,11,0,0,0,0,0,0,1,0,0,0,0,11,0,,0,346,710,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,388,B,207,142,8,5,60,10,,18,0,0,1,0,0,0,3,0,1,0,0,5,0,460,11,471,626,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,388,C01,196,151,9,3,,9,11,17,0,0,1,0,0,1,4,0,0,0,0,7,0,409,13,422,626,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,388,C02,200,135,9,4,60,8,11,5,0,0,1,0,0,0,2,1,0,0,0,11,0,447,14,461,625,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,389,B,115,,3,6,40,8,,26,0,0,1,0,0,0,0,0,0,0,0,17,0,216,10,226,571,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,389,C01,130,121,0,2,52,13,13,22,0,0,0,0,0,0,0,0,0,0,0,7,0,360,12,372,571,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,389,C02,117,111,2,8,66,7,17,18,0,0,1,0,0,1,0,0,0,0,0,7,0,,0,355,570,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,390,B,184,127,5,3,,8,9,29,0,0,0,0,0,2,3,0,0,0,0,9,0,379,16,395,727,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,390,C01,184,157,4,,,6,8,,0,0,0,0,0,0,1,0,0,0,0,14,0,374,9,383,727,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,390,C02,129,,5,8,,6,11,26,1,1,0,0,0,0,0,2,0,0,0,0,16,189,0,205,726,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,391,B,156,106,13,6,,18,3,11,0,0,1,0,1,0,1,1,0,0,0,15,0,332,9,341,572,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,391,C01,121,126,,9,61,15,11,17,0,0,1,0,0,0,2,0,0,0,0,23,0,386,10,396,571,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,391,C02,163,115,13,,51,15,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,374,4,378,571,,,,
,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,391,C03,200,104,,5,,9,8,10,0,0,0,0,0,0,0,0,0,0,0,17,0,,0,353,571,,,,
