ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,PCPP,PSI,MORENA,ES,PAN_PT_NVA_ALIANZA_PCPP_PSI,PAN_PT_NVA_ALIANZA_PCPP,PAN_PT_NVA_ALIANZA_PSI,PAN_PT_PCPP_PSI,PAN_NVA_ALIANZA_PCPP_PSI,PT_NVA_ALIANZA_PCPP_PSI,PAN_PT_NVA_ALIANZA,PAN_PT_PCPP,PAN_PT_PSI,PAN_NVA_ALIANZA_PCPP,PAN_NVA_ALIANZA_PSI,PAN_PCPP_PSI,PT_NVA_ALIANZA_PCPP,PT_NVA_ALIANZA_PSI,PT_PCPP_PSI,NVA_ALIANZA_PCPP_PSI,PAN_PT,PAN_NVA_ALIANZA,PAN_PCPP,PAN_PSI,PT_NVA_ALIANZA,PT_PCPP,PT_PSI,NVA_ALIANZA_PCPP,NVA_ALIANZA_PSI,PCPP_PSI,PRI_PVEM_ES,PRI_PVEM,PRI_ES,PVEM_ES,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
21,PUEBLA,101,NAUPAN,5,13,1165,1390,95,58,76,75,15,12,142,20,4,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,9,11,6,0,1,0,1,0,1,0,11,68,8,1,26,1,3200,224,3424,6651,0.5148
21,PUEBLA,102,NAUZONTLA,3,5,446,549,12,20,18,32,227,19,43,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,1,1,1,0,0,1,24,0,0,22,0,1432,83,1515,2578,0.5877
21,PUEBLA,103,NEALTICAN,4,13,1494,942,268,84,27,36,9,7,709,14,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,10,11,0,0,0,1,0,0,0,4,43,1,0,54,2,3732,91,3823,8364,0.4571
21,PUEBLA,104,NICOLAS BRAVO,4,8,590,883,31,4,65,20,116,4,59,3,5,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,2,5,5,1,0,0,0,0,0,0,4,40,0,0,27,1,1870,42,1912,4385,0.4360
21,PUEBLA,105,NOPALUCAN,7,25,2407,1842,61,87,59,144,223,201,303,26,18,1,1,2,0,0,1,1,5,5,1,1,0,0,0,0,8,35,23,8,1,0,6,0,1,0,21,60,6,0,58,4,5620,238,5858,16156,0.3626
21,PUEBLA,106,OCOTEPEC,3,6,403,613,31,72,39,88,105,156,175,10,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,2,0,1,0,9,29,1,0,32,2,1779,108,1887,3536,0.5337
21,PUEBLA,107,OCOYUCAN,10,36,1966,1225,815,60,85,91,105,26,767,31,14,3,1,1,3,0,2,1,0,4,0,3,1,0,2,1,5,15,17,1,0,0,3,1,2,0,18,68,8,0,264,11,5620,183,5803,20946,0.2770
21,PUEBLA,108,OLINTLA,8,14,2093,3022,40,21,16,69,8,11,48,1,2,0,4,0,0,0,1,0,0,1,1,0,0,2,0,0,3,25,1,2,1,0,2,0,1,0,5,72,0,0,4,0,5456,134,5590,7811,0.7157
21,PUEBLA,109,ORIENTAL,8,19,2200,1942,47,25,52,129,500,53,253,13,14,2,1,2,1,0,5,1,0,9,0,1,1,1,1,0,7,32,26,1,0,0,1,2,3,0,16,82,1,0,71,6,5501,176,5677,10784,0.5264
21,PUEBLA,110,PAHUATLAN,14,28,3379,2347,225,116,93,101,262,40,324,89,15,3,5,1,2,5,8,3,1,1,0,0,0,1,0,0,9,28,7,1,2,0,2,0,0,0,19,83,5,0,48,5,7230,337,7567,13370,0.5660
21,PUEBLA,111,PALMAR DE BRAVO,15,44,2735,2118,212,266,205,248,102,3542,689,50,22,3,5,11,6,2,2,0,14,7,9,4,0,4,1,0,17,45,4,90,6,1,48,2,11,9,28,91,6,4,328,3,10950,565,11515,27090,0.4251
21,PUEBLA,112,PANTEPEC,10,26,5313,2509,109,128,55,151,240,12,340,22,8,2,2,0,1,0,5,0,1,3,0,1,0,0,0,0,7,30,17,3,2,1,5,0,3,0,5,38,0,0,23,1,9037,211,9248,13591,0.6805
21,PUEBLA,113,PETLALCINGO,6,16,1492,1868,44,32,19,53,44,5,140,6,3,0,0,1,2,0,3,0,0,0,1,0,0,1,0,0,1,6,3,0,0,0,0,0,0,0,12,40,1,0,13,0,3790,87,3877,7033,0.5513
21,PUEBLA,114,PIAXTLA,5,9,230,858,100,12,20,21,45,5,163,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,4,11,0,0,6,0,1485,37,1522,4211,0.3614
21,PUEBLA,115,PUEBLA,768,2028,187770,118098,23193,4327,3789,7860,4059,1835,72052,2842,2523,436,330,219,310,45,325,150,87,671,137,120,195,88,29,14,534,2968,13622,153,71,29,57,60,22,21,2281,5192,394,93,40081,1096,498178,20450,518628,1223013,0.4241
21,PUEBLA,116,QUECHOLAC,16,49,2998,3558,206,228,307,284,2603,292,777,420,44,3,5,10,5,5,5,4,5,14,4,5,0,3,1,3,17,52,100,9,2,5,9,9,3,31,35,183,11,1,163,5,12424,434,12858,31122,0.4131
21,PUEBLA,117,QUIMIXTLAN,10,26,2900,2711,40,79,26,105,15,186,125,8,3,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,3,24,4,2,0,1,3,0,1,2,7,60,1,0,9,0,6322,203,6525,12722,0.5129
21,PUEBLA,118,RAFAEL LARA GRAJALES,7,20,1815,1455,73,40,32,124,237,10,315,19,14,3,1,1,1,0,2,0,0,3,2,1,0,0,0,0,12,16,15,2,1,0,0,0,0,1,12,70,1,5,122,1,4406,177,4583,12405,0.3694
21,PUEBLA,119,LOS REYES DE JUAREZ,8,26,1479,2222,229,91,49,167,54,140,684,55,15,2,3,0,3,0,1,0,0,3,4,2,0,1,1,1,2,29,10,7,0,0,1,0,0,1,54,139,15,0,77,2,5543,174,5717,15871,0.3602
21,PUEBLA,120,SAN ANDRES CHOLULA,38,131,10669,6044,2844,204,298,422,157,124,3807,205,122,31,19,13,9,2,10,5,2,39,3,5,1,1,0,1,17,99,2563,10,4,3,1,2,2,2,103,174,23,6,3361,36,31443,1253,32696,83751,0.3904
21,PUEBLA,121,SAN ANTONIO CAÑADA,2,6,227,691,217,83,11,42,145,84,93,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,3,24,0,0,0,1,0,1,0,3,28,0,0,8,0,1672,55,1727,3555,0.4858
21,PUEBLA,122,SAN DIEGO LA MESA TOCHIMILTZINGO,3,3,303,274,11,1,5,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,12,0,0,1,0,622,20,642,908,0.7070
21,PUEBLA,123,SAN FELIPE TEOTLALCINGO,5,11,847,979,72,65,18,70,7,10,259,15,8,0,2,0,0,0,2,0,0,4,0,0,0,1,0,0,5,8,8,1,0,1,0,0,0,0,8,38,3,0,67,0,2498,68,2566,7025,0.3653
21,PUEBLA,124,SAN FELIPE TEPATLAN,3,6,581,588,39,24,10,22,74,19,135,10,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,2,0,2,0,0,2,0,1,0,16,0,0,9,0,1545,69,1614,2775,0.5816
21,PUEBLA,125,SAN GABRIEL CHILAC,6,16,1030,2016,95,242,66,348,53,16,648,20,4,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,12,42,0,1,1,2,0,0,0,8,40,2,0,46,1,4700,128,4828,10524,0.4588
21,PUEBLA,126,SAN GREGORIO ATZOMPA,4,10,1048,447,253,35,17,30,11,7,261,40,13,3,1,1,1,0,2,0,0,1,0,1,0,0,0,0,0,9,8,0,0,0,1,0,0,0,6,17,4,0,162,2,2381,135,2516,6509,0.3865
21,PUEBLA,127,SAN JERONIMO TECUANIPAN,3,7,508,609,237,22,22,40,7,2,144,5,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,7,1,0,0,0,0,1,0,0,2,23,1,0,36,0,1679,51,1730,3936,0.4395
21,PUEBLA,128,SAN JERONIMO XAYACATLAN,4,7,402,961,166,24,21,39,25,5,129,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,4,24,1,0,11,0,1827,59,1886,3255,0.5794
21,PUEBLA,129,SAN JOSE CHIAPA,6,11,1181,550,26,218,8,54,237,2,78,6,8,1,1,0,2,0,4,3,1,1,0,1,0,1,0,0,18,13,14,0,0,1,1,0,0,1,6,17,1,0,26,1,2482,93,2575,5882,0.4378
21,PUEBLA,130,SAN JOSE MIAHUATLAN,7,17,990,2139,53,664,17,59,130,160,711,7,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,11,5,2,2,0,1,3,0,0,0,11,61,0,0,18,0,5051,97,5148,9383,0.5487
21,PUEBLA,131,SAN JUAN ATENCO,4,5,433,573,27,65,18,21,33,3,123,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,8,0,0,15,0,1335,54,1389,2862,0.4853
21,PUEBLA,132,SAN JUAN ATZOMPA,1,2,141,232,2,2,4,2,0,1,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,0,411,13,424,844,0.5024
21,PUEBLA,133,SAN MARTIN TEXMELUCAN,54,165,12017,8689,1622,1122,591,1510,580,707,4704,298,117,24,32,25,14,16,40,16,12,36,17,15,7,7,3,4,74,181,68,46,14,6,14,5,6,6,111,325,17,13,1812,48,34971,1663,36634,104801,0.3496
21,PUEBLA,134,SAN MARTIN TOTOLTEPEC,1,1,35,142,88,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,3,0,298,8,306,583,0.5249
21,PUEBLA,135,SAN MATIAS TLALANCALECA,9,24,2395,1234,209,130,237,134,44,421,403,34,19,3,3,0,1,1,2,1,4,2,4,1,3,2,0,0,10,31,10,12,2,0,3,0,0,0,11,66,1,0,113,3,5549,203,5752,14404,0.3993
21,PUEBLA,136,SAN MIGUEL IXITLAN,1,1,123,146,4,0,1,7,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,2,0,297,5,302,469,0.6439
21,PUEBLA,137,SAN MIGUEL XOXTLA,4,13,1066,1071,176,275,136,64,21,16,329,23,14,1,2,0,0,0,2,0,1,1,0,0,0,0,0,1,11,4,6,1,0,0,0,0,0,0,14,52,2,1,127,2,3419,95,3514,8362,0.4202
21,PUEBLA,138,SAN NICOLAS BUENOS AIRES,4,11,1520,1090,39,70,39,150,47,60,73,5,6,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,19,7,4,0,1,1,0,0,0,4,40,1,0,14,0,3198,79,3277,6950,0.4715
21,PUEBLA,139,SAN NICOLAS DE LOS RANCHOS,5,12,622,1015,337,40,259,38,148,45,521,9,2,2,1,0,0,0,0,0,1,1,1,1,0,1,0,0,2,5,7,2,1,0,1,0,2,0,9,81,1,0,36,0,3191,85,3276,7820,0.4189
21,PUEBLA,140,SAN PABLO ANICANO,2,4,153,767,406,6,34,31,11,1,77,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,27,1,0,7,0,1531,33,1564,2843,0.5501
21,PUEBLA,141,SAN PEDRO CHOLULA,46,154,11650,7485,3991,325,565,1202,207,137,5085,324,117,23,14,14,17,1,21,9,4,37,9,6,4,2,0,1,34,143,1520,8,6,1,0,4,1,1,151,249,30,3,3202,48,36651,1601,38252,96435,0.3967
21,PUEBLA,142,SAN PEDRO YELOIXTLAHUACA,2,5,482,681,8,5,10,104,13,1,75,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,12,0,0,72,0,1474,30,1504,2927,0.5138
21,PUEBLA,143,SAN SALVADOR EL SECO,10,32,2346,2211,1094,146,110,405,339,764,1041,50,17,1,9,7,5,1,3,1,8,5,4,5,0,0,0,0,12,50,17,43,0,0,15,1,2,5,28,100,5,0,200,6,9056,383,9439,19285,0.4894
21,PUEBLA,144,SAN SALVADOR EL VERDE,10,33,1846,1321,264,141,122,575,144,1397,782,85,17,1,6,10,0,1,2,1,1,6,6,2,1,5,1,0,8,30,5,35,2,0,8,5,9,5,21,52,7,5,198,5,7132,242,7374,20665,0.3568
21,PUEBLA,145,SAN SALVADOR HUIXCOLOTLA,4,14,563,1042,68,16,33,89,358,20,305,11,6,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,3,18,9,0,0,0,0,1,0,1,16,40,5,1,37,3,2651,50,2701,8639,0.3127
21,PUEBLA,146,SANTA CATARINA TLALTEMPAN,1,1,180,155,6,1,2,2,10,41,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,2,5,0,0,1,0,440,9,449,689,0.6517
21,PUEBLA,147,SANTA INES AHUATEMPAN,4,7,409,1180,52,26,27,48,22,3,186,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,1,0,4,26,1,0,82,1,2086,54,2140,4518,0.4737
21,PUEBLA,148,SANTA ISABEL CHOLULA,5,13,444,877,363,24,29,55,67,30,274,19,5,0,2,0,2,2,1,1,1,0,0,0,0,1,0,0,3,4,5,0,1,0,1,0,0,0,5,38,3,0,40,1,2298,93,2391,7446,0.3211
21,PUEBLA,149,SANTIAGO MIAHUATLAN,6,24,2718,1831,153,96,76,120,135,150,543,18,19,0,7,3,0,0,0,0,4,2,7,1,0,2,0,0,3,11,16,15,1,0,3,0,2,1,7,55,2,0,116,1,6118,204,6322,15550,0.4066
21,PUEBLA,150,SANTO TOMAS HUEYOTLIPAN,3,9,537,667,50,27,14,27,17,28,558,14,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,7,14,1,1,39,3,2022,45,2067,5835,0.3542
21,PUEBLA,151,SOLTEPEC,6,14,1133,1298,54,63,15,63,48,127,165,16,11,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,5,22,3,3,0,0,0,1,0,0,13,68,0,0,30,0,3145,69,3214,8569,0.3751
21,PUEBLA,152,TECALI DE HERRERA,9,25,1900,2651,177,78,64,146,283,61,533,65,16,2,1,0,1,0,0,1,1,5,0,1,0,0,0,0,6,26,28,2,0,0,0,0,0,0,21,118,11,1,149,3,6351,237,6588,14494,0.4545
21,PUEBLA,153,TECAMACHALCO,23,80,5986,3410,600,290,397,699,665,1815,2312,144,35,5,7,6,9,0,9,2,13,12,10,5,1,2,0,1,23,71,46,104,7,1,26,4,6,7,49,109,12,3,617,10,17530,624,18154,50590,0.3588
21,PUEBLA,154,TECOMATLAN,5,9,184,1307,37,3,26,8,2,3,93,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,4,52,1,0,6,0,1743,34,1777,4673,0.3803
21,PUEBLA,155,TEHUACAN,83,318,31570,20963,3339,653,769,1702,1197,223,9836,316,166,27,28,16,21,8,29,14,4,42,14,7,0,3,0,1,44,292,131,15,9,2,3,8,2,0,160,656,40,3,2937,59,75309,3004,78313,205851,0.3804
21,PUEBLA,156,TEHUITZINGO,8,21,1449,2179,47,31,57,312,45,2,260,6,9,1,2,0,0,0,1,1,0,3,0,0,0,0,0,0,4,29,2,0,0,0,1,4,0,0,22,82,2,0,27,0,4578,84,4662,9755,0.4779
21,PUEBLA,157,TENAMPULCO,8,12,1629,1460,30,18,27,38,60,17,81,3,5,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,6,8,0,1,0,0,0,0,0,15,45,1,1,5,3,3461,70,3531,5088,0.6940
21,PUEBLA,158,TEOPANTLAN,5,8,680,856,14,76,12,8,51,8,42,4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,3,4,3,1,2,1,2,0,1,0,4,42,1,0,4,0,1823,69,1892,3556,0.5321
21,PUEBLA,159,TEOTLALCO,4,6,224,798,7,39,9,20,69,2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,20,0,0,12,0,1231,24,1255,2562,0.4899
21,PUEBLA,160,TEPANCO DE LOPEZ,7,24,1822,2123,180,108,92,1181,126,26,742,34,15,2,7,1,2,0,5,0,1,7,0,0,0,0,0,0,6,96,4,2,0,1,0,7,3,1,11,91,1,2,101,2,6802,198,7000,14442,0.4847
21,PUEBLA,161,TEPANGO DE RODRIGUEZ,2,5,456,679,20,14,11,87,118,14,88,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,9,4,0,0,0,3,1,3,0,5,18,0,0,12,0,1553,102,1655,2800,0.5911
21,PUEBLA,162,TEPATLAXCO DE HIDALGO,7,18,1528,1717,88,53,27,81,62,183,550,21,7,1,7,2,1,0,1,0,1,1,1,0,0,0,0,0,4,17,11,10,0,0,1,0,1,0,9,49,5,1,59,0,4499,83,4582,11359,0.4034
21,PUEBLA,163,TEPEACA,24,87,5942,8565,760,168,890,563,447,614,1932,166,34,0,10,2,7,6,4,0,5,9,10,6,1,2,0,1,15,74,39,45,3,1,9,2,2,1,76,478,28,1,531,5,21454,717,22171,52148,0.4252
21,PUEBLA,164,TEPEMAXALCO,1,2,64,227,4,1,4,7,13,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,350,15,365,877,0.4162
21,PUEBLA,165,TEPEOJUMA,6,15,762,1527,63,77,42,44,121,203,160,12,2,2,2,0,2,1,1,0,0,2,1,0,0,1,0,0,5,9,5,6,2,0,1,1,1,0,19,111,3,0,44,0,3232,110,3342,6801,0.4914
21,PUEBLA,166,TEPETZINTLA,6,12,814,758,49,510,28,632,7,432,53,6,1,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,18,12,1,3,6,1,12,0,9,0,1,18,1,0,11,0,3389,126,3515,6574,0.5347
21,PUEBLA,167,TEPEXCO,3,8,250,1201,114,21,54,55,233,14,84,10,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,13,87,2,1,6,1,2156,42,2198,4838,0.4543
21,PUEBLA,168,TEPEXI DE RODRIGUEZ,11,26,1075,3253,204,58,172,89,271,96,659,32,16,3,3,2,0,0,1,0,0,3,2,2,0,0,0,0,1,19,9,1,0,0,0,0,0,1,19,158,8,3,104,0,6264,230,6494,13941,0.4658
21,PUEBLA,169,TEPEYAHUALCO,7,20,2451,1433,32,33,367,170,171,271,153,8,9,3,4,4,2,2,1,0,1,1,1,1,0,0,0,1,2,26,29,9,0,0,2,0,2,1,6,66,1,0,37,0,5300,171,5471,11543,0.4740
21,PUEBLA,170,TEPEYAHUALCO DE CUAUHTEMOC,1,4,323,318,535,36,49,13,6,1,103,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,13,1,0,14,1,1422,59,1481,2656,0.5576
21,PUEBLA,171,TETELA DE OCAMPO,15,31,2874,4894,107,1603,115,182,81,175,319,18,18,4,10,1,0,0,14,4,12,0,1,0,1,3,0,0,117,22,20,4,2,5,15,0,0,2,35,347,7,0,47,4,11063,479,11542,18376,0.6281
21,PUEBLA,172,TETELES DE AVILA CASTILLO,2,7,594,820,22,45,9,72,308,5,407,13,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,5,0,0,1,0,0,1,0,18,21,2,0,53,1,2408,106,2514,4247,0.5919
21,PUEBLA,173,TEZIUTLAN,41,115,12340,9434,925,332,474,726,343,400,2857,209,83,11,15,7,9,2,5,4,4,16,12,2,2,6,0,0,21,114,69,13,6,0,9,0,3,2,95,274,25,0,1069,25,29943,1548,31491,69071,0.4559
21,PUEBLA,174,TIANGUISMANALCO,6,15,752,944,89,283,46,31,64,10,240,2,2,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,6,3,12,0,1,0,2,0,0,0,15,75,0,0,54,2,2638,115,2753,7970,0.3454
21,PUEBLA,175,TILAPA,3,14,666,1098,97,60,25,127,259,111,307,31,9,1,4,0,0,0,0,2,1,1,1,0,0,0,1,0,1,6,8,2,4,0,0,1,1,2,11,46,0,0,45,6,2934,112,3046,6866,0.4436
21,PUEBLA,176,TLACOTEPEC DE BENITO JUAREZ,17,56,2600,3061,197,562,204,184,212,3496,2075,55,20,1,3,4,7,2,2,3,10,1,6,4,0,5,0,0,16,15,12,78,1,1,48,0,9,5,19,143,7,3,199,5,13275,612,13887,33001,0.4208
21,PUEBLA,177,SAN SEBASTIAN TLACOTEPEC,8,17,299,1936,38,2984,12,28,20,18,37,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,15,1,0,0,8,1,13,0,0,0,4,34,0,0,7,0,5467,132,5599,7958,0.7036
21,PUEBLA,178,TLACUILOTEPEC,10,23,1875,3632,53,94,71,58,13,645,251,6,3,0,4,0,1,0,0,0,2,0,2,0,0,0,0,0,6,18,5,16,1,1,7,0,1,0,27,295,1,0,18,1,7107,225,7332,11335,0.6468
21,PUEBLA,179,TLACHICHUCA,14,37,2449,3437,101,236,133,947,34,481,398,61,16,3,4,2,1,2,8,0,0,4,4,0,0,3,0,1,12,75,5,19,2,0,5,0,2,2,32,98,9,0,115,1,8702,358,9060,19431,0.4663
21,PUEBLA,180,TLAHUAPAN,15,45,3128,4104,225,222,226,979,175,329,620,56,24,6,11,1,3,1,7,3,2,7,5,3,1,4,0,0,17,63,11,17,3,0,3,3,0,0,50,195,10,0,155,8,10677,348,11025,26526,0.4156
21,PUEBLA,181,TLALTENANGO,3,8,747,594,72,42,25,33,4,25,118,30,11,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,4,17,5,2,0,0,1,0,0,0,2,29,1,0,51,1,1822,93,1915,4502,0.4254
21,PUEBLA,182,TLANEPANTLA,2,6,166,500,23,58,7,20,21,99,97,9,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,4,0,0,1,0,0,0,4,18,2,1,8,1,1047,38,1085,3323,0.3265
21,PUEBLA,183,TLAOLA,9,24,3625,2743,97,64,86,150,330,39,96,46,3,0,1,0,1,1,2,1,0,2,1,0,0,1,0,0,6,23,5,3,4,1,4,0,3,2,13,67,2,0,21,0,7443,368,7811,13604,0.5742
21,PUEBLA,184,TLAPACOYA,5,10,1180,413,33,12,32,94,1085,38,55,11,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,14,0,1,0,1,1,0,1,0,3,0,0,27,0,3010,99,3109,4528,0.6866
21,PUEBLA,185,TLAPANALA,5,12,627,882,62,409,57,46,537,90,188,18,9,3,0,1,2,0,3,2,1,2,0,0,0,1,1,0,19,8,5,0,1,2,1,5,0,0,10,34,7,0,46,0,3079,112,3191,6665,0.4788
21,PUEBLA,186,TLATLAUQUITEPEC,23,62,5103,7696,342,368,472,564,478,283,1338,94,24,6,7,3,2,1,4,1,0,6,4,2,0,4,0,0,19,53,40,23,4,0,5,2,2,6,78,292,15,4,346,2,17693,855,18548,36633,0.5063
21,PUEBLA,187,TLAXCO,4,9,956,1302,13,35,36,64,4,2,22,5,2,0,2,0,0,0,2,0,0,8,1,0,0,0,0,0,4,13,1,2,0,0,0,1,0,0,3,53,1,1,3,0,2536,44,2580,3759,0.6864
21,PUEBLA,188,TOCHIMILCO,11,22,2141,2982,104,110,135,74,127,17,330,19,4,2,2,0,0,0,2,0,1,2,1,0,0,1,0,0,5,22,14,1,1,0,0,1,0,1,21,181,0,1,60,2,6364,316,6680,12254,0.5451
21,PUEBLA,189,TOCHTEPEC,7,22,2607,1629,97,55,45,69,108,26,993,21,19,4,4,2,3,0,4,0,1,6,2,1,1,0,1,0,14,33,29,5,2,1,2,0,0,0,13,48,5,0,65,1,5916,184,6100,13360,0.4566
21,PUEBLA,190,TOTOLTEPEC DE GUERRERO,2,3,145,234,143,1,3,10,20,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,589,12,601,957,0.6280
21,PUEBLA,191,TULCINGO,7,14,702,1455,485,21,15,9,21,5,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,3,35,2,1,9,0,2868,69,2937,7607,0.3861
21,PUEBLA,192,TUZAMAPAN DE GALEANA,3,7,880,920,26,46,7,47,17,11,152,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11,3,0,0,0,0,0,0,0,3,21,0,0,12,0,2168,61,2229,4238,0.5260
21,PUEBLA,193,TZICATLACOYAN,4,9,705,1154,85,33,17,23,11,117,56,4,2,2,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,4,4,3,0,0,0,0,0,0,4,31,0,1,8,0,2271,51,2322,4962,0.4680
21,PUEBLA,194,VENUSTIANO CARRANZA,16,41,7693,2889,175,307,94,224,92,17,747,18,27,4,6,2,2,0,9,0,3,2,5,0,0,0,0,0,21,50,18,16,7,1,2,0,2,2,21,93,1,0,53,5,12608,386,12994,20400,0.6370
21,PUEBLA,195,VICENTE GUERRERO,11,26,4620,3231,68,46,79,196,27,20,162,11,6,0,3,0,4,0,1,0,0,5,0,0,0,2,0,0,4,53,925,0,3,0,11,1,4,0,18,80,1,0,11,0,9592,303,9895,15689,0.6307
21,PUEBLA,196,XAYACATLAN DE BRAVO,2,3,163,389,23,12,9,8,18,1,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,6,1,0,5,1,741,29,770,1400,0.5500
21,PUEBLA,197,XICOTEPEC,29,92,12634,9714,700,302,302,488,509,108,1525,163,52,10,11,8,11,1,17,2,2,21,2,3,1,6,0,0,37,89,67,7,9,3,8,1,4,4,79,317,12,7,687,20,27943,1081,29024,53638,0.5411
21,PUEBLA,198,XICOTLAN,2,2,209,364,33,0,2,15,11,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,13,0,0,0,0,655,8,663,1038,0.6387
21,PUEBLA,199,XIUTETELCO,12,41,5694,6655,127,98,230,278,126,92,363,29,24,11,7,0,0,1,3,3,2,10,3,0,0,2,0,0,9,62,32,6,1,0,6,1,0,1,63,247,8,3,103,4,14304,478,14782,24740,0.5975
21,PUEBLA,200,XOCHIAPULCO,2,7,766,564,19,11,8,80,15,5,66,5,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,18,0,1,0,0,0,1,1,0,5,26,0,0,9,0,1607,39,1646,2775,0.5932
21,PUEBLA,201,XOCHILTEPEC,2,5,455,347,28,1,14,12,21,1,28,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,1,60,1,0,7,0,989,39,1028,2614,0.3933
21,PUEBLA,202,XOCHITLAN DE VICENTE SUAREZ,4,13,1309,2088,48,58,48,81,20,12,112,71,12,1,3,2,1,0,1,0,1,2,0,0,0,0,0,0,6,32,6,2,2,0,0,0,0,0,14,73,6,0,86,4,4101,214,4315,8099,0.5328
21,PUEBLA,203,XOCHITLAN TODOS SANTOS,3,7,872,680,22,78,26,12,16,7,90,3,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,7,5,1,0,0,0,0,0,1,8,16,1,0,11,1,1865,32,1897,4235,0.4479
