CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,RED,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,799,7,619,532,40,82,79,268,121,506,47,10,9,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,2560,8,61,2629,5121
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,800,4,213,332,17,44,56,93,32,240,21,8,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,1183,0,29,1212,2850
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,801,3,167,249,12,33,48,72,17,187,13,1,4,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,893,0,45,938,2134
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,802,3,180,168,9,22,47,89,24,173,16,0,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,879,0,20,899,1606
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,803,4,321,299,16,35,44,170,51,269,29,8,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,1436,1,44,1481,2915
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,804,7,541,508,28,83,100,282,70,547,54,8,9,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,2494,1,86,2581,5127
2,19,NUEVO LEON,13,GUADALUPE,32,JUAREZ,2723,1,7,12,1,3,1,4,1,21,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,56,0,3,59,129
2,19,NUEVO LEON,14,GUADALUPE,6,APODACA,2732,1,82,74,4,12,20,25,4,73,5,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,,,,,,,,,,,,,,332,0,12,344,672
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,604,6,950,325,20,87,62,252,56,411,33,9,8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,172,54,,,,,,,,,,,,,,2442,0,55,2497,4051
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,605,6,802,362,17,88,71,250,42,421,24,14,7,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,192,59,,,,,,,,,,,,,,2353,1,54,2408,3813
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,606,3,295,217,13,38,43,101,20,244,19,5,5,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,61,28,,,,,,,,,,,,,,1094,0,31,1125,2049
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,607,14,1518,1094,51,189,154,548,127,954,90,18,11,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,400,122,,,,,,,,,,,,,,5287,0,127,5414,9169
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,608,3,94,211,13,36,35,64,17,133,11,3,5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,58,11,,,,,,,,,,,,,,693,0,36,729,1568
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,609,2,131,182,9,22,20,51,12,109,6,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,68,13,,,,,,,,,,,,,,628,0,41,669,1402
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,610,2,131,188,12,31,33,58,13,144,10,3,5,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,47,3,,,,,,,,,,,,,,683,0,34,717,1490
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,611,3,123,226,6,40,26,59,14,122,12,1,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,38,16,,,,,,,,,,,,,,691,1,32,724,1611
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,612,2,92,174,1,22,13,44,13,107,6,2,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,65,10,,,,,,,,,,,,,,552,0,33,585,1446
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,613,3,122,214,8,29,28,53,14,120,13,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,71,13,,,,,,,,,,,,,,692,0,37,729,1504
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,614,2,75,198,7,34,17,39,30,121,2,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,47,8,,,,,,,,,,,,,,582,0,35,617,1435
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,615,2,85,230,18,36,14,43,10,102,11,2,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,62,7,,,,,,,,,,,,,,627,1,37,665,1444
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,617,4,324,307,16,67,37,150,86,262,15,5,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,114,37,,,,,,,,,,,,,,1424,0,42,1466,2596
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,618,4,374,278,11,63,38,171,101,245,24,5,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,87,54,,,,,,,,,,,,,,1457,1,31,1489,2534
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,619,6,777,432,21,91,58,282,97,465,40,13,7,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,219,66,,,,,,,,,,,,,,2573,0,79,2652,4288
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,620,3,230,220,13,42,35,93,20,177,17,2,8,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,100,19,,,,,,,,,,,,,,979,0,35,1014,1871
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,621,4,299,295,25,53,45,95,24,254,31,5,6,6,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,73,18,,,,,,,,,,,,,,1234,0,26,1260,2379
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,622,9,1328,697,34,183,72,449,118,668,73,22,8,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,224,148,,,,,,,,,,,,,,4028,2,99,4129,6583
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,644,3,93,274,13,39,35,37,14,127,9,4,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,106,5,,,,,,,,,,,,,,759,0,53,812,1827
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,645,3,116,278,13,33,27,63,14,131,15,0,4,4,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,101,9,,,,,,,,,,,,,,813,2,43,858,1902
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,646,3,80,285,10,41,26,52,10,134,17,1,3,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,64,8,,,,,,,,,,,,,,737,0,29,766,1850
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,647,9,703,478,17,137,92,320,59,706,56,13,7,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,271,68,,,,,,,,,,,,,,2933,0,79,3012,5457
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,649,3,194,277,9,53,32,95,25,176,16,2,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,73,58,,,,,,,,,,,,,,1016,0,38,1054,1825
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,650,3,194,220,15,42,41,94,18,219,21,0,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,88,83,,,,,,,,,,,,,,1043,1,50,1094,2100
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,651,4,294,326,13,88,50,124,26,268,30,2,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,204,62,,,,,,,,,,,,,,1494,1,42,1537,2849
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,675,3,154,222,20,43,26,62,17,152,17,1,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,117,34,,,,,,,,,,,,,,871,0,43,914,1884
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,694,11,1202,690,52,146,94,489,111,696,82,12,8,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,346,89,,,,,,,,,,,,,,4027,1,79,4107,6979
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,698,3,240,196,7,38,30,83,25,163,9,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,41,18,,,,,,,,,,,,,,857,1,31,889,1795
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,699,6,540,432,46,79,78,236,47,383,56,11,7,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,79,46,,,,,,,,,,,,,,2046,0,78,2124,4297
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,700,5,537,354,15,85,72,227,88,400,45,11,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,137,52,,,,,,,,,,,,,,2030,2,46,2078,3561
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,701,3,217,207,10,35,25,105,17,147,13,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,48,33,,,,,,,,,,,,,,863,1,27,891,1547
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,702,3,233,230,10,40,39,134,23,210,17,4,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,59,23,,,,,,,,,,,,,,1030,0,34,1064,1965
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,703,13,781,902,52,162,215,432,114,772,84,11,14,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,272,101,,,,,,,,,,,,,,3929,1,131,4061,8554
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,704,3,224,258,8,51,49,76,24,206,15,6,6,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,73,20,,,,,,,,,,,,,,1018,0,34,1052,2208
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,705,3,192,236,9,37,43,56,26,222,19,3,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,46,14,,,,,,,,,,,,,,911,0,43,954,2079
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,706,6,340,349,25,56,67,154,43,354,36,8,1,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,91,29,,,,,,,,,,,,,,1562,1,55,1618,3055
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2695,2,183,151,5,26,24,67,12,133,7,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,91,28,,,,,,,,,,,,,,733,1,7,741,1480
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2696,2,62,84,6,19,9,30,5,75,6,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,48,5,,,,,,,,,,,,,,352,0,5,357,775
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2697,2,81,160,7,28,18,51,9,96,11,2,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,70,24,,,,,,,,,,,,,,565,1,16,582,1069
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2698,2,148,88,2,29,17,65,13,120,10,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,25,,,,,,,,,,,,,,548,0,10,558,809
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2699,2,249,82,10,25,14,107,31,164,20,4,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,54,26,,,,,,,,,,,,,,793,0,11,804,1151
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2700,2,230,144,3,38,23,104,18,163,18,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,96,21,,,,,,,,,,,,,,864,0,12,876,1450
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2701,2,140,113,5,24,14,58,12,101,12,1,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,61,19,,,,,,,,,,,,,,565,0,12,577,961
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2702,2,243,91,5,28,17,87,28,131,12,3,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,65,16,,,,,,,,,,,,,,729,0,6,735,1100
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2703,3,194,177,9,26,22,71,22,164,15,3,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,68,22,,,,,,,,,,,,,,801,9,16,826,1543
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2704,3,214,141,8,36,38,103,22,186,15,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,127,28,,,,,,,,,,,,,,922,0,21,943,1610
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2705,2,127,140,7,40,23,78,16,122,8,4,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,50,49,,,,,,,,,,,,,,671,0,15,686,1276
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2706,3,206,152,13,35,26,85,28,189,16,3,10,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,78,24,,,,,,,,,,,,,,868,0,10,878,1513
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2707,2,131,83,5,15,13,40,19,116,15,4,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,43,9,,,,,,,,,,,,,,500,0,13,513,869
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2708,2,110,143,9,27,30,83,19,115,11,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,73,12,,,,,,,,,,,,,,638,0,10,648,1185
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,2709,2,92,160,14,39,29,61,13,185,11,4,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,45,12,,,,,,,,,,,,,,671,0,23,694,1335
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,530,1,58,63,3,8,3,16,5,46,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,214,0,11,225,393
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,531,1,49,91,11,14,22,19,7,59,5,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,299,0,11,310,593
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,532,1,63,90,3,9,11,22,5,70,2,3,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,297,0,20,317,677
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,533,2,152,185,11,17,23,50,17,129,15,2,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,654,1,34,689,1296
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,534,1,120,118,10,11,8,30,13,67,4,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,410,0,16,426,706
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,535,2,211,246,4,21,10,58,21,90,5,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,711,0,17,728,1074
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,536,2,177,182,8,19,20,60,27,129,8,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,671,0,20,691,1003
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,537,3,335,253,10,43,13,101,34,220,13,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,1096,3,34,1133,1672
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,538,3,259,221,9,35,42,78,21,164,19,9,4,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,921,1,40,962,1557
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,539,2,209,211,5,36,29,58,23,142,15,4,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,794,2,42,838,1456
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,540,2,208,96,7,35,23,42,18,107,10,4,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,591,2,23,616,984
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,541,2,209,149,5,40,23,34,21,113,10,13,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,649,1,17,667,1239
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,542,2,191,105,3,41,9,34,7,118,9,7,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,572,0,25,597,1038
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,543,2,195,99,5,34,16,37,10,82,7,3,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,518,0,19,537,928
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,544,3,243,183,11,43,23,78,45,162,11,10,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,870,0,31,901,1642
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,545,1,118,111,6,21,2,43,18,82,10,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,455,1,6,462,663
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,546,2,217,179,7,40,22,63,12,152,7,5,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,754,0,28,782,1490
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,547,2,117,111,0,29,18,56,13,69,9,3,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,464,0,16,480,753
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,548,3,299,289,10,37,28,94,60,220,16,7,9,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,1153,0,40,1193,1735
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,549,2,290,231,4,26,14,86,44,138,18,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,907,0,30,937,1466
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,550,2,97,91,17,28,13,43,7,65,5,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,393,0,8,401,844
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,551,2,100,185,13,15,16,59,14,98,7,3,1,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,539,0,11,550,1008
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,552,2,240,161,5,27,26,76,33,148,17,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,795,1,12,808,1292
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,553,2,188,132,1,38,5,71,40,117,15,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,693,0,12,705,968
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,554,3,265,189,7,55,15,86,24,189,11,5,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,919,0,28,947,1519
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,555,2,193,172,4,37,15,54,21,128,17,12,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,711,0,34,745,1309
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,556,2,360,159,8,28,22,86,57,190,14,5,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,1003,3,33,1039,1453
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,557,2,204,96,8,20,17,64,36,134,14,10,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,678,2,18,698,977
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,623,8,950,477,25,238,74,387,128,650,59,29,15,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,,,,,,,,,,,,,3344,1,77,3422,5112
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,624,3,428,189,15,98,39,124,29,244,19,7,7,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,1322,0,36,1358,2007
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,625,3,381,203,12,68,30,145,55,201,19,5,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,1244,1,26,1271,1873
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,626,4,761,234,16,67,35,230,66,296,23,24,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,2044,3,24,2071,2937
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,627,3,616,165,10,61,25,151,50,193,10,11,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,1505,0,22,1527,2112
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,628,3,477,137,7,42,22,146,27,148,13,7,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,1138,0,23,1161,1637
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,629,2,278,181,12,61,35,100,32,152,14,9,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,925,40,27,992,1494
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,630,2,300,161,15,41,30,72,27,150,13,3,7,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,888,0,35,923,1457
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,631,2,109,100,4,32,25,38,14,54,6,1,0,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,461,0,17,478,839
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,632,2,207,133,5,33,16,62,20,119,8,8,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,685,4,18,707,1075
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,633,2,274,126,6,53,27,95,22,143,19,3,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,844,1,27,872,1279
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,634,2,234,115,4,70,21,54,12,112,10,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,714,1,23,738,1265
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,635,2,230,164,12,75,23,64,18,140,13,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,808,0,23,831,1404
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,636,2,293,152,9,44,30,83,37,175,11,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,959,0,21,980,1428
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,637,2,272,108,6,33,14,72,38,123,11,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,813,0,21,834,1140
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,638,3,450,184,11,58,27,117,26,180,28,9,3,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,1182,3,29,1214,1874
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,639,2,370,89,4,28,23,103,24,147,12,8,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,935,2,8,945,1306
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,640,3,440,174,8,42,24,138,47,192,19,9,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,1306,1,36,1343,1846
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,641,2,241,127,4,68,20,93,51,167,14,4,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,867,1,22,890,1425
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,642,2,245,166,6,74,20,89,27,128,12,6,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,846,0,28,874,1419
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,643,3,267,159,12,53,38,87,16,182,19,2,4,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,929,2,40,971,1566
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,652,6,485,343,18,299,60,182,72,422,33,7,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,2099,0,35,2134,3413
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,653,3,273,165,3,96,20,77,40,179,26,5,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,975,0,27,1002,1527
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,654,2,234,173,7,58,19,65,42,158,10,2,9,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,844,1,30,875,1433
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,655,3,453,137,8,56,13,113,44,146,19,11,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,1112,1,23,1136,1588
