ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,PAS,MORENA,ES,PAIS,PAN_PRD_MC_PAS,PAN_PRD_MC,PAN_PRD_PAS,PAN_MC_PAS,PRD_MC_PAS,PAN_PRD,PAN_MC,PAN_PAS,PRD_MC,PRD_PAS,MC_PAS,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1434,1,11,82,5,3,7,6,5,24,140,5,6,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,3,0,1,,,,,305,0,9,314,611
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1435,1,15,77,6,2,10,8,8,15,161,2,4,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,0,0,,,,,317,0,10,327,651
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1436,1,17,126,2,1,13,4,3,27,151,3,4,0,0,0,0,0,1,0,1,0,0,0,3,2,0,2,2,3,0,0,,,,,365,0,15,380,624
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1437,1,8,42,2,3,5,6,1,26,77,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,,,,,179,0,6,185,243
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1438,1,28,75,2,7,1,4,2,12,91,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,232,0,7,239,356
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1439,1,13,89,2,1,10,3,7,20,112,2,3,1,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,2,0,0,,,,,272,0,8,280,509
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1440,2,27,131,6,10,16,6,10,42,195,8,13,0,1,1,0,0,0,0,0,0,0,0,5,1,0,1,5,0,4,0,,,,,482,0,9,491,803
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1441,1,24,40,2,7,6,4,2,29,90,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,,,,,217,0,2,219,353
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1442,1,11,50,2,8,13,2,1,14,117,3,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,0,,,,,233,1,13,247,487
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1443,1,16,56,4,5,11,5,4,18,85,2,13,1,1,0,0,0,0,0,0,0,0,1,4,2,0,2,1,0,0,0,,,,,231,0,3,234,419
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1444,1,10,50,4,2,7,4,5,24,85,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,200,0,3,203,370
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1445,1,13,51,6,4,7,1,3,7,104,6,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1,3,0,0,,,,,224,0,8,232,479
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1446,1,4,44,1,4,10,5,1,13,120,3,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,,,,,217,0,11,228,437
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1447,1,7,42,4,3,3,7,8,16,101,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,1,0,0,,,,,267,0,1,268,457
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1448,1,23,57,2,4,6,1,2,10,135,6,7,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,2,2,0,,,,,266,0,7,273,469
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1449,4,82,381,17,26,31,20,25,87,645,15,29,3,1,0,0,0,0,0,0,0,0,1,16,3,1,4,6,4,1,0,,,,,1398,0,21,1419,2437
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1450,1,17,61,4,3,7,4,3,14,95,3,7,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,0,,,,,229,0,5,234,454
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1451,1,12,40,4,4,3,3,2,13,76,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,165,0,5,170,370
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1452,1,10,46,3,1,9,8,4,24,96,2,3,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,0,1,0,,,,,219,4,0,223,451
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1453,1,16,64,1,9,1,4,3,18,99,1,3,0,1,0,0,1,0,0,0,0,0,0,5,3,0,0,0,4,0,0,,,,,233,0,7,240,463
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1454,1,22,66,9,4,13,5,2,19,101,5,3,2,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,2,0,,,,,261,0,6,267,507
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1455,1,11,57,3,6,4,2,5,14,76,2,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,,,,,190,8,0,198,433
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1456,1,12,59,4,4,8,9,4,20,95,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,3,3,0,0,,,,,234,0,10,244,527
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1457,1,4,57,3,2,8,5,0,15,111,2,2,0,0,0,0,1,0,0,1,0,0,1,3,0,1,3,2,3,0,0,,,,,224,0,8,232,478
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1458,1,21,74,0,8,8,6,2,17,124,5,2,0,0,0,0,0,1,0,1,0,0,0,6,1,2,1,0,0,0,0,,,,,279,0,17,296,606
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1459,1,15,71,6,4,8,3,3,15,147,5,3,0,1,0,0,0,0,0,1,0,0,0,9,1,0,2,2,4,0,0,,,,,300,0,10,310,537
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1460,1,22,59,7,9,5,3,2,19,119,5,8,1,0,0,0,0,0,0,1,0,0,0,10,1,0,2,0,2,0,0,,,,,275,0,8,283,504
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1461,2,19,84,5,5,16,5,9,29,166,7,6,1,0,1,0,0,0,0,0,0,0,0,3,3,0,1,1,4,0,0,,,,,365,0,14,379,860
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1462,2,19,108,6,6,12,11,3,26,243,3,12,1,0,0,0,1,1,0,0,0,0,1,3,1,0,3,2,1,0,0,,,,,463,0,15,478,996
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1463,1,14,59,3,7,11,5,6,13,119,4,6,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,2,0,0,,,,,258,1,3,262,500
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1464,1,13,99,7,6,10,4,9,15,158,3,3,0,1,0,0,0,0,0,0,0,0,0,1,3,0,2,3,0,0,0,,,,,337,0,11,348,666
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1465,1,10,54,6,5,6,4,10,11,101,2,5,0,0,0,0,0,2,0,0,0,0,0,5,1,0,3,1,2,0,0,,,,,228,0,7,235,526
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1466,2,23,111,8,10,21,11,11,29,148,6,4,0,0,0,0,0,1,0,1,0,0,0,17,4,0,3,6,3,0,0,,,,,417,0,9,426,817
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1467,1,12,104,4,5,12,4,5,37,149,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,,,,,354,1,11,366,747
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1468,2,11,98,9,6,31,4,4,25,206,6,14,1,2,0,0,0,0,0,0,0,0,0,11,6,0,2,1,3,0,0,,,,,440,0,14,454,964
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1469,3,28,170,16,12,29,17,6,59,304,1,4,0,0,0,0,0,0,0,2,0,0,3,7,1,0,0,5,3,2,0,,,,,669,1,28,698,1522
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1470,1,9,95,3,8,20,9,5,17,177,5,11,2,0,1,0,0,0,0,0,1,0,0,8,2,4,1,0,0,0,0,,,,,378,0,3,381,748
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1471,1,15,76,7,8,16,4,8,21,174,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,337,0,23,360,750
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1472,3,41,204,10,18,23,19,27,40,331,9,22,2,1,0,0,0,1,0,1,0,0,0,7,4,0,2,8,3,0,0,,,,,773,0,17,790,1580
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1473,4,53,350,17,20,38,13,28,54,540,20,22,0,1,0,0,0,1,1,1,0,0,1,14,6,0,2,2,4,1,1,,,,,1190,1,27,1218,2381
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1474,1,12,62,7,6,7,5,5,17,126,3,4,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,,,,,263,1,7,271,594
25,SINALOA,17,CULIACAN DE ROSALES,6,CULIACAN,1475,1,17,82,2,5,16,3,5,15,138,5,2,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,1,1,1,0,,,,,300,0,0,300,668
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1476,2,22,108,8,14,10,16,4,47,153,5,5,3,1,0,1,1,0,1,0,0,0,0,6,2,0,1,2,1,0,0,,,,,411,0,19,430,850
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1477,15,593,1904,63,114,150,80,90,345,1951,49,104,3,3,1,2,1,1,0,5,0,2,0,49,19,1,7,25,20,3,3,,,,,5588,0,90,5678,10940
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1478,9,157,680,47,54,108,37,40,174,1420,40,34,3,4,0,2,0,2,0,4,3,0,1,48,10,2,14,9,13,0,0,,,,,2906,1,61,2968,6242
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1479,2,13,84,4,13,15,7,3,19,177,6,1,0,0,0,0,0,0,1,0,0,0,0,4,1,1,2,1,7,0,0,,,,,359,0,9,368,761
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1480,1,12,70,6,8,14,0,3,14,119,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,252,0,9,261,535
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1481,1,19,94,7,9,18,3,4,19,153,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,1,,,,,339,0,11,350,745
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1482,8,96,536,21,39,71,30,31,151,1170,41,36,1,0,0,2,1,0,0,0,0,0,0,42,7,1,7,12,0,1,0,,,,,2296,2,33,2331,5298
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1483,1,17,66,2,6,13,5,2,10,122,2,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,,,,,256,0,6,262,606
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1484,3,25,179,7,10,29,12,9,42,342,11,11,0,0,2,0,0,0,0,2,0,1,1,2,6,1,5,7,6,1,0,,,,,711,0,19,730,1787
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1485,1,18,73,4,8,11,8,5,22,123,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1,6,0,0,,,,,295,0,8,303,562
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1486,1,9,66,6,5,19,5,10,16,156,3,3,0,0,0,0,0,1,0,1,0,0,0,8,2,0,1,0,2,0,0,,,,,313,0,6,319,592
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1487,1,2,52,3,2,4,2,3,2,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,125,0,0,125,212
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1488,1,5,30,5,1,3,2,2,3,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,,,,,88,0,5,93,323
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1489,1,4,43,0,0,2,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,64,0,1,65,137
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1490,1,4,80,0,2,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,109,0,2,111,197
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1491,1,1,34,0,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,54,0,2,56,173
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1492,1,8,97,2,2,9,0,4,0,34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,,,,,163,0,5,168,303
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1493,1,17,106,4,5,8,2,1,13,41,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,,,,,203,0,6,209,365
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1494,1,16,58,2,3,7,3,4,7,39,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,,,,,145,0,6,151,295
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1495,1,4,98,8,3,3,7,3,5,59,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,195,0,3,198,354
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1496,1,11,69,8,4,8,3,3,4,47,2,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,,,,,167,0,3,170,268
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1497,1,7,130,6,1,15,4,3,9,70,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,,,,,260,0,13,273,506
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1498,1,4,105,5,2,7,3,1,2,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,,,,179,0,1,180,366
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1499,1,5,29,5,2,10,1,0,1,29,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,1,0,0,,,,,92,0,3,95,141
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1500,1,4,103,3,7,8,3,3,5,41,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,,,,183,0,10,193,461
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1501,1,10,70,7,1,6,2,1,4,76,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,5,0,0,,,,,193,0,0,193,313
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1502,1,6,43,5,2,3,0,4,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,,,,,126,0,5,131,273
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,1503,1,14,130,4,7,11,3,8,3,125,5,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,1,0,,,,,321,0,19,340,616
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1504,1,11,81,2,8,11,0,3,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,,,,,195,0,4,199,320
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1505,1,25,60,2,4,8,1,3,2,70,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,182,0,12,194,388
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1506,1,5,107,6,9,23,4,3,6,118,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,,,,,288,0,12,300,470
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1507,2,17,260,5,9,11,6,7,5,171,7,3,1,0,0,0,0,2,0,1,0,0,0,2,0,1,3,3,4,2,0,,,,,520,0,19,539,880
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1508,3,47,235,8,14,31,12,7,26,297,9,4,0,0,0,0,0,0,0,0,0,0,0,6,7,2,4,3,3,1,0,,,,,716,0,30,746,1589
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1509,3,20,79,3,2,14,4,4,8,106,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,,,,,250,0,17,267,1818
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1510,1,15,47,2,3,8,4,4,6,76,2,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,2,0,0,,,,,180,0,7,187,401
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1511,3,44,263,6,17,48,23,16,40,382,7,12,0,1,0,0,0,0,1,0,0,0,0,11,5,3,3,3,5,0,0,,,,,890,1,20,911,1892
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1512,3,22,197,8,8,31,14,12,33,330,11,9,0,0,0,0,0,0,0,0,1,0,0,10,6,2,2,8,4,1,0,,,,,709,0,19,728,1619
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1513,1,8,62,3,2,6,0,3,6,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,118,0,1,119,234
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1514,1,20,66,5,1,5,2,1,2,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,,,,,160,0,4,164,252
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1515,1,5,31,1,4,3,2,2,3,26,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,,,,,85,0,6,91,133
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,452
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1517,1,6,38,0,1,1,2,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,68,0,1,69,132
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1518,1,7,60,2,0,3,2,2,16,19,2,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,,,,,121,0,6,127,226
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1519,1,5,37,1,1,1,1,1,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,80,0,1,81,149
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1520,1,29,46,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,113,0,3,116,209
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1521,1,18,99,7,6,8,6,16,9,93,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,0,,,,,276,0,11,287,677
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1522,1,8,53,1,2,11,1,4,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,123,0,1,124,234
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1523,1,2,24,1,2,2,2,4,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,60,0,2,62,103
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1524,1,10,63,1,2,0,0,2,0,18,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,,,,,105,0,2,107,180
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1526,1,17,41,2,3,7,0,0,10,47,10,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,142,0,0,142,270
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1527,1,13,66,2,2,4,2,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,,,,109,0,3,112,197
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1528,1,18,89,7,6,8,6,16,9,93,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,0,,,,,266,0,11,277,368
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1531,1,4,52,4,1,4,4,2,2,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,89,0,2,91,147
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1532,1,28,118,6,8,9,4,2,6,79,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,1,,,,,269,0,10,279,438
25,SINALOA,15,CULIACAN DE ROSALES,6,CULIACAN,1533,1,32,76,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,208,0,9,217,413
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1534,2,8,143,6,2,12,3,9,10,100,8,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,0,0,,,,,311,0,13,324,689
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1535,1,13,137,5,5,14,7,3,4,164,8,3,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,1,0,1,0,,,,,375,0,8,383,746
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1536,1,13,2,1,2,2,0,1,4,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,51,0,1,52,115
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1537,1,11,19,1,2,3,1,2,3,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,64,0,5,69,187
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1538,1,5,11,0,3,1,5,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,36,0,2,38,110
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1539,1,15,19,12,0,1,0,0,3,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,83,0,0,83,176
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1540,1,15,80,4,7,7,6,4,21,117,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,5,0,0,0,,,,,275,0,0,275,548
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1541,1,18,29,4,0,5,2,1,4,34,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,102,0,1,103,177
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1542,1,28,8,3,3,0,1,0,3,49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,97,0,4,101,218
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1543,1,13,13,5,0,5,2,1,5,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,,,,,64,0,1,65,226
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1544,1,21,66,0,3,6,6,3,5,76,2,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,2,0,0,0,,,,,200,0,16,216,428
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1545,1,4,65,3,3,6,0,4,2,39,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,,,,,132,0,5,137,241
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1546,1,5,34,2,5,8,1,3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,85,0,2,87,175
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1547,1,9,45,2,1,3,3,3,0,62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,,,,132,0,6,138,294
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1548,1,47,75,5,4,14,5,8,3,74,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,2,0,0,,,,,246,0,2,248,506
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1549,1,16,60,2,1,10,4,12,10,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,177,0,6,183,336
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1550,1,4,44,3,2,6,3,22,15,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,,,,159,0,9,168,327
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1551,1,2,48,3,3,9,3,4,3,49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,,,,130,0,4,134,284
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1552,1,18,45,6,2,14,2,5,11,93,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,,,,,204,0,0,204,397
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1553,1,9,58,7,3,14,5,7,27,93,7,3,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,1,0,0,,,,,242,0,0,242,472
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1554,1,12,46,4,3,4,2,3,13,64,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,155,0,4,159,345
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1555,1,19,96,8,6,16,8,6,49,111,1,1,0,0,0,1,0,1,0,0,0,0,1,1,3,1,0,1,0,0,0,,,,,330,0,11,341,633
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,1556,2,36,112,6,8,11,10,2,33,157,11,2,0,0,1,0,0,1,1,0,0,0,1,2,5,0,2,1,1,1,0,,,,,404,0,13,417,791
