ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,PAS,MORENA,ES,PAIS,PAN_PRD_MC_PAS,PAN_PRD_MC,PAN_PRD_PAS,PAN_MC_PAS,PRD_MC_PAS,PAN_PRD,PAN_MC,PAN_PAS,PRD_MC,PRD_PAS,MC_PAS,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,724,B,1,0,B,13,61,0,3,2,2,6,16,80,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,0,,,,,196,0,3,199,309,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,725,B,1,0,B,46,156,4,4,10,4,6,31,140,5,9,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,,,,,425,0,17,442,690,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,726,B,1,0,B,41,145,3,11,4,7,4,32,96,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,3,0,,,,,357,1,7,365,516,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,727,B,1,0,B,20,75,2,8,9,0,3,14,70,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,,,,,212,0,6,218,347,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,728,B,1,0,B,10,61,2,2,6,2,0,25,61,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,,,,,178,0,6,184,344,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,729,B,1,0,B,10,72,2,5,3,3,4,18,85,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,1,0,,,,,212,0,6,218,378,GRUPO DE RECUENTO,,,
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,730,B,1,0,B,31,108,4,7,12,2,6,28,152,3,11,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,2,2,0,,,,,374,0,13,387,627,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,731,B,1,0,B,3,56,5,5,4,2,4,3,58,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,147,0,4,151,320,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,732,B,1,0,B,6,44,1,0,6,0,0,11,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,135,0,20,155,299,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,733,B,1,0,B,38,160,1,5,7,4,2,24,123,1,5,2,2,0,1,0,0,0,0,0,0,0,1,2,0,1,2,1,0,0,,,,,382,0,9,391,577,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,734,B,1,0,B,66,186,4,8,6,8,6,25,142,5,22,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,482,0,4,486,678,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,735,B,1,0,B,24,60,7,3,7,4,3,45,204,2,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,,,,,374,0,11,385,554,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,736,B,1,0,B,15,82,3,2,7,3,3,45,169,2,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,342,0,9,351,522,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,737,B,1,0,B,56,122,2,3,4,5,5,22,91,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,,,,,330,0,13,343,491,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,738,B,1,0,B,32,108,4,9,1,3,9,25,69,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,273,1,5,279,379,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,739,B,1,0,B,34,72,0,5,6,1,1,16,66,1,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,,,,,214,0,6,220,302,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,740,B,1,0,B,21,67,9,10,10,2,8,12,72,1,9,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,4,0,0,0,,,,,231,0,0,231,395,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,741,B,1,0,B,23,77,3,6,6,4,3,17,101,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,3,0,1,0,,,,,254,0,11,265,450,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,742,B,1,0,B,20,78,1,2,3,2,2,27,81,4,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,0,,,,,234,0,0,234,395,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,743,B,1,0,B,35,90,3,8,8,2,2,19,112,3,6,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3,2,0,0,,,,,297,0,3,300,459,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,744,B,1,0,B,55,245,1,10,6,8,3,26,117,2,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,488,0,0,488,739,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,745,B,1,0,B,11,52,1,3,1,1,2,12,62,3,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,,,,,158,0,5,163,274,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,746,B,1,0,B,18,62,3,6,11,5,3,13,83,2,6,2,0,1,0,0,0,0,0,0,0,0,5,1,0,1,2,2,0,0,,,,,226,0,5,231,314,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,747,B,1,0,B,12,27,0,2,3,1,1,10,40,2,3,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,3,0,0,,,,,110,0,3,113,200,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,748,B,1,0,B,28,129,2,7,7,4,1,19,109,5,21,0,0,0,0,0,0,1,0,0,0,0,7,0,0,2,4,2,1,0,,,,,349,0,8,357,492,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,749,B,1,0,B,25,99,3,8,5,4,4,14,82,1,5,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,3,1,0,0,,,,,260,1,6,267,359,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,750,B,1,0,B,55,101,1,3,4,2,10,15,60,5,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,,,,,279,0,3,282,405,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,751,B,1,0,B,31,58,3,3,2,4,0,6,57,3,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,,,,,180,0,5,185,261,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,752,B,1,0,B,16,49,0,6,2,2,10,68,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,,,,,166,0,2,168,264,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,753,B,1,0,B,25,92,4,14,9,4,3,20,83,4,8,0,1,0,0,0,1,1,0,0,0,1,1,2,0,1,3,2,1,0,,,,,280,0,2,282,466,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,754,B,1,0,B,17,69,1,3,7,0,1,13,62,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,,,,,179,0,7,186,327,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,755,B,1,0,B,26,87,5,3,7,7,7,15,95,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,,,,,267,0,6,273,463,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,756,B,1,0,B,12,63,1,2,2,3,4,19,57,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,,,,,176,0,5,181,259,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,757,B,1,0,B,34,71,3,3,1,3,3,10,38,2,2,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,,,,,179,0,3,182,279,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,758,B,1,0,B,79,125,4,2,3,2,3,17,32,0,9,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,280,0,6,286,378,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,759,B,1,0,B,22,71,2,1,1,0,2,15,48,8,12,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,,,,,187,0,5,192,291,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,760,B,1,0,B,20,54,1,4,9,1,5,18,67,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,,,,,189,0,9,198,346,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,761,B,1,0,B,20,51,2,6,7,6,0,16,57,3,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,,,,175,0,6,181,318,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,762,B,1,0,B,14,46,3,4,5,3,0,18,62,4,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,,,,,172,0,4,176,244,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,763,B,1,0,B,10,54,1,11,3,5,5,15,101,3,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,3,0,0,,,,,222,0,7,229,350,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,764,B,1,0,B,19,98,5,4,9,3,6,21,133,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,,,,,308,0,8,316,548,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,765,B,1,0,B,37,84,2,5,5,3,7,19,85,0,11,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,1,0,,,,,271,0,6,277,422,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,766,B,1,0,B,40,83,1,3,3,1,3,6,25,0,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,0,0,,,,,184,0,2,186,263,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,767,B,1,0,B,76,160,2,7,6,3,6,19,86,3,9,1,2,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,0,0,,,,,388,0,8,396,545,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,768,B,1,0,B,33,79,2,1,2,0,1,7,17,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,150,0,6,156,217,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,769,B,1,0,B,40,96,0,3,0,1,0,6,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,,163,0,2,165,211,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,770,B,1,0,B,55,125,2,2,1,4,5,9,39,1,11,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,3,1,0,0,,,,,264,0,2,266,365,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,771,B,1,0,B,22,121,3,4,3,3,2,22,75,4,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,,,,,267,1,7,275,378,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,772,B,1,0,B,33,109,4,3,7,4,8,49,75,8,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,,,,,309,0,2,311,418,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,773,B,1,0,B,40,125,1,2,3,3,6,15,27,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,0,0,,,,,242,0,2,244,351,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,774,B,1,0,B,50,171,0,2,3,6,3,18,82,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,364,0,5,369,534,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,775,B,1,0,B,50,161,1,4,3,2,2,10,60,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,,,,,320,1,3,324,430,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,776,B,1,0,B,50,154,2,3,3,2,8,13,82,2,14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,3,0,0,,,,,343,0,5,348,462,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,777,B,1,0,B,33,148,3,6,1,5,12,34,105,4,13,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,5,3,2,0,,,,,383,0,0,383,528,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,778,B,1,0,B,39,98,2,7,2,5,10,20,51,0,5,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0,4,5,1,0,,,,,256,0,6,262,325,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,779,B,1,0,B,42,109,2,3,0,0,8,6,21,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,,,204,0,2,206,294,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,780,B,1,0,B,57,132,0,1,2,4,1,8,22,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,249,0,5,254,376,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,781,B,1,0,B,32,79,6,5,4,3,2,20,57,2,5,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,,,,,222,2,1,225,316,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,782,B,1,0,B,23,80,6,4,0,2,1,12,52,1,7,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,197,0,4,201,302,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,783,B,1,0,B,17,36,0,1,1,2,6,11,32,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,113,1,0,114,171,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,784,B,1,0,B,17,69,1,4,5,2,4,16,51,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,,,,,177,0,4,181,277,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,785,B,1,0,B,21,56,2,2,3,1,4,6,61,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,,,,,163,0,4,167,272,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,786,B,1,0,B,45,112,0,2,2,1,9,13,63,0,17,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,,,,,272,0,11,283,393,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,787,B,1,0,B,22,91,5,6,0,1,0,8,38,2,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,182,0,5,187,265,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,788,B,1,0,B,58,127,1,3,1,2,6,8,53,1,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,,,,,282,0,5,287,379,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,789,B,1,0,B,38,106,1,6,1,5,5,11,47,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,237,0,4,241,301,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,790,B,1,0,B,29,89,2,1,2,1,0,11,30,2,5,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,3,0,0,,,,,181,0,3,184,237,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,791,B,1,0,B,61,154,2,11,7,2,2,11,61,1,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,2,1,0,,,,,335,0,7,342,455,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,792,B,1,0,B,79,165,3,7,2,4,7,18,71,3,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,0,,,,,389,0,5,394,521,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,793,B,1,0,B,64,158,5,10,1,1,6,14,54,2,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,,,,,341,1,5,347,491,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,794,B,1,0,B,78,176,4,9,7,4,7,12,100,0,17,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,2,0,1,,,,,424,0,15,439,658,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,795,B,1,0,B,45,154,1,12,4,5,7,12,71,6,8,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,,,,,334,0,11,345,478,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,796,B,1,0,B,82,202,1,9,4,6,1,26,92,4,15,0,3,0,1,0,0,0,0,0,0,1,4,2,0,1,2,0,0,0,,,,,456,0,7,463,618,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,797,B,1,0,B,56,189,3,7,6,3,6,19,94,2,21,0,0,1,0,1,0,0,0,0,0,1,2,2,0,0,3,0,0,0,,,,,416,1,7,424,583,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,798,B,1,0,B,38,103,1,4,4,3,4,15,90,2,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,,,,,288,0,3,291,412,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,799,B,1,0,B,64,132,1,3,5,3,4,14,50,0,8,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,,,,,290,1,7,298,428,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,800,B,1,0,B,27,72,3,3,3,6,6,7,53,2,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,193,0,4,197,283,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,801,B,1,0,B,53,202,1,7,2,7,8,16,68,2,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,0,,,,,390,0,16,406,573,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,802,B,1,0,B,47,145,2,1,7,0,3,7,46,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,,,,,281,2,4,287,370,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,803,B,1,0,B,31,79,1,4,1,2,4,4,47,0,4,1,2,0,0,0,0,0,0,0,0,0,3,1,0,1,3,2,0,0,,,,,190,0,6,196,261,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,804,B,1,0,B,24,57,1,7,1,5,2,10,34,0,6,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,,,,,155,0,2,157,205,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,805,B,1,0,B,48,103,2,4,2,2,3,12,59,0,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,2,1,,,,,258,0,3,261,390,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,806,B,1,0,B,25,106,0,4,7,3,5,5,83,4,5,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,6,3,0,0,,,,,263,0,8,271,393,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,807,B,1,0,B,18,77,5,6,2,1,3,9,38,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,0,0,,,,,167,0,6,173,272,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,808,B,1,0,B,16,42,0,2,4,1,3,10,46,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,,,,130,0,3,133,252,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,810,B,1,0,B,39,99,4,5,5,5,4,13,62,5,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,,,,,260,0,5,265,383,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,811,B,1,0,B,8,38,1,0,0,1,1,6,18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,78,0,0,78,115,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,812,B,1,0,B,6,36,0,1,3,2,6,2,43,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,,,,,110,0,1,111,170,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,813,B,1,0,B,23,60,3,7,8,3,8,6,50,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,179,0,2,181,280,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,814,B,1,0,B,4,41,3,0,2,2,3,10,39,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,,,,,118,0,2,120,169,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,815,B,1,0,B,12,27,3,1,3,0,2,9,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,84,0,2,86,147,GRUPO DE RECUENTO,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,816,B,1,0,B,5,25,0,1,2,3,4,9,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,81,0,2,83,107,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,817,B,1,0,B,6,63,1,4,4,1,3,13,41,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,144,0,7,151,222,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,818,B,1,0,B,18,46,0,3,4,1,5,11,55,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,,,,152,1,6,159,257,ACTA CASILLA,,,
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,819,B,1,0,B,17,80,1,4,6,3,2,17,54,7,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,,,,,201,0,8,209,304,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,820,B,1,0,B,14,117,1,0,8,1,6,21,58,6,6,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,0,1,0,,,,,248,0,4,252,396,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,821,B,1,0,B,17,161,1,2,2,2,6,10,43,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,,,,,254,0,2,256,323,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,822,B,1,0,B,23,110,1,6,1,1,4,13,66,6,5,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,0,0,,,,,244,0,1,245,304,ACTA CASILLA,,,
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,823,B,1,0,B,26,96,1,7,3,5,4,22,131,3,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,,,,,313,0,12,325,491,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,824,B,1,0,B,15,119,1,4,5,2,6,15,100,2,9,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,4,0,0,0,,,,,288,0,8,296,420,ACTA CASILLA,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,825,B,1,0,B,33,97,2,7,6,5,3,23,86,3,7,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,1,0,0,,,,,280,0,2,282,443,GRUPO DE RECUENTO,,,
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,826,B,1,0,B,32,109,0,7,8,4,3,23,129,4,13,1,1,0,0,0,0,0,1,0,0,0,8,1,0,1,0,0,0,2,,,,,347,0,8,355,541,GRUPO DE RECUENTO,,,
