CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND6,PRI_PVEM,CC_PRD_PT_PH_ES,CC_PRD_PT_PH,CC_PRD_PT_ES,CC_PT_PH_ES,CC_PRD_PT,CC_PRD_ES,CC_PRD_NVA_ALIANZA,CC_PT_ES,CC_PAN_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1506,B,2,164,102,3,1,0,0,6,0,1,0,3,9,0,0,0,0,0,0,0,0,0,291,8,299,491,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1506,C01,5,121,146,3,3,0,0,25,0,0,0,6,2,0,0,0,0,0,0,0,0,0,311,0,311,490,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1507,B,103,78,109,0,4,0,0,9,0,1,0,0,2,0,0,0,0,0,0,0,0,0,306,2,308,582,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1507,C01,75,94,112,3,6,0,0,12,1,3,0,0,3,0,0,0,0,0,0,0,0,0,309,10,319,581,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1508,B,16,91,121,2,5,2,0,3,1,3,0,0,2,0,0,0,0,0,0,0,0,0,246,10,256,587,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1508,C01,30,98,97,4,2,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,238,2,240,587,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1509,B,33,199,173,7,17,0,2,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,444,18,462,746,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1510,B,27,67,46,1,2,0,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,153,5,158,296,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1511,B,41,196,94,0,7,0,0,40,1,1,0,7,1,0,0,0,0,0,0,0,0,0,388,7,395,718,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1512,B,17,131,56,0,3,1,0,7,2,1,0,2,1,0,0,0,0,0,0,0,0,0,221,9,230,463,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1512,C01,25,122,94,0,3,0,3,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,257,12,269,462,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1513,B,16,65,190,0,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,5,292,615,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1514,B,16,133,123,3,4,0,1,5,2,2,0,2,3,0,0,0,0,0,0,0,0,0,294,6,300,561,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1515,B,14,50,139,5,1,0,1,11,1,0,0,2,6,0,0,0,0,0,0,0,0,0,230,0,230,483,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1516,B,3,111,133,0,3,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,261,9,270,518,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1517,B,147,84,58,4,63,16,7,7,0,6,0,2,0,0,1,0,0,0,0,0,0,0,395,22,417,711,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1517,C01,146,83,73,1,72,18,4,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,407,13,420,711,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1517,C02,164,105,46,4,71,14,5,4,0,5,0,1,0,0,0,0,0,0,0,0,0,2,419,13,434,711,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1517,C03,132,91,43,5,82,6,2,10,0,5,0,2,0,0,1,0,0,0,0,0,0,4,379,16,399,711,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1518,B,100,46,68,7,107,12,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,346,0,346,552,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1518,C01,84,57,69,7,82,9,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,319,11,330,552,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1518,C02,106,58,48,4,78,9,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,309,13,322,552,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1519,B,137,188,66,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,22,431,676,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1519,C01,138,104,55,2,88,10,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,405,22,427,675,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1520,B,131,84,40,1,60,8,3,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,334,0,334,508,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1520,C01,113,67,42,1,59,9,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,507,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1520,C02,110,71,45,1,61,11,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,309,20,329,507,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1521,B,87,98,42,4,67,10,5,5,0,6,0,0,0,0,1,0,0,0,0,0,0,0,325,22,347,556,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1521,C01,119,67,31,2,71,10,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,309,15,325,556,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1521,C02,140,76,33,6,75,7,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,345,14,359,555,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1522,B,114,105,72,2,120,13,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,435,21,456,738,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1522,C01,122,103,78,4,107,9,1,6,0,3,0,0,0,0,2,0,0,0,0,0,0,0,435,18,453,737,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1523,B,97,41,76,2,4,1,2,4,0,6,0,5,0,0,22,0,0,0,0,0,0,0,260,23,283,572,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1523,C01,83,54,47,4,107,9,3,4,0,2,0,161,0,0,159,0,0,0,0,0,0,1,633,17,651,571,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1524,B,143,120,104,3,39,14,5,1,0,6,0,3,0,0,3,0,0,0,0,0,0,1,441,7,449,737,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1524,C01,136,101,157,7,28,12,5,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0,454,11,465,737,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1525,B,105,79,163,3,56,8,5,11,0,4,0,0,0,0,1,0,0,0,0,0,0,0,435,16,451,744,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1525,C01,122,79,156,4,35,6,4,9,0,1,0,0,0,0,3,0,0,0,0,0,0,1,419,17,437,743,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1525,C02,120,83,175,1,74,5,2,8,0,2,0,1,0,0,2,0,0,0,0,0,0,0,473,13,486,743,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1526,B,253,45,15,4,41,8,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,376,7,383,619,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1526,C01,232,47,34,1,67,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,10,410,619,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1527,B,125,76,90,3,19,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,10,335,586,ACTA CASILLA,,,
5,16,MICHOACAN,9,LOS REYES,69,PERIBÁN,1528,B,117,49,10,6,27,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,219,9,228,406,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1529,B,86,128,32,2,4,2,4,8,3,3,0,0,2,0,0,0,0,0,0,0,0,0,274,9,283,583,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1529,C01,84,113,37,5,6,0,5,7,5,2,0,2,0,0,0,0,0,0,0,0,0,0,266,13,279,583,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1529,C02,105,104,38,13,5,1,11,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,290,14,304,582,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1529,C03,80,144,21,6,3,1,6,7,2,3,0,0,1,0,0,0,0,0,0,0,0,0,274,15,289,582,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1530,B,74,125,35,9,3,2,12,17,5,4,0,1,1,0,0,0,0,0,0,0,0,0,288,7,295,650,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1530,C01,84,126,34,4,9,3,10,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,285,12,297,650,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1530,C02,74,115,19,6,8,1,6,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,241,15,256,650,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1530,C03,84,95,40,13,6,3,8,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,267,11,278,650,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1530,C04,85,106,34,11,8,2,5,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,267,13,280,650,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1530,C05,83,126,29,6,13,1,16,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,292,10,302,649,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1531,B,86,128,46,14,7,0,13,16,4,3,0,0,0,0,0,0,0,0,0,0,0,0,317,12,329,665,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1531,C01,94,139,30,8,12,3,14,12,1,6,0,1,0,0,0,0,0,0,0,0,0,0,320,9,329,665,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1531,C02,96,160,20,10,8,0,11,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,314,8,322,665,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1531,C03,99,132,61,0,0,2,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,7,325,665,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1531,C04,72,159,31,14,6,1,8,15,0,3,0,0,0,0,0,0,0,0,0,0,0,1,309,9,319,665,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1532,B,117,101,30,3,12,2,3,9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,281,14,295,603,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1532,C01,110,99,32,2,6,1,10,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,270,7,277,602,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1532,C02,103,92,19,3,9,3,7,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,245,10,255,602,RECUENTO,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1533,B,104,131,18,1,8,1,6,13,3,5,0,0,0,0,0,0,0,0,0,0,0,0,290,16,306,692,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1533,C01,84,116,36,3,7,1,13,7,4,4,0,3,0,0,0,0,0,0,0,0,0,0,278,7,285,691,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1533,C02,94,103,26,3,5,0,6,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,249,11,260,691,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1534,B,112,133,32,5,9,5,12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,324,3,327,658,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1534,C01,80,123,34,3,3,1,16,11,3,4,0,1,1,0,0,0,0,0,0,0,0,0,280,0,280,657,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1535,B,72,77,29,2,5,2,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,208,13,221,584,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1535,C01,77,86,28,7,7,2,9,8,2,2,0,0,2,0,0,0,0,0,0,0,0,0,230,9,239,584,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1535,C02,83,114,22,1,8,1,8,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,246,7,253,584,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1536,B,76,96,19,4,4,1,4,5,1,2,0,2,2,0,0,0,0,0,0,0,0,0,216,8,224,486,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1536,C01,66,97,33,7,5,0,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,226,7,233,485,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1537,B,84,128,39,1,9,4,6,12,5,2,0,2,1,0,0,0,0,0,0,0,0,0,293,17,310,696,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1537,C01,105,145,35,5,9,3,11,9,1,2,0,3,0,0,0,0,0,0,0,0,0,1,328,6,335,695,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1538,B,74,75,36,5,3,1,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,205,6,211,432,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1538,C01,49,87,46,2,7,0,4,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,204,8,212,431,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1539,B,52,83,13,6,6,2,6,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,179,4,183,451,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1539,C01,47,80,15,6,4,0,6,9,2,0,0,3,1,0,0,0,0,0,0,0,0,1,173,3,177,450,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1540,B,85,105,47,2,5,1,4,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,260,14,274,496,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1540,C01,80,88,36,4,4,3,2,11,5,0,0,3,0,0,0,0,0,0,0,0,0,0,236,12,248,496,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1541,B,72,131,49,7,8,2,11,15,2,7,0,2,1,0,0,0,0,0,0,0,0,0,307,13,320,587,RECUENTO,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1541,C01,90,144,55,9,12,2,14,12,1,3,0,5,0,0,0,0,0,0,0,0,0,0,347,13,360,586,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1541,C02,84,115,76,4,10,5,18,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,331,13,344,586,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1542,B,60,94,36,4,7,0,4,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,220,7,227,585,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1542,C01,55,102,28,2,6,0,3,10,4,2,0,1,0,0,0,0,0,0,0,0,0,0,213,3,216,585,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1542,C02,51,104,30,0,9,0,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,208,6,214,584,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1543,B,102,187,48,5,11,4,8,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,389,11,400,747,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1543,C01,131,166,39,5,9,3,13,9,2,5,0,2,1,0,0,0,0,0,0,0,0,0,385,3,388,747,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1543,C02,105,186,42,2,13,2,7,7,4,4,0,2,1,0,0,0,0,0,0,0,0,2,375,7,384,746,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1543,C03,99,169,43,8,8,4,10,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,357,4,361,746,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1544,B,111,148,37,6,12,2,9,11,6,2,0,1,2,0,0,0,0,0,0,0,0,0,347,16,363,660,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1544,C01,106,163,27,6,5,4,13,12,5,3,0,2,0,0,0,0,0,0,0,0,0,0,346,7,353,659,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1545,B,144,125,48,5,6,2,5,12,1,2,0,3,3,0,0,0,0,0,0,0,0,0,356,12,368,643,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1545,C01,135,132,46,6,3,3,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,1,345,13,359,643,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1545,S01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN BOLETAS,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1546,B,73,93,23,5,10,5,5,12,3,3,0,3,0,0,0,0,0,0,0,0,0,0,235,5,240,442,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1546,C01,75,99,20,4,3,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,2,215,442,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1547,B,119,181,30,8,5,1,14,13,4,6,0,1,1,0,0,0,0,0,0,0,0,0,383,11,394,713,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1548,B,112,140,32,3,9,2,23,12,4,2,0,1,0,0,0,0,0,0,0,0,0,0,340,9,349,655,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1549,B,98,108,14,1,4,1,9,5,1,2,0,1,0,0,0,0,0,0,0,0,0,1,244,11,256,393,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1550,B,118,118,26,2,2,1,6,2,3,5,0,3,0,0,0,0,0,0,0,0,0,0,286,6,292,505,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1551,B,97,123,25,4,5,2,6,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,274,13,287,493,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1552,B,100,80,28,5,0,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,234,10,244,480,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1552,C01,74,107,25,2,6,2,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,229,14,243,479,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1553,B,66,76,14,2,10,3,8,18,0,2,0,1,0,0,0,0,0,0,0,0,0,0,200,9,209,412,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1553,C01,55,73,22,2,7,1,10,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,182,5,187,411,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1554,B,55,67,13,2,7,1,14,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,171,3,174,388,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1554,C01,44,67,14,3,7,0,7,11,0,1,0,0,3,0,0,0,0,0,0,0,0,0,157,3,160,388,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1555,B,78,89,33,4,6,1,7,1,0,6,0,1,0,0,0,0,0,0,0,0,0,1,226,6,233,406,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1555,C01,70,96,26,1,6,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,209,406,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1556,B,64,68,37,7,10,1,11,12,2,2,0,1,0,0,0,0,0,0,0,0,0,0,215,6,221,438,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1556,C01,77,104,22,3,8,2,11,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,236,6,242,438,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1557,B,50,65,38,2,4,3,3,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,176,8,184,402,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1557,C01,43,75,28,5,3,3,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,170,2,172,402,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1558,B,60,119,15,6,3,3,10,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,232,3,235,569,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1559,B,97,126,42,3,7,1,6,2,1,5,0,2,0,0,0,0,0,0,0,0,0,0,292,0,292,698,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1560,B,104,149,54,2,6,1,5,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,339,12,351,669,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1561,B,52,76,10,4,2,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,161,11,172,381,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1561,C01,57,97,20,3,4,3,5,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,195,7,202,380,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1562,B,153,128,28,9,3,0,11,14,7,3,0,1,0,0,0,0,0,0,0,0,0,1,357,17,375,669,RECUENTO,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1563,B,98,106,26,2,1,2,6,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,250,0,250,474,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1563,C01,94,105,24,3,4,8,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,262,3,265,473,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1564,B,93,169,47,6,10,5,6,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,349,6,355,659,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1565,B,42,138,31,3,4,1,6,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,233,16,249,399,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1565,C01,49,120,27,3,1,1,7,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,218,7,225,398,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1566,B,87,142,27,4,5,2,3,11,0,2,0,0,1,0,0,0,0,0,0,0,0,0,284,38,322,685,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1566,C01,94,140,37,5,6,2,7,8,4,5,0,2,1,0,0,0,0,0,0,0,0,0,311,14,325,685,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1567,B,94,148,46,5,7,2,10,22,2,4,0,0,0,0,0,0,0,0,0,0,0,0,340,17,357,728,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1567,C01,75,188,36,3,4,2,7,12,2,4,0,0,0,0,0,0,0,0,0,0,0,2,333,14,349,728,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1568,B,67,134,24,2,7,2,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,250,632,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1568,C01,79,100,28,3,9,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,9,240,631,ACTA CASILLA,,,
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1568,C02,83,116,28,5,1,1,7,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,254,0,254,631,ACTA CASILLA,,,
