id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,seccion,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,pan-panal,pri,prd,pt,pvem,pc,pa,noregistrados,anulados,total
1,5/8/2007,12,Ayuntamientos,1,0,126,1,C,Contigua,0,1,AGUASCALIENTES,525,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,44,124,12,2,9,48,7,0,4,250
1,5/8/2007,12,Ayuntamientos,1,0,127,1,C,Contigua,0,1,AGUASCALIENTES,705,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,59,125,23,2,13,83,4,0,8,317
1,5/8/2007,12,Ayuntamientos,1,0,127,1,B,Basica,0,1,AGUASCALIENTES,705,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,72,122,26,3,9,73,6,0,7,318
1,5/8/2007,12,Ayuntamientos,1,0,128,1,B,Basica,0,1,AGUASCALIENTES,468,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,32,106,28,4,7,43,1,1,6,228
1,5/8/2007,12,Ayuntamientos,1,0,128,1,C,Contigua,0,1,AGUASCALIENTES,469,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,42,89,23,4,6,32,8,0,4,208
1,5/8/2007,12,Ayuntamientos,1,0,129,1,C,Contigua,0,1,AGUASCALIENTES,512,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,51,82,35,9,4,46,3,0,5,235
1,5/8/2007,12,Ayuntamientos,1,0,129,1,B,Basica,0,1,AGUASCALIENTES,512,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,48,99,27,4,7,50,5,1,11,252
1,5/8/2007,12,Ayuntamientos,1,0,130,1,C,Contigua,0,1,AGUASCALIENTES,710,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,54,144,17,4,8,71,3,0,12,313
1,5/8/2007,12,Ayuntamientos,1,0,130,1,B,Basica,0,1,AGUASCALIENTES,710,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,73,126,13,7,7,63,2,1,13,305
1,5/8/2007,12,Ayuntamientos,1,0,131,1,B,Basica,0,1,AGUASCALIENTES,543,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,52,99,21,4,6,40,3,0,8,233
1,5/8/2007,12,Ayuntamientos,1,0,131,1,C,Contigua,0,1,AGUASCALIENTES,543,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,46,127,15,1,4,38,2,0,14,247
1,5/8/2007,12,Ayuntamientos,1,0,132,1,B,Basica,0,1,AGUASCALIENTES,525,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,49,91,16,1,7,42,3,0,8,217
1,5/8/2007,12,Ayuntamientos,1,0,132,1,C,Contigua,0,1,AGUASCALIENTES,525,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,45,105,10,3,7,56,2,1,5,234
1,5/8/2007,12,Ayuntamientos,1,0,133,1,B,Basica,0,1,AGUASCALIENTES,567,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,63,107,13,1,9,47,2,0,7,249
1,5/8/2007,12,Ayuntamientos,1,0,133,1,C,Contigua,0,1,AGUASCALIENTES,567,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,77,90,17,4,11,45,4,1,7,256
1,5/8/2007,12,Ayuntamientos,1,0,134,1,C,Contigua,0,1,AGUASCALIENTES,454,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,47,66,11,5,4,53,4,0,8,198
1,5/8/2007,12,Ayuntamientos,1,0,134,1,B,Basica,0,1,AGUASCALIENTES,454,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,53,54,15,2,4,51,3,0,11,193
1,5/8/2007,12,Ayuntamientos,1,0,135,1,B,Basica,0,1,AGUASCALIENTES,590,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,57,83,13,3,5,59,2,0,10,232
1,5/8/2007,12,Ayuntamientos,1,0,135,1,C,Contigua,0,1,AGUASCALIENTES,590,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,54,98,12,3,14,69,5,0,8,263
1,5/8/2007,12,Ayuntamientos,1,0,136,2,C,Contigua,0,1,AGUASCALIENTES,580,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,57,104,11,5,10,47,1,1,8,244
1,5/8/2007,12,Ayuntamientos,1,0,136,1,B,Basica,0,1,AGUASCALIENTES,580,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,58,98,12,4,16,33,2,0,4,227
1,5/8/2007,12,Ayuntamientos,1,0,136,1,C,Contigua,0,1,AGUASCALIENTES,580,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,82,90,9,6,5,36,1,0,7,236
1,5/8/2007,12,Ayuntamientos,1,0,137,1,B,Basica,0,1,AGUASCALIENTES,466,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,22,52,13,3,3,36,4,0,6,139
1,5/8/2007,12,Ayuntamientos,1,0,138,1,B,Basica,0,1,AGUASCALIENTES,714,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,94,81,15,3,4,66,0,1,10,274
1,5/8/2007,12,Ayuntamientos,1,0,138,1,C,Contigua,0,1,AGUASCALIENTES,715,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,83,93,13,0,9,86,3,0,10,297
1,5/8/2007,12,Ayuntamientos,1,0,139,1,C,Contigua,0,1,AGUASCALIENTES,499,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,59,57,8,0,7,52,1,0,7,191
1,5/8/2007,12,Ayuntamientos,1,0,139,1,B,Basica,0,1,AGUASCALIENTES,499,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,53,59,5,2,2,57,1,0,5,184
1,5/8/2007,12,Ayuntamientos,1,0,140,1,B,Basica,0,1,AGUASCALIENTES,556,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,80,91,5,6,11,56,1,0,10,260
1,5/8/2007,12,Ayuntamientos,1,0,140,1,C,Contigua,0,1,AGUASCALIENTES,557,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,81,80,12,3,9,60,6,0,8,259
1,5/8/2007,12,Ayuntamientos,1,0,141,1,B,Basica,0,1,AGUASCALIENTES,580,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,68,89,15,2,7,53,2,0,9,245
1,5/8/2007,12,Ayuntamientos,1,0,141,1,C,Contigua,0,1,AGUASCALIENTES,580,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,80,69,11,5,11,45,1,0,11,233
1,5/8/2007,12,Ayuntamientos,1,0,142,1,B,Basica,0,1,AGUASCALIENTES,465,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,41,79,16,2,13,67,1,0,8,227
1,5/8/2007,12,Ayuntamientos,1,0,142,1,C,Contigua,0,1,AGUASCALIENTES,465,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,54,73,10,2,13,58,5,0,6,221
1,5/8/2007,12,Ayuntamientos,1,0,143,1,B,Basica,0,1,AGUASCALIENTES,461,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,48,75,6,1,3,59,1,0,5,198
1,5/8/2007,12,Ayuntamientos,1,0,143,1,C,Contigua,0,1,AGUASCALIENTES,462,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,50,89,6,1,7,69,3,0,6,231
1,5/8/2007,12,Ayuntamientos,1,0,144,1,C,Contigua,0,1,AGUASCALIENTES,497,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,47,76,5,3,11,65,1,0,6,214
1,5/8/2007,12,Ayuntamientos,1,0,144,1,B,Basica,0,1,AGUASCALIENTES,497,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,33,95,5,0,10,57,1,1,7,209
1,5/8/2007,12,Ayuntamientos,1,0,145,1,C,Contigua,0,1,AGUASCALIENTES,402,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,47,55,13,1,8,51,1,0,8,184
1,5/8/2007,12,Ayuntamientos,1,0,145,1,B,Basica,0,1,AGUASCALIENTES,401,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,49,70,10,0,5,36,2,0,7,179
1,5/8/2007,12,Ayuntamientos,1,0,146,1,C,Contigua,0,1,AGUASCALIENTES,657,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,52,90,6,3,13,72,3,0,10,249
1,5/8/2007,12,Ayuntamientos,1,0,146,1,B,Basica,0,1,AGUASCALIENTES,657,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,46,95,9,2,15,51,2,1,5,226
1,5/8/2007,12,Ayuntamientos,1,0,147,1,B,Basica,0,1,AGUASCALIENTES,652,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,46,113,1,0,9,45,2,2,7,225
1,5/8/2007,12,Ayuntamientos,1,0,147,1,C,Contigua,0,1,AGUASCALIENTES,653,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,42,109,5,0,7,45,7,0,7,222
1,5/8/2007,12,Ayuntamientos,1,0,148,1,C,Contigua,0,1,AGUASCALIENTES,544,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,34,84,14,3,12,41,0,1,9,198
1,5/8/2007,12,Ayuntamientos,1,0,148,2,C,Contigua,0,1,AGUASCALIENTES,544,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,47,86,5,3,9,38,0,0,8,196
1,5/8/2007,12,Ayuntamientos,1,0,148,1,B,Basica,0,1,AGUASCALIENTES,544,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,50,83,7,1,7,39,2,0,10,199
1,5/8/2007,12,Ayuntamientos,1,0,149,2,C,Contigua,0,1,AGUASCALIENTES,649,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,59,101,22,1,8,72,2,0,9,274
1,5/8/2007,12,Ayuntamientos,1,0,149,3,C,Contigua,0,1,AGUASCALIENTES,650,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,66,70,31,7,14,57,0,0,13,258
1,5/8/2007,12,Ayuntamientos,1,0,149,1,B,Basica,0,1,AGUASCALIENTES,649,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,55,100,29,2,10,72,4,0,7,279
1,5/8/2007,12,Ayuntamientos,1,0,149,1,C,Contigua,0,1,AGUASCALIENTES,649,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,65,96,20,1,6,78,1,0,6,273
1,5/8/2007,12,Ayuntamientos,1,0,149,4,C,Contigua,0,1,AGUASCALIENTES,650,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,63,109,25,2,10,55,0,0,9,273
1,5/8/2007,12,Ayuntamientos,1,0,150,1,C,Contigua,0,1,AGUASCALIENTES,400,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,40,63,27,2,10,39,9,2,2,194
1,5/8/2007,12,Ayuntamientos,1,0,150,1,B,Basica,0,1,AGUASCALIENTES,399,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,23,64,25,4,10,41,8,0,7,182
1,5/8/2007,12,Ayuntamientos,1,0,151,1,B,Basica,0,1,AGUASCALIENTES,592,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,59,73,12,1,8,58,1,1,9,222
1,5/8/2007,12,Ayuntamientos,1,0,152,1,B,Basica,0,1,AGUASCALIENTES,650,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,45,89,9,1,12,62,2,0,14,234
1,5/8/2007,12,Ayuntamientos,1,0,152,1,C,Contigua,0,1,AGUASCALIENTES,650,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,38,83,6,1,15,82,1,0,8,234
1,5/8/2007,12,Ayuntamientos,1,0,152,3,C,Contigua,0,1,AGUASCALIENTES,651,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,34,78,9,2,12,89,3,0,5,232
1,5/8/2007,12,Ayuntamientos,1,0,152,2,C,Contigua,0,1,AGUASCALIENTES,650,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,38,88,9,3,6,87,2,0,17,250
1,5/8/2007,12,Ayuntamientos,1,0,153,1,C,Contigua,0,1,AGUASCALIENTES,434,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,37,69,22,2,10,48,9,0,4,201
1,5/8/2007,12,Ayuntamientos,1,0,153,1,B,Basica,0,1,AGUASCALIENTES,434,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,51,53,25,3,10,47,12,0,5,206
1,5/8/2007,12,Ayuntamientos,1,0,154,1,B,Basica,0,1,AGUASCALIENTES,726,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,39,113,4,15,14,81,3,1,11,281
1,5/8/2007,12,Ayuntamientos,1,0,154,1,C,Contigua,0,1,AGUASCALIENTES,726,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,36,120,1,7,10,70,0,0,7,251
1,5/8/2007,12,Ayuntamientos,1,0,155,5,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,48,114,6,4,9,62,6,3,7,259
1,5/8/2007,12,Ayuntamientos,1,0,155,6,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,61,65,12,4,12,71,3,0,12,240
1,5/8/2007,12,Ayuntamientos,1,0,155,9,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,76,85,10,2,8,52,2,0,9,244
1,5/8/2007,12,Ayuntamientos,1,0,155,1,C,Contigua,0,1,AGUASCALIENTES,749,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,56,82,7,5,11,73,1,0,13,248
1,5/8/2007,12,Ayuntamientos,1,0,155,1,B,Basica,0,1,AGUASCALIENTES,749,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,51,90,7,6,6,79,1,0,33,273
1,5/8/2007,12,Ayuntamientos,1,0,155,2,C,Contigua,0,1,AGUASCALIENTES,749,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,63,109,8,3,6,57,4,1,8,259
1,5/8/2007,12,Ayuntamientos,1,0,155,4,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,55,86,9,5,7,61,4,0,11,238
1,5/8/2007,12,Ayuntamientos,1,0,155,7,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,58,106,13,2,8,56,3,1,12,259
1,5/8/2007,12,Ayuntamientos,1,0,155,3,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,62,103,5,3,7,69,6,0,9,264
1,5/8/2007,12,Ayuntamientos,1,0,155,8,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,58,111,5,3,9,67,3,0,3,259
1,5/8/2007,12,Ayuntamientos,1,0,156,1,B,Basica,0,1,AGUASCALIENTES,749,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,82,94,16,3,8,58,2,0,13,276
1,5/8/2007,12,Ayuntamientos,1,0,156,3,C,Contigua,0,1,AGUASCALIENTES,749,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,71,105,10,5,5,70,2,0,7,275
1,5/8/2007,12,Ayuntamientos,1,0,156,7,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,92,92,13,1,9,56,2,0,13,278
1,5/8/2007,12,Ayuntamientos,1,0,156,10,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,76,102,13,6,6,76,2,0,22,303
1,5/8/2007,12,Ayuntamientos,1,0,156,12,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,100,86,10,3,11,66,5,0,6,287
1,5/8/2007,12,Ayuntamientos,1,0,156,4,C,Contigua,0,1,AGUASCALIENTES,749,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,62,99,8,6,4,63,2,0,7,251
1,5/8/2007,12,Ayuntamientos,1,0,156,8,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,73,102,23,3,9,59,4,0,10,283
1,5/8/2007,12,Ayuntamientos,1,0,156,11,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,82,102,15,5,4,67,3,0,9,287
1,5/8/2007,12,Ayuntamientos,1,0,156,6,C,Contigua,0,1,AGUASCALIENTES,749,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,82,97,13,1,6,66,4,0,9,278
1,5/8/2007,12,Ayuntamientos,1,0,156,9,C,Contigua,0,1,AGUASCALIENTES,750,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,88,90,14,4,6,65,3,0,11,281
1,5/8/2007,12,Ayuntamientos,1,0,156,1,C,Contigua,0,1,AGUASCALIENTES,749,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,90,91,15,1,12,61,3,1,9,283
1,5/8/2007,12,Ayuntamientos,1,0,156,2,C,Contigua,0,1,AGUASCALIENTES,749,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,83,91,10,3,11,67,1,1,10,277
1,5/8/2007,12,Ayuntamientos,1,0,156,5,C,Contigua,0,1,AGUASCALIENTES,749,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,84,88,13,3,7,61,3,1,12,272
1,5/8/2007,12,Ayuntamientos,1,0,157,1,B,Basica,0,1,AGUASCALIENTES,510,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,47,82,8,2,5,64,0,1,3,212
1,5/8/2007,12,Ayuntamientos,1,0,157,1,C,Contigua,0,1,AGUASCALIENTES,511,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,42,53,8,3,7,54,5,2,7,181
1,5/8/2007,12,Ayuntamientos,1,0,158,1,B,Basica,0,1,AGUASCALIENTES,387,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,43,43,13,1,2,26,0,1,2,131
1,5/8/2007,12,Ayuntamientos,1,0,159,1,B,Basica,0,1,AGUASCALIENTES,742,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,103,151,16,4,7,69,1,0,8,359
1,5/8/2007,12,Ayuntamientos,1,0,160,1,B,Basica,0,1,AGUASCALIENTES,528,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,55,73,24,0,7,63,3,0,7,232
1,5/8/2007,12,Ayuntamientos,1,0,160,1,C,Contigua,0,1,AGUASCALIENTES,528,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,61,88,13,1,13,63,1,0,20,260
1,5/8/2007,12,Ayuntamientos,1,0,161,5,C,Contigua,0,1,AGUASCALIENTES,724,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,87,87,21,5,6,61,1,3,8,279
1,5/8/2007,12,Ayuntamientos,1,0,161,1,B,Basica,0,1,AGUASCALIENTES,723,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,101,88,13,1,3,79,4,0,11,300
1,5/8/2007,12,Ayuntamientos,1,0,161,4,C,Contigua,0,1,AGUASCALIENTES,724,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,114,108,12,1,4,76,5,0,15,335
1,5/8/2007,12,Ayuntamientos,1,0,161,1,C,Contigua,0,1,AGUASCALIENTES,723,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,90,110,20,2,11,71,3,0,13,320
1,5/8/2007,12,Ayuntamientos,1,0,161,2,C,Contigua,0,1,AGUASCALIENTES,723,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,104,93,14,1,4,78,4,1,13,312
1,5/8/2007,12,Ayuntamientos,1,0,161,3,C,Contigua,0,1,AGUASCALIENTES,723,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,96,101,14,2,9,56,4,0,7,289
1,5/8/2007,12,Ayuntamientos,1,0,162,1,B,Basica,0,1,AGUASCALIENTES,528,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,59,55,5,4,7,55,0,0,11,196
1,5/8/2007,12,Ayuntamientos,1,0,162,1,C,Contigua,0,1,AGUASCALIENTES,529,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,59,58,4,1,7,41,4,0,4,178
1,5/8/2007,12,Ayuntamientos,1,0,163,1,B,Basica,0,1,AGUASCALIENTES,422,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,44,54,4,5,6,33,4,0,10,160
1,5/8/2007,12,Ayuntamientos,1,0,163,1,C,Contigua,0,1,AGUASCALIENTES,422,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,56,39,3,0,10,39,0,0,11,158
1,5/8/2007,12,Ayuntamientos,1,0,164,1,B,Basica,0,1,AGUASCALIENTES,663,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,90,79,15,2,12,72,1,1,11,283
1,5/8/2007,12,Ayuntamientos,1,0,164,2,C,Contigua,0,1,AGUASCALIENTES,664,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,85,78,19,2,13,68,9,0,12,286
1,5/8/2007,12,Ayuntamientos,1,0,164,1,C,Contigua,0,1,AGUASCALIENTES,663,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,77,81,17,3,9,67,4,0,11,269
1,5/8/2007,12,Ayuntamientos,1,0,164,5,C,Contigua,0,1,AGUASCALIENTES,664,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,97,60,17,2,14,65,5,0,6,266
1,5/8/2007,12,Ayuntamientos,1,0,164,6,C,Contigua,0,1,AGUASCALIENTES,664,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,107,71,19,4,8,63,7,1,13,293
1,5/8/2007,12,Ayuntamientos,1,0,164,7,C,Contigua,0,1,AGUASCALIENTES,664,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,66,71,15,2,10,73,6,2,5,250
1,5/8/2007,12,Ayuntamientos,1,0,164,3,C,Contigua,0,1,AGUASCALIENTES,664,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,76,60,12,8,10,86,6,0,6,264
1,5/8/2007,12,Ayuntamientos,1,0,164,4,C,Contigua,0,1,AGUASCALIENTES,664,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,96,68,18,2,10,72,3,0,5,274
1,5/8/2007,12,Ayuntamientos,1,0,165,1,C,Contigua,0,1,AGUASCALIENTES,649,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,59,72,21,2,9,57,0,0,9,229
1,5/8/2007,12,Ayuntamientos,1,0,165,1,B,Basica,0,1,AGUASCALIENTES,648,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,87,63,17,1,11,47,6,0,12,244
1,5/8/2007,12,Ayuntamientos,1,0,167,1,B,Basica,0,1,AGUASCALIENTES,621,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,87,63,17,1,11,47,6,0,12,244
1,5/8/2007,12,Ayuntamientos,1,0,168,3,C,Contigua,0,1,AGUASCALIENTES,615,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,65,76,14,2,12,66,0,0,5,240
1,5/8/2007,12,Ayuntamientos,1,0,168,1,B,Basica,0,1,AGUASCALIENTES,614,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,78,84,15,3,4,49,2,0,7,242
1,5/8/2007,12,Ayuntamientos,1,0,168,1,C,Contigua,0,1,AGUASCALIENTES,615,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,66,67,17,2,11,64,3,0,14,244
1,5/8/2007,12,Ayuntamientos,1,0,168,2,C,Contigua,0,1,AGUASCALIENTES,615,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,71,66,11,1,8,74,4,1,6,242
1,5/8/2007,12,Ayuntamientos,1,0,169,2,C,Contigua,0,1,AGUASCALIENTES,625,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,66,81,5,7,6,60,2,0,11,238
1,5/8/2007,12,Ayuntamientos,1,0,169,1,C,Contigua,0,1,AGUASCALIENTES,625,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,63,81,11,1,9,60,3,0,3,231
1,5/8/2007,12,Ayuntamientos,1,0,169,1,B,Basica,0,1,AGUASCALIENTES,625,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,54,99,11,1,6,37,2,0,9,219
1,5/8/2007,12,Ayuntamientos,1,0,170,1,C,Contigua,0,1,AGUASCALIENTES,715,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,55,98,12,4,12,61,2,0,0,244
1,5/8/2007,12,Ayuntamientos,1,0,170,1,B,Basica,0,1,AGUASCALIENTES,715,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,82,89,7,0,11,71,4,0,9,273
1,5/8/2007,12,Ayuntamientos,1,0,170,2,C,Contigua,0,1,AGUASCALIENTES,716,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,70,102,9,1,13,50,2,0,10,257
