uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
2001,1992,PAN,OSCAR SANCHEZ DEL PALACIO
2001,1993,PAN,OSCAR SANCHEZ DEL PALACIO
2001,1994,PAN,OSCAR SANCHEZ DEL PALACIO
2001,1995,PAN,OSCAR SANCHEZ DEL PALACIO
2001,1996,PRI,MANUEL MONTENEGRO ESPINOZA
2001,1997,PRI,MANUEL MONTENEGRO ESPINOZA
2001,1998,PRI,MANUEL MONTENEGRO ESPINOZA
2001,1999,PRI,DANIEL QUINTERO PEÑA
2001,2000,PRI,DANIEL QUINTERO PEÑA
2001,2001,PRI,DANIEL QUINTERO PEÑA
2001,2002,COALICIoN,JORGE ANTONIO CATALAN SOSA
2001,2003,COALICIoN,JORGE ANTONIO CATALAN SOSA
2001,2004,COALICIoN,JORGE ANTONIO CATALAN SOSA
2001,2005,PAN,CESAR MANCILLAS AMADOR
2001,2006,PAN,CESAR MANCILLAS AMADOR
2001,2007,PAN,CESAR MANCILLAS AMADOR
2001,2008,AXB,PABLO ALEJO LOPEZ NUÑEZ
2001,2009,AXB,PABLO ALEJO LOPEZ NUÑEZ
2001,2010,AXB,PABLO ALEJO LOPEZ NUÑEZ
2001,2011,XGR,ENRIQUE PELAYO TORRES
2001,2012,XGR,ENRIQUE PELAYO TORRES
2001,2013,XGR,ENRIQUE PELAYO TORRES
2001,2014,PRI,GILBERTO ANTONIO HIRATA CHICO
2001,2015,PRI,GILBERTO ANTONIO HIRATA CHICO
2001,2016,PRI,GILBERTO ANTONIO HIRATA CHICO
2001,2017,COAL,MARCO ANTONIO NOVELO OZUNA
2001,2018,COAL,MARCO ANTONIO NOVELO OZUNA
2001,2019,COAL,MARCO ANTONIO NOVELO OZUNA
2001,2020,MORENA,ARMANDO AYALA ROBLES
2001,2021,COAL,ARMANDO AYALA ROBLES
2001,2022,COAL,ARMANDO AYALA ROBLES
2001,2023,COAL,ARMANDO AYALA ROBLES
2001,2024,COAL,ARMANDO AYALA ROBLES
2002,1992,PRI,FRANCISCO JOSE PEREZ TEJADA AGUILERA
2002,1993,PRI,FRANCISCO JOSE PEREZ TEJADA AGUILERA
2002,1994,PRI,FRANCISCO JOSE PEREZ TEJADA AGUILERA
2002,1995,PRI,FRANCISCO JOSE PEREZ TEJADA AGUILERA
2002,1996,PAN,EUGENIO ELORDUY WALTER
2002,1997,PAN,EUGENIO ELORDUY WALTER
2002,1998,PAN,EUGENIO ELORDUY WALTER
2002,1999,PAN,VICTOR HERMOSILLO CELADA
2002,2000,PAN,VICTOR HERMOSILLO CELADA
2002,2001,PAN,VICTOR HERMOSILLO CELADA
2002,2002,COALICIoN,JAIME DIAZ OCHOA
2002,2003,COALICIoN,JAIME DIAZ OCHOA
2002,2004,COALICIoN,JAIME DIAZ OCHOA
2002,2005,COALICIoN,SAMUEL ENRIQUE RAMOS FLORES
2002,2006,COALICIoN,SAMUEL ENRIQUE RAMOS FLORES
2002,2007,COALICIoN,SAMUEL ENRIQUE RAMOS FLORES
2002,2008,AXB,RODOLFO VALDEZ GUTIERREZ
2002,2009,AXB,RODOLFO VALDEZ GUTIERREZ
2002,2010,AXB,RODOLFO VALDEZ GUTIERREZ
2002,2011,XGR,FRANCISCO JOSE PEREZ TEJADA PADILLA
2002,2012,XGR,FRANCISCO JOSE PEREZ TEJADA PADILLA
2002,2013,XGR,FRANCISCO JOSE PEREZ TEJADA PADILLA
2002,2014,PAN,JAIME RAFAEL DIAZ OCHOA
2002,2015,PAN,JAIME RAFAEL DIAZ OCHOA
2002,2016,PAN,JAIME RAFAEL DIAZ OCHOA
2002,2017,PAN,GUSTAVO SANCHEZ VAZQUEZ
2002,2018,PAN,GUSTAVO SANCHEZ VAZQUEZ
2002,2019,PAN,GUSTAVO SANCHEZ VAZQUEZ
2002,2020,MORENA,MARINA DEL PILAR AVILA OLMEDA
2002,2021,MORENA,MARINA DEL PILAR AVILA OLMEDA
2002,2022,MORENA,NORMA ALICIA BUSTAMANTE MARTINEZ
2002,2023,MORENA,NORMA ALICIA BUSTAMANTE MARTINEZ
2002,2024,MORENA,NORMA ALICIA BUSTAMANTE MARTINEZ
2003,1992,PAN,PABLO CONTRERAS RODRIGUEZ
2003,1993,PAN,PABLO CONTRERAS RODRIGUEZ
2003,1994,PAN,PABLO CONTRERAS RODRIGUEZ
2003,1995,PAN,PABLO CONTRERAS RODRIGUEZ
2003,1996,PRI,ALFREDO FERREIRO VELAZCO
2003,1997,PRI,ALFREDO FERREIRO VELAZCO
2003,1998,PRI,ALFREDO FERREIRO VELAZCO
2003,1999,PRI,CONSTANTINO LEON GUTIERREZ
2003,2000,PRI,CONSTANTINO LEON GUTIERREZ
2003,2001,PRI,CONSTANTINO LEON GUTIERREZ
2003,2002,PRI,JUAN VARGAS RODRIGUEZ
2003,2003,PRI,JUAN VARGAS RODRIGUEZ
2003,2004,PRI,JUAN VARGAS RODRIGUEZ
2003,2005,COALICIoN,JOAQUIN SANDOVAL MILLAN
2003,2006,COALICIoN,JOAQUIN SANDOVAL MILLAN
2003,2007,COALICIoN,JOAQUIN SANDOVAL MILLAN
2003,2008,AXB,DONALDO EDUARDO PEÑALOSA AVILA
2003,2009,AXB,DONALDO EDUARDO PEÑALOSA AVILA
2003,2010,AXB,DONALDO EDUARDO PEÑALOSA AVILA
2003,2011,XGR,JAVIER IGNACIO URBALEJO CINCO
2003,2012,XGR,JAVIER IGNACIO URBALEJO CINCO
2003,2013,XGR,JAVIER IGNACIO URBALEJO CINCO
2003,2014,PRI,CESAR RAFAEL MORENO GONZALEZ DE CASTILLA
2003,2015,PRI,CESAR RAFAEL MORENO GONZALEZ DE CASTILLA
2003,2016,PRI,CESAR RAFAEL MORENO GONZALEZ DE CASTILLA
2003,2017,COAL,NEREIDA FUENTES GONZALEZ
2003,2018,COAL,NEREIDA FUENTES GONZALEZ
2003,2019,COAL,NEREIDA FUENTES GONZALEZ
2003,2020,MORENA,OLGA ZULEMA ADAMS PEREYRA
2003,2021,MORENA,OLGA ZULEMA ADAMS PEREYRA
2003,2022,MORENA,EDGAR DARIO BENITEZ RUIZ
2003,2023,MORENA,EDGAR DARIO BENITEZ RUIZ
2003,2024,MORENA,EDGAR DARIO BENITEZ RUIZ
2004,1992,PAN,HECTOR GUILLERMO OSUNA JAIME
2004,1993,PAN,HECTOR GUILLERMO OSUNA JAIME
2004,1994,PAN,HECTOR GUILLERMO OSUNA JAIME
2004,1995,PAN,HECTOR GUILLERMO OSUNA JAIME
2004,1996,PAN,JOSE GUADALUPE OSUNA MILLAN
2004,1997,PAN,JOSE GUADALUPE OSUNA MILLAN
2004,1998,PAN,JOSE GUADALUPE OSUNA MILLAN
2004,1999,PAN,FRANCISCO ARTURO VEGA DE LAMADRID
2004,2000,PAN,FRANCISCO ARTURO VEGA DE LAMADRID
2004,2001,PAN,FRANCISCO ARTURO VEGA DE LAMADRID
2004,2002,COALICIoN,JESUS GONZALEZ REYES
2004,2003,COALICIoN,JESUS GONZALEZ REYES
2004,2004,COALICIoN,JESUS GONZALEZ REYES
2004,2005,PRI,JORGE HANK RHON
2004,2006,PRI,JORGE HANK RHON
2004,2007,PRI,JORGE HANK RHON
2004,2008,AXB,JORGE RAMOS HERNANDEZ
2004,2009,AXB,JORGE RAMOS HERNANDEZ
2004,2010,AXB,JORGE RAMOS HERNANDEZ
2004,2011,XGR,CARLOS BUSTAMANTE ANCHONDO
2004,2012,XGR,CARLOS BUSTAMANTE ANCHONDO
2004,2013,XGR,CARLOS BUSTAMANTE ANCHONDO
2004,2014,PRI,JORGE ENRIQUE ASTIAZARAN ORCI
2004,2015,PRI,JORGE ENRIQUE ASTIAZARAN ORCI
2004,2016,PRI,JORGE ENRIQUE ASTIAZARAN ORCI
2004,2017,PAN,JUAN MANUEL GASTELUM BUENROSTRO
2004,2018,PAN,JUAN MANUEL GASTELUM BUENROSTRO
2004,2019,PAN,JUAN MANUEL GASTELUM BUENROSTRO
2004,2020,COAL,LUIS ARTURO GONZALEZ CRUZ
2004,2021,COAL,LUIS ARTURO GONZALEZ CRUZ
2004,2022,COAL,MONSERRAT CABALLERO RAMIREZ
2004,2023,COAL,MONSERRAT CABALLERO RAMIREZ
2004,2024,COAL,MONSERRAT CABALLERO RAMIREZ
2005,1995,CM,HUGO TORRES CHABERT
2005,1996,CM,HUGO TORRES CHABERT
2005,1997,CM,HUGO TORRES CHABERT
2005,1998,CM,HUGO TORRES CHABERT
2005,1999,PAN,SILVANO ABARCA MACKLIS
2005,2000,PAN,SILVANO ABARCA MACKLIS
2005,2001,PAN,SILVANO ABARCA MACKLIS
2005,2002,COALICIoN,LUIS ENRIQUE DIAZ FELIX
2005,2003,COALICIoN,LUIS ENRIQUE DIAZ FELIX
2005,2004,COALICIoN,LUIS ENRIQUE DIAZ FELIX
2005,2005,PAN,JOSE ANTONIO MACIAS GARAY
2005,2006,PAN,JOSE ANTONIO MACIAS GARAY
2005,2007,PAN,JOSE ANTONIO MACIAS GARAY
2005,2008,APVM,HUGO EDUARDO TORRES CHABERT
2005,2009,APVM,HUGO EDUARDO TORRES CHABERT
2005,2010,APVM,HUGO EDUARDO TORRES CHABERT
2005,2011,XGR,JAVIER ROBLES AGUIRRE
2005,2012,XGR,JAVIER ROBLES AGUIRRE
2005,2013,XGR,JAVIER ROBLES AGUIRRE
2005,2014,COAL,SILVANO ABARCA MACKLIS
2005,2015,COAL,SILVANO ABARCA MACKLIS
2005,2016,COAL,SILVANO ABARCA MACKLIS
2005,2017,PAN,MIRNA CECILIA RINCON VARGAS
2005,2018,PAN,MIRNA CECILIA RINCON VARGAS
2005,2019,PAN,MIRNA CECILIA RINCON VARGAS
2005,2020,MORENA,HILDA ARACELI BROWN FIGUEREDO
2005,2021,MORENA,HILDA ARACELI BROWN FIGUEREDO
2005,2022,MORENA,HILDA ARACELI BROWN FIGUEREDO
2005,2023,MORENA,HILDA ARACELI BROWN FIGUEREDO
2005,2024,MORENA,HILDA ARACELI BROWN FIGUEREDO
