uniqueid,year,incumbent_party_Horacio
2001,2007,PAN_PANAL_PES
2001,2010,PRI_PVEM
2001,2013,PRI_PVEM_PES_PT
2001,2016,PRI_PVEM_PT_PANAL
2001,2019,NA
2002,2007,PAN_PANAL_PES
2002,2010,PRI_PVEM
2002,2013,PAN_PRD_PANAL_PEBC
2002,2016,PAN
2002,2019,NA
2003,2007,PAN_PANAL_PES
2003,2010,PRI_PVEM
2003,2013,PRI_PVEM_PES_PT
2003,2016,PRI_PVEM_PT_PANAL
2003,2019,NA
2004,2007,PAN_PANAL_PES
2004,2010,PRI_PVEM
2004,2013,PRI_PVEM_PES_PT
2004,2016,PAN
2004,2019,NA
2005,2007,PRI_PVEM_PEBC
2005,2010,PRI_PVEM
2005,2013,PAN_PRD_PANAL_PEBC
2005,2016,PAN
2005,2019,NA
