Dto Local,Nom Mpio,Municipio,No. de Seccion,Tipo,Lista Nominal,PAN,PRI_PVEM,PRD,PT,PCP,PMC,PNA,CC_PAN_PNA,FORMULAS NO REGISTRADAS,VOTACION VALIDA EMITIDA,VOTOS NULOS,VOTACION EMITIDA,PAN_PNA,CC_1
6,28,SAN LUIS POTOSI ,855,B01,590,106,143,24,6,7,10,2,14,0,312,11,323,122,PAN_PNA
6,28,SAN LUIS POTOSI ,856,B01,488,74,99,16,3,1,24,5,11,0,233,11,244,90,PAN_PNA
6,28,SAN LUIS POTOSI ,856,C01,487,61,122,16,1,2,22,4,6,0,234,11,245,71,PAN_PNA
6,28,SAN LUIS POTOSI ,863,B01,552,134,155,31,7,5,13,7,18,0,370,10,380,159,PAN_PNA
6,28,SAN LUIS POTOSI ,863,C01,551,129,148,22,3,6,14,5,22,0,349,14,363,156,PAN_PNA
6,28,SAN LUIS POTOSI ,863,C02,551,153,138,28,4,9,9,8,15,0,364,17,381,176,PAN_PNA
6,28,SAN LUIS POTOSI ,864,B01,446,53,111,20,3,8,7,1,3,0,206,12,218,57,PAN_PNA
6,28,SAN LUIS POTOSI ,873,B01,285,38,93,15,0,0,4,2,5,0,157,6,163,45,PAN_PNA
6,28,SAN LUIS POTOSI ,874,B01,558,89,148,14,5,4,5,12,12,0,289,15,304,113,PAN_PNA
6,28,SAN LUIS POTOSI ,875,B01,695,141,183,39,3,7,28,11,11,0,423,12,435,163,PAN_PNA
6,28,SAN LUIS POTOSI ,876,B01,413,81,130,22,3,3,13,5,4,0,261,3,264,90,PAN_PNA
6,28,SAN LUIS POTOSI ,876,C01,412,85,92,22,9,6,11,8,9,0,242,12,254,102,PAN_PNA
6,28,SAN LUIS POTOSI ,877,B01,728,140,218,43,3,9,12,10,10,0,445,23,468,160,PAN_PNA
6,28,SAN LUIS POTOSI ,877,C01,728,178,246,54,4,9,14,11,18,0,534,13,547,207,PAN_PNA
6,28,SAN LUIS POTOSI ,878,B01,486,94,119,24,4,3,9,14,7,0,274,11,285,115,PAN_PNA
6,28,SAN LUIS POTOSI ,878,C01,485,94,147,15,2,2,15,6,6,0,287,10,297,106,PAN_PNA
6,28,SAN LUIS POTOSI ,879,B01,413,86,126,18,3,3,9,8,7,0,260,11,271,101,PAN_PNA
6,28,SAN LUIS POTOSI ,879,C01,412,92,113,16,3,2,6,10,9,0,251,13,264,111,PAN_PNA
6,28,SAN LUIS POTOSI ,880,B01,491,67,134,25,4,3,7,6,8,0,254,7,261,81,PAN_PNA
6,28,SAN LUIS POTOSI ,894,B01,185,35,47,5,0,3,0,5,6,0,101,3,104,46,PAN_PNA
6,28,SAN LUIS POTOSI ,895,B01,470,65,104,17,2,3,12,5,8,0,216,14,230,78,PAN_PNA
6,28,SAN LUIS POTOSI ,896,B01,467,103,160,12,5,7,10,3,12,0,312,17,329,118,PAN_PNA
6,28,SAN LUIS POTOSI ,896,C01,466,99,153,25,3,4,8,8,10,0,310,9,319,117,PAN_PNA
6,28,SAN LUIS POTOSI ,897,B01,405,92,112,22,7,2,4,5,6,0,250,7,257,103,PAN_PNA
6,28,SAN LUIS POTOSI ,897,C01,405,68,126,18,3,2,5,5,14,0,241,9,250,87,PAN_PNA
6,28,SAN LUIS POTOSI ,898,B01,459,93,121,22,4,6,6,12,11,0,275,5,280,116,PAN_PNA
6,28,SAN LUIS POTOSI ,898,C01,459,90,123,27,7,12,9,1,9,0,278,11,289,100,PAN_PNA
6,28,SAN LUIS POTOSI ,899,B01,515,88,148,43,2,12,14,7,13,0,327,13,340,108,PAN_PNA
6,28,SAN LUIS POTOSI ,900,B01,532,84,157,18,2,11,11,8,11,1,303,15,318,103,PAN_PNA
6,28,SAN LUIS POTOSI ,901,B01,453,80,129,20,2,14,9,5,10,0,269,8,277,95,PAN_PNA
6,28,SAN LUIS POTOSI ,901,C01,452,77,124,17,5,5,11,4,4,0,247,5,252,85,PAN_PNA
6,28,SAN LUIS POTOSI ,902,B01,609,138,149,29,9,6,13,14,18,0,376,26,402,170,PAN_PNA
6,28,SAN LUIS POTOSI ,919,B01,649,141,165,27,7,13,13,8,19,0,393,14,407,168,PAN_PNA
6,28,SAN LUIS POTOSI ,920,B01,434,98,132,18,2,4,8,9,8,0,279,11,290,115,PAN_PNA
6,28,SAN LUIS POTOSI ,920,C01,434,96,114,21,3,0,8,5,8,0,255,8,263,109,PAN_PNA
6,28,SAN LUIS POTOSI ,921,B01,515,92,151,23,5,4,13,8,12,0,308,12,320,112,PAN_PNA
6,28,SAN LUIS POTOSI ,921,C01,515,129,150,14,2,6,13,7,16,0,337,15,352,152,PAN_PNA
6,28,SAN LUIS POTOSI ,921,C02,515,133,150,14,2,6,13,9,10,0,337,15,352,152,PAN_PNA
6,28,SAN LUIS POTOSI ,925,B01,380,52,128,13,4,2,6,5,6,0,216,10,226,63,PAN_PNA
6,28,SAN LUIS POTOSI ,925,C01,379,80,112,21,3,1,5,2,8,0,232,9,241,90,PAN_PNA
6,28,SAN LUIS POTOSI ,926,B01,515,79,143,26,7,5,8,11,7,0,286,5,291,97,PAN_PNA
6,28,SAN LUIS POTOSI ,926,C01,514,86,157,23,7,3,14,4,14,0,308,11,319,104,PAN_PNA
6,28,SAN LUIS POTOSI ,927,B01,381,68,123,14,3,3,5,7,6,0,229,12,241,81,PAN_PNA
6,28,SAN LUIS POTOSI ,927,C01,380,99,92,20,6,4,6,3,18,0,248,13,261,120,PAN_PNA
6,28,SAN LUIS POTOSI ,931,B01,662,134,213,30,9,4,9,8,10,0,417,18,435,152,PAN_PNA
6,28,SAN LUIS POTOSI ,931,C01,661,143,195,38,8,4,13,14,16,0,431,15,446,173,PAN_PNA
6,28,SAN LUIS POTOSI ,932,B01,701,177,202,38,6,2,12,13,16,0,466,11,477,206,PAN_PNA
6,28,SAN LUIS POTOSI ,932,C01,701,185,217,36,8,3,13,7,15,0,484,17,501,207,PAN_PNA
6,28,SAN LUIS POTOSI ,951,B01,408,91,111,30,4,6,6,1,11,0,260,4,264,103,PAN_PNA
6,28,SAN LUIS POTOSI ,951,C01,408,80,139,17,6,3,4,6,10,0,265,6,271,96,PAN_PNA
6,28,SAN LUIS POTOSI ,971,B01,504,104,152,27,4,3,5,12,7,0,314,10,324,123,PAN_PNA
6,28,SAN LUIS POTOSI ,971,C01,503,80,138,35,9,3,4,4,9,0,282,7,289,93,PAN_PNA
6,28,SAN LUIS POTOSI ,972,B01,730,137,192,35,13,6,13,8,15,0,419,9,428,160,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C01,730,122,201,28,10,9,14,10,15,0,409,17,426,147,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C02,730,130,180,30,8,6,14,8,8,0,384,14,398,146,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C03,730,149,194,35,8,7,18,9,16,0,436,13,449,174,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C04,730,128,185,28,4,4,13,14,20,0,396,12,408,162,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C05,730,139,185,39,11,5,8,12,19,0,418,17,435,170,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C06,730,133,173,24,13,3,13,14,20,0,393,12,405,167,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C07,730,115,223,27,6,8,9,9,10,0,407,11,418,134,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C08,730,166,165,30,9,7,14,15,13,0,419,10,429,194,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C09,729,135,204,39,11,7,13,13,17,0,439,12,451,165,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C10,729,103,228,34,6,4,12,7,14,0,408,18,426,124,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C11,729,146,174,32,7,7,13,10,11,0,400,11,411,167,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C12,729,136,200,35,5,11,10,15,13,0,425,8,433,164,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C13,729,145,170,26,8,5,8,11,17,0,390,7,397,173,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C14,729,150,188,33,9,2,15,15,17,0,429,10,439,182,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C15,729,100,224,36,5,3,10,13,16,0,407,17,424,129,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C16,729,135,174,38,3,6,17,8,19,0,400,11,411,162,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C17,729,109,205,36,8,4,10,11,14,0,397,12,409,134,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C18,729,131,194,31,5,7,16,13,19,0,416,10,426,163,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C19,729,131,187,34,3,7,4,12,14,0,392,12,404,157,PAN_PNA
6,28,SAN LUIS POTOSI ,972,C20,729,149,222,24,3,5,13,13,17,0,446,9,455,179,PAN_PNA
6,28,SAN LUIS POTOSI ,976,B01,678,134,182,36,5,6,12,11,9,0,395,15,410,154,PAN_PNA
6,28,SAN LUIS POTOSI ,976,C01,678,123,196,38,5,4,7,13,14,0,400,19,419,150,PAN_PNA
6,28,SAN LUIS POTOSI ,976,C02,678,148,194,40,5,5,9,7,12,0,420,15,435,167,PAN_PNA
6,28,SAN LUIS POTOSI ,976,C03,678,147,184,40,7,7,11,5,14,0,415,11,426,166,PAN_PNA
6,28,SAN LUIS POTOSI ,976,C04,677,135,192,34,15,7,8,11,10,0,412,11,423,156,PAN_PNA
6,28,SAN LUIS POTOSI ,977,B01,581,76,139,20,6,4,10,13,5,0,273,7,280,94,PAN_PNA
6,28,SAN LUIS POTOSI ,977,C01,580,82,166,35,7,7,6,4,10,0,317,12,329,96,PAN_PNA
6,28,SAN LUIS POTOSI ,977,C02,580,79,110,19,5,2,8,10,5,0,238,6,244,94,PAN_PNA
6,28,SAN LUIS POTOSI ,977,C03,580,99,136,19,5,4,12,6,10,0,291,14,305,115,PAN_PNA
6,28,SAN LUIS POTOSI ,977,E01,552,113,166,32,2,4,9,13,9,0,348,14,362,135,PAN_PNA
6,28,SAN LUIS POTOSI ,977,E1C1,552,102,173,19,6,2,12,11,14,0,339,4,343,127,PAN_PNA
6,28,SAN LUIS POTOSI ,977,E1C2,551,119,128,40,8,4,5,8,19,0,331,8,339,146,PAN_PNA
6,28,SAN LUIS POTOSI ,978,B01,682,113,160,27,7,8,10,11,22,0,358,18,376,146,PAN_PNA
6,28,SAN LUIS POTOSI ,979,B01,608,98,141,20,5,5,5,3,7,0,284,25,309,108,PAN_PNA
6,28,SAN LUIS POTOSI ,979,C01,608,80,116,23,2,3,4,9,16,0,253,11,264,105,PAN_PNA
6,28,SAN LUIS POTOSI ,980,B01,483,63,106,12,11,4,4,3,7,0,210,10,220,73,PAN_PNA
6,28,SAN LUIS POTOSI ,980,C01,482,62,121,20,3,2,3,5,13,0,229,11,240,80,PAN_PNA
6,28,SAN LUIS POTOSI ,981,B01,705,82,169,18,11,3,9,9,15,0,316,10,326,106,PAN_PNA
6,28,SAN LUIS POTOSI ,990,B01,638,136,184,32,5,10,11,7,19,0,404,14,418,162,PAN_PNA
6,28,SAN LUIS POTOSI ,991,B01,454,109,138,24,4,6,4,5,14,0,304,17,321,128,PAN_PNA
6,28,SAN LUIS POTOSI ,992,B01,588,112,144,23,6,3,10,7,13,0,318,16,334,132,PAN_PNA
6,28,SAN LUIS POTOSI ,993,B01,572,106,153,30,7,1,11,11,9,0,328,18,346,126,PAN_PNA
6,28,SAN LUIS POTOSI ,994,B01,495,99,113,18,5,6,3,8,7,0,259,12,271,114,PAN_PNA
6,28,SAN LUIS POTOSI ,994,C01,494,85,129,36,3,10,5,7,13,0,288,11,299,105,PAN_PNA
6,28,SAN LUIS POTOSI ,995,B01,714,129,207,31,5,0,15,12,14,0,413,21,434,155,PAN_PNA
6,28,SAN LUIS POTOSI ,1008,B01,621,93,208,35,7,8,8,10,9,0,378,19,397,112,PAN_PNA
6,28,SAN LUIS POTOSI ,1009,B01,586,136,191,30,7,8,11,6,17,0,406,22,428,159,PAN_PNA
6,28,SAN LUIS POTOSI ,1010,B01,392,43,65,10,5,5,6,5,4,0,143,7,150,52,PAN_PNA
6,28,SAN LUIS POTOSI ,1011,B01,575,109,169,28,4,9,7,7,9,0,342,11,353,125,PAN_PNA
6,28,SAN LUIS POTOSI ,1012,B01,521,85,136,23,7,2,8,9,9,0,279,10,289,103,PAN_PNA
6,28,SAN LUIS POTOSI ,1012,C01,520,100,127,20,2,6,3,5,6,0,269,22,291,111,PAN_PNA
6,28,SAN LUIS POTOSI ,1013,B01,416,72,116,17,9,3,7,8,12,0,244,7,251,92,PAN_PNA
6,28,SAN LUIS POTOSI ,1013,C01,415,71,117,17,3,10,4,5,13,0,240,16,256,89,PAN_PNA
6,28,SAN LUIS POTOSI ,1014,B01,430,80,105,23,7,4,3,6,7,0,235,8,243,93,PAN_PNA
6,28,SAN LUIS POTOSI ,1014,C01,429,77,123,17,5,6,8,4,8,0,248,18,266,89,PAN_PNA
6,28,SAN LUIS POTOSI ,1015,B01,453,83,112,24,6,4,7,7,8,0,251,11,262,98,PAN_PNA
6,28,SAN LUIS POTOSI ,1015,C01,453,65,134,21,7,0,8,6,6,0,247,5,252,77,PAN_PNA
6,28,SAN LUIS POTOSI ,1016,B01,274,60,78,12,5,1,1,6,4,0,167,3,170,70,PAN_PNA
6,28,SAN LUIS POTOSI ,1017,B01,398,103,113,16,1,4,11,11,7,0,266,5,271,121,PAN_PNA
6,28,SAN LUIS POTOSI ,1017,C01,397,101,115,17,2,4,7,5,8,0,259,11,270,114,PAN_PNA
6,28,SAN LUIS POTOSI ,1018,B01,610,118,192,33,9,7,12,5,17,0,393,18,411,140,PAN_PNA
6,28,SAN LUIS POTOSI ,1018,C01,609,133,170,24,7,7,13,13,15,0,382,13,395,161,PAN_PNA
6,28,SAN LUIS POTOSI ,1026,B01,597,113,157,52,9,6,6,10,13,0,366,19,385,136,PAN_PNA
6,28,SAN LUIS POTOSI ,1026,C01,596,99,165,53,15,13,13,12,8,0,378,20,398,119,PAN_PNA
6,28,SAN LUIS POTOSI ,1027,B01,512,89,162,19,10,9,6,5,15,0,315,13,328,109,PAN_PNA
6,28,SAN LUIS POTOSI ,1027,C01,511,92,131,20,6,7,11,8,11,0,286,13,299,111,PAN_PNA
6,28,SAN LUIS POTOSI ,1028,B01,750,128,218,34,10,4,12,15,8,0,429,17,446,151,PAN_PNA
6,28,SAN LUIS POTOSI ,1028,C01,749,146,197,25,3,5,10,13,17,0,416,17,433,176,PAN_PNA
6,28,SAN LUIS POTOSI ,1029,B01,603,111,147,18,11,4,9,10,6,0,316,18,334,127,PAN_PNA
6,28,SAN LUIS POTOSI ,1029,C01,603,94,135,21,8,8,6,11,11,0,294,10,304,116,PAN_PNA
6,28,SAN LUIS POTOSI ,1030,B01,540,123,109,23,7,8,6,10,8,0,294,19,313,141,PAN_PNA
6,28,SAN LUIS POTOSI ,1030,C01,539,107,114,16,11,3,8,6,7,0,272,11,283,120,PAN_PNA
6,28,SAN LUIS POTOSI ,1031,B01,514,95,132,18,4,2,7,5,14,0,277,12,289,114,PAN_PNA
6,28,SAN LUIS POTOSI ,1031,C01,514,88,145,20,8,13,7,10,16,0,307,17,324,114,PAN_PNA
6,28,SAN LUIS POTOSI ,1031,C02,514,112,131,23,9,4,14,2,9,0,304,11,315,123,PAN_PNA
6,28,SAN LUIS POTOSI ,1032,B01,676,147,162,36,11,6,6,8,12,0,388,14,402,167,PAN_PNA
6,28,SAN LUIS POTOSI ,1032,C01,676,165,138,35,4,8,16,10,12,0,388,20,408,187,PAN_PNA
6,28,SAN LUIS POTOSI ,1033,B01,497,76,134,16,7,5,15,9,9,0,271,12,283,94,PAN_PNA
6,28,SAN LUIS POTOSI ,1033,C01,496,91,123,16,6,4,13,4,7,0,264,12,276,102,PAN_PNA
6,28,SAN LUIS POTOSI ,1034,B01,623,131,144,25,16,5,4,6,12,0,343,16,359,149,PAN_PNA
6,28,SAN LUIS POTOSI ,1034,C01,622,126,163,24,12,3,6,13,18,0,365,7,372,157,PAN_PNA
6,28,SAN LUIS POTOSI ,1035,B01,712,146,187,40,9,5,8,12,18,0,425,9,434,176,PAN_PNA
6,28,SAN LUIS POTOSI ,1035,C01,711,143,204,39,11,5,12,13,15,0,442,11,453,171,PAN_PNA
6,28,SAN LUIS POTOSI ,1036,B01,636,102,163,25,12,9,5,10,25,0,351,16,367,137,PAN_PNA
6,28,SAN LUIS POTOSI ,1036,C01,635,105,169,23,7,4,9,11,23,0,351,18,369,139,PAN_PNA
6,28,SAN LUIS POTOSI ,1043,B01,523,131,124,28,6,7,3,7,8,0,314,11,325,146,PAN_PNA
6,28,SAN LUIS POTOSI ,1043,C01,522,124,138,25,6,6,4,9,11,0,323,6,329,144,PAN_PNA
6,28,SAN LUIS POTOSI ,1044,B01,582,93,134,22,7,5,9,9,9,0,288,14,302,111,PAN_PNA
6,28,SAN LUIS POTOSI ,1044,C01,581,75,155,19,6,9,16,4,13,0,297,16,313,92,PAN_PNA
6,28,SAN LUIS POTOSI ,1045,B01,587,76,174,15,4,8,9,8,11,0,305,18,323,95,PAN_PNA
6,28,SAN LUIS POTOSI ,1045,C01,586,88,174,22,7,4,13,8,12,0,328,20,348,108,PAN_PNA
6,28,SAN LUIS POTOSI ,1045,C02,586,97,142,30,8,3,12,11,12,0,315,20,335,120,PAN_PNA
6,28,SAN LUIS POTOSI ,1045,C03,586,107,153,17,3,3,9,8,7,0,307,16,323,122,PAN_PNA
6,28,SAN LUIS POTOSI ,1046,B01,557,77,146,15,9,7,6,7,12,0,279,8,287,96,PAN_PNA
6,28,SAN LUIS POTOSI ,1046,C01,556,78,151,17,4,2,9,5,8,0,274,14,288,91,PAN_PNA
6,28,SAN LUIS POTOSI ,1047,B01,539,99,154,26,14,8,7,12,10,0,330,5,335,121,PAN_PNA
6,28,SAN LUIS POTOSI ,1047,C01,538,96,154,26,9,7,3,10,18,0,323,8,331,124,PAN_PNA
6,28,SAN LUIS POTOSI ,1048,B01,504,99,128,27,11,2,5,4,4,0,280,12,292,107,PAN_PNA
6,28,SAN LUIS POTOSI ,1048,C01,504,88,114,24,6,3,5,6,12,0,258,11,269,106,PAN_PNA
6,28,SAN LUIS POTOSI ,1048,C02,504,96,145,21,6,5,6,5,4,0,288,12,300,105,PAN_PNA
6,28,SAN LUIS POTOSI ,1049,B01,742,115,185,28,13,6,6,14,21,0,388,14,402,150,PAN_PNA
6,28,SAN LUIS POTOSI ,1049,C01,742,148,164,26,8,6,9,11,22,0,394,18,412,181,PAN_PNA
6,28,SAN LUIS POTOSI ,1050,B01,587,109,141,23,3,12,12,13,17,0,330,14,344,139,PAN_PNA
6,28,SAN LUIS POTOSI ,1050,C01,587,97,125,30,7,6,6,16,17,0,304,14,318,130,PAN_PNA
6,28,SAN LUIS POTOSI ,1050,C02,587,106,132,17,7,7,6,4,8,0,287,16,303,118,PAN_PNA
6,28,SAN LUIS POTOSI ,1051,B01,569,132,166,32,7,2,5,8,13,1,366,18,384,153,PAN_PNA
6,28,SAN LUIS POTOSI ,1051,C01,569,125,140,38,8,5,8,8,11,0,343,16,359,144,PAN_PNA
6,28,SAN LUIS POTOSI ,1051,C02,569,125,166,39,7,3,10,8,13,0,371,17,388,146,PAN_PNA
6,28,SAN LUIS POTOSI ,1052,B01,590,107,161,39,11,8,3,18,12,0,359,21,380,137,PAN_PNA
6,28,SAN LUIS POTOSI ,1052,C01,590,124,150,35,5,5,18,8,19,0,364,15,379,151,PAN_PNA
6,28,SAN LUIS POTOSI ,1053,B01,669,112,171,35,7,9,9,7,14,0,364,12,376,133,PAN_PNA
6,28,SAN LUIS POTOSI ,1053,C01,669,134,191,40,10,5,11,13,11,0,415,11,426,158,PAN_PNA
6,28,SAN LUIS POTOSI ,1053,C02,668,138,175,24,4,10,7,7,10,0,375,20,395,155,PAN_PNA
6,28,SAN LUIS POTOSI ,1054,B01,610,96,138,24,10,3,8,7,9,0,295,16,311,112,PAN_PNA
6,28,SAN LUIS POTOSI ,1054,C01,610,130,128,24,7,7,14,10,12,0,332,11,343,152,PAN_PNA
6,28,SAN LUIS POTOSI ,1055,B01,660,116,164,29,9,7,15,8,10,0,358,16,374,134,PAN_PNA
6,28,SAN LUIS POTOSI ,1055,C01,660,132,173,27,7,1,16,13,9,0,378,21,399,154,PAN_PNA
6,28,SAN LUIS POTOSI ,1055,C02,660,118,148,25,10,10,16,6,12,0,345,16,361,136,PAN_PNA
6,28,SAN LUIS POTOSI ,1055,C03,660,104,174,22,5,9,18,7,15,0,354,13,367,126,PAN_PNA
6,28,SAN LUIS POTOSI ,1056,B01,565,79,153,8,6,4,7,7,7,0,271,14,285,93,PAN_PNA
6,28,SAN LUIS POTOSI ,1056,C01,565,57,132,17,2,5,4,8,7,0,232,10,242,72,PAN_PNA
6,28,SAN LUIS POTOSI ,1056,C02,564,66,156,14,5,5,6,7,7,0,266,8,274,80,PAN_PNA
6,28,SAN LUIS POTOSI ,1057,B01,609,85,174,17,11,3,10,7,10,0,317,17,334,102,PAN_PNA
6,28,SAN LUIS POTOSI ,1057,C01,609,110,163,17,6,4,6,9,10,0,325,15,340,129,PAN_PNA
6,28,SAN LUIS POTOSI ,1057,C02,609,109,155,19,6,3,3,10,5,0,310,15,325,124,PAN_PNA
6,28,SAN LUIS POTOSI ,1058,B01,593,109,146,28,7,5,7,4,8,0,314,13,327,121,PAN_PNA
6,28,SAN LUIS POTOSI ,1058,C01,592,90,141,14,7,1,3,6,17,0,279,14,293,113,PAN_PNA
6,28,SAN LUIS POTOSI ,1058,C02,592,95,157,14,3,3,6,3,14,0,295,11,306,112,PAN_PNA
6,28,SAN LUIS POTOSI ,1059,B01,724,124,184,35,8,4,14,5,27,0,401,19,420,156,PAN_PNA
6,28,SAN LUIS POTOSI ,1059,C01,724,131,154,37,6,6,11,12,7,0,364,17,381,150,PAN_PNA
6,28,SAN LUIS POTOSI ,1059,C02,723,145,164,34,6,5,14,14,23,0,405,19,424,182,PAN_PNA
6,28,SAN LUIS POTOSI ,1060,B01,581,114,152,21,6,8,9,8,11,0,329,19,348,133,PAN_PNA
6,28,SAN LUIS POTOSI ,1060,C01,580,109,164,17,2,4,7,6,14,0,323,10,333,129,PAN_PNA
6,28,SAN LUIS POTOSI ,1060,C02,580,77,174,25,6,7,7,14,5,0,315,15,330,96,PAN_PNA
6,28,SAN LUIS POTOSI ,1061,B01,700,118,148,19,5,4,8,6,23,0,331,17,348,147,PAN_PNA
6,28,SAN LUIS POTOSI ,1061,C01,700,137,150,16,2,6,6,10,19,0,346,19,365,166,PAN_PNA
6,28,SAN LUIS POTOSI ,1061,C02,699,102,185,14,2,2,7,8,17,0,337,13,350,127,PAN_PNA
6,28,SAN LUIS POTOSI ,1062,B01,662,91,155,24,10,15,22,3,13,0,333,10,343,107,PAN_PNA
6,28,SAN LUIS POTOSI ,1062,C01,662,105,136,17,9,8,8,6,8,0,297,22,319,119,PAN_PNA
6,28,SAN LUIS POTOSI ,1062,C02,661,98,162,21,8,9,8,8,11,0,325,13,338,117,PAN_PNA
6,28,SAN LUIS POTOSI ,1063,B01,658,137,127,17,8,3,11,11,11,0,325,17,342,159,PAN_PNA
6,28,SAN LUIS POTOSI ,1063,C01,657,115,130,22,6,1,18,7,14,0,313,20,333,136,PAN_PNA
6,28,SAN LUIS POTOSI ,1063,C02,657,128,149,16,3,6,10,6,5,0,323,19,342,139,PAN_PNA
6,28,SAN LUIS POTOSI ,1064,B01,629,79,168,16,6,1,9,7,13,0,299,15,314,99,PAN_PNA
6,28,SAN LUIS POTOSI ,1064,C01,629,99,173,16,6,5,12,6,8,0,325,9,334,113,PAN_PNA
6,28,SAN LUIS POTOSI ,1065,B01,510,69,132,24,1,1,9,15,0,0,251,11,262,84,PAN_PNA
6,28,SAN LUIS POTOSI ,1065,C01,509,68,121,22,7,4,9,14,10,1,256,13,269,92,PAN_PNA
6,28,SAN LUIS POTOSI ,1066,B01,484,74,111,12,2,3,7,12,6,0,227,17,244,92,PAN_PNA
6,28,SAN LUIS POTOSI ,1066,C01,483,55,131,23,7,3,5,6,11,0,241,12,253,72,PAN_PNA
6,28,SAN LUIS POTOSI ,1067,B01,664,101,144,35,12,6,5,8,15,0,326,16,342,124,PAN_PNA
6,28,SAN LUIS POTOSI ,1067,C01,664,122,171,25,7,5,15,6,19,0,370,13,383,147,PAN_PNA
6,28,SAN LUIS POTOSI ,1068,B01,657,99,156,17,5,5,10,10,12,0,314,8,322,121,PAN_PNA
6,28,SAN LUIS POTOSI ,1068,C01,657,93,141,29,4,6,7,12,14,0,306,9,315,119,PAN_PNA
6,28,SAN LUIS POTOSI ,1068,C02,657,98,138,13,4,4,18,9,16,0,300,13,313,123,PAN_PNA
6,28,SAN LUIS POTOSI ,1068,C03,657,91,129,18,6,0,14,6,9,0,273,17,290,106,PAN_PNA
6,28,SAN LUIS POTOSI ,1068,C04,657,76,142,14,9,2,12,4,14,0,273,15,288,94,PAN_PNA
6,28,SAN LUIS POTOSI ,1068,C05,657,98,117,19,5,5,10,8,15,0,277,8,285,121,PAN_PNA
6,28,SAN LUIS POTOSI ,1068,C06,657,108,130,13,7,5,6,12,13,0,294,22,316,133,PAN_PNA
6,28,SAN LUIS POTOSI ,1068,C07,657,112,153,21,9,4,9,17,18,0,343,13,356,147,PAN_PNA
6,28,SAN LUIS POTOSI ,1069,B01,615,93,135,42,11,3,6,12,10,0,312,19,331,115,PAN_PNA
6,28,SAN LUIS POTOSI ,1069,C01,615,106,119,42,12,3,6,8,14,0,310,17,327,128,PAN_PNA
6,28,SAN LUIS POTOSI ,1069,C02,615,79,140,53,10,6,4,10,11,0,313,14,327,100,PAN_PNA
6,28,SAN LUIS POTOSI ,1069,C03,615,113,125,28,7,6,11,7,4,0,301,11,312,124,PAN_PNA
6,28,SAN LUIS POTOSI ,1070,B01,698,121,160,17,5,1,3,8,17,0,332,17,349,146,PAN_PNA
6,28,SAN LUIS POTOSI ,1070,C01,697,124,148,21,3,3,12,7,14,0,332,18,350,145,PAN_PNA
6,28,SAN LUIS POTOSI ,1070,C02,697,120,157,27,2,5,8,8,17,0,344,15,359,145,PAN_PNA
6,28,SAN LUIS POTOSI ,1071,B01,633,105,159,33,7,2,6,4,15,0,331,15,346,124,PAN_PNA
6,28,SAN LUIS POTOSI ,1071,C01,633,112,172,33,2,10,8,10,10,0,357,12,369,132,PAN_PNA
6,28,SAN LUIS POTOSI ,1072,B01,666,114,128,15,8,4,21,6,6,0,302,19,321,126,PAN_PNA
6,28,SAN LUIS POTOSI ,1072,C01,666,94,164,24,4,5,15,7,12,0,325,11,336,113,PAN_PNA
6,28,SAN LUIS POTOSI ,1072,C02,665,108,150,22,4,7,16,5,13,0,325,25,350,126,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,B01,695,101,186,17,11,6,7,10,14,0,352,11,363,125,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C01,695,117,182,27,9,6,10,5,7,0,363,10,373,129,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C02,695,91,162,22,10,5,7,5,10,0,312,11,323,106,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C03,694,102,199,24,5,8,11,8,5,0,362,12,374,115,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C04,694,84,198,26,12,2,14,10,9,0,355,10,365,103,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C05,694,98,157,20,9,3,6,13,7,0,313,10,323,118,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C06,694,105,170,18,10,8,10,6,11,0,338,14,352,122,PAN_PNA
6,28,SAN LUIS POTOSI ,1073,C07,694,97,186,22,11,4,9,7,5,0,341,7,348,109,PAN_PNA
