CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,896,2,230,122,11,5,7,94,9,24,20,15,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,0,561,9,570,808
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,897,2,288,154,20,11,7,103,13,55,9,0,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,0,711,9,720,1345
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,898,2,280,127,14,8,11,152,16,35,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,0,706,17,723,1241
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,899,2,191,110,12,5,13,114,17,47,13,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,0,570,26,596,1004
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,900,3,352,182,27,8,17,226,13,58,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,0,995,23,1018,1071
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,901,2,213,134,11,5,6,108,13,26,11,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,0,558,15,573,538
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,902,2,342,184,8,5,4,146,21,39,5,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,2,842,13,857,577
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,903,2,168,120,14,9,2,118,11,30,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,0,530,13,543,774
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,904,2,255,174,5,12,1,100,9,32,6,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,1,724,10,735,533
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,905,1,153,89,2,2,2,45,9,9,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,1,368,6,375,942
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,906,1,153,89,2,2,2,45,9,9,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,1,368,6,375,711
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,907,1,207,126,3,5,2,67,3,26,4,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,0,501,7,508,768
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,908,2,162,169,8,4,5,48,3,29,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,0,489,8,497,1377
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,909,2,330,240,11,9,3,150,7,30,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,0,891,20,911,1169
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,910,3,322,176,30,8,3,116,23,54,15,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,1,836,17,854,1077
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,911,3,373,247,45,7,15,167,22,65,20,2,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,0,1038,13,1051,672
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,912,3,339,171,25,7,17,236,17,76,16,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,2,978,19,999,732
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,913,3,331,170,38,7,11,170,17,91,10,2,1,0,27,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,0,949,24,973,1120
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,914,3,409,206,46,18,20,129,38,80,21,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,1,1038,15,1054,681
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,915,3,310,142,38,5,9,144,13,55,20,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,0,790,10,800,1185
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,916,3,350,180,20,8,19,187,19,71,19,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,0,937,14,951,999
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,17,1899,927,237,82,72,676,119,431,109,72,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,383,,,,,,,,,,,,,,,29,5009,124,5162,679
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,918,4,441,258,37,14,17,184,45,109,26,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,0,1198,35,1233,826
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,919,3,412,209,46,8,14,155,26,83,23,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,0,1058,28,1086,788
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,920,2,268,167,11,5,5,103,15,35,7,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,0,679,18,697,449
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,921,2,256,156,7,8,0,74,7,11,5,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,0,603,7,610,302
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,922,3,328,214,26,15,8,146,28,45,18,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,0,908,26,934,675
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,923,2,271,171,27,10,10,137,12,63,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,0,803,31,834,908
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,924,2,163,135,17,5,6,88,10,33,11,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,0,534,13,547,947
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,925,2,246,132,17,5,3,129,22,27,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,0,640,21,661,1436
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,926,1,168,91,8,4,1,114,5,26,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,0,475,11,486,1431
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,927,1,136,73,4,1,3,60,6,17,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,0,333,5,338,1008
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,928,2,297,145,10,5,6,115,17,33,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,0,748,11,759,1660
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,930,3,313,187,55,8,12,47,18,72,27,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,0,791,35,826,977
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,931,2,219,170,16,10,10,61,11,48,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,0,620,13,633,1409
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,932,4,518,248,63,17,18,155,27,88,19,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,0,1231,24,1255,863
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,933,4,660,448,12,8,5,148,13,45,9,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,0,1607,22,1629,1059
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,934,12,1737,959,83,28,31,675,88,276,83,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,532,,,,,,,,,,,,,,,12,4493,76,4581,575
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,935,6,710,349,141,23,30,93,42,152,43,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,0,1659,40,1699,556
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,936,1,113,70,19,4,1,48,11,32,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,0,319,9,328,734
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,939,4,687,347,47,15,17,230,38,91,36,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,0,1641,25,1666,781
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,940,4,525,301,50,22,31,162,66,66,29,2,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,0,1352,40,1392,1341
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,941,2,196,132,18,9,6,50,16,18,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,0,487,10,497,1533
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,942,2,243,142,20,3,5,96,21,30,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,2,632,22,656,1969
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,943,2,290,145,9,6,1,128,22,36,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,0,722,17,739,2584
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,944,4,404,277,53,10,8,219,26,80,42,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,0,1241,22,1263,2056
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,945,1,147,88,11,4,5,37,5,37,16,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,0,380,9,389,1182
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,946,2,187,81,15,4,5,67,3,35,16,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,0,476,7,483,1068
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,947,2,162,96,8,33,6,41,20,18,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,0,418,9,427,1723
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,948,5,751,350,29,10,12,323,83,126,27,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,4,1866,32,1902,1439
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,949,2,250,114,8,6,3,81,13,32,15,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,0,571,14,585,875
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,950,3,286,149,24,4,5,123,17,50,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,0,727,16,743,1097
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,951,4,577,298,34,16,16,186,36,109,30,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,0,1464,25,1489,723
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,952,5,618,337,53,26,10,199,65,151,29,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,5,1643,34,1682,557
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,953,3,311,183,20,10,8,109,38,76,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,0,851,25,876,1167
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,954,10,1294,627,100,35,40,525,77,225,70,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,4,3287,67,3358,1912
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,955,7,913,488,72,28,21,346,67,239,78,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,0,2478,51,2529,1444
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,956,5,667,363,50,17,18,81,34,50,8,102,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,14,1436,49,1499,2783
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,957,7,1051,576,131,45,26,141,54,207,40,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,1,2391,39,2431,2777
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,958,5,553,350,51,22,29,90,37,128,37,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,0,1432,25,1457,8194
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,959,6,709,317,93,33,29,240,64,237,41,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,2,1872,33,1907,4445
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,960,9,868,621,107,21,29,317,79,281,85,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,232,,,,,,,,,,,,,,,1,2646,72,2719,700
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,961,2,370,212,9,6,4,138,21,37,11,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,0,948,12,960,2711
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,1718,1,121,86,13,6,3,78,12,37,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,0,396,9,405,746
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,962,4,572,857,0,0,0,0,274,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1723,32,1755,2359
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,963,1,185,135,0,0,0,0,88,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,410,3,413,609
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,964,1,116,80,0,0,0,0,51,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,248,8,256,363
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,330
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,966,1,125,105,0,0,0,0,55,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,286,25,311,452
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,967,2,353,354,0,0,0,0,116,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,823,33,856,1165
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,968,1,75,23,0,0,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,1,109,145
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,282
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,970,2,281,330,0,0,0,0,161,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,773,16,789,1018
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,971,1,140,54,0,0,0,0,79,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,273,6,279,388
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,972,3,314,438,0,0,0,0,243,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,997,23,1020,1459
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,973,1,106,98,0,0,0,0,106,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,310,7,317,432
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,974,1,71,120,0,0,0,0,108,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,300,10,310,471
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,975,1,159,104,0,0,0,0,28,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,294,10,304,401
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,976,1,120,161,0,0,0,0,17,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,302,3,305,393
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,977,1,70,47,0,0,0,0,64,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,181,4,185,253
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,978,1,138,105,0,0,0,0,162,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,406,11,417,605
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,979,1,66,69,0,0,0,0,32,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,169,4,173,222
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,980,1,44,86,0,0,0,0,6,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,139,4,143,210
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,981,1,122,94,0,0,0,0,69,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,286,7,293,397
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,982,3,5,433,83,0,9,11,76,34,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,0,1106,19,1125,1688
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,983,3,12,523,79,0,9,27,71,39,46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,514,,,,,,,,,,,,,,0,1320,28,1348,2085
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,984,2,5,372,62,0,2,8,66,6,31,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,,0,814,19,833,1301
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,985,2,15,368,41,0,3,9,66,12,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,,,,,,,,,,,0,806,13,819,1160
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,986,3,18,507,44,0,23,14,81,18,53,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,2,1084,18,1104,1737
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,987,3,18,529,73,0,7,20,87,15,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,465,,,,,,,,,,,,,,0,1263,26,1289,1883
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,988,3,13,518,57,0,11,29,69,36,52,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,544,,,,,,,,,,,,,,0,1329,16,1345,2129
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,989,1,5,67,13,0,1,1,9,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,0,137,3,140,185
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,990,1,8,182,22,0,5,8,18,9,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,0,450,6,456,722
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,991,4,10,459,87,0,10,20,68,53,53,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,0,1270,40,1310,2501
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,992,2,8,260,44,0,4,14,43,17,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,483,,,,,,,,,,,,,,0,908,32,940,1458
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,49,PROGRESO DE OBREGON,993,1,11,208,31,0,0,3,41,9,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,0,459,5,464,675
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,994,3,241,409,23,3,140,657,16,0,90,4,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1586,38,1624,2097
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,995,1,7,51,0,0,3,26,4,0,74,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,6,171,253
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,996,2,31,193,9,6,6,43,6,0,605,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,906,11,917,1162
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,997,2,14,210,1,1,9,173,5,0,187,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,603,12,617,764
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,998,1,20,36,1,1,1,40,3,0,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,137,1,138,159
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,999,1,30,104,3,0,6,26,2,0,136,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,307,7,314,395
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1000,1,128,106,22,2,31,32,2,0,37,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,364,6,370,504
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1001,1,202,68,3,1,26,74,3,0,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,389,10,399,544
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1002,1,149,179,1,0,19,46,1,0,32,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,428,13,441,555
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1003,1,11,28,1,0,1,22,2,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68,2,70,123
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1004,1,41,21,0,0,12,19,6,0,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,114,2,116,142
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1005,1,83,51,3,1,7,46,1,0,58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,250,19,269,460
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1006,1,69,53,8,3,6,16,1,0,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,171,3,174,269
5,13,HIDALGO,8,ACTOPAN,50,SAN AGUSTIN METZQUITITLAN,1007,1,6,46,1,0,2,10,0,0,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,104,0,104,118
5,13,HIDALGO,8,ACTOPAN,51,SAN AGUSTIN TLAXIACA,1008,3,87,571,35,9,11,19,21,94,502,7,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,0,1414,41,1455,2196
