CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,398,2,276,162,94,4,4,1,7,14,14,2,1,0,0,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,0,591,22,613,878
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,399,2,246,167,255,3,4,0,10,12,19,4,0,0,0,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,0,747,17,764,1112
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,400,3,335,146,568,2,13,2,6,18,4,1,1,0,0,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,0,1114,20,1134,1640
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,401,1,59,51,103,0,2,1,3,5,6,2,0,2,0,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,0,238,6,244,341
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,402,1,52,80,99,2,2,0,6,3,4,2,0,1,0,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,0,262,4,266,416
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,403,1,167,129,114,1,2,2,0,3,2,1,0,0,0,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,0,427,4,431,617
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,404,1,25,77,61,1,2,2,3,3,2,2,0,3,0,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,0,187,3,190,237
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,405,3,4,101,74,6,138,283,142,174,297,11,0,1,5,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,0,1274,48,1322,1691
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,406,2,2,119,9,3,116,214,127,132,245,5,0,6,1,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,0,988,30,1018,1244
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,407,1,0,23,0,0,2,30,20,0,13,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89,4,93,305
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,408,1,0,15,0,2,5,112,44,118,14,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,311,15,326,375
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,409,1,2,90,9,2,19,71,77,46,62,1,1,2,0,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,0,386,25,411,516
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,410,1,0,5,3,4,44,7,96,19,33,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,212,21,233,282
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,411,1,2,26,4,1,23,10,90,12,32,0,3,0,0,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,0,207,25,232,485
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,412,1,1,13,1,2,3,66,2,4,6,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,99,29,128,333
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,413,1,2,34,4,6,38,114,105,57,71,4,2,0,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,0,441,19,460,605
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,414,1,0,81,7,0,39,131,32,5,56,4,0,0,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0,357,28,385,466
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,415,1,5,16,22,10,83,85,111,26,54,0,1,0,0,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,0,417,21,438,550
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,416,1,0,21,8,5,39,55,35,24,84,3,0,0,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0,276,10,286,361
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,417,2,4,67,41,10,130,266,84,191,84,3,0,1,1,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,0,903,46,949,1247
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,418,1,0,50,11,2,17,75,31,37,93,3,0,3,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,323,23,346,429
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,419,2,0,149,73,16,65,271,167,46,113,15,2,14,1,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,0,944,53,997,1312
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,420,1,2,35,6,3,10,105,51,11,53,4,1,3,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,285,15,300,358
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,421,1,0,4,2,0,19,62,11,5,35,0,0,0,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,0,142,10,152,203
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,422,2,0,95,22,23,157,141,132,72,80,3,0,0,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0,729,31,760,900
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,423,1,1,66,3,0,6,21,1,9,33,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,0,141,163
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,424,1,2,11,24,1,31,78,55,40,70,2,0,2,1,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,324,31,355,478
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,425,1,4,87,57,6,19,77,86,6,50,0,0,4,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0,398,25,423,539
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,426,1,3,22,4,2,68,37,37,109,42,4,0,0,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0,330,17,347,451
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,427,1,2,5,19,10,52,19,63,9,14,0,1,2,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,199,12,211,274
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,428,1,3,36,12,4,26,71,155,19,103,2,0,2,1,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,0,445,18,463,639
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,429,2,7,21,26,7,61,133,206,67,98,0,0,2,1,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,2,664,69,735,919
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,430,1,1,24,6,37,73,53,58,21,79,5,0,1,2,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,0,378,23,401,503
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,431,2,3,164,324,0,2,16,256,247,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1014,40,1054,1285
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,432,2,4,81,151,0,2,11,142,151,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,542,20,562,657
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,433,1,2,64,112,0,1,81,81,169,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,514,24,538,652
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,434,3,33,207,387,0,10,12,280,347,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1281,56,1337,1622
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,435,3,0,2,85,0,1,0,8,24,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,121,3,124,1373
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,436,1,1,17,104,0,2,4,65,68,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,262,14,276,314
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,437,1,2,27,147,0,2,15,76,98,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,367,15,382,499
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,438,2,1,115,116,0,5,2,187,180,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,609,11,620,780
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,439,1,2,36,217,0,0,3,12,206,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,477,19,496,571
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,440,2,11,49,172,0,2,2,238,176,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,650,18,668,770
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,441,4,10,924,42,888,19,8,54,170,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2115,77,2192,2659
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,442,1,6,94,3,48,6,0,42,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,207,7,214,290
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,443,1,31,153,15,89,3,2,176,44,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,513,8,521,651
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,444,2,8,186,7,121,0,2,191,110,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,625,21,646,833
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,445,1,10,69,1,52,0,3,12,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,153,6,159,193
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,446,1,7,177,4,243,0,5,8,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,460,11,471,633
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,447,4,149,459,25,340,18,17,82,163,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1253,51,1310,1893
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,448,1,5,188,30,219,4,10,26,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,496,25,521,726
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,449,2,2,150,11,408,2,3,18,35,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,629,39,668,904
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,450,2,6,232,10,196,4,7,21,75,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,551,28,579,793
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,451,3,79,556,20,394,11,7,42,94,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1203,52,1256,1655
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,452,2,16,396,25,328,6,4,43,92,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,910,46,958,1283
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,453,2,40,367,12,439,5,5,31,64,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,963,40,1003,1299
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,454,2,10,383,13,191,5,4,72,141,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,819,41,860,1131
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,455,2,5,170,19,158,7,7,86,39,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,491,25,516,700
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,456,1,1,304,7,179,3,0,12,43,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,549,31,580,710
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,457,6,542,803,41,8,21,40,34,37,947,7,1,0,0,,,,,,,,,,,,,,,,,56,15,,,,,,,,,,,,,,,,,,,,,0,2552,108,2660,3900
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,458,2,68,279,7,2,3,10,24,11,438,3,0,1,0,,,,,,,,,,,,,,,,,12,20,,,,,,,,,,,,,,,,,,,,,0,878,35,913,1289
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,459,5,304,562,19,12,7,34,73,43,714,4,0,4,0,,,,,,,,,,,,,,,,,49,45,,,,,,,,,,,,,,,,,,,,,1,1870,30,1901,3018
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,460,8,385,1144,46,13,10,65,82,84,1271,10,1,4,0,,,,,,,,,,,,,,,,,64,90,,,,,,,,,,,,,,,,,,,,,1,3269,81,3351,5229
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,461,4,163,402,24,0,3,21,36,18,563,1,0,0,1,,,,,,,,,,,,,,,,,40,47,,,,,,,,,,,,,,,,,,,,,1,1319,19,1339,1849
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,462,2,68,298,4,1,2,8,26,19,402,2,0,0,0,,,,,,,,,,,,,,,,,4,22,,,,,,,,,,,,,,,,,,,,,0,856,5,861,1219
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,463,2,205,320,3,4,0,17,19,1,428,1,0,1,0,,,,,,,,,,,,,,,,,17,11,,,,,,,,,,,,,,,,,,,,,0,1027,49,1076,1490
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,464,4,294,559,15,11,9,23,50,52,693,8,1,1,0,,,,,,,,,,,,,,,,,53,21,,,,,,,,,,,,,,,,,,,,,0,1790,50,1840,2800
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,465,1,52,162,3,2,1,1,12,5,189,2,0,2,0,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,1,447,8,456,665
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,466,2,66,282,15,0,2,3,6,7,275,0,1,0,0,,,,,,,,,,,,,,,,,12,14,,,,,,,,,,,,,,,,,,,,,0,683,15,698,979
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,467,5,317,520,57,7,16,24,51,52,908,11,4,2,0,,,,,,,,,,,,,,,,,85,40,,,,,,,,,,,,,,,,,,,,,1,2094,80,2175,3411
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,468,4,193,397,20,4,6,11,59,39,769,6,1,3,0,,,,,,,,,,,,,,,,,91,65,,,,,,,,,,,,,,,,,,,,,1,1664,39,1704,2413
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,469,3,136,335,32,5,6,16,28,7,564,5,1,1,0,,,,,,,,,,,,,,,,,28,27,,,,,,,,,,,,,,,,,,,,,7,1191,28,1226,1844
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,470,6,388,706,67,6,19,33,66,71,959,11,4,1,1,,,,,,,,,,,,,,,,,104,47,,,,,,,,,,,,,,,,,,,,,1,2483,65,2549,4160
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,471,4,186,204,19,9,14,7,31,3,378,0,1,0,0,,,,,,,,,,,,,,,,,14,34,,,,,,,,,,,,,,,,,,,,,6,900,112,1018,1695
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,472,2,76,109,6,2,8,5,6,4,148,1,1,1,0,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,1,381,93,475,734
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,473,3,257,225,50,12,5,20,57,8,309,8,2,3,0,,,,,,,,,,,,,,,,,19,51,,,,,,,,,,,,,,,,,,,,,0,1026,139,1165,1966
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,474,2,63,85,4,3,3,5,12,1,263,0,0,0,0,,,,,,,,,,,,,,,,,6,12,,,,,,,,,,,,,,,,,,,,,0,457,52,509,796
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,475,1,26,147,8,4,5,1,6,4,127,1,2,0,0,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,0,343,26,369,590
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,476,2,118,249,15,9,11,86,25,1,209,2,4,1,2,,,,,,,,,,,,,,,,,15,11,,,,,,,,,,,,,,,,,,,,,0,758,121,879,1400
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,477,2,131,140,3,2,5,5,16,7,336,0,0,1,0,,,,,,,,,,,,,,,,,17,9,,,,,,,,,,,,,,,,,,,,,0,672,26,698,958
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,478,2,174,253,35,0,6,5,20,16,181,1,1,0,0,,,,,,,,,,,,,,,,,7,13,,,,,,,,,,,,,,,,,,,,,0,712,28,740,978
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,479,2,145,233,6,4,4,9,21,7,305,2,0,2,0,,,,,,,,,,,,,,,,,17,8,,,,,,,,,,,,,,,,,,,,,0,763,32,795,1062
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,480,2,221,172,20,4,6,11,8,5,394,0,0,0,0,,,,,,,,,,,,,,,,,10,14,,,,,,,,,,,,,,,,,,,,,0,865,57,922,1423
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,481,3,233,62,16,5,10,10,9,2,236,2,3,2,0,,,,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,,,,1,605,60,666,913
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,482,4,289,524,33,6,21,30,25,23,498,5,2,2,2,,,,,,,,,,,,,,,,,29,13,,,,,,,,,,,,,,,,,,,,,0,1502,95,1597,2501
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,483,3,93,246,18,9,10,6,13,15,413,6,3,1,0,,,,,,,,,,,,,,,,,22,19,,,,,,,,,,,,,,,,,,,,,0,874,93,967,1681
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,484,3,44,475,19,6,10,14,18,9,433,0,6,0,1,,,,,,,,,,,,,,,,,14,22,,,,,,,,,,,,,,,,,,,,,0,1071,88,1159,1702
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,485,2,168,175,29,5,10,36,16,5,185,0,2,2,0,,,,,,,,,,,,,,,,,13,33,,,,,,,,,,,,,,,,,,,,,0,679,79,758,1108
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,486,3,292,239,20,17,14,30,71,5,489,4,2,5,0,,,,,,,,,,,,,,,,,17,27,,,,,,,,,,,,,,,,,,,,,0,1232,114,1346,2036
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,487,3,176,263,20,5,4,6,15,10,495,3,1,0,0,,,,,,,,,,,,,,,,,28,6,,,,,,,,,,,,,,,,,,,,,43,1032,70,1145,1708
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,488,2,87,227,48,11,2,15,7,47,246,0,1,0,1,,,,,,,,,,,,,,,,,15,18,,,,,,,,,,,,,,,,,,,,,19,725,59,803,1146
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,489,2,66,233,21,3,7,7,9,7,229,0,1,0,1,,,,,,,,,,,,,,,,,13,15,,,,,,,,,,,,,,,,,,,,,0,612,49,661,874
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,490,2,94,331,19,8,10,5,12,9,298,1,3,3,0,,,,,,,,,,,,,,,,,25,6,,,,,,,,,,,,,,,,,,,,,0,824,88,912,1230
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,491,3,35,388,24,5,5,8,16,14,433,2,1,0,0,,,,,,,,,,,,,,,,,12,14,,,,,,,,,,,,,,,,,,,,,0,957,77,1034,1315
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,492,2,46,119,36,5,4,5,5,1,264,0,0,1,0,,,,,,,,,,,,,,,,,22,3,,,,,,,,,,,,,,,,,,,,,0,511,58,569,826
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,493,2,81,81,13,3,13,4,7,6,190,4,0,0,0,,,,,,,,,,,,,,,,,10,14,,,,,,,,,,,,,,,,,,,,,0,426,38,464,764
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,494,2,103,101,34,7,10,11,8,5,293,0,0,0,0,,,,,,,,,,,,,,,,,11,44,,,,,,,,,,,,,,,,,,,,,0,627,68,695,1065
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,495,4,242,425,62,12,16,20,27,16,469,1,3,1,0,,,,,,,,,,,,,,,,,31,39,,,,,,,,,,,,,,,,,,,,,0,1364,145,1509,2554
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,496,1,52,86,3,0,0,9,13,6,70,0,0,2,0,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,0,249,5,254,304
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,497,2,50,78,6,0,1,1,13,1,116,0,0,2,0,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,0,275,20,295,828
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,499,3,265,374,67,8,10,13,30,15,311,0,3,3,1,,,,,,,,,,,,,,,,,63,13,,,,,,,,,,,,,,,,,,,,,0,1176,113,1289,1899
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,500,3,200,347,19,3,7,8,16,11,491,1,1,3,1,,,,,,,,,,,,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,0,1142,94,1236,1825
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,501,2,142,266,11,6,7,3,16,10,222,2,0,1,0,,,,,,,,,,,,,,,,,18,57,,,,,,,,,,,,,,,,,,,,,0,761,66,827,1373
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,502,4,195,587,14,17,14,30,30,17,420,11,3,1,2,,,,,,,,,,,,,,,,,21,43,,,,,,,,,,,,,,,,,,,,,0,1405,181,1586,2471
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,503,2,181,197,21,5,8,7,8,6,190,2,0,0,1,,,,,,,,,,,,,,,,,29,9,,,,,,,,,,,,,,,,,,,,,0,664,55,719,1029
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,504,3,146,202,28,11,31,14,17,37,447,0,3,1,1,,,,,,,,,,,,,,,,,28,270,,,,,,,,,,,,,,,,,,,,,0,1236,134,1370,2086
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,505,2,232,132,31,10,5,7,28,7,290,1,1,0,0,,,,,,,,,,,,,,,,,16,6,,,,,,,,,,,,,,,,,,,,,0,766,59,825,1354
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,506,2,36,168,8,1,6,5,13,6,202,0,0,0,0,,,,,,,,,,,,,,,,,11,8,,,,,,,,,,,,,,,,,,,,,0,464,53,517,851
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,507,2,153,359,11,8,6,18,16,16,293,0,0,4,0,,,,,,,,,,,,,,,,,30,29,,,,,,,,,,,,,,,,,,,,,0,943,36,979,1377
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,508,3,175,438,32,7,9,13,48,19,489,1,1,1,0,,,,,,,,,,,,,,,,,65,113,,,,,,,,,,,,,,,,,,,,,0,1411,60,1471,2190
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,509,1,99,178,11,6,2,3,9,6,117,1,1,1,0,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,0,446,29,475,621
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,510,3,239,279,19,122,0,0,55,44,5,0,0,0,0,,,,,,,,,,,,,,,,,,,302,137,,,,,,,,,,,,,,,,,,,0,1202,23,1225,1987
