CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1525,C01,45,82,14,3,8,32,2,24,21,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,21,3,0,268,5,273,647,ACTA CASILLA,,,
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1525,C02,45,215,6,4,5,70,8,22,13,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,12,0,424,6,430,647,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1525C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1526,B ,32,103,9,1,4,69,8,27,21,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8,8,0,308,10,318,728,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1526B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1526,C01,44,82,14,6,7,35,7,14,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,13,0,266,0,266,727,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1526C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1526,C02,52,87,3,2,9,40,12,20,15,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,7,0,283,10,293,727,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1526C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1527,B ,36,88,5,2,2,19,2,10,11,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,6,0,209,9,218,526,ACTA CASILLA,,,
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1527,C01,43,70,2,3,3,22,8,19,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,6,0,210,8,218,525,ACTA CASILLA,,,
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1528,B ,66,86,14,3,3,41,5,20,28,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,4,0,297,16,313,729,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1528B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1528,C01,49,88,7,5,5,70,9,25,22,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,6,36,0,342,11,353,729,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1528C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1528,C02,51,105,7,4,14,64,5,16,27,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6,25,0,350,8,358,728,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1528C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1528,C03,52,87,3,2,9,40,19,20,15,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,7,35,0,310,10,320,728,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1528C03.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1528,C04,40,100,9,3,4,56,2,22,13,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,20,0,292,9,301,728,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1528C04.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1528,C05,42,85,22,1,7,67,4,22,17,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,23,4,0,324,11,335,728,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1528C05.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1529,B ,56,81,17,1,3,63,19,16,17,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,9,2,311,10,323,595,ACTA CASILLA,,,
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1529,C01,43,114,17,3,7,45,7,17,13,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,28,6,0,316,0,316,595,ACTA CASILLA,,,
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1529,C02,32,100,10,4,5,47,8,21,20,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,23,0,300,9,309,594,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1529C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1529,C03,52,83,9,1,9,54,3,20,12,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,16,5,0,290,6,296,594,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1529C03.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1530,B ,40,83,12,0,0,55,4,17,21,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,7,20,0,298,13,311,694,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1530B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1530,C01,40,100,9,3,4,56,2,22,13,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,1,0,292,9,301,694,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1530C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1530,C02,42,85,12,1,7,67,4,22,17,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,23,0,314,11,325,693,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1530C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1531,B ,38,63,3,3,9,38,3,18,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,12,0,208,4,212,467,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1531B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1531,C01,34,73,7,3,3,46,4,11,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,7,0,210,6,216,467,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1531C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1532,B ,45,77,14,4,5,47,5,19,13,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,8,0,261,11,272,599,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1532B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1532,C01,43,80,4,4,4,32,19,20,17,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,6,0,256,12,268,598,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1532C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1533,B ,69,114,7,1,8,42,12,16,18,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,2,0,307,8,315,505,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1533B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1533,C01,49,115,13,2,9,35,14,15,4,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,6,0,292,8,300,504,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1533C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1534,B ,60,86,14,7,7,39,12,21,16,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,5,0,298,5,303,669,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1534B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1534,C01,38,63,3,3,9,38,3,18,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,3,0,208,4,212,668,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1534C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1535,B ,34,73,7,3,3,46,4,11,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,5,0,210,6,216,574,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1535B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1535,C01,49,120,7,2,8,47,11,17,14,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,18,8,0,313,9,322,574,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1535C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1535,C02,46,108,9,0,3,43,10,12,9,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,5,3,277,13,293,573,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1535C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1536,B ,48,87,11,6,5,77,7,10,18,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,2,0,297,8,305,625,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1536B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1536,C01,52,92,5,4,2,78,2,18,15,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,15,3,0,310,6,316,625,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1536C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1536,E01,57,111,3,3,10,90,10,13,10,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,29,3,2,356,12,370,728,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1536E01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1536,E01C01,48,147,6,2,10,79,5,19,11,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,27,2,0,385,9,394,728,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1536E01C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1536,E01C02,74,82,7,1,1,83,6,17,7,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,3,0,322,9,331,727,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1536E01C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1536,E01C03,61,78,4,3,8,62,9,4,16,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,2,0,284,8,292,727,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1536E01C03.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1537,B ,56,98,4,0,6,77,0,11,13,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,29,3,0,316,7,323,621,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1537B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1537,C01,46,113,8,3,6,66,12,18,16,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20,0,0,325,10,335,620,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1537C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1537,C02,54,98,7,3,8,90,13,9,15,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,24,0,336,4,340,620,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1537C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1538,B ,65,90,17,1,3,99,25,4,27,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,5,0,366,4,370,637,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1538B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1538,C01,57,98,13,3,6,98,22,31,22,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,4,0,407,11,418,637,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1538C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1538,C02,71,106,7,4,7,71,30,34,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,30,6,0,404,7,411,636,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1538C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1538,C03,76,96,9,0,5,81,16,40,24,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,14,7,1,398,7,406,636,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1538C03.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1539,B ,44,115,6,2,12,107,8,15,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,25,0,1,375,8,384,665,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1539B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1539,C01,51,151,5,2,9,88,20,22,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3,3,0,404,9,413,665,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1539C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1539,C02,40,107,6,4,6,110,10,15,14,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,19,5,1,372,8,381,664,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1539C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1539,C03,41,104,7,9,2,86,9,19,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,9,0,333,7,340,664,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1539C03.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1539,C04,51,112,10,3,5,85,8,18,10,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,8,4,0,330,6,336,664,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1539C04.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1539,C05,47,72,8,2,7,39,5,15,11,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,8,3,0,242,10,252,664,ACTA CASILLA,,,
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1540,B ,44,101,6,5,5,83,7,23,13,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,17,13,0,331,8,339,606,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1540B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1541,B ,49,98,9,2,10,83,12,17,10,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4,3,0,322,2,324,554,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1541B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1542,B ,43,83,6,7,3,44,3,18,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,6,13,0,266,0,266,478,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1542B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1542,C01,52,70,6,6,6,43,10,16,17,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,7,3,1,258,7,266,478,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1542C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1543,B ,51,85,11,5,9,39,12,18,14,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,9,0,275,13,288,564,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1543B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1543,C01,52,84,14,3,5,43,10,14,5,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5,10,0,278,0,278,563,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1543C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1543,C02,57,77,9,2,5,31,6,17,9,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,9,0,245,9,254,563,ACTA CASILLA,,,
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1544,B ,16,75,4,4,5,21,12,3,145,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,0,291,18,309,625,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1544B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1544,C01,63,108,8,3,11,88,6,12,11,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,7,0,344,10,354,625,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1544C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1544,C02,39,94,1,3,3,94,4,8,98,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,0,356,10,366,624,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1544C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1544,C03,66,70,1,5,2,34,7,2,83,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,275,12,287,624,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1544C03.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1544,C04,54,57,0,0,0,20,0,1,103,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,0,240,54,294,624,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1544C04.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1545,B ,13,65,3,5,6,111,5,5,149,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,0,370,17,387,584,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1545B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1545,C01,16,62,1,2,2,17,3,8,187,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,0,306,12,318,584,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1545C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1545,C02,9,71,1,2,5,96,23,12,28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,0,258,7,265,584,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1545C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1545,C03,16,75,4,4,5,21,12,3,145,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,291,18,309,584,ACTA CASILLA,,,
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1546,B ,15,58,10,1,1,23,4,1,142,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,260,0,260,721,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1546B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1547,B ,19,62,9,2,4,33,5,6,154,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,0,302,26,328,238,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1547B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1548,B ,15,64,1,0,0,37,6,6,179,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,0,320,13,333,667,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1548B00.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1548,C01,21,53,7,3,6,29,6,4,149,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,287,12,299,667,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1548C01.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1548,C02,18,81,10,2,7,81,10,14,31,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,0,266,7,273,667,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1548C02.jpg
5,13,HIDALGO,11,TULANCINGO DE BRAVO,76,TULANCINGO DE BRAVO,1548,C03,20,83,2,5,6,103,11,12,29,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,0,280,19,299,666,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA1548C03.jpg
