distrito,municipio,Seccion,Tipo,PAN,PRI,PRD,PFCRN,PT,PVEM,PPS,PDM,NPP,Nulos,No Registrados,Total
14,HUEHUETLAN,477,BASICA,179,108,49,0,0,3,0,0,0,12,0,351
14,HUEHUETLAN,477,CONTIGUA 1,207,90,41,2,1,1,1,0,1,15,0,359
,,,,,,,,,,,,,,,
10,LAGUNILLAS,478,BASICA,44,47,23,0,0,0,0,0,0,0,0,114
10,LAGUNILLAS,479,BASICA,24,56,46,0,0,0,0,0,0,3,0,129
10,LAGUNILLAS,480,BASICA,8,35,32,0,0,0,0,0,0,3,0,78
10,LAGUNILLAS,481,BASICA,20,178,107,0,0,0,0,0,0,6,0,311
10,LAGUNILLAS,482,BASICA,111,187,117,0,0,0,0,0,0,22,0,437
10,LAGUNILLAS,483,BASICA,39,89,44,0,0,0,0,0,0,0,0,172
10,LAGUNILLAS,484,BASICA,20,54,15,0,0,0,0,0,0,3,0,92
10,LAGUNILLAS,485,BASICA,25,266,167,0,0,0,0,0,0,16,0,474
10,LAGUNILLAS,486,BASICA,11,105,130,0,0,0,0,0,0,7,0,253
10,LAGUNILLAS,487,BASICA,16,99,16,0,0,0,0,0,0,14,0,145
10,LAGUNILLAS,488,BASICA,26,94,52,0,0,0,0,0,0,12,0,184
10,LAGUNILLAS,489,BASICA,6,77,25,0,0,0,0,0,0,7,0,115
,,,,,,,,,,,,,,,
1,MATEHUALA,490,BASICA,90,109,0,0,0,0,0,0,0,0,0,199
1,MATEHUALA,490,CONTIGUA 1,87,103,0,0,0,0,0,0,0,2,0,192
1,MATEHUALA,491,BASICA,145,169,0,0,0,0,0,0,0,4,0,318
1,MATEHUALA,492,BASICA,14,20,0,0,0,0,0,0,0,0,0,34
1,MATEHUALA,493,BASICA,86,113,0,0,0,0,0,0,0,2,0,201
1,MATEHUALA,494,BASICA,105,144,0,0,0,0,0,0,0,3,0,252
1,MATEHUALA,495,BASICA,90,148,0,0,0,0,0,0,0,2,0,240
1,MATEHUALA,496,BASICA,125,179,0,0,0,0,0,0,0,3,0,307
1,MATEHUALA,497,BASICA,101,96,0,0,0,0,0,0,0,3,0,200
1,MATEHUALA,498,BASICA,61,86,0,0,0,0,0,0,0,1,0,148
1,MATEHUALA,498,CONTIGUA 1,79,70,0,0,0,0,0,0,0,2,0,151
1,MATEHUALA,499,BASICA,134,93,0,0,0,0,0,0,0,0,0,227
1,MATEHUALA,500,BASICA,44,51,0,0,0,0,0,0,0,1,0,96
1,MATEHUALA,501,BASICA,122,92,0,0,0,0,0,0,0,2,0,216
1,MATEHUALA,501,CONTIGUA 1,99,79,0,0,0,0,0,0,0,3,0,181
1,MATEHUALA,501,CONTIGUA 2,85,84,0,0,0,0,0,0,0,4,0,173
1,MATEHUALA,502,BASICA,111,76,0,0,0,0,0,0,0,2,0,189
1,MATEHUALA,502,CONTIGUA 1,98,64,0,0,0,0,0,0,0,1,0,163
1,MATEHUALA,503,BASICA,105,108,0,0,0,0,0,0,0,7,0,220
1,MATEHUALA,504,BASICA,154,100,0,0,0,0,0,0,0,2,0,256
1,MATEHUALA,504,CONTIGUA 1,159,128,0,0,0,0,0,0,0,1,0,288
1,MATEHUALA,505,BASICA,119,117,0,0,0,0,0,0,0,3,0,239
1,MATEHUALA,505,CONTIGUA 1,113,150,0,0,0,0,0,0,0,2,0,265
1,MATEHUALA,506,BASICA,114,100,0,0,0,0,0,0,0,5,0,219
1,MATEHUALA,506,CONTIGUA 1,98,95,0,0,0,0,0,0,0,4,0,197
1,MATEHUALA,507,BASICA,99,143,0,0,0,0,0,0,0,3,0,245
1,MATEHUALA,507,CONTIGUA 1,125,139,0,0,0,0,0,0,0,3,0,267
1,MATEHUALA,508,BASICA,128,78,0,0,0,0,0,0,0,6,0,212
1,MATEHUALA,508,CONTIGUA 1,137,76,0,0,0,0,0,0,0,0,0,213
1,MATEHUALA,509,BASICA,115,85,0,0,0,0,0,0,0,2,0,202
1,MATEHUALA,509,CONTIGUA 1,120,99,0,0,0,0,0,0,0,2,0,221
1,MATEHUALA,510,BASICA,104,95,0,0,0,0,0,0,0,5,0,204
1,MATEHUALA,511,BASICA,128,158,0,0,0,0,0,0,0,2,0,288
1,MATEHUALA,511,CONTIGUA 1,112,171,0,0,0,0,0,0,0,5,0,288
1,MATEHUALA,512,BASICA,112,92,0,0,0,0,0,0,0,2,0,206
1,MATEHUALA,512,CONTIGUA 1,138,93,0,0,0,0,0,0,0,3,0,234
1,MATEHUALA,513,BASICA,166,94,0,0,0,0,0,0,0,1,0,261
1,MATEHUALA,513,CONTIGUA 1,157,74,0,0,0,0,0,0,0,3,0,234
1,MATEHUALA,514,BASICA,150,137,0,0,0,0,0,0,0,0,0,287
1,MATEHUALA,515,BASICA,122,92,0,0,0,0,0,0,0,0,0,214
1,MATEHUALA,516,BASICA,93,101,0,0,0,0,0,0,0,3,0,197
1,MATEHUALA,516,CONTIGUA 1,95,83,0,0,0,0,0,0,0,0,0,178
1,MATEHUALA,517,BASICA,111,117,0,0,0,0,0,0,0,3,0,231
1,MATEHUALA,517,CONTIGUA 1,136,111,0,0,0,0,0,0,0,1,0,248
1,MATEHUALA,518,BASICA,130,86,0,0,0,0,0,0,0,2,0,218
1,MATEHUALA,518,CONTIGUA 1,166,83,0,0,0,0,0,0,0,5,0,254
1,MATEHUALA,519,BASICA,108,82,0,0,0,0,0,0,0,4,0,194
1,MATEHUALA,519,CONTIGUA 1,100,91,0,0,0,0,0,0,0,0,0,191
1,MATEHUALA,520,BASICA,128,106,0,0,0,0,0,0,0,0,0,234
1,MATEHUALA,520,CONTIGUA 1,124,102,0,0,0,0,0,0,0,0,0,226
1,MATEHUALA,521,BASICA,116,100,0,0,0,0,0,0,0,2,0,218
1,MATEHUALA,522,BASICA,72,106,0,0,0,0,0,0,0,6,0,184
1,MATEHUALA,522,CONTIGUA 1,90,117,0,0,0,0,0,0,0,3,0,210
1,MATEHUALA,523,BASICA,111,73,0,0,0,0,0,0,0,3,0,187
1,MATEHUALA,523,CONTIGUA 1,87,76,0,0,0,0,0,0,0,3,0,166
1,MATEHUALA,524,BASICA,118,79,0,0,0,0,0,0,0,3,0,200
1,MATEHUALA,524,CONTIGUA 1,113,82,0,0,0,0,0,0,0,2,0,197
1,MATEHUALA,525,BASICA,132,110,0,0,0,0,0,0,0,5,0,247
1,MATEHUALA,525,CONTIGUA 1,151,129,0,0,0,0,0,0,0,5,0,285
1,MATEHUALA,526,BASICA,90,67,0,0,0,0,0,0,0,6,0,163
1,MATEHUALA,526,CONTIGUA 1,105,56,0,0,0,0,0,0,0,4,0,165
1,MATEHUALA,527,BASICA,59,92,0,0,0,0,0,0,0,1,0,152
1,MATEHUALA,527,CONTIGUA 1,75,76,0,0,0,0,0,0,0,8,0,159
1,MATEHUALA,528,BASICA,48,105,0,0,0,0,0,0,0,3,0,156
1,MATEHUALA,529,BASICA,83,84,0,0,0,0,0,0,0,1,0,168
1,MATEHUALA,530,BASICA,38,76,0,0,0,0,0,0,0,1,0,115
1,MATEHUALA,531,BASICA,97,94,0,0,0,0,0,0,0,3,0,194
1,MATEHUALA,531,CONTIGUA 1,123,70,0,0,0,0,0,0,0,4,0,197
1,MATEHUALA,532,BASICA,38,173,0,0,0,0,0,0,0,5,0,216
1,MATEHUALA,533,BASICA,76,54,0,0,0,0,0,0,0,0,0,130
1,MATEHUALA,534,BASICA,45,49,0,0,0,0,0,0,0,0,0,94
1,MATEHUALA,535,BASICA,19,59,0,0,0,0,0,0,0,1,0,79
1,MATEHUALA,536,BASICA,57,101,0,0,0,0,0,0,0,2,0,160
1,MATEHUALA,537,BASICA,8,54,0,0,0,0,0,0,0,1,0,63
1,MATEHUALA,538,BASICA,10,42,0,0,0,0,0,0,0,2,0,54
1,MATEHUALA,539,BASICA,60,38,0,0,0,0,0,0,0,0,0,98
1,MATEHUALA,540,BASICA,58,85,0,0,0,0,0,0,0,0,0,143
1,MATEHUALA,541,BASICA,37,80,0,0,0,0,0,0,0,9,0,126
1,MATEHUALA,542,BASICA,11,67,0,0,0,0,0,0,0,1,0,79
1,MATEHUALA,543,BASICA,8,73,0,0,0,0,0,0,0,0,0,81
1,MATEHUALA,544,BASICA,41,93,0,0,0,0,0,0,0,17,0,151
1,MATEHUALA,545,BASICA,61,157,0,0,0,0,0,0,0,9,0,227
1,MATEHUALA,546,BASICA,32,70,0,0,0,0,0,0,0,1,0,103
1,MATEHUALA,547,BASICA,53,78,0,0,0,0,0,0,0,3,0,134
1,MATEHUALA,548,BASICA,27,77,0,0,0,0,0,0,0,6,0,110
1,MATEHUALA,549,BASICA,57,81,0,0,0,0,0,0,0,3,0,141
1,MATEHUALA,550,BASICA,50,34,0,0,0,0,0,0,0,3,0,87
1,MATEHUALA,551,BASICA,42,42,0,0,0,0,0,0,0,0,0,84
1,MATEHUALA,552,BASICA,73,167,0,0,0,0,0,0,0,3,0,243
1,MATEHUALA,553,BASICA,114,183,0,0,0,0,0,0,0,4,0,301
1,MATEHUALA,554,BASICA,83,55,0,0,0,0,0,0,0,4,0,142
,,,,,,,,,,,,,,,
3,MEXQUITIC DE CARMONA,555,BASICA,146,107,4,0,0,0,0,0,0,6,0,263
3,MEXQUITIC DE CARMONA,555,CONTIGUA 1,141,83,16,0,0,0,0,0,0,5,0,245
3,MEXQUITIC DE CARMONA,556,BASICA,100,116,14,0,0,0,0,0,0,19,0,249
3,MEXQUITIC DE CARMONA,556,CONTIGUA 1,102,130,8,2,1,0,0,7,0,29,0,279
3,MEXQUITIC DE CARMONA,557,BASICA,20,138,18,2,3,0,0,4,0,25,0,210
3,MEXQUITIC DE CARMONA,558,BASICA,66,151,36,1,3,0,0,1,0,19,0,277
3,MEXQUITIC DE CARMONA,559,BASICA,110,117,12,0,0,0,0,0,0,10,0,249
3,MEXQUITIC DE CARMONA,559,CONTIGUA 1,112,123,13,0,4,0,0,0,0,6,0,258
3,MEXQUITIC DE CARMONA,560,BASICA,65,140,117,2,0,0,0,0,0,10,0,334
3,MEXQUITIC DE CARMONA,561,BASICA,75,118,12,0,1,0,0,1,0,7,0,214
3,MEXQUITIC DE CARMONA,561,CONTIGUA 1,79,144,15,0,1,0,0,0,0,2,1,242
3,MEXQUITIC DE CARMONA,562,BASICA,93,188,18,0,0,0,0,0,0,11,0,310
3,MEXQUITIC DE CARMONA,563,BASICA,29,36,4,0,0,0,0,0,0,3,0,72
3,MEXQUITIC DE CARMONA,564,BASICA,38,73,6,1,0,0,0,0,0,6,0,124
3,MEXQUITIC DE CARMONA,565,BASICA,6,146,40,0,0,0,0,0,0,0,0,192
3,MEXQUITIC DE CARMONA,565,CONTIGUA 1,13,128,28,0,0,0,0,0,0,13,0,182
3,MEXQUITIC DE CARMONA,566,BASICA,36,205,51,0,0,0,0,0,0,17,0,309
3,MEXQUITIC DE CARMONA,567,BASICA,24,128,6,0,0,0,0,0,0,5,0,163
3,MEXQUITIC DE CARMONA,568,BASICA,56,253,4,2,1,0,0,0,0,14,0,330
3,MEXQUITIC DE CARMONA,569,BASICA,11,104,4,0,0,0,0,0,0,3,0,122
3,MEXQUITIC DE CARMONA,570,BASICA,15,205,29,0,2,0,0,0,0,14,0,265
3,MEXQUITIC DE CARMONA,571,BASICA,66,199,4,0,1,0,0,0,0,9,0,279
3,MEXQUITIC DE CARMONA,572,BASICA,15,148,70,0,0,0,0,0,0,13,0,246
3,MEXQUITIC DE CARMONA,572,CONTIGUA 1,35,129,63,0,0,0,0,0,0,0,0,227
3,MEXQUITIC DE CARMONA,573,BASICA,71,75,84,1,0,0,0,0,0,12,0,243
3,MEXQUITIC DE CARMONA,573,CONTIGUA 1,48,90,73,0,0,0,3,0,0,11,0,225
3,MEXQUITIC DE CARMONA,574,BASICA,55,87,11,0,0,0,0,0,0,0,3,156
3,MEXQUITIC DE CARMONA,575,BASICA,31,63,22,0,0,0,0,0,0,9,0,125
3,MEXQUITIC DE CARMONA,576,BASICA,32,95,12,0,0,0,0,0,0,7,0,146
3,MEXQUITIC DE CARMONA,577,BASICA,30,223,6,0,0,0,0,0,0,0,0,259
3,MEXQUITIC DE CARMONA,578,BASICA,34,260,9,0,0,0,0,0,0,19,0,322
3,MEXQUITIC DE CARMONA,579,BASICA,81,164,68,0,0,0,0,0,0,12,0,325
3,MEXQUITIC DE CARMONA,580,BASICA,56,102,42,0,0,0,0,0,0,1,0,201
3,MEXQUITIC DE CARMONA,580,CONTIGUA 1,59,103,57,0,3,0,0,0,0,0,0,222
3,MEXQUITIC DE CARMONA,581,BASICA,141,108,34,0,0,0,0,0,0,8,0,291
3,MEXQUITIC DE CARMONA,582,BASICA,198,116,9,0,0,0,0,0,0,13,0,336
3,MEXQUITIC DE CARMONA,583,BASICA,14,219,65,1,0,0,0,0,0,23,2,324
3,MEXQUITIC DE CARMONA,584,BASICA,12,229,82,1,0,0,0,0,0,12,0,336
3,MEXQUITIC DE CARMONA,585,BASICA,123,95,8,0,1,0,1,1,0,11,0,240
3,MEXQUITIC DE CARMONA,586,BASICA,140,91,10,5,0,0,0,0,0,5,0,251
3,MEXQUITIC DE CARMONA,586,CONTIGUA 1,122,99,9,3,0,0,0,0,0,7,0,240
3,MEXQUITIC DE CARMONA,587,BASICA,136,81,61,1,2,0,0,0,0,5,0,286
3,MEXQUITIC DE CARMONA,588,BASICA,138,64,18,1,2,0,1,1,0,8,0,233
3,MEXQUITIC DE CARMONA,588,CONTIGUA 1,149,38,15,1,2,0,0,1,0,10,0,216
3,MEXQUITIC DE CARMONA,589,BASICA,171,87,15,3,0,0,0,0,0,7,0,283
3,MEXQUITIC DE CARMONA,589,CONTIGUA 1,143,55,55,4,0,0,0,0,0,10,0,267
3,MEXQUITIC DE CARMONA,590,BASICA,235,128,18,1,0,0,0,0,0,11,0,393
,,,,,,,,,,,,,,,
4,MOCTEZUMA,591,BASICA,173,146,5,0,0,0,0,0,0,13,2,339
4,MOCTEZUMA,592,BASICA,123,116,6,1,0,0,0,0,0,5,0,251
4,MOCTEZUMA,592,CONTIGUA 1,124,117,4,3,0,0,0,0,0,0,0,248
4,MOCTEZUMA,593,BASICA,134,173,2,0,0,0,0,0,0,8,0,317
4,MOCTEZUMA,593,CONTIGUA 1,131,191,1,2,0,0,0,0,0,7,1,333
4,MOCTEZUMA,594,BASICA,33,38,0,0,0,0,0,0,0,1,0,72
4,MOCTEZUMA,595,BASICA,16,28,0,0,0,0,0,0,0,0,0,44
4,MOCTEZUMA,596,BASICA,53,64,0,0,0,0,0,0,0,0,0,117
4,MOCTEZUMA,597,BASICA,57,126,5,0,0,0,0,0,0,5,0,193
4,MOCTEZUMA,598,BASICA,174,83,1,0,0,0,0,0,0,6,0,264
4,MOCTEZUMA,599,BASICA,96,51,1,0,0,0,0,0,0,0,0,148
4,MOCTEZUMA,600,BASICA,70,75,1,2,0,0,0,0,0,0,1,149
4,MOCTEZUMA,601,BASICA,162,180,2,8,0,0,0,0,0,0,2,354
4,MOCTEZUMA,602,BASICA,90,49,0,0,0,0,0,0,0,0,0,139
4,MOCTEZUMA,603,BASICA,115,37,10,0,0,0,0,0,0,0,0,162
4,MOCTEZUMA,604,BASICA,134,89,0,0,0,0,0,0,0,0,0,223
4,MOCTEZUMA,605,BASICA,98,112,1,1,0,0,0,0,0,10,0,222
4,MOCTEZUMA,606,BASICA,102,169,0,0,0,0,0,0,0,0,2,273
4,MOCTEZUMA,607,BASICA,106,206,1,0,0,0,0,0,0,10,0,323
4,MOCTEZUMA,608,BASICA,142,126,22,0,0,0,0,0,0,0,0,290
4,MOCTEZUMA,609,BASICA,78,171,2,2,0,0,0,0,0,3,7,263
4,MOCTEZUMA,610,BASICA,37,100,0,0,0,0,0,0,0,10,0,147
4,MOCTEZUMA,611,BASICA,80,118,3,0,0,0,0,0,0,0,0,201
4,MOCTEZUMA,612,BASICA,92,124,3,0,0,0,0,0,0,13,0,232
4,MOCTEZUMA,613,BASICA,69,125,0,0,0,0,0,0,0,0,0,194
4,MOCTEZUMA,614,BASICA,12,70,0,0,0,0,0,0,0,9,0,91
4,MOCTEZUMA,615,BASICA,31,137,0,0,0,0,0,0,0,0,0,168
,,,,,,,,,,,,,,,
11,RAYON,616,BASICA,112,151,0,0,0,0,0,0,0,6,0,269
11,RAYON,616,CONTIGUA 1,133,129,0,0,0,0,0,0,0,9,0,271
11,RAYON,617,BASICA,122,114,0,0,0,0,0,0,0,6,0,242
11,RAYON,617,CONTIGUA 1,120,109,0,0,0,0,0,0,0,4,0,233
11,RAYON,618,BASICA,142,88,0,0,0,0,0,0,0,5,0,235
11,RAYON,618,CONTIGUA 1,141,71,0,0,0,0,0,0,0,3,0,215
11,RAYON,619,BASICA,118,116,0,0,0,0,0,0,0,7,0,241
11,RAYON,620,BASICA,105,151,0,0,0,0,0,0,0,5,0,261
11,RAYON,621,BASICA,180,60,0,0,0,0,0,0,0,1,0,241
11,RAYON,622,BASICA,129,94,0,0,0,0,0,0,0,8,0,231
11,RAYON,623,BASICA,99,97,0,0,0,0,0,0,0,6,0,202
11,RAYON,623,CONTIGUA 1,92,82,0,0,0,0,0,0,0,9,0,183
11,RAYON,624,BASICA,103,36,0,0,0,0,0,0,0,3,0,142
11,RAYON,625,BASICA,54,36,0,0,0,0,0,0,0,0,0,90
11,RAYON,626,BASICA,52,75,0,0,0,0,0,0,0,0,0,127
11,RAYON,626,CONTIGUA 1,77,53,0,0,0,0,0,0,0,1,0,131
11,RAYON,627,BASICA,141,121,0,0,0,0,0,0,0,6,0,268
11,RAYON,628,BASICA,51,181,0,0,0,0,0,0,0,4,0,236
11,RAYON,629,BASICA,15,52,0,0,0,0,0,0,0,1,0,68
11,RAYON,630,BASICA,37,32,0,0,0,0,0,0,0,1,0,70
11,RAYON,631,BASICA,45,25,0,0,0,0,0,0,0,0,0,70
11,RAYON,632,BASICA,28,31,0,0,0,0,0,0,0,0,0,59
11,RAYON,633,BASICA,226,138,0,0,0,0,0,0,0,2,0,366
,,,,,,,,,,,,,,,
10,RIOVERDE,634,BASICA,177,72,0,0,0,0,0,0,0,2,0,251
10,RIOVERDE,635,BASICA,178,65,0,0,0,0,0,0,0,7,0,250
10,RIOVERDE,636,BASICA,148,73,0,0,0,0,0,0,0,2,0,223
10,RIOVERDE,636,CONTIGUA 1,134,73,0,0,0,0,0,0,0,1,0,208
10,RIOVERDE,637,BASICA,124,76,0,0,0,0,0,0,0,1,0,201
10,RIOVERDE,637,CONTIGUA 1,134,74,0,0,0,0,0,0,0,2,0,210
10,RIOVERDE,638,BASICA,159,85,0,0,0,0,0,0,0,2,0,246
10,RIOVERDE,638,CONTIGUA 1,177,88,0,0,0,0,0,0,0,2,0,267
10,RIOVERDE,638,CONTIGUA 2,170,84,0,0,0,0,0,0,0,5,0,259
10,RIOVERDE,639,BASICA,133,66,0,0,0,0,0,0,0,2,0,201
10,RIOVERDE,639,CONTIGUA 1,123,70,0,0,0,0,0,0,0,1,0,194
10,RIOVERDE,640,BASICA,140,58,0,0,0,0,0,0,0,0,0,198
10,RIOVERDE,640,CONTIGUA 1,133,55,0,0,0,0,0,0,0,0,0,188
10,RIOVERDE,641,BASICA,240,85,0,0,0,0,0,0,0,2,0,327
10,RIOVERDE,641,CONTIGUA 1,213,89,0,0,0,0,0,0,0,3,0,305
10,RIOVERDE,642,BASICA,180,72,0,0,0,0,0,0,0,0,0,252
10,RIOVERDE,642,CONTIGUA 1,170,77,0,0,0,0,0,0,0,0,0,247
10,RIOVERDE,643,BASICA,156,97,0,0,0,0,0,0,0,0,0,253
10,RIOVERDE,643,CONTIGUA 1,152,77,0,0,0,0,0,0,0,0,0,229
10,RIOVERDE,644,BASICA,144,136,0,0,0,0,0,0,0,1,0,281
10,RIOVERDE,645,BASICA,127,61,0,0,0,0,0,0,0,1,0,189
10,RIOVERDE,645,CONTIGUA 1,129,70,0,0,0,0,0,0,0,2,0,201
10,RIOVERDE,646,BASICA,181,76,0,0,0,0,0,0,0,0,0,257
10,RIOVERDE,646,CONTIGUA 1,156,95,0,0,0,0,0,0,0,1,0,252
10,RIOVERDE,647,BASICA,150,81,0,0,0,0,0,0,0,0,0,231
10,RIOVERDE,647,CONTIGUA 1,161,74,0,0,0,0,0,0,0,0,0,235
10,RIOVERDE,648,BASICA,162,84,0,0,0,0,0,0,0,2,0,248
10,RIOVERDE,648,CONTIGUA 1,155,67,0,0,0,0,0,0,0,3,0,225
10,RIOVERDE,649,BASICA,135,69,0,0,0,0,0,0,0,1,0,205
10,RIOVERDE,649,CONTIGUA 1,163,50,0,0,0,0,0,0,0,0,0,213
10,RIOVERDE,650,BASICA,213,55,0,0,0,0,0,0,0,0,0,268
10,RIOVERDE,650,CONTIGUA 1,180,47,0,0,0,0,0,0,0,5,0,232
10,RIOVERDE,651,BASICA,173,62,0,0,0,0,0,0,0,2,0,237
10,RIOVERDE,651,CONTIGUA 1,162,65,0,0,0,0,0,0,0,0,0,227
10,RIOVERDE,652,BASICA,200,66,0,0,0,0,0,0,0,1,0,267
10,RIOVERDE,653,BASICA,128,63,0,0,0,0,0,0,0,3,0,194
10,RIOVERDE,653,CONTIGUA 1,153,69,0,0,0,0,0,0,0,0,0,222
10,RIOVERDE,654,BASICA,178,98,0,0,0,0,0,0,0,4,0,280
10,RIOVERDE,655,BASICA,214,125,0,0,0,0,0,0,0,3,0,342
10,RIOVERDE,656,BASICA,148,88,0,0,0,0,0,0,0,1,0,237
10,RIOVERDE,657,BASICA,180,115,0,0,0,0,0,0,0,4,0,299
10,RIOVERDE,657,CONTIGUA 1,181,103,0,0,0,0,0,0,0,7,0,291
10,RIOVERDE,658,BASICA,153,73,0,0,0,0,0,0,0,4,0,230
10,RIOVERDE,658,CONTIGUA 1,158,83,0,0,0,0,0,0,0,3,0,244
10,RIOVERDE,659,BASICA,175,93,0,0,0,0,0,0,0,1,0,269
10,RIOVERDE,659,CONTIGUA 1,188,69,0,0,0,0,0,0,0,0,0,257
10,RIOVERDE,660,BASICA,141,71,0,0,0,0,0,0,0,1,0,213
10,RIOVERDE,660,CONTIGUA 1,160,46,0,0,0,0,0,0,0,2,0,208
10,RIOVERDE,661,BASICA,102,102,0,0,0,0,0,0,0,3,0,207
10,RIOVERDE,661,CONTIGUA 1,100,120,0,0,0,0,0,0,0,1,0,221
10,RIOVERDE,662,BASICA,92,55,0,0,0,0,0,0,0,6,0,153
10,RIOVERDE,662,CONTIGUA 1,96,64,0,0,0,0,0,0,0,4,0,164
10,RIOVERDE,663,BASICA,108,160,0,0,0,0,0,0,0,1,0,269
10,RIOVERDE,664,BASICA,63,69,0,0,0,0,0,0,0,0,0,132
10,RIOVERDE,665,BASICA,127,158,0,0,0,0,0,0,0,5,0,290
10,RIOVERDE,666,BASICA,83,208,0,0,0,0,0,0,0,13,0,304
10,RIOVERDE,667,BASICA,22,73,0,0,0,0,0,0,0,3,0,98
10,RIOVERDE,668,BASICA,166,100,0,0,0,0,0,0,0,1,0,267
10,RIOVERDE,669,BASICA,5,58,0,0,0,0,0,0,0,0,0,63
10,RIOVERDE,670,BASICA,58,116,0,0,0,0,0,0,0,3,0,177
10,RIOVERDE,670,CONTIGUA 1,57,129,0,0,0,0,0,0,0,2,0,188
10,RIOVERDE,671,BASICA,57,111,0,0,0,0,0,0,0,1,0,169
10,RIOVERDE,672,BASICA,25,135,0,0,0,0,0,0,0,2,0,162
10,RIOVERDE,673,BASICA,66,101,0,0,0,0,0,0,0,0,0,167
10,RIOVERDE,674,BASICA,20,73,0,0,0,0,0,0,0,4,0,97
10,RIOVERDE,675,BASICA,26,102,0,0,0,0,0,0,0,4,0,132
10,RIOVERDE,676,BASICA,35,154,0,0,0,0,0,0,0,3,0,192
10,RIOVERDE,677,BASICA,129,30,0,0,0,0,0,0,0,2,0,161
10,RIOVERDE,678,BASICA,101,156,0,0,0,0,0,0,0,1,0,258
10,RIOVERDE,679,BASICA,51,95,0,0,0,0,0,0,0,2,0,148
10,RIOVERDE,680,BASICA,42,36,0,0,0,0,0,0,0,0,0,78
10,RIOVERDE,681,BASICA,101,80,0,0,0,0,0,0,0,15,0,196
10,RIOVERDE,682,BASICA,17,57,0,0,0,0,0,0,0,0,0,74
10,RIOVERDE,683,BASICA,133,194,0,0,0,0,0,0,0,6,0,333
10,RIOVERDE,684,BASICA,15,130,0,0,0,0,0,0,0,4,0,149
10,RIOVERDE,685,BASICA,44,75,0,0,0,0,0,0,0,2,0,121
10,RIOVERDE,686,BASICA,48,138,0,0,0,0,0,0,0,3,0,189
10,RIOVERDE,687,BASICA,23,57,0,0,0,0,0,0,0,3,0,83
10,RIOVERDE,688,BASICA,98,101,0,0,0,0,0,0,0,2,0,201
10,RIOVERDE,689,BASICA,90,138,0,0,0,0,0,0,0,4,0,232
10,RIOVERDE,689,CONTIGUA 1,91,115,0,0,0,0,0,0,0,5,0,211
10,RIOVERDE,690,BASICA,117,78,0,0,0,0,0,0,0,1,0,196
10,RIOVERDE,691,BASICA,24,92,0,0,0,0,0,0,0,1,0,117
10,RIOVERDE,692,BASICA,56,124,0,0,0,0,0,0,0,3,0,183
10,RIOVERDE,693,BASICA,32,94,0,0,0,0,0,0,0,2,0,128
10,RIOVERDE,694,BASICA,36,31,0,0,0,0,0,0,0,1,0,68
10,RIOVERDE,695,BASICA,85,79,0,0,0,0,0,0,0,5,0,169
10,RIOVERDE,695,CONTIGUA 1,92,63,0,0,0,0,0,0,0,1,0,156
10,RIOVERDE,696,BASICA,94,166,0,0,0,0,0,0,0,5,0,265
10,RIOVERDE,696,CONTIGUA 1,102,147,0,0,0,0,0,0,0,7,0,256
10,RIOVERDE,697,BASICA,77,148,0,0,0,0,0,0,0,11,0,236
10,RIOVERDE,697,CONTIGUA 1,77,123,0,0,0,0,0,0,0,10,0,210
10,RIOVERDE,698,BASICA,67,170,0,0,0,0,0,0,0,2,0,239
10,RIOVERDE,699,BASICA,61,83,0,0,0,0,0,0,0,7,0,151
10,RIOVERDE,700,BASICA,87,94,0,0,0,0,0,0,0,2,0,183
10,RIOVERDE,701,BASICA,88,59,0,0,0,0,0,0,0,2,0,149
10,RIOVERDE,702,BASICA,33,67,0,0,0,0,0,0,0,1,0,101
10,RIOVERDE,703,BASICA,14,159,0,0,0,0,0,0,0,3,0,176
10,RIOVERDE,704,BASICA,30,87,0,0,0,0,0,0,0,2,0,119
10,RIOVERDE,705,BASICA,49,68,0,0,0,0,0,0,0,3,0,120
10,RIOVERDE,706,BASICA,76,87,0,0,0,0,0,0,0,14,0,177
10,RIOVERDE,706,CONTIGUA 1,117,99,0,0,0,0,0,0,0,5,0,221
10,RIOVERDE,707,BASICA,73,89,0,0,0,0,0,0,0,2,0,164
10,RIOVERDE,708,BASICA,39,36,0,0,0,0,0,0,0,1,0,76
10,RIOVERDE,709,BASICA,120,224,0,0,0,0,0,0,0,8,0,352
10,RIOVERDE,710,BASICA,10,82,0,0,0,0,0,0,0,2,0,94
10,RIOVERDE,711,BASICA,78,106,0,0,0,0,0,0,0,0,0,184
10,RIOVERDE,711,CONTIGUA 1,68,111,0,0,0,0,0,0,0,9,0,188
10,RIOVERDE,712,BASICA,22,47,0,0,0,0,0,0,0,1,0,70
10,RIOVERDE,713,BASICA,42,96,0,0,0,0,0,0,0,9,0,147
10,RIOVERDE,714,BASICA,53,53,0,0,0,0,0,0,0,1,0,107
10,RIOVERDE,715,BASICA,66,86,0,0,0,0,0,0,0,0,0,152
10,RIOVERDE,716,BASICA,57,61,0,0,0,0,0,0,0,2,0,120
10,RIOVERDE,717,BASICA,24,177,0,0,0,0,0,0,0,3,0,204
10,RIOVERDE,718,BASICA,19,78,0,0,0,0,0,0,0,0,0,97
10,RIOVERDE,719,BASICA,13,26,0,0,0,0,0,0,0,0,0,39
