MUNICIPIO,Dtto,SECCION,LNOM,PAN,PRI,PRD,PT,PVEM,PUDC,PCC,PL,PCD,PAS,PSN,NULOS,CCM1,CCM2,TOTAL
Monclova,15,324,456,41,144,15,2,0,0,3,0,0,2,1,2,0,0,210
Monclova,15,325,912,100,229,9,7,0,0,8,0,0,2,1,8,0,0,364
Monclova,15,326,1705,274,374,20,14,0,0,7,0,0,7,3,10,0,0,709
Monclova,16,327,756,83,153,6,3,0,0,1,0,0,4,2,3,0,0,255
Monclova,16,328,581,58,164,2,4,0,0,1,0,0,2,0,7,0,0,238
Monclova,16,329,397,53,104,3,1,0,0,0,0,0,3,0,1,0,0,165
Monclova,16,330,626,78,156,2,2,0,0,0,0,0,1,0,7,0,0,246
Monclova,16,331,1020,86,260,5,2,0,0,0,0,0,6,1,5,0,0,365
Monclova,15,332,1353,300,327,27,4,0,0,5,0,0,4,2,12,0,0,681
Monclova,15,333,1562,218,297,23,7,0,0,5,0,0,14,1,8,0,0,573
Monclova,15,334,1544,293,290,36,2,0,0,6,0,0,15,3,12,0,0,657
Monclova,15,335,1430,198,271,16,6,0,0,6,0,0,7,1,8,0,0,513
Monclova,16,336,882,106,168,8,4,0,0,1,0,0,10,3,8,0,0,308
Monclova,16,337,1685,122,281,11,11,0,0,1,0,0,7,7,15,0,0,455
Monclova,16,338,808,79,151,5,5,0,0,1,0,0,6,1,10,0,0,258
Monclova,16,339,1291,126,229,18,6,0,0,2,0,0,6,4,7,0,0,398
Monclova,16,340,1128,193,197,12,7,0,0,3,0,0,8,1,3,0,0,424
Monclova,15,341,1292,204,223,60,7,0,0,0,0,0,15,2,7,0,0,518
Monclova,15,342,1368,187,236,31,6,0,0,0,0,0,10,3,6,0,0,479
Monclova,15,343,1165,200,160,39,10,0,0,16,0,0,7,7,14,0,0,453
Monclova,15,344,1023,172,221,16,1,0,0,0,0,0,3,8,7,0,0,428
Monclova,16,345,1252,181,230,16,2,0,0,1,0,0,12,0,8,0,0,450
Monclova,16,346,984,92,156,3,4,0,0,1,0,0,13,1,15,0,0,285
Monclova,16,347,1521,149,281,9,4,0,0,0,0,0,4,1,8,0,0,456
Monclova,16,348,964,42,203,5,6,0,0,0,0,0,0,1,5,0,0,262
Monclova,16,349,1161,92,262,1,3,0,0,0,0,0,1,0,4,0,0,363
Monclova,16,350,1256,102,277,9,5,0,0,1,0,0,5,2,26,0,0,427
Monclova,16,351,1534,207,301,12,12,0,0,0,0,0,19,1,5,0,0,557
Monclova,16,352,990,114,243,13,3,0,0,1,0,0,4,0,7,0,0,385
Monclova,16,353,1071,147,205,11,6,0,0,6,0,0,20,1,2,0,0,398
Monclova,16,354,560,76,113,16,3,0,0,1,0,0,8,2,2,0,0,221
Monclova,15,355,1132,221,285,23,3,0,0,0,0,0,12,3,7,0,0,554
Monclova,15,356,1434,198,319,5,8,0,0,5,0,0,2,3,12,0,0,552
Monclova,15,357,1748,322,382,26,8,0,0,13,0,0,6,4,4,0,0,765
Monclova,16,358,765,111,113,5,2,0,0,3,0,0,7,0,1,0,0,242
Monclova,16,359,1026,136,248,6,12,0,0,0,0,0,6,1,23,0,0,432
Monclova,16,360,1107,117,220,6,12,0,0,0,0,0,13,5,7,0,0,380
Monclova,16,361,1405,126,293,9,4,0,0,0,0,0,4,1,15,0,0,452
Monclova,16,362,949,53,358,8,4,0,0,0,0,0,3,4,7,0,0,437
Monclova,16,363,595,61,128,6,1,0,0,0,0,0,5,4,2,0,0,207
Monclova,16,364,1279,148,231,7,10,0,0,2,0,0,8,5,5,0,0,416
Monclova,16,365,701,78,145,2,8,0,0,1,0,0,6,5,3,0,0,248
Monclova,16,366,477,61,88,8,1,0,0,9,0,0,8,1,0,0,0,176
Monclova,16,367,967,155,198,10,6,0,0,2,0,0,32,1,4,0,0,408
Monclova,16,368,974,168,268,18,3,0,0,5,0,0,11,2,2,0,0,477
Monclova,15,369,1413,248,381,23,1,0,0,2,0,0,12,10,1,0,0,678
Monclova,15,370,1481,187,371,8,4,0,0,2,0,0,10,4,9,0,0,595
Monclova,15,371,1220,146,278,6,9,0,0,1,0,0,2,0,6,0,0,448
Monclova,15,372,1177,198,251,21,8,0,0,4,0,0,15,6,2,0,0,505
Monclova,15,373,1181,201,244,21,6,0,0,3,0,0,10,0,2,0,0,487
Monclova,16,374,699,94,146,17,5,0,0,2,0,0,14,0,7,0,0,285
Monclova,16,375,655,113,127,3,4,0,0,2,0,0,11,11,10,0,0,281
Monclova,16,376,1050,92,279,12,5,0,0,1,0,0,1,12,9,0,0,411
Monclova,16,377,1345,74,289,10,5,0,0,1,0,0,6,3,13,0,0,401
Monclova,16,378,1020,68,226,3,5,0,0,2,0,0,5,0,10,0,0,319
Monclova,16,379,1188,149,247,15,6,0,0,4,0,0,6,6,3,0,0,436
Monclova,16,380,740,133,110,4,1,0,0,1,0,0,8,6,6,0,0,269
Monclova,16,381,1028,153,198,5,5,0,0,5,0,0,18,5,5,0,0,394
Monclova,15,382,1168,143,215,11,17,0,0,4,0,0,7,2,5,0,0,404
Monclova,15,383,1172,194,251,15,15,0,0,2,0,0,17,2,7,0,0,503
Monclova,15,384,983,62,288,11,9,0,0,0,0,0,4,1,4,0,0,379
Monclova,15,385,1007,102,260,13,6,0,0,1,0,0,11,4,6,0,0,403
Monclova,15,386,1133,109,274,21,8,0,0,0,0,0,8,5,12,0,0,437
Monclova,15,387,1493,161,299,19,25,0,0,1,0,0,5,2,6,0,0,518
Monclova,15,388,816,114,188,1,6,0,0,0,0,0,3,1,6,0,0,319
Monclova,15,389,891,84,226,5,9,0,0,0,0,0,11,1,5,0,0,341
Monclova,15,390,1186,172,222,15,15,0,0,2,0,0,18,4,9,0,0,457
Monclova,16,391,861,131,169,6,10,0,0,0,0,0,18,1,9,0,0,344
Monclova,16,392,1112,153,251,19,9,0,0,3,0,0,21,1,8,0,0,465
Monclova,16,393,752,129,169,7,3,0,0,2,0,0,10,1,10,0,0,331
Monclova,16,394,490,65,105,2,1,0,0,0,0,0,13,5,3,0,0,194
Monclova,16,395,795,140,119,5,5,0,0,1,0,0,8,13,7,0,0,298
Monclova,16,396,1026,119,154,8,10,0,0,1,0,0,12,4,5,0,0,313
Monclova,16,397,533,71,100,6,9,0,0,0,0,0,7,0,8,0,0,201
Monclova,16,398,838,108,134,7,12,0,0,1,0,0,10,4,4,0,0,280
Monclova,16,399,1121,162,232,14,8,0,0,0,0,0,18,3,12,0,0,449
Monclova,16,400,756,120,115,3,8,0,0,0,0,0,53,6,4,0,0,309
Monclova,16,401,698,128,139,16,1,0,0,1,0,0,10,1,6,0,0,302
Monclova,15,402,1016,165,170,9,10,0,0,2,0,0,8,4,3,0,0,371
Monclova,15,403,969,103,184,9,12,0,0,0,0,0,6,5,2,0,0,321
Monclova,15,404,1299,138,242,5,23,0,0,0,0,0,20,4,1,0,0,433
Monclova,15,405,1245,147,259,5,20,0,0,0,0,0,5,1,15,0,0,452
Monclova,15,406,1166,109,192,5,13,0,0,1,0,0,3,10,15,0,0,348
Monclova,15,407,1100,116,189,12,47,0,0,1,0,0,11,2,12,0,0,390
Monclova,15,408,1108,168,208,11,24,0,0,0,0,0,14,8,9,0,0,442
Monclova,16,409,543,81,111,4,1,0,0,1,0,0,3,0,4,0,0,205
Monclova,16,410,873,118,198,9,4,0,0,1,0,0,12,4,4,0,0,350
Monclova,16,411,873,98,187,13,40,0,0,1,0,0,12,0,4,0,0,355
Monclova,16,412,1439,185,221,16,4,0,0,0,0,0,23,23,7,0,0,479
Monclova,16,413,1389,154,280,15,38,0,0,1,0,0,7,1,11,0,0,507
Monclova,16,414,562,23,174,0,5,0,0,1,0,0,15,2,0,0,0,220
Monclova,16,415,1278,115,314,12,20,0,0,1,0,0,18,5,11,0,0,496
Monclova,16,416,1390,131,291,15,20,0,0,2,0,0,10,2,13,0,0,484
Monclova,15,417,833,110,140,3,8,0,0,2,0,0,8,5,5,0,0,281
Monclova,15,418,601,60,110,3,29,0,0,1,0,0,5,0,8,0,0,216
Monclova,15,419,1391,164,226,9,14,0,0,1,0,0,11,5,4,0,0,434
Monclova,15,420,1031,183,187,7,5,0,0,0,0,0,2,7,6,0,0,397
Monclova,16,421,370,39,90,3,5,0,0,2,0,0,13,2,2,0,0,156
Monclova,16,422,1243,104,269,7,6,0,0,0,0,0,14,9,11,0,0,420
Monclova,16,423,239,17,71,6,1,0,0,0,0,0,3,9,3,0,0,110
Monclova,16,424,884,75,98,50,2,0,0,0,0,0,1,8,5,0,0,239
Monclova,16,425,1020,170,185,23,13,0,0,11,0,0,16,5,7,0,0,430
Monclova,16,426,876,73,161,12,11,0,0,0,0,0,18,10,7,0,0,292
Monclova,16,427,982,79,149,8,4,0,0,2,0,0,10,8,5,0,0,265
Monclova,16,428,1161,129,225,17,6,0,0,6,0,0,20,13,11,0,0,427
Monclova,16,429,1314,148,267,22,28,0,0,5,0,0,13,4,12,0,0,499
Monclova,16,430,887,91,126,7,15,0,0,8,0,0,8,6,2,0,0,263
Monclova,16,431,2192,191,463,18,24,0,0,2,0,0,19,4,8,0,0,729
Monclova,16,432,981,78,172,7,15,0,0,1,0,0,7,2,3,0,0,285
Monclova,16,433,969,99,156,8,7,0,0,1,0,0,11,2,4,0,0,288
Monclova,16,434,1363,228,274,9,16,0,0,10,0,0,42,1,13,0,0,593
Monclova,16,435,620,44,120,2,0,0,0,3,0,0,3,3,7,0,0,182
Monclova,16,436,2109,224,402,30,22,0,0,2,0,0,18,4,18,0,0,720
Monclova,16,437,1207,74,305,18,11,0,0,0,0,0,10,3,18,0,0,439
Monclova,16,438,1180,82,220,16,3,0,0,0,0,0,12,1,3,0,0,337
Monclova,16,439,993,110,188,24,3,0,0,7,0,0,10,2,5,0,0,349
Monclova,16,440,540,43,156,6,8,0,0,1,0,0,1,1,2,0,0,218
Monclova,16,441,817,103,123,8,10,0,0,68,0,0,2,0,14,0,0,328
Monclova,16,442,196,33,66,0,2,0,0,0,0,0,0,0,2,0,0,103
Monclova,16,443,57,12,28,0,0,0,0,0,0,0,0,0,0,0,0,40
Morelos,17,444,637,198,200,7,0,0,0,0,0,0,0,0,5,0,0,410
Morelos,17,445,988,276,329,9,0,0,0,0,0,0,0,0,13,0,0,627
Morelos,17,446,1059,291,372,21,0,0,0,0,0,0,0,0,8,0,0,692
Morelos,17,447,971,278,295,22,0,0,0,0,0,0,0,0,5,0,0,600
Morelos,17,448,624,219,159,10,0,0,0,0,0,0,0,0,2,0,0,390
Morelos,17,449,691,262,204,1,0,0,0,0,0,0,0,0,5,0,0,472
Múzquiz,18,450,903,22,203,20,59,0,175,0,6,0,0,0,7,17,0,509
Múzquiz,18,451,1076,34,188,15,51,0,258,0,4,0,0,0,13,10,0,573
Múzquiz,18,452,1242,41,217,10,40,0,248,0,2,0,0,0,10,41,0,609
Múzquiz,18,453,1300,28,219,22,55,0,262,0,4,0,0,0,17,20,0,627
Múzquiz,18,454,1491,48,219,42,86,0,280,0,2,0,0,0,22,27,0,726
Múzquiz,18,455,890,18,140,18,35,0,243,0,1,0,0,0,7,21,0,483
Múzquiz,18,456,595,9,143,12,23,0,118,0,1,0,0,0,6,8,0,320
Múzquiz,18,457,1288,40,227,26,46,0,266,0,1,0,0,0,16,23,0,645
Múzquiz,18,458,1691,57,303,40,142,0,310,0,6,0,0,0,17,8,0,883
Múzquiz,18,459,1140,28,187,23,34,0,275,0,2,0,0,0,10,17,0,576
Múzquiz,18,460,861,16,184,19,50,0,187,0,1,0,0,0,11,19,0,487
Múzquiz,18,461,1263,57,209,25,62,0,259,0,7,0,0,0,22,15,0,656
Múzquiz,18,462,1147,29,224,29,54,0,242,0,6,0,0,0,10,32,0,626
Múzquiz,18,463,624,14,116,12,35,0,146,0,1,0,0,0,8,12,0,344
Múzquiz,18,464,1209,40,200,44,69,0,227,0,5,0,0,0,13,17,0,615
Múzquiz,18,465,526,15,74,33,21,0,91,0,1,0,0,0,4,9,0,248
Múzquiz,18,466,649,20,98,23,29,0,184,0,2,0,0,0,7,5,0,368
Múzquiz,18,467,1174,36,213,21,43,0,277,0,3,0,0,0,13,21,0,627
Múzquiz,18,468,1138,25,227,19,53,0,223,0,6,0,0,0,12,11,0,576
Múzquiz,18,469,1121,22,266,17,43,0,279,0,2,0,0,0,7,15,0,651
Múzquiz,18,470,1264,27,223,22,26,0,211,0,6,0,0,0,12,4,0,531
Múzquiz,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Múzquiz,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Múzquiz,18,473,745,9,87,3,10,0,46,0,3,0,0,0,19,1,0,178
Múzquiz,18,474,491,5,96,26,19,0,114,0,3,0,0,0,1,6,0,270
Múzquiz,18,475,777,13,207,23,52,0,223,0,5,0,0,0,13,0,0,536
Múzquiz,18,476,1054,20,211,33,59,0,286,0,2,0,0,0,8,5,0,624
Múzquiz,18,477,836,12,173,21,56,0,191,0,3,0,0,0,15,5,0,476
Múzquiz,18,478,1266,23,253,36,54,0,333,0,8,0,0,0,14,12,0,733
Múzquiz,18,479,1203,21,249,47,64,0,252,0,9,0,0,0,15,15,0,672
Múzquiz,18,480,863,16,159,29,51,0,179,0,12,0,0,0,9,5,0,460
Múzquiz,18,481,722,3,130,21,37,0,187,0,7,0,0,0,9,12,0,406
Múzquiz,18,482,898,20,140,26,53,0,229,0,4,0,0,0,12,0,0,484
Múzquiz,18,483,839,18,195,19,28,0,174,0,5,0,0,0,14,10,0,463
Múzquiz,18,484,557,11,140,9,34,0,121,0,1,0,0,0,9,0,0,325
Múzquiz,18,485,562,14,149,12,48,0,136,0,3,0,0,0,10,0,0,372
Múzquiz,18,486,691,13,168,13,46,0,166,0,3,0,0,0,8,0,0,417
Múzquiz,18,487,348,3,120,6,43,0,40,0,0,0,0,0,1,2,0,215
Múzquiz,18,488,546,15,118,0,0,0,156,0,2,0,0,0,9,0,0,300
Múzquiz,18,489,910,11,149,19,41,0,194,0,5,0,0,0,7,17,0,443
Múzquiz,18,490,844,14,128,29,57,0,227,0,4,0,0,0,2,11,0,472
Múzquiz,18,491,172,7,35,0,5,0,61,0,5,0,0,0,4,0,0,117
Múzquiz,18,492,1141,9,270,35,20,0,217,0,41,0,0,0,11,13,0,616
Múzquiz,18,493,874,24,239,40,16,0,142,0,29,0,0,0,14,0,0,504
Múzquiz,18,494,456,7,108,25,12,0,95,0,17,0,0,0,3,0,0,267
Múzquiz,18,495,881,13,243,34,22,0,162,0,29,0,0,0,7,0,0,510
Múzquiz,18,496,542,10,106,13,14,0,122,0,23,0,0,0,6,6,0,300
Múzquiz,18,497,675,11,156,33,10,0,105,0,37,0,0,0,4,9,0,365
Múzquiz,18,498,407,6,110,10,13,0,85,0,10,0,0,0,8,3,0,245
Múzquiz,18,499,728,12,240,21,18,0,131,0,22,0,0,0,7,1,0,452
Nadadores,15,500,746,248,237,8,0,0,0,0,0,0,0,0,8,0,0,501
Nadadores,15,501,858,219,342,9,0,0,0,0,0,0,19,0,16,0,0,605
Nadadores,15,502,718,227,202,9,0,0,0,0,0,0,1,0,12,0,0,451
Nadadores,15,503,621,191,198,9,0,0,0,0,0,0,1,0,15,0,0,414
Nadadores,15,504,277,51,111,1,0,0,0,0,0,0,0,0,5,0,0,168
Nadadores,15,505,612,214,197,0,0,0,0,0,0,0,1,0,13,0,0,425
Nadadores,15,506,93,23,29,1,0,0,0,0,0,0,0,0,0,0,0,53
Nadadores,15,507,103,46,38,0,0,0,0,0,0,0,1,0,3,0,0,88
Nava,19,508,1301,426,265,20,0,0,0,1,0,0,0,0,8,1,0,721
Nava,19,509,779,243,172,14,0,0,0,1,0,0,0,0,1,0,0,431
Nava,19,510,1183,448,273,8,0,0,1,3,0,0,0,0,4,0,0,737
Nava,19,511,966,349,273,7,0,0,0,0,0,0,0,0,10,0,0,639
Nava,19,512,1132,346,337,7,0,0,0,4,0,0,0,0,8,0,0,702
Nava,19,513,770,263,218,10,0,0,0,1,0,0,0,0,4,0,0,496
Nava,19,514,819,272,218,13,0,0,1,0,0,0,0,0,3,1,0,508
Nava,19,515,1282,405,294,12,0,0,0,0,0,0,0,0,4,0,0,715
Nava,19,516,1141,415,249,8,0,0,0,3,0,0,0,0,7,0,0,682
Nava,19,517,791,263,213,6,0,0,0,0,0,0,0,0,7,0,0,489
Nava,19,518,785,261,228,3,0,0,0,4,0,0,0,0,1,2,0,499
Nava,19,519,685,148,169,10,0,0,0,0,0,0,0,0,2,1,0,330
Nava,19,520,263,47,84,1,0,0,0,0,0,0,0,0,2,0,0,134
Nava,19,521,83,10,30,1,0,0,0,0,0,0,0,0,3,0,0,44
Nava,19,522,85,12,27,0,0,0,0,0,0,0,0,0,1,0,0,40
Nava,19,523,295,88,92,2,0,0,0,0,0,0,0,0,2,0,0,184
Nava,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nava,19,525,189,55,45,1,0,0,0,0,0,0,0,0,0,0,0,101
Ocampo,12,526,1116,64,299,358,0,0,0,0,0,0,0,0,1,0,0,722
Ocampo,12,527,834,76,230,247,0,0,0,0,0,0,0,0,3,0,0,556
Ocampo,12,528,252,4,69,99,0,0,0,0,0,0,0,0,5,0,0,177
Ocampo,12,529,213,6,77,47,0,0,0,0,0,0,0,0,4,0,0,134
Ocampo,12,530,239,1,45,86,0,0,0,0,0,0,0,0,6,0,0,138
Ocampo,12,531,155,1,29,21,0,0,0,0,0,0,0,0,0,0,0,51
Ocampo,12,532,835,55,248,181,0,0,0,0,0,0,0,0,4,0,0,488
Ocampo,12,533,239,6,15,12,0,0,0,0,0,0,0,0,0,0,0,33
Ocampo,12,534,268,3,43,110,0,0,0,0,0,0,0,0,5,0,0,161
Ocampo,12,535,229,7,71,64,0,0,0,0,0,0,0,0,5,0,0,147
Ocampo,12,536,217,1,55,92,0,0,0,0,0,0,0,0,7,0,0,155
Ocampo,12,537,179,2,52,80,0,0,0,0,0,0,0,0,0,0,0,134
Ocampo,12,538,101,3,21,28,0,0,0,0,0,0,0,0,0,0,0,52
Ocampo,12,539,619,33,144,63,0,0,0,0,0,0,0,0,4,0,0,244
Ocampo,12,540,899,28,131,56,0,0,0,0,0,0,0,0,2,0,0,217
Ocampo,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parras,5,542,1152,271,254,83,31,0,0,2,0,0,6,0,9,0,0,656
Parras,5,543,1863,551,353,40,30,0,0,16,0,0,3,0,18,2,0,1013
Parras,5,544,1045,264,181,27,40,0,0,2,0,0,14,0,5,1,0,534
Parras,5,545,1209,270,183,71,69,0,0,4,0,0,5,0,12,0,0,614
Parras,5,546,905,179,156,37,32,0,0,2,0,0,2,0,5,29,0,442
Parras,5,547,1082,308,230,32,17,0,0,2,0,0,3,0,13,1,0,606
Parras,5,548,672,156,117,12,13,0,0,6,0,0,2,0,14,1,0,321
Parras,5,549,1369,246,323,24,33,0,0,0,0,0,2,0,38,2,0,668
Parras,5,550,1493,356,325,30,48,0,0,5,0,0,6,0,12,2,0,784
Parras,5,551,1115,351,173,25,12,0,0,4,0,0,7,0,11,1,0,584
Parras,5,552,700,145,121,25,9,0,0,3,0,0,5,0,6,0,0,314
Parras,5,553,826,196,140,26,33,0,0,7,0,0,3,0,10,0,0,415
Parras,5,554,989,325,205,31,10,0,0,4,0,0,2,0,8,0,0,585
Parras,5,555,714,174,176,20,13,0,0,3,0,0,2,0,6,0,0,394
Parras,5,556,830,255,152,12,24,0,0,1,0,0,0,0,2,0,0,446
Parras,5,557,1436,368,345,35,25,0,0,4,0,0,1,0,15,2,0,795
Parras,5,558,1344,327,273,35,31,0,0,3,0,0,5,0,17,1,0,692
Parras,5,559,688,158,196,14,20,0,0,1,0,0,1,0,8,0,0,398
Parras,5,560,336,103,86,3,2,0,0,2,0,0,0,0,6,0,0,202
Parras,5,561,128,24,16,0,3,0,0,6,0,0,0,0,8,0,0,57
Parras,5,562,280,74,23,3,2,0,0,0,0,0,0,0,1,0,0,103
Parras,5,563,290,58,53,1,5,0,0,0,0,0,0,0,0,0,0,117
Parras,5,564,323,53,64,5,3,0,0,0,0,0,0,0,3,0,0,128
Parras,5,565,567,83,188,1,10,0,0,2,0,0,6,0,20,0,0,310
Parras,5,566,821,179,136,7,8,0,0,9,0,0,0,0,15,2,0,356
Parras,5,567,911,238,136,14,24,0,0,4,0,0,1,0,16,0,0,433
Parras,5,568,344,65,95,5,4,0,0,0,0,0,2,0,7,0,0,178
Parras,5,569,645,244,69,9,21,0,0,0,0,0,1,0,11,0,0,355
Parras,5,570,294,39,70,2,5,0,0,10,0,0,0,0,4,0,0,130
Parras,5,571,813,91,140,12,103,0,0,24,0,0,2,0,10,0,0,382
Parras,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parras,5,573,607,91,172,6,10,0,0,0,0,0,0,0,21,0,0,300
Parras,5,574,345,94,67,2,3,0,0,0,0,0,0,0,6,0,0,172
Parras,5,575,482,77,122,10,6,0,0,1,0,0,0,0,6,0,0,222
Parras,5,576,111,5,51,0,0,0,0,1,0,0,0,0,1,0,0,58
Piedras Negras,20,577,941,77,220,46,20,0,3,21,3,6,1,0,10,2,2,411
Piedras Negras,20,578,1122,113,293,44,23,0,1,5,5,11,2,0,13,0,0,510
Piedras Negras,20,579,843,87,218,48,4,0,6,0,1,3,0,0,5,0,0,372
Piedras Negras,20,580,1439,130,354,73,30,0,1,36,2,24,2,0,9,0,0,661
Piedras Negras,20,581,1752,177,344,59,13,0,5,1,9,19,0,0,14,61,6,708
Piedras Negras,20,582,529,54,136,26,5,0,0,0,2,6,2,0,5,6,0,242
Piedras Negras,20,583,749,93,158,23,1,0,3,5,1,8,2,0,4,0,0,298
Piedras Negras,20,584,670,66,145,39,4,0,1,1,1,8,0,0,7,0,0,272
Piedras Negras,20,585,1551,142,323,136,29,0,4,14,12,26,2,0,14,0,0,702
Piedras Negras,20,586,2961,319,633,131,24,0,3,14,3,32,1,0,30,71,7,1268
Piedras Negras,20,587,4411,415,991,212,64,0,13,19,9,102,10,0,38,21,0,1894
Piedras Negras,20,588,1634,176,405,91,31,0,3,16,9,28,5,0,10,7,1,782
Piedras Negras,20,589,571,40,146,17,7,0,2,2,2,6,1,0,3,2,1,229
Piedras Negras,20,590,509,73,103,17,9,0,0,0,1,6,1,0,3,1,1,215
Piedras Negras,20,591,948,166,155,17,6,0,5,1,5,6,0,0,11,25,6,403
Piedras Negras,20,592,643,76,165,18,6,0,1,4,0,4,1,0,4,0,1,280
Piedras Negras,20,593,957,97,249,55,6,0,3,3,0,13,0,0,2,6,0,434
Piedras Negras,20,594,1388,183,363,74,19,0,2,9,2,29,2,0,5,6,1,695
Piedras Negras,20,595,1391,188,347,82,19,0,2,5,3,40,5,0,4,82,11,788
Piedras Negras,20,596,885,96,186,32,13,0,0,6,3,16,0,0,9,28,5,394
Piedras Negras,20,597,1067,125,253,49,8,0,13,11,1,22,1,0,2,0,0,485
Piedras Negras,20,598,895,98,204,27,5,0,6,9,4,8,3,0,5,5,0,374
Piedras Negras,20,599,638,73,146,20,8,0,5,2,5,13,2,0,13,5,5,297
Piedras Negras,20,600,816,130,216,26,7,0,1,2,2,21,1,0,10,3,0,419
Piedras Negras,20,601,1371,121,347,87,15,0,0,6,13,13,9,0,30,0,0,641
Piedras Negras,20,602,1189,118,278,53,13,0,4,7,1,12,0,0,7,6,3,502
Piedras Negras,20,603,901,107,181,42,10,0,3,3,4,9,8,0,9,4,0,380
Piedras Negras,20,604,611,43,126,13,9,0,4,6,3,4,4,0,4,1,0,217
Piedras Negras,20,605,844,89,206,81,10,0,7,6,2,15,1,0,8,0,0,425
Piedras Negras,20,606,1142,175,319,36,10,0,7,4,3,13,6,0,2,1,0,576
Piedras Negras,20,607,750,78,180,28,10,0,7,3,1,10,2,0,2,3,2,326
Piedras Negras,20,608,935,82,256,45,13,0,5,2,1,14,3,0,6,9,0,436
Piedras Negras,20,609,972,104,225,48,6,0,7,7,1,12,1,0,2,1,0,414
Piedras Negras,20,610,1174,125,277,40,12,0,9,6,8,14,4,0,26,0,0,521
Piedras Negras,20,611,6071,592,1467,284,59,0,6,12,11,55,30,0,30,80,0,2626
Piedras Negras,20,612,1646,248,498,57,18,0,5,4,5,38,6,0,2,4,2,887
Piedras Negras,20,613,1717,183,476,85,12,0,4,6,5,18,8,0,15,3,0,815
Piedras Negras,20,614,1325,142,320,39,17,0,5,7,4,14,2,0,8,5,1,564
Piedras Negras,20,615,958,98,224,38,4,0,1,1,2,19,5,0,11,1,0,404
Piedras Negras,20,616,732,68,202,20,7,0,1,4,1,7,0,0,7,6,0,323
Piedras Negras,20,617,1143,117,297,43,11,0,0,4,0,26,0,0,9,4,1,512
Piedras Negras,20,618,1892,180,366,116,31,0,2,11,2,22,2,0,29,5,0,766
Piedras Negras,20,619,956,106,205,38,15,0,1,3,10,7,0,0,5,1,0,391
Piedras Negras,20,620,1404,130,328,29,20,0,2,9,4,8,3,0,12,2,0,547
Piedras Negras,20,621,1579,259,393,47,17,0,5,2,3,20,0,0,20,13,0,779
Piedras Negras,20,622,1625,139,445,91,23,0,5,7,3,21,1,0,20,7,1,763
Piedras Negras,20,623,3217,275,669,152,53,0,5,13,16,46,3,0,15,15,5,1267
Piedras Negras,20,624,1278,156,371,53,19,0,2,10,2,27,3,0,3,2,0,648
Piedras Negras,20,625,888,114,230,26,12,0,2,7,3,16,0,0,8,0,0,418
Piedras Negras,20,626,1045,113,287,47,11,0,1,3,1,30,1,0,13,1,0,508
Piedras Negras,20,627,1512,183,390,70,14,0,1,10,1,21,4,0,12,7,1,714
Piedras Negras,20,628,1265,144,298,68,27,0,2,5,2,32,8,0,4,2,0,592
Piedras Negras,20,629,685,103,137,24,10,0,0,0,1,9,1,0,7,0,0,292
Piedras Negras,20,630,1066,82,257,62,12,0,0,1,2,9,2,0,11,3,0,441
Piedras Negras,20,631,1351,111,362,77,14,0,2,11,2,20,0,0,15,0,0,614
Piedras Negras,20,632,1116,105,286,36,15,0,1,2,3,14,1,0,5,2,0,470
Piedras Negras,20,633,2312,210,482,113,46,0,4,2,3,42,2,0,16,68,1,989
Piedras Negras,20,634,746,73,192,52,0,0,1,1,2,0,0,0,3,0,0,324
Piedras Negras,20,635,1447,122,356,71,12,0,3,5,1,26,2,0,7,67,3,675
Piedras Negras,20,636,1056,101,210,47,8,0,2,10,8,11,3,0,8,1,0,409
Piedras Negras,20,637,937,109,222,33,4,0,6,1,2,9,0,0,10,7,0,403
Piedras Negras,20,638,1364,141,281,48,21,0,8,3,1,20,5,0,6,3,0,537
Piedras Negras,20,639,1567,140,368,60,17,0,6,9,3,20,2,0,26,42,1,694
Piedras Negras,20,640,2366,200,539,126,19,0,15,10,3,33,2,0,24,0,0,971
Piedras Negras,20,641,1452,153,369,44,13,0,3,5,9,16,0,0,9,2,0,623
Piedras Negras,20,642,278,35,74,20,3,0,0,1,1,3,0,0,16,0,0,153
Piedras Negras,20,643,341,24,131,46,5,0,0,2,1,2,0,0,10,21,0,242
Piedras Negras,20,644,146,19,61,25,0,0,0,0,0,0,0,0,11,0,0,116
Progreso,17,645,260,34,103,3,0,0,0,0,0,0,0,0,0,0,0,140
Progreso,17,646,264,32,72,2,0,0,0,0,0,0,0,0,2,0,0,108
Progreso,17,647,425,11,221,30,0,0,0,0,0,0,0,0,2,0,0,264
Progreso,17,648,397,140,76,37,0,0,0,0,0,0,0,0,3,0,0,256
Progreso,17,649,518,151,138,47,0,0,0,0,0,0,0,0,5,0,0,341
Progreso,17,650,427,114,96,28,0,0,0,0,0,0,0,0,4,0,0,242
Progreso,17,651,68,16,22,5,0,0,0,0,0,0,0,0,1,0,0,44
