CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,6,COLIMA,6,,4,CUAUHTEMOC,125,B,1,0,B,139,102,3,1,16,15,36,46,1,2,3,1,1,0,0,,,366,0,13,379,606,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,125,C,1,0,C01,167,98,5,4,17,23,24,52,2,4,3,2,1,0,0,,,402,0,12,414,606,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,125,E,1,0,E01,33,33,5,0,5,5,7,27,1,1,0,3,1,0,0,,,121,0,6,127,177,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,126,B,1,0,B,131,62,5,3,9,21,29,57,3,1,0,3,0,0,0,,,324,0,5,329,541,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,126,C,1,0,C01,132,57,5,1,21,28,19,63,3,3,0,2,2,0,1,,,337,0,14,351,540,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,126,C,2,0,C02,135,66,10,3,16,12,32,55,2,6,1,0,1,0,0,,,339,0,14,353,540,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,127,B,1,0,B,145,79,2,3,12,14,38,55,4,3,1,2,1,0,0,,,359,0,10,369,576,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,127,C,1,0,C01,179,93,8,3,10,17,31,44,0,0,0,0,0,0,0,,,385,0,9,394,575,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,128,B,1,0,B,142,74,5,2,10,11,7,38,3,2,1,4,0,0,0,,,299,0,4,303,426,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,128,C,1,0,C01,135,69,5,1,7,11,17,34,6,1,1,3,0,0,1,,,291,0,14,305,426,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,129,B,1,0,B,141,70,7,0,9,18,15,55,1,2,2,2,1,0,1,,,324,0,4,328,483,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,129,C,1,0,C01,121,68,8,2,16,19,17,59,1,4,1,2,0,1,0,,,319,0,12,331,482,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,130,B,1,0,B,136,80,2,3,14,25,16,66,1,1,3,1,0,0,0,,,348,0,8,356,501,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,130,C,1,0,C01,123,86,4,2,14,16,16,78,0,1,2,1,0,0,0,,,343,0,4,347,501,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,131,B,1,0,B,147,57,3,3,7,11,2,37,0,0,1,1,1,0,0,,,270,0,9,279,437,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,131,C,1,0,C01,155,50,6,2,5,12,7,31,2,2,0,0,0,0,0,,,272,0,6,278,437,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,131,E,1,0,E01,89,117,3,2,9,11,14,42,4,0,1,1,0,0,0,,,293,0,15,308,489,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,132,B,1,0,B,138,144,5,0,7,19,32,29,2,4,1,1,0,1,0,,,383,0,8,391,517,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,132,C,1,0,C01,125,110,3,1,4,18,26,39,2,0,0,3,0,0,0,,,331,0,11,342,517,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,132,C,2,0,C02,122,114,6,1,12,12,25,49,0,1,4,0,1,1,0,,,348,0,6,354,516,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,133,B,1,0,B,155,151,10,3,19,15,21,47,3,1,0,8,2,0,0,,,435,0,11,446,730,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,133,E,1,0,E01,34,34,0,0,1,3,17,8,1,0,0,0,1,0,0,,,99,0,4,103,136,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,134,B,1,0,B,135,72,5,2,10,14,42,59,1,4,0,2,3,1,0,,,350,0,6,356,566,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,134,C,1,0,C01,126,79,5,3,8,9,35,62,2,4,0,9,4,2,2,,,350,0,7,357,566,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,134,C,2,0,C02,144,70,7,0,11,11,41,64,2,4,0,3,2,0,0,,,359,0,15,374,566,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,135,B,1,0,B,111,66,5,3,6,12,30,58,5,6,1,2,0,0,2,,,307,0,14,321,508,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,135,C,1,0,C01,136,55,6,2,10,14,25,59,0,4,2,1,1,0,0,,,315,1,11,327,508,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,135,E,1,0,E01,100,106,8,3,12,15,10,91,3,1,1,2,0,0,1,,,353,0,17,370,502,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,136,B,1,0,B,119,64,3,0,9,9,24,67,5,3,1,1,0,0,3,,,308,0,12,320,492,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,137,B,1,0,B,130,76,3,2,14,8,32,50,2,2,3,1,1,0,0,,,324,0,15,339,517,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,137,C,1,0,C01,97,90,4,2,7,11,40,78,4,0,2,2,2,0,2,,,341,0,10,351,516,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,138,B,1,0,B,27,81,8,12,20,138,8,118,2,0,5,1,1,0,0,,,421,0,13,434,724,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,138,C,1,0,C01,33,89,4,8,23,119,10,104,3,1,7,6,0,0,0,,,407,0,19,426,724,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,138,C,2,0,C02,33,87,1,6,12,129,8,105,7,0,0,4,4,0,0,,,396,0,14,410,724,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,138,C,3,0,C03,28,91,2,10,22,110,6,104,4,0,2,2,0,0,2,,,383,1,11,395,724,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,138,C,4,0,C04,35,71,7,8,18,127,18,105,5,0,7,1,2,0,1,,,405,0,12,417,724,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,138,C,5,0,C05,25,85,6,3,21,128,9,90,3,0,4,3,1,0,1,,,379,0,16,395,723,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,138,E,1,0,E01,33,79,3,11,11,138,13,140,1,1,3,4,5,0,0,,,442,1,12,455,717,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,138,E,1,1,E01C01,33,79,3,11,12,138,13,140,1,1,3,4,5,0,0,,,443,2,14,459,717,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,138,E,1,2,E01C02,28,75,8,11,19,127,9,112,10,0,7,4,0,0,0,,,410,0,17,427,717,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,B,1,0,B,47,85,0,9,16,130,21,129,2,2,2,3,0,0,0,,,446,0,9,455,731,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,C,1,0,C01,52,87,2,10,21,157,15,117,3,1,2,2,1,0,0,,,470,0,4,474,731,Grupo de Recuento,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,C,2,0,C02,40,69,4,7,21,136,20,136,5,0,2,2,2,0,1,,,445,0,10,455,731,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,C,3,0,C03,44,75,2,7,14,157,16,135,6,1,3,2,2,0,0,,,464,0,11,475,730,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,C,4,0,C04,56,94,3,10,14,135,27,141,3,0,4,3,3,0,1,,,494,1,11,506,730,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,C,5,0,C05,42,81,4,11,15,151,14,137,5,1,5,1,1,0,0,,,468,1,10,479,730,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,C,6,0,C06,41,67,3,8,6,159,18,141,5,1,1,1,0,0,0,,,451,2,12,465,730,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,C,7,0,C07,31,62,1,6,21,160,17,138,5,1,3,6,3,0,0,,,454,0,8,462,730,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,E,1,0,E01,46,85,2,10,14,116,19,104,5,3,5,2,1,0,0,,,412,0,8,420,609,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,E,1,1,E01C01,38,75,2,8,17,104,10,115,5,1,1,1,1,0,0,,,378,0,7,385,609,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,E,1,2,E01C02,49,70,6,13,13,110,17,105,0,0,2,2,0,0,0,,,387,0,9,396,609,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,E,1,3,E01C03,57,73,3,7,17,125,15,110,1,0,1,2,0,0,0,,,411,2,5,418,609,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,139,E,1,4,E01C04,55,70,7,14,8,142,22,98,3,0,2,3,2,0,0,,,426,0,3,429,608,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,140,B,1,0,B,31,103,2,6,24,153,16,84,3,0,6,2,0,0,0,,,430,0,13,443,712,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,140,C,1,0,C01,33,89,3,4,10,162,10,102,2,0,5,2,3,0,1,,,426,0,15,441,712,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,140,C,2,0,C02,45,88,1,9,12,141,16,113,5,1,1,1,2,0,0,,,435,0,8,443,712,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,140,C,3,0,C03,43,103,2,7,15,138,13,103,1,0,5,2,0,0,1,,,433,0,10,443,712,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,140,C,4,0,C04,47,117,4,6,6,142,18,94,4,1,2,7,1,0,0,,,449,1,12,462,712,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,140,C,5,0,C05,26,111,3,4,12,167,22,98,0,2,3,2,4,0,1,,,455,0,9,464,711,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,141,B,1,0,B,39,75,3,3,10,138,13,99,1,2,4,3,1,0,1,,,392,1,9,402,586,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,141,C,1,0,C01,47,93,3,3,14,161,11,96,2,0,3,3,0,0,0,,,436,0,5,441,585,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,142,B,1,0,B,20,72,2,5,6,91,7,66,1,0,2,3,0,0,1,,,276,0,9,285,435,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,142,C,1,0,C01,29,75,4,10,12,73,14,63,0,0,2,1,0,0,0,,,283,0,12,295,435,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,143,B,1,0,B,39,105,7,12,13,123,11,95,6,0,3,4,0,0,0,,,418,0,9,427,638,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,143,C,1,0,C01,19,71,2,11,22,130,8,117,5,3,3,3,2,1,1,,,398,0,20,418,638,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,144,B,1,0,B,43,86,2,7,15,135,17,98,3,0,2,4,1,0,1,,,414,0,11,425,615,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,144,C,1,0,C01,39,83,3,4,13,136,17,99,8,1,4,5,1,0,1,,,414,0,12,426,615,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,144,C,2,0,C02,30,65,3,11,7,132,14,104,1,2,6,1,1,0,1,,,378,0,12,390,614,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,B,1,0,B,40,90,5,6,15,144,13,116,3,0,2,9,0,0,0,,,443,1,12,456,670,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,C,1,0,C01,30,90,6,7,17,140,27,101,4,0,3,3,2,0,0,,,430,1,7,438,670,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,C,2,0,C02,39,95,1,4,12,145,20,101,4,1,2,6,1,0,0,,,431,1,5,437,670,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,C,3,0,C03,29,93,6,7,9,151,6,87,6,1,4,5,1,1,1,,,407,0,10,417,669,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,C,4,0,C04,43,80,4,9,19,129,21,115,6,0,1,4,1,0,0,,,432,0,10,442,669,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,C,5,0,C05,47,78,2,2,14,153,22,104,1,0,0,2,1,1,0,,,427,0,14,441,669,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,C,6,0,C06,41,82,5,5,9,147,14,108,4,0,2,0,3,0,0,,,420,0,15,435,669,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,E,1,0,E01,67,87,5,7,14,144,22,112,5,1,1,6,2,0,0,,,473,0,9,482,679,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,E,1,1,E01C01,61,81,3,10,12,160,18,115,10,0,2,2,2,0,0,,,476,0,2,478,678,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,E,1,2,E01C02,63,81,5,6,12,167,20,111,7,0,2,4,0,0,0,,,478,0,7,485,678,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,E,1,3,E01C03,73,75,4,10,7,123,20,134,3,1,2,1,1,0,0,,,454,1,3,458,678,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,E,1,4,E01C04,64,70,2,14,21,155,24,111,5,1,1,5,0,0,0,,,473,1,6,480,678,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,E,1,5,E01C05,60,87,1,7,11,143,23,118,4,0,0,3,2,0,0,,,459,0,13,472,678,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,145,E,1,6,E01C06,67,73,4,9,17,147,31,118,5,0,1,5,0,0,1,,,478,0,11,489,678,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,146,B,1,0,B,62,66,4,9,7,127,13,113,4,2,3,1,1,0,1,,,413,0,8,421,677,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,146,C,1,0,C01,53,89,3,5,11,119,13,92,9,0,3,3,0,1,0,,,401,1,6,408,677,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,146,C,2,0,C02,44,87,2,4,9,118,20,105,4,0,2,2,1,0,1,,,399,0,11,410,676,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,146,C,3,0,C03,51,85,2,7,13,129,19,87,7,0,6,6,2,0,1,,,415,0,8,423,676,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,146,C,4,0,C04,45,82,2,1,19,127,22,93,4,1,4,3,1,0,1,,,405,0,5,410,676,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,146,E,1,0,E01,40,77,5,1,17,90,18,113,4,1,2,3,3,0,0,,,374,0,8,382,744,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,146,E,1,1,E01C01,41,80,8,10,8,96,14,103,3,1,2,7,1,0,2,,,376,1,12,389,744,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,146,E,1,2,E01C02,41,80,8,10,9,95,14,103,3,1,2,7,1,0,2,,,376,1,12,389,744,Acta de Casilla,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,147,B,1,0,B,42,92,3,9,11,140,6,99,6,0,1,5,4,0,1,,,419,4,21,444,700,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,147,C,1,0,C01,44,123,5,4,8,120,12,104,5,0,4,1,2,0,0,,,432,0,14,446,700,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,147,C,2,0,C02,33,113,5,10,15,149,17,87,2,0,8,0,3,0,0,,,442,0,13,455,699,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,148,B,1,0,B,20,115,2,4,5,172,10,42,4,1,3,0,1,0,0,,,379,0,11,390,534,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,148,C,1,0,C01,20,123,1,4,5,131,6,57,6,0,4,0,0,0,1,,,358,1,10,369,534,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,148,C,2,0,C02,16,139,0,2,10,155,12,36,1,0,1,1,0,0,0,,,373,0,6,379,534,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,148,S,1,0,S01,2,3,0,2,0,4,1,9,0,0,0,0,0,0,0,,,21,0,1,22,0,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,149,B,1,0,B,31,65,7,6,8,145,18,48,2,0,4,1,1,0,1,,,337,0,11,348,518,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,149,C,1,0,C01,19,81,1,2,4,120,19,78,1,2,2,0,4,0,0,,,333,0,8,341,518,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,149,C,2,0,C02,29,88,8,5,8,116,26,60,3,1,0,3,1,0,0,,,348,0,11,359,518,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,150,B,1,0,B,25,84,1,3,8,171,11,63,2,2,2,3,1,0,0,,,376,0,17,393,572,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,150,C,1,0,C01,35,76,6,3,9,148,6,56,4,1,2,3,1,0,1,,,351,1,17,369,572,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,151,B,1,0,B,11,86,0,6,7,125,5,33,3,0,11,1,0,0,0,,,288,3,11,302,466,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,151,C,1,0,C01,20,72,2,7,6,144,10,39,1,1,5,1,0,0,0,,,308,1,9,318,465,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,152,B,1,0,B,46,105,5,7,18,106,7,88,3,1,8,6,0,0,1,,,401,0,19,420,713,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,152,C,1,0,C01,35,107,5,3,11,83,14,105,3,0,2,2,1,0,1,,,372,1,13,386,712,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,152,E,1,0,E01,35,89,2,5,14,114,17,113,6,0,3,7,2,0,0,,,407,0,10,417,673,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,152,E,1,1,E01C01,48,77,2,7,9,103,16,119,2,0,3,3,0,0,1,,,390,0,5,395,673,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,152,E,1,2,E01C02,49,93,0,4,15,101,19,110,3,1,2,2,0,0,3,,,402,0,3,405,673,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,152,E,1,3,E01C03,41,90,4,6,14,107,6,123,2,1,2,2,0,0,0,,,398,0,17,415,673,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,152,E,1,4,E01C04,43,76,3,1,15,113,25,123,2,1,6,4,1,0,0,,,413,0,5,418,673,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,153,B,1,0,B,29,113,2,7,15,91,4,60,5,0,13,5,0,0,0,,,344,0,13,357,583,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,153,C,1,0,C01,25,111,4,4,7,93,10,82,1,0,8,2,0,0,1,,,348,0,11,359,583,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,154,B,1,0,B,16,72,4,4,19,92,4,54,6,2,7,1,2,0,0,,,283,0,13,296,494,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,154,C,1,0,C01,32,73,3,7,12,94,8,41,0,0,4,4,1,0,0,,,279,0,21,300,494,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,155,B,1,0,B,29,130,0,12,5,173,17,66,0,0,4,4,0,0,0,,,440,0,16,456,677,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,155,C,1,0,C01,37,123,5,14,10,128,11,80,4,2,4,3,0,0,0,,,421,0,18,439,677,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,156,B,1,0,B,22,53,3,5,10,75,16,49,0,0,5,1,1,0,0,,,240,1,10,251,415,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,156,C,1,0,C01,26,63,3,3,3,79,5,52,3,0,2,1,1,0,0,,,241,0,10,251,414,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,157,B,1,0,B,43,49,2,5,6,99,10,88,5,0,1,2,0,0,0,,,310,0,9,319,502,Acta Levantada en el Consejo,,,
5,6,COLIMA,7,,5,VILLA DE ALVAREZ,157,C,1,0,C01,32,63,4,3,5,98,8,79,1,0,1,3,0,0,0,,,297,1,11,309,501,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,158,B,1,0,B,47,80,4,6,7,169,16,70,5,2,3,4,0,0,0,,,413,1,17,431,673,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,159,B,1,0,B,43,116,3,4,8,115,44,88,2,2,3,3,2,0,1,,,434,0,20,454,671,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,159,C,1,0,C01,46,96,3,8,13,95,32,107,3,1,4,5,2,0,1,,,416,0,16,432,671,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,5,VILLA DE ALVAREZ,159,C,2,0,C02,33,93,5,7,14,86,36,107,3,1,6,1,5,0,2,,,399,0,18,417,671,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,160,B,1,0,B,48,107,6,10,15,114,10,94,2,0,5,2,6,0,0,,,419,0,15,434,695,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,160,C,1,0,C01,53,84,2,8,15,136,14,101,1,0,2,2,0,0,2,,,420,0,6,426,694,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,160,C,2,0,C02,38,95,4,4,16,126,8,107,4,0,3,8,3,0,0,,,416,1,11,428,694,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,160,C,3,0,C03,50,87,1,4,17,121,12,103,3,1,3,4,0,0,0,,,406,0,13,419,694,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,161,B,1,0,B,44,95,6,6,10,124,25,86,1,0,1,3,0,0,1,,,402,0,7,409,659,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,161,C,1,0,C01,47,103,5,5,9,132,20,87,3,1,1,2,2,0,0,,,417,0,14,431,659,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,161,C,2,0,C02,38,90,5,3,2,152,19,115,4,1,2,3,3,0,0,,,437,0,9,446,659,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,161,C,3,0,C03,53,89,2,4,11,125,12,98,2,1,2,0,1,0,1,,,401,0,9,410,659,Acta de Casilla,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,161,C,4,0,C04,42,80,1,4,13,149,24,113,3,2,1,0,0,0,0,,,432,1,10,443,659,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,161,C,5,0,C05,32,74,2,8,11,138,20,104,5,2,3,0,1,0,0,,,400,0,8,408,659,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,162,B,1,0,B,43,70,3,10,7,113,13,98,5,2,1,3,2,0,1,,,371,1,6,378,623,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,162,C,1,0,C01,51,84,6,6,12,104,17,88,3,0,1,2,0,1,1,,,376,1,6,383,623,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,162,C,2,0,C02,35,69,1,9,21,95,21,120,5,1,3,6,1,0,1,,,388,0,6,394,623,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,164,B,1,0,B,40,103,2,6,5,107,9,81,4,0,2,2,0,0,1,,,362,0,7,369,543,Acta Levantada en el Consejo,,,
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,164,C,1,0,C01,37,114,4,6,8,85,19,82,1,0,4,4,3,0,2,,,369,0,6,375,543,Acta Levantada en el Consejo,,,
