CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PRI_PVEM_PT_NVA_ALIANZA,PRI_PVEM_PT,PRI_PVEM_NVA_ALIANZA,PRI_PT_NVA_ALIANZA,PVEM_PT_NVA_ALIANZA,PRI_PVEM,PRI_PT,PRI_NVA_ALIANZA,PVEM_PT,PVEM_NVA_ALIANZA,PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,244,8,778,620,63,209,58,360,115,46,37,25,2,5,0,0,30,2,1,0,0,0,2,42,2395,5639
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,245,3,358,241,20,48,23,104,25,13,12,9,1,3,0,0,12,0,3,1,0,0,0,25,898,1987
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,246,3,447,284,19,37,14,147,53,10,9,8,2,4,2,0,6,0,0,0,0,1,0,21,1064,2214
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,247,1,13,24,2,6,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,189
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,248,15,1653,1346,108,276,81,969,171,64,93,51,4,6,5,0,21,1,3,0,1,2,2,79,4936,9049
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,249,1,85,124,13,33,1,35,13,4,8,0,0,2,0,0,3,0,1,0,0,0,1,2,325,641
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,250,17,1778,1617,171,324,69,889,223,70,106,57,2,9,2,0,35,7,10,0,1,0,3,77,5450,10823
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,251,5,533,580,48,130,21,253,70,23,36,27,5,8,1,0,15,3,0,0,1,0,0,42,1796,3616
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,252,3,204,238,16,41,7,112,25,9,13,13,4,0,0,0,5,2,2,0,0,0,0,20,711,1503
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,253,2,255,201,14,33,8,74,13,13,10,6,1,0,0,0,11,0,0,0,1,0,1,20,661,1366
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,254,1,108,101,8,4,3,42,4,4,10,6,1,0,0,0,2,0,0,0,0,0,0,2,295,587
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,255,1,58,50,5,5,2,43,4,2,7,0,0,0,0,0,1,0,0,0,0,0,0,4,181,365
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,256,2,120,111,11,22,1,41,8,13,3,3,1,0,0,0,1,0,0,0,1,0,0,9,345,869
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,257,2,187,156,15,23,9,66,30,10,5,3,0,1,1,0,4,1,0,0,0,0,0,5,516,1081
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,258,5,546,528,32,98,12,179,61,18,14,11,1,2,1,0,18,0,5,0,0,0,1,41,1568,3265
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,259,3,260,339,16,51,8,43,17,14,19,9,4,2,1,0,10,1,0,0,0,0,0,20,814,1595
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,260,4,500,369,43,70,16,115,48,10,43,12,3,1,1,1,13,0,3,0,0,0,0,59,1307,2628
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,261,3,287,288,21,49,13,60,25,18,13,6,0,1,1,0,14,2,2,0,0,0,0,32,832,1646
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,262,2,212,222,14,64,1,51,32,10,29,4,0,2,0,1,10,0,1,0,0,0,2,17,672,1366
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,263,2,172,182,21,20,8,48,16,6,12,7,1,4,0,0,4,0,0,0,0,0,0,18,519,1089
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,264,3,198,316,22,99,9,40,22,9,18,12,1,2,1,0,14,0,2,0,0,0,0,29,794,1676
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,265,1,118,54,1,43,31,36,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,5,298,499
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,266,1,139,154,5,11,21,13,9,2,0,2,0,0,0,0,1,1,0,0,0,0,0,3,361,659
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,267,3,293,459,22,91,23,27,11,4,1,9,1,2,0,0,8,0,0,0,0,0,0,28,979,1733
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,268,1,133,89,5,19,1,71,4,11,6,2,0,0,1,0,3,1,0,0,0,0,0,8,354,689
5,6,COLIMA,2,MANZANILLO,8,MANZANILLO,269,3,477,342,14,57,7,67,6,7,4,10,2,1,0,0,16,0,2,0,0,0,0,33,1045,1742
5,6,COLIMA,2,MANZANILLO,9,MINATITLAN,270,2,405,217,2,161,17,19,16,5,0,1,1,1,0,0,10,2,1,1,0,0,2,14,875,1379
5,6,COLIMA,2,MANZANILLO,9,MINATITLAN,271,2,330,296,7,140,9,45,18,0,0,1,2,0,1,0,14,1,2,0,0,0,0,11,877,1445
5,6,COLIMA,2,MANZANILLO,9,MINATITLAN,272,2,303,191,6,157,13,28,19,5,0,3,1,2,0,0,18,0,1,1,0,0,0,10,758,1157
5,6,COLIMA,2,MANZANILLO,9,MINATITLAN,273,2,208,202,0,88,3,3,7,0,0,1,1,0,0,0,9,0,0,0,0,0,0,7,529,741
5,6,COLIMA,2,MANZANILLO,9,MINATITLAN,274,3,77,130,0,27,5,4,7,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,257,405
5,6,COLIMA,2,MANZANILLO,9,MINATITLAN,275,2,191,153,11,53,15,34,12,2,1,1,0,1,0,0,1,0,1,0,0,0,0,2,478,805
5,6,COLIMA,2,MANZANILLO,9,MINATITLAN,276,2,288,189,1,64,6,13,17,2,1,2,0,1,0,0,9,0,0,0,0,0,0,11,604,839
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,277,4,621,537,19,41,26,67,16,11,4,15,1,4,0,0,13,5,0,0,0,0,0,51,1431,2990
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,278,2,255,212,3,10,10,38,15,4,1,8,0,1,0,0,6,3,0,0,0,0,0,14,580,1151
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,279,1,138,91,3,1,8,23,11,6,1,0,0,2,0,0,1,0,1,0,0,0,0,5,291,595
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,280,10,1607,1065,87,85,52,208,85,45,6,40,8,9,3,0,43,2,3,1,0,0,1,84,3434,6933
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,281,2,271,199,4,4,7,55,6,14,1,9,1,2,0,0,0,5,2,0,0,0,0,8,588,1003
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,282,3,479,447,17,12,18,75,10,19,3,12,1,4,0,0,8,2,1,0,0,0,1,21,1130,2169
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,283,4,698,510,19,20,18,109,28,25,5,13,1,3,0,1,13,2,3,0,0,0,2,45,1515,2932
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,284,2,157,151,12,2,3,35,6,4,1,9,0,0,0,0,6,1,0,0,0,0,1,7,395,762
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,285,1,136,145,6,3,2,24,9,7,0,8,0,2,0,0,3,0,2,0,0,0,0,8,355,714
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,286,2,221,210,7,16,15,49,20,11,0,2,1,0,0,0,3,0,1,0,0,0,0,14,570,1100
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,287,1,97,118,2,0,2,0,2,1,0,2,0,2,0,0,2,0,1,0,0,0,0,5,234,552
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,288,1,126,153,3,3,3,21,7,4,1,4,1,0,2,0,3,0,0,0,0,0,0,6,337,570
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,289,2,249,219,1,5,15,34,32,2,3,8,2,1,0,0,4,0,0,0,0,0,0,13,588,1021
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,290,5,711,653,29,36,25,145,58,21,5,24,2,2,0,0,19,0,2,0,0,0,1,34,1767,3123
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,291,5,740,618,27,19,17,86,36,11,4,23,2,3,4,0,27,4,1,0,0,0,0,40,1662,3549
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,292,2,288,166,9,5,6,46,12,4,1,12,1,4,0,0,3,0,1,0,0,0,0,12,570,1074
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,293,2,178,149,4,3,8,26,7,4,4,5,0,1,0,0,2,0,0,0,0,0,0,15,406,776
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,294,1,150,110,3,8,0,18,6,5,0,6,0,0,0,0,1,0,1,0,0,0,0,7,315,504
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,295,1,185,170,8,16,4,33,13,2,0,1,1,0,0,0,2,1,0,0,0,0,0,10,446,738
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,296,2,165,199,5,11,10,33,6,0,0,7,0,1,0,0,5,0,1,0,0,0,0,12,455,785
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,297,3,439,369,18,7,6,83,16,3,0,4,0,1,0,0,5,3,2,0,0,0,0,24,980,1749
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,298,2,307,231,12,11,5,52,8,3,5,5,0,1,0,0,6,1,1,0,0,0,0,14,662,1266
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,299,2,273,203,10,7,4,38,12,1,1,5,0,1,0,0,4,0,1,0,0,0,0,14,574,1042
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,300,1,141,175,3,5,8,42,4,11,1,6,0,1,0,0,5,0,1,0,0,0,0,5,408,666
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,301,2,200,203,5,4,3,44,6,3,0,7,1,4,0,0,2,0,0,0,0,0,0,13,495,826
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,302,2,260,348,9,21,4,23,57,1,1,8,1,0,0,0,6,0,1,0,0,0,0,17,757,1475
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,303,2,200,173,19,8,6,44,25,1,1,9,2,1,0,0,2,0,3,0,0,0,1,15,510,903
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,304,2,279,191,6,6,10,44,4,4,1,4,0,1,1,0,2,1,0,0,0,0,0,14,568,988
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,305,2,292,269,5,24,8,29,8,5,0,14,1,4,0,0,6,2,1,1,0,0,0,16,685,1171
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,306,1,153,124,10,3,10,32,8,8,3,4,0,3,0,0,4,0,1,0,0,0,0,6,369,674
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,307,2,183,181,5,10,2,43,15,2,0,12,1,0,0,0,7,1,0,0,0,0,0,6,468,813
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,308,2,256,216,7,14,16,45,17,9,3,3,1,2,0,0,6,1,0,0,0,0,0,12,608,1163
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,309,1,168,180,8,1,2,53,16,6,1,3,2,2,1,0,6,0,0,0,0,0,0,3,452,725
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,310,2,194,241,6,4,8,33,10,2,1,5,0,0,1,0,3,0,1,1,0,0,0,12,522,965
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,311,3,516,363,10,7,3,76,18,9,0,9,3,2,0,0,14,0,1,0,0,1,0,23,1055,2007
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,312,5,810,592,32,12,43,67,39,18,4,9,1,4,0,0,12,1,3,0,0,0,1,44,1692,3310
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,313,2,243,177,10,2,6,33,10,7,0,5,1,1,0,0,4,0,0,0,0,0,0,10,509,958
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,314,2,282,240,4,25,14,76,10,8,2,7,1,1,1,0,3,3,2,1,0,0,0,17,697,1269
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,315,4,540,488,14,10,10,145,31,11,1,6,1,3,1,0,8,0,1,0,0,0,0,25,1295,2325
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,316,5,689,580,19,37,11,75,37,20,0,14,1,2,2,0,10,4,4,0,0,0,3,54,1562,3273
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,317,2,234,241,4,14,4,18,1,3,0,4,1,2,0,0,3,0,0,0,1,0,0,11,541,905
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,318,2,219,223,4,27,10,10,5,1,0,3,2,1,0,0,9,1,0,0,0,0,0,10,525,954
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,319,2,236,269,2,10,11,19,1,6,1,6,0,1,0,0,5,0,0,0,0,0,0,12,579,1029
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,320,2,236,213,2,35,5,10,4,2,1,2,3,0,0,0,3,0,1,0,0,0,0,10,527,813
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,321,3,484,366,5,8,8,29,9,8,0,7,1,1,0,0,6,1,2,0,0,0,0,15,950,1515
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,322,1,137,80,2,10,1,10,75,1,1,0,0,0,0,0,2,0,0,0,1,0,0,4,324,500
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,323,2,166,127,2,4,5,21,13,2,0,4,0,3,0,0,7,0,2,0,1,0,0,10,367,760
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,324,2,256,272,7,8,0,31,39,8,2,4,0,0,1,0,15,1,6,0,0,0,0,31,681,1263
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,325,1,187,116,3,4,1,24,16,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,358,600
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,326,2,195,104,7,6,15,28,58,2,0,2,0,3,1,0,2,0,4,0,1,0,0,8,436,816
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,327,1,92,103,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,207,316
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,328,1,282,168,6,1,3,15,8,3,0,3,0,0,0,0,3,1,0,0,0,0,0,4,497,711
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,329,3,513,316,6,132,13,26,40,18,0,6,0,0,0,0,27,1,2,1,1,0,0,29,1131,2041
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,330,1,50,33,1,9,4,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,114,157
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,331,1,53,65,0,0,1,2,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,3,129,188
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,332,1,85,96,0,2,0,6,4,1,0,2,0,0,0,0,2,0,0,0,0,0,0,2,200,314
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,333,1,61,106,1,1,12,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,187,257
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,334,3,322,321,7,60,40,30,50,6,0,9,2,1,0,0,9,2,2,1,0,1,0,32,895,1911
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,335,3,275,225,3,29,67,38,44,6,1,5,1,0,0,0,9,3,0,0,0,0,0,25,731,1623
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,336,3,288,299,8,36,16,32,47,7,2,12,2,3,0,1,5,2,1,0,0,1,0,15,777,1561
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,337,2,199,107,9,0,11,67,12,5,3,3,0,2,1,0,1,1,0,0,0,0,0,8,429,940
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,338,2,169,115,17,2,6,78,10,3,0,4,0,0,0,0,1,0,0,0,0,0,0,6,411,856
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,339,1,89,43,4,1,1,30,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,175,350
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,340,1,102,60,5,2,2,43,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,229,407
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,341,1,81,32,6,3,2,28,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,161,279
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,342,1,92,58,3,2,2,52,10,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,224,374
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,343,1,132,129,14,3,6,97,26,2,2,3,1,1,0,0,4,0,1,0,0,0,0,6,427,706
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,344,2,166,185,14,4,10,89,15,8,0,8,0,1,0,0,4,1,0,0,0,0,0,6,511,850
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,345,1,158,132,7,6,4,101,16,1,0,6,0,3,0,0,2,2,0,0,1,0,0,2,441,743
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,346,1,99,71,5,1,1,62,9,0,0,1,0,2,1,0,1,1,1,0,0,0,0,3,258,421
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,347,1,160,117,13,1,6,96,14,2,0,1,1,2,0,0,3,0,0,0,0,0,1,9,426,662
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,348,2,162,128,6,1,8,87,27,4,0,8,0,1,1,0,3,0,8,0,0,0,0,4,448,764
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,349,2,218,180,16,3,5,126,28,5,1,3,0,0,0,0,0,1,1,0,0,0,0,5,592,893
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,350,1,152,131,14,4,7,88,14,0,0,6,0,0,0,0,0,0,1,0,0,0,0,7,424,701
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,351,1,94,86,14,3,11,58,13,2,1,9,1,1,0,0,0,0,0,0,0,0,0,1,294,452
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,352,1,85,84,11,2,1,53,17,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,258,435
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,353,1,96,56,0,2,6,44,10,1,1,2,0,0,1,0,3,0,0,0,0,0,0,3,225,395
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,354,1,174,122,5,3,2,91,18,1,0,3,0,2,0,0,1,0,0,0,0,0,0,6,428,698
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,355,2,172,163,26,2,3,116,20,5,1,6,1,0,1,0,0,0,1,0,0,0,0,5,522,898
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,356,2,185,163,16,3,11,46,18,3,1,6,0,0,0,0,2,0,1,1,0,0,1,8,465,790
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,357,1,130,111,12,2,5,91,16,1,0,4,0,1,0,0,0,0,0,0,0,0,0,7,380,646
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,358,1,143,106,8,1,8,70,16,0,0,6,1,1,0,0,1,0,2,0,0,0,1,5,369,614
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,359,1,148,89,10,1,6,79,16,4,1,5,0,0,0,0,1,0,0,0,0,0,0,7,367,630
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,360,1,126,102,8,4,6,66,19,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,339,555
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,361,1,141,100,13,3,4,79,8,2,1,3,0,0,0,0,2,0,2,0,0,0,0,2,360,639
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,362,2,204,94,12,0,4,77,8,1,0,0,1,0,0,0,0,2,0,0,0,0,0,8,411,901
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,363,2,210,126,7,4,8,119,25,6,0,6,0,2,0,0,2,0,1,0,0,0,1,6,523,976
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,364,1,111,72,12,4,1,67,12,3,1,5,0,1,1,0,1,0,0,0,0,0,0,2,293,574
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,365,1,87,48,8,2,1,50,5,2,0,5,0,1,0,0,1,0,0,0,0,0,0,3,213,380
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,366,1,90,60,7,2,6,45,9,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,226,460
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,367,1,79,71,6,1,2,51,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,2,220,403
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,368,1,88,80,6,2,4,79,11,3,2,3,0,1,0,0,0,0,1,0,0,0,0,3,283,487
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,369,2,203,144,12,4,11,76,26,4,0,5,0,2,0,0,4,1,0,0,0,0,0,5,497,888
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,370,2,209,195,21,5,8,131,19,2,0,5,1,0,0,0,0,0,0,0,0,0,0,4,600,1096
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,371,1,135,97,8,0,8,83,11,9,1,1,0,1,0,0,1,0,1,0,0,0,0,2,358,578
5,6,COLIMA,1,COLIMA,5,VILLA DE ALVAREZ,372,1,62,42,3,1,4,39,17,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,173,301
