ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,SECCIONES,CASILLAS,NA,PAN_PRD_MC,PRI_PVEM,PT_MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
30,VERACRUZ,1,PANUCO,246,398,1770,50228,18710,53473,124181,14,3565,127760,193272,
30,VERACRUZ,2,TANTOYUCA,198,369,1348,59011,27143,48230,135732,36,3826,139594,192632,
30,VERACRUZ,3,TUXPAN,160,382,1277,51211,17803,58026,128317,29,3632,131978,209730,
30,VERACRUZ,4,ALAMO,210,400,1377,59978,26389,50817,138561,12,4882,143455,205499,
30,VERACRUZ,5,POZA RICA DE HIDALGO,139,324,1061,38398,11999,68652,120110,33,2429,122572,185736,
30,VERACRUZ,6,PAPANTLA,149,357,1267,51910,19041,54049,126267,9,3379,129655,199389,
30,VERACRUZ,7,MARTINEZ DE LA TORRE,173,346,1356,37826,16919,52685,108786,11,2839,111636,179304,
30,VERACRUZ,8,MISANTLA,214,402,1189,55709,17937,49218,124053,15,3598,127666,188812,
30,VERACRUZ,9,PEROTE,131,337,923,44702,33897,35650,115172,10,3839,119021,176324,
30,VERACRUZ,10,XALAPA I,137,326,1456,38232,18924,59775,118387,34,2420,120841,180810,
30,VERACRUZ,11,XALAPA II,117,297,1338,45492,23110,57957,127897,37,2285,130219,191121,
30,VERACRUZ,12,COATEPEC,122,315,1127,46889,24941,46434,119391,10,3274,122675,182314,
30,VERACRUZ,13,EMILIANO ZAPATA,171,358,1206,51890,18249,47605,118950,77,2727,121754,187355,
30,VERACRUZ,14,VERACRUZ I,173,384,1031,72226,10467,49361,133085,27,2239,135351,224971,
30,VERACRUZ,15,VERACRUZ II,190,406,893,81317,11280,46725,140215,49,2419,142683,231992,
30,VERACRUZ,16,BOCA DEL RIO,186,389,840,79519,14985,39777,135121,34,3013,138168,210308,
30,VERACRUZ,17,MEDELLIN DE BRAVO,137,351,1263,54355,14619,49174,119411,24,3284,122719,190476,
30,VERACRUZ,18,HUATUSCO,119,314,1176,51011,26240,37353,115780,17,4078,119875,177978,
30,VERACRUZ,19,CORDOBA,154,348,1626,38396,18742,73452,132216,40,3049,135305,198192,
30,VERACRUZ,20,ORIZABA,168,368,1698,44760,14194,77858,138510,67,3215,141792,204624,
30,VERACRUZ,21,CAMERINO Z. MENDOZA,117,301,1304,41599,10488,56514,109905,49,3767,113721,173420,
30,VERACRUZ,22,ZONGOLICA,133,299,1177,50110,21243,42009,114539,8,5441,119988,169694,
30,VERACRUZ,23,COSAMALOAPAN,193,379,1135,43563,18205,58358,121261,9,3485,124755,196612,
30,VERACRUZ,24,SANTIAGO TUXTLA,181,357,1059,52617,15229,45936,114841,19,4174,119034,194489,
30,VERACRUZ,25,SAN ANDRES TUXTLA,132,323,1207,43932,12208,48759,106106,16,4257,110379,181928,
30,VERACRUZ,26,COSOLEACAQUE,159,390,1139,33048,20003,78607,132797,16,3435,136248,208399,
30,VERACRUZ,27,ACAYUCAN,151,323,858,48490,11699,53945,114992,13,3290,118295,182957,
30,VERACRUZ,28,MINATITLAN,151,340,1240,32489,11861,66989,112579,16,2714,115309,174248,
30,VERACRUZ,29,COATZACOALCOS I,149,362,1212,29633,10014,85225,126084,40,2243,128367,198507,
30,VERACRUZ,30,COATZACOALCOS II,152,350,851,25397,12124,74626,112998,13,3095,116106,184825,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
