ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
30,VERACRUZ,1,PANUCO,246,398,44391,16872,2750,1838,3692,3087,1770,44779,5002,124181,14,3565,127760,193272,
30,VERACRUZ,2,TANTOYUCA,198,369,47980,19634,9060,7509,3136,1971,1348,43693,1401,135732,36,3826,139594,192632,
30,VERACRUZ,3,TUXPAN,160,382,38132,14163,11405,3640,3374,1674,1277,53215,1437,128317,29,3632,131978,209730,
30,VERACRUZ,4,ALAMO,210,400,47362,22710,7833,3679,4906,4783,1377,44298,1613,138561,12,4882,143455,205499,
30,VERACRUZ,5,POZA RICA DE HIDALGO,139,324,27866,10962,8772,1037,3668,1760,1061,63572,1412,120110,33,2429,122572,185736,
30,VERACRUZ,6,PAPANTLA,149,357,36738,16642,10029,2399,4340,5143,1267,48037,1672,126267,9,3379,129655,199389,
30,VERACRUZ,7,MARTINEZ DE LA TORRE,173,346,27224,15064,6099,1855,2857,4503,1356,48430,1398,108786,11,2839,111636,179304,
30,VERACRUZ,8,MISANTLA,214,402,42438,12647,10873,5290,3209,2398,1189,44625,1384,124053,15,3598,127666,188812,
30,VERACRUZ,9,PEROTE,131,337,36392,30993,3998,2904,2799,4312,923,31672,1179,115172,10,3839,119021,176324,
30,VERACRUZ,10,XALAPA I,137,326,34533,17115,2089,1809,2912,1610,1456,55301,1562,118387,34,2420,120841,180810,
30,VERACRUZ,11,XALAPA II,117,297,41583,21329,2376,1781,2717,1533,1338,53789,1451,127897,37,2285,130219,191121,
30,VERACRUZ,12,COATEPEC,122,315,39736,23555,5565,1386,2804,1588,1127,42246,1384,119391,10,3274,122675,182314,
30,VERACRUZ,13,EMILIANO ZAPATA,171,358,44903,16275,4634,1974,2687,2353,1206,43599,1319,118950,77,2727,121754,187355,
30,VERACRUZ,14,VERACRUZ I,173,384,67602,8796,2696,1671,2707,1928,1031,45160,1494,133085,27,2239,135351,224971,
30,VERACRUZ,15,VERACRUZ II,190,406,76947,9182,2480,2098,2663,1890,893,42723,1339,140215,49,2419,142683,231992,
30,VERACRUZ,16,BOCA DEL RIO,186,389,75313,12296,2034,2689,2174,2172,840,36307,1296,135121,34,3013,138168,210308,
30,VERACRUZ,17,MEDELLIN DE BRAVO,137,351,47651,11770,4182,2849,2781,2522,1263,44524,1869,119411,24,3284,122719,190476,
30,VERACRUZ,18,HUATUSCO,119,314,41520,23025,7475,3215,2409,2016,1176,33266,1678,115780,17,4078,119875,177978,
30,VERACRUZ,19,CORDOBA,154,348,34337,16885,2212,1857,4135,1847,1626,67113,2204,132216,40,3049,135305,198192,
30,VERACRUZ,20,ORIZABA,168,368,38442,11695,3516,2499,4628,2802,1698,70888,2342,138510,67,3215,141792,204624,
30,VERACRUZ,21,CAMERINO Z. MENDOZA,117,301,31145,7896,7046,2592,3422,3408,1304,50946,2146,109905,49,3767,113721,173420,
30,VERACRUZ,22,ZONGOLICA,133,299,32818,18061,11501,3182,4961,5791,1177,35453,1595,114539,8,5441,119988,169694,
30,VERACRUZ,23,COSAMALOAPAN,193,379,37983,16852,3212,1353,3968,2368,1135,53096,1294,121261,9,3485,124755,196612,
30,VERACRUZ,24,SANTIAGO TUXTLA,181,357,39809,12456,10717,2773,3060,2091,1059,41611,1265,114841,19,4174,119034,194489,
30,VERACRUZ,25,SAN ANDRES TUXTLA,132,323,36617,9545,5034,2663,3405,2281,1207,43636,1718,106106,16,4257,110379,181928,
30,VERACRUZ,26,COSOLEACAQUE,159,390,26088,18675,5243,1328,3820,1717,1139,72732,2055,132797,16,3435,136248,208399,
30,VERACRUZ,27,ACAYUCAN,151,323,34486,10664,11122,1035,2787,2882,858,49808,1350,114992,13,3290,118295,182957,
30,VERACRUZ,28,MINATITLAN,151,340,26550,10900,4070,961,3311,1869,1240,62081,1597,112579,16,2714,115309,174248,
30,VERACRUZ,29,COATZACOALCOS I,149,362,26177,9277,2044,737,3096,1412,1212,79762,2367,126084,40,2243,128367,198507,
30,VERACRUZ,30,COATZACOALCOS II,152,350,20029,11333,3591,791,3974,1777,851,68354,2298,112998,13,3095,116106,184825,
