CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1403,1,255,36,7,3,1,8,1,7,1,4,4,0,0,2,2,0,0,0,331,0,12,343,734
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1404,2,389,66,6,6,9,3,5,178,5,5,1,0,0,0,8,1,0,3,685,0,7,692,1035
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1405,2,378,47,1,4,6,5,3,153,0,5,0,0,0,1,2,2,0,1,608,0,8,616,948
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1406,2,365,46,7,12,15,7,5,259,5,2,1,0,0,2,1,2,0,0,729,0,12,741,1091
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1407,2,99,34,2,11,4,7,2,176,8,0,0,0,0,3,4,3,0,0,353,0,11,364,480
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1408,2,289,55,10,10,13,10,2,561,5,5,0,0,0,3,10,5,0,3,981,0,14,995,1381
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1409,2,211,56,3,4,10,7,6,281,5,5,0,1,0,0,3,2,0,0,594,0,9,603,855
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1410,1,167,51,8,3,16,0,6,185,4,0,0,0,0,4,11,0,2,2,459,0,14,473,706
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1411,2,253,52,5,4,8,7,7,175,3,2,1,0,0,1,3,1,0,2,524,0,8,532,838
3,30,VERACRUZ,1,PANUCO,62,CHINAMPA DE GOROSTIZA,1412,4,353,99,13,20,17,23,9,946,14,3,2,1,0,6,20,8,2,10,1546,0,31,1577,2329
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4696,2,76,106,9,6,13,6,2,271,4,1,2,0,0,3,6,3,0,4,512,0,8,520,808
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4697,2,129,176,15,11,25,11,4,591,2,0,0,0,0,4,21,7,2,0,998,0,18,1016,1475
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4698,2,110,135,16,3,8,8,8,344,8,4,2,0,0,2,6,3,1,1,659,0,11,670,968
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4699,2,178,151,20,6,23,7,11,500,8,3,1,0,0,4,10,2,0,3,927,0,20,947,1375
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4700,2,125,137,10,8,26,13,5,419,12,0,1,0,0,2,12,6,0,2,778,0,24,802,1161
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4701,2,112,125,5,14,15,7,12,366,4,0,2,0,1,5,4,6,2,1,681,0,19,700,1071
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4702,2,224,111,9,3,16,5,9,230,12,2,0,1,0,4,2,2,0,2,632,0,13,645,860
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4703,2,184,110,11,8,22,6,6,226,7,4,2,0,0,6,1,2,1,1,597,0,32,629,1028
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4704,1,75,33,4,10,3,4,1,48,4,1,0,0,0,1,1,0,0,0,185,0,11,196,297
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4705,1,108,61,5,6,13,5,6,103,7,4,3,1,0,0,2,1,1,0,326,0,20,346,498
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4706,1,60,78,6,6,7,5,3,115,2,0,0,0,0,4,0,0,1,0,287,0,19,306,430
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4707,2,167,151,14,7,9,4,5,232,5,3,1,1,0,3,2,2,0,2,608,0,27,635,889
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4708,2,227,140,16,6,14,12,10,231,5,3,1,0,0,2,4,3,0,0,674,0,33,707,998
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4709,1,99,125,8,3,13,9,12,219,8,1,0,0,0,1,1,0,0,0,499,0,10,509,685
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4710,2,213,195,9,5,20,19,7,271,15,4,2,3,0,5,14,3,2,6,793,1,22,816,1054
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4711,2,133,179,9,6,8,15,6,184,13,3,0,2,0,4,7,1,0,1,571,2,12,585,807
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2776,3,492,172,22,10,19,22,21,235,7,10,4,2,1,1,2,1,0,2,1023,0,20,1043,1667
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2777,3,499,136,29,6,15,21,25,292,9,8,3,3,0,9,6,2,0,4,1067,0,23,1090,1835
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2778,1,91,20,8,3,12,6,6,38,1,3,0,0,0,0,3,1,0,0,192,0,4,196,346
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2779,1,85,37,6,4,6,2,4,39,1,1,1,1,0,0,1,0,0,0,188,0,8,196,340
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2780,1,33,47,5,1,2,0,0,27,0,3,1,0,0,0,0,1,0,2,122,0,11,133,198
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2781,2,101,66,17,5,8,5,7,92,4,2,4,0,0,0,2,2,0,2,317,0,8,325,529
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2782,1,28,30,3,3,1,3,4,15,0,3,1,0,0,3,0,0,0,1,95,0,4,99,192
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2783,1,80,53,0,3,5,13,9,8,4,1,2,0,0,1,0,0,0,0,179,0,12,191,273
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2784,2,79,43,6,2,2,11,4,20,1,2,0,0,0,1,0,0,0,1,172,0,5,177,285
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2785,1,123,36,5,7,6,3,5,32,4,1,0,3,0,0,0,1,0,0,226,0,6,232,370
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2786,1,135,62,8,11,15,8,4,115,3,1,1,0,0,3,3,2,0,1,372,0,13,385,567
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2787,1,183,100,10,9,7,5,8,85,4,2,1,0,0,3,1,0,1,0,419,0,15,434,604
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2788,2,262,63,11,7,12,11,13,67,5,15,3,1,0,1,1,1,0,1,474,0,19,493,909
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2789,1,39,30,2,1,5,3,4,36,2,0,1,0,0,0,0,0,0,0,123,0,3,126,201
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2790,2,263,276,37,5,7,10,7,132,4,2,4,1,1,5,0,2,0,1,757,0,20,777,1172
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2791,1,79,42,3,0,1,4,2,37,0,1,0,0,0,0,0,0,0,0,169,0,2,171,263
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2792,1,78,41,2,4,3,4,3,54,3,0,0,0,0,4,2,0,0,1,199,0,5,204,402
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2793,1,138,38,8,2,9,5,13,43,0,6,1,0,0,1,1,0,0,0,265,0,21,286,528
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2794,1,121,65,6,1,5,3,8,61,3,1,2,0,1,2,2,0,0,0,281,0,15,296,470
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2795,2,97,28,7,1,8,11,11,86,7,0,0,1,0,0,0,0,0,0,257,0,4,261,435
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2796,1,50,8,1,1,4,0,3,10,1,0,0,0,0,0,1,0,0,0,79,0,3,82,117
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2797,1,184,27,7,3,3,3,21,34,1,0,0,0,0,0,0,0,0,0,283,0,3,286,468
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2798,1,80,77,9,5,2,2,6,108,3,1,3,0,0,0,1,0,0,0,297,0,8,305,557
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2799,1,78,23,6,1,5,3,4,30,3,2,2,0,0,0,2,1,0,0,160,0,6,166,277
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2800,1,68,13,8,3,5,0,3,58,2,4,0,1,0,0,0,0,0,0,165,0,6,171,261
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2801,1,79,50,5,4,5,7,10,69,6,1,0,0,0,0,1,0,3,0,240,0,14,254,490
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2802,2,255,59,18,8,11,3,16,109,6,4,1,0,0,2,1,1,0,1,495,0,14,509,971
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2803,1,55,17,4,4,5,4,1,54,2,0,1,0,0,0,0,0,0,1,148,0,5,153,234
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2804,1,70,27,3,5,3,2,5,41,2,0,0,0,0,2,1,0,0,0,161,0,4,165,282
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2814,1,137,39,6,9,14,6,12,217,7,1,1,1,0,0,1,4,4,0,459,0,22,481,715
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2815,2,149,55,3,4,22,8,6,358,4,3,0,0,0,1,5,4,0,1,623,0,15,638,909
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2816,3,273,77,17,7,44,10,11,533,11,3,3,0,0,0,11,10,0,3,1013,0,43,1056,1583
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2817,2,181,59,9,11,37,13,12,450,12,2,1,2,0,3,11,1,0,2,806,0,20,826,1160
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2818,1,165,75,2,6,9,3,6,243,5,1,0,2,0,3,8,1,0,1,530,0,11,541,722
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2819,5,493,237,21,25,68,26,32,1199,22,7,2,0,0,5,22,12,5,6,2182,0,31,2213,3266
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2820,2,175,100,9,5,17,3,6,297,5,1,2,0,0,6,3,0,0,1,630,0,12,642,915
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2821,1,110,37,0,9,10,2,3,173,5,0,0,1,0,1,3,0,0,0,354,0,7,361,515
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2822,1,164,63,3,6,13,5,5,213,4,2,0,0,0,2,3,4,0,3,490,0,10,500,743
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2823,2,205,48,3,6,15,8,7,365,4,2,1,0,0,3,7,1,1,1,677,0,26,703,1048
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2824,2,191,65,9,7,31,6,12,474,18,0,4,1,0,0,13,2,0,1,834,0,16,850,1277
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2825,2,292,44,6,17,27,9,8,419,14,1,6,2,0,2,6,2,0,3,858,1,33,892,1359
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2826,2,222,55,10,10,21,10,8,234,11,0,2,1,0,2,4,0,0,2,592,0,24,616,950
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2827,2,239,30,11,13,14,13,5,386,9,0,3,1,0,0,6,4,1,1,736,0,15,751,1076
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2828,1,97,30,4,10,8,5,8,201,6,1,0,1,0,1,4,5,1,4,386,0,10,396,614
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2829,1,117,56,0,5,13,4,6,221,5,1,0,2,0,1,2,0,0,1,434,1,9,444,693
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2830,2,174,85,6,31,18,8,10,329,8,5,1,1,0,0,6,3,0,4,689,0,17,706,999
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2831,2,180,66,6,14,14,4,9,282,11,2,3,2,0,4,3,0,0,1,601,0,19,620,1086
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2832,2,206,43,4,15,16,2,2,264,3,1,0,0,0,0,4,1,0,0,561,0,6,567,754
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2833,4,376,175,23,28,43,16,20,954,28,5,2,0,0,6,8,3,8,3,1698,0,41,1739,2138
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2834,2,193,56,13,8,15,3,7,304,5,4,2,0,0,1,2,2,0,1,616,0,10,626,998
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2835,3,338,128,17,17,48,11,19,789,22,9,1,1,0,1,15,3,0,3,1422,0,21,1443,2246
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2836,4,319,131,27,31,38,17,14,891,19,4,3,3,0,2,10,6,0,2,1517,0,38,1555,2402
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2837,3,222,50,9,13,28,11,7,474,8,4,0,0,1,0,4,0,0,0,831,0,19,850,2024
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2838,2,152,41,5,8,12,6,5,219,9,0,1,2,0,2,5,0,0,1,468,0,14,482,785
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2839,2,163,48,6,15,17,9,2,249,6,2,3,0,0,0,3,2,0,2,527,0,15,542,873
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2840,2,199,59,15,6,14,11,3,207,11,1,0,0,0,1,2,0,0,0,529,0,26,555,966
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2841,1,234,33,1,0,4,4,3,51,2,4,2,2,1,1,1,0,1,0,344,0,21,365,471
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2842,1,77,9,1,0,4,1,1,44,1,0,0,0,0,1,1,1,0,0,141,0,5,146,219
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2843,1,138,4,8,4,2,2,1,28,3,0,0,0,0,0,0,0,0,1,191,0,4,195,330
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2844,1,32,26,0,5,1,0,0,7,0,1,2,0,0,1,0,0,0,0,75,0,3,78,148
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2845,2,197,34,9,8,4,10,6,164,3,2,0,0,0,1,0,1,0,4,443,0,18,461,773
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2846,1,58,6,1,2,1,0,1,17,0,0,0,0,0,0,0,0,0,0,86,0,2,88,120
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2847,1,50,6,2,1,0,1,1,38,0,0,0,0,0,0,0,0,0,0,99,0,3,102,149
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2848,1,70,22,4,2,2,4,1,79,1,0,0,0,0,2,1,1,1,1,191,0,8,199,332
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2849,1,105,57,3,2,4,3,1,40,4,0,0,0,0,0,0,0,0,0,219,0,7,226,279
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2850,1,195,51,4,12,6,6,2,39,3,1,2,1,0,0,0,0,0,2,324,0,2,326,417
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2851,1,143,10,4,0,5,4,1,33,2,0,1,0,0,0,0,0,0,0,203,0,8,211,265
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2852,1,158,6,2,0,2,1,3,34,0,0,0,0,0,0,0,0,0,0,206,0,6,212,266
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2853,1,95,62,2,0,3,4,0,39,1,1,1,1,0,3,1,0,0,0,213,0,13,226,308
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2854,1,89,33,11,8,10,7,2,65,4,0,1,0,0,0,1,0,0,0,231,0,5,236,366
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2855,1,134,46,6,3,8,2,4,70,0,4,0,0,0,3,2,0,0,0,282,0,9,291,418
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2856,1,29,21,2,0,1,1,3,17,0,0,1,0,0,0,0,1,0,0,76,0,2,78,110
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2857,1,19,29,3,1,1,0,2,20,2,0,0,0,0,0,0,2,0,0,79,0,1,80,112
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2858,1,127,26,10,1,8,7,3,78,6,0,3,0,0,0,2,0,0,0,271,0,5,276,470
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2859,3,596,76,17,16,29,11,15,515,20,4,2,0,0,10,14,5,2,1,1333,0,27,1360,1973
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2860,2,369,64,12,12,22,8,7,257,13,1,0,0,1,5,1,3,0,0,775,0,26,801,1180
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2861,3,345,70,37,21,41,16,20,419,21,3,1,1,0,2,12,5,0,2,1016,0,34,1050,1813
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2862,2,255,26,19,10,22,13,152,301,14,5,2,0,0,1,5,2,1,1,829,0,21,850,1189
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2863,2,249,24,23,7,27,13,5,209,10,3,0,2,0,1,4,2,0,4,583,0,27,610,1056
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2864,1,146,26,18,4,16,3,6,103,2,0,0,0,0,0,1,0,0,0,325,0,5,330,510
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2865,2,127,26,41,8,19,9,12,203,14,2,4,0,0,1,4,0,0,0,470,0,15,485,801
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2866,1,57,19,3,6,8,2,1,42,4,0,0,0,0,0,1,0,0,0,143,0,10,153,263
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2867,1,152,38,3,1,10,6,5,106,7,1,0,0,0,0,3,1,0,2,335,0,11,346,436
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2868,2,257,99,4,2,7,1,15,277,0,0,0,0,0,0,1,2,0,0,665,0,21,686,1020
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2869,2,172,103,8,4,18,7,3,272,1,4,1,1,0,0,1,1,2,3,601,0,24,625,982
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2870,1,84,110,2,4,9,3,2,184,6,2,0,0,0,3,3,3,0,0,415,0,11,426,630
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2871,2,140,135,5,10,7,10,6,354,6,4,1,0,0,2,7,1,1,4,693,0,19,712,1077
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2872,1,69,26,5,2,3,4,2,45,3,1,0,1,1,1,1,0,0,1,165,0,4,169,273
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2873,2,214,281,4,14,5,10,5,198,7,0,0,0,0,6,0,1,0,1,746,0,28,774,1034
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2874,1,18,13,4,3,5,2,4,79,4,2,0,0,0,0,1,0,0,1,136,0,2,138,238
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2875,2,75,31,6,7,7,5,11,146,2,1,1,0,0,0,3,1,0,0,296,0,14,310,947
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2876,2,278,124,13,15,19,12,13,245,1,1,2,1,11,1,7,11,3,1,758,0,8,766,1069
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2877,2,372,48,7,8,17,11,8,152,7,1,3,1,0,1,3,1,1,0,641,0,16,657,778
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2878,1,87,63,2,6,3,1,2,43,1,2,0,0,0,0,4,0,0,2,216,0,17,233,382
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2879,1,336,45,0,6,10,2,9,67,3,3,8,6,0,1,2,1,0,1,500,0,5,505,545
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2880,2,129,29,7,8,4,9,4,110,3,0,0,0,0,0,0,0,0,1,304,0,11,315,449
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2881,2,135,75,9,18,19,6,14,190,6,0,2,0,0,5,5,0,0,1,485,0,14,499,695
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2882,2,201,38,4,6,16,4,5,289,7,2,2,1,0,0,7,3,0,4,589,0,12,601,788
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2883,1,178,85,10,2,7,10,11,219,5,4,0,0,0,2,3,0,0,1,537,0,10,547,746
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2884,2,264,141,17,18,17,15,22,235,6,2,0,2,0,7,6,1,0,1,754,0,35,789,1308
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2885,3,377,118,33,23,32,28,45,330,17,6,3,1,0,2,9,8,1,2,1035,0,51,1086,1670
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2886,1,58,21,5,5,6,4,4,54,3,0,1,0,0,0,2,0,0,1,164,0,10,174,252
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2887,1,196,28,3,1,6,7,6,89,3,1,1,0,0,1,0,0,0,0,342,0,7,349,261
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2888,2,202,69,7,9,20,8,13,192,17,3,1,1,1,3,5,7,0,2,560,0,25,585,790
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2889,2,77,43,4,9,12,4,9,136,2,0,1,0,0,1,3,1,0,2,304,1,16,321,538
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2891,1,150,23,8,2,8,3,0,36,2,0,1,1,0,1,0,0,0,0,235,0,14,249,362
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2892,1,34,10,2,2,0,3,0,19,0,0,0,0,0,0,0,0,0,1,71,0,2,73,156
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2893,2,226,38,12,19,26,8,17,289,10,2,3,0,1,0,16,3,0,3,673,0,29,702,1241
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2894,1,62,24,4,2,3,3,5,116,7,0,0,0,0,0,3,0,0,1,230,0,7,237,398
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2895,2,205,41,18,10,30,12,7,299,21,4,0,0,0,0,11,2,0,2,662,0,21,683,1052
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2896,1,111,19,9,7,8,7,6,40,6,6,4,1,0,0,1,1,0,0,226,0,18,244,353
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2897,2,274,39,12,14,13,8,6,117,5,0,3,0,0,2,3,0,0,0,496,0,22,518,752
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3219,1,76,37,5,1,10,5,3,153,23,2,0,1,0,1,8,0,1,6,332,0,6,338,556
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3220,1,77,31,15,6,4,9,4,148,23,0,0,0,0,0,6,2,0,3,328,0,7,335,545
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3221,3,221,69,33,12,19,9,16,328,150,9,0,0,0,1,2,12,5,6,892,1,15,908,1562
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3222,1,93,28,14,3,6,1,7,140,24,3,0,0,0,1,2,2,0,2,326,0,7,333,571
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3223,2,156,31,15,11,10,12,7,201,65,1,1,1,0,1,3,0,3,4,522,0,15,537,859
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3224,1,117,42,3,7,20,12,9,122,58,5,0,2,0,1,9,0,0,4,411,0,11,422,701
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3225,3,296,85,28,16,30,17,22,296,142,4,2,0,0,4,15,2,1,12,972,1,26,999,1545
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3226,2,175,20,7,10,13,6,5,140,81,4,3,0,0,0,10,1,0,7,482,0,15,497,778
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3227,3,292,60,23,18,22,12,14,385,266,13,2,0,0,3,12,3,2,14,1141,0,26,1167,1823
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3228,2,157,50,12,8,14,14,7,194,91,6,3,0,0,1,11,1,0,5,574,0,9,583,969
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3229,2,273,50,14,9,18,14,4,240,106,4,1,1,1,1,6,3,1,2,748,0,20,768,1162
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3230,2,184,64,12,13,20,9,6,259,60,4,1,1,2,4,3,0,2,0,644,0,19,663,1092
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3231,1,86,30,10,6,11,6,9,164,43,4,0,0,0,0,4,1,0,2,376,1,7,384,691
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3232,2,160,89,10,11,13,6,12,213,37,4,0,2,0,3,2,2,0,2,566,0,15,581,886
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3233,3,404,79,28,3,25,12,13,341,107,7,1,1,0,1,16,3,1,2,1044,0,21,1065,1767
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3234,1,288,29,16,2,10,11,2,121,9,6,4,0,0,0,3,0,0,1,502,0,22,524,706
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3235,1,126,32,21,7,5,8,3,155,55,2,1,1,1,0,14,1,0,7,439,0,13,452,708
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3236,1,95,32,12,12,5,3,6,133,62,1,1,1,0,2,7,0,0,0,372,0,9,381,659
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3237,2,178,47,22,11,16,11,5,130,72,2,0,0,0,1,1,3,0,0,499,1,14,514,801
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3238,2,204,33,10,6,18,11,4,200,92,4,2,2,0,1,11,3,0,4,605,0,12,617,997
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3239,2,182,37,45,9,21,12,11,229,131,3,3,0,0,0,5,1,0,7,696,0,31,727,1174
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3240,2,169,57,25,6,18,5,9,179,100,0,0,1,0,1,3,0,4,0,577,0,21,598,999
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3241,2,223,90,31,22,12,25,6,159,120,5,1,1,0,2,7,0,0,1,705,0,20,725,1081
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3242,2,147,29,10,8,8,8,10,108,94,3,1,1,0,0,6,1,0,2,436,0,12,448,787
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3243,2,191,52,23,10,9,12,16,173,68,5,6,1,0,1,4,0,1,0,572,0,29,601,898
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3244,2,233,100,18,12,5,8,10,98,66,2,2,0,0,3,3,1,2,2,565,0,22,587,822
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3245,2,102,39,6,8,18,10,7,286,153,4,0,0,0,2,11,2,1,3,652,0,13,665,1016
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3246,2,151,26,6,5,9,7,7,195,92,3,0,0,0,0,2,0,0,6,509,0,14,523,831
3,30,VERACRUZ,1,PANUCO,133,PUEBLO VIEJO,3247,1,56,40,2,0,7,5,3,159,59,2,0,0,0,0,8,1,0,9,351,0,11,362,577
