uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
23001,1990,PRI,LUIS GONZALEZ FLORES,PAN,,0.7882465666
23001,1993,PRI,GERMAN GARCIA PADILLA,PAN,,0.751287271
23001,1996,PRI,VICTOR MANUEL VIVAS GONZALEZ,PAN,,0.0069172239
23001,1999,PRI,FELIX ARTURO GONZALEZ CANTO,PAN,,0.0907220031
23001,2002,PRI,CARLOS RAFAEL HERNANDEZ BLANCO,PAN,,0.0916370107
23001,2005,PAN_CONVE,GUSTAVO A. MIGUEL ORTEGA JOAQUIN,PRI_PVEM,,0.1403462577
23001,2008,PRI,JUAN CARLOS GONZALEZ HERNANDEZ,PAN,,0.0592484376
23001,2010,PRI,AURELIO OMAR JOAQUIN GONZALEZ,PAN_PRD_PT_CONVE,,0.532726386
23001,2013,PRI,FREDY EFREN MARRUFO MARTIN,PAN,,0.2716341829
23001,2016,PAN_PRD,PERLA CECILIA TUN PECH,PRI_PVEM_PNA,,0.2060078117
23001,2018,PRI_PVEM_PNA,PEDRO OSCAR JOAQUIN DELBOUIS,PAN_PRD_MC,,0.0864328193
23001,2021,PVEM_PT_MORENA_MAS,JUANITA OBDULIA ALONSO MARRUFO,PAN_PRI_PRD_CQR,PEDRO OSCAR JOAQUIN DELBOUIS,0.0405069976
23002,1990,PRI,ELADIO UC CHAN,PRD,,0.398880741
23002,1993,PRI,FERNANDO SERRANO TRUJILLO,PRD,,0.8159359191
23002,1996,PRI,MARIO EDUARDO CHUC AGUILAR,PAN,,0.4453931853
23002,1999,PRI,PEDRO EZEQUIEL CRUZ QUINTAL,PRD,,0.2539378459
23002,2002,PRI,FRANCISCO JAVIER NOVELO ORDOÑEZ,PRD,,0.228966771
23002,2005,PRD_PT,WILBERT ELISEO BAHENA ADAME,PRI_PVEM,,0.1300802914
23002,2008,PRI_PVEM,VALFRE GEOVANI CETZ CEN,PRD_PT_CONVE,,0.2607552858
23002,2010,PAN_PRD_PT_CONVE,SEBASTIAN UC YAM,PRI_PVEM_PNA,,0.0061166331
23002,2013,PRI,GABRIEL CABALLERO TADEO,PRD,,0.4000135117
23002,2016,PRI_PVEM_PNA,PAOLY ELIZABETH PERERA MALDONADO,PAN_PRD,,0.1215775549
23002,2018,PAN_PRD_MC,JOSE ESQUIVEL VARGAS,PRI_PVEM_PNA,,0.0260850137
